energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.03951976,2.12016770,0.02901068,0.02867452,0.56513446,0.10651359,0.04040528,1.44728776,0.40423605,0.44168804
-5.03351676,1.98633092,0.02768519,0.02641892,0.53638655,0.09921683,0.03725624,1.35595664,0.35790330,0.42348096
-5.02751376,1.86776240,0.02644180,0.02433364,0.51141092,0.09267086,0.03428999,1.27545964,0.31637027,0.40789670
-5.02151076,1.76544865,0.02530470,0.02243156,0.49039615,0.08694544,0.03152635,1.20648402,0.27967252,0.39519282
-5.01550775,1.68045013,0.02429817,0.02072697,0.47355993,0.08211328,0.02898500,1.14976796,0.24780986,0.38566169
-5.00950475,1.61391411,0.02344638,0.01923495,0.46115659,0.07825049,0.02668499,1.10611187,0.22075511,0.37963195
-5.00350175,1.56708239,0.02277314,0.01797088,0.45348261,0.07543680,0.02464422,1.07638576,0.19846266,0.37746844
-4.99749875,1.54129173,0.02230160,0.01694993,0.45087939,0.07375560,0.02287899,1.06153121,0.18087601,0.37957009
-4.99149575,1.53796532,0.02205390,0.01618654,0.45373272,0.07329356,0.02140359,1.06255671,0.16793422,0.38636525
-4.98549275,1.55859370,0.02205084,0.01569395,0.46246851,0.07413984,0.02022989,1.08052513,0.15957666,0.39830432
-4.97948974,1.60470402,0.02231134,0.01548372,0.47754432,0.07638473,0.01936706,1.11653256,0.15574602,0.41584931
-4.97348674,1.67781697,0.02285193,0.01556524,0.49943673,0.08011767,0.01882121,1.17167804,0.15638929,0.43946024
-4.96748374,1.77939146,0.02368616,0.01594527,0.52862443,0.08542474,0.01859516,1.24702413,0.16145675,0.46957867
-4.96148074,1.91075764,0.02482392,0.01662744,0.56556746,0.09238539,0.01868810,1.34354895,0.17089894,0.50660823
-4.95547774,2.07304001,0.02627075,0.01761183,0.61068304,0.10106867,0.01909541,1.46209072,0.18466180,0.55089310
-4.94947474,2.26707273,0.02802714,0.01889445,0.66431887,0.11152897,0.01980837,1.60328647,0.20268020,0.60269471
-4.94347174,2.49331035,0.03008784,0.02046688,0.72672472,0.12380138,0.02081398,1.76750716,0.22487027,0.66216778
-4.93746873,2.75173778,0.03244129,0.02231585,0.79802366,0.13789688,0.02209478,1.95479200,0.25112088,0.72933655
-4.93146573,3.04178381,0.03506908,0.02442293,0.87818422,0.15379759,0.02362877,2.16478509,0.28128487,0.80407252
-4.92546273,3.36224303,0.03794568,0.02676437,0.96699489,0.17145229,0.02538935,2.39667781,0.31517052,0.88607479
-4.91945973,3.71121109,0.04103828,0.02931099,1.06404257,0.19077254,0.02734541,2.64916067,0.35253390,0.97485433
-4.91345673,4.08603815,0.04430689,0.03202826,1.16869628,0.21162961,0.02946158,2.92038797,0.39307269,1.06972336
-4.90745373,4.48330505,0.04770475,0.03487659,1.28009768,0.23385250,0.03169851,3.20795883,0.43642205,1.16979092
-4.90145073,4.89882601,0.05117897,0.03781177,1.39715934,0.25722738,0.03401343,3.50891709,0.48215301,1.27396548
-4.89544772,5.32768069,0.05467146,0.04078562,1.51857191,0.28149853,0.03636081,3.81977249,0.52977390,1.38096529
-4.88944472,5.76427736,0.05812018,0.04374688,1.64282042,0.30637096,0.03869317,4.13654427,0.57873493,1.48933667
-4.88344172,6.20244735,0.06146059,0.04664226,1.76821013,0.33151479,0.04096208,4.45482750,0.62843626,1.59748021
-4.87743872,6.63556948,0.06462726,0.04941764,1.89290136,0.35657146,0.04311919,4.76988127,0.67823933,1.70368440
-4.87143572,7.05672153,0.06755574,0.05201947,2.01495262,0.38116143,0.04511749,5.07673673,0.72748139,1.80616585
-4.86543272,7.45885429,0.07018438,0.05439616,2.13237075,0.40489339,0.04691244,5.37032177,0.77549258,1.90311474
-4.85942971,7.83498221,0.07245621,0.05649954,2.24316632,0.42737462,0.04846324,5.64559823,0.82161524,1.99274408
-4.85342671,8.17838348,0.07432069,0.05828631,2.34541215,0.44822208,0.04973395,5.89770632,0.86522434,2.07334079
-4.84742371,8.48280168,0.07573538,0.05971936,2.43730282,0.46707384,0.05069456,6.12211075,0.90574840,2.14331658
-4.84142071,8.74264032,0.07666723,0.06076891,2.51721232,0.48360037,0.05132183,6.31474216,0.94268973,2.20125663
-4.83541771,8.95314186,0.07709369,0.06141352,2.58374753,0.49751524,0.05160003,6.47212787,0.97564301,2.24596381
-4.82941471,9.11054317,0.07700343,0.06164074,2.63579492,0.50858458,0.05152133,6.59150587,1.00431120,2.27649671
-4.82341171,9.21220011,0.07639660,0.06144749,2.67255836,0.51663513,0.05108606,6.67091687,1.02851781,2.29219961
-4.81740870,9.25667550,0.07528481,0.06084022,2.69358602,0.52156020,0.05030254,6.70926996,1.04821478,2.29272324
-4.81140570,9.24378613,0.07369056,0.05983456,2.69878521,0.52332344,0.04918682,6.70637877,1.06348532,2.27803539
-4.80540270,9.17460661,0.07164648,0.05845483,2.68842411,0.52196015,0.04776201,6.66296621,1.07454140,2.24842081
-4.79939970,9.05142973,0.06919403,0.05673319,2.66312043,0.51757608,0.04605753,6.58063765,1.08171570,2.20447073
-4.79339670,8.87768530,0.06638211,0.05470850,2.62381729,0.51034369,0.04410805,6.46182362,1.08544839,2.14706241
-4.78739370,8.65782118,0.06326534,0.05242507,2.57174750,0.50049623,0.04195237,6.30969477,1.08626904,2.07732973
-4.78139070,8.39715203,0.05990227,0.04993121,2.50838784,0.48831966,0.03963222,6.12805304,1.08477456,1.99662636
-4.77538769,8.10168308,0.05635352,0.04727775,2.43540549,0.47414303,0.03719098,5.92120420,1.08160408,1.90648311
-4.76938469,7.77791663,0.05267999,0.04451652,2.35459904,0.45832759,0.03467248,5.69381745,1.07741205,1.80856137
-4.76338169,7.43265014,0.04894109,0.04169886,2.26783685,0.44125528,0.03211981,5.45077852,1.07284073,1.70460481
-4.75737869,7.07277461,0.04519322,0.03887435,2.17699548,0.42331704,0.02957434,5.19704265,1.06849366,1.59639109
-4.75137569,6.70508157,0.04148843,0.03608956,2.08390089,0.40490142,0.02707477,4.93749362,1.06491115,1.48568560
-4.74537269,6.33608626,0.03787333,0.03338709,1.99027488,0.38638406,0.02465645,4.67681449,1.06254939,1.37419891
-4.73936968,5.97187339,0.03438830,0.03080482,1.89768902,0.36811839,0.02235086,4.41937471,1.06176387,1.26354914
-4.73336668,5.61797041,0.03106698,0.02837532,1.80752748,0.35042786,0.02018524,4.16913741,1.06279825,1.15523044
-4.72736368,5.27925153,0.02793599,0.02612561,1.72096022,0.33360000,0.01818245,3.92958938,1.06577904,1.05058816
-4.72136068,4.95987403,0.02501503,0.02407701,1.63892689,0.31788232,0.01636100,3.70369484,1.07071637,0.95080101
-4.71535768,4.66324669,0.02231708,0.02224530,1.56213162,0.30348020,0.01473516,3.49387305,1.07751066,0.85687022
-4.70935468,4.39202856,0.01984888,0.02064097,1.49104805,0.29055656,0.01331527,3.30199840,1.08596486,0.76961521
-4.70335168,4.14815493,0.01761154,0.01926962,1.42593367,0.27923320,0.01210808,3.12942081,1.09580136,0.68967524
-4.69734867,3.93288620,0.01560126,0.01813249,1.36685195,0.26959351,0.01111715,2.97700317,1.10668272,0.61751616
-4.69134567,3.74687463,0.01381013,0.01722699,1.31370064,0.26168628,0.01034331,2.84517207,1.11823487,0.55344132
-4.68534267,3.59024344,0.01222697,0.01654731,1.26624421,0.25553023,0.00978506,2.73397778,1.13007152,0.49760546
-4.67933967,3.46267272,0.01083810,0.01608498,1.22414838,0.25111892,0.00943898,2.64315918,1.14181843,0.45003080
-4.67333667,3.36348671,0.00962817,0.01582940,1.18701497,0.24842572,0.00930012,2.57220959,1.15313623,0.41062403
-4.66733367,3.29173769,0.00858084,0.01576835,1.15441498,0.24740852,0.00936224,2.52043991,1.16374056,0.37919357
-4.66133067,3.24628240,0.00767941,0.01588840,1.12591860,0.24801384,0.00961806,2.48703582,1.17341853,0.35546617
-4.65532766,3.22584785,0.00690737,0.01617526,1.10112059,0.25018035,0.01005944,2.47110674,1.18204087,0.33910234
-4.64932466,3.22908441,0.00624882,0.01661407,1.07966041,0.25384144,0.01067741,2.47172492,1.18956916,0.32971014
-4.64332166,3.25460533,0.00568883,0.01718961,1.06123637,0.25892699,0.01146226,2.48795383,1.19605813,0.32685713
