energy_ev,total_up,total_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Si_p_up,Si_p_down,Si_d_up,Si_d_down
-6.00000000,0.39700038,-0.44230810,0.10056337,-0.11268792,0.06834310,-0.05625059,0.00216637,-0.00108388,0.08616837,-0.10674881,0.13017377,-0.14120270,0.00000000,-0.00000000
-5.99399700,0.42003434,-0.43053865,0.10785515,-0.11297735,0.07233694,-0.05519164,0.00233775,-0.00104088,0.09063523,-0.10236690,0.13836797,-0.13958299,0.00000000,-0.00000000
-5.98799400,0.44237460,-0.42213854,0.11509862,-0.11409844,0.07621397,-0.05457395,0.00250878,-0.00100839,0.09492992,-0.09877548,0.14633690,-0.13906864,0.00000000,-0.00000000
-5.98199100,0.46364505,-0.41704227,0.12218697,-0.11601544,0.07991918,-0.05438443,0.00267769,-0.00098598,0.09896986,-0.09597327,0.15395644,-0.13961848,0.00000000,-0.00000000
-5.97598799,0.48350894,-0.41508233,0.12901863,-0.11866524,0.08340593,-0.05459687,0.00284281,-0.00097300,0.10268235,-0.09393488,0.16111301,-0.14115825,0.00000000,-0.00000000
-5.96998499,0.50168141,-0.41599629,0.13550110,-0.12195910,0.08663829,-0.05517292,0.00300270,-0.00096861,0.10600701,-0.09261235,0.16770797,-0.14358291,0.00000000,-0.00000000
-5.96398199,0.51794161,-0.41943690,0.14155492,-0.12578541,0.08959334,-0.05606333,0.00315622,-0.00097179,0.10889811,-0.09193755,0.17366183,-0.14676002,0.00000000,-0.00000000
-5.95797899,0.53214394,-0.42498470,0.14711760,-0.13001314,0.09226329,-0.05720968,0.00330263,-0.00098137,0.11132656,-0.09182506,0.17891837,-0.15053392,0.00000000,-0.00000000
-5.95197599,0.54422790,-0.43216279,0.15214735,-0.13449596,0.09465728,-0.05854626,0.00344170,-0.00099609,0.11328167,-0.09217552,0.18344831,-0.15473072,0.00000000,-0.00000000
-5.94597299,0.55422610,-0.44045333,0.15662651,-0.13907692,0.09680297,-0.06000221,0.00357374,-0.00101466,0.11477236,-0.09287941,0.18725235,-0.15916388,0.00000000,-0.00000000
