energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,0.47476669,0.08361144,0.00000000,0.19010349,0.00000000,0.25131253,0.11459740
-5.99399700,0.48022839,0.09006124,0.00000000,0.19452562,0.00000000,0.25640972,0.11240864
-5.98799400,0.49031878,0.09685821,0.00000000,0.20118977,0.00000000,0.26419314,0.11133049
-5.98199100,0.50457763,0.10390625,0.00000000,0.20992039,0.00000000,0.27433371,0.11128401
-5.97598799,0.52252335,0.11110367,0.00000000,0.22053090,0.00000000,0.28650232,0.11218151
-5.96998499,0.54366108,0.11834512,0.00000000,0.23282581,0.00000000,0.30037602,0.11392815
-5.96398199,0.56749071,0.12552373,0.00000000,0.24660286,0.00000000,0.31564390,0.11642356
-5.95797899,0.59351502,0.13253347,0.00000000,0.26165532,0.00000000,0.33201242,0.11956367
-5.95197599,0.62124767,0.13927154,0.00000000,0.27777445,0.00000000,0.34921036,0.12324250
-5.94597299,0.65022136,0.14564099,0.00000000,0.29475205,0.00000000,0.36699324,0.12735411
-5.93996998,0.67999570,0.15155317,0.00000000,0.31238335,0.00000000,0.38514715,0.13179458
-5.93396698,0.71016487,0.15693021,0.00000000,0.33046998,0.00000000,0.40349199,0.13646403
-5.92796398,0.74036493,0.16170730,0.00000000,0.34882305,0.00000000,0.42188388,0.14126858
-5.92196098,0.77028039,0.16583476,0.00000000,0.36726633,0.00000000,0.44021680,0.14612233
-5.91595798,0.79965001,0.16927978,0.00000000,0.38563932,0.00000000,0.45842320,0.15094916
-5.90995498,0.82827145,0.17202774,0.00000000,0.40380004,0.00000000,0.47647354,0.15568441
-5.90395198,0.85600449,0.17408310,0.00000000,0.42162757,0.00000000,0.49437465,0.16027629
-5.89794897,0.88277270,0.17546980,0.00000000,0.43902396,0.00000000,0.51216696,0.16468699
-5.89194597,0.90856316,0.17623102,0.00000000,0.45591553,0.00000000,0.52992030,0.16889345
-5.88594297,0.93342419,0.17642845,0.00000000,0.47225334,0.00000000,0.54772868,0.17288770
-5.87993997,0.95746093,0.17614087,0.00000000,0.48801276,0.00000000,0.56570381,0.17667668
-5.87393697,0.98082869,0.17546223,0.00000000,0.50319204,0.00000000,0.58396770,0.18028164
-5.86793397,1.00372424,0.17449911,0.00000000,0.51780998,0.00000000,0.60264450,0.18373690
-5.86193097,1.02637516,0.17336771,0.00000000,0.53190260,0.00000000,0.62185179,0.18708822
-5.85592796,1.04902753,0.17219039,0.00000000,0.54551900,0.00000000,0.64169176,0.19039058
-5.84992496,1.07193247,0.17109189,0.00000000,0.55871666,0.00000000,0.66224247,0.19370559
-5.84392196,1.09533184,0.17019530,0.00000000,0.57155620,0.00000000,0.68354980,0.19709857
-5.83791896,1.11944395,0.16961799,0.00000000,0.58409603,0.00000000,0.70562027,0.20063534
-5.83191596,1.14444968,0.16946748,0.00000000,0.59638720,0.00000000,0.72841521,0.20437899
-5.82591296,1.17047994,0.16983761,0.00000000,0.60846857,0.00000000,0.75184662,0.20838665
-5.81990995,1.19760490,0.17080504,0.00000000,0.62036283,0.00000000,0.77577504,0.21270649
-5.81390695,1.22582580,0.17242617,0.00000000,0.63207347,0.00000000,0.80000954,0.21737504
-5.80790395,1.25506980,0.17473483,0.00000000,0.64358306,0.00000000,0.82431008,0.22241507
-5.80190095,1.28518824,0.17774060,0.00000000,0.65485279,0.00000000,0.84839221,0.22783409
-5.79589795,1.31595863,0.18142810,0.00000000,0.66582363,0.00000000,0.87193399,0.23362353
-5.78989495,1.34709041,0.18575715,0.00000000,0.67641881,0.00000000,0.89458494,0.23975876
-5.78389195,1.37823423,0.19066386,0.00000000,0.68654766,0.00000000,0.91597677,0.24619990
-5.77788894,1.40899451,0.19606268,0.00000000,0.69611060,0.00000000,0.93573535,0.25289337
-5.77188594,1.43894468,0.20184931,0.00000000,0.70500494,0.00000000,0.95349357,0.25977418
-5.76588294,1.46764429,0.20790434,0.00000000,0.71313113,0.00000000,0.96890437,0.26676873
-5.75987994,1.49465721,0.21409754,0.00000000,0.72039909,0.00000000,0.98165351,0.27379810
-5.75387694,1.51956990,0.22029255,0.00000000,0.72673419,0.00000000,0.99147144,0.28078143
-5.74787394,1.54200868,0.22635179,0.00000000,0.73208242,0.00000000,0.99814362,0.28763943
-5.74187094,1.56165515,0.23214135,0.00000000,0.73641446,0.00000000,1.00151893,0.29429760
-5.73586793,1.57825880,0.23753562,0.00000000,0.73972818,0.00000000,1.00151574,0.30068907
-5.72986493,1.59164601,0.24242156,0.00000000,0.74204956,0.00000000,0.99812527,0.30675678
-5.72386193,1.60172505,0.24670219,0.00000000,0.74343170,0.00000000,0.99141213,0.31245505
-5.71785893,1.60848675,0.25029938,0.00000000,0.74395211,0.00000000,0.98151214,0.31775026
-5.71185593,1.61200080,0.25315569,0.00000000,0.74370825,0.00000000,0.96862742,0.32262066
-5.70585293,1.61240806,0.25523526,0.00000000,0.74281178,0.00000000,0.95301907,0.32705549
-5.69984992,1.60990943,0.25652376,0.00000000,0.74138176,0.00000000,0.93499797,0.33105330
-5.69384692,1.60475199,0.25702743,0.00000000,0.73953721,0.00000000,0.91491406,0.33461982
-5.68784392,1.59721359,0.25677138,0.00000000,0.73738979,0.00000000,0.89314485,0.33776546
-5.68184092,1.58758685,0.25579729,0.00000000,0.73503684,0.00000000,0.87008363,0.34050268
-5.67583792,1.57616389,0.25416062,0.00000000,0.73255564,0.00000000,0.84612816,0.34284365
-5.66983492,1.56322268,0.25192774,0.00000000,0.72999904,0.00000000,0.82167036,0.34479816
-5.66383192,1.54901632,0.24917294,0.00000000,0.72739309,0.00000000,0.79708744,0.34637225
-5.65782891,1.53376574,0.24597575,0.00000000,0.72473681,0.00000000,0.77273499,0.34756760
-5.65182591,1.51765654,0.24241852,0.00000000,0.72200425,0.00000000,0.74894222,0.34838184
-5.64582291,1.50084003,0.23858455,0.00000000,0.71914879,0.00000000,0.72600937,0.34880972
-5.63981991,1.48343845,0.23455675,0.00000000,0.71610937,0.00000000,0.70420727,0.34884525
-5.63381691,1.46555376,0.23041688,0.00000000,0.71281840,0.00000000,0.68377888,0.34848454
-5.62781391,1.44727929,0.22624523,0.00000000,0.70921073,0.00000000,0.66494224,0.34772917
-5.62181091,1.42871321,0.22212088,0.00000000,0.70523311,0.00000000,0.64789449,0.34658987
-5.61580790,1.40997248,0.21812202,0.00000000,0.70085335,0.00000000,0.63281634,0.34509017
-5.60980490,1.39120610,0.21432662,0.00000000,0.69606862,0.00000000,0.61987630,0.34326965
-5.60380190,1.37260621,0.21081283,0.00000000,0.69091209,0.00000000,0.60923417,0.34118653
-5.59779890,1.35441594,0.20765928,0.00000000,0.68545732,0.00000000,0.60104323,0.33891922
-5.59179590,1.33693296,0.20494486,0.00000000,0.67982010,0.00000000,0.59545059,0.33656672
-5.58579290,1.32050800,0.20274808,0.00000000,0.67415714,0.00000000,0.59259566,0.33424746
-5.57978989,1.30553812,0.20114571,0.00000000,0.66866185,0.00000000,0.59260635,0.33209682
-5.57378689,1.29245456,0.20021089,0.00000000,0.66355707,0.00000000,0.59559330,0.33026300
-5.56778389,1.28170590,0.20001057,0.00000000,0.65908516,0.00000000,0.60164234,0.32890171
-5.56178089,1.27373715,0.20060258,0.00000000,0.65549604,0.00000000,0.61080567,0.32816964
-5.55577789,1.26896606,0.20203225,0.00000000,0.65303366,0.00000000,0.62309236,0.32821719
-5.54977489,1.26775815,0.20432904,0.00000000,0.65192199,0.00000000,0.63845896,0.32918084
-5.54377189,1.27040207,0.20750320,0.00000000,0.65235116,0.00000000,0.65680105,0.33117557
-5.53776888,1.27708703,0.21154292,0.00000000,0.65446486,0.00000000,0.67794647,0.33428779
-5.53176588,1.28788392,0.21641205,0.00000000,0.65834977,0.00000000,0.70165125,0.33856941
-5.52576288,1.30273182,0.22204871,0.00000000,0.66402787,0.00000000,0.72759860,0.34403327
-5.51975988,1.32143099,0.22836504,0.00000000,0.67145219,0.00000000,0.75540180,0.35065044
-5.51375688,1.34364333,0.23524812,0.00000000,0.68050659,0.00000000,0.78461113,0.35834965
-5.50775388,1.36890084,0.24256218,0.00000000,0.69100960,0.00000000,0.81472494,0.36701900
-5.50175088,1.39662197,0.25015215,0.00000000,0.70272246,0.00000000,0.84520472,0.37650997
-5.49574787,1.42613548,0.25784836,0.00000000,0.71536095,0.00000000,0.87549364,0.38664364
-5.48974487,1.45671079,0.26547234,0.00000000,0.72861060,0.00000000,0.90503786,0.39721897
-5.48374187,1.48759336,0.27284338,0.00000000,0.74214442,0.00000000,0.93330970,0.40802259
-5.47773887,1.51804349,0.27978562,0.00000000,0.75564229,0.00000000,0.95983145,0.41883981
-5.47173587,1.54737629,0.28613525,0.00000000,0.76881097,0.00000000,0.98419869,0.42946616
-5.46573287,1.57500077,0.29174757,0.00000000,0.78140349,0.00000000,1.00610170,0.43971893
-5.45972986,1.60045570,0.29650341,0.00000000,0.79323698,0.00000000,1.02534377,0.44944798
-5.45372686,1.62344024,0.30031455,0.00000000,0.80420762,0.00000000,1.04185524,0.45854523
-5.44772386,1.64383734,0.30312796,0.00000000,0.81430197,0.00000000,1.05570224,0.46695229
-5.44172086,1.66172834,0.30492845,0.00000000,0.82360377,0.00000000,1.06708943,0.47466567
-5.43571786,1.67739772,0.30573958,0.00000000,0.83229577,0.00000000,1.07635628,0.48173922
-5.42971486,1.69132746,0.30562283,0.00000000,0.84065620,0.00000000,1.08396680,0.48828358
-5.42371186,1.70418079,0.30467486,0.00000000,0.84904999,0.00000000,1.09049297,0.49446257
-5.41770885,1.71677608,0.30302317,0.00000000,0.85791498,0.00000000,1.09659243,0.50048662
-5.41170585,1.73005188,0.30082018,0.00000000,0.86774377,0.00000000,1.10298141,0.50660350
-5.40570285,1.74502468,0.29823608,0.00000000,0.87906190,0.00000000,1.11040411,0.51308674
