energy_ev,total_up,Cd_p_up,Cd_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.44872436,0.76055344,0.12755421,0.06259871,0.44301260,0.00000000,0.00000013,0.05683221,0.01923849,0.52311679
-3.44272136,0.76572340,0.12548309,0.06402308,0.45366349,0.00000000,0.00000009,0.05895457,0.02035373,0.51956108
-3.43671836,0.76873642,0.12311771,0.06524803,0.46318396,0.00000000,0.00000006,0.06090447,0.02139938,0.51463391
-3.43071536,0.76949591,0.12047213,0.06625010,0.47140274,0.00000000,0.00000004,0.06263761,0.02235606,0.50839728
-3.42471236,0.76791048,0.11756328,0.06700673,0.47814699,0.00000000,0.00000003,0.06411244,0.02320522,0.50091059
-3.41870935,0.76389601,0.11440971,0.06749696,0.48324689,0.00000000,0.00000002,0.06529124,0.02392965,0.49222826
-3.41270635,0.75737919,0.11103061,0.06770220,0.48654138,0.00000000,0.00000001,0.06614118,0.02451408,0.48239881
-3.40670335,0.74830228,0.10744526,0.06760707,0.48788437,0.00000000,0.00000001,0.06663527,0.02494566,0.47146532
-3.40070035,0.73662870,0.10367270,0.06720014,0.48715136,0.00000000,0.00000001,0.06675329,0.02521446,0.45946715
-3.39469735,0.72234893,0.09973176,0.06647470,0.48424584,0.00000000,0.00000000,0.06648248,0.02531377,0.44644261
-3.38869435,0.70548633,0.09564123,0.06542931,0.47910528,0.00000000,0.00000000,0.06581806,0.02524042,0.43243234
-3.38269135,0.68610216,0.09142022,0.06406827,0.47170615,0.00000000,0.00000000,0.06476348,0.02499489,0.41748302
-3.37668834,0.66429961,0.08708854,0.06240182,0.46206777,0.00000000,0.00000000,0.06333038,0.02458128,0.40165108
-3.37068534,0.64022629,0.08266716,0.06044621,0.45025464,0.00000000,0.00000001,0.06153835,0.02400725,0.38500606
-3.36468234,0.61407501,0.07817857,0.05822342,0.43637720,0.00000000,0.00000001,0.05941427,0.02328371,0.36763339
-3.35867934,0.58608267,0.07364705,0.05576082,0.42059080,0.00000000,0.00000001,0.05699157,0.02242448,0.34963637
-3.35267634,0.55652732,0.06909877,0.05309048,0.40309307,0.00000000,0.00000002,0.05430914,0.02144585,0.33113717
-3.34667334,0.52572348,0.06456182,0.05024840,0.38411975,0.00000000,0.00000004,0.05141011,0.02036600,0.31227695
-3.34067034,0.49401601,0.06006602,0.04727355,0.36393919,0.00000000,0.00000006,0.04834053,0.01920446,0.29321487
-3.33466733,0.46177282,0.05564264,0.04420689,0.34284591,0.00000000,0.00000009,0.04514801,0.01798149,0.27412640
-3.32866433,0.42937693,0.05132393,0.04109024,0.32115350,0.00000000,0.00000013,0.04188030,0.01671745,0.25520083
-3.32266133,0.39721818,0.04714270,0.03796534,0.29918726,0.00000000,0.00000021,0.03858401,0.01543231,0.23663837
-3.31665833,0.36568511,0.04313179,0.03487275,0.27727685,0.00000000,0.00000031,0.03530339,0.01414504,0.21864694
-3.31065533,0.33515748,0.03932350,0.03185105,0.25574953,0.00000000,0.00000047,0.03207932,0.01287323,0.20143889
-3.30465233,0.30599955,0.03574913,0.02893607,0.23492390,0.00000000,0.00000070,0.02894841,0.01163267,0.18522785
-3.29864932,0.27855458,0.03243859,0.02616027,0.21510477,0.00000000,0.00000104,0.02594246,0.01043715,0.17022593
-3.29264632,0.25314061,0.02942002,0.02355233,0.19657889,0.00000000,0.00000153,0.02308798,0.00929820,0.15664115
-3.28664332,0.23004749,0.02671955,0.02113694,0.17961194,0.00000000,0.00000223,0.02040606,0.00822508,0.14467544
-3.28064032,0.20953522,0.02436121,0.01893466,0.16444648,0.00000000,0.00000324,0.01791239,0.00722475,0.13452292
-3.27463732,0.19183336,0.02236678,0.01696198,0.15130082,0.00000000,0.00000467,0.01561749,0.00630196,0.12636855
-3.26863432,0.17714131,0.02075583,0.01523152,0.14036876,0.00000000,0.00000668,0.01352709,0.00545942,0.12038692
-3.26263132,0.16562915,0.01954576,0.01375232,0.13181971,0.00000000,0.00000949,0.01164268,0.00469799,0.11674107
-3.25662831,0.15743870,0.01875180,0.01253010,0.12579918,0.00000000,0.00001338,0.00996213,0.00401694,0.11558117
-3.25062531,0.15268454,0.01838707,0.01156768,0.12242927,0.00000000,0.00001873,0.00848038,0.00341424,0.11704281
-3.24462231,0.15145473,0.01846253,0.01086532,0.12180886,0.00000000,0.00002604,0.00719018,0.00288682,0.12124481
-3.23861931,0.15381088,0.01898688,0.01042106,0.12401349,0.00000000,0.00003594,0.00608281,0.00243087,0.12828646
-3.23261631,0.15978749,0.01996642,0.01023101,0.12909452,0.00000000,0.00004924,0.00514884,0.00204210,0.13824401
-3.22661331,0.16939052,0.02140474,0.01028955,0.13707781,0.00000000,0.00006699,0.00437878,0.00171604,0.15116659
-3.22061031,0.18259515,0.02330248,0.01058959,0.14796160,0.00000000,0.00009047,0.00376375,0.00144820,0.16707149
-3.21460730,0.19934289,0.02565686,0.01112257,0.16171402,0.00000000,0.00012131,0.00329601,0.00123432,0.18593909
-3.20860430,0.21953834,0.02846137,0.01187860,0.17827008,0.00000000,0.00016149,0.00296949,0.00107055,0.20770770
-3.20260130,0.24304569,0.03170537,0.01284647,0.19752864,0.00000000,0.00021343,0.00278022,0.00095350,0.23226855
-3.19659830,0.26968567,0.03537377,0.01401360,0.21934952,0.00000000,0.00028006,0.00272664,0.00088041,0.25946133
-3.19059530,0.29923299,0.03944682,0.01536610,0.24355117,0.00000000,0.00036485,0.00280987,0.00084920,0.28907079
-3.18459230,0.33141498,0.04390012,0.01688876,0.26990918,0.00000000,0.00047190,0.00303391,0.00085845,0.32082467
-3.17858929,0.36591158,0.04870470,0.01856511,0.29815596,0.00000000,0.00060598,0.00340565,0.00090743,0.35439339
-3.17258629,0.40235724,0.05382745,0.02037754,0.32798203,0.00000000,0.00077256,0.00393495,0.00099604,0.38939189
-3.16658329,0.44034470,0.05923169,0.02230750,0.35903895,0.00000000,0.00097786,0.00463445,0.00112478,0.42538380
-3.16058029,0.47943104,0.06487804,0.02433573,0.39094409,0.00000000,0.00122883,0.00551937,0.00129461,0.46188804
-3.15457729,0.51914573,0.07072547,0.02644264,0.42328736,0.00000000,0.00153313,0.00660722,0.00150685,0.49838792
-3.14857429,0.55900077,0.07673250,0.02860863,0.45563965,0.00000000,0.00189905,0.00791729,0.00176307,0.53434257
-3.14257129,0.59850240,0.08285860,0.03081460,0.48756282,0.00000000,0.00233542,0.00947016,0.00206487,0.56920037
-3.13656828,0.63716405,0.08906553,0.03304239,0.51862096,0.00000000,0.00285144,0.01128693,0.00241379,0.60241398
-3.13056528,0.67452001,0.09531870,0.03527522,0.54839228,0.00000000,0.00345650,0.01338854,0.00281109,0.63345639
-3.12456228,0.71013903,0.10158840,0.03749816,0.57648137,0.00000000,0.00415989,0.01579476,0.00325754,0.66183734
-3.11855928,0.74363742,0.10785074,0.03969845,0.60253099,0.00000000,0.00497049,0.01852330,0.00375334,0.68711935
-3.11255628,0.77469068,0.11408836,0.04186584,0.62623297,0.00000000,0.00589645,0.02158875,0.00429785,0.70893272
-3.10655328,0.80304331,0.12029070,0.04399270,0.64733753,0.00000000,0.00694475,0.02500148,0.00488955,0.72698862
-3.10055028,0.82851602,0.12645395,0.04607406,0.66566066,0.00000000,0.00812080,0.02876668,0.00552586,0.74108978
-3.09454727,0.85101014,0.13258042,0.04810754,0.68108903,0.00000000,0.00942797,0.03288333,0.00620311,0.75113808
-3.08854427,0.87050887,0.13867761,0.05009307,0.69358214,0.00000000,0.01086717,0.03734336,0.00691648,0.75713877
-3.08254127,0.88707525,0.14475691,0.05203254,0.70317179,0.00000000,0.01243644,0.04213099,0.00766008,0.75920103
-3.07653827,0.90084724,0.15083189,0.05392935,0.70995863,0.00000000,0.01413057,0.04722222,0.00842697,0.75753475
-3.07053527,0.91202983,0.15691651,0.05578785,0.71410620,0.00000000,0.01594082,0.05258475,0.00920934,0.75244381
-3.06453227,0.92088503,0.16302326,0.05761278,0.71583272,0.00000000,0.01785473,0.05817804,0.00999871,0.74431606
-3.05852926,0.92772005,0.16916130,0.05940874,0.71540110,0.00000000,0.01985604,0.06395388,0.01078616,0.73361053
-3.05252626,0.93287451,0.17533491,0.06117964,0.71310775,0.00000000,0.02192477,0.06985722,0.01156261,0.72084239
-3.04652326,0.93670732,0.18154224,0.06292831,0.70927078,0.00000000,0.02403747,0.07582749,0.01231921,0.70656640
-3.04052026,0.93958386,0.18777453,0.06465622,0.70421824,0.00000000,0.02616759,0.08180014,0.01304762,0.69135950
-3.03451726,0.94186423,0.19401589,0.06636333,0.69827692,0.00000000,0.02828603,0.08770859,0.01374041,0.67580337
-3.02851426,0.94389296,0.20024366,0.06804809,0.69176224,0.00000000,0.03036189,0.09348641,0.01439137,0.66046743
-3.02251126,0.94599049,0.20642941,0.06970766,0.68496971,0.00000000,0.03236331,0.09906966,0.01499580,0.64589309
-3.01650825,0.94844686,0.21254044,0.07133821,0.67816810,0.00000000,0.03425845,0.10439928,0.01555078,0.63257954
-3.01050525,0.95151739,0.21854179,0.07293535,0.67159457,0.00000000,0.03601651,0.10942350,0.01605536,0.62097168
-3.00450225,0.95542039,0.22439863,0.07449469,0.66545165,0.00000000,0.03760887,0.11410008,0.01651059,0.61145021
-2.99849925,0.96033666,0.23007874,0.07601240,0.65990612,0.00000000,0.03901009,0.11839827,0.01691958,0.60432420
-2.99249625,0.96641029,0.23555519,0.07748569,0.65508933,0.00000000,0.04019901,0.12230040,0.01728736,0.59982602
-2.98649325,0.97375063,0.24080871,0.07891339,0.65109885,0.00000000,0.04115959,0.12580303,0.01762064,0.59810868
-2.98049025,0.98243466,0.24582979,0.08029624,0.64800096,0.00000000,0.04188167,0.12891757,0.01792757,0.59924544
-2.97448724,0.99250975,0.25062036,0.08163712,0.64583379,0.00000000,0.04236157,0.13167021,0.01821727,0.60323135
-2.96848424,1.00399610,0.25519475,0.08294113,0.64461055,0.00000000,0.04260235,0.13410139,0.01849941,0.60998676
-2.96248124,1.01688891,0.25958004,0.08421535,0.64432276,0.00000000,0.04261389,0.13626451,0.01878366,0.61936242
-2.95647824,1.03116001,0.26381569,0.08546856,0.64494321,0.00000000,0.04241267,0.13822419,0.01907918,0.63114601
-2.95047524,1.04675894,0.26795237,0.08671067,0.64642843,0.00000000,0.04202133,0.14005394,0.01939404,0.64506995
-2.94447224,1.06361348,0.27205018,0.08795204,0.64872083,0.00000000,0.04146789,0.14183347,0.01973475,0.66082016
-2.93846923,1.08163003,0.27617629,0.08920266,0.65175031,0.00000000,0.04078478,0.14364572,0.02010581,0.67804587
-2.93246623,1.10069373,0.28040216,0.09047136,0.65543556,0.00000000,0.04000773,0.14557364,0.02050931,0.69636991
-2.92646323,1.12066889,0.28480037,0.09176487,0.65968524,0.00000000,0.03917439,0.14769709,0.02094474,0.71539972
-2.92046023,1.14139975,0.28944150,0.09308708,0.66439910,0.00000000,0.03832297,0.15008967,0.02140880,0.73473851
-2.91445723,1.16271194,0.29439092,0.09443834,0.66946922,0.00000000,0.03749080,0.15281596,0.02189546,0.75399650
-2.90845423,1.18441472,0.29970588,0.09581488,0.67478159,0.00000000,0.03671287,0.15592903,0.02239604,0.77280200
-2.90245123,1.20630412,0.30543295,0.09720852,0.68021798,0.00000000,0.03602055,0.15946840,0.02289956,0.79081197
-2.89644822,1.22816695,0.31160592,0.09860652,0.68565833,0.00000000,0.03544036,0.16345864,0.02339307,0.80772167
-2.89044522,1.24978573,0.31824434,0.09999174,0.69098349,0.00000000,0.03499301,0.16790842,0.02386223,0.82327330
-2.88444222,1.27094405,0.32535265,0.10134294,0.69607820,0.00000000,0.03469260,0.17281034,0.02429181,0.83726302
-2.87843922,1.29143259,0.33291999,0.10263541,0.70083443,0.00000000,0.03454614,0.17814128,0.02466640,0.84954634
-2.87243622,1.31105504,0.34092063,0.10384171,0.70515456,0.00000000,0.03455330,0.18386341,0.02497102,0.86004137
-2.86643322,1.32963407,0.34931512,0.10493265,0.70895451,0.00000000,0.03470654,0.18992575,0.02519183,0.86873002
-2.86043022,1.34701674,0.35805190,0.10587836,0.71216641,0.00000000,0.03499144,0.19626621,0.02531671,0.87565677
-2.85442721,1.36307924,0.36706946,0.10664939,0.71474077,0.00000000,0.03538735,0.20281417,0.02533579,0.88092527
-2.84842421,1.37773081,0.37629890,0.10721794,0.71664786,0.00000000,0.03586824,0.20949326,0.02524199,0.88469265
-2.84242121,1.39091649,0.38566679,0.10755900,0.71787835,0.00000000,0.03640383,0.21622452,0.02503128,0.88716190
-2.83641821,1.40261890,0.39509825,0.10765143,0.71844300,0.00000000,0.03696078,0.22292964,0.02470298,0.88857252
-2.83041521,1.41285876,0.40452018,0.10747898,0.71837144,0.00000000,0.03750408,0.22953436,0.02425981,0.88918977
-2.82441221,1.42169445,0.41386444,0.10703114,0.71771021,0.00000000,0.03799838,0.23597170,0.02370789,0.88929311
-2.81840920,1.42922049,0.42307101,0.10630386,0.71651993,0.00000000,0.03840944,0.24218519,0.02305661,0.88916412
-2.81240620,1.43556528,0.43209100,0.10530002,0.71487209,0.00000000,0.03870538,0.24813186,0.02231833,0.88907451
-2.80640320,1.44088821,0.44088934,0.10402985,0.71284521,0.00000000,0.03885789,0.25378487,0.02150805,0.88927465
-2.80040020,1.44537617,0.44944730,0.10251098,0.71052107,0.00000000,0.03884325,0.25913584,0.02064299,0.88998311
-2.79439720,1.44923995,0.45776442,0.10076843,0.70798074,0.00000000,0.03864316,0.26419669,0.01974210,0.89137755
-2.78839420,1.45271036,0.46586017,0.09883434,0.70530096,0.00000000,0.03824528,0.26900104,0.01882559,0.89358742
-2.78239120,1.45603440,0.47377500,0.09674755,0.70255087,0.00000000,0.03764363,0.27360497,0.01791436,0.89668863
-2.77638819,1.45947157,0.48157089,0.09455303,0.69978932,0.00000000,0.03683861,0.27808725,0.01702956,0.90070031
-2.77038519,1.46329026,0.48933125,0.09230109,0.69706278,0.00000000,0.03583687,0.28254892,0.01619208,0.90558395
-2.76438219,1.46776439,0.49716030,0.09004659,0.69440402,0.00000000,0.03465089,0.28711225,0.01542215,0.91124471
-2.75837919,1.47317018,0.50518171,0.08784795,0.69183154,0.00000000,0.03329844,0.29191895,0.01473898,0.91753485
-2.75237619,1.47978302,0.51353669,0.08576605,0.68934976,0.00000000,0.03180176,0.29712786,0.01416042,0.92425920
-2.74637319,1.48787443,0.52238137,0.08386320,0.68694982,0.00000000,0.03018674,0.30291184,0.01370274,0.93118226
-2.74037019,1.49770885,0.53188363,0.08220189,0.68461108,0.00000000,0.02848189,0.30945415,0.01338043,0.93803680
-2.73436718,1.50954033,0.54221931,0.08084363,0.68230303,0.00000000,0.02671742,0.31694420,0.01320608,0.94453346
-2.72836418,1.52360880,0.55356776,0.07984771,0.67998759,0.00000000,0.02492420,0.32557273,0.01319030,0.95037107
-2.72236118,1.54013593,0.56610704,0.07926998,0.67762158,0.00000000,0.02313283,0.33552652,0.01334169,0.95524721
-2.71635818,1.55932038,0.58000846,0.07916160,0.67515929,0.00000000,0.02137279,0.34698275,0.01366676,0.95886875
-2.71035518,1.58133241,0.59543086,0.07956786,0.67255489,0.00000000,0.01967163,0.36010295,0.01417005,0.96096178
-2.70435218,1.60630776,0.61251449,0.08052696,0.66976468,0.00000000,0.01805440,0.37502687,0.01485403,0.96128074
-2.69834917,1.63434087,0.63137469,0.08206887,0.66674892,0.00000000,0.01654309,0.39186621,0.01571917,0.95961640
-2.69234617,1.66547748,0.65209551,0.08421427,0.66347330,0.00000000,0.01515630,0.41069852,0.01676394,0.95580230
-2.68634317,1.69970684,0.67472341,0.08697352,0.65990990,0.00000000,0.01390897,0.43156137,0.01798476,0.94971959
-2.68034017,1.73695371,0.69926122,0.09034573,0.65603755,0.00000000,0.01281232,0.45444704,0.01937606,0.94130010
-2.67433717,1.77707067,0.72566260,0.09431808,0.65184183,0.00000000,0.01187381,0.47929792,0.02093014,0.93052741
-2.66833417,1.81983096,0.75382726,0.09886513,0.64731446,0.00000000,0.01109729,0.50600293,0.02263723,0.91743624
-2.66233117,1.86492261,0.78359720,0.10394854,0.64245246,0.00000000,0.01048315,0.53439511,0.02448538,0.90210996
-2.65632816,1.91194418,0.81475428,0.10951694,0.63725688,0.00000000,0.01002860,0.56425068,0.02646047,0.88467650
-2.65032516,1.96040300,0.84701935,0.11550609,0.63173153,0.00000000,0.00972794,0.59528975,0.02854621,0.86530302
-2.64432216,2.00971610,0.88005322,0.12183948,0.62588163,0.00000000,0.00957295,0.62717887,0.03072416,0.84418937
-2.63831916,2.05921467,0.91345978,0.12842921,0.61971258,0.00000000,0.00955319,0.65953552,0.03297384,0.82156093
-2.63231616,2.10815217,0.94679119,0.13517735,0.61322910,0.00000000,0.00965640,0.69193454,0.03527286,0.79766105
-2.62631316,2.15571650,0.97955554,0.14197758,0.60643463,0.00000000,0.00986889,0.72391653,0.03759716,0.77274353
-2.62031016,2.20104607,1.01122655,0.14871734,0.59933125,0.00000000,0.01017587,0.75499803,0.03992131,0.74706544
-2.61430715,2.24324970,1.04125555,0.15528029,0.59192014,0.00000000,0.01056186,0.78468327,0.04221889,0.72088072
-2.60830415,2.28142978,1.06908513,0.16154896,0.58420247,0.00000000,0.01101103,0.81247700,0.04446293,0.69443468
-2.60230115,2.31470806,1.09416427,0.16740777,0.57618076,0.00000000,0.01150752,0.83789825,0.04662645,0.66795983
-2.59629815,2.34225314,1.11596432,0.17274608,0.56786063,0.00000000,0.01203578,0.86049420,0.04868304,0.64167289
-2.59029515,2.36330840,1.13399528,0.17746119,0.55925272,0.00000000,0.01258086,0.87985379,0.05060741,0.61577338
-2.58429215,2.37721932,1.14782162,0.18146131,0.55037471,0.00000000,0.01312865,0.89562041,0.05237603,0.59044340
-2.57828914,2.38345873,1.15707706,0.18466824,0.54125318,0.00000000,0.01366615,0.90750306,0.05396769,0.56584875
-2.57228614,2.38164871,1.16147750,0.18701962,0.53192525,0.00000000,0.01418163,0.91528555,0.05536402,0.54214106
-2.56628314,2.37157803,1.16083147,0.18847084,0.52243961,0.00000000,0.01466479,0.91883317,0.05654993,0.51946065
-2.56028014,2.35321393,1.15504765,0.18899617,0.51285707,0.00000000,0.01510686,0.91809653,0.05751390,0.49793994
-2.55427714,2.32670773,1.14413893,0.18858945,0.50325030,0.00000000,0.01550062,0.91311238,0.05824826,0.47770690
-2.54827414,2.29239356,1.12822283,0.18726400,0.49370286,0.00000000,0.01584046,0.90400134,0.05874920,0.45888837
-2.54227114,2.25078036,1.10751821,0.18505182,0.48430738,0.00000000,0.01612226,0.89096263,0.05901671,0.44161286
-2.53626813,2.20253721,1.08233839,0.18200229,0.47516314,0.00000000,0.01634336,0.87426604,0.05905438,0.42601255
-2.53026513,2.14847279,1.05308101,0.17818015,0.46637294,0.00000000,0.01650236,0.85424167,0.05886902,0.41222430
-2.52426213,2.08950974,1.02021507,0.17366309,0.45803966,0.00000000,0.01659905,0.83126781,0.05847029,0.40038948
-2.51825913,2.02665528,0.98426587,0.16853896,0.45026245,0.00000000,0.01663412,0.80575761,0.05787010,0.39065263
-2.51225613,1.96096939,0.94579846,0.16290276,0.44313302,0.00000000,0.01660908,0.77814532,0.05708209,0.38315887
-2.50625313,1.89353203,0.90540045,0.15685355,0.43673209,0.00000000,0.01652598,0.74887260,0.05612104,0.37805017
-2.50025013,1.82541092,0.86366497,0.15049141,0.43112621,0.00000000,0.01638728,0.71837556,0.05500229,0.37546076
-2.49424712,1.75763126,0.82117441,0.14391460,0.42636526,0.00000000,0.01619569,0.68707324,0.05374130,0.37551172
-2.48824412,1.69114863,0.77848577,0.13721703,0.42248056,0.00000000,0.01595404,0.65535769,0.05235313,0.37830523
-2.48224112,1.62682602,0.73611800,0.13048613,0.41948398,0.00000000,0.01566516,0.62358632,0.05085219,0.38391860
-2.47623812,1.56541590,0.69454176,0.12380113,0.41736772,0.00000000,0.01533187,0.59207631,0.04925198,0.39239859
-2.47023512,1.50754741,0.65417188,0.11723189,0.41610506,0.00000000,0.01495691,0.56110148,0.04756498,0.40375625
-2.46423212,1.45371913,0.61536246,0.11083817,0.41565183,0.00000000,0.01454298,0.53089122,0.04580270,0.41796259
-2.45822911,1.40429704,0.57840470,0.10466936,0.41594856,0.00000000,0.01409277,0.50163141,0.04397568,0.43494536
-2.45222611,1.35951722,0.54352704,0.09876468,0.41692307,0.00000000,0.01360899,0.47346701,0.04209376,0.45458716
-2.44622311,1.31949282,0.51089738,0.09315366,0.41849350,0.00000000,0.01309444,0.44650586,0.04016620,0.47672501
-2.44022011,1.28422428,0.48062705,0.08785694,0.42057139,0.00000000,0.01255212,0.42082331,0.03820201,0.50115146
-2.43421711,1.25361212,0.45277588,0.08288720,0.42306477,0.00000000,0.01198522,0.39646731,0.03621012,0.52761724
-2.42821411,1.22747134,0.42735817,0.07825029,0.42588105,0.00000000,0.01139723,0.37346349,0.03419962,0.55583527
-2.42221111,1.20554650,0.40434896,0.07394627,0.42892965,0.00000000,0.01079191,0.35182002,0.03217996,0.58548611
-2.41620810,1.18752694,0.38369033,0.06997052,0.43212407,0.00000000,0.01017336,0.33153187,0.03016101,0.61622427
-2.41020510,1.17306125,0.36529741,0.06631469,0.43538361,0.00000000,0.00954593,0.31258444,0.02815317,0.64768548
-2.40420210,1.16177069,0.34906390,0.06296757,0.43863447,0.00000000,0.00891421,0.29495636,0.02616728,0.67949431
-2.39819910,1.15326114,0.33486698,0.05991582,0.44181039,0.00000000,0.00828299,0.27862158,0.02421462,0.71127199
-2.39219610,1.14713350,0.32257154,0.05714454,0.44485285,0.00000000,0.00765712,0.26355074,0.02230671,0.74264410
-2.38619310,1.14299244,0.31203383,0.05463772,0.44771081,0.00000000,0.00704149,0.24971199,0.02045516,0.77324771
-2.38019010,1.14045359,0.30310453,0.05237865,0.45034028,0.00000000,0.00644086,0.23707145,0.01867145,0.80273793
-2.37418709,1.13914952,0.29563141,0.05035011,0.45270360,0.00000000,0.00585983,0.22559354,0.01696677,0.83079347
-2.36818409,1.13873458,0.28946176,0.04853467,0.45476876,0.00000000,0.00530274,0.21524118,0.01535179,0.85712122
-2.36218109,1.13888897,0.28444460,0.04691489,0.45650876,0.00000000,0.00477363,0.20597633,0.01383648,0.88145972
-2.35617809,1.13932243,0.28043303,0.04547358,0.45790107,0.00000000,0.00427616,0.19776067,0.01243000,0.90358158
-2.35017509,1.13977759,0.27728650,0.04419404,0.45892746,0.00000000,0.00381365,0.19055679,0.01114061,0.92329492
-2.34417209,1.14003342,0.27487335,0.04306045,0.45957402,0.00000000,0.00338908,0.18432971,0.00997564,0.94044386
-2.33816908,1.13990872,0.27307345,0.04205825,0.45983162,0.00000000,0.00300516,0.17904880,0.00894147,0.95490836
-2.33216608,1.13926582,0.27178098,0.04117459,0.45969669,0.00000000,0.00266441,0.17469009,0.00804360,0.96660353
-2.32616308,1.13801440,0.27090723,0.04039886,0.45917229,0.00000000,0.00236929,0.17123864,0.00728676,0.97547851
-2.32016008,1.13611533,0.27038340,0.03972323,0.45826945,0.00000000,0.00212232,0.16869113,0.00667500,0.98151516
-2.31415708,1.13358432,0.27016313,0.03914318,0.45700869,0.00000000,0.00192629,0.16705825,0.00621182,0.98472675
-2.30815408,1.13049515,0.27022473,0.03865802,0.45542162,0.00000000,0.00178440,0.16636684,0.00590028,0.98515648
-2.30215108,1.12698219,0.27057294,0.03827136,0.45355237,0.00000000,0.00170051,0.16666162,0.00574312,0.98287621
-2.29614807,1.12324195,0.27124008,0.03799148,0.45145892,0.00000000,0.00167929,0.16800633,0.00574286,0.97798512
-2.29014507,1.11953332,0.27228644,0.03783158,0.44921403,0.00000000,0.00172644,0.17048420,0.00590179,0.97060838
-2.28414207,1.11617633,0.27379994,0.03780990,0.44690576,0.00000000,0.00184884,0.17419767,0.00622202,0.96089574
-2.27813907,1.11354913,0.27589493,0.03794966,0.44463736,0.00000000,0.00205474,0.17926727,0.00670542,0.94901994
-2.27213607,1.11208324,0.27871015,0.03827887,0.44252662,0.00000000,0.00235384,0.18582981,0.00735352,0.93517486
-2.26613307,1.11225691,0.28240590,0.03882993,0.44070449,0.00000000,0.00275736,0.19403567,0.00816742,0.91957335
-2.26013007,1.11458670,0.28716053,0.03963902,0.43931306,0.00000000,0.00327803,0.20404556,0.00914760,0.90244461
-2.25412706,1.11961741,0.29316624,0.04074543,0.43850295,0.00000000,0.00393006,0.21602662,0.01029378,0.88403124
-2.24812406,1.12791063,0.30062453,0.04219061,0.43843006,0.00000000,0.00472894,0.23014810,0.01160472,0.86458585
-2.24212106,1.14003216,0.30974114,0.04401716,0.43925200,0.00000000,0.00569125,0.24657674,0.01307810,0.84436736
-2.23611806,1.15653863,0.32072093,0.04626774,0.44112408,0.00000000,0.00683427,0.26547195,0.01471034,0.82363701
-2.23011506,1.17796368,0.33376261,0.04898380,0.44419521,0.00000000,0.00817557,0.28698099,0.01649650,0.80265435
-2.22411206,1.20480417,0.34905355,0.05220437,0.44860375,0.00000000,0.00973248,0.31123418,0.01843029,0.78167310
-2.21810905,1.23750652,0.36676480,0.05596474,0.45447345,0.00000000,0.01152142,0.33834033,0.02050401,0.76093724
-2.21210605,1.27645375,0.38704624,0.06029519,0.46190969,0.00000000,0.01355722,0.36838245,0.02270863,0.74067731
-2.20610305,1.32195329,0.41002212,0.06521975,0.47099598,0.00000000,0.01585231,0.40141368,0.02503395,0.72110705
-2.20010005,1.37422587,0.43578689,0.07075504,0.48179094,0.00000000,0.01841590,0.43745373,0.02746873,0.70242044
-2.19409705,1.43339562,0.46440127,0.07690914,0.49432576,0.00000000,0.02125313,0.47648556,0.03000093,0.68478932
-2.18809405,1.49948138,0.49588880,0.08368060,0.50860208,0.00000000,0.02436423,0.51845250,0.03261788,0.66836131
-2.18209105,1.57238945,0.53023254,0.09105766,0.52459040,0.00000000,0.02774377,0.56325575,0.03530658,0.65325830
-2.17608804,1.65190780,0.56737216,0.09901748,0.54222896,0.00000000,0.03137994,0.61075227,0.03805389,0.63957538
-2.17008504,1.73770164,0.60720135,0.10752564,0.56142303,0.00000000,0.03525406,0.66075301,0.04084664,0.62738004
-2.16408204,1.82931067,0.64956551,0.11653587,0.58204464,0.00000000,0.03934017,0.71302163,0.04367186,0.61671180
-2.15807904,1.92614794,0.69425993,0.12598990,0.60393273,0.00000000,0.04360491,0.76727365,0.04651671,0.60758209
-2.15207604,2.02750059,0.74102840,0.13581762,0.62689367,0.00000000,0.04800761,0.82317619,0.04936853,0.59997442
-2.14607304,2.13253259,0.78956252,0.14593749,0.65070227,0.00000000,0.05250064,0.88034836,0.05221469,0.59384483
-2.14007004,2.24028982,0.83950174,0.15625722,0.67510334,0.00000000,0.05703009,0.93836243,0.05504245,0.58912266
-2.13406703,2.34970776,0.89043446,0.16667474,0.69981380,0.00000000,0.06153667,0.99674604,0.05783869,0.58571167
-2.12806403,2.45962203,0.94190019,0.17707943,0.72452552,0.00000000,0.06595691,1.05498538,0.06058969,0.58349165
-2.12206103,2.56878202,0.99339320,0.18735375,0.74890902,0.00000000,0.07022458,1.11252981,0.06328083,0.58232052
-2.11605803,2.67586794,1.04436755,0.19737504,0.77261801,0.00000000,0.07427232,1.16879772,0.06589640,0.58203700
-2.11005503,2.77951123,1.09424388,0.20701771,0.79529501,0.00000000,0.07803342,1.22318401,0.06841944,0.58246402
-2.10405203,2.87831838,1.14241783,0.21615553,0.81657798,0.00000000,0.08144367,1.27506904,0.07083162,0.58341276
-2.09804902,2.97089782,1.18827024,0.22466431,0.83610793,0.00000000,0.08444318,1.32382908,0.07311339,0.58468741
-2.09204602,3.05588968,1.23117884,0.23242451,0.85353749,0.00000000,0.08697825,1.36884817,0.07524413,0.58609055
-2.08604302,3.13199749,1.27053138,0.23932412,0.86854022,0.00000000,0.08900296,1.40953109,0.07720252,0.58742905
