energy_ev,total_up,N_s_up,N_p_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-5.79589795,1.14832146,0.00267085,0.34406524,1.18212457,0.19951761,0.41412566,0.00000000
-5.78989495,1.14573591,0.00258676,0.35216401,1.20965823,0.19735739,0.40480407,0.00000000
-5.78389195,1.15427817,0.00254582,0.36458748,1.25080484,0.19720099,0.39830680,0.00000000
-5.77788894,1.17384009,0.00254478,0.38113747,1.30505138,0.19905981,0.39471975,0.00000000
-5.77188594,1.20414968,0.00257991,0.40155156,1.37167080,0.20291974,0.39408347,0.00000000
-5.76588294,1.24476442,0.00264710,0.42550338,1.44972118,0.20873922,0.39638978,0.00000000
-5.75987994,1.29506670,0.00274192,0.45260383,1.53804836,0.21644731,0.40157906,0.00000000
-5.75387694,1.35426252,0.00285970,0.48240351,1.63529311,0.22594231,0.40953878,0.00000000
-5.74787394,1.42138426,0.00299563,0.51439656,1.73990368,0.23709084,0.42010310,0.00000000
-5.74187094,1.49529820,0.00314479,0.54802643,1.85015441,0.24972773,0.43305409,0.00000000
-5.73586793,1.57471727,0.00330229,0.58269332,1.96417073,0.26365674,0.44812436,0.00000000
-5.72986493,1.65821934,0.00346328,0.61776370,2.07996067,0.27865229,0.46500130,0.00000000
-5.72386193,1.74427095,0.00362308,0.65258162,2.19545238,0.29446224,0.48333287,0.00000000
-5.71785893,1.83125621,0.00377723,0.68648162,2.30853706,0.31081178,0.50273478,0.00000000
-5.71185593,1.91751021,0.00392158,0.71880307,2.41711609,0.32740826,0.52279895,0.00000000
-5.70585293,2.00135616,0.00405236,0.74890534,2.51915093,0.34394706,0.54310302,0.00000000
-5.69984992,2.08114499,0.00416624,0.77618335,2.61271414,0.36011823,0.56322060,0.00000000
-5.69384692,2.15529637,0.00426042,0.80008301,2.69603959,0.37561372,0.58273200,0.00000000
-5.68784392,2.22233945,0.00433263,0.82011583,2.76756994,0.39013511,0.60123511,0.00000000
-5.68184092,2.28095210,0.00438124,0.83587213,2.82599942,0.40340134,0.61835605,0.00000000
-5.67583792,2.32999701,0.00440525,0.84703226,2.87031019,0.41515645,0.63375926,0.00000000
-5.66983492,2.36855340,0.00440432,0.85337550,2.89980061,0.42517677,0.64715682,0.00000000
-5.66383192,2.39594294,0.00437877,0.85478587,2.91410426,0.43327750,0.65831649,0.00000000
-5.65782891,2.41174910,0.00432959,0.85125497,2.91319883,0.43931828,0.66706840,0.00000000
-5.65182591,2.41582884,0.00425840,0.84288146,2.89740450,0.44320752,0.67331007,0.00000000
-5.64582291,2.40831651,0.00416744,0.82986720,2.86737180,0.44490543,0.67700963,0.00000000
-5.63981991,2.38961951,0.00405951,0.81251033,2.82405960,0.44442540,0.67820705,0.00000000
-5.63381691,2.36040615,0.00393791,0.79119544,2.76870410,0.44183389,0.67701354,0.00000000
-5.62781391,2.32158595,0.00380642,0.76638137,2.70278019,0.43724858,0.67360884,0.00000000
-5.62181091,2.27428347,0.00366918,0.73858709,2.62795695,0.43083509,0.66823674,0.00000000
-5.61580790,2.21980644,0.00353066,0.70837627,2.54604899,0.42280215,0.66119886,0.00000000
-5.60980490,2.15960962,0.00339559,0.67634129,2.45896584,0.41339561,0.65284685,0.00000000
-5.60380190,2.09525569,0.00326883,0.64308713,2.36866128,0.40289139,0.64357333,0.00000000
-5.59779890,2.02837467,0.00315538,0.60921609,2.27708449,0.39158767,0.63380183,0.00000000
-5.59179590,1.96062326,0.00306019,0.57531357,2.18613493,0.37979670,0.62397596,0.00000000
-5.58579290,1.89364545,0.00298821,0.54193570,2.09762219,0.36783646,0.61454825,0.00000000
-5.57978989,1.82903570,0.00294417,0.50959904,2.01323204,0.35602241,0.60596879,0.00000000
-5.57378689,1.76830565,0.00293263,0.47877262,1.93449946,0.34465980,0.59867415,0.00000000
-5.56778389,1.71285515,0.00295778,0.44987256,1.86278880,0.33403661,0.59307678,0.00000000
-5.56178089,1.66394821,0.00302342,0.42325917,1.79928129,0.32441739,0.58955500,0.00000000
-5.55577789,1.62269406,0.00313288,0.39923641,1.74496926,0.31603813,0.58844403,0.00000000
-5.54977489,1.59003345,0.00328886,0.37805353,1.70065647,0.30910233,0.59002806,0.00000000
-5.54377189,1.56672987,0.00349344,0.35990848,1.66696361,0.30377809,0.59453341,0.00000000
-5.53776888,1.55336534,0.00374793,0.34495272,1.64433779,0.30019649,0.60212318,0.00000000
-5.53176588,1.55034024,0.00405279,0.33329685,1.63306476,0.29845097,0.61289302,0.00000000
-5.52576288,1.55787644,0.00440763,0.32501682,1.63328275,0.29859761,0.62686847,0.00000000
-5.51975988,1.57602308,0.00481110,0.32015985,1.64499665,0.30065633,0.64400358,0.00000000
-5.51375688,1.60466429,0.00526086,0.31874998,1.66809139,0.30461263,0.66418094,0.00000000
-5.50775388,1.64352819,0.00575361,0.32079253,1.70234387,0.31041987,0.68721312,0.00000000
-5.50175088,1.69219647,0.00628504,0.32627733,1.74743248,0.31800187,0.71284542,0.00000000
-5.49574787,1.75011431,0.00684992,0.33518040,1.80294392,0.32725556,0.74075999,0.00000000
-5.48974487,1.81660006,0.00744215,0.34746391,1.86837707,0.33805381,0.77058117,0.00000000
-5.48374187,1.89085462,0.00805484,0.36307445,1.94314397,0.35024802,0.80188206,0.00000000
-5.47773887,1.97197039,0.00868044,0.38193969,2.02656810,0.36367069,0.83419222,0.00000000
-5.47173587,2.05893989,0.00931090,0.40396359,2.11788059,0.37813768,0.86700633,0.00000000
-5.46573287,2.15066420,0.00993782,0.42902053,2.21621487,0.39345036,0.89979372,0.00000000
-5.45972986,2.24596148,0.01055262,0.45694880,2.32060072,0.40939752,0.93200857,0.00000000
-5.45372686,2.34357599,0.01114676,0.48754385,2.42995862,0.42575722,0.96310054,0.00000000
-5.44772386,2.44218779,0.01171191,0.52055188,2.54309540,0.44229848,0.99252567,0.00000000
-5.44172086,2.54042383,0.01224016,0.55566447,2.65870221,0.45878317,1.01975715,0.00000000
-5.43571786,2.63687048,0.01272416,0.59251461,2.77535597,0.47496784,1.04429586,0.00000000
-5.42971486,2.73008805,0.01315730,0.63067480,2.89152504,0.49060590,1.06568027,0.00000000
-5.42371186,2.81862743,0.01353382,0.66965765,3.00557997,0.50545005,1.08349553,0.00000000
-5.41770885,2.90104905,0.01384898,0.70891934,3.11580995,0.51925508,1.09738150,0.00000000
-5.41170585,2.97594413,0.01409904,0.74786606,3.22044520,0.53178105,1.10703948,0.00000000
-5.40570285,3.04195810,0.01428138,0.78586368,3.31768537,0.54279689,1.11223766,0.00000000
-5.39969985,3.09781584,0.01439450,0.82225028,3.40573358,0.55208442,1.11281490,0.00000000
-5.39369685,3.14234829,0.01443799,0.85635149,3.48283537,0.55944262,1.10868317,0.00000000
-5.38769385,3.17451968,0.01441251,0.88749797,3.54732154,0.56469215,1.09982836,0.00000000
-5.38169085,3.19345463,0.01431973,0.91504447,3.59765349,0.56767997,1.08630966,0.00000000
-5.37568784,3.19846417,0.01416227,0.93838975,3.63246928,0.56828382,1.06825758,0.00000000
-5.36968484,3.18906951,0.01394361,0.95699641,3.65062851,0.56641647,1.04587071,0.00000000
-5.36368184,3.16502263,0.01366802,0.97040978,3.65125412,0.56202947,1.01941144,0.00000000
-5.35767884,3.12632245,0.01334047,0.97827496,3.63376881,0.55511621,0.98920064,0.00000000
-5.35167584,3.07322576,0.01296651,0.98035119,3.59792437,0.54571413,0.95561164,0.00000000
-5.34567284,3.00625194,0.01255224,0.97652271,3.54382209,0.53390588,0.91906345,0.00000000
-5.33966983,2.92618084,0.01210420,0.96680570,3.47192291,0.51981928,0.88001364,0.00000000
-5.33366683,2.83404352,0.01162929,0.95135074,3.38304642,0.50362609,0.83895060,0.00000000
-5.32766383,2.73110574,0.01113470,0.93044066,3.27835825,0.48553942,0.79638576,0.00000000
-5.32166083,2.61884433,0.01062786,0.90448387,3.15934607,0.46580989,0.75284545,0.00000000
-5.31565783,2.49891718,0.01011634,0.87400340,3.02778489,0.44472063,0.70886285,0.00000000
-5.30965483,2.37312750,0.00960776,0.83962199,2.88569276,0.42258121,0.66496981,0.00000000
-5.30365183,2.24338363,0.00910976,0.80204407,2.73527878,0.39972069,0.62168895,0.00000000
-5.29764882,2.11165549,0.00862989,0.76203527,2.57888524,0.37648009,0.57952584,0.00000000
-5.29164582,1.97992939,0.00817552,0.72040022,2.41892636,0.35320439,0.53896155,0.00000000
-5.28564282,1.85016236,0.00775376,0.67795973,2.25782580,0.33023451,0.50044567,0.00000000
-5.27963982,1.72423776,0.00737139,0.63552810,2.09795553,0.30789931,0.46438973,0.00000000
-5.27363682,1.60392339,0.00703474,0.59389130,1.94157814,0.28650813,0.43116133,0.00000000
-5.26763382,1.49083339,0.00674962,0.55378692,1.79079454,0.26634386,0.40107896,0.00000000
-5.26163082,1.38639499,0.00652126,0.51588635,1.64749871,0.24765685,0.37440756,0.00000000
-5.25562781,1.29182086,0.00635422,0.48077971,1.51334070,0.23065984,0.35135507,0.00000000
-5.24962481,1.20808772,0.00625237,0.44896383,1.38969853,0.21552396,0.33206982,0.00000000
-5.24362181,1.13592143,0.00621882,0.42083345,1.27765956,0.20237591,0.31663896,0.00000000
-5.23761881,1.07578878,0.00625589,0.39667569,1.17801098,0.19129633,0.30508793,0.00000000
-5.23161581,1.02789569,0.00636515,0.37666778,1.09123915,0.18231940,0.29738098,0.00000000
-5.22561281,0.99219177,0.00654740,0.36087767,1.01753716,0.17543354,0.29342273,0.00000000
-5.21960980,0.96838058,0.00680269,0.34926762,0.95681938,0.17058325,0.29306079,0.00000000
-5.21360680,0.95593529,0.00713035,0.34170018,0.90874219,0.16767191,0.29608934,0.00000000
-5.20760380,0.95411889,0.00752906,0.33794641,0.87272962,0.16656554,0.30225373,0.00000000
-5.20160080,0.96200851,0.00799685,0.33769594,0.84800273,0.16709724,0.31125592,0.00000000
-5.19559780,0.97852302,0.00853117,0.34056859,0.83361151,0.16907238,0.32276062,0.00000000
-5.18959480,1.00245320,0.00912891,0.34612715,0.82846840,0.17227426,0.33640221,0.00000000
-5.18359180,1.03249379,0.00978642,0.35389102,0.83138233,0.17647015,0.35179202,0.00000000
-5.17758879,1.06727657,0.01049950,0.36335035,0.84109241,0.18141753,0.36852612,0.00000000
-5.17158579,1.10540381,0.01126342,0.37398041,0.85630059,0.18687048,0.38619310,0.00000000
-5.16558279,1.14548123,0.01207284,0.38525579,0.87570264,0.19258591,0.40438195,0.00000000
-5.15957979,1.18614971,0.01292183,0.39666410,0.89801674,0.19832958,0.42268970,0.00000000
-5.15357679,1.22611507,0.01380376,0.40771894,0.92200954,0.20388180,0.44072860,0.00000000
-5.14757379,1.26417516,0.01471126,0.41797170,0.94651903,0.20904245,0.45813278,0.00000000
-5.14157079,1.29924357,0.01563621,0.42702196,0.97047416,0.21363545,0.47456420,0.00000000
-5.13556778,1.33036951,0.01656962,0.43452628,0.99291083,0.21751238,0.48971760,0.00000000
-5.12956478,1.35675338,0.01750167,0.44020497,1.01298436,0.22055525,0.50332469,0.00000000
-5.12356178,1.37775765,0.01842175,0.44384686,1.02997825,0.22267821,0.51515718,0.00000000
-5.11755878,1.39291298,0.01931843,0.44531188,1.04330937,0.22382839,0.52502884,0.00000000
-5.11155578,1.40191958,0.02017967,0.44453136,1.05252966,0.22398567,0.53279661,0.00000000
-5.10555278,1.40464394,0.02099291,0.44150621,1.05732475,0.22316144,0.53836070,0.00000000
-5.09954977,1.40111138,0.02174533,0.43630298,1.05750957,0.22139654,0.54166394,0.00000000
-5.09354677,1.39149473,0.02242408,0.42904814,1.05302151,0.21875836,0.54269033,0.00000000
-5.08754377,1.37609993,0.02301663,0.41992067,1.04391149,0.21533728,0.54146308,0.00000000
-5.08154077,1.35534915,0.02351110,0.40914352,1.03033340,0.21124260,0.53804213,0.00000000
-5.07553777,1.32976218,0.02389660,0.39697410,1.01253238,0.20659815,0.53252137,0.00000000
-5.06953477,1.29993690,0.02416366,0.38369430,0.99083246,0.20153771,0.52502568,0.00000000
-5.06353177,1.26652961,0.02430452,0.36960052,0.96562391,0.19620055,0.51570781,0.00000000
-5.05752876,1.23023582,0.02431351,0.35499389,0.93735081,0.19072704,0.50474532,0.00000000
-5.05152576,1.19177228,0.02418728,0.34017129,0.90649910,0.18525474,0.49233746,0.00000000
-5.04552276,1.15186068,0.02392501,0.32541731,0.87358544,0.17991500,0.47870225,0.00000000
-5.03951976,1.11121345,0.02352855,0.31099747,0.83914710,0.17483009,0.46407356,0.00000000
-5.03351676,1.07052202,0.02300242,0.29715285,0.80373299,0.17011110,0.44869839,0.00000000
-5.02751376,1.03044762,0.02235379,0.28409634,0.76789590,0.16585663,0.43283424,0.00000000
-5.02151076,0.99161464,0.02159227,0.27201036,0.73218595,0.16215210,0.41674656,0.00000000
-5.01550775,0.95460653,0.02072970,0.26104622,0.69714523,0.15906998,0.40070627,0.00000000
-5.00950475,0.91996399,0.01977980,0.25132481,0.66330339,0.15667048,0.38498741,0.00000000
-5.00350175,0.88818504,0.01875781,0.24293853,0.63117418,0.15500300,0.36986471,0.00000000
-4.99749875,0.85972661,0.01768003,0.23595430,0.60125248,0.15410788,0.35561119,0.00000000
-4.99149575,0.83500723,0.01656336,0.23041718,0.57401187,0.15401846,0.34249566,0.00000000
-4.98549275,0.81441008,0.01542484,0.22635448,0.54990221,0.15476329,0.33078008,0.00000000
-4.97948974,0.79828595,0.01428117,0.22377995,0.52934710,0.15636823,0.32071675,0.00000000
-4.97348674,0.78695553,0.01314833,0.22269773,0.51274092,0.15885823,0.31254523,0.00000000
-4.96748374,0.78071032,0.01204113,0.22310586,0.50044517,0.16225875,0.30648890,0.00000000
-4.96148074,0.77981191,0.01097295,0.22499892,0.49278401,0.16659647,0.30275117,0.00000000
-4.95547774,0.78448907,0.00995547,0.22836982,0.49003871,0.17189933,0.30151134,0.00000000
-4.94947474,0.79493245,0.00899845,0.23321033,0.49244110,0.17819566,0.30291997,0.00000000
-4.94347174,0.81128687,0.00810968,0.23951052,0.50016598,0.18551255,0.30709396,0.00000000
-4.93746873,0.83364138,0.00729487,0.24725700,0.51332268,0.19387322,0.31411135,0.00000000
-4.93146573,0.86201732,0.00655776,0.25642997,0.53194608,0.20329379,0.32400606,0.00000000
-4.92546273,0.89635500,0.00590014,0.26699951,0.55598743,0.21377927,0.33676266,0.00000000
-4.91945973,0.93649993,0.00532198,0.27892113,0.58530561,0.22531930,0.35231161,0.00000000
-4.91345673,0.98218935,0.00482166,0.29213101,0.61965929,0.23788364,0.37052518,0.00000000
-4.90745373,1.03304022,0.00439614,0.30654126,0.65870089,0.25141788,0.39121441,0.00000000
-4.90145073,1.08853998,0.00404115,0.32203575,0.70197289,0.26583962,0.41412753,0.00000000
-4.89544772,1.14804098,0.00375147,0.33846666,0.74890727,0.28103554,0.43895021,0.00000000
-4.88944472,1.21075990,0.00352117,0.35565241,0.79882879,0.29685957,0.46530786,0.00000000
-4.88344172,1.27578293,0.00334380,0.37337709,0.85096244,0.31313254,0.49277037,0.00000000
-4.87743872,1.34207740,0.00321266,0.39139182,0.90444565,0.32964349,0.52085942,0.00000000
-4.87143572,1.40851025,0.00312098,0.40941810,0.95834515,0.34615279,0.54905830,0.00000000
-4.86543272,1.47387330,0.00306216,0.42715326,1.01167854,0.36239710,0.57682437,0.00000000
-4.85942971,1.53691489,0.00302993,0.44427787,1.06344010,0.37809620,0.60360368,0.00000000
-4.85342671,1.59637707,0.00301853,0.46046499,1.11263012,0.39296140,0.62884761,0.00000000
-4.84742371,1.65103718,0.00302286,0.47539086,1.15828693,0.40670534,0.65203087,0.00000000
-4.84142071,1.69975219,0.00303863,0.48874665,1.19952042,0.41905283,0.67267024,0.00000000
-4.83541771,1.74150409,0.00306245,0.50025070,1.23554570,0.42975222,0.69034347,0.00000000
-4.82941471,1.77544429,0.00309196,0.50966066,1.26571558,0.43858685,0.70470738,0.00000000
-4.82341171,1.80093497,0.00312588,0.51678501,1.28955027,0.44538607,0.71551456,0.00000000
-4.81740870,1.81758551,0.00316410,0.52149322,1.30676302,0.45003526,0.72262776,0.00000000
-4.81140570,1.82528191,0.00320770,0.52372409,1.31728029,0.45248435,0.72603140,0.00000000
-4.80540270,1.82420790,0.00325895,0.52349177,1.32125547,0.45275444,0.72583959,0.00000000
-4.79939970,1.81485630,0.00332132,0.52088901,1.31907532,0.45094207,0.72230008,0.00000000
-4.79339670,1.79802981,0.00339945,0.51608755,1.31135845,0.44722100,0.71579406,0.00000000
-4.78739370,1.77483094,0.00349904,0.50933535,1.29894585,0.44184120,0.70683148,0.00000000
-4.78139070,1.74664103,0.00362679,0.50095078,1.28288353,0.43512501,0.69604196,0.00000000
-4.77538769,1.71508893,0.00379023,0.49131406,1.26439768,0.42746074,0.68416159,0.00000000
-4.76938469,1.68201021,0.00399759,0.48085600,1.24486326,0.41929351,0.67201575,0.00000000
-4.76338169,1.64939818,0.00425758,0.47004475,1.22576694,0.41111402,0.66049862,0.00000000
-4.75737869,1.61934833,0.00457912,0.45937086,1.20866571,0.40344524,0.65054976,0.00000000
-4.75137569,1.59399791,0.00497114,0.44933133,1.19514254,0.39682767,0.64312854,0.00000000
-4.74537269,1.57546253,0.00544224,0.44041326,1.18676049,0.39180352,0.63918712,0.00000000
-4.73936968,1.56577189,0.00600035,0.43307767,1.18501702,0.38890034,0.63964253,0.00000000
-4.73336668,1.56680655,0.00665246,0.42774412,1.19129964,0.38861460,0.64534898,0.00000000
-4.72736368,1.58023771,0.00740422,0.42477669,1.20684472,0.39139574,0.65707081,0.00000000
-4.72136068,1.60747193,0.00825965,0.42447181,1.23270044,0.39763114,0.67545711,0.00000000
-4.71535768,1.64960245,0.00922076,0.42704829,1.26969526,0.40763254,0.70101867,0.00000000
-4.70935468,1.70736870,0.01028733,0.43263993,1.31841284,0.42162434,0.73410798,0.00000000
-4.70335168,1.78112539,0.01145663,0.44129102,1.37917417,0.43973417,0.77490308,0.00000000
-4.69734867,1.87082236,0.01272324,0.45295463,1.45202755,0.46198601,0.82339577,0.00000000
-4.69134567,1.97599599,0.01407895,0.46749393,1.53674670,0.48829635,0.87938488,0.00000000
-4.68534267,2.09577279,0.01551274,0.48468638,1.63283713,0.51847337,0.94247488,0.00000000
-4.67933967,2.22888539,0.01701090,0.50423065,1.73955057,0.55221941,1.01208037,0.00000000
-4.67333667,2.37370085,0.01855713,0.52575601,1.85590695,0.58913678,1.08743638,0.00000000
-4.66733367,2.52826061,0.02013292,0.54883389,1.98072334,0.62873668,1.16761453,0.00000000
-4.66133067,2.69033115,0.02171787,0.57299121,2.11264860,0.67045126,1.25154487,0.00000000
-4.65532766,2.85746401,0.02329023,0.59772497,2.25020275,0.71364830,1.33804261,0.00000000
-4.64932466,3.02706311,0.02482744,0.62251778,2.39181941,0.75764815,1.42583930,0.00000000
-4.64332166,3.19645734,0.02630672,0.64685362,2.53588972,0.80174244,1.51361724,0.00000000
-4.63731866,3.36297568,0.02770581,0.67023331,2.68080605,0.84521381,1.60004601,0.00000000
-4.63131566,3.52402225,0.02900354,0.69218939,2.82500371,0.88735596,1.68381974,0.00000000
-4.62531266,3.67714832,0.03018055,0.71229955,2.96699899,0.92749329,1.76369375,0.00000000
-4.61930965,3.82011844,0.03121986,0.73019846,3.10542204,0.96499935,1.83851893,0.00000000
-4.61330665,3.95096825,0.03210736,0.74558743,3.23904322,0.99931338,1.90727255,0.00000000
-4.60730365,4.06805150,0.03283230,0.75824167,3.36679224,1.02995424,1.96908418,0.00000000
-4.60130065,4.17007468,0.03338752,0.76801493,3.48776920,1.05653125,2.02325571,0.00000000
-4.59529765,4.25611796,0.03376966,0.77484133,3.60124782,1.07875155,2.06927459,0.00000000
-4.58929465,4.32564198,0.03397916,0.77873460,3.70667091,1.09642376,2.10681992,0.00000000
-4.58329165,4.37848075,0.03402015,0.77978453,3.80363907,1.10945790,2.13576134,0.00000000
-4.57728864,4.41482141,0.03390024,0.77815122,3.89189365,1.11786181,2.15615095,0.00000000
-4.57128564,4.43517255,0.03363009,0.77405711,3.97129547,1.12173430,2.16820891,0.00000000
-4.56528264,4.44032296,0.03322302,0.76777740,4.04180102,1.12125564,2.17230381,0.00000000
-4.55927964,4.43129341,0.03269443,0.75962925,4.10343765,1.11667595,2.16892879,0.00000000
-4.55327664,4.40928404,0.03206126,0.74996007,4.15627961,1.10830211,2.15867492,0.00000000
-4.54727364,4.37562006,0.03134135,0.73913562,4.20042630,1.09648403,2.14220322,0.00000000
-4.54127064,4.33169843,0.03055290,0.72752809,4.23598407,1.08160081,2.12021670,0.00000000
-4.53526763,4.27893775,0.02971388,0.71550478,4.26305223,1.06404756,2.09343371,0.00000000
-4.52926463,4.21873329,0.02884156,0.70341752,4.28171399,1.04422330,2.06256379,0.00000000
-4.52326163,4.15241871,0.02795207,0.69159327,4.29203224,1.02252035,2.02828673,0.00000000
-4.51725863,4.08123509,0.02706003,0.68032592,4.29404988,0.99931553,1.99123565,0.00000000
-4.51125563,4.00630794,0.02617833,0.66986954,4.28779418,0.97496324,1.95198425,0.00000000
-4.50525263,3.92863187,0.02531791,0.66043308,4.27328410,0.94979035,1.91103842,0.00000000
-4.49924962,3.84906234,0.02448770,0.65217649,4.25053972,0.92409296,1.86883187,0.00000000
-4.49324662,3.76831384,0.02369459,0.64520832,4.21959264,0.89813457,1.82572558,0.00000000
-4.48724362,3.68696323,0.02294347,0.63958456,4.18049628,0.87214561,1.78201035,0.00000000
-4.48124062,3.60545722,0.02223736,0.63530886,4.13333529,0.84632396,1.73791196,0.00000000
-4.47523762,3.52412286,0.02157752,0.63233384,4.07823334,0.82083616,1.69359824,0.00000000
-4.46923462,3.44318002,0.02096366,0.63056358,4.01535889,0.79581914,1.64918742,0.00000000
-4.46323162,3.36275506,0.02039412,0.62985709,3.94492877,0.77138218,1.60475718,0.00000000
-4.45722861,3.28289507,0.01986606,0.63003280,3.86720962,0.74760911,1.56035393,0.00000000
-4.45122561,3.20358226,0.01937572,0.63087401,3.78251754,0.72456050,1.51600193,0.00000000
-4.44522261,3.12474828,0.01891862,0.63213518,3.69121631,0.70227603,1.47171190,0.00000000
-4.43921961,3.04628847,0.01848974,0.63354908,3.59371472,0.68077681,1.42748906,0.00000000
-4.43321661,2.96807590,0.01808379,0.63483460,3.49046358,0.66006800,1.38334034,0.00000000
-4.42721361,2.88997543,0.01769531,0.63570530,3.38195282,0.64014150,1.33928078,0.00000000
-4.42121061,2.81185768,0.01731896,0.63587826,3.26870916,0.62097890,1.29533911,0.00000000
-4.41520760,2.73361289,0.01694961,0.63508335,3.15129444,0.60255475,1.25156238,0.00000000
-4.40920460,2.65516453,0.01658256,0.63307236,3.03030480,0.58483992,1.20801988,0.00000000
-4.40320160,2.57648236,0.01621362,0.62962802,2.90637054,0.56780526,1.16480601,0.00000000
-4.39719860,2.49759454,0.01583926,0.62457237,2.78015651,0.55142517,1.12204239,0.00000000
-4.39119560,2.41859833,0.01545672,0.61777429,2.65236251,0.53568113,1.07987892,0.00000000
-4.38519260,2.33966887,0.01506404,0.60915587,2.52372352,0.52056502,1.03849399,0.00000000
-4.37918959,2.26106545,0.01466011,0.59869733,2.39500903,0.50608187,0.99809354,0.00000000
-4.37318659,2.18313490,0.01424471,0.58644017,2.26702132,0.49225212,0.95890925,0.00000000
-4.36718359,2.10631168,0.01381842,0.57248847,2.14059209,0.47911307,0.92119566,0.00000000
-4.36118059,2.03111445,0.01338261,0.55700816,2.01657736,0.46671948,0.88522644,0.00000000
-4.35517759,1.95813915,0.01293934,0.54022420,1.89585036,0.45514333,0.85128977,0.00000000
-4.34917459,1.88804857,0.01249125,0.52241572,1.77929251,0.44447258,0.81968317,0.00000000
-4.34317159,1.82155899,0.01204141,0.50390928,1.66778250,0.43480922,0.79070777,0.00000000
-4.33716858,1.75942413,0.01159319,0.48507042,1.56218379,0.42626644,0.76466233,0.00000000
-4.33116558,1.70241728,0.01115011,0.46629377,1.46333086,0.41896538,0.74183728,0.00000000
-4.32516258,1.65131211,0.01071565,0.44799206,1.37201457,0.41303138,0.72250887,0.00000000
-4.31915958,1.60686307,0.01029316,0.43058446,1.28896714,0.40859010,0.70693374,0.00000000
-4.31315658,1.56978613,0.00988569,0.41448458,1.21484718,0.40576356,0.69534395,0.00000000
-4.30715358,1.54074043,0.00949590,0.40008855,1.15022530,0.40466651,0.68794278,0.00000000
