energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,2.47701548,0.00105843,1.10601731,0.03048046,0.55339827,1.85361220,1.15321023
-5.99399700,2.49678259,0.00103727,1.11374968,0.02976574,0.55614630,1.89188529,1.16581632
-5.98799400,2.51673932,0.00102390,1.12263605,0.02890851,0.55823917,1.93311595,1.17907317
-5.98199100,2.53751564,0.00101907,1.13287251,0.02792829,0.55988116,1.97752027,1.19317093
-5.97598799,2.55983519,0.00102373,1.14467583,0.02684782,0.56131314,2.02534602,1.20832736
-5.96998499,2.58447884,0.00103913,1.15826644,0.02569238,0.56280427,2.07685335,1.22477158
-5.96398199,2.61224696,0.00106676,1.17385153,0.02448899,0.56464286,2.13229612,1.24272763
-5.95797899,2.64392246,0.00110833,1.19160919,0.02326566,0.56712689,2.19190473,1.26239886
-5.95197599,2.68023622,0.00116586,1.21167445,0.02205050,0.57055453,2.25587141,1.28395385
-5.94597299,2.72183655,0.00124160,1.23412791,0.02087104,0.57521496,2.32433870,1.30751458
-5.93996998,2.76926360,0.00133803,1.25898734,0.01975343,0.58137994,2.39739136,1.33314724
-5.93396698,2.82292953,0.00145792,1.28620270,0.01872182,0.58929615,2.47505183,1.36085618
-5.92796398,2.88310479,0.00160425,1.31565446,0.01779783,0.59917867,2.55727910,1.39058083
-5.92196098,2.94991040,0.00178027,1.34715532,0.01700006,0.61120553,2.64397038,1.42219577
-5.91595798,3.02331582,0.00198941,1.38045476,0.01634380,0.62551338,2.73496499,1.45551353
-5.90995498,3.10314183,0.00223531,1.41524619,0.01584077,0.64219432,2.83004975,1.49028986
-5.90395198,3.18906743,0.00252173,1.45117604,0.01549898,0.66129378,2.92896494,1.52623083
-5.89794897,3.28063985,0.00285252,1.48785421,0.01532277,0.68280927,3.03141000,1.56300136
-5.89194597,3.37728664,0.00323155,1.52486518,0.01531283,0.70669007,3.13704833,1.60023456
-5.88594297,3.47832883,0.00366260,1.56177924,0.01546636,0.73283758,3.24551049,1.63754121
-5.87993997,3.58299443,0.00414922,1.59816318,0.01577732,0.76110633,3.35639543,1.67451902
-5.87393697,3.69043141,0.00469464,1.63359014,0.01623664,0.79130561,3.46926959,1.71076119
-5.86793397,3.79971983,0.00530160,1.66764797,0.01683260,0.82320154,3.58366388,1.74586386
-5.86193097,3.90988283,0.00597217,1.69994615,0.01755116,0.85651969,3.69906880,1.77943242
-5.85592796,4.01989633,0.00670758,1.73012093,0.01837630,0.89094824,3.81492824,1.81108633
-5.84992496,4.12869781,0.00750809,1.75783880,0.01929049,0.92614162,3.93063257,1.84046279
-5.84392196,4.23519431,0.00837275,1.78279836,0.02027500,0.96172471,4.04551175,1.86721911
-5.83791896,4.33827016,0.00929931,1.80473074,0.02131037,0.99729767,4.15882947,1.89103414
-5.83191596,4.43679497,0.01028408,1.82339896,0.02237673,1.03244134,4.26977896,1.91160901
