energy_ev,total_up,P_s_up,P_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.31565783,1.13083090,0.00222099,0.09341595,0.30895999,0.84112530,0.00262688,0.14032343
-5.30965483,1.14538980,0.00211673,0.09481254,0.31258036,0.85170352,0.00240622,0.14146124
-5.30365183,1.16727801,0.00204170,0.09664269,0.31839437,0.86759774,0.00222657,0.14360839
-5.29764882,1.19523889,0.00199187,0.09881426,0.32607447,0.88788419,0.00208426,0.14659636
-5.29164582,1.22797224,0.00196346,0.10123625,0.33529472,0.91159875,0.00197534,0.15025945
-5.28564282,1.26417296,0.00195308,0.10382197,0.34574090,0.93776614,0.00189573,0.15443930
-5.27963982,1.30256983,0.00195770,0.10649217,0.35712029,0.96542927,0.00184128,0.15898937
-5.27363682,1.34196350,0.00197478,0.10917781,0.36917080,0.99367822,0.00180791,0.16377909
-5.26763382,1.38126227,0.00200229,0.11182251,0.38166918,1.02167769,0.00179167,0.16869766
-5.26163082,1.41951485,0.00203872,0.11438456,0.39443779,1.04869241,0.00178886,0.17365723
-5.25562781,1.45593877,0.00208311,0.11683829,0.40734982,1.07410947,0.00179606,0.17859542
-5.24962481,1.48994335,0.00213503,0.11917493,0.42033240,1.09745694,0.00181021,0.18347705
-5.24362181,1.52114655,0.00219459,0.12140270,0.43336757,1.11841800,0.00182862,0.18829481
-5.23761881,1.54938457,0.00226237,0.12354622,0.44649085,1.13684000,0.00184906,0.19306905
-5.23161581,1.57471391,0.00233939,0.12564520,0.45978723,1.15273810,0.00186975,0.19784638
-5.22561281,1.59740531,0.00242704,0.12775245,0.47338484,1.16629301,0.00188934,0.20269723
-5.21960980,1.61792980,0.00252703,0.12993123,0.48744615,1.17784297,0.00190695,0.20771230
-5.21360680,1.63693692,0.00264126,0.13225208,0.50215718,1.18786989,0.00192214,0.21299809
-5.20760380,1.65522580,0.00277173,0.13478920,0.51771503,1.19698017,0.00193485,0.21867151
-5.20160080,1.67371010,0.00292046,0.13761652,0.53431417,1.20588061,0.00194540,0.22485393
-5.19559780,1.69337785,0.00308937,0.14080373,0.55213226,1.21535034,0.00195441,0.23166469
-5.18959480,1.71524793,0.00328016,0.14441223,0.57131590,1.22620962,0.00196275,0.23921450
-5.18359180,1.74032461,0.00349417,0.14849141,0.59196732,1.23928664,0.00197148,0.24759896
-5.17758879,1.76955219,0.00373237,0.15307531,0.61413246,1.25538365,0.00198175,0.25689249
-5.17158579,1.80377144,0.00399514,0.15817992,0.63779134,1.27524354,0.00199475,0.26714297
-5.16558279,1.84367974,0.00428230,0.16380109,0.66285113,1.29951827,0.00201164,0.27836739
-5.15957979,1.88979659,0.00459299,0.16991349,0.68914254,1.32874036,0.00203345,0.29054870
-5.15357679,1.94243598,0.00492564,0.17647035,0.71641979,1.36329852,0.00206106,0.30363418
-5.14757379,2.00168665,0.00527794,0.18340424,0.74436439,1.40341838,0.00209510,0.31753522
-5.14157079,2.06740130,0.00564688,0.19062889,0.77259252,1.44914909,0.00213592,0.33212879
-5.13556778,2.13919492,0.00602875,0.19804176,0.80066599,1.50035622,0.00218356,0.34726041
-5.12956478,2.21645227,0.00641919,0.20552758,0.82810611,1.55672121,0.00223773,0.36274860
-5.12356178,2.29834416,0.00681330,0.21296241,0.85441000,1.61774735,0.00229779,0.37839053
-5.11755878,2.38385154,0.00720572,0.22021817,0.87906844,1.68277186,0.00236279,0.39396865
-5.11155578,2.47179629,0.00759074,0.22716742,0.90158456,1.75098354,0.00243143,0.40925795
-5.10555278,2.56087710,0.00796247,0.23368805,0.92149214,1.82144514,0.00250218,0.42403350
-5.09954977,2.64970891,0.00831496,0.23966782,0.93837293,1.89311951,0.00257325,0.43807793
-5.09354677,2.73686395,0.00864234,0.24500825,0.95187185,1.96489837,0.00264271,0.45118834
-5.08754377,2.82091266,0.00893900,0.24962794,0.96170944,2.03563245,0.00270851,0.46318246
-5.08154077,2.90046288,0.00919972,0.25346496,0.96769093,2.10416205,0.00276857,0.47390365
-5.07553777,2.97419559,0.00941979,0.25647828,0.96971145,2.16934656,0.00282086,0.48322461
-5.06953477,3.04089619,0.00959517,0.25864816,0.96775735,2.23009232,0.00286346,0.49104950
-5.06353177,3.09948029,0.00972257,0.25997551,0.96190348,2.28537760,0.00289463,0.49731463
-5.05752876,3.14901351,0.00979950,0.26048025,0.95230684,2.33427441,0.00291290,0.50198758
-5.05152576,3.18872512,0.00982441,0.26019891,0.93919699,2.37596640,0.00291708,0.50506504
-5.04552276,3.21801572,0.00979665,0.25918149,0.92286390,2.40976289,0.00290633,0.50656942
-5.03951976,3.23645944,0.00971650,0.25748785,0.90364397,2.43510888,0.00288019,0.50654474
-5.03351676,3.24380145,0.00958517,0.25518396,0.88190509,2.45159136,0.00283860,0.50505182
-5.02751376,3.23995180,0.00940474,0.25233809,0.85803154,2.45894211,0.00278189,0.50216347
-5.02151076,3.22497648,0.00917811,0.24901730,0.83240960,2.45703770,0.00271080,0.49795970
-5.01550775,3.19908689,0.00890890,0.24528438,0.80541460,2.44589687,0.00262644,0.49252347
-5.00950475,3.16262859,0.00860140,0.24119540,0.77739996,2.42567616,0.00253025,0.48593723
-5.00350175,3.11607031,0.00826039,0.23679813,0.74868870,2.39666405,0.00242398,0.47828028
-4.99749875,3.05999357,0.00789111,0.23213116,0.71956765,2.35927410,0.00230964,0.46962729
-4.99149575,2.99508351,0.00749906,0.22722396,0.69028445,2.31403735,0.00218943,0.46004786
-4.98549275,2.92212092,0.00708993,0.22209771,0.66104724,2.26159423,0.00206568,0.44960715
-4.97948974,2.84197525,0.00666945,0.21676679,0.63202667,2.20268587,0.00194082,0.43836735
-4.97348674,2.75559827,0.00624330,0.21124090,0.60336000,2.13814495,0.00181729,0.42638992
-4.96748374,2.66401784,0.00581699,0.20552745,0.57515657,2.06888558,0.00169753,0.41373824
-4.96148074,2.56833094,0.00539574,0.19963416,0.54750426,1.99589227,0.00158385,0.40048044
-4.95547774,2.46969538,0.00498446,0.19357162,0.52047623,1.92020747,0.00147848,0.38669204
-4.94947474,2.36931938,0.00458761,0.18735553,0.49413747,1.84291752,0.00138345,0.37245830
-4.94347174,2.26844855,0.00420919,0.18100863,0.46855060,1.76513677,0.00130061,0.35787584
-4.93746873,2.16834965,0.00385265,0.17456195,0.44378057,1.68798968,0.00123155,0.34305338
-4.93146573,2.07029118,0.00352091,0.16805542,0.41989794,1.61259111,0.00117763,0.32811164
-4.92546273,1.97552075,0.00321629,0.16153778,0.39698052,1.54002474,0.00113992,0.31318202
-4.91945973,1.88523961,0.00294055,0.15506571,0.37511342,1.47132019,0.00111917,0.29840439
-4.91345673,1.80057506,0.00269486,0.14870227,0.35438750,1.40742934,0.00111586,0.28392392
-4.90745373,1.72255172,0.00247981,0.14251481,0.33489643,1.34920248,0.00113013,0.26988708
-4.90145073,1.65206261,0.00229546,0.13657230,0.31673264,1.29736525,0.00116180,0.25643710
-4.89544772,1.58984159,0.00214136,0.13094245,0.29998250,1.25249735,0.00121036,0.24370911
-4.88944472,1.53643847,0.00201655,0.12568863,0.28472108,1.21501392,0.00127497,0.23182525
-4.88344172,1.49219815,0.00191966,0.12086686,0.27100697,1.18515074,0.00135448,0.22088996
-4.87743872,1.45724528,0.00184889,0.11652303,0.25887740,1.16295416,0.00144741,0.21098582
-4.87143572,1.43147546,0.00180213,0.11269051,0.24834418,1.14827664,0.00155199,0.20217015
-4.86543272,1.41455415,0.00177697,0.10938827,0.23939066,1.14077850,0.00166619,0.19447249
-4.85942971,1.40592369,0.00177076,0.10661970,0.23196998,1.13993638,0.00178771,0.18789333
-4.85342671,1.40481901,0.00178070,0.10437210,0.22600473,1.14505864,0.00191409,0.18240387
-4.84742371,1.41029169,0.00180388,0.10261693,0.22138813,1.15530735,0.00204269,0.17794720
-4.84142071,1.42124198,0.00183738,0.10131083,0.21798676,1.16972664,0.00217077,0.17444055
-4.83541771,1.43645796,0.00187830,0.10039729,0.21564455,1.18727661,0.00229557,0.17177869
-4.82941471,1.45466032,0.00192387,0.09980899,0.21418813,1.20687152,0.00241436,0.16983834
-4.82341171,1.47455140,0.00197150,0.09947062,0.21343305,1.22742124,0.00252452,0.16848328
-4.81740870,1.49486643,0.00201886,0.09930204,0.21319071,1.24787416,0.00262361,0.16756997
-4.81140570,1.51442500,0.00206394,0.09922165,0.21327573,1.26726008,0.00270943,0.16695355
-4.80540270,1.53218058,0.00210511,0.09914987,0.21351316,1.28473114,0.00278010,0.16649368
-4.79939970,1.54726592,0.00214117,0.09901238,0.21374555,1.29959914,0.00283414,0.16606018
-4.79339670,1.55903238,0.00217137,0.09874324,0.21383921,1.31136760,0.00287047,0.16553820
-4.78739370,1.56708128,0.00219549,0.09828744,0.21368959,1.31975704,0.00288850,0.16483246
-4.78139070,1.57128578,0.00221380,0.09760303,0.21322539,1.32472221,0.00288809,0.16387071
-4.77538769,1.57180220,0.00222707,0.09666258,0.21241128,1.32646040,0.00286962,0.16260602
-4.76938469,1.56906990,0.00223658,0.09545400,0.21124910,1.32541014,0.00283392,0.16101789
-4.76338169,1.56379968,0.00224404,0.09398061,0.20977732,1.32224023,0.00278231,0.15911212
-4.75737869,1.55695068,0.00225160,0.09226057,0.20806908,1.31782912,0.00271647,0.15691957
-4.75137569,1.54969657,0.00226171,0.09032565,0.20622851,1.31323533,0.00263847,0.15449374
-4.74537269,1.54338222,0.00227707,0.08821937,0.20438578,1.30965974,0.00255061,0.15190735
-4.73936968,1.53947214,0.00230058,0.08599475,0.20269091,1.30840117,0.00245542,0.14924812
-4.73336668,1.53949280,0.00233513,0.08371160,0.20130669,1.31080660,0.00235555,0.14661399
-4.72736368,1.54497065,0.00238358,0.08143367,0.20040084,1.31821791,0.00225364,0.14410782
-4.72136068,1.55736835,0.00244862,0.07922556,0.20013798,1.33191707,0.00215230,0.14183206
-4.71535768,1.57802142,0.00253262,0.07714980,0.20067150,1.35307160,0.00205396,0.13988344
-4.70935468,1.60807776,0.00263753,0.07526401,0.20213574,1.38268257,0.00196087,0.13834800
-4.70335168,1.64844229,0.00276479,0.07361834,0.20463886,1.42153691,0.00187496,0.13729664
-4.69734867,1.69972895,0.00291522,0.07225333,0.20825659,1.47016588,0.00179782,0.13678142
-4.69134567,1.76222188,0.00308896,0.07119814,0.21302721,1.52881147,0.00173067,0.13683264
-4.68534267,1.83584744,0.00328537,0.07046943,0.21894782,1.59740202,0.00167432,0.13745697
-4.67933967,1.92015837,0.00350303,0.07007066,0.22597233,1.67553829,0.00162913,0.13863658
-4.67333667,2.01433097,0.00373972,0.06999201,0.23401089,1.76249060,0.00159509,0.14032933
-4.66733367,2.11717555,0.00399245,0.07021087,0.24293125,1.85720769,0.00157176,0.14246996
-4.66133067,2.22716032,0.00425748,0.07069278,0.25256156,1.95833700,0.00155834,0.14497228
-4.65532766,2.34244794,0.00453042,0.07139289,0.26269492,2.06425617,0.00155370,0.14773220
-4.64932466,2.46094383,0.00480632,0.07225775,0.27309530,2.17311475,0.00155645,0.15063148
-4.64332166,2.58035459,0.00507981,0.07322741,0.28350462,2.28288485,0.00156499,0.15354197
-4.63731866,2.69825456,0.00534524,0.07423778,0.29365088,2.39141918,0.00157755,0.15633036
-4.63131566,2.81215829,0.00559685,0.07522300,0.30325690,2.49651422,0.00159232,0.15886294
-4.62531266,2.91959615,0.00582895,0.07611793,0.31204938,2.59597651,0.00160745,0.16101043
-4.61930965,3.01819033,0.00603609,0.07686041,0.31976794,2.68768941,0.00162116,0.16265261
-4.61330665,3.10572834,0.00621323,0.07739351,0.32617380,2.76967791,0.00163180,0.16368245
-4.60730365,3.18023120,0.00635591,0.07766740,0.33105775,2.84016896,0.00163789,0.16400984
-4.60130065,3.24001366,0.00646041,0.07764093,0.33424709,2.89764497,0.00163816,0.16356448
-4.59529765,3.28373418,0.00652386,0.07728289,0.33561135,2.94088851,0.00163163,0.16229818
-4.58929465,3.31043293,0.00654430,0.07657281,0.33506647,2.96901647,0.00161761,0.16018615
-4.58329165,3.31955627,0.00652079,0.07550144,0.33257745,2.98150254,0.00159570,0.15722759
-4.57728864,3.31096733,0.00645342,0.07407073,0.32815928,2.97818727,0.00156585,0.15344533
-4.57128564,3.28494238,0.00634327,0.07229353,0.32187626,2.95927579,0.00152831,0.14888482
-4.56528264,3.24215381,0.00619238,0.07019287,0.31383975,2.92532344,0.00148365,0.14361227
-4.55927964,3.18364076,0.00600367,0.06780107,0.30420448,2.87721062,0.00143274,0.13771238
-4.55327664,3.11076931,0.00578082,0.06515852,0.29316380,2.81610809,0.00137670,0.13128548
-4.54727364,3.02518421,0.00552817,0.06231236,0.28094381,2.74343480,0.00131690,0.12444446
-4.54127064,2.92875479,0.00525054,0.05931507,0.26779706,2.66081035,0.00125493,0.11731151
-4.53526763,2.82351747,0.00495307,0.05622305,0.25399575,2.57000433,0.00119253,0.11001483
-4.52926463,2.71161758,0.00464110,0.05309522,0.23982491,2.47288490,0.00113162,0.10268551
-4.52326163,2.59525286,0.00432000,0.04999167,0.22557587,2.37136873,0.00107419,0.09545454
-4.51725863,2.47662077,0.00399502,0.04697254,0.21153998,2.26737429,0.00102234,0.08845029
-4.51125563,2.35787138,0.00367116,0.04409691,0.19800309,2.16278005,0.00097823,0.08179616
-4.50525263,2.24106717,0.00335312,0.04142197,0.18524062,2.05938876,0.00094404,0.07560882
-4.49924962,2.12815038,0.00304517,0.03900225,0.17351342,1.95889857,0.00092195,0.06999676
-4.49324662,2.02091824,0.00275110,0.03688904,0.16306436,1.86288122,0.00091414,0.06505919
-4.48724362,1.92100593,0.00247422,0.03512986,0.15411560,1.77276721,0.00092274,0.06088531
-4.48124062,1.82987635,0.00221732,0.03376811,0.14686642,1.68983730,0.00094983,0.05755387
-4.47523762,1.74881594,0.00198274,0.03284263,0.14149148,1.61521953,0.00099739,0.05513280
-4.46923462,1.67893515,0.00177233,0.03238736,0.13813940,1.54989060,0.00106729,0.05367905
-4.46323162,1.62117214,0.00158755,0.03243095,0.13693140,1.49468044,0.00116123,0.05323838
-4.45722861,1.57629842,0.00142950,0.03299626,0.13796003,1.45027854,0.00128071,0.05384512
-4.45122561,1.54492499,0.00129901,0.03409989,0.14128779,1.41724106,0.00142698,0.05552183
-4.44522261,1.52750783,0.00119666,0.03575157,0.14694558,1.39599730,0.00160099,0.05827884
-4.43921961,1.52435192,0.00112284,0.03795353,0.15493108,1.38685497,0.00180335,0.06211363
-4.43321661,1.53561318,0.00107783,0.04069982,0.16520698,1.39000346,0.00203421,0.06701011
-4.42721361,1.56129805,0.00106181,0.04397563,0.17769932,1.40551473,0.00229328,0.07293784
-4.42121061,1.60126084,0.00107487,0.04775675,0.19229594,1.43334199,0.00257973,0.07985123
-4.41520760,1.65519921,0.00111704,0.05200903,0.20884540,1.47331618,0.00289213,0.08768882
-4.40920460,1.72264850,0.00118827,0.05668809,0.22715640,1.52514079,0.00322848,0.09637277
-4.40320160,1.80297574,0.00128841,0.06173927,0.24699814,1.58838582,0.00358610,0.10580859
-4.39719860,1.89537440,0.00141717,0.06709780,0.26810158,1.66248149,0.00396169,0.11588530
-4.39119560,1.99886085,0.00157406,0.07268944,0.29016204,1.74671279,0.00435134,0.12647600
-4.38519260,2.11227365,0.00175835,0.07843131,0.31284293,1.84021562,0.00475054,0.13743903
-4.37918959,2.23427655,0.00196901,0.08423328,0.33578109,1.94197553,0.00515425,0.14861970
-4.37318659,2.36336589,0.00220464,0.08999955,0.35859323,2.05082964,0.00555700,0.15985261
-4.36718359,2.49788307,0.00246341,0.09563073,0.38088382,2.16547247,0.00595299,0.17096448
-4.36118059,2.63603216,0.00274302,0.10102606,0.40225388,2.28446606,0.00633622,0.18177766
-4.35517759,2.77590278,0.00304065,0.10608598,0.42231065,2.40625452,0.00670061,0.19211385
-4.34917459,2.91549792,0.00335299,0.11071470,0.44067764,2.52918309,0.00704017,0.20179835
-4.34317159,3.05276613,0.00367617,0.11482291,0.45700477,2.65152140,0.00734916,0.21066430
-4.33716858,3.18563734,0.00400585,0.11833030,0.47097822,2.77149061,0.00762223,0.21855706
-4.33116558,3.31206139,0.00433724,0.12116797,0.48232943,2.88729374,0.00785459,0.22533833
-4.32516258,3.43004815,0.00466519,0.12328052,0.49084301,2.99714855,0.00804211,0.23089003
-4.31915958,3.53770811,0.00498429,0.12462779,0.49636318,3.09932209,0.00818148,0.23511768
-4.31315658,3.63329222,0.00528899,0.12518608,0.49879839,3.19216599,0.00827027,0.23795310
-4.30715358,3.71522995,0.00557372,0.12494890,0.49812398,3.27415156,0.00830701,0.23935652
