energy_ev,total_up,Ag_p_up,Ag_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.15457729,0.85361083,0.56546119,0.10657565,0.22066275,0.42077459,0.00062882,0.01457313,0.44823384,0.00000000
-3.14857429,0.81866174,0.54506067,0.10363254,0.21344011,0.39982424,0.00055972,0.01330388,0.43565102,0.00000000
-3.14257129,0.78729341,0.52633965,0.10109899,0.20718493,0.38054636,0.00049655,0.01222446,0.42506093,0.00000000
-3.13656828,0.75933609,0.50922821,0.09895119,0.20181784,0.36289244,0.00043924,0.01133995,0.41626349,0.00000000
-3.13056528,0.73455048,0.49360710,0.09715816,0.19724242,0.34677674,0.00038769,0.01065559,0.40902034,0.00000000
-3.12456228,0.71264983,0.47932036,0.09568499,0.19335203,0.33208472,0.00034179,0.01017740,0.40307049,0.00000000
-3.11855928,0.69332335,0.46618934,0.09449624,0.19003699,0.31868206,0.00030143,0.00991300,0.39814635,0.00000000
-3.11255628,0.67625968,0.45402720,0.09355928,0.18719173,0.30642402,0.00026655,0.00987225,0.39398952,0.00000000
-3.10655328,0.66116951,0.44265343,0.09284748,0.18472158,0.29516461,0.00023705,0.01006781,0.39036543,0.00000000
-3.10055028,0.64780594,0.43190740,0.09234302,0.18254887,0.28476517,0.00021293,0.01051565,0.38707643,0.00000000
-3.09454727,0.63598202,0.42166062,0.09203926,0.18061808,0.27510193,0.00019417,0.01123534,0.38397252,0.00000000
-3.08854427,0.62558426,0.41182683,0.09194240,0.17889992,0.26607225,0.00018086,0.01225019,0.38095950,0.00000000
-3.08254127,0.61658186,0.40236984,0.09207246,0.17739391,0.25759931,0.00017310,0.01358715,0.37800397,0.00000000
-3.07653827,0.60903096,0.39330843,0.09246356,0.17612960,0.24963497,0.00017110,0.01527652,0.37513528,0.00000000
-3.07053527,0.60307387,0.38471846,0.09316321,0.17516630,0.24216091,0.00017511,0.01735134,0.37244413,0.00000000
-3.06453227,0.59893324,0.37673193,0.09423095,0.17459123,0.23518788,0.00018550,0.01984664,0.37007804,0.00000000
-3.05852926,0.59690159,0.36953313,0.09573612,0.17451628,0.22875320,0.00020268,0.02279829,0.36823395,0.00000000
-3.05252626,0.59732639,0.36335213,0.09775498,0.17507354,0.22291685,0.00022719,0.02624173,0.36714818,0.00000000
-3.04652326,0.60059167,0.35845585,0.10036719,0.17640956,0.21775617,0.00025963,0.03021041,0.36708438,0.00000000
-3.04052026,0.60709681,0.35513713,0.10365190,0.17867891,0.21335966,0.00030069,0.03473410,0.36831989,0.00000000
-3.03451726,0.61723348,0.35370228,0.10768346,0.18203693,0.20982020,0.00035116,0.03983699,0.37113111,0.00000000
-3.02851426,0.63136185,0.35445754,0.11252710,0.18663223,0.20722798,0.00041188,0.04553582,0.37577867,0.00000000
-3.02251126,0.64978708,0.35769514,0.11823460,0.19259906,0.20566368,0.00048378,0.05183793,0.38249283,0.00000000
-3.01650825,0.67273723,0.36367925,0.12484029,0.20004996,0.20519211,0.00056782,0.05873941,0.39146002,0.00000000
-3.01050525,0.70034353,0.37263260,0.13235745,0.20906888,0.20585677,0.00066502,0.06622348,0.40281079,0.00000000
-3.00450225,0.73262415,0.38472407,0.14077541,0.21970516,0.20767547,0.00077640,0.07425904,0.41661005,0.00000000
-2.99849925,0.76947196,0.40005779,0.15005733,0.23196845,0.21063744,0.00090303,0.08279964,0.43284972,0.00000000
-2.99249625,0.81064729,0.41866412,0.16013902,0.24582497,0.21470184,0.00104591,0.09178290,0.45144434,0.00000000
-2.98649325,0.85577576,0.44049291,0.17092867,0.26119513,0.21979790,0.00120604,0.10113033,0.47222973,0.00000000
-2.98049025,0.90435170,0.46540915,0.18230771,0.27795273,0.22582666,0.00138437,0.11074786,0.49496486,0.00000000
-2.97448724,0.95574685,0.49319139,0.19413266,0.29592578,0.23266405,0.00158175,0.12052685,0.51933678,0.00000000
-2.96848424,1.00922433,0.52353290,0.20623815,0.31489884,0.24016536,0.00179892,0.13034576,0.54496855,0.00000000
-2.96248124,1.06395715,0.55604569,0.21844073,0.33461708,0.24817068,0.00203654,0.14007240,0.57142971,0.00000000
-2.95647824,1.11905066,0.59026718,0.23054360,0.35479173,0.25651106,0.00229506,0.14956668,0.59824892,0.00000000
-2.95047524,1.17356799,0.62566960,0.24234194,0.37510681,0.26501503,0.00257480,0.15868389,0.62492833,0.00000000
-2.94447224,1.22655742,0.66167165,0.25362871,0.39522698,0.27351517,0.00287585,0.16727828,0.65095888,0.00000000
-2.93846923,1.27708055,0.69765219,0.26420062,0.41480623,0.28185430,0.00319810,0.17520694,0.67583608,0.00000000
-2.93246623,1.32424000,0.73296557,0.27386416,0.43349709,0.28989091,0.00354115,0.18233371,0.69907548,0.00000000
-2.92646323,1.36720556,0.76695809,0.28244120,0.45095999,0.29750364,0.00390436,0.18853310,0.72022722,0.00000000
-2.92046023,1.40523760,0.79898508,0.28977428,0.46687255,0.30459451,0.00428674,0.19369396,0.73888909,0.00000000
-2.91445723,1.43770690,0.82842801,0.29573099,0.48093838,0.31109067,0.00468699,0.19772284,0.75471760,0.00000000
-2.90845423,1.46410996,0.85471104,0.30020764,0.49289508,0.31694472,0.00510343,0.20054685,0.76743650,0.00000000
-2.90245123,1.48407945,0.87731650,0.30313173,0.50252118,0.32213345,0.00553400,0.20211586,0.77684272,0.00000000
-2.89644822,1.49738926,0.89579869,0.30446344,0.50964180,0.32665530,0.00597623,0.20240408,0.78280932,0.00000000
-2.89044522,1.50395450,0.90979553,0.30419588,0.51413272,0.33052656,0.00642724,0.20141086,0.78528567,0.00000000
-2.88444222,1.50382628,0.91903771,0.30235435,0.51592294,0.33377668,0.00688375,0.19916071,0.78429487,0.00000000
-2.87843922,1.49718220,0.92335498,0.29899439,0.51499549,0.33644298,0.00734207,0.19570250,0.77992868,0.00000000
-2.87243622,1.48431286,0.92267947,0.29419908,0.51138664,0.33856513,0.00779815,0.19110803,0.77234052,0.00000000
-2.86643322,1.46560566,0.91704591,0.28807548,0.50518352,0.34017986,0.00824761,0.18546985,0.76173677,0.00000000
-2.86043022,1.44152654,0.90658892,0.28075056,0.49652038,0.34131607,0.00868584,0.17889857,0.74836707,0.00000000
-2.85442721,1.41260095,0.89153751,0.27236679,0.48557360,0.34199090,0.00910809,0.17151973,0.73251413,0.00000000
-2.84842421,1.37939491,0.87220715,0.26307754,0.47255588,0.34220691,0.00950955,0.16347033,0.71448357,0.00000000
-2.84242121,1.34249709,0.84898972,0.25304260,0.45770958,0.34195053,0.00988553,0.15489525,0.69459428,0.00000000
-2.83641821,1.30250279,0.82234201,0.24242396,0.44129990,0.34119196,0.01023159,0.14594359,0.67316975,0.00000000
-2.83041521,1.26000032,0.79277305,0.23138193,0.42360781,0.33988651,0.01054372,0.13676514,0.65053068,0.00000000
-2.82441221,1.21556024,0.76083088,0.22007188,0.40492318,0.33797726,0.01081851,0.12750708,0.62698903,0.00000000
-2.81840920,1.16972752,0.72708938,0.20864147,0.38553839,0.33539880,0.01105334,0.11831091,0.60284365,0.00000000
-2.81240620,1.12301670,0.69213532,0.19722867,0.36574235,0.33208197,0.01124652,0.10930988,0.57837749,0.00000000
-2.80640320,1.07590972,0.65655624,0.18596029,0.34581541,0.32795907,0.01139749,0.10062679,0.55385614,0.00000000
-2.80040020,1.02885590,0.62092936,0.17495113,0.32602486,0.32296930,0.01150689,0.09237223,0.52952758,0.00000000
-2.79439720,0.98227367,0.58581171,0.16430370,0.30662140,0.31706406,0.01157667,0.08464332,0.50562280,0.00000000
-2.78839420,0.93655328,0.55173145,0.15410830,0.28783625,0.31021180,0.01161015,0.07752283,0.48235695,0.00000000
-2.78239120,0.89205991,0.51918063,0.14444342,0.26987902,0.30240195,0.01161198,0.07107879,0.45993065,0.00000000
-2.77638819,0.84913645,0.48860907,0.13537634,0.25293621,0.29364790,0.01158808,0.06536433,0.43853121,0.00000000
-2.77038519,0.80810552,0.46041936,0.12696380,0.23717018,0.28398873,0.01154550,0.06041788,0.41833333,0.00000000
-2.76438219,0.76927019,0.43496272,0.11925262,0.22271848,0.27348954,0.01149227,0.05626357,0.39949921,0.00000000
-2.75837919,0.73291315,0.41253568,0.11228025,0.20969343,0.26224053,0.01143709,0.05291183,0.38217776,0.00000000
-2.75237619,0.69929429,0.39337726,0.10607509,0.19818196,0.25035484,0.01138909,0.05036002,0.36650304,0.00000000
-2.74637319,0.66864660,0.37766659,0.10065669,0.18824537,0.23796525,0.01135748,0.04859320,0.35259175,0.00000000
-2.74037019,0.64117080,0.36552097,0.09603566,0.17991931,0.22521998,0.01135115,0.04758496,0.34054015,0.00000000
-2.73436718,0.61702889,0.35699414,0.09221346,0.17321370,0.21227801,0.01137834,0.04729815,0.33042035,0.00000000
-2.72836418,0.59633733,0.35207512,0.08918204,0.16811272,0.19930391,0.01144625,0.04768578,0.32227652,0.00000000
-2.72236118,0.57916017,0.35068745,0.08692339,0.16457499,0.18646283,0.01156065,0.04869179,0.31612106,0.00000000
-2.71635818,0.56550298,0.35268914,0.08540918,0.16253391,0.17391558,0.01172561,0.05025200,0.31193133,0.00000000
-2.71035518,0.55530804,0.35787356,0.08460039,0.16189830,0.16181441,0.01194320,0.05229497,0.30964706,0.00000000
-2.70435218,0.54845132,0.36597141,0.08444723,0.16255346,0.15029940,0.01221334,0.05474307,0.30916888,0.00000000
-2.69834917,0.54474189,0.37665404,0.08488927,0.16436272,0.13949584,0.01253360,0.05751358,0.31035819,0.00000000
-2.69234617,0.54392378,0.38953828,0.08585594,0.16716952,0.12951252,0.01289926,0.06051995,0.31303850,0.00000000
-2.68634317,0.54568086,0.40419291,0.08726738,0.17080018,0.12044113,0.01330334,0.06367315,0.31699843,0.00000000
-2.68034017,0.54964433,0.42014683,0.08903571,0.17506721,0.11235657,0.01373675,0.06688322,0.32199633,0.00000000
-2.67433717,0.55540303,0.43689885,0.09106669,0.17977326,0.10531822,0.01418856,0.07006086,0.32776636,0.00000000
-2.66833417,0.56251594,0.45392900,0.09326175,0.18471564,0.09937190,0.01464633,0.07311916,0.33402602,0.00000000
-2.66233117,0.57052659,0.47071099,0.09552032,0.18969118,0.09455245,0.01509654,0.07597537,0.34048463,0.00000000
-2.65632816,0.57897860,0.48672560,0.09774240,0.19450138,0.09088660,0.01552501,0.07855267,0.34685260,0.00000000
-2.65032516,0.58743176,0.50147444,0.09983127,0.19895770,0.08839593,0.01591743,0.08078187,0.35285092,0.00000000
-2.64432216,0.59547776,0.51449358,0.10169617,0.20288662,0.08709982,0.01625986,0.08260293,0.35822061,0.00000000
-2.63831916,0.60275492,0.52536655,0.10325490,0.20613441,0.08701789,0.01653923,0.08396643,0.36273148,0.00000000
-2.63231616,0.60896102,0.53373612,0.10443621,0.20857142,0.08817197,0.01674382,0.08483460,0.36618988,0.00000000
-2.62631316,0.61386368,0.53931425,0.10518183,0.21009548,0.09058735,0.01686365,0.08518215,0.36844514,0.00000000
-2.62031016,0.61730763,0.54188992,0.10544801,0.21063449,0.09429310,0.01689090,0.08499671,0.36939411,0.00000000
-2.61430715,0.61921857,0.54133427,0.10520665,0.21014792,0.09932160,0.01682009,0.08427890,0.36898387,0.00000000
-2.60830415,0.61960333,0.53760293,0.10444575,0.20862720,0.10570702,0.01664833,0.08304192,0.36721226,0.00000000
-2.60230115,0.61854634,0.53073534,0.10316932,0.20609497,0.11348299,0.01637534,0.08131090,0.36412625,0.00000000
-2.59629815,0.61620257,0.52085114,0.10139669,0.20260316,0.12267946,0.01600344,0.07912172,0.35981833,0.00000000
-2.59029515,0.61278728,0.50814375,0.09916126,0.19823018,0.13331904,0.01553741,0.07651961,0.35442100,0.00000000
-2.58429215,0.60856328,0.49287153,0.09650878,0.19307706,0.14541288,0.01498430,0.07355749,0.34809968,0.00000000
-2.57828914,0.60382615,0.47534680,0.09349522,0.18726300,0.15895650,0.01435310,0.07029405,0.34104445,0.00000000
-2.57228614,0.59888849,0.45592348,0.09018432,0.18092044,0.17392581,0.01365441,0.06679179,0.33346104,0.00000000
-2.56628314,0.59406381,0.43498371,0.08664505,0.17418984,0.19027364,0.01290003,0.06311499,0.32556149,0.00000000
-2.56028014,0.58965118,0.41292423,0.08294897,0.16721454,0.20792698,0.01210254,0.05932776,0.31755504,0.00000000
-2.55427714,0.58592124,0.39014304,0.07916764,0.16013578,0.22678544,0.01127488,0.05549222,0.30963962,0.00000000
-2.54827414,0.58310457,0.36702694,0.07537028,0.15308824,0.24672090,0.01042996,0.05166682,0.30199439,0.00000000
-2.54227114,0.58138271,0.34394057,0.07162172,0.14619620,0.26757868,0.00958024,0.04790502,0.29477371,0.00000000
-2.53626813,0.58088260,0.32121711,0.06798067,0.13957049,0.28918031,0.00873742,0.04425414,0.28810271,0.00000000
-2.53026513,0.58167445,0.29915120,0.06449846,0.13330628,0.31132780,0.00791216,0.04075462,0.28207467,0.00000000
-2.52426213,0.58377312,0.27799411,0.06121819,0.12748184,0.33380938,0.00711386,0.03743954,0.27675024,0.00000000
-2.51825913,0.58714287,0.25795119,0.05817435,0.12215810,0.35640656,0.00635053,0.03433447,0.27215844,0.00000000
-2.51225613,0.59170507,0.23918171,0.05539288,0.11737913,0.37890206,0.00562864,0.03145761,0.26829930,0.00000000
-2.50625313,0.59734826,0.22180063,0.05289161,0.11317328,0.40108834,0.00495317,0.02882018,0.26514784,0.00000000
-2.50025013,0.60393989,0.20588229,0.05068098,0.10955488,0.42277629,0.00432760,0.02642702,0.26265913,0.00000000
-2.49424712,0.61133902,0.19146556,0.04876505,0.10652647,0.44380350,0.00375400,0.02427732,0.26077403,0.00000000
-2.48824412,0.61940895,0.17856008,0.04714269,0.10408111,0.46404166,0.00323313,0.02236551,0.25942522,0.00000000
-2.48224112,0.62802920,0.16715317,0.04580878,0.10220487,0.48340272,0.00276461,0.02068214,0.25854320,0.00000000
-2.47623812,0.63710588,0.15721708,0.04475548,0.10087918,0.50184315,0.00234709,0.01921484,0.25806178,0.00000000
-2.47023512,0.64657991,0.14871612,0.04397340,0.10008296,0.51936621,0.00197840,0.01794918,0.25792286,0.00000000
-2.46423212,0.65643254,0.14161335,0.04345265,0.09979434,0.53602182,0.00165575,0.01686947,0.25808021,0.00000000
-2.45822911,0.66668788,0.13587655,0.04318369,0.09999201,0.55190405,0.00137587,0.01595955,0.25850207,0.00000000
-2.45222611,0.67741234,0.13148321,0.04315805,0.10065612,0.56714619,0.00113524,0.01520331,0.25917254,0.00000000
-2.44622311,0.68871100,0.12842437,0.04336872,0.10176861,0.58191363,0.00093013,0.01458529,0.26009169,0.00000000
-2.44022011,0.70072126,0.12670728,0.04381048,0.10331323,0.59639482,0.00075682,0.01409098,0.26127458,0.00000000
-2.43421711,0.71360418,0.12635663,0.04447987,0.10527509,0.61079078,0.00061163,0.01370711,0.26274923,0.00000000
-2.42821411,0.72753401,0.12741462,0.04537515,0.10764003,0.62530373,0.00049106,0.01342186,0.26455391,0.00000000
-2.42221111,0.74268676,0.12993969,0.04649606,0.11039377,0.64012526,0.00039181,0.01322494,0.26673382,0.00000000
-2.41620810,0.75922831,0.13400418,0.04784346,0.11352102,0.65542483,0.00031084,0.01310763,0.26933767,0.00000000
-2.41020510,0.77730299,0.13969093,0.04941900,0.11700467,0.67133912,0.00024539,0.01306281,0.27241417,0.00000000
-2.40420210,0.79702309,0.14708908,0.05122471,0.12082516,0.68796274,0.00019299,0.01308492,0.27600893,0.00000000
-2.39819910,0.81846004,0.15628920,0.05326267,0.12496011,0.70534085,0.00015147,0.01316998,0.28016180,0.00000000
-2.39219610,0.84163768,0.16737793,0.05553468,0.12938420,0.72346397,0.00011895,0.01331556,0.28490493,0.00000000
-2.38619310,0.86652789,0.18043238,0.05804203,0.13406953,0.74226526,0.00009380,0.01352081,0.29026157,0.00000000
-2.38019010,0.89304881,0.19551458,0.06078531,0.13898618,0.76162047,0.00007465,0.01378643,0.29624570,0.00000000
-2.37418709,0.92106567,0.21266594,0.06376429,0.14410323,0.78135028,0.00006035,0.01411479,0.30286239,0.00000000
-2.36818409,0.95039403,0.23190234,0.06697788,0.14938993,0.80122521,0.00004994,0.01450988,0.31010885,0.00000000
-2.36218109,0.98080522,0.25320964,0.07042412,0.15481710,0.82097258,0.00004265,0.01497737,0.31797603,0.00000000
-2.35617809,1.01203370,0.27654013,0.07410017,0.16035863,0.84028532,0.00003785,0.01552464,0.32645048,0.00000000
-2.35017509,1.04378573,0.30180991,0.07800235,0.16599290,0.85883220,0.00003502,0.01616068,0.33551640,0.00000000
-2.34417209,1.07574906,0.32889743,0.08212609,0.17170411,0.87626902,0.00003379,0.01689604,0.34515755,0.00000000
-2.33816908,1.10760303,0.35764322,0.08646586,0.17748332,0.89225029,0.00003386,0.01774264,0.35535885,0.00000000
-2.33216608,1.13902876,0.38785096,0.09101512,0.18332917,0.90644109,0.00003500,0.01871352,0.36610758,0.00000000
-2.32616308,1.16971881,0.41928987,0.09576605,0.18924825,0.91852849,0.00003708,0.01982250,0.37739383,0.00000000
-2.32016008,1.19938624,0.45169832,0.10070934,0.19525496,0.92823239,0.00004002,0.02108376,0.38921034,0.00000000
-2.31415708,1.22777246,0.48478871,0.10583389,0.20137095,0.93531533,0.00004379,0.02251130,0.40155157,0.00000000
-2.30815408,1.25465400,0.51825331,0.11112640,0.20762418,0.93959105,0.00004842,0.02411839,0.41441207,0.00000000
-2.30215108,1.27984790,0.55177101,0.11657101,0.21404759,0.94093166,0.00005399,0.02591686,0.42778426,0.00000000
-2.29614807,1.30321562,0.58501467,0.12214888,0.22067750,0.93927324,0.00006066,0.02791648,0.44165575,0.00000000
-2.29014507,1.32466583,0.61765891,0.12783787,0.22755187,0.93461978,0.00006861,0.03012427,0.45600643,0.00000000
-2.28414207,1.34415576,0.64938797,0.13361223,0.23470856,0.92704546,0.00007810,0.03254386,0.47080554,0.00000000
-2.27813907,1.36169162,0.67990354,0.13944243,0.24218365,0.91669525,0.00008946,0.03517493,0.48600907,0.00000000
-2.27213607,1.37732799,0.70893216,0.14529514,0.25001015,0.90378379,0.00010307,0.03801272,0.50155759,0.00000000
-2.26613307,1.39116652,0.73623217,0.15113341,0.25821690,0.88859271,0.00011937,0.04104781,0.51737493,0.00000000
-2.26013007,1.40335405,0.76159987,0.15691698,0.26682813,0.87146635,0.00013888,0.04426589,0.53336781,0.00000000
-2.25412706,1.41408028,0.78487492,0.16260292,0.27586347,0.85280603,0.00016218,0.04764789,0.54942664,0.00000000
-2.24812406,1.42357514,0.80594478,0.16814643,0.28533853,0.83306296,0.00018993,0.05117025,0.56542754,0.00000000
-2.24212106,1.43210589,0.82474831,0.17350189,0.29526604,0.81272989,0.00022282,0.05480540,0.58123563,0.00000000
-2.23611806,1.43997398,0.84127824,0.17862406,0.30565745,0.79233160,0.00026159,0.05852249,0.59670949,0.00000000
-2.23011506,1.44751162,0.85558289,0.18346949,0.31652489,0.77241450,0.00030704,0.06228828,0.61170660,0.00000000
-2.22411206,1.45507793,0.86776684,0.18799801,0.32788323,0.75353537,0.00035997,0.06606817,0.62608954,0.00000000
-2.21810905,1.46305458,0.87799066,0.19217419,0.33975225,0.73624957,0.00042118,0.06982732,0.63973263,0.00000000
-2.21210605,1.47184072,0.88646976,0.19596884,0.35215842,0.72109881,0.00049147,0.07353188,0.65252860,0.00000000
-2.20610305,1.48184702,0.89347220,0.19936032,0.36513634,0.70859884,0.00057156,0.07715017,0.66439481,0.00000000
-2.20010005,1.49348867,0.89931548,0.20233559,0.37872942,0.69922724,0.00066212,0.08065375,0.67527877,0.00000000
-2.19409705,1.50717727,0.90436217,0.20489107,0.39298978,0.69341157,0.00076372,0.08401842,0.68516234,0.00000000
-2.18809405,1.52331150,0.90901431,0.20703302,0.40797715,0.69151830,0.00087680,0.08722499,0.69406439,0.00000000
-2.18209105,1.54226658,0.91370648,0.20877755,0.42375670,0.69384259,0.00100162,0.09025983,0.70204159,0.00000000
-2.17608804,1.56438277,0.91889738,0.21015019,0.44039585,0.70059947,0.00113826,0.09311515,0.70918726,0.00000000
-2.17008504,1.58995319,0.92506002,0.21118498,0.45796019,0.71191648,0.00128661,0.09578902,0.71562801,0.00000000
-2.16408204,1.61921115,0.93267041,0.21192319,0.47650850,0.72782817,0.00144629,0.09828503,0.72151855,0.00000000
-2.15807904,1.65231772,0.94219491,0.21241156,0.49608741,0.74827263,0.00161669,0.10061182,0.72703465,0.00000000
-2.15207604,1.68935000,0.95407641,0.21270042,0.51672562,0.77309020,0.00179693,0.10278226,0.73236474,0.00000000
-2.14607304,1.73029078,0.96871966,0.21284144,0.53842849,0.80202464,0.00198586,0.10481253,0.73770058,0.00000000
-2.14007004,1.77502020,0.98647612,0.21288543,0.56117291,0.83472663,0.00218207,0.10672103,0.74322748,0.00000000
-2.13406703,1.82331009,1.00762889,0.21288014,0.58490326,0.87075973,0.00238391,0.10852726,0.74911475,0.00000000
-2.12806403,1.87482155,1.03237821,0.21286825,0.60952845,0.90960861,0.00258948,0.11025077,0.75550689,0.00000000
-2.12206103,1.92910626,1.06082825,0.21288565,0.63492064,0.95068954,0.00279666,0.11191003,0.76251620,0.00000000
-2.11605803,1.98561173,1.09297586,0.21296011,0.66091559,0.99336268,0.00300320,0.11352163,0.77021709,0.00000000
-2.11005503,2.04369063,1.12870187,0.21311040,0.68731507,1.03694605,0.00320666,0.11509950,0.77864273,0.00000000
-2.10405203,2.10261418,1.16776560,0.21334595,0.71389100,1.08073061,0.00340455,0.11665440,0.78778414,0.00000000
-2.09804902,2.16158916,1.20980312,0.21366701,0.74039156,1.12399620,0.00359432,0.11819367,0.79759176,0.00000000
-2.09204602,2.21977810,1.25432959,0.21406534,0.76654883,1.16602775,0.00377343,0.11972108,0.80797962,0.00000000
-2.08604302,2.27632190,1.30074595,0.21452532,0.79208767,1.20613131,0.00393941,0.12123700,0.81883166,0.00000000
-2.08004002,2.33036405,1.34835009,0.21502543,0.81673556,1.24364940,0.00408990,0.12273866,0.83000999,0.00000000
-2.07403702,2.38107548,1.39635210,0.21554006,0.84023272,1.27797540,0.00422270,0.12422053,0.84136449,0.00000000
-2.06803402,2.42767895,1.44389358,0.21604136,0.86234212,1.30856626,0.00433584,0.12567483,0.85274314,0.00000000
-2.06203102,2.46947204,1.49007019,0.21650123,0.88285878,1.33495354,0.00442759,0.12709198,0.86400255,0.00000000
-2.05602801,2.50584782,1.53395674,0.21689313,0.90161789,1.35675227,0.00449653,0.12846111,0.87501783,0.00000000
-2.05002501,2.53631212,1.57463410,0.21719370,0.91850119,1.37366752,0.00454159,0.12977047,0.88569143,0.00000000
-2.04402201,2.56049697,1.61121668,0.21738409,0.93344134,1.38549861,0.00456201,0.13100770,0.89596015,0.00000000
-2.03801901,2.57816949,1.64287959,0.21745089,0.94642390,1.39214078,0.00455745,0.13216010,0.90580004,0.00000000
-2.03201601,2.58923606,1.66888435,0.21738666,0.95748686,1.39358466,0.00452792,0.13321466,0.91522881,0.00000000
-2.02601301,2.59374157,1.68860208,0.21718995,0.96671757,1.38991329,0.00447386,0.13415808,0.92430564,0.00000000
-2.02001001,2.59186396,1.70153329,0.21686499,0.97424740,1.38129718,0.00439604,0.13497667,0.93312832,0.00000000
-2.01400700,2.58390442,1.70732344,0.21642097,0.98024414,1.36798744,0.00429562,0.13565619,0.94182797,0.00000000
-2.00800400,2.57027366,1.70577370,0.21587090,0.98490270,1.35030740,0.00417408,0.13618167,0.95056150,0.00000000
-2.00200100,2.55147504,1.69684645,0.21523041,0.98843450,1.32864283,0.00403323,0.13653731,0.95950248,0.00000000
-1.99599800,2.52808527,1.68066545,0.21451625,0.99105614,1.30343122,0.00387510,0.13670633,0.96883059,0.00000000
-1.98999500,2.50073357,1.65751069,0.21374483,0.99297784,1.27515035,0.00370197,0.13667106,0.97872052,0.00000000
-1.98399200,2.47008009,1.62780828,0.21293083,0.99439244,1.24430645,0.00351629,0.13641305,0.98933078,0.00000000
-1.97798899,2.43679447,1.59211581,0.21208590,0.99546528,1.21142231,0.00332058,0.13591335,1.00079297,0.00000000
-1.97198599,2.40153536,1.55110401,0.21121764,0.99632566,1.17702546,0.00311747,0.13515298,1.01320212,0.00000000
-1.96598299,2.36493149,1.50553533,0.21032883,0.99706025,1.14163687,0.00290955,0.13411343,1.02660853,0.00000000
-1.95997999,2.32756490,1.45624046,0.20941696,0.99770869,1.10576019,0.00269936,0.13277743,1.04101144,0.00000000
-1.95397699,2.28995677,1.40409373,0.20847419,0.99826161,1.06987193,0.00248935,0.13112962,1.05635488,0.00000000
-1.94797399,2.25255610,1.34998826,0.20748749,0.99866121,1.03441253,0.00228180,0.12915745,1.07252568,0.00000000
-1.94197099,2.21573147,1.29481163,0.20643916,0.99880408,0.99977866,0.00207880,0.12685190,1.08935391,0.00000000
-1.93596798,2.17976570,1.23942307,0.20530764,0.99854635,0.96631674,0.00188222,0.12420831,1.10661540,0.00000000
-1.92996498,2.14485356,1.18463261,0.20406840,0.99771055,0.93431779,0.00169367,0.12122693,1.12403639,0.00000000
-1.92396198,2.11110212,1.13118279,0.20269503,0.99609398,0.90401364,0.00151449,0.11791352,1.14129987,0.00000000
-1.91795898,2.07853360,1.07973327,0.20116037,0.99347808,0.87557468,0.00134576,0.11427960,1.15805352,0.00000000
-1.91195598,2.04709031,1.03084866,0.19943762,0.98963823,0.84910889,0.00118827,0.11034258,1.17391867,0.00000000
-1.90595298,2.01664146,0.98498958,0.19750136,0.98435354,0.82466237,0.00104254,0.10612566,1.18850012,0.00000000
-1.89994997,1.98699137,0.94250698,0.19532847,0.97741621,0.80222126,0.00090884,0.10165751,1.20139636,0.00000000
-1.89394697,1.95788886,0.90363968,0.19289888,0.96863993,0.78171491,0.00078722,0.09697168,1.21220986,0.00000000
-1.88794397,1.92903750,0.86851482,0.19019612,0.95786716,0.76302035,0.00067749,0.09210592,1.22055717,0.00000000
-1.88194097,1.90010641,0.83715123,0.18720772,0.94497486,0.74596783,0.00057933,0.08710125,1.22607851,0.00000000
-1.87593797,1.87074146,0.80946521,0.18392534,0.92987862,0.73034743,0.00049222,0.08200098,1.22844669,0.00000000
-1.86993497,1.84057660,0.78527862,0.18034485,0.91253522,0.71591644,0.00041554,0.07684959,1.22737509,0.00000000
-1.86393197,1.80924521,0.76432892,0.17646618,0.89294343,0.70240748,0.00034861,0.07169169,1.22262456,0.00000000
-1.85792896,1.77639123,0.74628090,0.17229309,0.87114346,0.68953708,0.00029063,0.06657085,1.21400928,0.00000000
-1.85192596,1.74167999,0.73073965,0.16783295,0.84721495,0.67701455,0.00024083,0.06152869,1.20140127,0.00000000
-1.84592296,1.70480849,0.71726471,0.16309637,0.82127397,0.66455085,0.00019839,0.05660387,1.18473363,0.00000000
-1.83991996,1.66551497,0.70538477,0.15809692,0.79346914,0.65186734,0.00016250,0.05183141,1.16400254,0.00000000
-1.83391696,1.62358766,0.69461274,0.15285084,0.76397711,0.63870400,0.00013240,0.04724202,1.13926779,0.00000000
-1.82791396,1.57887235,0.68446083,0.14737683,0.73299781,0.62482705,0.00010734,0.04286168,1.11065212,0.00000000
-1.82191096,1.53127862,0.67445513,0.14169586,0.70074945,0.61003559,0.00008666,0.03871141,1.07833912,0.00000000
-1.81590795,1.48078462,0.66414945,0.13583100,0.66746364,0.59416722,0.00006971,0.03480715,1.04256999,0.00000000
-1.80990495,1.42744003,0.65313795,0.12980739,0.63338068,0.57710226,0.00005593,0.03115991,1.00363899,0.00000000
-1.80390195,1.37136716,0.64106615,0.12365211,0.59874520,0.55876664,0.00004482,0.02777592,0.96188788,0.00000000
-1.79789895,1.31276005,0.62764021,0.11739412,0.56380211,0.53913329,0.00003593,0.02465709,0.91769928,0.00000000
-1.79189595,1.25188153,0.61263388,0.11106421,0.52879298,0.51822190,0.00002887,0.02180140,0.87148929,0.00000000
