energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up
-3.28064032,1.99224565,0.12618730,0.16749335,0.00095326,0.02390218,0.25604117,1.89167319,0.19302514,0.00000000
-3.27463732,1.94775891,0.12525945,0.17504299,0.00096661,0.02560414,0.25165409,1.82649005,0.19074804,0.00000000
-3.26863432,1.90238538,0.12442931,0.18328212,0.00097872,0.02745246,0.24736837,1.75869437,0.18897094,0.00000000
-3.26263132,1.85711146,0.12372129,0.19218573,0.00098979,0.02943622,0.24327788,1.68947334,0.18774269,0.00000000
-3.25662831,1.81281475,0.12315401,0.20170251,0.00100004,0.03153916,0.23945884,1.61995016,0.18708753,0.00000000
-3.25062531,1.77023386,0.12273885,0.21175405,0.00100962,0.03373954,0.23596620,1.55115126,0.18700362,0.00000000
-3.24462231,1.72994563,0.12247891,0.22223521,0.00101866,0.03601032,0.23283096,1.48397922,0.18746267,0.00000000
-3.23861931,1.69235066,0.12236850,0.23301592,0.00102719,0.03831946,0.23005892,1.41919234,0.18841062,0.00000000
-3.23261631,1.65766771,0.12239308,0.24394424,0.00103520,0.04063056,0.22763058,1.35739154,0.18976951,0.00000000
-3.22661331,1.62593723,0.12252984,0.25485075,0.00104260,0.04290368,0.22550236,1.29901483,0.19144025,0.00000000
-3.22061031,1.59703334,0.12274869,0.26555396,0.00104924,0.04509641,0.22360913,1.24433911,0.19330642,0.00000000
-3.21460730,1.57068375,0.12301385,0.27586670,0.00105493,0.04716507,0.22186773,1.19348899,0.19523880,0.00000000
-3.20860430,1.54649613,0.12328573,0.28560306,0.00105942,0.04906608,0.22018144,1.14645152,0.19710053,0.00000000
-3.20260130,1.52398947,0.12352320,0.29458565,0.00106245,0.05075738,0.21844514,1.10309597,0.19875259,0.00000000
-3.19659830,1.50262871,0.12368598,0.30265279,0.00106377,0.05219989,0.21655083,1.06319717,0.20005948,0.00000000
-3.19059530,1.48186049,0.12373703,0.30966525,0.00106313,0.05335890,0.21439331,1.02646103,0.20089472,0.00000000
-3.18459230,1.46114831,0.12364494,0.31551225,0.00106033,0.05420532,0.21187565,0.99255088,0.20114598,0.00000000
-3.17858929,1.44000507,0.12338591,0.32011634,0.00105520,0.05471684,0.20891425,0.96111296,0.20071973,0.00000000
-3.17258629,1.41802154,0.12294555,0.32343687,0.00104769,0.05487878,0.20544319,0.93180016,0.19954490,0.00000000
-3.16658329,1.39488927,0.12232003,0.32547198,0.00103778,0.05468470,0.20141776,0.90429263,0.19757581,0.00000000
-3.16058029,1.37041699,0.12151684,0.32625887,0.00102557,0.05413677,0.19681689,0.87831458,0.19479385,0.00000000
-3.15457729,1.34454009,0.12055485,0.32587232,0.00101124,0.05324572,0.19164447,0.85364669,0.19120817,0.00000000
-3.14857429,1.31732279,0.11946387,0.32442170,0.00099506,0.05203061,0.18592962,0.83013394,0.18685519,0.00000000
-3.14257129,1.28895355,0.11828360,0.32204641,0.00097740,0.05051820,0.17972567,0.80768881,0.18179706,0.00000000
-3.13656828,1.25973411,0.11706212,0.31891016,0.00095867,0.04874215,0.17310831,0.78629020,0.17611919,0.00000000
-3.13056528,1.23006332,0.11585394,0.31519430,0.00093936,0.04674190,0.16617265,0.76597853,0.16992687,0.00000000
-3.12456228,1.20041685,0.11471780,0.31109056,0.00092000,0.04456151,0.15902972,0.74684781,0.16334141,0.00000000
-3.11855928,1.17132413,0.11371421,0.30679365,0.00090113,0.04224823,0.15180232,0.72903533,0.15649567,0.00000000
-3.11255628,1.14334394,0.11290306,0.30249394,0.00088332,0.03985117,0.14462058,0.71270982,0.14952947,0.00000000
-3.10655328,1.11703996,0.11234119,0.29837076,0.00086712,0.03741984,0.13761741,0.69805908,0.14258490,0.00000000
-3.10055028,1.09295765,0.11208018,0.29458643,0.00085305,0.03500284,0.13092399,0.68527757,0.13580185,0.00000000
-3.09454727,1.07160325,0.11216447,0.29128136,0.00084163,0.03264660,0.12466559,0.67455486,0.12931385,0.00000000
-3.08854427,1.05342608,0.11262973,0.28857048,0.00083331,0.03039427,0.11895766,0.66606531,0.12324431,0.00000000
-3.08254127,1.03880436,0.11350173,0.28654086,0.00082854,0.02828482,0.11390258,0.65995946,0.11770343,0.00000000
-3.07653827,1.02803516,0.11479561,0.28525078,0.00082770,0.02635221,0.10958699,0.65635733,0.11278566,0.00000000
-3.07053527,1.02132828,0.11651549,0.28472998,0.00083118,0.02462492,0.10607967,0.65534365,0.10856792,0.00000000
-3.06453227,1.01880405,0.11865462,0.28498116,0.00083937,0.02312553,0.10343033,0.65696510,0.10510844,0.00000000
-3.05852926,1.02049465,0.12119584,0.28598236,0.00085263,0.02187058,0.10166888,0.66122933,0.10244623,0.00000000
-3.05252626,1.02634842,0.12411228,0.28769013,0.00087138,0.02087055,0.10080549,0.66810544,0.10060127,0.00000000
-3.04652326,1.03623659,0.12736846,0.29004318,0.00089609,0.02012998,0.10083122,0.67752594,0.09957508,0.00000000
-3.04052026,1.04996189,0.13092146,0.29296632,0.00092728,0.01964779,0.10171924,0.68938953,0.09935194,0.00000000
-3.03451726,1.06726832,0.13472229,0.29637442,0.00096556,0.01941762,0.10342644,0.70356469,0.09990035,0.00000000
-3.02851426,1.08785159,0.13871733,0.30017628,0.00101166,0.01942832,0.10589560,0.71989372,0.10117490,0.00000000
-3.02251126,1.11136978,0.14284976,0.30427807,0.00106639,0.01966446,0.10905771,0.73819691,0.10311837,0.00000000
-3.01650825,1.13745377,0.14706105,0.30858651,0.00113069,0.02010692,0.11283467,0.75827688,0.10566392,0.00000000
-3.01050525,1.16571707,0.15129237,0.31301138,0.00120560,0.02073347,0.11714201,0.77992272,0.10873749,0.00000000
-3.00450225,1.19576505,0.15548595,0.31746765,0.00129224,0.02151940,0.12189171,0.80291396,0.11226011,0.00000000
-2.99849925,1.22720322,0.15958634,0.32187706,0.00139179,0.02243815,0.12699504,0.82702434,0.11615031,0.00000000
-2.99249625,1.25964456,0.16354165,0.32616924,0.00150547,0.02346190,0.13236513,0.85202517,0.12032633,0.00000000
-2.98649325,1.29271596,0.16730462,0.33028244,0.00163445,0.02456221,0.13791947,0.87768845,0.12470825,0.00000000
-2.98049025,1.32606357,0.17083365,0.33416400,0.00177985,0.02571062,0.14358203,0.90378962,0.12921998,0.00000000
-2.97448724,1.35935723,0.17409361,0.33777045,0.00194263,0.02687916,0.14928503,0.93010999,0.13379090,0.00000000
-2.96848424,1.39229387,0.17705657,0.34106758,0.00212356,0.02804093,0.15497029,0.95643871,0.13835735,0.00000000
-2.96248124,1.42459998,0.17970237,0.34403023,0.00232311,0.02917057,0.16059011,0.98257445,0.14286367,0.00000000
-2.95647824,1.45603298,0.18201891,0.34664208,0.00254140,0.03024470,0.16610762,1.00832660,0.14726304,0.00000000
-2.95047524,1.48638157,0.18400228,0.34889519,0.00277816,0.03124231,0.17149661,1.03351611,0.15151777,0.00000000
-2.94447224,1.51546511,0.18565659,0.35078954,0.00303263,0.03214508,0.17674090,1.05797579,0.15559935,0.00000000
-2.93846923,1.54313186,0.18699353,0.35233233,0.00330352,0.03293761,0.18183317,1.08155036,0.15948803,0.00000000
-2.93246623,1.56925632,0.18803167,0.35353704,0.00358902,0.03360762,0.18677340,1.10409597,0.16317200,0.00000000
-2.92646323,1.59373570,0.18879541,0.35442237,0.00388674,0.03414600,0.19156696,1.12547952,0.16664633,0.00000000
-2.92046023,1.61648560,0.18931368,0.35501078,0.00419374,0.03454684,0.19622250,1.14557773,0.16991153,0.00000000
-2.91445723,1.63743527,0.18961846,0.35532693,0.00450658,0.03480736,0.20074965,1.16427615,0.17297192,0.00000000
-2.90845423,1.65652263,0.18974303,0.35539578,0.00482135,0.03492771,0.20515673,1.18146821,0.17583388,0.00000000
-2.90245123,1.67368943,0.18972017,0.35524055,0.00513377,0.03491081,0.20944867,1.19705455,0.17850402,0.00000000
-2.89644822,1.68887684,0.18958035,0.35488063,0.00543931,0.03476201,0.21362502,1.21094271,0.18098747,0.00000000
-2.89044522,1.70202203,0.18934996,0.35432951,0.00573325,0.03448881,0.21767851,1.22304745,0.18328628,0.00000000
-2.88444222,1.71305584,0.18904975,0.35359286,0.00601090,0.03410047,0.22159397,1.23329172,0.18539806,0.00000000
-2.87843922,1.72190217,0.18869355,0.35266697,0.00626768,0.03360768,0.22534783,1.24160852,0.18731511,0.00000000
-2.87243622,1.72847903,0.18828737,0.35153759,0.00649929,0.03302215,0.22890824,1.24794352,0.18902375,0.00000000
-2.86643322,1.73270161,0.18782897,0.35017944,0.00670187,0.03235629,0.23223576,1.25225861,0.19050433,0.00000000
-2.86043022,1.73448731,0.18730784,0.34855635,0.00687212,0.03162287,0.23528476,1.25453614,0.19173161,0.00000000
-2.85442721,1.73376247,0.18670585,0.34662221,0.00700742,0.03083475,0.23800519,1.25478369,0.19267561,0.00000000
-2.84842421,1.73047081,0.18599828,0.34432272,0.00710591,0.03000467,0.24034499,1.25303925,0.19330301,0.00000000
-2.84242121,1.72458273,0.18515539,0.34159785,0.00716659,0.02914501,0.24225270,1.24937619,0.19357882,0.00000000
-2.83641821,1.71610535,0.18414439,0.33838507,0.00718932,0.02826774,0.24368035,1.24390799,0.19346838,0.00000000
-2.83041521,1.70509223,0.18293166,0.33462306,0.00717486,0.02738428,0.24458629,1.23679200,0.19293956,0.00000000
-2.82441221,1.69165237,0.18148515,0.33025586,0.00712479,0.02650550,0.24493799,1.22823200,0.19196488,0.00000000
-2.81840920,1.67595757,0.17977685,0.32523721,0.00704151,0.02564170,0.24471441,1.21847903,0.19052373,0.00000000
-2.81240620,1.65824751,0.17778506,0.31953479,0.00692809,0.02480267,0.24390799,1.20783028,0.18860418,0.00000000
-2.80640320,1.63883205,0.17549647,0.31313430,0.00678816,0.02399769,0.24252605,1.19662560,0.18620454,0.00000000
-2.80040020,1.61809025,0.17290785,0.30604303,0.00662581,0.02323560,0.24059140,1.18524172,0.18333448,0.00000000
-2.79439720,1.59646589,0.17002722,0.29829271,0.00644540,0.02252485,0.23814232,1.17408400,0.18001557,0.00000000
-2.78839420,1.57445953,0.16687449,0.28994165,0.00625142,0.02187350,0.23523171,1.16357599,0.17628133,0.00000000
-2.78239120,1.55261729,0.16348148,0.28107590,0.00604832,0.02128928,0.23192548,1.15414722,0.17217663,0.00000000
-2.77638819,1.53151687,0.15989144,0.27180945,0.00584041,0.02077956,0.22830036,1.14621952,0.16775663,0.00000000
-2.77038519,1.51175155,0.15615788,0.26228346,0.00563168,0.02035136,0.22444113,1.14019275,0.16308520,0.00000000
-2.76438219,1.49391284,0.15234307,0.25266451,0.00542569,0.02001133,0.22043747,1.13643051,0.15823292,0.00000000
-2.75837919,1.47857301,0.14851608,0.24314205,0.00522556,0.01976574,0.21638065,1.13524682,0.15327493,0.00000000
-2.75237619,1.46626836,0.14475056,0.23392507,0.00503384,0.01962040,0.21236017,1.13689438,0.14828851,0.00000000
-2.74637319,1.45748424,0.14112253,0.22523810,0.00485251,0.01958073,0.20846068,1.14155543,0.14335075,0.00000000
-2.74037019,1.45264281,0.13770800,0.21731680,0.00468304,0.01965174,0.20475913,1.14933561,0.13853632,0.00000000
-2.73436718,1.45209409,0.13458092,0.21040317,0.00452637,0.01983802,0.20132263,1.16026159,0.13391555,0.00000000
-2.72836418,1.45611093,0.13181123,0.20474048,0.00438300,0.02014381,0.19820682,1.17428249,0.12955278,0.00000000
-2.72236118,1.46488803,0.12946336,0.20056812,0.00425309,0.02057310,0.19545503,1.19127536,0.12550527,0.00000000
-2.71635818,1.47854489,0.12759507,0.19811639,0.00413656,0.02112963,0.19309823,1.21105442,0.12182246,0.00000000
-2.71035518,1.49713242,0.12625667,0.19760121,0.00403322,0.02181704,0.19115564,1.23338361,0.11854587,0.00000000
-2.70435218,1.52064242,0.12549073,0.19921904,0.00394287,0.02263889,0.18963606,1.25799178,0.11570931,0.00000000
-2.69834917,1.54901918,0.12533209,0.20314172,0.00386547,0.02359877,0.18853978,1.28458971,0.11333963,0.00000000
-2.69234617,1.58217227,0.12580817,0.20951155,0.00380121,0.02470026,0.18786082,1.31288794,0.11145772,0.00000000
-2.68634317,1.61998936,0.12693959,0.21843653,0.00375065,0.02594694,0.18758948,1.34261431,0.11007983,0.00000000
-2.68034017,1.66234812,0.12874085,0.22998583,0.00371478,0.02734231,0.18771493,1.37353035,0.10921894,0.00000000
-2.67433717,1.70912639,0.13122113,0.24418570,0.00369512,0.02888962,0.18822774,1.40544541,0.10888618,0.00000000
-2.66833417,1.76020984,0.13438505,0.26101580,0.00369370,0.03059172,0.18912202,1.43822788,0.10909222,0.00000000
-2.66233117,1.81549673,0.13823336,0.28040635,0.00371312,0.03245073,0.19039730,1.47181287,0.10984836,0.00000000
-2.65632816,1.87489958,0.14276351,0.30223598,0.00375649,0.03446777,0.19205983,1.50620603,0.11116748,0.00000000
-2.65032516,1.93834400,0.14797006,0.32633088,0.00382739,0.03664258,0.19412329,1.54148355,0.11306462,0.00000000
-2.64432216,2.00576488,0.15384496,0.35246509,0.00392977,0.03897319,0.19660902,1.57778830,0.11555719,0.00000000
-2.63831916,2.07710078,0.16037760,0.38036241,0.00406782,0.04145555,0.19954553,1.61532287,0.11866492,0.00000000
-2.63231616,2.15228709,0.16755487,0.40969993,0.00424584,0.04408320,0.20296761,1.65433979,0.12240936,0.00000000
-2.62631316,2.23124904,0.17536101,0.44011329,0.00446807,0.04684704,0.20691500,1.69512987,0.12681315,0.00000000
-2.62031016,2.31389507,0.18377751,0.47120378,0.00473847,0.04973511,0.21143063,1.73800932,0.13189899,0.00000000
-2.61430715,2.40011158,0.19278292,0.50254702,0.00506056,0.05273258,0.21655874,1.78330648,0.13768843,0.00000000
-2.60830415,2.48975939,0.20235276,0.53370322,0.00543716,0.05582173,0.22234287,1.83134872,0.14420048,0.00000000
-2.60230115,2.58267218,0.21245936,0.56422859,0.00587022,0.05898216,0.22882379,1.88245022,0.15145019,0.00000000
-2.59629815,2.67865703,0.22307186,0.59368755,0.00636061,0.06219104,0.23603759,1.93690078,0.15944714,0.00000000
-2.59029515,2.77749667,0.23415615,0.62166527,0.00690791,0.06542354,0.24401386,1.99495601,0.16819399,0.00000000
-2.58429215,2.87895299,0.24567482,0.64777997,0.00751032,0.06865329,0.25277413,2.05682873,0.17768511,0.00000000
-2.57828914,2.98277097,0.25758712,0.67169440,0.00816448,0.07185297,0.26233046,2.12268157,0.18790527,0.00000000
-2.57228614,3.08868235,0.26984880,0.69312592,0.00886543,0.07499484,0.27268440,2.19262029,0.19882853,0.00000000
-2.56628314,3.19640805,0.28241187,0.71185470,0.00960656,0.07805141,0.28382600,2.26668775,0.21041723,0.00000000
-2.56028014,3.30565866,0.29522426,0.72772948,0.01037969,0.08099600,0.29573319,2.34485788,0.22262123,0.00000000
-2.55427714,3.41613239,0.30822929,0.74067067,0.01117511,0.08380324,0.30837123,2.42702969,0.23537726,0.00000000
-2.54827414,3.52751012,0.32136501,0.75067040,0.01198179,0.08644957,0.32169241,2.51302109,0.24860865,0.00000000
-2.54227114,3.63944766,0.33456349,0.75778970,0.01278756,0.08891356,0.33563583,2.60256257,0.26222516,0.00000000
-2.53626813,3.75156555,0.34775002,0.76215275,0.01357939,0.09117616,0.35012744,2.69529103,0.27612321,0.00000000
-2.53026513,3.86343712,0.36084237,0.76393849,0.01434373,0.09322090,0.36508021,2.79074429,0.29018645,0.00000000
-2.52426213,3.97457595,0.37375014,0.76337019,0.01506685,0.09503385,0.38039444,2.88835689,0.30428656,0.00000000
-2.51825913,4.08442393,0.38637439,0.76070332,0.01573526,0.09660365,0.39595848,2.98745789,0.31828460,0.00000000
-2.51225613,4.19234156,0.39860755,0.75621252,0.01633609,0.09792135,0.41164965,3.08727172,0.33203263,0.00000000
-2.50625313,4.29760173,0.41033385,0.75017831,0.01685748,0.09898025,0.42733551,3.18692269,0.34537588,0.00000000
-2.50025013,4.39938865,0.42143022,0.74287434,0.01728900,0.09977574,0.44287560,3.28544400,0.35815523,0.00000000
-2.49424712,4.49680280,0.43176777,0.73455568,0.01762196,0.10030509,0.45812355,3.38179182,0.37021013,0.00000000
-2.48824412,4.58887288,0.44121394,0.72544895,0.01784969,0.10056729,0.47292966,3.47486461,0.38138190,0.00000000
-2.48224112,4.67457496,0.44963516,0.71574467,0.01796784,0.10056294,0.48714387,3.56352767,0.39151721,0.00000000
-2.47623812,4.75285870,0.45690016,0.70559212,0.01797442,0.10029418,0.50061917,3.64664237,0.40047184,0.00000000
-2.47023512,4.82267989,0.46288359,0.69509701,0.01786998,0.09976468,0.51321519,3.72309942,0.40811445,0.00000000
-2.46423212,4.88303795,0.46747004,0.68432182,0.01765751,0.09897966,0.52480205,3.79185471,0.41433023,0.00000000
-2.45822911,4.93301677,0.47055812,0.67328881,0.01734241,0.09794599,0.53526422,3.85196640,0.41902443,0.00000000
-2.45222611,4.97182657,0.47206448,0.66198515,0.01693222,0.09667229,0.54450418,3.90263141,0.42212537,0.00000000
-2.44622311,4.99884463,0.47192754,0.65037004,0.01643645,0.09516909,0.55244583,3.94321942,0.42358709,0.00000000
-2.44022011,5.01365213,0.47011069,0.63838295,0.01586619,0.09344887,0.55903735,3.97330236,0.42339116,0.00000000
-2.43421711,5.01606492,0.46660481,0.62595270,0.01523379,0.09152619,0.56425338,3.99267772,0.42154781,0.00000000
-2.42821411,5.00615593,0.46142993,0.61300651,0.01455243,0.08941771,0.56809636,4.00138392,0.41809617,0.00000000
-2.42221111,4.98426739,0.45463588,0.59947866,0.01383573,0.08714208,0.57059692,3.99970660,0.41310359,0.00000000
-2.41620810,4.95101170,0.44630181,0.58531811,0.01309731,0.08471986,0.57181324,3.98817490,0.40666400,0.00000000
-2.41020510,4.90726022,0.43653474,0.57049465,0.01235038,0.08217328,0.57182927,3.96754743,0.39889546,0.00000000
-2.40420210,4.85411999,0.42546690,0.55500341,0.01160744,0.07952587,0.57075197,3.93878832,0.38993679,0.00000000
-2.39819910,4.79289925,0.41325222,0.53886731,0.01087985,0.07680212,0.56870758,3.90303385,0.37994359,0.00000000
-2.39219610,4.72506292,0.40006194,0.52213768,0.01017769,0.07402697,0.56583698,3.86155125,0.36908374,0.00000000
-2.38619310,4.65218030,0.38607961,0.50489287,0.00950943,0.07122530,0.56229053,3.81569127,0.35753245,0.00000000
-2.38019010,4.57586717,0.37149571,0.48723523,0.00888187,0.06842136,0.55822237,3.76683673,0.34546728,0.00000000
-2.37418709,4.49772540,0.35650214,0.46928668,0.00830005,0.06563826,0.55378459,3.71634947,0.33306313,0.00000000
-2.36818409,4.41928277,0.34128676,0.45118323,0.00776720,0.06289742,0.54912158,3.66551810,0.32048755,0.00000000
-2.36218109,4.34193618,0.32602839,0.43306885,0.00728487,0.06021812,0.54436461,3.61550917,0.30789647,0.00000000
-2.35617809,4.26690102,0.31089228,0.41508925,0.00685293,0.05761712,0.53962712,3.56732406,0.29543056,0.00000000
-2.35017509,4.19516916,0.29602639,0.39738572,0.00646985,0.05510835,0.53500088,3.52176356,0.28321233,0.00000000
-2.34417209,4.12747760,0.28155861,0.38008967,0.00613280,0.05270276,0.53055308,3.47940191,0.27134408,0.00000000
-2.33816908,4.06428926,0.26759491,0.36331803,0.00583789,0.05040825,0.52632468,3.44057139,0.25990671,0.00000000
-2.33216608,4.00578673,0.25421855,0.34716980,0.00558044,0.04822973,0.52232994,3.40535806,0.24895946,0.00000000
-2.32616308,3.95187898,0.24149025,0.33172383,0.00535522,0.04616930,0.51855719,3.37360881,0.23854046,0.00000000
-2.32016008,3.90222070,0.22944937,0.31703804,0.00515666,0.04422654,0.51497080,3.34494909,0.22866807,0.00000000
-2.31415708,3.85624291,0.21811580,0.30314989,0.00497912,0.04239883,0.51151424,3.31881040,0.21934287,0.00000000
-2.30815408,3.81319320,0.20749261,0.29007809,0.00481712,0.04068183,0.50811400,3.29446590,0.21055024,0.00000000
-2.30215108,3.77218341,0.19756909,0.27782536,0.00466547,0.03906992,0.50468430,3.27107247,0.20226319,0.00000000
-2.29614807,3.73224231,0.18832414,0.26638201,0.00451951,0.03755665,0.50113220,3.24771690,0.19444556,0.00000000
-2.29014507,3.69237048,0.17972979,0.25573004,0.00437516,0.03613526,0.49736297,3.22346402,0.18705515,0.00000000
-2.28414207,3.65159489,0.17175455,0.24584759,0.00422908,0.03479907,0.49328542,3.19740443,0.18004684,0.00000000
-2.27813907,3.60902041,0.16436660,0.23671329,0.00407868,0.03354184,0.48881694,3.16869960,0.17337549,0.00000000
-2.27213607,3.56387591,0.15753654,0.22831040,0.00392214,0.03235813,0.48388804,3.13662235,0.16699846,0.00000000
-2.26613307,3.51555302,0.15123970,0.22063037,0.00375844,0.03124346,0.47844621,3.10059085,0.16087777,0.00000000
-2.26013007,3.46363585,0.14545780,0.21367575,0.00358727,0.03019447,0.47245886,3.06019488,0.15498173,0.00000000
-2.25412706,3.40792049,0.14018005,0.20746208,0.00340896,0.02920892,0.46591532,3.01521338,0.14928614,0.00000000
-2.24812406,3.34842396,0.13540358,0.20201892,0.00322446,0.02828568,0.45882783,2.96562269,0.14377493,0.00000000
-2.24212106,3.28538212,0.13113326,0.19738970,0.00303513,0.02742455,0.45123141,2.91159548,0.13844031,0.00000000
-2.23611806,3.21923743,0.12738095,0.19363057,0.00284275,0.02662608,0.44318274,2.85349082,0.13328248,0.00000000
-2.23011506,3.15061704,0.12416422,0.19080822,0.00264928,0.02589132,0.43475805,2.79183598,0.12830896,0.00000000
-2.22411206,3.08030280,0.12150468,0.18899676,0.00245687,0.02522153,0.42605022,2.72730129,0.12353358,0.00000000
-2.21810905,3.00919458,0.11942592,0.18827379,0.00226767,0.02461787,0.41716513,2.66066926,0.11897518,0.00000000
-2.21210605,2.93826886,0.11795129,0.18871589,0.00208374,0.02408110,0.40821744,2.59279968,0.11465623,0.00000000
-2.20610305,2.86853452,0.11710152,0.19039367,0.00190704,0.02361134,0.39932611,2.52459227,0.11060122,0.00000000
-2.20010005,2.80098784,0.11689233,0.19336658,0.00173925,0.02320777,0.39060964,2.45694878,0.10683513,0.00000000
-2.19409705,2.73656866,0.11733219,0.19767776,0.00158184,0.02286847,0.38218151,2.39073595,0.10338190,0.00000000
-2.18809405,2.67611965,0.11842020,0.20334923,0.00143591,0.02259030,0.37414567,2.32675115,0.10026304,0.00000000
-2.18209105,2.62035017,0.12014437,0.21037742,0.00130229,0.02236881,0.36659260,2.26569191,0.09749628,0.00000000
-2.17608804,2.56980635,0.12248023,0.21872959,0.00118144,0.02219824,0.35959587,2.20813051,0.09509461,0.00000000
-2.17008504,2.52484831,0.12538986,0.22834097,0.00107354,0.02207160,0.35320949,2.15449462,0.09306535,0.00000000
-2.16408204,2.48563552,0.12882154,0.23911317,0.00097842,0.02198078,0.34746603,2.10505445,0.09140965,0.00000000
-2.15807904,2.45212049,0.13270986,0.25091367,0.00089569,0.02191674,0.34237570,2.05991683,0.09012213,0.00000000
-2.15207604,2.42405125,0.13697641,0.26357667,0.00082469,0.02186975,0.33792644,2.01902623,0.08919090,0.00000000
-2.14607304,2.40098209,0.14153111,0.27690525,0.00076459,0.02182960,0.33408489,1.98217244,0.08859776,0.00000000
-2.14007004,2.38229226,0.14627404,0.29067493,0.00071439,0.02178594,0.33079838,1.94900449,0.08831879,0.00000000
-2.13406703,2.36721169,0.15109775,0.30463843,0.00067300,0.02172856,0.32799775,1.91905004,0.08832510,0.00000000
-2.12806403,2.35485278,0.15589008,0.31853157,0.00063926,0.02164764,0.32560091,1.89173935,0.08858384,0.00000000
-2.12206103,2.34424692,0.16053727,0.33208024,0.00061199,0.02153410,0.32351701,1.86643291,0.08905941,0.00000000
-2.11605803,2.33438437,0.16492738,0.34500799,0.00059001,0.02137977,0.32165108,1.84245145,0.08971485,0.00000000
-2.11005503,2.32425603,0.16895378,0.35704427,0.00057220,0.02117771,0.31990884,1.81910734,0.09051333,0.00000000
-2.10405203,2.31289551,0.17251869,0.36793274,0.00055750,0.02092230,0.31820156,1.79573601,0.09141965,0.00000000
-2.09804902,2.29942003,0.17553659,0.37743958,0.00054494,0.02060948,0.31645079,1.77172640,0.09240187,0.00000000
-2.09204602,2.28306863,0.17793737,0.38536139,0.00053367,0.02023680,0.31459263,1.74654936,0.09343277,0.00000000
-2.08604302,2.26323638,0.17966907,0.39153234,0.00052296,0.01980348,0.31258147,1.71978293,0.09449123,0.00000000
-2.08004002,2.23950349,0.18070020,0.39583039,0.00051219,0.01931043,0.31039303,1.69113382,0.09556352,0.00000000
-2.07403702,2.21165821,0.18102142,0.39818226,0.00050089,0.01876026,0.30802646,1.66045430,0.09664421,0.00000000
-2.06803402,2.17971291,0.18064655,0.39856698,0.00048869,0.01815716,0.30550560,1.62775415,0.09773700,0.00000000
-2.06203102,2.14391271,0.17961295,0.39701784,0.00047537,0.01750682,0.30287919,1.59320716,0.09885504,0.00000000
-2.05602801,2.10473658,0.17798113,0.39362270,0.00046080,0.01681633,0.30022010,1.55715222,0.10002106,0.00000000
-2.05002501,2.06289072,0.17583357,0.38852263,0.00044497,0.01609400,0.29762367,1.52008891,0.10126709,0.00000000
-2.04402201,2.01929460,0.17327301,0.38190888,0.00042794,0.01534920,0.29520511,1.48266781,0.10263378,0.00000000
-2.03801901,1.97505998,0.17041993,0.37401831,0.00040987,0.01459217,0.29309617,1.44567576,0.10416942,0.00000000
-2.03201601,1.93146360,0.16740960,0.36512743,0.00039096,0.01383389,0.29144121,1.41001668,0.10592866,0.00000000
-2.02601301,1.88991441,0.16438854,0.35554527,0.00037146,0.01308578,0.29039278,1.37668824,0.10797083,0.00000000
-2.02001001,1.85191597,0.16151072,0.34560528,0.00035168,0.01235963,0.29010688,1.34675517,0.11035816,0.00000000
-2.01400700,1.81902536,0.15893343,0.33565656,0.00033192,0.01166732,0.29073806,1.32131977,0.11315367,0.00000000
-2.00800400,1.79280945,0.15681299,0.32605470,0.00031249,0.01102071,0.29243456,1.30149041,0.11641909,0.00000000
-2.00200100,1.77479968,0.15530053,0.31715247,0.00029373,0.01043141,0.29533356,1.28834868,0.12021256,0.00000000
-1.99599800,1.76644659,0.15453775,0.30929076,0.00027594,0.00991064,0.29955665,1.28291611,0.12458645,0.00000000
-1.98999500,1.76907517,0.15465296,0.30278989,0.00025940,0.00946911,0.30520576,1.28612115,0.12958525,0.00000000
-1.98399200,1.78384229,0.15575735,0.29794162,0.00024438,0.00911681,0.31235948,1.29876734,0.13524351,0.00000000
-1.97798899,1.81169721,0.15794174,0.29500212,0.00023112,0.00886290,0.32106992,1.32150352,0.14158409,0.00000000
-1.97198599,1.85334652,0.16127374,0.29418594,0.00021982,0.00871563,0.33136016,1.35479692,0.14861659,0.00000000
-1.96598299,1.90922444,0.16579554,0.29566131,0.00021066,0.00868213,0.34322234,1.39891007,0.15633617,0.00000000
-1.95997999,1.97946954,0.17152230,0.29954677,0.00020379,0.00876841,0.35661642,1.45388230,0.16472260,0.00000000
-1.95397699,2.06390892,0.17844121,0.30590920,0.00019930,0.00897917,0.37146962,1.51951669,0.17373981,0.00000000
-1.94797399,2.16205046,0.18651135,0.31476336,0.00019730,0.00931777,0.38767666,1.59537322,0.18333584,0.00000000
-1.94197099,2.27308399,0.19566424,0.32607281,0.00019785,0.00978617,0.40510067,1.68076859,0.19344320,0.00000000
-1.93596798,2.39589163,0.20580516,0.33975230,0.00020100,0.01038484,0.42357492,1.77478321,0.20397969,0.00000000
-1.92996498,2.52906749,0.21681533,0.35567145,0.00020676,0.01111272,0.44290538,1.87627565,0.21484972,0.00000000
-1.92396198,2.67094654,0.22855461,0.37365950,0.00021518,0.01196725,0.46287394,1.98390435,0.22594603,0.00000000
-1.91795898,2.81964225,0.24086508,0.39351121,0.00022625,0.01294432,0.48324251,2.09615640,0.23715186,0.00000000
