energy_ev,total_up,Pb_p_up,Pb_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.73586793,0.77345382,0.20385589,0.00090683,0.15537966,0.38577875,0.00686281,0.08218980
-5.72986493,0.81754069,0.21536711,0.00097272,0.16563910,0.40857565,0.00694706,0.08674532
-5.72386193,0.86277205,0.22730798,0.00103911,0.17622033,0.43170262,0.00708245,0.09134600
-5.71785893,0.90820624,0.23942794,0.00110476,0.18695381,0.45469836,0.00726127,0.09589073
-5.71185593,0.95289208,0.25146955,0.00116837,0.19766923,0.47709911,0.00747581,0.10028046
-5.70585293,0.99589777,0.26317636,0.00122868,0.20820088,0.49845301,0.00771864,0.10442101
-5.69984992,1.03634018,0.27430103,0.00128445,0.21839315,0.51833472,0.00798285,0.10822603
-5.69384692,1.07341326,0.28461317,0.00133452,0.22810577,0.53635955,0.00826233,0.11161983
-5.68784392,1.10641449,0.29390687,0.00137783,0.23721848,0.55219652,0.00855193,0.11453992
-5.68184092,1.13476806,0.30200733,0.00141350,0.24563507,0.56557987,0.00884773,0.11693931
-5.67583792,1.15804387,0.30877640,0.00144079,0.25328629,0.57631830,0.00914709,0.11878822
-5.66983492,1.17597119,0.31411678,0.00145917,0.26013176,0.58430166,0.00944877,0.12007539
-5.66383192,1.18844656,0.31797462,0.00146833,0.26616048,0.58950474,0.00975295,0.12080865
-5.65782891,1.19553530,0.32034043,0.00146818,0.27139007,0.59198785,0.01006118,0.12101489
-5.65182591,1.19746663,0.32124821,0.00145886,0.27586457,0.59189425,0.01037632,0.12073937
-5.64582291,1.19462259,0.32077287,0.00144074,0.27965119,0.58944446,0.01070229,0.12004439
-5.63981991,1.18752123,0.31902600,0.00141438,0.28283578,0.58492786,0.01104398,0.11900731
-5.63381691,1.17679496,0.31615030,0.00138055,0.28551764,0.57869175,0.01140688,0.11771813
-5.62781391,1.16316509,0.31231284,0.00134017,0.28780371,0.57112861,0.01179685,0.11627661
-5.62181091,1.14741384,0.30769758,0.00129432,0.28980256,0.56266201,0.01221975,0.11478910
-5.61580790,1.13035507,0.30249740,0.00124416,0.29161859,0.55373200,0.01268116,0.11336518
-5.60980490,1.11280536,0.29690623,0.00119091,0.29334668,0.54478047,0.01318600,0.11211437
-5.60380190,1.09555648,0.29111142,0.00113585,0.29506767,0.53623728,0.01373822,0.11114277
-5.59779890,1.07935086,0.28528690,0.00108024,0.29684497,0.52850770,0.01434052,0.11055008
-5.59179590,1.06486069,0.27958737,0.00102532,0.29872242,0.52196165,0.01499412,0.11042686
-5.58579290,1.05267184,0.27414377,0.00097228,0.30072366,0.51692522,0.01569851,0.11085224
-5.57978989,1.04327282,0.26906022,0.00092223,0.30285292,0.51367460,0.01645138,0.11189212
-5.57378689,1.03704913,0.26441250,0.00087618,0.30509723,0.51243261,0.01724850,0.11359787
-5.56778389,1.03428292,0.26024812,0.00083506,0.30742993,0.51336781,0.01808377,0.11600561
-5.56178089,1.03515754,0.25658791,0.00079967,0.30981519,0.51659599,0.01894924,0.11913603
-5.55577789,1.03976630,0.25342895,0.00077074,0.31221324,0.52218377,0.01983535,0.12299468
-5.54977489,1.04812486,0.25074869,0.00074884,0.31458613,0.53015395,0.02073104,0.12757274
-5.54377189,1.06018595,0.24850998,0.00073450,0.31690335,0.54049213,0.02162412,0.13284821
-5.53776888,1.07585563,0.24666676,0.00072810,0.31914721,0.55315421,0.02250153,0.13878737
-5.53176588,1.09500994,0.24517010,0.00072999,0.32131750,0.56807407,0.02334976,0.14534644
-5.52576288,1.11751091,0.24397423,0.00074040,0.32343513,0.58517123,0.02415522,0.15247346
-5.51975988,1.14322098,0.24304237,0.00075953,0.32554450,0.60435775,0.02490468,0.16011010
-5.51375688,1.17201514,0.24235203,0.00078748,0.32771445,0.62554427,0.02558568,0.16819343
-5.50775388,1.20379008,0.24189953,0.00082432,0.33003765,0.64864463,0.02618692,0.17665764
-5.50175088,1.23846997,0.24170354,0.00087006,0.33262850,0.67357912,0.02669865,0.18543542
-5.49574787,1.27600869,0.24180748,0.00092464,0.33561949,0.70027599,0.02711306,0.19445921
-5.48974487,1.31638849,0.24228070,0.00098797,0.33915638,0.72867141,0.02742447,0.20366203
-5.48374187,1.35961525,0.24321819,0.00105988,0.34339221,0.75870789,0.02762966,0.21297810
-5.47773887,1.40571071,0.24473906,0.00114014,0.34848058,0.79033120,0.02772795,0.22234310
-5.47173587,1.45470229,0.24698356,0.00122847,0.35456844,0.82348629,0.02772133,0.23169418
-5.46573287,1.50661085,0.25010876,0.00132450,0.36178880,0.85811216,0.02761442,0.24096973
-5.45972986,1.56143745,0.25428310,0.00142779,0.37025356,0.89413638,0.02741441,0.25010897
-5.45372686,1.61914947,0.25967978,0.00153782,0.38004695,0.93146923,0.02713088,0.25905144
-5.44772386,1.67966716,0.26646929,0.00165399,0.39121972,0.96999813,0.02677553,0.26773651
-5.44172086,1.74285100,0.27481133,0.00177560,0.40378446,1.00958249,0.02636195,0.27610290
-5.43571786,1.80849078,0.28484626,0.00190188,0.41771205,1.05004938,0.02590515,0.28408839
-5.42971486,1.87629681,0.29668652,0.00203196,0.43292964,1.09119021,0.02542119,0.29162969
-5.42371186,1.94589369,0.31040827,0.00216492,0.44931991,1.13275873,0.02492676,0.29866262
-5.41770885,2.01681706,0.32604367,0.00229971,0.46672195,1.17447036,0.02443863,0.30512250
-5.41170585,2.08851347,0.34357407,0.00243526,0.48493346,1.21600300,0.02397323,0.31094493
-5.40570285,2.16034350,0.36292456,0.00257040,0.50371436,1.25699932,0.02354614,0.31606678
-5.39969985,2.23158803,0.38396015,0.00270392,0.52279153,1.29707054,0.02317168,0.32042739
-5.39369685,2.30145758,0.40648388,0.00283456,0.54186472,1.33580144,0.02286243,0.32397006
-5.38769385,2.36910458,0.43023718,0.00296102,0.56061326,1.37275663,0.02262893,0.32664352
-5.38169085,2.43363799,0.45490251,0.00308199,0.57870343,1.40748787,0.02247928,0.32840349
-5.37568784,2.49414026,0.48010842,0.00319615,0.59579642,1.43954218,0.02241895,0.32921412
-5.36968484,2.54968592,0.50543706,0.00330221,0.61155643,1.46847060,0.02245056,0.32904935
-5.36368184,2.59936150,0.53043388,0.00339887,0.62565895,1.49383738,0.02257377,0.32789394
-5.35767884,2.64228632,0.55461939,0.00348491,0.63779881,1.51522946,0.02278526,0.32574430
-5.35167584,2.67763359,0.57750246,0.00355918,0.64769797,1.53226589,0.02307877,0.32260896
-5.34567284,2.70465141,0.59859494,0.00362062,0.65511278,1.54460726,0.02344524,0.31850870
-5.33966983,2.72268310,0.61742684,0.00366829,0.65984053,1.55196472,0.02387300,0.31347637
-5.33366683,2.73118645,0.63356163,0.00370139,0.66172521,1.55410857,0.02434813,0.30755640
-5.32766383,2.72975145,0.64661094,0.00371927,0.66066220,1.55087625,0.02485473,0.30080406
-5.32166083,2.71811584,0.65624818,0.00372149,0.65660190,1.54217952,0.02537547,0.29328450
-5.31565783,2.69617827,0.66222037,0.00370780,0.64955214,1.52801064,0.02589197,0.28507173
-5.30965483,2.66400855,0.66435772,0.00367816,0.63957920,1.50844745,0.02638543,0.27624749
-5.30365183,2.62185451,0.66258059,0.00363277,0.62680752,1.48365710,0.02683716,0.26690009
-5.29764882,2.57014538,0.65690346,0.00357207,0.61141804,1.45389835,0.02722915,0.25712338
-5.29164582,2.50949116,0.64743580,0.00349674,0.59364514,1.41952205,0.02754468,0.24701574
-5.28564282,2.44067801,0.63437974,0.00340770,0.57377227,1.38096992,0.02776882,0.23667918
-5.27963982,2.36465939,0.61802472,0.00330610,0.55212633,1.33877132,0.02788900,0.22621853
-5.27363682,2.28254318,0.59873934,0.00319329,0.52907101,1.29353787,0.02789538,0.21574076
-5.26763382,2.19557461,0.57696082,0.00307084,0.50499920,1.24595603,0.02778123,0.20535422
-5.26163082,2.10511555,0.55318235,0.00294046,0.48032462,1.19677753,0.02754317,0.19516797
-5.25562781,2.01262029,0.52793910,0.00280404,0.45547301,1.14680772,0.02718132,0.18529107
-5.24962481,1.91960843,0.50179324,0.00266355,0.43087300,1.09689203,0.02669929,0.17583161
-5.24362181,1.82763536,0.47531869,0.00252104,0.40694703,1.04790069,0.02610408,0.16689579
-5.23761881,1.73826110,0.44908597,0.00237862,0.38410245,1.00071205,0.02540589,0.15858663
-5.23161581,1.65301809,0.42364788,0.00223838,0.36272306,0.95619480,0.02461772,0.15100257
-5.22561281,1.57337891,0.39952622,0.00210239,0.34316142,0.91518953,0.02375498,0.14423579
-5.21960980,1.50072460,0.37720006,0.00197265,0.32573197,0.87849008,0.02283495,0.13837044
-5.21360680,1.43631442,0.35709572,0.00185107,0.31070519,0.84682515,0.02187624,0.13348060
-5.20760380,1.38125794,0.33957876,0.00173944,0.29830298,0.82084075,0.02089816,0.12962822
-5.20160080,1.33649014,0.32494796,0.00163936,0.28869527,0.80108395,0.01992013,0.12686105
-5.19559780,1.30275016,0.31343130,0.00155231,0.28199794,0.78798844,0.01896103,0.12521065
-5.18959480,1.28056447,0.30518395,0.00147954,0.27827206,0.78186242,0.01803874,0.12469059
-5.18359180,1.27023475,0.30028815,0.00142210,0.27752446,0.78287924,0.01716953,0.12529494
-5.17758879,1.27183099,0.29875469,0.00138082,0.27970950,0.79107109,0.01636774,0.12699717
-5.17158579,1.28518997,0.30052594,0.00135630,0.28473201,0.80632607,0.01564537,0.12974956
-5.16558279,1.30991919,0.30548021,0.00134890,0.29245117,0.82838883,0.01501191,0.13348318
-5.15957979,1.34540620,0.31343707,0.00135873,0.30268534,0.85686478,0.01447415,0.13810847
-5.15357679,1.39083309,0.32416364,0.00138567,0.31521751,0.89122786,0.01403619,0.14351650
-5.14757379,1.44519566,0.33738150,0.00142933,0.32980124,0.93083177,0.01369943,0.14958093
-5.14157079,1.50732688,0.35277399,0.00148909,0.34616692,0.97492416,0.01346279,0.15616050
-5.13556778,1.57592378,0.36999394,0.00156406,0.36402815,1.02266360,0.01332285,0.16310217
-5.12956478,1.64957719,0.38867138,0.00165312,0.38308796,1.07313878,0.01327412,0.17024471
-5.12356178,1.72680333,0.40842137,0.00175492,0.40304492,1.12538926,0.01330937,0.17742259
-5.11755878,1.80607645,0.42885159,0.00186786,0.42359874,1.17842724,0.01341990,0.18447015
-5.11155578,1.88586163,0.44956979,0.00199015,0.44445546,1.23125972,0.01359595,0.19122577
-5.10555278,1.96464681,0.47019087,0.00211979,0.46533202,1.28291034,0.01382697,0.19753600
-5.09954977,2.04097336,0.49034358,0.00225462,0.48596029,1.33244033,0.01410195,0.20325935
-5.09354677,2.11346443,0.50967677,0.00239230,0.50609047,1.37896798,0.01440977,0.20826976
-5.08754377,2.18085051,0.52786516,0.00253044,0.52549398,1.42168619,0.01473942,0.21245949
-5.08154077,2.24199181,0.54461451,0.00266652,0.54396583,1.45987771,0.01508027,0.21574144
-5.07553777,2.29589708,0.55966627,0.00279805,0.56132662,1.49292781,0.01542229,0.21805069
-5.06953477,2.34173877,0.57280158,0.00292252,0.57742420,1.52033417,0.01575621,0.21934544
-5.06353177,2.37886440,0.58384462,0.00303753,0.59213515,1.54171397,0.01607371,0.21960708
-5.05752876,2.40680420,0.59266520,0.00314081,0.60536598,1.55680819,0.01636752,0.21883968
-5.05152576,2.42527512,0.59918067,0.00323028,0.61705429,1.56548322,0.01663152,0.21706880
-5.04552276,2.43418130,0.60335697,0.00330411,0.62716966,1.56772988,0.01686083,0.21433971
-5.03951976,2.43361126,0.60520875,0.00336077,0.63571434,1.56366010,0.01705188,0.21071524
-5.03351676,2.42383181,0.60479863,0.00339905,0.64272363,1.55350142,0.01720240,0.20627321
-5.02751376,2.40527893,0.60223540,0.00341814,0.64826568,1.53758946,0.01731146,0.20110371
-5.02151076,2.37854570,0.59767114,0.00341763,0.65244077,1.51635869,0.01737945,0.19530622
-5.01550775,2.34436741,0.59129736,0.00339751,0.65537968,1.49033152,0.01740805,0.18898673
-5.00950475,2.30360408,0.58333996,0.00335820,0.65724114,1.46010602,0.01740012,0.18225498
-5.00350175,2.25722042,0.57405330,0.00330053,0.65820818,1.42634240,0.01735966,0.17522182
-4.99749875,2.20626363,0.56371323,0.00322569,0.65848338,1.38974851,0.01729163,0.16799677
-4.99149575,2.15183934,0.55260945,0.00313523,0.65828298,1.35106451,0.01720180,0.16068590
-4.98549275,2.09508617,0.54103728,0.00303099,0.65782998,1.31104715,0.01709658,0.15338995
-4.97948974,2.03714952,0.52928916,0.00291505,0.65734650,1.27045380,0.01698282,0.14620276
-4.97348674,1.97915522,0.51764608,0.00278968,0.65704555,1.23002684,0.01686751,0.13920997
-4.96748374,1.92218404,0.50636944,0.00265724,0.65712279,1.19047863,0.01675761,0.13248812
-4.96148074,1.86724776,0.49569354,0.00252015,0.65774855,1.15247767,0.01665979,0.12610390
-4.95547774,1.81526777,0.48581909,0.00238080,0.65906067,1.11663641,0.01658015,0.12011381
-4.94947474,1.76705724,0.47690809,0.00224150,0.66115863,1.08350105,0.01652407,0.11456406
-4.94347174,1.72330736,0.46908033,0.00210444,0.66409940,1.05354389,0.01649595,0.10949065
-4.93746873,1.68457856,0.46241162,0.00197160,0.66789533,1.02715841,0.01649912,0.10491982
-4.93146573,1.65129695,0.45693405,0.00184477,0.67251442,1.00465732,0.01653569,0.10086866
-4.92546273,1.62375619,0.45263808,0.00172548,0.67788303,0.98627378,0.01660652,0.09734588
-4.91945973,1.60212473,0.44947654,0.00161502,0.68389094,0.97216536,0.01671121,0.09435290
-4.91345673,1.58645779,0.44737019,0.00151443,0.69039866,0.96242085,0.01684811,0.09188488
-4.90745373,1.57671356,0.44621469,0.00142449,0.69724657,0.95706927,0.01701450,0.08993204
-4.90145073,1.57277250,0.44588839,0.00134576,0.70426531,0.95609047,0.01720665,0.08848094
-4.89544772,1.57445852,0.44626079,0.00127859,0.71128696,0.95942694,0.01742006,0.08751574
-4.88944472,1.58156088,0.44720081,0.00122316,0.71815609,0.96699570,0.01764960,0.08701946
-4.88344172,1.59385521,0.44858473,0.00117950,0.72474015,0.97869981,0.01788980,0.08697509
-4.87743872,1.61112252,0.45030312,0.00114751,0.73093840,0.99443865,0.01813501,0.08736661
-4.87143572,1.63316486,0.45226636,0.00112705,0.73668876,1.01411620,0.01837967,0.08817967
-4.86543272,1.65981675,0.45440861,0.00111790,0.74197202,1.03764701,0.01861846,0.08940217
-4.85942971,1.69095162,0.45668970,0.00111983,0.74681326,1.06495928,0.01884651,0.09102451
-4.85342671,1.72648294,0.45909517,0.00113260,0.75128004,1.09599500,0.01905951,0.09303958
-4.84742371,1.76635999,0.46163424,0.00115598,0.75547770,1.13070697,0.01925388,0.09544249
-4.84142071,1.81055870,0.46433602,0.00118976,0.75954179,1.16905325,0.01942676,0.09823006
-4.83541771,1.85906816,0.46724413,0.00123377,0.76362830,1.21098901,0.01957610,0.10140017
-4.82941471,1.91187382,0.47041023,0.00128783,0.76790209,1.25645675,0.01970065,0.10495088
-4.82341171,1.96893866,0.47388676,0.00135178,0.77252449,1.30537533,0.01979993,0.10887954
-4.81740870,2.03018352,0.47771953,0.00142544,0.77764067,1.35762869,0.01987414,0.11318187
-4.81140570,2.09546814,0.48194053,0.00150861,0.78336772,1.41305504,0.01992412,0.11785102
-4.80540270,2.16457420,0.48656156,0.00160104,0.78978424,1.47143738,0.01995122,0.12287681
-4.79939970,2.23719156,0.49156904,0.00170241,0.79692202,1.53249594,0.01995719,0.12824513
-4.79339670,2.31290889,0.49692036,0.00181228,0.80476048,1.59588333,0.01994408,0.13393743
-4.78739370,2.39120927,0.50254205,0.00193012,0.81322412,1.66118274,0.01991408,0.13993059
-4.78139070,2.47147139,0.50832981,0.00205526,0.82218329,1.72790958,0.01986943,0.14619685
-4.77538769,2.55297643,0.51415059,0.00218686,0.83145806,1.79551653,0.01981228,0.15270408
-4.76938469,2.63492043,0.51984633,0.00232396,0.84082506,1.86340214,0.01974460,0.15941621
-4.76338169,2.71643164,0.52523945,0.00246540,0.85002684,1.93092249,0.01966808,0.16629382
-4.75737869,2.79659213,0.53013956,0.00260990,0.85878316,1.99740562,0.01958406,0.17329484
-4.75137569,2.87446263,0.53435107,0.00275603,0.86680352,2.06216805,0.01949347,0.18037536
-4.74537269,2.94910945,0.53768133,0.00290227,0.87380012,2.12453277,0.01939679,0.18749042
-4.73936968,3.01963216,0.53994876,0.00304700,0.87950068,2.18384793,0.01929409,0.19459480
-4.73336668,3.08519095,0.54099069,0.00318855,0.88366022,2.23950537,0.01918500,0.20164367
-4.72736368,3.14503222,0.54067031,0.00332526,0.88607123,2.29095826,0.01906884,0.20859322
-4.72136068,3.19851146,0.53888268,0.00345552,0.88657183,2.33773714,0.01894463,0.21540107
-4.71535768,3.24511237,0.53555922,0.00357783,0.88505144,2.37946356,0.01881129,0.22202658
-4.70935468,3.28446158,0.53067084,0.00369081,0.88145384,2.41586096,0.01866769,0.22843102
-4.70335168,3.31633828,0.52422934,0.00379331,0.87577759,2.44676219,0.01851291,0.23457754
-4.69734867,3.34067872,0.51628727,0.00388443,0.86807393,2.47211353,0.01834632,0.24043111
-4.69134567,3.35757527,0.50693625,0.00396354,0.85844245,2.49197499,0.01816782,0.24595842
-4.68534267,3.36727051,0.49630391,0.00403035,0.84702489,2.50651698,0.01797796,0.25112765
-4.67933967,3.37014646,0.48454964,0.00408489,0.83399753,2.51601352,0.01777814,0.25590836
-4.67333667,3.36670975,0.47185941,0.00412755,0.81956261,2.52083223,0.01757065,0.26027141
-4.66733367,3.35757325,0.45843988,0.00415908,0.80393945,2.52142166,0.01735881,0.26418898
-4.66133067,3.34343506,0.44451208,0.00418052,0.78735547,2.51829626,0.01714696,0.26763478
-4.65532766,3.32505561,0.43030491,0.00419324,0.77003781,2.51201979,0.01694046,0.27058430
-4.64932466,3.30323382,0.41604868,0.00419885,0.75220567,2.50318764,0.01674556,0.27301530
-4.64332166,3.27878301,0.40196890,0.00419914,0.73406386,2.49240868,0.01656927,0.27490846
-4.63731866,3.25250763,0.38828053,0.00419605,0.71579751,2.48028741,0.01641912,0.27624804
-4.63131566,3.22518120,0.37518277,0.00419156,0.69756820,2.46740685,0.01630291,0.27702269
-4.62531266,3.19752640,0.36285460,0.00418767,0.67951147,2.45431278,0.01622840,0.27722631
-4.61930965,3.17019767,0.35145103,0.00418625,0.66173559,2.44149989,0.01620293,0.27685875
-4.61330665,3.14376689,0.34110026,0.00418903,0.64432162,2.42940009,0.01623305,0.27592657
-4.60730365,3.11871233,0.33190166,0.00419751,0.62732440,2.41837343,0.01632418,0.27444350
-4.60130065,3.09541125,0.32392461,0.00421293,0.61077457,2.40870182,0.01648023,0.27243078
-4.59529765,3.07413599,0.31720828,0.00423617,0.59468109,2.40058561,0.01670327,0.26991723
-4.58929465,3.05505381,0.31176217,0.00426780,0.57903445,2.39414308,0.01699330,0.26693900
-4.58329165,3.03823001,0.30756743,0.00430801,0.56381003,2.38941270,0.01734803,0.26353907
-4.57728864,3.02363423,0.30457892,0.00435663,0.54897170,2.38635795,0.01776275,0.25976643
-4.57128564,3.01114941,0.30272788,0.00441315,0.53447545,2.38487438,0.01823037,0.25567497
-4.56528264,3.00058307,0.30192500,0.00447675,0.52027278,2.38479841,0.01874142,0.25132223
-4.55927964,2.99167996,0.30206402,0.00454633,0.50631398,2.38591747,0.01928431,0.24676785
-4.55327664,2.98413585,0.30302539,0.00462059,0.49255096,2.38798082,0.01984554,0.24207196
-4.54727364,2.97761139,0.30468016,0.00469808,0.47893980,2.39071056,0.02041014,0.23729358
-4.54127064,2.97174554,0.30689368,0.00477722,0.46544269,2.39381216,0.02096203,0.23248893
-4.53526763,2.96616786,0.30952919,0.00485642,0.45202949,2.39698398,0.02148461,0.22770995
-4.52926463,2.96050908,0.31245102,0.00493407,0.43867870,2.39992543,0.02196122,0.22300291
-4.52326163,2.95440953,0.31552738,0.00500867,0.42537783,2.40234320,0.02237576,0.21840724
-4.51725863,2.94752513,0.31863263,0.00507877,0.41212338,2.40395559,0.02271317,0.21395473
-4.51125563,2.93953081,0.32164902,0.00514307,0.39892025,2.40449469,0.02296002,0.20966884
-4.50525263,2.93012160,0.32446781,0.00520040,0.38578069,2.40370663,0.02310491,0.20556453
-4.49924962,2.91901150,0.32698992,0.00524975,0.37272298,2.40135023,0.02313888,0.20164825
-4.49324662,2.90593078,0.32912615,0.00529024,0.35976979,2.39719431,0.02305572,0.19791836
-4.48724362,2.89062232,0.33079691,0.00532110,0.34694642,2.39101447,0.02285215,0.19436577
-4.48124062,2.87283770,0.33193185,0.00534171,0.33427900,2.38258980,0.02252793,0.19097487
-4.47523762,2.85233381,0.33246924,0.00535151,0.32179275,2.37170016,0.02208583,0.18772475
-4.46923462,2.82887077,0.33235548,0.00535001,0.30951052,2.35812492,0.02153155,0.18459046
-4.46323162,2.80221190,0.33154460,0.00533678,0.29745152,2.34164330,0.02087350,0.18154462
-4.45722861,2.77212597,0.32999808,0.00531142,0.28563054,2.32203709,0.02012250,0.17855888
-4.45122561,2.73839236,0.32768491,0.00527357,0.27405750,2.29909568,0.01929151,0.17560559
-4.44522261,2.70080883,0.32458198,0.00522289,0.26273760,2.27262349,0.01839518,0.17265936
-4.43921961,2.65920183,0.32067475,0.00515909,0.25167180,2.24244954,0.01744947,0.16969850
-4.43321661,2.61343884,0.31595821,0.00508194,0.24085774,2.20843868,0.01647128,0.16670639
-4.42721361,2.56344184,0.31043801,0.00499129,0.23029112,2.17050371,0.01547803,0.16367260
-4.42121061,2.50920114,0.30413169,0.00488712,0.21996715,2.12861772,0.01448732,0.16059376
-4.41520760,2.45078839,0.29706975,0.00476952,0.20988232,2.08282563,0.01351661,0.15747416
-4.40920460,2.38836776,0.28929668,0.00463877,0.20003607,2.03325390,0.01258297,0.15432602
-4.40320160,2.32220426,0.28087155,0.00449534,0.19043242,1.98011780,0.01170283,0.15116942
-4.39719860,2.25266830,0.27186818,0.00433990,0.18108129,1.92372520,0.01089186,0.14803191
-4.39119560,2.18023572,0.26237482,0.00417337,0.17199964,1.86447648,0.01016484,0.14494771
-4.38519260,2.10548314,0.25249319,0.00399685,0.16321201,1.80286026,0.00953557,0.14195674
-4.37918959,2.02907830,0.24233687,0.00381170,0.15475070,1.73944486,0.00901679,0.13910324
-4.37318659,1.95176575,0.23202917,0.00361943,0.14665542,1.67486573,0.00862020,0.13643428
-4.36718359,1.87434844,0.22170036,0.00342175,0.13897243,1.60980943,0.00835632,0.13399813
-4.36118059,1.79766604,0.21148453,0.00322048,0.13175318,1.54499488,0.00823451,0.13184246
-4.35517759,1.72257107,0.20151602,0.00301750,0.12505256,1.48115283,0.00826285,0.13001273
-4.34917459,1.64990386,0.19192577,0.00281476,0.11892680,1.41900450,0.00844800,0.12855048
-4.34317159,1.58046794,0.18283752,0.00261417,0.11343113,1.35924071,0.00879507,0.12749193
-4.33716858,1.51500665,0.17436423,0.00241756,0.10861734,1.30250228,0.00930743,0.12686673
-4.33116558,1.45418250,0.16660473,0.00222668,0.10453125,1.24936287,0.00998645,0.12669699
-4.32516258,1.39855993,0.15964085,0.00204308,0.10121039,1.20031493,0.01083129,0.12699664
-4.31915958,1.34859240,0.15353500,0.00186817,0.09868186,1.15575938,0.01183864,0.12777107
-4.31315658,1.30461409,0.14832852,0.00170311,0.09696048,1.11599942,0.01300245,0.12901708
-4.30715358,1.26683664,0.14404058,0.00154886,0.09604743,1.08123850,0.01431374,0.13072314
