energy_ev,total_up,Cd_p_up,Cd_d_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up
-6.00000000,0.63641765,0.29446555,0.10760631,0.08961113,0.00128513,0.03686762,0.31283518
-5.99399700,0.62476716,0.28815495,0.10744540,0.08586718,0.00125225,0.03699336,0.30432159
-5.98799400,0.61688517,0.28316211,0.10786208,0.08258703,0.00122487,0.03739807,0.29774675
-5.98199100,0.61282574,0.27954739,0.10888320,0.07973639,0.00120327,0.03808697,0.29316341
-5.97598799,0.61258746,0.27735376,0.11052435,0.07727898,0.00118766,0.03906125,0.29059551
-5.96998499,0.61610707,0.27660277,0.11278815,0.07517696,0.00117812,0.04031732,0.29003520
-5.96398199,0.62325360,0.27729051,0.11566254,0.07339121,0.00117463,0.04184617,0.29144009
-5.95797899,0.63382348,0.27938398,0.11911958,0.07188158,0.00117705,0.04363282,0.29473063
-5.95197599,0.64753733,0.28281813,0.12311446,0.07060713,0.00118508,0.04565584,0.29978838
-5.94597299,0.66403894,0.28749386,0.12758522,0.06952643,0.00119827,0.04788713,0.30645512
-5.93996998,0.68289700,0.29327742,0.13245295,0.06859792,0.00121605,0.05029193,0.31453323
-5.93396698,0.70360979,0.30000109,0.13762274,0.06778038,0.00123768,0.05282907,0.32378752
-5.92796398,0.72561323,0.30746558,0.14298531,0.06703340,0.00126231,0.05545154,0.33394869
-5.92196098,0.74829198,0.31544400,0.14841939,0.06631813,0.00128899,0.05810735,0.34471833
-5.91595798,0.77099373,0.32368743,0.15379468,0.06559791,0.00131666,0.06074061,0.35577556
-5.90995498,0.79304594,0.33193183,0.15897539,0.06483906,0.00134424,0.06329297,0.36678503
-5.90395198,0.81377481,0.33990615,0.16382431,0.06401166,0.00137061,0.06570520,0.37740611
-5.89794897,0.83252540,0.34734127,0.16820699,0.06309029,0.00139469,0.06791888,0.38730287
-5.89194597,0.84868230,0.35397934,0.17199620,0.06205471,0.00141545,0.06987827,0.39615454
-5.88594297,0.86168993,0.35958322,0.17507621,0.06089041,0.00143197,0.07153206,0.40366584
-5.87993997,0.87107140,0.36394545,0.17734679,0.05958907,0.00144346,0.07283510,0.40957693
-5.87393697,0.87644514,0.36689635,0.17872681,0.05814876,0.00144928,0.07374998,0.41367229
-5.86793397,0.87753854,0.36831091,0.17915714,0.05657404,0.00144903,0.07424831,0.41578827
-5.86193097,0.87419783,0.36811406,0.17860281,0.05487577,0.00144246,0.07431173,0.41581888
-5.85592796,0.86639375,0.36628409,0.17705431,0.05307077,0.00142958,0.07393260,0.41371950
-5.84992496,0.85422267,0.36285394,0.17452794,0.05118128,0.00141061,0.07311421,0.40950838
-5.84392196,0.83790319,0.35791038,0.17106518,0.04923420,0.00138598,0.07187072,0.40326574
-5.83791896,0.81776813,0.35159110,0.16673119,0.04726022,0.00135633,0.07022659,0.39513059
-5.83191596,0.79425253,0.34407968,0.16161246,0.04529277,0.00132246,0.06821572,0.38529542
-5.82591296,0.76787792,0.33559882,0.15581366,0.04336697,0.00128532,0.06588024,0.37399888
-5.81990995,0.73923378,0.32640206,0.14945397,0.04151841,0.00124597,0.06326900,0.36151685
-5.81390695,0.70895692,0.31676427,0.14266296,0.03978204,0.00120551,0.06043595,0.34815237
-5.80790395,0.67770957,0.30697152,0.13557624,0.03819100,0.00116511,0.05743830,0.33422473
-5.80190095,0.64615740,0.29731057,0.12833108,0.03677553,0.00112589,0.05433471,0.32005828
-5.79589795,0.61494801,0.28805853,0.12106211,0.03556206,0.00108890,0.05118345,0.30597149
-5.78989495,0.58469106,0.27947314,0.11389740,0.03457231,0.00105513,0.04804074,0.29226655
-5.78389195,0.55594062,0.27178400,0.10695492,0.03382266,0.00102542,0.04495925,0.27922010
-5.77788894,0.52918039,0.26518515,0.10033968,0.03332361,0.00100044,0.04198673,0.26707526
-5.77188594,0.50481238,0.25982928,0.09414135,0.03307954,0.00098069,0.03916507,0.25603541
-5.76588294,0.48314909,0.25582372,0.08843281,0.03308856,0.00096650,0.03652949,0.24625975
-5.75987994,0.46440961,0.25322842,0.08326921,0.03334267,0.00095797,0.03410816,0.23786080
-5.75387694,0.44871936,0.25205576,0.07868788,0.03382807,0.00095503,0.03192200,0.23090385
-5.74787394,0.43611332,0.25227244,0.07470886,0.03452565,0.00095742,0.02998482,0.22540822
-5.74187094,0.42654249,0.25380291,0.07133594,0.03541171,0.00096472,0.02830370,0.22135025
-5.73586793,0.41988289,0.25653444,0.06855829,0.03645875,0.00097637,0.02687955,0.21866763
-5.72986493,0.41594668,0.26032342,0.06635240,0.03763643,0.00099169,0.02570783,0.21726501
-5.72386193,0.41449475,0.26500244,0.06468422,0.03891254,0.00100991,0.02477940,0.21702028
-5.71785893,0.41524998,0.27038806,0.06351156,0.04025410,0.00103023,0.02408145,0.21779149
-5.71185593,0.41791074,0.27628857,0.06278641,0.04162834,0.00105184,0.02359836,0.21942374
-5.70585293,0.42216374,0.28251162,0.06245715,0.04300366,0.00107391,0.02331262,0.22175603
-5.69984992,0.42769589,0.28887124,0.06247063,0.04435061,0.00109571,0.02320568,0.22462743
-5.69384692,0.43420467,0.29519401,0.06277397,0.04564254,0.00111653,0.02325863,0.22788268
-5.68784392,0.44140654,0.30132406,0.06331599,0.04685630,0.00113581,0.02345288,0.23137670
-5.68184092,0.44904333,0.30712686,0.06404842,0.04797263,0.00115305,0.02377063,0.23497807
-5.67583792,0.45688645,0.31249153,0.06492658,0.04897646,0.00116791,0.02419523,0.23857142
-5.66983492,0.46473896,0.31733184,0.06590987,0.04985699,0.00118015,0.02471148,0.24205860
-5.66383192,0.47243571,0.32158586,0.06696189,0.05060762,0.00118966,0.02530573,0.24535882
-5.65782891,0.47984180,0.32521444,0.06805023,0.05122573,0.00119645,0.02596601,0.24840795
-5.65182591,0.48684969,0.32819871,0.06914621,0.05171238,0.00120061,0.02668193,0.25115695
-5.64582291,0.49337546,0.33053690,0.07022435,0.05207184,0.00120234,0.02744472,0.25356988
-5.63981991,0.49935457,0.33224074,0.07126183,0.05231119,0.00120188,0.02824710,0.25562153
-5.63381691,0.50473761,0.33333173,0.07223797,0.05243984,0.00119954,0.02908322,0.25729510
-5.62781391,0.50948643,0.33383752,0.07313374,0.05246903,0.00119562,0.02994861,0.25857988
-5.62181091,0.51357098,0.33378880,0.07393144,0.05241152,0.00119045,0.03084010,0.25946947
-5.61580790,0.51696707,0.33321670,0.07461444,0.05228117,0.00118434,0.03175583,0.25996026
-5.60980490,0.51965529,0.33215101,0.07516723,0.05209275,0.00117757,0.03269528,0.26005073
-5.60380190,0.52162101,0.33061921,0.07557548,0.05186170,0.00117036,0.03365922,0.25974117
-5.59779890,0.52285549,0.32864632,0.07582645,0.05160406,0.00116292,0.03464983,0.25903412
-5.59179590,0.52335787,0.32625554,0.07590936,0.05133642,0.00115539,0.03567063,0.25793529
-5.58579290,0.52313780,0.32346949,0.07581597,0.05107584,0.00114785,0.03672652,0.25645491
-5.57978989,0.52221840,0.32031198,0.07554116,0.05083984,0.00114036,0.03782367,0.25460928
-5.57378689,0.52063918,0.31680995,0.07508349,0.05064637,0.00113294,0.03896940,0.25242245
-5.56778389,0.51845864,0.31299549,0.07444574,0.05051363,0.00112557,0.04017192,0.24992773
-5.56178089,0.51575608,0.30890762,0.07363527,0.05045993,0.00111821,0.04144006,0.24716895
-5.55577789,0.51263243,0.30459367,0.07266423,0.05050336,0.00111085,0.04278282,0.24420119
-5.54977489,0.50920996,0.30011009,0.07154963,0.05066146,0.00110344,0.04420888,0.24109099
-5.54377189,0.50563049,0.29552253,0.07031310,0.05095066,0.00109598,0.04572607,0.23791580
-5.53776888,0.50205235,0.29090511,0.06898048,0.05138576,0.00108846,0.04734069,0.23476275
-5.53176588,0.49864596,0.28633894,0.06758118,0.05197928,0.00108093,0.04905693,0.23172662
-5.52576288,0.49558823,0.28190983,0.06614729,0.05274079,0.00107343,0.05087617,0.22890721
-5.51975988,0.49305605,0.27770540,0.06471264,0.05367625,0.00106605,0.05279648,0.22640606
-5.51375688,0.49121910,0.27381159,0.06331155,0.05478741,0.00105891,0.05481204,0.22432276
-5.50775388,0.49023244,0.27030895,0.06197769,0.05607122,0.00105212,0.05691275,0.22275091
-5.50175088,0.49022905,0.26726873,0.06074281,0.05751952,0.00104582,0.05908403,0.22177408
-5.49574787,0.49131293,0.26474909,0.05963554,0.05911870,0.00104014,0.06130668,0.22146175
-5.48974487,0.49355296,0.26279168,0.05868024,0.06084972,0.00103522,0.06355700,0.22186563
-5.48374187,0.49697786,0.26141865,0.05789610,0.06268828,0.00103115,0.06580707,0.22301639
-5.47773887,0.50157262,0.26063045,0.05729627,0.06460520,0.00102803,0.06802521,0.22492108
-5.47173587,0.50727651,0.26040441,0.05688734,0.06656709,0.00102589,0.07017666,0.22756130
-5.46573287,0.51398289,0.26069435,0.05666901,0.06853720,0.00102474,0.07222433,0.23089227
-5.45972986,0.52154082,0.26143110,0.05663401,0.07047656,0.00102454,0.07412980,0.23484290
-5.45372686,0.52975858,0.26252412,0.05676832,0.07234524,0.00102521,0.07585432,0.23931675
-5.44772386,0.53840890,0.26386405,0.05705164,0.07410383,0.00102663,0.07735989,0.24419413
-5.44172086,0.54723589,0.26532613,0.05745807,0.07571499,0.00102862,0.07861040,0.24933502
-5.43571786,0.55596334,0.26677446,0.05795708,0.07714516,0.00103100,0.07957272,0.25458288
-5.42971486,0.56430422,0.26806678,0.05851460,0.07836626,0.00103357,0.08021767,0.25976924
-5.42371186,0.57197113,0.26905969,0.05909430,0.07935736,0.00103610,0.08052103,0.26471877
-5.41770885,0.57868716,0.26961412,0.05965894,0.08010636,0.00103841,0.08046426,0.26925487
-5.41170585,0.58419708,0.26960072,0.06017182,0.08061155,0.00104033,0.08003516,0.27320539
-5.40570285,0.58827829,0.26890509,0.06059820,0.08088298,0.00104174,0.07922830,0.27640840
-5.39969985,0.59075122,0.26743253,0.06090670,0.08094365,0.00104260,0.07804529,0.27871771
-5.39369685,0.59148883,0.26511218,0.06107058,0.08083054,0.00104295,0.07649478,0.28000807
-5.38769385,0.59042488,0.26190045,0.06106891,0.08059527,0.00104295,0.07459232,0.28017968
