energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.59179590,2.71591831,0.63948280,0.36427406,0.00235744,0.22565297,0.52912173,1.00958157,1.17950785,0.00000000
-5.58579290,2.82191308,0.66757602,0.38197534,0.00256512,0.23654525,0.55587946,1.03323116,1.24009887,0.00000000
-5.57978989,2.92046379,0.69337422,0.39857910,0.00278101,0.24624154,0.58068909,1.05548362,1.29648541,0.00000000
-5.57378689,3.00994505,0.71641525,0.41383141,0.00300282,0.25455480,0.60314810,1.07597637,1.34775517,0.00000000
-5.56778389,3.08880516,0.73627353,0.42749254,0.00322791,0.26132145,0.62288544,1.09432593,1.39306497,0.00000000
-5.56178089,3.15561654,0.75257449,0.43934402,0.00345335,0.26640679,0.63957303,1.11014141,1.43166735,0.00000000
-5.55577789,3.20912478,0.76500769,0.44919527,0.00367598,0.26970953,0.65293607,1.12303950,1.46293483,0.00000000
-5.54977489,3.24829409,0.77333810,0.45688974,0.00389248,0.27116526,0.66276204,1.13266051,1.48638088,0.00000000
-5.54377189,3.27234695,0.77741482,0.46231006,0.00409947,0.27074868,0.66890771,1.13868442,1.50167661,0.00000000
-5.53776888,3.28079609,0.77717702,0.46538222,0.00429362,0.26847446,0.67130399,1.14084631,1.50866233,0.00000000
-5.53176588,3.27346730,0.77265664,0.46607831,0.00447171,0.26439675,0.66995828,1.13895040,1.50735368,0.00000000
-5.52576288,3.25051205,0.76397787,0.46441806,0.00463077,0.25860726,0.66495434,1.13288200,1.49794177,0.00000000
-5.51975988,3.21240918,0.75135330,0.46046880,0.00476818,0.25123208,0.65644955,1.12261681,1.48078762,0.00000000
-5.51375688,3.15995581,0.73507715,0.45434405,0.00488169,0.24242744,0.64466982,1.10822723,1.45641094,0.00000000
-5.50775388,3.09424780,0.71551560,0.44620076,0.00496959,0.23237441,0.62990228,1.08988527,1.42547393,0.00000000
-5.50175088,3.01665087,0.69309497,0.43623522,0.00503067,0.22127307,0.61248614,1.06786226,1.38876083,0.00000000
-5.49574787,2.92876357,0.66828815,0.42467803,0.00506430,0.20933617,0.59280218,1.04252516,1.34715406,0.00000000
-5.48974487,2.83237396,0.64159993,0.41178807,0.00507045,0.19678270,0.57126119,1.01432989,1.30160811,0.00000000
-5.48374187,2.72941194,0.61355181,0.39784594,0.00504965,0.18383158,0.54829202,0.98381209,1.25312211,0.00000000
-5.47773887,2.62189910,0.58466706,0.38314690,0.00500295,0.17069576,0.52432958,0.95157561,1.20271245,0.00000000
-5.47173587,2.51189840,0.55545648,0.36799381,0.00493193,0.15757691,0.49980332,0.91827955,1.15138623,0.00000000
-5.46573287,2.40146531,0.52640545,0.35269001,0.00483854,0.14466086,0.47512662,0.88462422,1.10011668,0.00000000
-5.45972986,2.29260241,0.49796265,0.33753259,0.00472510,0.13211399,0.45068741,0.85133666,1.04982121,0.00000000
-5.45372686,2.18721868,0.47053090,0.32280614,0.00459413,0.12008058,0.42684020,0.81915637,1.00134289,0.00000000
-5.44772386,2.08709465,0.44446013,0.30877711,0.00444835,0.10868106,0.40389990,0.78882154,0.95543559,0.00000000
-5.44172086,1.99385412,0.42004274,0.29568899,0.00429050,0.09801139,0.38213731,0.76105627,0.91275311,0.00000000
-5.43571786,1.90894268,0.39751120,0.28375825,0.00412329,0.08814314,0.36177645,0.73655899,0.87384238,0.00000000
-5.42971486,1.83361307,0.37703784,0.27317122,0.00394932,0.07912449,0.34299347,0.71599221,0.83914032,0.00000000
-5.42371186,1.76891685,0.35873657,0.26408182,0.00377102,0.07098185,0.32591723,0.69997359,0.80897436,0.00000000
-5.41770885,1.71570177,0.34266625,0.25661015,0.00359058,0.06372192,0.31063112,0.68906832,0.78356587,0.00000000
-5.41170585,1.67461385,0.32883542,0.25084188,0.00340992,0.05733419,0.29717604,0.68378245,0.76303615,0.00000000
-5.40570285,1.64610314,0.31720791,0.24682839,0.00323070,0.05179360,0.28555415,0.68455708,0.74741425,0.00000000
-5.39969985,1.63043203,0.30770917,0.24458752,0.00305425,0.04706331,0.27573327,0.69176309,0.73664607,0.00000000
-5.39369685,1.62768499,0.30023280,0.24410491,0.00288167,0.04309734,0.26765154,0.70569601,0.73060412,0.00000000
-5.38769385,1.63777872,0.29464706,0.24533578,0.00271376,0.03984316,0.26122218,0.72657091,0.72909741,0.00000000
-5.38169085,1.66047189,0.29080106,0.24820708,0.00255112,0.03724396,0.25633806,0.75451710,0.73188097,0.00000000
-5.37568784,1.69537382,0.28853047,0.25261995,0.00239416,0.03524066,0.25287607,0.78957247,0.73866467,0.00000000
-5.36968484,1.74195167,0.28766254,0.25845234,0.00224312,0.03377366,0.25070099,0.83167760,0.74912111,0.00000000
-5.36368184,1.79953608,0.28802039,0.26556178,0.00209815,0.03278413,0.24966896,0.88066968,0.76289235,0.00000000
-5.35767884,1.86732538,0.28942646,0.27378827,0.00195930,0.03221513,0.24963034,0.93627665,0.77959551,0.00000000
-5.35167584,1.94438861,0.29170523,0.28295719,0.00182659,0.03201226,0.25043216,0.99811175,0.79882734,0.00000000
-5.34567284,2.02966814,0.29468523,0.29288217,0.00170002,0.03212420,0.25192012,1.06566921,0.82016775,0.00000000
-5.33966983,2.12198250,0.29820038,0.30336800,0.00157957,0.03250289,0.25394010,1.13832140,0.84318272,0.00000000
-5.33366683,2.22003013,0.30209082,0.31421347,0.00146526,0.03310357,0.25633954,1.21531825,0.86742666,0.00000000
-5.32766383,2.32239520,0.30620337,0.32521414,0.00135708,0.03388470,0.25896850,1.29578936,0.89244458,0.00000000
-5.32166083,2.42755597,0.31039172,0.33616510,0.00125507,0.03480770,0.26168068,1.37874940,0.91777429,0.00000000
-5.31565783,2.53389667,0.31451643,0.34686355,0.00115926,0.03583675,0.26433440,1.46310723,0.94294891,0.00000000
-5.30965483,2.63972321,0.31844497,0.35711144,0.00106968,0.03693839,0.26679364,1.54767900,0.96749991,0.00000000
-5.30365183,2.74328324,0.32205172,0.36671789,0.00098635,0.03808132,0.26892912,1.63120542,0.99096067,0.00000000
-5.29764882,2.84279046,0.32521814,0.37550163,0.00090924,0.03923610,0.27061962,1.71237300,1.01287094,0.00000000
-5.29164582,2.93645308,0.32783315,0.38329329,0.00083832,0.04037490,0.27175323,1.78983898,1.03278193,0.00000000
-5.28564282,3.02250589,0.32979359,0.38993755,0.00077347,0.04147144,0.27222889,1.86225944,1.05026221,0.00000000
-5.27963982,3.09924513,0.33100499,0.39529525,0.00071454,0.04250083,0.27195780,1.92831981,1.06490419,0.00000000
-5.27363682,3.16506528,0.33138245,0.39924527,0.00066132,0.04343962,0.27086491,1.98676683,1.07633110,0.00000000
-5.26763382,3.21849634,0.33085173,0.40168632,0.00061353,0.04426587,0.26889032,2.03644083,1.08420415,0.00000000
-5.26163082,3.25824053,0.32935032,0.40253847,0.00057083,0.04495929,0.26599042,2.07630715,1.08822983,0.00000000
-5.25562781,3.28320662,0.32682871,0.40174449,0.00053285,0.04550145,0.26213894,2.10548554,1.08816677,0.00000000
-5.24962481,3.29254080,0.32325152,0.39927094,0.00049915,0.04587601,0.25732756,2.12327608,1.08383221,0.00000000
-5.24362181,3.28565242,0.31859856,0.39510886,0.00046927,0.04606905,0.25156621,2.12918078,1.07510751,0.00000000
-5.23761881,3.26223361,0.31286572,0.38927422,0.00044274,0.04606928,0.24488296,2.12291963,1.06194260,0.00000000
-5.23161581,3.22227149,0.30606569,0.38180790,0.00041907,0.04586841,0.23732344,2.10444043,1.04435902,0.00000000
-5.22561281,3.16605262,0.29822829,0.37277527,0.00039779,0.04546132,0.22894987,2.07392186,1.02245143,0.00000000
-5.21960980,3.09415887,0.28940049,0.36226531,0.00037843,0.04484631,0.21983964,2.03176960,0.99638737,0.00000000
-5.21360680,3.00745491,0.27964609,0.35038924,0.00036057,0.04402519,0.21008351,1.97860540,0.96640520,0.00000000
-5.20760380,2.90706757,0.26904494,0.33727872,0.00034382,0.04300339,0.19978347,1.91524976,0.93281022,0.00000000
-5.20160080,2.79435760,0.25769173,0.32308351,0.00032785,0.04178986,0.18905035,1.84269855,0.89596900,0.00000000
-5.19559780,2.67088504,0.24569446,0.30796878,0.00031237,0.04039696,0.17800121,1.76209481,0.85630204,0.00000000
-5.18959480,2.53836916,0.23317243,0.29211200,0.00029715,0.03884018,0.16675670,1.67469661,0.81427496,0.00000000
-5.18359180,2.39864467,0.22025398,0.27569955,0.00028203,0.03713785,0.15543831,1.58184236,0.77038853,0.00000000
-5.17758879,2.25361569,0.20707390,0.25892312,0.00026689,0.03531067,0.14416581,1.48491493,0.72516773,0.00000000
-5.17158579,2.10520912,0.19377072,0.24197596,0.00025166,0.03338120,0.13305471,1.38530580,0.67915033,0.00000000
-5.16558279,1.95532919,0.18048382,0.22504913,0.00023634,0.03137332,0.12221407,1.28438083,0.63287524,0.00000000
-5.15957979,1.80581450,0.16735058,0.20832788,0.00022094,0.02931160,0.11174452,1.18344844,0.58687106,0.00000000
-5.15357679,1.65839907,0.15450351,0.19198817,0.00020552,0.02722073,0.10173661,1.08373156,0.54164518,0.00000000
-5.14757379,1.51467852,0.14206768,0.17619349,0.00019016,0.02512488,0.09226953,0.98634395,0.49767370,0.00000000
-5.14157079,1.37608212,0.13015823,0.16109215,0.00017497,0.02304715,0.08341016,0.89227150,0.45539256,0.00000000
-5.13556778,1.24385141,0.11887829,0.14681487,0.00016005,0.02100908,0.07521249,0.80235876,0.41518995,0.00000000
-5.12956478,1.11902544,0.10831718,0.13347295,0.00014551,0.01903017,0.06771742,0.71730086,0.37740028,0.00000000
-5.12356178,1.00243282,0.09854903,0.12115695,0.00013147,0.01712756,0.06095275,0.63764048,0.34229978,0.00000000
-5.11755878,0.89469005,0.08963182,0.10993583,0.00011803,0.01531578,0.05493358,0.56376969,0.31010362,0.00000000
-5.11155578,0.79620570,0.08160676,0.09985669,0.00010527,0.01360657,0.04966283,0.49593596,0.28096479,0.00000000
-5.10555278,0.70718967,0.07449818,0.09094490,0.00009327,0.01200884,0.04513201,0.43425164,0.25497430,0.00000000
-5.09954977,0.62766676,0.06831370,0.08320475,0.00008208,0.01052871,0.04132205,0.37870642,0.23216290,0.00000000
-5.09354677,0.55749356,0.06304477,0.07662038,0.00007174,0.00916962,0.03820437,0.32918173,0.21250390,0.00000000
-5.08754377,0.49637777,0.05866757,0.07115722,0.00006228,0.00793252,0.03574184,0.28546641,0.19591714,0.00000000
-5.08154077,0.44389914,0.05514415,0.06676353,0.00005369,0.00681615,0.03388994,0.24727310,0.18227371,0.00000000
-5.07553777,0.39953105,0.05242375,0.06337231,0.00004597,0.00581727,0.03259783,0.21425440,0.17140139,0.00000000
-5.06953477,0.36266227,0.05044439,0.06090331,0.00003908,0.00493105,0.03180948,0.18601860,0.16309065,0.00000000
-5.06353177,0.33261809,0.04913459,0.05926522,0.00003299,0.00415135,0.03146479,0.16214432,0.15710093,0.00000000
-5.05752876,0.30868048,0.04841516,0.05835795,0.00002766,0.00347107,0.03150070,0.14219385,0.15316715,0.00000000
-5.05152576,0.29010687,0.04820112,0.05807497,0.00002302,0.00288243,0.03185228,0.12572491,0.15100642,0.00000000
-5.04552276,0.27614741,0.04840367,0.05830567,0.00001903,0.00237730,0.03245387,0.11230085,0.15032459,0.00000000
-5.03951976,0.26606047,0.04893215,0.05893775,0.00001562,0.00194743,0.03324015,0.10149906,0.15082285,0.00000000
-5.03351676,0.25912640,0.04969601,0.05985952,0.00001273,0.00158470,0.03414722,0.09291785,0.15220407,0.00000000
-5.02751376,0.25465946,0.05060673,0.06096223,0.00001031,0.00128126,0.03511367,0.08618174,0.15417883,0.00000000
-5.02151076,0.25201804,0.05157967,0.06214216,0.00000830,0.00102973,0.03608166,0.08094535,0.15647117,0.00000000
-5.01550775,0.25061317,0.05253580,0.06330271,0.00000664,0.00082329,0.03699784,0.07689612,0.15882385,0.00000000
-5.00950475,0.24991534,0.05340329,0.06435622,0.00000529,0.00065576,0.03781432,0.07375580,0.16100298,0.00000000
-5.00350175,0.24945978,0.05411893,0.06522558,0.00000421,0.00052169,0.03848945,0.07128118,0.16280220,0.00000000
-4.99749875,0.24885020,0.05462929,0.06584565,0.00000336,0.00041637,0.03898860,0.06926395,0.16404595,0.00000000
-4.99149575,0.24776104,0.05489172,0.06616432,0.00000271,0.00033587,0.03928466,0.06752998,0.16459204,0.00000000
-4.98549275,0.24593841,0.05487504,0.06614328,0.00000224,0.00027704,0.03935850,0.06593805,0.16433342,0.00000000
-4.97948974,0.24319959,0.05455996,0.06575847,0.00000193,0.00023755,0.03919921,0.06437830,0.16319897,0.00000000
-4.97348674,0.23943145,0.05393923,0.06500022,0.00000177,0.00021588,0.03880415,0.06277027,0.16115350,0.00000000
-4.96748374,0.23458769,0.05301756,0.06387299,0.00000175,0.00021133,0.03817884,0.06106086,0.15819681,0.00000000
-4.96148074,0.22868524,0.05181124,0.06239494,0.00000190,0.00022411,0.03733670,0.05922210,0.15436207,0.00000000
-4.95547774,0.22179980,0.05034761,0.06059708,0.00000223,0.00025529,0.03629861,0.05724895,0.14971343,0.00000000
-4.94947474,0.21406094,0.04866432,0.05852237,0.00000275,0.00030695,0.03509231,0.05515705,0.14434302,0.00000000
-4.94347174,0.20564678,0.04680845,0.05622454,0.00000353,0.00038218,0.03375179,0.05298065,0.13836758,0.00000000
-4.93746873,0.19677861,0.04483563,0.05376686,0.00000460,0.00048518,0.03231655,0.05077065,0.13192481,0.00000000
-4.93146573,0.18771554,0.04280901,0.05122089,0.00000605,0.00062139,0.03083081,0.04859280,0.12516948,0.00000000
-4.92546273,0.17874954,0.04079839,0.04866518,0.00000797,0.00079753,0.02934281,0.04652621,0.11826972,0.00000000
-4.91945973,0.17020077,0.03887928,0.04618417,0.00001046,0.00102173,0.02790399,0.04466199,0.11140338,0.00000000
-4.91345673,0.16241355,0.03713214,0.04386703,0.00001366,0.00130361,0.02656838,0.04310223,0.10475466,0.00000000
-4.90745373,0.15575281,0.03564161,0.04180677,0.00001775,0.00165435,0.02539192,0.04195915,0.09851119,0.00000000
-4.90145073,0.15060105,0.03449592,0.04009941,0.00002290,0.00208673,0.02443190,0.04135438,0.09286136,0.00000000
-4.89544772,0.14735572,0.03378627,0.03884322,0.00002936,0.00261511,0.02374643,0.04141843,0.08799222,0.00000000
-4.88944472,0.14642672,0.03360631,0.03813815,0.00003737,0.00325541,0.02339394,0.04229010,0.08408759,0.00000000
-4.88344172,0.14823388,0.03405148,0.03808513,0.00004723,0.00402493,0.02343267,0.04411577,0.08132655,0.00000000
-4.87743872,0.15320406,0.03521835,0.03878544,0.00005927,0.00494221,0.02392018,0.04704856,0.07988203,0.00000000
-4.87143572,0.16176748,0.03720374,0.04033988,0.00007385,0.00602665,0.02491270,0.05124696,0.07991955,0.00000000
-4.86543272,0.17435304,0.04010353,0.04284778,0.00009135,0.00729820,0.02646444,0.05687315,0.08159574,0.00000000
-4.85942971,0.19138221,0.04401125,0.04640566,0.00011219,0.00877676,0.02862674,0.06409054,0.08505672,0.00000000
-4.85342671,0.21326127,0.04901623,0.05110560,0.00013680,0.01048163,0.03144701,0.07306066,0.09043604,0.00000000
-4.84742371,0.24037174,0.05520139,0.05703319,0.00016561,0.01243076,0.03496751,0.08393927,0.09785229,0.00000000
-4.84142071,0.27305889,0.06264056,0.06426507,0.00019905,0.01463998,0.03922400,0.09687160,0.10740604,0.00000000
-4.83541771,0.31161845,0.07139545,0.07286607,0.00023753,0.01712207,0.04424405,0.11198687,0.11917638,0.00000000
-4.82941471,0.35628168,0.08151231,0.08288600,0.00028141,0.01988586,0.05004545,0.12939210,0.13321693,0.00000000
-4.82341171,0.40719939,0.09301835,0.09435615,0.00033100,0.02293533,0.05663430,0.14916532,0.14955147,0.00000000
-4.81740870,0.46442518,0.10591802,0.10728569,0.00038654,0.02626866,0.06400330,0.17134862,0.16816948,0.00000000
-4.81140570,0.52789905,0.12018947,0.12165808,0.00044817,0.02987744,0.07212997,0.19594105,0.18902152,0.00000000
-4.80540270,0.59743181,0.13578123,0.13742772,0.00051589,0.03374594,0.08097518,0.22289195,0.21201512,0.00000000
-4.79939970,0.67269166,0.15260939,0.15451698,0.00058958,0.03785060,0.09048192,0.25209493,0.23701108,0.00000000
-4.79339670,0.75319364,0.17055554,0.17281399,0.00066897,0.04215975,0.10057450,0.28338306,0.26382085,0.00000000
-4.78739370,0.83829320,0.18946564,0.19217124,0.00075360,0.04663353,0.11115827,0.31652559,0.29220500,0.00000000
-4.78139070,0.92718460,0.20915003,0.21240535,0.00084284,0.05122418,0.12211997,0.35122654,0.32187336,0.00000000
-4.77538769,1.01890517,0.22938471,0.23329808,0.00093589,0.05587664,0.13332878,0.38712564,0.35248682,0.00000000
-4.76938469,1.11234574,0.24991415,0.25459876,0.00103176,0.06052946,0.14463804,0.42380178,0.38366117,0.00000000
-4.76338169,1.20626776,0.27045539,0.27602824,0.00112929,0.06511606,0.15588777,0.46077908,0.41497291,0.00000000
-4.75737869,1.29932698,0.29070374,0.29728429,0.00122717,0.06956628,0.16690790,0.49753572,0.44596719,0.00000000
-4.75137569,1.39010339,0.31033971,0.31804839,0.00132396,0.07380822,0.17752210,0.53351531,0.47616760,0.00000000
-4.74537269,1.47713658,0.32903713,0.33799383,0.00141814,0.07777026,0.18755221,0.56814056,0.50508762,0.00000000
-4.73936968,1.55896562,0.34647215,0.35679474,0.00150812,0.08138321,0.19682299,0.60082892,0.53224356,0.00000000
-4.73336668,1.63417192,0.36233280,0.37413586,0.00159230,0.08458255,0.20516717,0.63100947,0.55716825,0.00000000
-4.72736368,1.70142347,0.37632879,0.38972257,0.00166912,0.08731055,0.21243048,0.65814065,0.57942520,0.00000000
-4.72136068,1.75951865,0.38820099,0.40329090,0.00173709,0.08951834,0.21847652,0.68172787,0.59862259,0.00000000
-4.71535768,1.80742770,0.39773040,0.41461696,0.00179486,0.09116771,0.22319123,0.70134037,0.61442647,0.00000000
-4.70935468,1.84432986,0.40474596,0.42352538,0.00184124,0.09223255,0.22648677,0.71662651,0.62657255,0.00000000
-4.70335168,1.86964456,0.40913104,0.42989647,0.00187527,0.09269999,0.22830465,0.72732674,0.63487616,0.00000000
-4.69734867,1.88305505,0.41082810,0.43367153,0.00189622,0.09257101,0.22861795,0.73328367,0.63923973,0.00000000
-4.69134567,1.88452325,0.40984151,0.43485630,0.00190365,0.09186066,0.22743248,0.73444866,0.63965757,0.00000000
-4.68534267,1.87429500,0.40623813,0.43352211,0.00189740,0.09059770,0.22478696,0.73088462,0.63621759,0.00000000
-4.67933967,1.85289550,0.40014581,0.42980477,0.00187760,0.08882381,0.22075199,0.72276481,0.62909990,0.00000000
-4.67333667,1.82111489,0.39174982,0.42390127,0.00184467,0.08659237,0.21542812,0.71036775,0.61857232,0.00000000
-4.66733367,1.77998465,0.38128728,0.41606425,0.00179931,0.08396678,0.20894287,0.69406827,0.60498298,0.00000000
-4.66133067,1.73074590,0.36903992,0.40659465,0.00174248,0.08101856,0.20144700,0.67432540,0.58875033,0.00000000
-4.65532766,1.67481096,0.35532557,0.39583276,0.00167534,0.07782512,0.19311013,0.65166729,0.57035098,0.00000000
-4.64932466,1.61371983,0.34048853,0.38414810,0.00159922,0.07446744,0.18411588,0.62667416,0.55030591,0.00000000
-4.64332166,1.54909365,0.32488945,0.37192852,0.00151561,0.07102774,0.17465685,0.59995989,0.52916565,0.00000000
