energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.74187094,1.85147210,0.14739632,0.12408067,0.00039607,0.54027164,0.04853675,0.49838081,0.58073050,0.54095826
-5.73586793,1.73196910,0.13428462,0.11338487,0.00041717,0.51186479,0.04540596,0.45650607,0.54903460,0.50689980
-5.72986493,1.63587808,0.12357697,0.10459565,0.00044458,0.49027563,0.04272430,0.42101682,0.52453630,0.48003577
-5.72386193,1.56236500,0.11525098,0.09770551,0.00047767,0.47500843,0.04051831,0.39200441,0.50666474,0.45989330
-5.71785893,1.51036258,0.10928005,0.09269320,0.00051587,0.46548770,0.03880724,0.36950928,0.49476076,0.44592029
-5.71185593,1.47861194,0.10563209,0.08952564,0.00055868,0.46107887,0.03760317,0.35352241,0.48809995,0.43750654
-5.70585293,1.46570459,0.10426830,0.08815958,0.00060568,0.46110875,0.03691116,0.34398710,0.48591564,0.43400426
-5.69984992,1.47012309,0.10514165,0.08854290,0.00065653,0.46488532,0.03672962,0.34080074,0.48742132,0.43474756
-5.69384692,1.49027886,0.10819525,0.09061546,0.00071092,0.47171627,0.03705059,0.34381592,0.49183180,0.43907039
-5.68784392,1.52454591,0.11336041,0.09430938,0.00076865,0.48092605,0.03786017,0.35284101,0.49838285,0.44632255
-5.68184092,1.57128954,0.12055445,0.09954892,0.00082954,0.49187089,0.03913878,0.36763977,0.50634877,0.45588353
-5.67583792,1.62888962,0.12967839,0.10624987,0.00089352,0.50395162,0.04086154,0.38793024,0.51505762,0.46717390
-5.66983492,1.69575814,0.14061459,0.11431870,0.00096056,0.51662409,0.04299846,0.41338292,0.52390383,0.47966424
-5.66383192,1.77035125,0.15322452,0.12365138,0.00103068,0.52940699,0.04551473,0.44361872,0.53235799,0.49288143
-5.65782891,1.85117630,0.16734691,0.13413219,0.00110400,0.54188709,0.04837092,0.47820681,0.53997376,0.50641247
-5.65182591,1.93679444,0.18279642,0.14563266,0.00118063,0.55372180,0.05152317,0.51666311,0.54639175,0.51990582
-5.64582291,2.02581995,0.19936309,0.15801071,0.00126077,0.56463931,0.05492348,0.55844965,0.55134057,0.53307053
-5.63981991,2.11691718,0.21681278,0.17111021,0.00134463,0.57443637,0.05851997,0.60297543,0.55463509,0.54567335
-5.63381691,2.20879651,0.23488867,0.18476113,0.00143242,0.58297401,0.06225733,0.64959918,0.55617219,0.55753419
-5.62781391,2.30021027,0.25331408,0.19878028,0.00152437,0.59017153,0.06607728,0.69763431,0.55592432,0.56852012
-5.62181091,2.38994993,0.27179654,0.21297288,0.00162068,0.59599921,0.06991925,0.74635625,0.55393120,0.57853860
-5.61580790,2.47684543,0.29003305,0.22713478,0.00172152,0.60047004,0.07372114,0.79501244,0.55029020,0.58753005
-5.60980490,2.55976751,0.30771664,0.24105553,0.00182702,0.60363101,0.07742027,0.84283460,0.54514587,0.59546035
-5.60380190,2.63763344,0.32454375,0.25452205,0.00193725,0.60555446,0.08095437,0.88905323,0.53867899,0.60231367
-5.59779890,2.70941644,0.34022242,0.26732295,0.00205220,0.60632980,0.08426280,0.93291390,0.53109587,0.60808592
-5.59179590,2.77415872,0.35448087,0.27925325,0.00217180,0.60605608,0.08728770,0.97369472,0.52261813,0.61277922
-5.58579290,2.83098766,0.36707604,0.29011932,0.00229593,0.60483569,0.08997530,1.01072439,0.51347349,0.61639756
-5.57978989,2.87913448,0.37780188,0.29974391,0.00242437,0.60276944,0.09227707,1.04340004,0.50388786,0.61894392
-5.57378689,2.91795457,0.38649677,0.30797101,0.00255688,0.59995319,0.09415094,1.07120414,0.49407897,0.62041883
-5.56778389,2.94694820,0.39304990,0.31467025,0.00269319,0.59647607,0.09556232,1.09371969,0.48425163,0.62082038
-5.56178089,2.96578061,0.39740610,0.31974088,0.00283299,0.59242018,0.09648496,1.11064307,0.47459474,0.62014569
-5.55577789,2.97430013,0.39956899,0.32311478,0.00297601,0.58786179,0.09690166,1.12179375,0.46527985,0.61839347
-5.54977489,2.97255327,0.39960211,0.32475880,0.00312203,0.58287366,0.09680470,1.12712071,0.45646121,0.61556768
-5.54377189,2.96079565,0.39762803,0.32467591,0.00327087,0.57752832,0.09619606,1.12670500,0.44827710,0.61168177
-5.53776888,2.93949803,0.39382547,0.32290548,0.00342247,0.57190197,0.09508736,1.12075840,0.44085204,0.60676333
-5.53176588,2.90934688,0.38842432,0.31952237,0.00357689,0.56607864,0.09349962,1.10961832,0.43429968,0.60085881
-5.52576288,2.87123906,0.38169905,0.31463515,0.00373430,0.56015434,0.09146269,1.09373913,0.42872605,0.59403796
-5.51975988,2.82627081,0.37396053,0.30838336,0.00389505,0.55424080,0.08901455,1.07368019,0.42423274,0.58639771
-5.51375688,2.77572113,0.36554674,0.30093397,0.00405962,0.54846867,0.08620042,1.05009128,0.42091997,0.57806527
-5.50775388,2.72103023,0.35681275,0.29247726,0.00422862,0.54298986,0.08307177,1.02369599,0.41888913,0.56920024
-5.50175088,2.66377377,0.34812036,0.28322226,0.00440281,0.53797885,0.07968514,0.99527367,0.41824475,0.55999559
-5.49574787,2.60563377,0.33982777,0.27339184,0.00458306,0.53363305,0.07610108,0.96564068,0.41909580,0.55067749
-5.48974487,2.54836729,0.33227987,0.26321776,0.00477028,0.53017199,0.07238287,0.93563167,0.42155627,0.54150391
-5.48374187,2.49377381,0.32579925,0.25293578,0.00496544,0.52783553,0.06859545,0.90608135,0.42574508,0.53276212
-5.47773887,2.44366253,0.32067841,0.24278096,0.00516952,0.52688113,0.06480430,0.87780751,0.43178550,0.52476508
-5.47173587,2.39982025,0.31717330,0.23298324,0.00538343,0.52758029,0.06107439,0.85159538,0.43980403,0.51784697
-5.46573287,2.36398089,0.31549845,0.22376352,0.00560804,0.53021434,0.05746929,0.82818402,0.44992904,0.51235793
-5.45972986,2.33779712,0.31582358,0.21533010,0.00584408,0.53506976,0.05405026,0.80825457,0.46228925,0.50865820
-5.45372686,2.32281449,0.31827180,0.20787572,0.00609215,0.54243313,0.05087554,0.79242067,0.47701213,0.50711184
-5.44772386,2.32044837,0.32291924,0.20157497,0.00635272,0.55258590,0.04799969,0.78122078,0.49422240,0.50808010
-5.44172086,2.33196370,0.32979602,0.19658231,0.00662606,0.56579904,0.04547294,0.77511253,0.51404063,0.51191473
-5.43571786,2.35845734,0.33888822,0.19303040,0.00691233,0.58232768,0.04334075,0.77446855,0.53658189,0.51895118
-5.42971486,2.40084282,0.35014083,0.19102886,0.00721152,0.60240580,0.04164326,0.77957385,0.56195456,0.52950177
-5.42371186,2.45983717,0.36346118,0.19066340,0.00752348,0.62624092,0.04041493,0.79062431,0.59025901,0.54384913
-5.41770885,2.53594943,0.37872281,0.19199517,0.00784799,0.65400890,0.03968410,0.80772605,0.62158615,0.56223960
-5.41170585,2.62947055,0.39576951,0.19506035,0.00818475,0.68584876,0.03947264,0.83089552,0.65601574,0.58487697
-5.40570285,2.74046448,0.41441924,0.19987000,0.00853342,0.72185755,0.03979557,0.86006016,0.69361414,0.61191635
-5.39969985,2.86876036,0.43446802,0.20640998,0.00889365,0.76208532,0.04066076,0.89505943,0.73443159,0.64345844
-5.39369685,3.01394589,0.45569342,0.21464117,0.00926508,0.80653018,0.04206858,0.93564637,0.77849877,0.67954410
-5.38769385,3.17536221,0.47785789,0.22449981,0.00964739,0.85513359,0.04401167,0.98148963,0.82582268,0.72014943
-5.38169085,3.35210059,0.50071175,0.23589810,0.01004027,0.90777604,0.04647468,1.03217611,0.87638181,0.76518155
-5.37568784,3.54300171,0.52399604,0.24872495,0.01044343,0.96427318,0.04943414,1.08721443,0.93012076,0.81447508
-5.36968484,3.74665808,0.54744519,0.26284719,0.01085654,1.02437278,0.05285841,1.14603938,0.98694445,0.86778964
-5.36368184,3.96142031,0.57078969,0.27811095,0.01127923,1.08775260,0.05670772,1.20801752,1.04671213,0.92480857
-5.35767884,4.18540808,0.59375885,0.29434346,0.01171102,1.15401952,0.06093437,1.27245417,1.10923157,0.98513901
-5.35167584,4.41652625,0.61608374,0.31135521,0.01215129,1.22271016,0.06548308,1.33860188,1.17425369,1.04831355
-5.34567284,4.65248656,0.63750032,0.32894253,0.01259915,1.29329315,0.07029152,1.40567038,1.24146806,1.11379358
-5.33966983,4.89083517,0.65775289,0.34689046,0.01305348,1.36517335,0.07529100,1.47283795,1.31049959,1.18097458
-5.33366683,5.12898592,0.67659770,0.36497599,0.01351274,1.43769788,0.08040741,1.53926424,1.38090686,1.24919313
-5.32766383,5.36425876,0.69380674,0.38297153,0.01397504,1.51016425,0.08556226,1.60410401,1.45218217,1.31773588
-5.32166083,5.59392288,0.70917165,0.40064862,0.01443799,1.58183040,0.09067401,1.66652172,1.52375391,1.38585019
-5.31565783,5.81524325,0.72250745,0.41778168,0.01489870,1.65192639,0.09565945,1.72570637,1.59499094,1.45275631
-5.30965483,6.02552956,0.73365603,0.43415178,0.01535380,1.71966766,0.10043532,1.78088624,1.66520951,1.51766083
-5.30365183,6.22218588,0.74248924,0.44955029,0.01579937,1.78426945,0.10491994,1.83134296,1.73368235,1.57977105
-5.29764882,6.40275971,0.74891130,0.46378232,0.01623100,1.84496192,0.10903492,1.87642453,1.79964991,1.63830988
-5.29164582,6.56498866,0.75286053,0.47666984,0.01664387,1.90100565,0.11270689,1.91555669,1.86233355,1.69253078
-5.28564282,6.70684349,0.75431005,0.48805442,0.01703274,1.95170688,0.11586920,1.94825245,1.92095027,1.74173247
-5.27963982,6.82656593,0.75326771,0.49779952,0.01739209,1.99643215,0.11846341,1.97411933,1.97472866,1.78527271
-5.27363682,6.92270035,0.74977488,0.50579227,0.01771625,2.03462183,0.12044077,1.99286427,2.02292553,1.82258103
-5.26763382,6.99411839,0.74390440,0.51194477,0.01799947,2.06580209,0.12176334,2.00429598,2.06484284,1.85316978
-5.26163082,7.04003599,0.73575771,0.51619488,0.01823611,2.08959494,0.12240494,2.00832500,2.09984422,1.87664337
-5.25562781,7.06002258,0.72546123,0.51850654,0.01842078,2.10572613,0.12235182,2.00496146,2.12737075,1.89270544
-5.24962481,7.05400264,0.71316231,0.51886968,0.01854851,2.11403058,0.12160288,1.99431085,2.14695540,1.90116368
-5.24362181,7.02224976,0.69902483,0.51729974,0.01861488,2.11445522,0.12016972,1.97656820,2.15823554,1.90193239
-5.23761881,6.96537397,0.68322474,0.51383694,0.01861620,2.10705933,0.11807619,1.95201092,2.16096335,1.89503271
-5.23161581,6.88430299,0.66594578,0.50854526,0.01854966,2.09201214,0.11535774,1.92099075,2.15501349,1.88059050
-5.22561281,6.78025827,0.64737547,0.50151132,0.01841343,2.06958800,0.11206034,1.88392522,2.14038794,1.85883219
-5.21960980,6.65472670,0.62770163,0.49284315,0.01820676,2.04015924,0.10823923,1.84128896,2.11721764,1.83007858
-5.21360680,6.50942901,0.60710941,0.48266891,0.01793007,2.00418687,0.10395739,1.79360510,2.08576107,1.79473691
-5.20760380,6.34628573,0.58577910,0.47113564,0.01758498,1.96220938,0.09928385,1.74143713,2.04639944,1.75329152
-5.20160080,6.16738152,0.56388456,0.45840801,0.01717433,1.91483013,0.09429190,1.68538120,1.99962891,1.70629319
-5.19559780,5.97492888,0.54159227,0.44466719,0.01670210,1.86270345,0.08905728,1.62605917,1.94604990,1.65434761
-5.18959480,5.77123178,0.51906103,0.43010977,0.01617342,1.80651998,0.08365632,1.56411239,1.88635383,1.59810316
-5.18359180,5.55865010,0.49644217,0.41494676,0.01559442,1.74699164,0.07816429,1.50019607,1.82130774,1.53823843
-5.17758879,5.33956550,0.47388008,0.39940267,0.01497212,1.68483663,0.07265376,1.43497451,1.75173732,1.47544964
-5.17158579,5.11634940,0.45151308,0.38371472,0.01431426,1.62076491,0.06719322,1.36911681,1.67850881,1.41043830
-5.16558279,4.89133366,0.42947442,0.36813202,0.01362916,1.55546458,0.06184598,1.30329322,1.60251057,1.34389949
-5.15957979,4.66678454,0.40789334,0.35291486,0.01292553,1.48958968,0.05666921,1.23817197,1.52463479,1.27651091
-5.15357679,4.44488050,0.38689612,0.33833396,0.01221225,1.42374962,0.05171332,1.17441652,1.44576009,1.20892304
-5.14757379,4.22769431,0.36660702,0.32466966,0.01149823,1.35850079,0.04702167,1.11268319,1.36673550,1.14175065
-5.14157079,4.01717970,0.34714914,0.31221112,0.01079220,1.29434044,0.04263043,1.05361906,1.28836651,1.07556577
-5.13556778,3.81516279,0.32864504,0.30125520,0.01010258,1.23170316,0.03856877,0.99786019,1.21140343,1.01089247
-5.12956478,3.62333837,0.31121730,0.29210517,0.00943731,1.17096003,0.03485929,0.94602992,1.13653257,0.94820329
-5.12356178,3.44327058,0.29498888,0.28506910,0.00880374,1.11242028,0.03151855,0.89873729,1.06437026,0.88791762
-5.11755878,3.27639772,0.28008329,0.28045769,0.00820854,1.05633559,0.02855786,0.85657547,0.99545995,0.83040179
-5.11155578,3.12404032,0.26662468,0.27858164,0.00765763,1.00290642,0.02598409,0.82011987,0.93027204,0.77597086
-5.10555278,2.98741164,0.25473766,0.27974826,0.00715615,0.95229036,0.02380060,0.78992606,0.86920647,0.72489192
-5.09954977,2.86762928,0.24454707,0.28425732,0.00670838,0.90461169,0.02200819,0.76652701,0.81259753,0.67738861
-5.09354677,2.76572675,0.23617738,0.29239613,0.00631782,0.85997181,0.02060596,0.75042977,0.76072037,0.63364650
-5.08754377,2.68266369,0.22975196,0.30443371,0.00598714,0.81845985,0.01959228,0.74211107,0.71379891,0.59381911
-5.08154077,2.61933322,0.22539191,0.32061406,0.00571819,0.78016278,0.01896550,0.74201206,0.67201424,0.55803397
-5.07553777,2.57656556,0.22321465,0.34114881,0.00551209,0.74517454,0.01872467,0.75053179,0.63551320,0.52639848
-5.06953477,2.55512662,0.22333205,0.36620915,0.00536918,0.71360344,0.01887013,0.76801964,0.60441630,0.49900507
-5.06353177,2.55571121,0.22584813,0.39591747,0.00528910,0.68557755,0.01940389,0.79476662,0.57882468,0.47593543
-5.05752876,2.57893044,0.23085637,0.43033883,0.00527078,0.66124748,0.02032992,0.83099579,0.55882562,0.45726341
-5.05152576,2.62529349,0.23843666,0.46947281,0.00531249,0.64078662,0.02165428,0.87685206,0.54449614,0.44305640
-5.04552276,2.69518436,0.24865184,0.51324594,0.00541182,0.62438841,0.02338507,0.93239175,0.53590483,0.43337523
-5.03951976,2.78883458,0.26154411,0.56150536,0.00556572,0.61226107,0.02553221,0.99757236,0.53311149,0.42827231
-5.03351676,2.90629333,0.27713131,0.61401399,0.00577049,0.60461979,0.02810709,1.07224305,0.53616496,0.42778842
-5.02751376,3.04739648,0.29540326,0.67044765,0.00602182,0.60167683,0.03112206,1.15613646,0.54509926,0.43194810
-5.02151076,3.21173660,0.31631843,0.73039461,0.00631478,0.60363010,0.03458974,1.24886237,0.55992829,0.44075407
-5.01550775,3.39863588,0.33980097,0.79335774,0.00664387,0.61065082,0.03852222,1.34990369,0.58063972,0.45418105
-5.00950475,3.60712369,0.36573845,0.85875953,0.00700307,0.62287076,0.04293011,1.45861530,0.60718829,0.47216932
-5.00350175,3.83592082,0.39398045,0.92594992,0.00738588,0.64037010,0.04782148,1.57422600,0.63948935,0.49461859
-4.99749875,4.08343175,0.42433803,0.99421700,0.00778540,0.66316627,0.05320071,1.69584383,0.67741294,0.52138259
-4.99149575,4.34774615,0.45658444,1.06280029,0.00819442,0.69120466,0.05906728,1.82246475,0.72077902,0.55226483
-4.98549275,4.62665036,0.49045689,1.13090617,0.00860554,0.72435170,0.06541446,1.95298466,0.76935434,0.58701590
-4.97948974,4.91764916,0.52565958,1.19772504,0.00901130,0.76239081,0.07222812,2.08621436,0.82285137,0.62533282
-4.97348674,5.21799759,0.56186782,1.26244970,0.00940431,0.80502157,0.07948548,2.22089729,0.88092943,0.66686040
-4.96748374,5.52474235,0.59873329,1.32429399,0.00977737,0.85186231,0.08715404,2.35572930,0.94319847,0.71119503
-4.96148074,5.83477153,0.63589011,1.38251138,0.01012367,0.90245622,0.09519068,2.48938008,1.00922534,0.75789078
-4.95547774,6.14487153,0.67296177,1.43641247,0.01043692,0.95628086,0.10354095,2.62051550,1.07854265,0.80646777
-4.94947474,6.45178931,0.70956851,1.48538098,0.01071147,1.01276067,0.11213871,2.74782034,1.15065994,0.85642260
-4.94347174,6.75229836,0.74533494,1.52888746,0.01094248,1.07128232,0.12090608,2.87002077,1.22507686,0.90724050
-4.93746873,7.04326616,0.77989784,1.56650051,0.01112599,1.13121208,0.12975389,2.98590609,1.30129794,0.95840885
-4.93146573,7.32172135,0.81291362,1.59789484,0.01125904,1.19191464,0.13858247,3.09434919,1.37884835,1.00943144
-4.92546273,7.58491858,0.84406554,1.62285632,0.01133970,1.25277263,0.14728301,3.19432551,1.45728997,1.05984301
-4.91945973,7.83039904,0.87307019,1.64128367,0.01136714,1.31320600,0.15573936,3.28493004,1.53623705,1.10922338
-4.91345673,8.05604497,0.89968338,1.65318716,0.01134159,1.37269025,0.16383027,3.36539239,1.61537066,1.15721047
-4.90745373,8.26012657,0.92370510,1.65868435,0.01126434,1.43077291,0.17143207,3.43508949,1.69445103,1.20351170
-4.90145073,8.44133973,0.94498363,1.65799327,0.01113767,1.48708717,0.17842168,3.49355613,1.77332706,1.24791308
-4.89544772,8.59883346,0.96341865,1.65142339,0.01096473,1.54136217,0.18467985,3.54049302,1.85194213,1.29028534
-4.88944472,8.73222593,0.97896343,1.63936501,0.01074948,1.59342907,0.19009451,3.57577250,1.93033553,1.33058689
-4.88344172,8.84160840,0.99162615,1.62227723,0.01049653,1.64322271,0.19456412,3.59944160,2.00863905,1.36886301
-4.87743872,8.92753658,1.00147014,1.60067520,0.01021096,1.69077834,0.19800092,3.61172258,2.08706835,1.40524124
-4.87143572,8.99100919,1.00861343,1.57511706,0.00989822,1.73622349,0.20033373,3.61301060,2.16590879,1.43992288
-4.86543272,9.03343410,1.01322735,1.54619078,0.00956393,1.77976501,0.20151054,3.60386862,2.24549621,1.47317076
-4.85942971,9.05658247,1.01553428,1.51450144,0.00921370,1.82167183,0.20150030,3.58501921,2.32619270,1.50529356
-4.85342671,9.06253199,1.01580460,1.48065904,0.00885304,1.86225394,0.20029430,3.55733325,2.40835838,1.53662726
-4.84742371,9.05360066,1.01435274,1.44526722,0.00848713,1.90183841,0.19790662,3.52181548,2.49232000,1.56751438
-4.84142071,9.03227308,1.01153240,1.40891280,0.00812079,1.94074369,0.19437395,3.47958699,2.57833783,1.59828192
-4.83541771,9.00112121,1.00773073,1.37215657,0.00775829,1.97925315,0.18975465,3.43186458,2.66657223,1.62921885
-4.82941471,8.96272258,1.00336163,1.33552506,0.00740330,2.01758933,0.18412699,3.37993744,2.75705171,1.66055437
-4.82341171,8.91957843,0.99885796,1.29950356,0.00705885,2.05589029,0.17758686,3.32514140,2.84964424,1.69243797
-4.81740870,8.87403495,0.99466282,1.26453036,0.00672730,2.09418916,0.17024491,3.26883118,2.94403354,1.72492239
-4.81140570,8.82821043,0.99121973,1.23099209,0.00641027,2.13239848,0.16222320,3.21235135,3.03970220,1.75795054
-4.80540270,8.78393119,0.98896200,1.19922032,0.00610876,2.17030005,0.15365164,3.15700659,3.13592280,1.79134723
-4.79939970,8.74267880,0.98830122,1.16948930,0.00582312,2.20754140,0.14466436,3.10403196,3.23175852,1.82481635
-4.79339670,8.70555054,0.98961526,1.14201475,0.00555314,2.24363915,0.13539597,3.05456416,3.32607362,1.85794407
-4.78739370,8.67323479,0.99323587,1.11695386,0.00529814,2.27798972,0.12597813,3.00961438,3.41755421,1.89020807
-4.78139070,8.64600210,0.99943641,1.09440619,0.00505704,2.30988687,0.11653636,2.97004375,3.50473899,1.92099272
-4.77538769,8.62371223,1.00841997,1.07441562,0.00482850,2.33854581,0.10718725,2.93654209,3.58605899,1.94960975
-4.76938469,8.60583665,1.02030844,1.05697315,0.00461099,2.36313271,0.09803623,2.90961061,3.65988512,1.97532352
-4.76338169,8.59149540,1.03513306,1.04202056,0.00440294,2.38279839,0.08917579,2.88954948,3.72458148,1.99737993
-4.75737869,8.57950662,1.05282691,1.02945478,0.00420279,2.39671478,0.08068434,2.87645048,3.77856246,2.01503770
-4.75137569,8.56844649,1.07321994,1.01913299,0.00400916,2.40411230,0.07262559,2.87019548,3.82035092,2.02760043
-4.74537269,8.55671716,1.09603700,1.01087820,0.00382087,2.40431641,0.06504849,2.87046076,3.84863510,2.03444808
-4.73936968,8.54261985,1.12089929,1.00448551,0.00363704,2.39678158,0.05798761,2.87672760,3.86232155,2.03506626
-4.73336668,8.52443035,1.14732952,0.99972860,0.00345717,2.38112095,0.05146398,2.88829883,3.86058175,2.02907198
-4.72736368,8.50047411,1.17476096,0.99636674,0.00328114,2.35713031,0.04548623,2.90432125,3.84289035,2.01623446
-4.72136068,8.46919832,1.20255041,0.99415194,0.00310927,2.32480511,0.04005196,2.92381349,3.80905343,1.99649014
-4.71535768,8.42923863,1.22999483,0.99283631,0.00294233,2.28434980,0.03514937,2.94569845,3.75922550,1.96995118
-4.70935468,8.37947833,1.25635128,0.99217942,0.00278149,2.23617907,0.03075884,2.96883966,3.69391476,1.93690687
-4.70335168,8.31909846,1.28085960,0.99195550,0.00262838,2.18091087,0.02685461,2.99208025,3.61397652,1.89781818
-4.69734867,8.24761727,1.30276698,0.99196041,0.00248499,2.11935175,0.02340643,3.01428334,3.52059532,1.85330561
-4.69134567,8.16491810,1.32135368,0.99201799,0.00235367,2.05247520,0.02038099,3.03437233,3.41525661,1.80413097
-4.68534267,8.07126497,1.33595853,0.99198577,0.00223709,1.98139402,0.01774332,3.05136952,3.29970954,1.75117410
-4.67933967,7.96730554,1.34600357,0.99175965,0.00213815,1.90732804,0.01545796,3.06443163,3.17592240,1.69540546
-4.67333667,7.85406136,1.35101624,0.99127742,0.00205996,1.83156870,0.01348996,3.07288040,3.04603250,1.63785601
-4.66733367,7.73290569,1.35064845,0.99052078,0.00200575,1.75544180,0.01180570,3.07622719,2.91229257,1.57958560
-4.66133067,7.60552940,1.34469142,0.98951578,0.00197879,1.68027014,0.01037346,3.07419009,2.77701535,1.52165115
-4.65532766,7.47389586,1.33308563,0.98833154,0.00198238,1.60733724,0.00916391,3.06670290,2.64251821,1.46507591
-4.64932466,7.34018597,1.31592522,0.98707699,0.00201968,1.53785352,0.00815032,3.05391527,2.51106941,1.41082099
-4.64332166,7.20673468,1.29345682,0.98589597,0.00209369,1.47292582,0.00730872,3.03618398,2.38483710,1.35975983
