energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.84392196,7.81242761,0.63852717,3.64524555,0.01896398,0.39893190,0.06272289,2.61139185,2.34011909,0.75526249
-5.83791896,7.76939429,0.63359538,3.64272770,0.01844093,0.38505916,0.05999255,2.59228504,2.31938373,0.75425778
-5.83191596,7.72172904,0.62859949,3.63495111,0.01788939,0.37164542,0.05728148,2.57315544,2.29824472,0.75379831
-5.82591296,7.66978092,0.62354494,3.62189044,0.01730950,0.35881058,0.05460919,2.55417030,2.27688822,0.75401149
-5.81990995,7.61387475,0.61843229,3.60353907,0.01670279,0.34668408,0.05199404,2.53545578,2.25548233,0.75501011
-5.81390695,7.55431099,0.61325645,3.57991809,0.01607214,0.33540171,0.04945288,2.51709265,2.23417340,0.75688890
-5.80790395,7.49136800,0.60800622,3.55108603,0.01542166,0.32510203,0.04700083,2.49911365,2.21308319,0.75972126
-5.80190095,7.42530649,0.60266440,3.51714855,0.01475654,0.31592243,0.04465099,2.48150239,2.19230705,0.76355662
-5.79589795,7.35637594,0.59720854,3.47826758,0.01408286,0.30799521,0.04241432,2.46419431,2.17191330,0.76841822
-5.78989495,7.28482250,0.59161225,3.43466906,0.01340737,0.30144376,0.04029959,2.44707955,2.15194370,0.77430171
-5.78389195,7.21089821,0.58584721,3.38664882,0.01273735,0.29637907,0.03831331,2.43000788,2.13241507,0.78117443
-5.77788894,7.13487083,0.57988569,3.33457617,0.01208034,0.29289665,0.03645987,2.41279568,2.11332197,0.78897561
-5.77188594,7.05703410,0.57370365,3.27889485,0.01144401,0.29107396,0.03474169,2.39523485,2.09464033,0.79761740
-5.76588294,6.97771810,0.56728407,3.22012142,0.01083595,0.29096841,0.03315941,2.37710335,2.07633196,0.80698686
-5.75987994,6.89729911,0.56062057,3.15884099,0.01026354,0.29261595,0.03171221,2.35817725,2.05834961,0.81694882
-5.75387694,6.81620899,0.55372097,3.09570076,0.00973383,0.29603015,0.03039807,2.33824384,2.04064246,0.82734954
-5.74787394,6.73494354,0.54661062,3.03140157,0.00925343,0.30120179,0.02921414,2.31711526,2.02316192,0.83802112
-5.74187094,6.65406958,0.53933537,2.96668807,0.00882846,0.30809895,0.02815709,2.29464229,2.00586723,0.84878649
-5.73586793,6.57423047,0.53196382,2.90233792,0.00846448,0.31666728,0.02722338,2.27072757,1.98873091,0.85946479
-5.72986493,6.49614941,0.52458884,2.83915052,0.00816644,0.32683073,0.02640964,2.24533762,1.97174355,0.86987698
-5.72386193,6.42063043,0.51732805,2.77793567,0.00793870,0.33849238,0.02571284,2.21851307,1.95491786,0.87985133
-5.71785893,6.34855618,0.51032323,2.71950250,0.00778498,0.35153545,0.02513053,2.19037643,1.93829168,0.88922879
-5.71185593,6.28088224,0.50373850,2.66464874,0.00770835,0.36582447,0.02466094,2.16113678,1.92192979,0.89786776
-5.70585293,6.21862741,0.49775738,2.61415065,0.00771125,0.38120658,0.02430305,2.13109096,1.90592432,0.90564814
-5.69984992,6.16285961,0.49257856,2.56875322,0.00779541,0.39751297,0.02405651,2.10062082,1.89039369,0.91247453
-5.69384692,6.11467704,0.48841069,2.52916092,0.00796187,0.41456048,0.02392157,2.07018638,1.87548007,0.91827836
-5.68784392,6.07518482,0.48546611,2.49602843,0.00821092,0.43215342,0.02389885,2.04031489,1.86134537,0.92301883
-5.68184092,6.04546708,0.48395394,2.46995157,0.00854207,0.45008569,0.02398909,2.01158592,1.84816577,0.92668276
-5.67583792,6.02655532,0.48407259,2.45145807,0.00895396,0.46814311,0.02419284,1.98461301,1.83612521,0.92928321
-5.66983492,6.01939371,0.48600207,2.44099822,0.00944433,0.48610617,0.02451008,1.96002234,1.82540783,0.93085711
-5.66383192,6.02480282,0.48989641,2.43893555,0.01000995,0.50375308,0.02493988,1.93842937,1.81618990,0.93146191
-5.65782891,6.04344299,0.49587642,2.44553764,0.01064656,0.52086319,0.02547999,1.92041434,1.80863139,0.93117161
-5.65182591,6.07577932,0.50402329,2.46096755,0.01134885,0.53722064,0.02612649,1.90649766,1.80286779,0.93007221
-5.64582291,6.12205000,0.51437308,2.48527620,0.01211041,0.55261839,0.02687351,1.89711644,1.79900240,0.92825707
-5.63981991,6.18223995,0.52691265,2.51839634,0.01292373,0.56686231,0.02771298,1.89260312,1.79709963,0.92582224
-5.63381691,6.25606154,0.54157698,2.56013864,0.01378028,0.57977540,0.02863445,1.89316735,1.79717957,0.92286210
-5.62781391,6.34294386,0.55824824,2.61019048,0.01467052,0.59120193,0.02962513,1.89888199,1.79921422,0.91946559
-5.62181091,6.44203191,0.57675668,2.66811791,0.01558406,0.60101147,0.03066987,1.90967407,1.80312551,0.91571312
-5.61580790,6.55219629,0.59688319,2.73337111,0.01650977,0.60910251,0.03175142,1.92532102,1.80878543,0.91167439
-5.60980490,6.67205372,0.61836373,2.80529361,0.01743599,0.61540569,0.03285075,1.94545272,1.81601821,0.90740709
-5.60380190,6.79999789,0.64089530,2.88313508,0.01835075,0.61988644,0.03394744,1.96955906,1.82460448,0.90295670
-5.59779890,6.93423984,0.66414331,2.96606749,0.01924202,0.62254694,0.03502026,1.99700296,1.83428743,0.89835701
-5.59179590,7.07285616,0.68775016,3.05320411,0.02009796,0.62342726,0.03604780,2.02703820,1.84478054,0.89363167
-5.58579290,7.21384310,0.71134453,3.14362055,0.02090726,0.62260565,0.03700911,2.05883136,1.85577668,0.88879620
-5.57978989,7.35517415,0.73455123,3.23637702,0.02165936,0.62019788,0.03788444,2.09148684,1.86695815,0.88386060
-5.57378689,7.49485834,0.75700108,3.33054059,0.02234479,0.61635563,0.03865596,2.12407399,1.87800713,0.87883213
-5.56778389,7.63099672,0.77834058,3.42520657,0.02295533,0.61126396,0.03930838,2.15565516,1.88861626,0.87371809
-5.56178089,7.76183403,0.79824083,3.51951776,0.02348433,0.60513779,0.03982958,2.18531346,1.89849857,0.86852838
-5.55577789,7.88580338,0.81640562,3.61268066,0.02392678,0.59821754,0.04021113,2.21217922,1.90739655,0.86327764
-5.54977489,8.00156162,0.83257808,3.70397782,0.02427949,0.59076396,0.04044862,2.23545407,1.91508977,0.85798673
-5.54377189,8.10801411,0.84654604,3.79277577,0.02454108,0.58305230,0.04054191,2.25443174,1.92140077,0.85268349
-5.53776888,8.20432763,0.85814557,3.87852821,0.02471204,0.57536591,0.04049522,2.26851503,1.92619887,0.84740273
-5.53176588,8.28993146,0.86726296,3.96077446,0.02479459,0.56798953,0.04031701,2.27722832,1.92940187,0.84218525
-5.52576288,8.36450685,0.87383484,4.03913356,0.02479258,0.56120228,0.04001976,2.28022550,1.93097532,0.83707624
-5.51975988,8.42796593,0.87784672,4.11329455,0.02471127,0.55527084,0.03961953,2.27729312,1.93092979,0.83212284
-5.51375688,8.48042189,0.87932999,4.18300378,0.02455713,0.55044269,0.03913550,2.26834921,1.92931598,0.82737129
-5.50775388,8.52215233,0.87835764,4.24805042,0.02433752,0.54693997,0.03858924,2.25343774,1.92621817,0.82286373
-5.50175088,8.55355845,0.87503886,4.30825125,0.02406046,0.54495392,0.03800406,2.23271964,1.92174633,0.81863484
-5.49574787,8.57512252,0.86951298,4.36343596,0.02373424,0.54464028,0.03740424,2.20646072,1.91602744,0.81470870
-5.48974487,8.58736644,0.86194289,4.41343418,0.02336720,0.54611570,0.03681418,2.17501729,1.90919633,0.81109603
-5.48374187,8.59081375,0.85250833,4.45806521,0.02296743,0.54945539,0.03625768,2.13882033,1.90138685,0.80779197
-5.47773887,8.58595729,0.84139938,4.49713133,0.02254250,0.55469208,0.03575718,2.09835874,1.89272361,0.80477472
-5.47173587,8.57323417,0.82881039,4.53041529,0.02209926,0.56181632,0.03533309,2.05416262,1.88331499,0.80200505
-5.46573287,8.55300924,0.81493459,4.55768209,0.02164371,0.57077804,0.03500322,2.00678696,1.87324757,0.79942683
-5.45972986,8.52556745,0.79995955,4.57868519,0.02118087,0.58148947,0.03478228,1.95679654,1.86258256,0.79696853
-5.45372686,8.49111512,0.78406360,4.59317665,0.02071474,0.59382898,0.03468152,1.90475224,1.85135399,0.79454564
-5.44772386,8.44978932,0.76741335,4.60092046,0.02024832,0.60764599,0.03470850,1.85119918,1.83956915,0.79206396
-5.44172086,8.40167406,0.75016210,4.60170830,0.01978362,0.62276637,0.03486694,1.79665686,1.82721076,0.78942348
-5.43571786,8.34682162,0.73244935,4.59537641,0.01932184,0.63899826,0.03515672,1.74161130,1.81424094,0.78652259
-5.42971486,8.28527699,0.71440100,4.58182260,0.01886343,0.65613801,0.03557403,1.68650926,1.80060648,0.78326255
-5.42371186,8.21710334,0.69613028,4.56102188,0.01840829,0.67397583,0.03611148,1.63175430,1.78624506,0.77955172
-5.41770885,8.14240624,0.67773917,4.53303980,0.01795594,0.69230103,0.03675850,1.57770448,1.77109194,0.77530945
-5.41170585,8.06135484,0.65931999,4.49804237,0.01750571,0.71090655,0.03750163,1.52467156,1.75508668,0.77046931
-5.40570285,7.97419824,0.64095715,4.45630170,0.01705689,0.72959272,0.03832502,1.47292136,1.73817934,0.76498154
-5.39969985,7.88127597,0.62272877,4.40819708,0.01660890,0.74816994,0.03921086,1.42267507,1.72033585,0.75881451
-5.39369685,7.78302171,0.60470798,4.35421097,0.01616141,0.76646068,0.04013994,1.37411115,1.70154219,0.75195516
-5.38769385,7.67996032,0.58696394,4.29492039,0.01571447,0.78430033,0.04109221,1.32736780,1.68180710,0.74440849
-5.38169085,7.57269838,0.56956232,4.23098387,0.01526857,0.80153757,0.04204728,1.28254565,1.66116331,0.73619600
-5.37568784,7.46190937,0.55256537,4.16312478,0.01482467,0.81803404,0.04298505,1.23971066,1.63966724,0.72735350
-5.36968484,7.34831461,0.53603156,4.09211214,0.01438424,0.83366375,0.04388621,1.19889712,1.61739729,0.71792818
-5.36368184,7.23266175,0.52001486,4.01873980,0.01394920,0.84831243,0.04473280,1.16011067,1.59445101,0.70797542
-5.35767884,7.11570256,0.50456372,3.94380547,0.01352192,0.86187704,0.04550864,1.12333140,1.57094127,0.69755547
-5.35167584,6.99817188,0.48971995,3.86809057,0.01310516,0.87426566,0.04619986,1.08851706,1.54699204,0.68673028
-5.34567284,6.88076935,0.47551758,3.79234233,0.01270198,0.88539793,0.04679522,1.05560629,1.52273386,0.67556078
-5.33966983,6.76414552,0.46198186,3.71725886,0.01231567,0.89520617,0.04728643,1.02452209,1.49829954,0.66410464
-5.33366683,6.64889324,0.44912851,3.64347823,0.01194971,0.90363708,0.04766840,0.99517528,1.47382021,0.65241493
-5.32766383,6.53554511,0.43696327,3.57157184,0.01160767,0.91065412,0.04793940,0.96746826,1.44942220,0.64053945
-5.32166083,6.42457694,0.42548192,3.50204244,0.01129315,0.91624035,0.04810107,0.94129869,1.42522463,0.62852108
-5.31565783,6.31641704,0.41467074,3.43532665,0.01100975,0.92040145,0.04815843,0.91656328,1.40133796,0.61639872
-5.30965483,6.21146037,0.40450732,3.37180156,0.01076098,0.92316884,0.04811965,0.89316150,1.37786352,0.60420913
-5.30365183,6.11008633,0.39496190,3.31179481,0.01055027,0.92460247,0.04799587,0.87099900,1.35489374,0.59198911
-5.29764882,6.01267870,0.38599895,3.25559717,0.01038089,0.92479299,0.04780079,0.84999077,1.33251318,0.57977806
-5.29164582,5.91964607,0.37757902,3.20347672,0.01025596,0.92386316,0.04755028,0.83006382,1.31080005,0.56762068
-5.28564282,5.83144094,0.36966076,3.15569337,0.01017834,0.92196813,0.04726183,0.81115919,1.28982799,0.55556939
-5.27963982,5.74857589,0.36220296,3.11251271,0.01015067,0.91929442,0.04695401,0.79323330,1.26966810,0.54368650
-5.27363682,5.67163533,0.35516650,3.07421803,0.01017523,0.91605773,0.04664582,0.77625853,1.25039083,0.53204573
-5.26763382,5.60128183,0.34851615,3.04111961,0.01025397,0.91249924,0.04635613,0.76022295,1.23206783,0.52073314
-5.26163082,5.53825607,0.34222218,3.01356058,0.01038834,0.90888086,0.04610300,0.74512932,1.21477346,0.50984714
-5.25562781,5.48337030,0.33626156,2.99191872,0.01057929,0.90547929,0.04590314,0.73099323,1.19858610,0.49949775
-5.24962481,5.43749523,0.33061892,2.97660401,0.01082714,0.90257937,0.04577138,0.71784077,1.18358915,0.48980502
-5.24362181,5.40154099,0.32528713,2.96805191,0.01113150,0.90046690,0.04572019,0.70570561,1.16987181,0.48089673
-5.23761881,5.37643298,0.32026746,2.96671257,0.01149121,0.89942130,0.04575940,0.69462577,1.15752963,0.47290543
-5.23161581,5.36308378,0.31556952,2.97303659,0.01190424,0.89970842,0.04589588,0.68464035,1.14666498,0.46596509
-5.22561281,5.36236251,0.31121077,2.98745781,0.01236764,0.90157378,0.04613351,0.67578623,1.13738733,0.46020738
-5.21960980,5.37506302,0.30721584,3.01037423,0.01287750,0.90523665,0.04647308,0.66809509,1.12981354,0.45575792
-5.21360680,5.40187257,0.30361558,3.04212781,0.01342895,0.91088492,0.04691250,0.66159081,1.12406790,0.45273254
-5.20760380,5.44334218,0.30044588,3.08298436,0.01401616,0.91867116,0.04744700,0.65628739,1.12028211,0.45123384
-5.20160080,5.49986013,0.29774638,3.13311441,0.01463240,0.92870977,0.04806942,0.65218752,1.11859489,0.45134804
-5.19559780,5.57162955,0.29555895,3.19257613,0.01527012,0.94107515,0.04877064,0.64928181,1.11915124,0.45314244
-5.18959480,5.65865104,0.29392617,3.26130121,0.01592104,0.95580099,0.04954005,0.64754861,1.12210115,0.45666327
-5.18359180,5.76071086,0.29288962,3.33908448,0.01657633,0.97288040,0.05036596,0.64695452,1.12759768,0.46193427
-5.17758879,5.87737515,0.29248819,3.42557793,0.01722673,0.99226671,0.05123613,0.64745539,1.13579424,0.46895571
-5.17158579,6.00799036,0.29275631,3.52028958,0.01786277,1.01387488,0.05213819,0.64899775,1.14684109,0.47770415
-5.16558279,6.15168970,0.29372225,3.62258753,0.01847494,1.03758321,0.05306007,0.65152050,1.16088095,0.48813256
-5.15957979,6.30740573,0.29540646,3.73170917,0.01905391,1.06323531,0.05399036,0.65495687,1.17804399,0.50017099
-5.15357679,6.47388849,0.29782005,3.84677563,0.01959071,1.09064227,0.05491852,0.65923637,1.19844202,0.51372767
-5.14757379,6.64972892,0.30096345,3.96681091,0.02007696,1.11958482,0.05583520,0.66428666,1.22216243,0.52869037
-5.14157079,6.83338700,0.30482535,4.09076542,0.02050499,1.14981567,0.05673225,0.67003539,1.24926191,0.54492821
-5.13556778,7.02322407,0.30938195,4.21754311,0.02086807,1.18106211,0.05760288,0.67641174,1.27976035,0.56229356
-5.12956478,7.21753844,0.31459664,4.34603131,0.02116049,1.21302870,0.05844160,0.68334782,1.31363534,0.58062433
-5.12356178,7.41460380,0.32042005,4.47513247,0.02137771,1.24540058,0.05924423,0.69077976,1.35081750,0.59974640
-5.11755878,7.61270924,0.32679071,4.60379651,0.02151643,1.27784715,0.06000781,0.69864862,1.39118705,0.61947625
-5.11155578,7.81020010,0.33363613,4.73105268,0.02157462,1.31002647,0.06073052,0.70690111,1.43457187,0.63962380
-5.10555278,8.00551834,0.34087441,4.85603975,0.02155160,1.34159032,0.06141164,0.71549010,1.48074730,0.65999545
-5.09954977,8.19724144,0.34841628,4.97803322,0.02144798,1.37219004,0.06205151,0.72437505,1.52943783,0.68039722
-5.09354677,8.38411827,0.35616763,5.09646844,0.02126566,1.40148293,0.06265147,0.73352235,1.58032064,0.70063808
-5.08754377,8.56510089,0.36403227,5.21095856,0.02100775,1.42913930,0.06321389,0.74290552,1.63303105,0.72053333
-5.08154077,8.73937069,0.37191489,5.32130638,0.02067853,1.45484979,0.06374219,0.75250544,1.68716957,0.73990797
-5.07553777,8.90635786,0.37972421,5.42750934,0.02028331,1.47833280,0.06424091,0.76231046,1.74231047,0.75860002
-5.06953477,9.06575298,0.38737588,5.52975720,0.01982832,1.49934175,0.06471572,0.77231636,1.79801148,0.77646373
-5.06353177,9.21750984,0.39479535,5.62842220,0.01932058,1.51767169,0.06517349,0.78252631,1.85382409,0.79337240
-5.05752876,9.36183901,0.40192030,5.72404171,0.01876778,1.53316518,0.06562225,0.79295052,1.90930442,0.80922091
-5.05152576,9.49919176,0.40870264,5.81729383,0.01817805,1.54571681,0.06607120,0.80360574,1.96402374,0.82392774
-5.04552276,9.63023466,0.41510997,5.90896653,0.01755987,1.55527644,0.06653055,0.81451448,2.01757871,0.83743633
-5.03951976,9.75581525,0.42112640,5.99992145,0.01692186,1.56185060,0.06701134,0.82570392,2.06960061,0.84971582
-5.03351676,9.87691997,0.42675273,6.09105350,0.01627261,1.56550220,0.06752513,0.83720459,2.11976350,0.86076103
-5.02751376,9.99462562,0.43200599,6.18324778,0.01562055,1.56634837,0.06808368,0.84904863,2.16779082,0.87059160
-5.02151076,10.11004615,0.43691832,6.27733546,0.01497373,1.56455648,0.06869844,0.86126792,2.21346048,0.87925044
-5.01550775,10.22427694,0.44153531,6.37405026,0.01433974,1.56033856,0.06938005,0.87389197,2.25660820,0.88680134
-5.00950475,10.33833872,0.44591391,6.47398747,0.01372552,1.55394430,0.07013779,0.88694569,2.29712912,0.89332596
-5.00350175,10.45312366,0.45011996,6.57756709,0.01313725,1.54565295,0.07097897,0.90044723,2.33497772,0.89892028
-4.99749875,10.56934586,0.45422546,6.68500273,0.01258029,1.53576439,0.07190838,0.91440589,2.37016624,0.90369055
-4.99149575,10.68749865,0.45830578,6.79627768,0.01205908,1.52458991,0.07292777,0.92882040,2.40276157,0.90774903
-4.98549275,10.80782057,0.46243692,6.91112929,0.01157710,1.51244296,0.07403545,0.94367749,2.43288107,0.91120966
-4.97948974,10.93027186,0.46669285,7.02904252,0.01113682,1.49963024,0.07522598,0.95895104,2.46068721,0.91418381
-4.97348674,11.05452249,0.47114312,7.14925304,0.01073977,1.48644359,0.07649003,0.97460182,2.48638155,0.91677632
-4.96748374,11.17995256,0.47585080,7.27076010,0.01038649,1.47315283,0.07781447,0.99057787,2.51019797,0.91908203
-4.96148074,11.30566522,0.48087078,7.39234872,0.01007665,1.45999997,0.07918255,1.00681555,2.53239544,0.92118293
-4.95547774,11.43051165,0.48624842,7.51262062,0.00980909,1.44719467,0.08057436,1.02324126,2.55325054,0.92314597
-4.94947474,11.55312710,0.49201865,7.63003269,0.00958193,1.43491135,0.08196750,1.03977366,2.57304957,0.92502174
-4.94347174,11.67197650,0.49820536,7.74294181,0.00939267,1.42328770,0.08333782,1.05632642,2.59208062,0.92684398
-4.93746873,11.78540771,0.50482118,7.84965411,0.00923830,1.41242466,0.08466037,1.07281115,2.61062539,0.92862989
-4.93146573,11.89171009,0.51186748,7.94847709,0.00911542,1.40238770,0.08591047,1.08914055,2.62895100,0.93038124
-4.92546273,11.98917579,0.51933455,8.03777246,0.00902041,1.39320920,0.08706478,1.10523141,2.64730161,0.93208615
-4.91945973,12.07616123,0.52720197,8.11600776,0.00894948,1.38489170,0.08810235,1.12100736,2.66589019,0.93372143
-4.91345673,12.15114603,0.53543906,8.18180492,0.00889883,1.37741185,0.08900571,1.13640117,2.68489033,0.93525527
-4.90745373,12.21278698,0.54400531,8.23398378,0.00886476,1.37072465,0.08976173,1.15135647,2.70442830,0.93665025
-4.90145073,12.25996479,0.55285091,8.27159922,0.00884371,1.36476788,0.09036238,1.16582875,2.72457564,0.93786627
-4.89544772,12.29182182,0.56191725,8.29397034,0.00883240,1.35946640,0.09080526,1.17978563,2.74534249,0.93886350
-4.88944472,12.30778940,0.57113749,8.30070092,0.00882787,1.35473618,0.09109391,1.19320632,2.76667199,0.93960490
-4.88344172,12.30760375,0.58043712,8.29169033,0.00882751,1.35048783,0.09123781,1.20608049,2.78843610,0.94005845
-4.87743872,12.29131030,0.58973470,8.26713484,0.00882912,1.34662954,0.09125214,1.21840640,2.81043323,0.94019878
-4.87143572,12.25925642,0.59894267,8.22751915,0.00883089,1.34306944,0.09115728,1.23018868,2.83238801,0.94000827
-4.86543272,12.21207325,0.60796848,8.17359896,0.00883146,1.33971720,0.09097802,1.24143578,2.85395353,0.93947751
-4.85942971,12.15064777,0.61671583,8.10637502,0.00882984,1.33648509,0.09074258,1.25215737,2.87471624,0.93860512
-4.85342671,12.07608659,0.62508625,8.02706013,0.00882545,1.33328837,0.09048144,1.26236178,2.89420366,0.93739710
-4.84742371,11.98967317,0.63298098,7.93704011,0.00881805,1.33004522,0.09022609,1.27205382,2.91189484,0.93586561
-4.84142071,11.89282060,0.64030308,7.83783059,0.00880773,1.32667625,0.09000762,1.28123304,2.92723350,0.93402736
-4.83541771,11.78702201,0.64695978,7.73103114,0.00879484,1.32310383,0.08985544,1.28989246,2.93964342,0.93190187
-4.82941471,11.67380078,0.65286498,7.61827863,0.00877996,1.31925117,0.08979595,1.29801812,2.94854564,0.92950941
-4.82341171,11.55466266,0.65794184,7.50120155,0.00876384,1.31504148,0.08985140,1.30558922,2.95337694,0.92686915
-4.81740870,11.43105194,0.66212529,7.38137708,0.00874735,1.31039716,0.09003889,1.31257899,2.95360885,0.92399730
-4.81140570,11.30431316,0.66536444,7.26029255,0.00873143,1.30523928,0.09036962,1.31895616,2.94876632,0.92090566
-4.80540270,11.17566014,0.66762464,7.13931260,0.00871701,1.29948728,0.09084838,1.32468700,2.93844550,0.91760047
-4.79939970,11.04615329,0.66888920,7.01965337,0.00870501,1.29305903,0.09147330,1.32973780,2.92232964,0.91408177
-4.79339670,10.91668598,0.66916051,6.90236445,0.00869624,1.28587137,0.09223597,1.33407759,2.90020253,0.91034333
-4.78739370,10.78798039,0.66846068,6.78831907,0.00869141,1.27784091,0.09312172,1.33768104,2.87195885,0.90637304
-4.78139070,10.66059250,0.66683144,6.67821280,0.00869105,1.26888540,0.09411028,1.34053126,2.83761104,0.90215400
-4.77538769,10.53492585,0.66433333,6.57257015,0.00869549,1.25892541,0.09517661,1.34262258,2.79729239,0.89766599
-4.76938469,10.41125289,0.66104434,6.47175871,0.00870485,1.24788631,0.09629195,1.34396281,2.75125622,0.89288749
-4.76338169,10.28974250,0.65705776,6.37600944,0.00871902,1.23570062,0.09742501,1.34457529,2.69987131,0.88779798
-4.75737869,10.17049210,0.65247954,6.28544188,0.00873766,1.22231048,0.09854326,1.34450023,2.64361374,0.88238052
-4.75137569,10.05356217,0.64742515,6.20009264,0.00876019,1.20767024,0.09961422,1.34379557,2.58305567,0.87662438
-4.74537269,9.93901115,0.64201607,6.11994521,0.00878582,1.19174904,0.10060682,1.34253710,2.51885136,0.87052759
-4.73936968,9.82692863,0.63637605,6.04495942,0.00881357,1.17453330,0.10149255,1.34081798,2.45172125,0.86409930
-4.73336668,9.71746474,0.63062725,5.97509867,0.00884228,1.15602896,0.10224657,1.33874747,2.38243459,0.85736174
-4.72736368,9.61085402,0.62488649,5.91035334,0.00887069,1.13626336,0.10284868,1.33644916,2.31179131,0.85035173
-4.72136068,9.50743226,0.61926164,5.85075897,0.00889743,1.11528677,0.10328399,1.33405852,2.24060382,0.84312151
-4.71535768,9.40764537,0.61384832,5.79640833,0.00892113,1.09317335,0.10354348,1.33171995,2.16967921,0.83573898
-4.70935468,9.31204974,0.60872705,5.74745677,0.00894041,1.07002157,0.10362424,1.32958354,2.09980247,0.82828714
-4.70335168,9.22130413,0.60396092,5.70412064,0.00895397,1.04595399,0.10352960,1.32780142,2.03172115,0.82086290
-4.69734867,9.13615366,0.59959394,5.66666926,0.00896065,1.02111648,0.10326888,1.32652416,1.96613174,0.81357517
-4.69134567,9.05740695,0.59564993,5.63541111,0.00895945,0.99567676,0.10285713,1.32589709,1.90366810,0.80654239
-4.68534267,8.98590784,0.59213225,5.61067524,0.00894960,0.96982241,0.10231457,1.32605683,1.84489212,0.79988958
-4.67933967,8.92250343,0.58902417,5.59278951,0.00893057,0.94375834,0.10166593,1.32712822,1.79028660,0.79374505
-4.67333667,8.86801048,0.58629000,5.58205696,0.00890214,0.91770380,0.10093972,1.32922161,1.74025047,0.78823696
-4.66733367,8.82318208,0.58387686,5.57873210,0.00886441,0.89188912,0.10016740,1.33243079,1.69509627,0.78348980
-4.66133067,8.78867651,0.58171710,5.58299850,0.00881782,0.86655205,0.09938251,1.33683148,1.65504973,0.77962111
-4.65532766,8.76502993,0.57973123,5.59494923,0.00876316,0.84193415,0.09861980,1.34248052,1.62025141,0.77673841
-4.64932466,8.75263440,0.57783137,5.61457120,0.00870156,0.81827693,0.09791437,1.34941566,1.59076011,0.77493654
-4.64332166,8.75172204,0.57592491,5.64173428,0.00863449,0.79581824,0.09730086,1.35765594,1.56655791,0.77429553
