energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-2.75837919,2.06087414,-2.06087413,0.00012215,-0.00012215,0.08644437,-0.08644437,0.13735146,-0.13735146,1.63299625,-1.63299625,0.00910503,-0.00910503,0.27254801,-0.27254801,0.25564777,-0.25564777,0.18007714,-0.18007714
-2.75237619,2.14454129,-2.14454129,0.00011913,-0.00011913,0.08882423,-0.08882423,0.14462806,-0.14462806,1.70584690,-1.70584689,0.00901006,-0.00901006,0.28262743,-0.28262743,0.25961116,-0.25961116,0.18762707,-0.18762707
-2.74637319,2.23058353,-2.23058352,0.00011709,-0.00011709,0.09113985,-0.09113985,0.15194380,-0.15194380,1.78185352,-1.78185351,0.00892349,-0.00892349,0.29247820,-0.29247820,0.26385582,-0.26385582,0.19488933,-0.19488933
-2.74037019,2.31833595,-2.31833594,0.00011589,-0.00011589,0.09336586,-0.09336586,0.15922130,-0.15922130,1.86049799,-1.86049798,0.00884832,-0.00884832,0.30198009,-0.30198009,0.26841986,-0.26841986,0.20175328,-0.20175328
-2.73436718,2.40696766,-2.40696765,0.00011540,-0.00011540,0.09547222,-0.09547222,0.16637483,-0.16637483,1.94110859,-1.94110859,0.00878671,-0.00878671,0.31100232,-0.31100232,0.27331349,-0.27331349,0.20810508,-0.20810508
-2.72836418,2.49549205,-2.49549205,0.00011551,-0.00011551,0.09742493,-0.09742493,0.17331213,-0.17331213,2.02286546,-2.02286545,0.00873992,-0.00873992,0.31940697,-0.31940697,0.27851700,-0.27851700,0.21383080,-0.21383080
-2.72236118,2.58278498,-2.58278497,0.00011610,-0.00011610,0.09918711,-0.09918711,0.17993652,-0.17993652,2.10481276,-2.10481276,0.00870825,-0.00870825,0.32705298,-0.32705298,0.28398009,-0.28398009,0.21881999,-0.21881999
-2.71635818,2.66761012,-2.66761012,0.00011705,-0.00011705,0.10072026,-0.10072026,0.18614946,-0.18614946,2.18587752,-2.18587751,0.00869103,-0.00869103,0.33380069,-0.33380069,0.28962259,-0.28962259,0.22296923,-0.22296923
-2.71035518,2.74865072,-2.74865071,0.00011826,-0.00011826,0.10198571,-0.10198571,0.19185319,-0.19185319,2.26489418,-2.26489417,0.00868667,-0.00868667,0.33951659,-0.33951659,0.29533664,-0.29533664,0.22618588,-0.22618588
-2.70435218,2.82454622,-2.82454621,0.00011963,-0.00011963,0.10294616,-0.10294616,0.19695357,-0.19695357,2.34063424,-2.34063424,0.00869274,-0.00869274,0.34407817,-0.34407817,0.30099008,-0.30099008,0.22839145,-0.22839145
-2.69834917,2.89393249,-2.89393248,0.00012105,-0.00012105,0.10356724,-0.10356724,0.20136291,-0.20136291,2.41183963,-2.41183962,0.00870611,-0.00870611,0.34737855,-0.34737855,0.30643118,-0.30643118,0.22952480,-0.22952480
-2.69234617,2.95548369,-2.95548368,0.00012244,-0.00012244,0.10381904,-0.10381904,0.20500263,-0.20500263,2.47725843,-2.47725842,0.00872304,-0.00872304,0.34933079,-0.34933079,0.31149415,-0.31149415,0.22954468,-0.22954468
-2.68634317,3.00795420,-3.00795419,0.00012370,-0.00012370,0.10367747,-0.10367747,0.20780578,-0.20780578,2.53568176,-2.53568175,0.00873938,-0.00873938,0.34987152,-0.34987152,0.31600555,-0.31600555,0.22843177,-0.22843177
-2.68034017,3.05021880,-3.05021879,0.00012475,-0.00012475,0.10312545,-0.10312545,0.20971914,-0.20971914,2.58598003,-2.58598003,0.00875075,-0.00875075,0.34896385,-0.34896385,0.31979098,-0.31979098,0.22618992,-0.22618992
-2.67433717,3.08130946,-3.08130946,0.00012553,-0.00012553,0.10215385,-0.10215385,0.21070503,-0.21070503,2.62713742,-2.62713742,0.00875268,-0.00875268,0.34659943,-0.34659943,0.32268200,-0.32268200,0.22284657,-0.22284657
-2.66833417,3.10044734,-3.10044733,0.00012597,-0.00012597,0.10076215,-0.10076215,0.21074256,-0.21074256,2.65828305,-2.65828305,0.00874083,-0.00874083,0.34279949,-0.34279949,0.32452286,-0.32452286,0.21845246,-0.21845246
-2.66233117,3.10706871,-3.10706870,0.00012600,-0.00012600,0.09895870,-0.09895870,0.20982842,-0.20982842,2.67871786,-2.67871786,0.00871113,-0.00871113,0.33761487,-0.33761487,0.32517672,-0.32517672,0.21308040,-0.21308040
-2.65632816,3.10084403,-3.10084403,0.00012560,-0.00012560,0.09676076,-0.09676076,0.20797714,-0.20797714,2.68793615,-2.68793615,0.00865994,-0.00865994,0.33112505,-0.33112505,0.32453121,-0.32453121,0.20682339,-0.20682339
-2.65032516,3.08168946,-3.08168946,0.00012473,-0.00012473,0.09419412,-0.09419412,0.20522073,-0.20522073,2.68564118,-2.68564118,0.00858417,-0.00858417,0.32343628,-0.32343628,0.32250296,-0.32250296,0.19979205,-0.19979205
-2.64432216,3.04977063,-3.04977063,0.00012335,-0.00012335,0.09129248,-0.09129248,0.20160797,-0.20160797,2.67175428,-2.67175428,0.00848137,-0.00848137,0.31467880,-0.31467880,0.31904099,-0.31904099,0.19211147,-0.19211147
-2.63831916,3.00549876,-3.00549876,0.00012148,-0.00012148,0.08809650,-0.08809650,0.19720306,-0.19720306,2.64641750,-2.64641751,0.00834982,-0.00834982,0.30500330,-0.30500330,0.31412886,-0.31412886,0.18391771,-0.18391771
-2.63231616,2.94951946,-2.94951947,0.00011910,-0.00011910,0.08465269,-0.08465269,0.19208395,-0.19208395,2.60998979,-2.60998979,0.00818856,-0.00818856,0.29457690,-0.29457690,0.30778541,-0.30778541,0.17535392,-0.17535392
-2.62631316,2.88269498,-2.88269498,0.00011623,-0.00011623,0.08101203,-0.08101203,0.18634026,-0.18634026,2.56303704,-2.56303705,0.00799740,-0.00799740,0.28357860,-0.28357860,0.30006425,-0.30006425,0.16656647,-0.16656648
-2.62031016,2.80608068,-2.80608069,0.00011290,-0.00011290,0.07722862,-0.07722862,0.18007101,-0.18007101,2.50631681,-2.50631682,0.00777693,-0.00777693,0.27219453,-0.27219454,0.29105188,-0.29105189,0.15770104,-0.15770104
-2.61430715,2.72089701,-2.72089701,0.00010915,-0.00010915,0.07335808,-0.07335808,0.17338206,-0.17338206,2.44075828,-2.44075829,0.00752845,-0.00752845,0.26061318,-0.26061319,0.28086473,-0.28086473,0.14889885,-0.14889885
-2.60830415,2.62849804,-2.62849804,0.00010500,-0.00010500,0.06945615,-0.06945615,0.16638354,-0.16638354,2.36743855,-2.36743855,0.00725393,-0.00725393,0.24902063,-0.24902063,0.26964509,-0.26964509,0.14029321,-0.14029322
-2.60230115,2.53033805,-2.53033806,0.00010052,-0.00010052,0.06557722,-0.06557722,0.15918728,-0.15918728,2.28755625,-2.28755626,0.00695592,-0.00695592,0.23759614,-0.23759614,0.25755643,-0.25755643,0.13200655,-0.13200655
-2.59629815,2.42793741,-2.42793742,0.00009576,-0.00009576,0.06177301,-0.06177301,0.15190425,-0.15190425,2.20240370,-2.20240371,0.00663746,-0.00663746,0.22650806,-0.22650806,0.24477798,-0.24477798,0.12414775,-0.12414775
-2.59029515,2.32284902,-2.32284902,0.00009079,-0.00009079,0.05809142,-0.05809142,0.14464229,-0.14464229,2.11333853,-2.11333854,0.00630199,-0.00630199,0.21591040,-0.21591040,0.23149914,-0.23149914,0.11681020,-0.11681020
-2.58429215,2.21662674,-2.21662675,0.00008567,-0.00008567,0.05457558,-0.05457558,0.13750397,-0.13750397,2.02175611,-2.02175612,0.00595320,-0.00595320,0.20593989,-0.20593989,0.21791383,-0.21791383,0.11007030,-0.11007030
-2.57828914,2.11079671,-2.11079672,0.00008047,-0.00008047,0.05126303,-0.05126304,0.13058488,-0.13058488,1.92906359,-1.92906360,0.00559497,-0.00559497,0.19671383,-0.19671383,0.20421497,-0.20421497,0.10398669,-0.10398669
-2.57228614,2.00683251,-2.00683251,0.00007527,-0.00007527,0.04818531,-0.04818531,0.12397219,-0.12397219,1.83665646,-1.83665647,0.00523124,-0.00523124,0.18832873,-0.18832873,0.19058946,-0.19058946,0.09859998,-0.09859998
-2.56628314,1.90613488,-1.90613489,0.00007014,-0.00007014,0.04536756,-0.04536756,0.11774368,-0.11774368,1.74589844,-1.74589845,0.00486592,-0.00486592,0.18085962,-0.18085962,0.17721370,-0.17721370,0.09393307,-0.09393307
-2.56028014,1.81001651,-1.81001652,0.00006514,-0.00006514,0.04282857,-0.04282857,0.11196710,-0.11196710,1.65810497,-1.65810498,0.00450279,-0.00450279,0.17436030,-0.17436030,0.16424993,-0.16424993,0.08999209,-0.08999209
-2.55427714,1.71969183,-1.71969184,0.00006035,-0.00006035,0.04058089,-0.04058089,0.10670005,-0.10670006,1.57453076,-1.57453076,0.00414542,-0.00414542,0.16886413,-0.16886413,0.15184331,-0.15184331,0.08676772,-0.08676772
-2.54827414,1.63627195,-1.63627196,0.00005584,-0.00005584,0.03863126,-0.03863126,0.10199018,-0.10199018,1.49636123,-1.49636124,0.00379713,-0.00379713,0.16438566,-0.16438567,0.14012001,-0.14012001,0.08423694,-0.08423694
-2.54227114,1.56076412,-1.56076412,0.00005168,-0.00005168,0.03698112,-0.03698112,0.09787571,-0.09787571,1.42470777,-1.42470778,0.00346090,-0.00346090,0.16092275,-0.16092275,0.12918611,-0.12918611,0.08236518,-0.08236518
-2.53626813,1.49407520,-1.49407520,0.00004793,-0.00004793,0.03562730,-0.03562730,0.09438639,-0.09438639,1.36060613,-1.36060613,0.00313937,-0.00313937,0.15845914,-0.15845914,0.11912737,-0.11912737,0.08110862,-0.08110862
-2.53026513,1.43701812,-1.43701812,0.00004465,-0.00004465,0.03456277,-0.03456277,0.09154449,-0.09154449,1.30501740,-1.30501740,0.00283479,-0.00283479,0.15696735,-0.15696735,0.11000981,-0.11000981,0.08041666,-0.08041666
-2.52426213,1.39032027,-1.39032027,0.00004191,-0.00004191,0.03377753,-0.03377753,0.08936611,-0.08936611,1.25883065,-1.25883066,0.00254903,-0.00254903,0.15641181,-0.15641181,0.10188085,-0.10188085,0.08023447,-0.08023447
-2.51825913,1.35463259,-1.35463260,0.00003976,-0.00003976,0.03325934,-0.03325934,0.08786241,-0.08786241,1.22286616,-1.22286616,0.00228356,-0.00228356,0.15675182,-0.15675182,0.09477100,-0.09477100,0.08050543,-0.08050543
-2.51225613,1.33053807,-1.33053807,0.00003827,-0.00003827,0.03299462,-0.03299462,0.08704082,-0.08704082,1.19787815,-1.19787815,0.00203949,-0.00203949,0.15794452,-0.15794452,0.08869590,-0.08869590,0.08117341,-0.08117341
-2.50625313,1.31855829,-1.31855829,0.00003748,-0.00003748,0.03296906,-0.03296906,0.08690618,-0.08690618,1.18455608,-1.18455608,0.00181756,-0.00181756,0.15994743,-0.15994743,0.08365850,-0.08365850,0.08218486,-0.08218486
-2.50025013,1.31915693,-1.31915693,0.00003745,-0.00003745,0.03316831,-0.03316831,0.08746154,-0.08746154,1.18352326,-1.18352326,0.00161819,-0.00161819,0.16272048,-0.16272048,0.07965128,-0.07965128,0.08349048,-0.08349048
-2.49424712,1.33273927,-1.33273927,0.00003823,-0.00003823,0.03357839,-0.03357839,0.08870872,-0.08870872,1.19533217,-1.19533217,0.00144150,-0.00144150,0.16622754,-0.16622754,0.07665832,-0.07665832,0.08504657,-0.08504657
-2.48824412,1.35964674,-1.35964674,0.00003985,-0.00003985,0.03418601,-0.03418601,0.09064851,-0.09064851,1.22045569,-1.22045569,0.00128734,-0.00128734,0.17043715,-0.17043715,0.07465719,-0.07465719,0.08681588,-0.08681588
-2.48224112,1.40014647,-1.40014647,0.00004236,-0.00004236,0.03497872,-0.03497872,0.09328046,-0.09328046,1.25927411,-1.25927411,0.00115532,-0.00115532,0.17532259,-0.17532259,0.07362042,-0.07362042,0.08876801,-0.08876801
-2.47623812,1.45441556,-1.45441555,0.00004579,-0.00004579,0.03594485,-0.03594485,0.09660225,-0.09660225,1.31205776,-1.31205776,0.00104487,-0.00104487,0.18086117,-0.18086117,0.07351663,-0.07351663,0.09087935,-0.09087935
-2.47023512,1.52252068,-1.52252067,0.00005016,-0.00005016,0.03707333,-0.03707333,0.10060873,-0.10060873,1.37894590,-1.37894590,0.00095523,-0.00095523,0.18703277,-0.18703277,0.07431123,-0.07431123,0.09313256,-0.09313256
-2.46423212,1.60439389,-1.60439388,0.00005547,-0.00005547,0.03835337,-0.03835337,0.10529061,-0.10529061,1.45992258,-1.45992257,0.00088553,-0.00088553,0.19381782,-0.19381782,0.07596669,-0.07596669,0.09551558,-0.09551558
-2.45822911,1.69980587,-1.69980586,0.00006174,-0.00006174,0.03977403,-0.03977403,0.11063286,-0.11063286,1.55479070,-1.55479069,0.00083477,-0.00083477,0.20119475,-0.20119475,0.07844246,-0.07844246,0.09802045,-0.09802045
-2.45222611,1.80833834,-1.80833832,0.00006895,-0.00006895,0.04132368,-0.04132368,0.11661301,-0.11661301,1.66314591,-1.66314589,0.00080186,-0.00080186,0.20913713,-0.20913712,0.08169465,-0.08169465,0.10064172,-0.10064172
-2.44622311,1.92935760,-1.92935759,0.00007706,-0.00007706,0.04298954,-0.04298954,0.12319939,-0.12319939,1.78435201,-1.78435200,0.00078568,-0.00078568,0.21761061,-0.21761061,0.08567546,-0.08567546,0.10337486,-0.10337486
-2.44022011,2.06199133,-2.06199131,0.00008603,-0.00008603,0.04475710,-0.04475710,0.13034946,-0.13034946,1.91752002,-1.91752001,0.00078501,-0.00078501,0.22657010,-0.22657010,0.09033259,-0.09033259,0.10621456,-0.10621456
-2.43421711,2.20511070,-2.20511069,0.00009580,-0.00009580,0.04660975,-0.04660975,0.13800839,-0.13800838,2.06149271,-2.06149270,0.00079867,-0.00079867,0.23595706,-0.23595706,0.09560866,-0.09560866,0.10915316,-0.10915316
-2.42821411,2.35732016,-2.35732014,0.00010627,-0.00010627,0.04852837,-0.04852837,0.14610795,-0.14610795,2.21483674,-2.21483672,0.00082543,-0.00082543,0.24569744,-0.24569744,0.10144090,-0.10144090,0.11217929,-0.11217929
-2.42221111,2.51695639,-2.51695638,0.00011734,-0.00011734,0.05049119,-0.05049119,0.15456601,-0.15456601,2.37584394,-2.37584393,0.00086409,-0.00086409,0.25570026,-0.25570026,0.10776109,-0.10776109,0.11527682,-0.11527682
-2.41620810,2.68209821,-2.68209820,0.00012889,-0.00012889,0.05247375,-0.05247375,0.16328644,-0.16328644,2.54254318,-2.54254316,0.00091348,-0.00091348,0.26585705,-0.26585705,0.11449589,-0.11449589,0.11842422,-0.11842422
-2.41020510,2.85058807,-2.85058805,0.00014078,-0.00014078,0.05444904,-0.05444904,0.17215979,-0.17215979,2.71272350,-2.71272348,0.00097250,-0.00097250,0.27604226,-0.27604225,0.12156768,-0.12156768,0.12159437,-0.12159437
-2.40420210,3.02006566,-3.02006564,0.00015286,-0.00015286,0.05638787,-0.05638787,0.18106465,-0.18106465,2.88396904,-2.88396902,0.00104013,-0.00104013,0.28611462,-0.28611462,0.12889592,-0.12889592,0.12475485,-0.12475485
-2.39819910,3.18801326,-3.18801324,0.00016496,-0.00016496,0.05825944,-0.05825944,0.18986959,-0.18986959,3.05370503,-3.05370502,0.00111544,-0.00111544,0.29591963,-0.29591963,0.13639901,-0.13639901,0.12786882,-0.12786882
-2.39219610,3.35181162,-3.35181161,0.00017692,-0.00017692,0.06003198,-0.06003198,0.19843587,-0.19843587,3.21925414,-3.21925413,0.00119765,-0.00119765,0.30529279,-0.30529279,0.14399665,-0.14399665,0.13089621,-0.13089621
-2.38619310,3.50880481,-3.50880479,0.00018855,-0.00018855,0.06167363,-0.06167363,0.20662063,-0.20662063,3.37790116,-3.37790115,0.00128615,-0.00128615,0.31406387,-0.31406387,0.15161259,-0.15161259,0.13379553,-0.13379553
-2.38019010,3.65637150,-3.65637149,0.00019970,-0.00019970,0.06315336,-0.06315336,0.21428056,-0.21428056,3.52696395,-3.52696393,0.00138050,-0.00138050,0.32206159,-0.32206159,0.15917771,-0.15917771,0.13652582,-0.13652582
-2.37418709,3.79200004,-3.79200002,0.00021022,-0.00021022,0.06444195,-0.06444195,0.22127584,-0.22127584,3.66386773,-3.66386772,0.00148049,-0.00148049,0.32911890,-0.32911890,0.16663318,-0.16663318,0.13904895,-0.13904895
-2.36818409,3.91336376,-3.91336375,0.00021996,-0.00021996,0.06551296,-0.06551296,0.22747424,-0.22747424,3.78621972,-3.78621971,0.00158614,-0.00158614,0.33507837,-0.33507837,0.17393371,-0.17393371,0.14133195,-0.14133195
-2.36218109,4.01839349,-4.01839348,0.00022882,-0.00022882,0.06634366,-0.06634366,0.23275516,-0.23275516,3.89188065,-3.89188064,0.00169772,-0.00169772,0.33979744,-0.33979744,0.18105043,-0.18105043,0.14334935,-0.14334935
-2.35617809,4.10534353,-4.10534352,0.00023671,-0.00023671,0.06691585,-0.06691585,0.23701342,-0.23701342,3.97903004,-3.97903003,0.00181575,-0.00181575,0.34315347,-0.34315347,0.18797354,-0.18797354,0.14508529,-0.14508529
-2.35017509,4.17284819,-4.17284819,0.00024357,-0.00024357,0.06721650,-0.06721650,0.24016265,-0.24016265,4.04622209,-4.04622209,0.00194099,-0.00194099,0.34504803,-0.34504803,0.19471424,-0.19471424,0.14653536,-0.14653536
-2.34417209,4.21996588,-4.21996588,0.00024941,-0.00024941,0.06723822,-0.06723822,0.24213809,-0.24213809,4.09242957,-4.09242956,0.00207446,-0.00207446,0.34541059,-0.34541059,0.20130601,-0.20130601,0.14770807,-0.14770807
-2.33816908,4.24620871,-4.24620871,0.00025425,-0.00025425,0.06697957,-0.06697957,0.24289872,-0.24289872,4.11707341,-4.11707341,0.00221734,-0.00221734,0.34420105,-0.34420105,0.20780492,-0.20780492,0.14862569,-0.14862569
-2.33216608,4.25155604,-4.25155604,0.00025817,-0.00025817,0.06644503,-0.06644503,0.24242851,-0.24242851,4.12003686,-4.12003686,0.00237102,-0.00237102,0.34141132,-0.34141132,0.21428900,-0.21428900,0.14932466,-0.14932466
-2.32616308,4.23645120,-4.23645120,0.00026129,-0.00026129,0.06564485,-0.06564485,0.24073686,-0.24073686,4.10166321,-4.10166322,0.00253695,-0.00253695,0.33706565,-0.33706565,0.22085663,-0.22085663,0.14985527,-0.14985527
-2.32016008,4.20178170,-4.20178171,0.00026376,-0.00026376,0.06459460,-0.06459460,0.23785816,-0.23785816,4.06273750,-4.06273750,0.00271667,-0.00271667,0.33121983,-0.33121983,0.22762382,-0.22762382,0.15028077,-0.15028077
-2.31415708,4.14884364,-4.14884364,0.00026579,-0.00026579,0.06331457,-0.06331457,0.23385041,-0.23385041,4.00445292,-4.00445292,0.00291163,-0.00291163,0.32395923,-0.32395924,0.23472060,-0.23472060,0.15067589,-0.15067589
-2.30815408,4.07929225,-4.07929226,0.00026761,-0.00026761,0.06182895,-0.06182895,0.22879319,-0.22879319,3.92836379,-3.92836380,0.00312322,-0.00312322,0.31539591,-0.31539591,0.24228657,-0.24228657,0.15112481,-0.15112481
-2.30215108,3.99508087,-3.99508088,0.00026948,-0.00026948,0.06016496,-0.06016496,0.22278476,-0.22278476,3.83632732,-3.83632733,0.00335259,-0.00335259,0.30566474,-0.30566474,0.25046571,-0.25046571,0.15171868,-0.15171868
-2.29614807,3.89839124,-3.89839125,0.00027169,-0.00027169,0.05835184,-0.05835184,0.21593878,-0.21593878,3.73043689,-3.73043690,0.00360062,-0.00360062,0.29491893,-0.29491893,0.25940081,-0.25940081,0.15255278,-0.15255278
-2.29014507,3.79155842,-3.79155843,0.00027454,-0.00027454,0.05641982,-0.05641982,0.20838054,-0.20838054,3.61295017,-3.61295018,0.00386783,-0.00386783,0.28332509,-0.28332509,0.26922755,-0.26922755,0.15372345,-0.15372345
-2.28414207,3.67699360,-3.67699361,0.00027833,-0.00027833,0.05439910,-0.05439910,0.20024298,-0.20024298,3.48621519,-3.48621520,0.00415428,-0.00415428,0.27105801,-0.27105801,0.28006868,-0.28006868,0.15532494,-0.15532494
-2.27813907,3.55710834,-3.55710835,0.00028336,-0.00028336,0.05231897,-0.05231897,0.19166267,-0.19166267,3.35259757,-3.35259758,0.00445957,-0.00445957,0.25829548,-0.25829548,0.29202842,-0.29202842,0.15744622,-0.15744622
-2.27213607,3.43424319,-3.43424320,0.00028991,-0.00028991,0.05020690,-0.05020690,0.18277590,-0.18277590,3.21441205,-3.21441207,0.00478273,-0.00478273,0.24521330,-0.24521330,0.30518736,-0.30518736,0.16016802,-0.16016802
-2.26613307,3.31060351,-3.31060352,0.00029826,-0.00029826,0.04808787,-0.04808787,0.17371504,-0.17371505,3.07386079,-3.07386080,0.00512226,-0.00512226,0.23198066,-0.23198066,0.31959810,-0.31959810,0.16356007,-0.16356007
-2.26013007,3.18820475,-3.18820476,0.00030863,-0.00030863,0.04598387,-0.04598387,0.16460534,-0.16460534,2.93298063,-2.93298065,0.00547609,-0.00547609,0.21875617,-0.21875617,0.33528173,-0.33528173,0.16767867,-0.16767867
-2.25412706,3.06882879,-3.06882880,0.00032122,-0.00032122,0.04391350,-0.04391350,0.15556213,-0.15556213,2.79360092,-2.79360093,0.00584162,-0.00584162,0.20568451,-0.20568451,0.35222542,-0.35222542,0.17256479,-0.17256479
-2.24812406,2.95399230,-2.95399231,0.00033617,-0.00033617,0.04189179,-0.04189179,0.14668871,-0.14668871,2.65731265,-2.65731267,0.00621578,-0.00621578,0.19289388,-0.19289388,0.37038108,-0.37038108,0.17824254,-0.17824254
-2.24212106,2.84492751,-2.84492752,0.00035359,-0.00035359,0.03993025,-0.03993025,0.13807479,-0.13807479,2.52544944,-2.52544945,0.00659505,-0.00659505,0.18049429,-0.18049429,0.38966519,-0.38966519,0.18471824,-0.18471824
-2.23611806,2.74257507,-2.74257508,0.00037351,-0.00037351,0.03803698,-0.03803698,0.12979556,-0.12979556,2.39907977,-2.39907979,0.00697562,-0.00697562,0.16857664,-0.16857664,0.40995970,-0.40995970,0.19197996,-0.19197996
-2.23011506,2.64758810,-2.64758811,0.00039591,-0.00039591,0.03621700,-0.03621700,0.12191135,-0.12191136,2.27900997,-2.27900998,0.00735341,-0.00735341,0.15721258,-0.15721258,0.43111409,-0.43111409,0.19999765,-0.19999765
-2.22411206,2.56034629,-2.56034631,0.00042071,-0.00042071,0.03447265,-0.03447265,0.11446785,-0.11446785,2.16579632,-2.16579633,0.00772424,-0.00772424,0.14645508,-0.14645509,0.45294834,-0.45294833,0.20872364,-0.20872364
-2.21810905,2.48097830,-2.48097831,0.00044775,-0.00044775,0.03280408,-0.03280408,0.10749674,-0.10749675,2.05976508,-2.05976509,0.00808394,-0.00808394,0.13633962,-0.13633962,0.47525667,-0.47525667,0.21809376,-0.21809376
-2.21210605,2.40939063,-2.40939064,0.00047684,-0.00047684,0.03120976,-0.03120976,0.10101685,-0.10101685,1.96103837,-1.96103838,0.00842844,-0.00842844,0.12688579,-0.12688579,0.49781213,-0.49781213,0.22802873,-0.22802873
-2.20610305,2.34530118,-2.34530119,0.00050771,-0.00050771,0.02968706,-0.02968706,0.09503542,-0.09503542,1.86956424,-1.86956425,0.00875391,-0.00875391,0.11809932,-0.11809932,0.52037151,-0.52037151,0.23843599,-0.23843599
-2.20010005,2.28827551,-2.28827552,0.00054004,-0.00054004,0.02823274,-0.02823274,0.08954967,-0.08954967,1.78514901,-1.78514902,0.00905689,-0.00905689,0.10997431,-0.10997431,0.54268084,-0.54268084,0.24921184,-0.24921184
-2.19409705,2.23776414,-2.23776415,0.00057347,-0.00057347,0.02684345,-0.02684345,0.08454849,-0.08454849,1.70749036,-1.70749037,0.00933431,-0.00933431,0.10249553,-0.10249553,0.56448100,-0.56448100,0.26024380,-0.26024380
-2.18809405,2.19313938,-2.19313939,0.00060761,-0.00060761,0.02551613,-0.02551613,0.08001406,-0.08001406,1.63620961,-1.63620962,0.00958366,-0.00958366,0.09564076,-0.09564076,0.58551356,-0.58551356,0.27141327,-0.27141327
-2.18209105,2.15373044,-2.15373045,0.00064204,-0.00064204,0.02424835,-0.02424835,0.07592348,-0.07592348,1.57088201,-1.57088202,0.00980299,-0.00980299,0.08938292,-0.08938292,0.60552662,-0.60552662,0.28259825,-0.28259825
-2.17608804,2.11885592,-2.11885592,0.00067636,-0.00067636,0.02303853,-0.02303853,0.07225025,-0.07225025,1.51106427,-1.51106428,0.00999098,-0.00999098,0.08369216,-0.08369216,0.62428067,-0.62428067,0.29367631,-0.29367631
-2.17008504,2.08785299,-2.08785300,0.00071013,-0.00071013,0.02188612,-0.02188612,0.06896566,-0.06896566,1.45631862,-1.45631863,0.01014692,-0.01014692,0.07853752,-0.07853753,0.64155433,-0.64155433,0.30452762,-0.30452762
-2.16408204,2.06010304,-2.06010304,0.00074299,-0.00074299,0.02079165,-0.02079165,0.06603991,-0.06603991,1.40623318,-1.40623319,0.01027080,-0.01027080,0.07388852,-0.07388852,0.65715006,-0.65715006,0.31503797,-0.31503797
-2.15807904,2.03505342,-2.03505342,0.00077458,-0.00077458,0.01975675,-0.01975675,0.06344312,-0.06344312,1.36043855,-1.36043855,0.01036320,-0.01036320,0.06971625,-0.06971625,0.67089955,-0.67089955,0.32510191,-0.32510191
-2.15207604,2.01223561,-2.01223562,0.00080463,-0.00080463,0.01878401,-0.01878401,0.06114611,-0.06114612,1.31862073,-1.31862074,0.01042534,-0.01042534,0.06599434,-0.06599434,0.68266908,-0.68266908,0.33462574,-0.33462574
-2.14607304,1.99127981,-1.99127982,0.00083294,-0.00083294,0.01787695,-0.01787695,0.05912108,-0.05912108,1.28053073,-1.28053074,0.01045899,-0.01045899,0.06269957,-0.06269957,0.69236446,-0.69236446,0.34353047,-0.34353047
-2.14007004,1.97192615,-1.97192615,0.00085944,-0.00085944,0.01703977,-0.01703977,0.05734202,-0.05734202,1.24599108,-1.24599109,0.01046645,-0.01046645,0.05981224,-0.05981224,0.69993563,-0.69993563,0.35175455,-0.35175455
-2.13406703,1.95403288,-1.95403288,0.00088414,-0.00088414,0.01627726,-0.01627726,0.05578512,-0.05578512,1.21489974,-1.21489975,0.01045048,-0.01045048,0.05731640,-0.05731640,0.70538081,-0.70538081,0.35925638,-0.35925638
-2.12806403,1.93758162,-1.93758162,0.00090721,-0.00090721,0.01559459,-0.01559459,0.05442900,-0.05442900,1.18723166,-1.18723167,0.01041427,-0.01041427,0.05519982,-0.05519982,0.70874994,-0.70874994,0.36601642,-0.36601642
-2.12206103,1.92267974,-1.92267974,0.00092895,-0.00092895,0.01499712,-0.01499712,0.05325488,-0.05325488,1.16303837,-1.16303837,0.01036133,-0.01036133,0.05345387,-0.05345387,0.71014737,-0.71014737,0.37203890,-0.37203890
-2.11605803,1.90955996,-1.90955996,0.00094983,-0.00094983,0.01449030,-0.01449030,0.05224673,-0.05224673,1.14244566,-1.14244566,0.01029544,-0.01029544,0.05207326,-0.05207326,0.70973351,-0.70973351,0.37735296,-0.37735296
-2.11005503,1.89857699,-1.89857699,0.00097044,-0.00097044,0.01407949,-0.01407949,0.05139134,-0.05139134,1.12564962,-1.12564962,0.01022060,-0.01022060,0.05105577,-0.05105577,0.70772528,-0.70772528,0.38201310,-0.38201310
-2.10405203,1.89020107,-1.89020108,0.00099156,-0.00099156,0.01376988,-0.01376988,0.05067836,-0.05067836,1.11291091,-1.11291091,0.01014096,-0.01014096,0.05040177,-0.05040177,0.70439519,-0.70439519,0.38609902,-0.38609902
-2.09804902,1.88500829,-1.88500829,0.00101409,-0.00101409,0.01356639,-0.01356639,0.05010033,-0.05010033,1.10454727,-1.10454727,0.01006070,-0.01006070,0.05011382,-0.05011382,0.70006884,-0.70006884,0.38971450,-0.38971450
