energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.42971486,6.75698786,0.02387281,0.60113245,3.64408025,1.92664123,0.12847651,2.90137983,1.00752238,0.21613328
-5.42371186,6.85055680,0.02522591,0.59075285,3.59437194,1.98044588,0.13071952,2.95065636,1.03662451,0.21786904
-5.41770885,6.95127631,0.02667762,0.58129230,3.55296687,2.03312902,0.13290854,3.00463007,1.06744743,0.22041201
-5.41170585,7.05650839,0.02820515,0.57260525,3.51940328,2.08370425,0.13498350,3.06220827,1.09952986,0.22368453
-5.40570285,7.16339350,0.02978293,0.56453677,3.49301508,2.13119227,0.13688678,3.12214939,1.13234773,0.22758691
-5.39969985,7.26892430,0.03138312,0.55692583,3.47295340,2.17464294,0.13856522,3.18309461,1.16532441,0.23199996
-5.39369685,7.37002423,0.03297635,0.54960915,3.45821258,2.21315792,0.13997190,3.24360258,1.19784307,0.23678803
-5.38769385,7.46362820,0.03453239,0.54242518,3.44765988,2.24591302,0.14106758,3.30218612,1.22926082,0.24180253
-5.38169085,7.54676243,0.03602095,0.53521821,3.44006801,2.27217923,0.14182165,3.35734981,1.25892420,0.24688584
-5.37568784,7.61662100,0.03741248,0.52784228,3.43414962,2.29134170,0.14221268,3.40762721,1.28618571,0.25187547
-5.36968484,7.67063660,0.03867893,0.52016481,3.42859319,2.30291580,0.14222854,3.45161694,1.31042072,0.25660835
-5.36368184,7.70654380,0.03979455,0.51206973,3.42209945,2.30655977,0.14186600,3.48801655,1.33104442,0.26092524
-5.35767884,7.72243335,0.04073661,0.50346018,3.41341789,2.30208339,0.14113003,3.51565353,1.34752819,0.26467498
-5.35167584,7.71679649,0.04148606,0.49426057,3.40138266,2.28945265,0.14003277,3.53351294,1.35941488,0.26771853
-5.34567284,7.68855887,0.04202805,0.48441800,3.38494754,2.26879022,0.13859223,3.54076109,1.36633269,0.26993282
-5.33966983,7.63710401,0.04235243,0.47390329,3.36321925,2.24037201,0.13683088,3.53676498,1.36800692,0.27121405
-5.33366683,7.56228647,0.04245408,0.46271131,3.33548881,2.20462009,0.13477427,3.52110750,1.36426956,0.27148060
-5.32766383,7.46443535,0.04233309,0.45086113,3.30126033,2.16209240,0.13244959,3.49359790,1.35506604,0.27067531
-5.32166083,7.34434877,0.04199488,0.43839567,3.26027673,2.11346989,0.12988446,3.45427798,1.34045929,0.26876716
-5.31565783,7.20328026,0.04145011,0.42538126,3.21254186,2.05954155,0.12710591,3.40342359,1.32063059,0.26575224
-5.30965483,7.04291770,0.04071448,0.41190703,3.15833840,2.00118799,0.12413965,3.34154184,1.29587746,0.26165415
-5.30365183,6.86535581,0.03980847,0.39808432,3.09824114,1.93936418,0.12100951,3.26936399,1.26660832,0.25652357
-5.29764882,6.67306294,0.03875693,0.38404597,3.03312490,1.87508176,0.11773734,3.18783415,1.23333436,0.25043734
-5.29164582,6.46884270,0.03758849,0.36994579,2.96416692,1.80939150,0.11434301,3.09809409,1.19665857,0.24349676
-5.28564282,6.25579119,0.03633506,0.35595791,2.89284303,1.74336616,0.11084473,3.00146430,1.15726234,0.23582551
-5.27963982,6.03725041,0.03503111,0.34227625,2.82091767,1.67808417,0.10725956,2.89942165,1.11589003,0.22756700
-5.27363682,5.81675819,0.03371301,0.32911379,2.75042729,1.61461415,0.10360392,2.79357394,1.07333191,0.21888135
-5.26763382,5.59799544,0.03241821,0.31670179,2.68365740,1.55400062,0.09989429,2.68563185,1.03040598,0.20994210
-5.26163082,5.38473103,0.03118457,0.30528863,2.62311312,1.49725084,0.09614774,2.57737872,0.98793917,0.20093268
-5.25562781,5.18076494,0.03004949,0.29513842,2.57148361,1.44532279,0.09238251,2.47063872,0.94674851,0.19204283
-5.24962481,4.98987044,0.02904924,0.28652900,2.53160053,1.39911445,0.08861835,2.36724409,0.90762288,0.18346493
-5.24362181,4.81573572,0.02821813,0.27974941,2.50639098,1.35945406,0.08487675,2.26900199,0.87130563,0.17539044
-5.23761881,4.66190587,0.02758785,0.27509662,2.49882521,1.32709167,0.08118098,2.17766173,0.83847880,0.16800642
-5.23161581,4.53172577,0.02718673,0.27287150,2.51185960,1.30269153,0.07755591,2.09488295,0.80974924,0.16149223
-5.22561281,4.42828467,0.02703917,0.27337390,2.54837531,1.28682549,0.07402767,2.02220551,0.78563695,0.15601643
-5.21960980,4.35436297,0.02716502,0.27689690,2.61111303,1.27996729,0.07062318,1.96102145,0.76656589,0.15173391
-5.21360680,4.31238202,0.02757912,0.28372006,2.70260461,1.28248748,0.06736950,1.91254974,0.75285743,0.14878326
-5.20760380,4.30435718,0.02829083,0.29410203,2.82510185,1.29464904,0.06429316,1.87781400,0.74472653,0.14728436
-5.20160080,4.33185488,0.02930374,0.30827222,2.98050375,1.31660352,0.06141945,1.85762368,0.74228041,0.14733625
-5.19559780,4.39595405,0.03061547,0.32642204,3.17028288,1.34838757,0.05877170,1.85255873,0.74551983,0.14901518
-5.18959480,4.49721220,0.03221750,0.34869573,3.39541259,1.38991984,0.05637066,1.86295805,0.75434258,0.15237296
-5.18359180,4.63563700,0.03409525,0.37518106,3.65629652,1.44099828,0.05423391,1.88891154,0.76854887,0.15743548
-5.17758879,4.81066350,0.03622820,0.40590036,3.95270266,1.50129771,0.05237542,1.93025600,0.78784849,0.16420154
-5.17158579,5.02113792,0.03859022,0.44080206,4.28370437,1.57036790,0.05080528,1.98657454,0.81186915,0.17264193
-5.16558279,5.26530865,0.04114997,0.47975332,4.64763117,1.64763219,0.04952947,2.05719976,0.84016582,0.18269885
-5.15957979,5.54082548,0.04387149,0.52253412,5.04203235,1.73238711,0.04854984,2.14122032,0.87223067,0.19428572
-5.15357679,5.84474789,0.04671489,0.56883325,5.46365655,1.82380307,0.04786418,2.23749121,0.90750323,0.20728732
-5.14757379,6.17356368,0.04963718,0.61824659,5.90845046,1.92092668,0.04746638,2.34464748,0.94538069,0.22156057
-5.14157079,6.52321890,0.05259316,0.67027815,6.37157944,2.02268517,0.04734667,2.46112149,0.98522789,0.23693573
-5.13556778,6.88916007,0.05553643,0.72434402,6.84747242,2.12789321,0.04749193,2.58516384,1.02638710,0.25321826
-5.12956478,7.26638942,0.05842039,0.77977958,7.32989272,2.23526273,0.04788600,2.71486783,1.06818733,0.27019137
-5.12356178,7.64953373,0.06119930,0.83584988,7.81203537,2.34341605,0.04851000,2.84819758,1.10995320,0.28761915
-5.11755878,8.03292651,0.06382927,0.89176324,8.28665055,2.45090250,0.04934268,2.98301953,1.15101339,0.30525044
-5.11155578,8.41070321,0.06626928,0.94668776,8.74619125,2.55621890,0.05036071,3.11713730,1.19070874,0.32282332
-5.10555278,8.77690805,0.06848198,0.99977038,9.18298201,2.65783348,0.05153895,3.24832946,1.22840002,0.34007014
-5.09954977,9.12561070,0.07043454,1.05015792,9.58940433,2.75421328,0.05285070,3.37438973,1.26347546,0.35672311
-5.09354677,9.45103018,0.07209923,1.09701942,9.95809294,2.84385435,0.05426797,3.49316895,1.29535821,0.37252013
-5.08754377,9.74766284,0.07345388,1.13956900,10.28213619,2.92531407,0.05576168,3.60261805,1.32351356,0.38721087
-5.08154077,10.01041062,0.07448221,1.17708839,10.55527310,2.99724464,0.05730192,3.70083088,1.34745622,0.40056283
-5.07553777,10.23470541,0.07517396,1.20894812,10.77207919,3.05842674,0.05885818,3.78608593,1.36675730,0.41236721
-5.06953477,10.41662540,0.07552482,1.23462668,10.92813321,3.10780194,0.06039970,3.85688563,1.38105123,0.42244440
-5.06353177,10.55299873,0.07553626,1.25372664,11.02015752,3.14450283,0.06189571,3.91199195,1.39004225,0.43064876
-5.05752876,10.64149060,0.07521516,1.26598716,11.04612553,3.16787938,0.06331589,3.95045719,1.39351041,0.43687275
-5.05152576,10.68067012,0.07457335,1.27129220,11.00533120,3.17752055,0.06463075,3.97164858,1.39131691,0.44104999
-5.04552276,10.67005388,0.07362703,1.26967422,10.89841692,3.17326996,0.06581207,3.97526598,1.38340849,0.44315723
-5.03951976,10.61012414,0.07239614,1.26131307,10.72735822,3.15523487,0.06683344,3.96135151,1.36982066,0.44321517
-5.03351676,10.50232055,0.07090366,1.24653014,10.49540556,3.12378793,0.06767075,3.93029085,1.35067960,0.44128799
-5.02751376,10.34900529,0.06917489,1.22577809,10.20698553,3.07956147,0.06830265,3.88280585,1.32620255,0.43748165
-5.02151076,10.15340262,0.06723677,1.19962659,9.86756553,3.02343430,0.06871107,3.81993843,1.29669646,0.43194101
-5.01550775,9.91951503,0.06511718,1.16874464,9.48348786,2.95651153,0.06888162,3.74302629,1.26255494,0.42484577
-5.00950475,9.65201888,0.06284436,1.13388033,9.06178025,2.88009800,0.06880395,3.65367104,1.22425342,0.41640553
-5.00350175,9.35614333,0.06044627,1.09583880,8.60995073,2.79566634,0.06847198,3.55369974,1.18234255,0.40685398
-4.99749875,9.03753705,0.05795018,1.05545934,8.13577545,2.70482068,0.06788411,3.44512113,1.13744007,0.39644252
-4.99149575,8.70212735,0.05538219,1.01359251,7.64708771,2.60925749,0.06704320,3.33007792,1.09022112,0.38543350
-4.98549275,8.35597660,0.05276695,0.97107809,7.15157633,2.51072473,0.06595654,3.21079659,1.04140746,0.37409329
-4.97948974,8.00514083,0.05012736,0.92872462,6.65660029,2.41098092,0.06463561,3.08953648,0.99175565,0.36268542
-4.97348674,7.65553477,0.04748446,0.88729110,6.16902574,2.31175518,0.06309580,2.96853945,0.94204461,0.35146404
-4.96748374,7.31280737,0.04485728,0.84747141,5.69508989,2.21470977,0.06135598,2.84998185,0.89306280,0.34066789
-4.96148074,6.98223102,0.04226281,0.80988169,5.24029472,2.12140592,0.05943804,2.73592985,0.84559524,0.33051485
-4.95547774,6.66860686,0.03971607,0.77505085,4.80933190,2.03327396,0.05736633,2.62829945,0.80041077,0.32119741
-4.94947474,6.37618805,0.03723010,0.74341426,4.40603898,1.95158836,0.05516706,2.52882187,0.75824956,0.31287905
-4.94347174,6.10862155,0.03481616,0.71531044,4.03338521,1.87744804,0.05286769,2.43901509,0.71981122,0.30569157
-4.93746873,5.86890882,0.03248377,0.69098055,3.69348440,1.81176211,0.05049634,2.36016182,0.68574357,0.29973352
-4.93146573,5.65938440,0.03024091,0.67057041,3.38763142,1.75524110,0.04808118,2.29329402,0.65663209,0.29506966
-4.92546273,5.48171155,0.02809420,0.65413450,3.11635803,1.70839336,0.04564989,2.23918386,0.63299030,0.29173144
-4.91945973,5.33689302,0.02604898,0.64164181,2.87950371,1.67152628,0.04322913,2.19834087,0.61525091,0.28971837
-4.91345673,5.22529503,0.02410958,0.63298287,2.67629695,1.64475183,0.04084408,2.17101468,0.60375799,0.28900033
-4.90745373,5.14668244,0.02227935,0.62797776,2.50544268,1.62799591,0.03851803,2.15720293,0.59876005,0.28952050
-4.90145073,5.10026276,0.02056085,0.62638475,2.36521196,1.62101078,0.03627208,2.15666356,0.60040427,0.29119897
-4.89544772,5.08473708,0.01895598,0.62790910,2.25353046,1.62339008,0.03412481,2.16893098,0.60873195,0.29393668
-4.88944472,5.09835587,0.01746601,0.63221205,2.16806306,1.63458571,0.03209209,2.19333526,0.62367531,0.29761973
-4.88344172,5.13897803,0.01609168,0.63891967,2.10629251,1.65392611,0.03018694,2.22902379,0.64505594,0.30212372
-4.87743872,5.20413177,0.01483325,0.64763140,2.06559061,1.68063543,0.02841941,2.27498496,0.67258511,0.30731803
-4.87143572,5.29107610,0.01369054,0.65792838,2.04328127,1.71385310,0.02679658,2.33007308,0.70586611,0.31306992
-4.86543272,5.39686213,0.01266292,0.66938142,2.03669500,1.75265347,0.02532256,2.39303434,0.74439896,0.31924827
-4.85942971,5.51839343,0.01174934,0.68155857,2.04321522,1.79606523,0.02399860,2.46253329,0.78758768,0.32572681
-4.85342671,5.65248493,0.01094831,0.69403240,2.06031668,1.84309035,0.02282321,2.53717950,0.83475010,0.33238685
-4.84742371,5.79592000,0.01025790,0.70638691,2.08559691,1.89272235,0.02179237,2.61555414,0.88513054,0.33911934
-4.84142071,5.94550533,0.00967575,0.71822407,2.11680132,1.94396366,0.02089975,2.69623611,0.93791490,0.34582633
-4.83541771,6.09812329,0.00919902,0.72917005,2.15184307,1.99584210,0.02013703,2.77782749,0.99224828,0.35242169
-4.82941471,6.25078139,0.00882443,0.73888102,2.18881826,2.04742616,0.01949422,2.85897792,1.04725458,0.35883132
-4.82341171,6.40065834,0.00854826,0.74704848,2.22601738,2.09783905,0.01895999,2.93840761,1.10205757,0.36499265
-4.81740870,6.54514632,0.00836637,0.75340405,2.26193350,2.14627143,0.01852209,3.01492869,1.15580290,0.37085383
-4.81140570,6.68188883,0.00827419,0.75772370,2.29526758,2.19199257,0.01816772,3.08746433,1.20768021,0.37637240
-4.80540270,6.80881350,0.00826681,0.75983118,2.32493142,2.23436002,0.01788389,3.15506552,1.25694458,0.38151377
-4.79939970,6.92415939,0.00833895,0.75960070,2.35004823,2.27282741,0.01765785,3.21692497,1.30293646,0.38624964
-4.79339670,7.02649801,0.00848510,0.75695867,2.36995101,2.30695060,0.01747735,3.27238788,1.34509924,0.39055630
-4.78739370,7.11474787,0.00869948,0.75188454,2.38417886,2.33639176,0.01733102,3.32095932,1.38299376,0.39441313
-4.78139070,7.18818196,0.00897614,0.74441052,2.39247115,2.36092165,0.01720856,3.36230806,1.41630913,0.39780138
-4.77538769,7.24642829,0.00930902,0.73462042,2.39475960,2.38041982,0.01710097,3.39626675,1.44486929,0.40070319
-4.76938469,7.28946326,0.00969198,0.72264742,2.39115844,2.39487296,0.01700065,3.42282852,1.46863513,0.40310104
-4.76338169,7.31759836,0.01011887,0.70867096,2.38195265,2.40437134,0.01690151,3.44214018,1.48770208,0.40497762
-4.75737869,7.33146056,0.01058357,0.69291275,2.36758458,2.40910347,0.01679890,3.45449218,1.50229326,0.40631614
-4.75137569,7.33196723,0.01108007,0.67563215,2.34863919,2.40934924,0.01668964,3.46030594,1.51274862,0.40710100
-4.74537269,7.32029627,0.01160247,0.65712099,2.32582811,2.40547158,0.01657184,3.46011886,1.51951058,0.40731886
-4.73936968,7.29785275,0.01214503,0.63769802,2.29997301,2.39790706,0.01644480,3.45456763,1.52310687,0.40695998
-4.73336668,7.26623301,0.01270227,0.61770316,2.27198860,2.38715545,0.01630878,3.44437050,1.52413148,0.40601971
-4.72736368,7.22718741,0.01326894,0.59749179,2.24286550,2.37376884,0.01616486,3.43030909,1.52322453,0.40450015
-4.72136068,7.18258304,0.01384008,0.57742915,2.21365351,2.35834030,0.01601468,3.41321036,1.52105200,0.40241167
-4.71535768,7.13436727,0.01441110,0.55788513,2.18544532,2.34149258,0.01586028,3.39392931,1.51828622,0.39977447
-4.70935468,7.08453334,0.01497781,0.53922940,2.15936108,2.32386707,0.01570387,3.37333293,1.51558783,0.39661979
-4.70335168,7.03508856,0.01553644,0.52182711,2.13653377,2.30611328,0.01554771,3.35228574,1.51358998,0.39299087
-4.69734867,6.98802589,0.01608375,0.50603521,2.11809551,2.28887907,0.01539394,3.33163714,1.51288509,0.38894361
-4.69134567,6.94529917,0.01661707,0.49219930,2.10516469,2.27280192,0.01524450,3.31221087,1.51401463,0.38454672
-4.68534267,6.90880210,0.01713433,0.48065106,2.09883375,2.25850117,0.01510105,3.29479634,1.51746186,0.37988150
-4.67933967,6.88035078,0.01763415,0.47170622,2.10015752,2.24657158,0.01496494,3.28014186,1.52364751,0.37504119
-4.67333667,6.86166952,0.01811592,0.46566290,2.11014166,2.23757800,0.01483723,3.26894944,1.53292815,0.37012985
-4.66733367,6.85437912,0.01857980,0.46280025,2.12973102,2.23205121,0.01471865,3.26187070,1.54559670,0.36526087
-4.66133067,6.85998694,0.01902676,0.46337728,2.15979768,2.23048472,0.01460971,3.25950365,1.56188467,0.36055510
-4.65532766,6.87987775,0.01945864,0.46763155,2.20112817,2.23333245,0.01451070,3.26238962,1.58196540,0.35613861
-4.64932466,6.91530440,0.01987810,0.47577782,2.25440990,2.24100678,0.01442175,3.27101004,1.60595772,0.35214023
-4.64332166,6.96737719,0.02028864,0.48800623,2.32021649,2.25387691,0.01434293,3.28578242,1.63392944,0.34868886
