energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.99243264,0.01067566,0.06717509,0.01089515,0.00000000,0.49255443,0.00000000,0.34534325,0.06834360
-5.99399700,1.02286462,0.01136955,0.07119167,0.01130708,0.00000000,0.50645688,0.00000000,0.36733565,0.07075101
-5.98799400,1.05750402,0.01226850,0.07561116,0.01178380,0.00000000,0.52205722,0.00000000,0.39213539,0.07354507
-5.98199100,1.09613608,0.01335488,0.08041563,0.01232611,0.00000000,0.53925948,0.00000000,0.41963925,0.07669631
-5.97598799,1.13849817,0.01461027,0.08558062,0.01293379,0.00000000,0.55794917,0.00000000,0.44971026,0.08017244
-5.96998499,1.18427395,0.01601517,0.09107452,0.01360552,0.00000000,0.57799111,0.00000000,0.48217297,0.08393786
-5.96398199,1.23308839,0.01754890,0.09685807,0.01433868,0.00000000,0.59922760,0.00000000,0.51680934,0.08795316
-5.95797899,1.28450397,0.01918938,0.10288399,0.01512925,0.00000000,0.62147701,0.00000000,0.55335565,0.09217479
-5.95197599,1.33801839,0.02091313,0.10909689,0.01597171,0.00000000,0.64453290,0.00000000,0.59150051,0.09655479
-5.94597299,1.39306404,0.02269528,0.11543333,0.01685899,0.00000000,0.66816364,0.00000000,0.63088438,0.10104079
-5.93996998,1.44900966,0.02450970,0.12182223,0.01778241,0.00000000,0.69211300,0.00000000,0.67110084,0.10557608
-5.93396698,1.50516445,0.02632928,0.12818549,0.01873175,0.00000000,0.71610150,0.00000000,0.71169957,0.11010000
-5.92796398,1.56078493,0.02812625,0.13443897,0.01969532,0.00000000,0.73982896,0.00000000,0.75219148,0.11454851
-5.92196098,1.61508473,0.02987269,0.14049379,0.02066007,0.00000000,0.76297814,0.00000000,0.79205576,0.11885504
-5.91595798,1.66724744,0.03154100,0.14625789,0.02161186,0.00000000,0.78521970,0.00000000,0.83074888,0.12295154
-5.90995498,1.71644236,0.03310457,0.15163792,0.02253567,0.00000000,0.80621843,0.00000000,0.86771554,0.12676979
-5.90395198,1.76184297,0.03453838,0.15654129,0.02341594,0.00000000,0.82564069,0.00000000,0.90240110,0.13024289
-5.89794897,1.80264762,0.03581969,0.16087846,0.02423697,0.00000000,0.84316289,0.00000000,0.93426526,0.13330690
