energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-4.91945973,1.72883711,0.01734510,0.21962030,0.01518305,0.88734983,0.72643287,0.76619314
-4.91345673,1.69839603,0.01762426,0.22401740,0.01445628,0.85882628,0.70793353,0.76374351
-4.90745373,1.67026920,0.01780239,0.22878284,0.01372188,0.83170398,0.68992859,0.76200898
-4.90145073,1.64419754,0.01787473,0.23389888,0.01298155,0.80582335,0.67233486,0.76087056
-4.89544772,1.61992582,0.01783850,0.23933812,0.01223755,0.78103661,0.65508923,0.76020499
-4.88944472,1.59721429,0.01769305,0.24506422,0.01149269,0.75721549,0.63815309,0.75988943
-4.88344172,1.57584864,0.01743987,0.25103297,0.01075029,0.73425749,0.62151551,0.75980572
-4.87743872,1.55564781,0.01708258,0.25719332,0.01001407,0.71209052,0.60519480,0.75984395
-4.87143572,1.53646915,0.01662679,0.26348861,0.00928805,0.69067556,0.58923846,0.75990534
-4.86543272,1.51821094,0.01608000,0.26985774,0.00857642,0.67000750,0.57372153,0.75990411
-4.85942971,1.50081213,0.01545131,0.27623632,0.00788341,0.65011387,0.55874323,0.75976849
-4.85342671,1.48424945,0.01475119,0.28255779,0.00721316,0.63105190,0.54442225,0.75944076
-4.84742371,1.46853219,0.01399114,0.28875434,0.00656962,0.61290387,0.53089083,0.75887645
-4.84142071,1.45369513,0.01318339,0.29475783,0.00595642,0.59577122,0.51828797,0.75804272
-4.83541771,1.43979006,0.01234051,0.30050055,0.00537681,0.57976771,0.50675212,0.75691631
-4.82941471,1.42687661,0.01147510,0.30591589,0.00483360,0.56501213,0.49641382,0.75548096
-4.82341171,1.41501294,0.01059945,0.31093900,0.00432914,0.55162079,0.48738849,0.75372490
-4.81740870,1.40424704,0.00972524,0.31550743,0.00386527,0.53970050,0.47977004,0.75163826
-4.81140570,1.39460919,0.00886330,0.31956175,0.00344340,0.52934211,0.47362539,0.74921102
-4.80540270,1.38610604,0.00802338,0.32304631,0.00306448,0.52061522,0.46899033,0.74643131
-4.79939970,1.37871674,0.00721397,0.32590997,0.00272912,0.51356406,0.46586680,0.74328451
-4.79339670,1.37239129,0.00644223,0.32810700,0.00243759,0.50820495,0.46422188,0.73975307
-4.78739370,1.36705126,0.00571391,0.32959804,0.00218993,0.50452517,0.46398837,0.73581705
-4.78139070,1.36259258,0.00503334,0.33035102,0.00198600,0.50248343,0.46506690,0.73145544
-4.77538769,1.35889035,0.00440348,0.33034216,0.00182556,0.50201170,0.46732956,0.72664808
-4.76938469,1.35580502,0.00382600,0.32955686,0.00170832,0.50301820,0.47062459,0.72137789
-4.76338169,1.35318961,0.00330137,0.32799043,0.00163400,0.50539143,0.47478206,0.71563345
-4.75737869,1.35089733,0.00282903,0.32564865,0.00160235,0.50900468,0.47962007,0.70941144
-4.75137569,1.34878892,0.00240751,0.32254803,0.00161316,0.51372104,0.48495114,0.70271886
-4.74537269,1.34673932,0.00203461,0.31871574,0.00166627,0.51939820,0.49058848,0.69557474
-4.73936968,1.34464303,0.00170755,0.31418923,0.00176153,0.52589312,0.49635183,0.68801120
-4.73336668,1.34241792,0.00142311,0.30901543,0.00189876,0.53306601,0.50207251,0.68007376
-4.72736368,1.34000723,0.00117783,0.30324973,0.00207767,0.54078360,0.50759757,0.67182082
-4.72136068,1.33737969,0.00096807,0.29695456,0.00229779,0.54892161,0.51279286,0.66332235
-4.71535768,1.33452792,0.00079019,0.29019783,0.00255839,0.55736626,0.51754495,0.65465788
-4.70935468,1.33146539,0.00064059,0.28305126,0.00285833,0.56601498,0.52176197,0.64591402
-4.70335168,1.32822229,0.00051583,0.27558871,0.00319602,0.57477641,0.52537342,0.63718165
-4.69734867,1.32484088,0.00041266,0.26788454,0.00356926,0.58356988,0.52832925,0.62855302
-4.69134567,1.32137083,0.00032811,0.26001225,0.00397520,0.59232458,0.53059817,0.62011919
-4.68534267,1.31786511,0.00025944,0.25204336,0.00441025,0.60097876,0.53216570,0.61196775
-4.67933967,1.31437692,0.00020424,0.24404667,0.00487001,0.60947897,0.53303208,0.60418134
-4.67333667,1.31095804,0.00016036,0.23608779,0.00534930,0.61777991,0.53321027,0.59683689
-4.66733367,1.30765900,0.00012595,0.22822922,0.00584215,0.62584472,0.53272430,0.59000583
-4.66133067,1.30453098,0.00009944,0.22053056,0.00634186,0.63364600,0.53160804,0.58375517
-4.65532766,1.30162945,0.00007950,0.21304919,0.00684109,0.64116751,0.52990457,0.57814929
-4.64932466,1.29901943,0.00006505,0.20584095,0.00733201,0.64840652,0.52766613,0.57325255
-4.64332166,1.29678169,0.00005522,0.19896108,0.00780645,0.65537660,0.52495452,0.56913210
-4.63731866,1.29501953,0.00004933,0.19246494,0.00825611,0.66211070,0.52184205,0.56586095
-4.63131566,1.29386545,0.00004686,0.18640869,0.00867280,0.66866410,0.51841254,0.56352075
-4.62531266,1.29348691,0.00004746,0.18084966,0.00904864,0.67511706,0.51476251,0.56220398
-4.61930965,1.29409064,0.00005088,0.17584635,0.00937634,0.68157670,0.51100203,0.56201543
-4.61330665,1.29592466,0.00005699,0.17145802,0.00964942,0.68817785,0.50725520,0.56307233
-4.60730365,1.29927766,0.00006575,0.16774383,0.00986245,0.69508246,0.50365997,0.56550335
-4.60130065,1.30447522,0.00007719,0.16476153,0.01001120,0.70247755,0.50036701,0.56944598
-4.59529765,1.31187282,0.00009139,0.16256575,0.01009288,0.71057131,0.49753778,0.57504250
-4.58929465,1.32184546,0.00010845,0.16120595,0.01010615,0.71958751,0.49534145,0.58243457
-4.58329165,1.33477436,0.00012853,0.16072415,0.01005127,0.72975819,0.49395088,0.59175644
-4.57728864,1.35103100,0.00015176,0.16115252,0.00993006,0.74131485,0.49353772,0.60312740
-4.57128564,1.37095930,0.00017828,0.16251107,0.00974586,0.75447847,0.49426667,0.61664347
-4.56528264,1.39485657,0.00020820,0.16480543,0.00950342,0.76944868,0.49628943,0.63236894
-4.55927964,1.42295435,0.00024160,0.16802504,0.00920877,0.78639266,0.49973823,0.65032819
-4.55327664,1.45539995,0.00027849,0.17214171,0.00886900,0.80543419,0.50471962,0.67049822
-4.54727364,1.49223974,0.00031882,0.17710872,0.00849205,0.82664353,0.51130862,0.69280233
-4.54127064,1.53340513,0.00036247,0.18286063,0.00808644,0.85002847,0.51954362,0.71710540
-4.53526763,1.57870207,0.00040923,0.18931367,0.00766102,0.87552731,0.52942237,0.74321107
-4.52926463,1.62780475,0.00045879,0.19636684,0.00722468,0.90300395,0.54089923,0.77086114
-4.52326163,1.68025398,0.00051076,0.20390369,0.00678613,0.93224563,0.55388395,0.79973724
-4.51725863,1.73546052,0.00056462,0.21179468,0.00635359,0.96296346,0.56824199,0.82946498
-4.51125563,1.79271348,0.00061980,0.21990005,0.00593466,0.99479580,0.58379652,0.85962032
-4.50525263,1.85119351,0.00067560,0.22807309,0.00553607,1.02731462,0.60033201,0.88973817
-4.49924962,1.90999048,0.00073128,0.23616374,0.00516355,1.06003452,0.61759924,0.91932284
-4.49324662,1.96812495,0.00078602,0.24402224,0.00482177,1.09242415,0.63532166,0.94786000
-4.48724362,2.02457270,0.00083895,0.25150286,0.00451420,1.12391980,0.65320269,0.97482970
-4.48124062,2.07829151,0.00088921,0.25846747,0.00424319,1.15394040,0.67093379,0.99972010
-4.47523762,2.12824899,0.00093592,0.26478883,0.00400991,1.18190359,0.68820295,1.02204112
-4.46923462,2.17345072,0.00097822,0.27035354,0.00381445,1.20724217,0.70470320,1.04133788
-4.46323162,2.21296744,0.00101535,0.27506454,0.00365587,1.22942028,0.72014101,1.05720309
-4.45722861,2.24596052,0.00104658,0.27884317,0.00353237,1.24794877,0.73424404,1.06928825
-4.45122561,2.27170476,0.00107130,0.28163056,0.00344140,1.26239913,0.74676828,1.07731301
-4.44522261,2.28960788,0.00108903,0.28338872,0.00337978,1.27241554,0.75750418,1.08107270
-4.43921961,2.29922604,0.00109941,0.28410091,0.00334393,1.27772453,0.76628173,1.08044350
-4.43321661,2.30027521,0.00110226,0.28377172,0.00332999,1.27814214,0.77297456,1.07538542
-4.42721361,2.29263798,0.00109753,0.28242676,0.00333400,1.27357806,0.77750278,1.06594291
-4.42121061,2.27636604,0.00108532,0.28011195,0.00335208,1.26403710,0.77983496,1.05224328
-4.41520760,2.25167829,0.00106592,0.27689269,0.00338060,1.24961765,0.77998907,1.03449302
-4.40920460,2.21895520,0.00103973,0.27285290,0.00341630,1.23050764,0.77803274,1.01297234
-4.40320160,2.17872957,0.00100729,0.26809393,0.00345647,1.20697803,0.77408282,0.98802819
-4.39719860,2.13167455,0.00096927,0.26273346,0.00349904,1.17937438,0.76830449,0.96006616
-4.39119560,2.07858926,0.00092640,0.25690455,0.00354272,1.14810686,0.76091000,0.92954145
-4.38519260,2.02038284,0.00087950,0.25075452,0.00358709,1.11363914,0.75215712,0.89694953
-4.37918959,1.95805743,0.00082942,0.24444403,0.00363264,1.07647675,0.74234730,0.86281655
-4.37318659,1.89269056,0.00077705,0.23814602,0.00368089,1.03715525,0.73182359,0.82768999
-4.36718359,1.82541749,0.00072325,0.23204458,0.00373433,0.99622882,0.72096815,0.79212962
-4.36118059,1.75741370,0.00066887,0.22633368,0.00379650,0.95425940,0.71019919,0.75669905
-4.35517759,1.68987783,0.00061469,0.22121553,0.00387193,0.91180689,0.69996719,0.72195796
-4.34917459,1.62401505,0.00056147,0.21689860,0.00396611,0.86942047,0.69075018,0.68845487
-4.34317159,1.56102080,0.00050984,0.21359516,0.00408537,0.82763118,0.68304782,0.65672070
-4.33716858,1.50206493,0.00046039,0.21151819,0.00423684,0.78694576,0.67737401,0.62726266
-4.33116558,1.44827584,0.00041359,0.21087768,0.00442823,0.74784173,0.67424801,0.60055877
-4.32516258,1.40072455,0.00036982,0.21187626,0.00466769,0.71076341,0.67418387,0.57705244
-4.31915958,1.36040859,0.00032939,0.21470421,0.00496362,0.67611888,0.67767820,0.55714727
-4.31315658,1.32823552,0.00029249,0.21953391,0.00532437,0.64427758,0.68519652,0.54120192
-4.30715358,1.30500616,0.00025923,0.22651386,0.00575805,0.61556827,0.69715839,0.52952485
