energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,2.38524127,-2.38524127,0.00875230,-0.00875230,0.21902754,-0.21902754,0.01585417,-0.01585417,0.00000000,-0.00000000,1.23813401,-1.23813401,0.60452434,-0.60452434,0.01399643,-0.01399643,1.24593429,-1.24593429
-5.99399700,2.37517489,-2.37517490,0.00886589,-0.00886589,0.22026723,-0.22026723,0.01572026,-0.01572026,0.00000000,-0.00000000,1.23808691,-1.23808691,0.60213627,-0.60213627,0.01393181,-0.01393181,1.23887538,-1.23887538
-5.98799400,2.35872983,-2.35872984,0.00893562,-0.00893562,0.22151744,-0.22151744,0.01551993,-0.01551993,0.00000000,-0.00000000,1.23134772,-1.23134773,0.60020907,-0.60020907,0.01379876,-0.01379876,1.22733146,-1.22733146
-5.98199100,2.33629758,-2.33629758,0.00896395,-0.00896395,0.22287374,-0.22287374,0.01525303,-0.01525303,0.00000000,-0.00000000,1.21800190,-1.21800190,0.59894529,-0.59894529,0.01359964,-0.01359964,1.21142388,-1.21142388
-5.97598799,2.30845384,-2.30845384,0.00895513,-0.00895513,0.22442929,-0.22442929,0.01492126,-0.01492126,0.00000000,-0.00000000,1.19829344,-1.19829344,0.59854629,-0.59854629,0.01333859,-0.01333859,1.19140159,-1.19140159
-5.96998499,2.27593861,-2.27593862,0.00891524,-0.00891524,0.22627060,-0.22627061,0.01452822,-0.01452822,0.00000000,-0.00000000,1.17261680,-1.17261680,0.59920368,-0.59920369,0.01302150,-0.01302150,1.16763388,-1.16763388
-5.96398199,2.23962818,-2.23962818,0.00885212,-0.00885212,0.22847324,-0.22847324,0.01407923,-0.01407923,0.00000000,-0.00000000,1.14150309,-1.14150309,0.60108996,-0.60108996,0.01265584,-0.01265584,1.14059796,-1.14059796
-5.95797899,2.20050039,-2.20050040,0.00877528,-0.00877528,0.23109750,-0.23109751,0.01358119,-0.01358119,0.00000000,-0.00000000,1.10560130,-1.10560130,0.60434879,-0.60434880,0.01225054,-0.01225054,1.11086211,-1.11086211
-5.95197599,2.15959506,-2.15959506,0.00869573,-0.00869573,0.23418452,-0.23418452,0.01304232,-0.01304232,0.00000000,-0.00000000,1.06565541,-1.06565540,0.60908558,-0.60908559,0.01181565,-0.01181565,1.07906500,-1.07906499
-5.94597299,2.11797133,-2.11797134,0.00862578,-0.00862578,0.23775274,-0.23775274,0.01247190,-0.01247190,0.00000000,-0.00000000,1.02247854,-1.02247854,0.61535872,-0.61535873,0.01136216,-0.01136216,1.04589243,-1.04589243
-5.93996998,2.07666450,-2.07666451,0.00857875,-0.00857875,0.24179523,-0.24179524,0.01187995,-0.01187995,0.00000000,-0.00000000,0.97692545,-0.97692544,0.62317214,-0.62317215,0.01090159,-0.01090159,1.01205256,-1.01205256
-5.93396698,2.03664424,-2.03664425,0.00856866,-0.00856866,0.24627796,-0.24627796,0.01127685,-0.01127685,0.00000000,-0.00000000,0.92986444,-0.92986444,0.63246973,-0.63246974,0.01044573,-0.01044573,0.97825074,-0.97825074
-5.92796398,1.99877656,-1.99877657,0.00860990,-0.00860990,0.25113908,-0.25113908,0.01067308,-0.01067308,0.00000000,-0.00000000,0.88215021,-0.88215021,0.64313210,-0.64313211,0.01000629,-0.01000629,0.94516515,-0.94516516
-5.92196098,1.96379139,-1.96379140,0.00871684,-0.00871684,0.25628958,-0.25628959,0.01007882,-0.01007882,0.00000000,-0.00000000,0.83459850,-0.83459850,0.65497591,-0.65497592,0.00959453,-0.00959453,0.91342449,-0.91342449
-5.91595798,1.93225727,-1.93225729,0.00890344,-0.00890344,0.26161520,-0.26161520,0.00950367,-0.00950367,0.00000000,-0.00000000,0.78796373,-0.78796372,0.66775630,-0.66775631,0.00922100,-0.00922100,0.88358830,-0.88358830
-5.90995498,1.90456439,-1.90456440,0.00918283,-0.00918283,0.26697957,-0.26697957,0.00895640,-0.00895640,0.00000000,-0.00000000,0.74292029,-0.74292028,0.68117217,-0.68117218,0.00889522,-0.00889522,0.85613108,-0.85613109
-5.90395198,1.88091648,-1.88091650,0.00956688,-0.00956688,0.27222870,-0.27222870,0.00844467,-0.00844467,0.00000000,-0.00000000,0.70004810,-0.70004810,0.69487447,-0.69487448,0.00862547,-0.00862547,0.83143046,-0.83143046
-5.89794897,1.86133193,-1.86133194,0.01006582,-0.01006582,0.27719648,-0.27719648,0.00797494,-0.00797494,0.00000000,-0.00000000,0.65982273,-0.65982273,0.70847723,-0.70847724,0.00841853,-0.00841853,0.80975975,-0.80975975
-5.89194597,1.84565348,-1.84565349,0.01068787,-0.01068787,0.28171107,-0.28171107,0.00755225,-0.00755225,0.00000000,-0.00000000,0.62261012,-0.62261012,0.72157076,-0.72157077,0.00827957,-0.00827957,0.79128509,-0.79128509
-5.88594297,1.83356594,-1.83356595,0.01143884,-0.01143884,0.28560187,-0.28560187,0.00718024,-0.00718024,0.00000000,-0.00000000,0.58866578,-0.58866577,0.73373667,-0.73373668,0.00821204,-0.00821204,0.77606689,-0.77606689
-5.87993997,1.82462053,-1.82462054,0.01232189,-0.01232189,0.28870680,-0.28870680,0.00686105,-0.00686105,0.00000000,-0.00000000,0.55813810,-0.55813810,0.74456387,-0.74456387,0.00821757,-0.00821757,0.76406525,-0.76406526
-5.87393697,1.81826448,-1.81826449,0.01333728,-0.01333728,0.29087955,-0.29087955,0.00659543,-0.00659543,0.00000000,-0.00000000,0.53107527,-0.53107527,0.75366499,-0.75366499,0.00829603,-0.00829603,0.75514894,-0.75514894
-5.86793397,1.81387408,-1.81387409,0.01448220,-0.01448220,0.29199641,-0.29199641,0.00638278,-0.00638278,0.00000000,-0.00000000,0.50743515,-0.50743515,0.76069228,-0.76069228,0.00844551,-0.00844551,0.74910714,-0.74910714
-5.86193097,1.81078949,-1.81078950,0.01575072,-0.01575072,0.29196238,-0.29196238,0.00622126,-0.00622126,0.00000000,-0.00000000,0.48709740,-0.48709740,0.76535234,-0.76535234,0.00866249,-0.00866249,0.74566344,-0.74566344
-5.85592796,1.80834951,-1.80834951,0.01713379,-0.01713379,0.29071629,-0.29071629,0.00610797,-0.00610797,0.00000000,-0.00000000,0.46987721,-0.46987720,0.76741889,-0.76741889,0.00894189,-0.00894189,0.74449124,-0.74449125
-5.84992496,1.80592464,-1.80592464,0.01861943,-0.01861943,0.28823461,-0.28823461,0.00603908,-0.00603908,0.00000000,-0.00000000,0.45553981,-0.45553981,0.76674310,-0.76674310,0.00927731,-0.00927731,0.74522990,-0.74522990
-5.84392196,1.80294703,-1.80294703,0.02019292,-0.02019292,0.28453383,-0.28453383,0.00601005,-0.00601005,0.00000000,-0.00000000,0.44381520,-0.44381520,0.76326085,-0.76326085,0.00966125,-0.00966125,0.74750086,-0.74750087
-5.83791896,1.79893605,-1.79893605,0.02183716,-0.02183716,0.27967119,-0.27967119,0.00601579,-0.00601579,0.00000000,-0.00000000,0.43441242,-0.43441241,0.75699666,-0.75699666,0.01008528,-0.01008528,0.75092327,-0.75092327
-5.83191596,1.79351863,-1.79351863,0.02353315,-0.02353315,0.27374386,-0.27374386,0.00605091,-0.00605091,0.00000000,-0.00000000,0.42703288,-0.42703288,0.74806417,-0.74806417,0.01054039,-0.01054039,0.75512841,-0.75512842
-5.82591296,1.78644370,-1.78644370,0.02526045,-0.02526045,0.26688644,-0.26688644,0.00610985,-0.00610985,0.00000000,-0.00000000,0.42138241,-0.42138241,0.73666306,-0.73666306,0.01101720,-0.01101720,0.75977262,-0.75977262
-5.81990995,1.77759043,-1.77759042,0.02699786,-0.02699786,0.25926704,-0.25926704,0.00618708,-0.00618708,0.00000000,-0.00000000,0.41718155,-0.41718155,0.72307266,-0.72307265,0.01150628,-0.01150628,0.76454822,-0.76454823
-5.81390695,1.76697025,-1.76697024,0.02872399,-0.02872399,0.25108194,-0.25108193,0.00627732,-0.00627732,0.00000000,-0.00000000,0.41417409,-0.41417409,0.70764251,-0.70764250,0.01199841,-0.01199841,0.76919231,-0.76919231
-5.80790395,1.75472283,-1.75472283,0.03041796,-0.03041796,0.24254921,-0.24254921,0.00637559,-0.00637559,0.00000000,-0.00000000,0.41213352,-0.41213351,0.69078031,-0.69078030,0.01248482,-0.01248483,0.77349313,-0.77349313
-5.80190095,1.74110648,-1.74110647,0.03206000,-0.03206000,0.23390146,-0.23390146,0.00647742,-0.00647742,0.00000000,-0.00000000,0.41086747,-0.41086747,0.67293777,-0.67293776,0.01295749,-0.01295749,0.77729399,-0.77729399
-5.79589795,1.72648345,-1.72648345,0.03363207,-0.03363207,0.22537803,-0.22537803,0.00657888,-0.00657888,0.00000000,-0.00000000,0.41022021,-0.41022021,0.65459492,-0.65459492,0.01340929,-0.01340929,0.78049472,-0.78049472
-5.78989495,1.71130106,-1.71130106,0.03511832,-0.03511832,0.21721688,-0.21721688,0.00667673,-0.00667673,0.00000000,-0.00000000,0.41007311,-0.41007311,0.63624357,-0.63624356,0.01383417,-0.01383417,0.78305062,-0.78305062
-5.78389195,1.69606922,-1.69606921,0.03650555,-0.03650555,0.20964657,-0.20964657,0.00676836,-0.00676836,0.00000000,-0.00000000,0.41034341,-0.41034341,0.61837034,-0.61837033,0.01422728,-0.01422728,0.78496912,-0.78496912
-5.77788894,1.68133540,-1.68133540,0.03778342,-0.03778342,0.20287853,-0.20287852,0.00685189,-0.00685189,0.00000000,-0.00000000,0.41098138,-0.41098138,0.60144020,-0.60144019,0.01458502,-0.01458502,0.78630432,-0.78630432
-5.77188594,1.66765803,-1.66765803,0.03894460,-0.03894460,0.19709989,-0.19709989,0.00692613,-0.00692613,0.00000000,-0.00000000,0.41196609,-0.41196609,0.58588069,-0.58588068,0.01490504,-0.01490504,0.78714961,-0.78714962
-5.76588294,1.65557910,-1.65557910,0.03998473,-0.03998473,0.19246718,-0.19246718,0.00699051,-0.00699051,0.00000000,-0.00000000,0.41330008,-0.41330008,0.57206762,-0.57206761,0.01518620,-0.01518620,0.78762872,-0.78762872
-5.75987994,1.64559718,-1.64559718,0.04090220,-0.04090220,0.18910100,-0.18910100,0.00704505,-0.00704505,0.00000000,-0.00000000,0.41500324,-0.41500324,0.56031257,-0.56031256,0.01542844,-0.01542844,0.78788556,-0.78788556
-5.75387694,1.63814169,-1.63814169,0.04169786,-0.04169786,0.18708185,-0.18708185,0.00709028,-0.00709028,0.00000000,-0.00000000,0.41710610,-0.41710610,0.55085257,-0.55085257,0.01563266,-0.01563266,0.78807336,-0.78807337
-5.74787394,1.63354957,-1.63354957,0.04237455,-0.04237455,0.18644728,-0.18644728,0.00712710,-0.00712710,0.00000000,-0.00000000,0.41964299,-0.41964299,0.54384230,-0.54384230,0.01580049,-0.01580049,0.78834345,-0.78834346
-5.74187094,1.63204506,-1.63204507,0.04293654,-0.04293654,0.18719046,-0.18719046,0.00715672,-0.00715672,0.00000000,-0.00000000,0.42264534,-0.42264534,0.53934899,-0.53934899,0.01593409,-0.01593409,0.78883432,-0.78883432
-5.73586793,1.63372371,-1.63372372,0.04338896,-0.04338896,0.18926004,-0.18926004,0.00718051,-0.00718051,0.00000000,-0.00000000,0.42613535,-0.42613535,0.53735019,-0.53735020,0.01603590,-0.01603590,0.78966136,-0.78966136
-5.72986493,1.63854125,-1.63854126,0.04373716,-0.04373716,0.19256156,-0.19256157,0.00719991,-0.00719991,0.00000000,-0.00000000,0.43012052,-0.43012052,0.53773452,-0.53773452,0.01610843,-0.01610843,0.79090796,-0.79090796
-5.72386193,1.64630793,-1.64630794,0.04398615,-0.04398615,0.19696017,-0.19696017,0.00721630,-0.00721630,0.00000000,-0.00000000,0.43458914,-0.43458914,0.54030524,-0.54030524,0.01615402,-0.01615402,0.79261819,-0.79261820
-5.71785893,1.65668889,-1.65668891,0.04414006,-0.04414006,0.20228461,-0.20228461,0.00723092,-0.00723092,0.00000000,-0.00000000,0.43950705,-0.43950705,0.54478678,-0.54478678,0.01617463,-0.01617463,0.79479173,-0.79479174
-5.71185593,1.66921065,-1.66921066,0.04420174,-0.04420174,0.20833246,-0.20833247,0.00724482,-0.00724482,0.00000000,-0.00000000,0.44481582,-0.44481582,0.55083377,-0.55083378,0.01617172,-0.01617172,0.79738110,-0.79738111
-5.70585293,1.68327372,-1.68327373,0.04417247,-0.04417247,0.21487636,-0.21487636,0.00725872,-0.00725872,0.00000000,-0.00000000,0.45043241,-0.45043241,0.55804255,-0.55804256,0.01614612,-0.01614612,0.80029155,-0.80029156
-5.69984992,1.69817111,-1.69817112,0.04405183,-0.04405183,0.22167100,-0.22167100,0.00727306,-0.00727306,0.00000000,-0.00000000,0.45625041,-0.45625042,0.56596457,-0.56596458,0.01609799,-0.01609799,0.80338361,-0.80338361
-5.69384692,1.71311190,-1.71311191,0.04383772,-0.04383772,0.22846083,-0.22846083,0.00728793,-0.00728793,0.00000000,-0.00000000,0.46214266,-0.46214267,0.57412147,-0.57412148,0.01602681,-0.01602681,0.80647815,-0.80647816
-5.68784392,1.72724930,-1.72724931,0.04352656,-0.04352656,0.23498803,-0.23498803,0.00730309,-0.00730309,0.00000000,-0.00000000,0.46796526,-0.46796526,0.58202116,-0.58202116,0.01593146,-0.01593146,0.80936386,-0.80936386
-5.68184092,1.73971177,-1.73971178,0.04311362,-0.04311362,0.24100062,-0.24100062,0.00731800,-0.00731800,0.00000000,-0.00000000,0.47356259,-0.47356260,0.58917443,-0.58917444,0.01581033,-0.01581033,0.81180657,-0.81180658
-5.67583792,1.74963619,-1.74963619,0.04259343,-0.04259343,0.24626029,-0.24626030,0.00733188,-0.00733188,0.00000000,-0.00000000,0.47877331,-0.47877331,0.59511149,-0.59511149,0.01566143,-0.01566143,0.81356021,-0.81356021
-5.66983492,1.75620137,-1.75620138,0.04196039,-0.04196039,0.25054988,-0.25054988,0.00734374,-0.00734374,0.00000000,-0.00000000,0.48343668,-0.48343668,0.59939776,-0.59939776,0.01548265,-0.01548265,0.81437858,-0.81437859
-5.66383192,1.75866069,-1.75866070,0.04120929,-0.04120929,0.25367995,-0.25367995,0.00735248,-0.00735248,0.00000000,-0.00000000,0.48739923,-0.48739923,0.60164843,-0.60164843,0.01527192,-0.01527192,0.81402760,-0.81402760
-5.65782891,1.75637216,-1.75637216,0.04033595,-0.04033595,0.25549451,-0.25549451,0.00735693,-0.00735693,0.00000000,-0.00000000,0.49052119,-0.49052119,0.60154116,-0.60154116,0.01502739,-0.01502739,0.81229719,-0.81229719
