energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.65182591,1.74882483,-1.74882483,0.03933777,-0.03933777,0.25587546,-0.25587546,0.00735598,-0.00735598,0.00000000,-0.00000000,0.49268248,-0.49268247,0.59882650,-0.59882650,0.01474771,-0.01474771,0.80901241,-0.80901241
-5.64582291,1.73566029,-1.73566028,0.03821421,-0.03821420,0.25474574,-0.25474574,0.00734862,-0.00734862,0.00000000,-0.00000000,0.49378795,-0.49378795,0.59333560,-0.59333559,0.01443214,-0.01443214,0.80404323,-0.80404322
-5.63981991,1.71668844,-1.71668843,0.03696722,-0.03696722,0.25207095,-0.25207095,0.00733402,-0.00733402,0.00000000,-0.00000000,0.49377173,-0.49377173,0.58498496,-0.58498496,0.01408073,-0.01408073,0.79731255,-0.79731254
-5.63381691,1.69189707,-1.69189706,0.03560149,-0.03560149,0.24785960,-0.24785960,0.00731160,-0.00731160,0.00000000,-0.00000000,0.49260036,-0.49260036,0.57377824,-0.57377824,0.01369443,-0.01369443,0.78880223,-0.78880223
-5.62781391,1.66145490,-1.66145488,0.03412458,-0.03412458,0.24216179,-0.24216178,0.00728106,-0.00728106,0.00000000,-0.00000000,0.49027485,-0.49027484,0.55980490,-0.55980490,0.01327515,-0.01327515,0.77855692,-0.77855691
-5.62181091,1.62570841,-1.62570840,0.03254687,-0.03254687,0.23506662,-0.23506662,0.00724245,-0.00724245,0.00000000,-0.00000000,0.48683144,-0.48683144,0.54323605,-0.54323604,0.01282576,-0.01282576,0.76668556,-0.76668555
-5.61580790,1.58517278,-1.58517276,0.03088144,-0.03088144,0.22669838,-0.22669837,0.00719619,-0.00719619,0.00000000,-0.00000000,0.48234133,-0.48234133,0.52431768,-0.52431768,0.01235011,-0.01235011,0.75336088,-0.75336088
-5.60980490,1.54051764,-1.54051762,0.02914372,-0.02914372,0.21721164,-0.21721164,0.00714309,-0.00714309,0.00000000,-0.00000000,0.47690925,-0.47690924,0.50336175,-0.50336174,0.01185290,-0.01185290,0.73881685,-0.73881684
-5.60380190,1.49254869,-1.49254867,0.02735110,-0.02735110,0.20678579,-0.20678578,0.00708433,-0.00708433,0.00000000,-0.00000000,0.47067117,-0.47067116,0.48073550,-0.48073549,0.01133961,-0.01133961,0.72334438,-0.72334437
-5.59779890,1.44218607,-1.44218605,0.02552243,-0.02552243,0.19561886,-0.19561885,0.00702150,-0.00702150,0.00000000,-0.00000000,0.46379131,-0.46379130,0.45684970,-0.45684969,0.01081636,-0.01081636,0.70728574,-0.70728573
-5.59179590,1.39044072,-1.39044070,0.02367749,-0.02367749,0.18392130,-0.18392129,0.00695656,-0.00695656,0.00000000,-0.00000000,0.45645853,-0.45645852,0.43214619,-0.43214618,0.01028976,-0.01028976,0.69102777,-0.69102776
-5.58579290,1.33838967,-1.33838964,0.02183640,-0.02183640,0.17190972,-0.17190971,0.00689183,-0.00689183,0.00000000,-0.00000000,0.44888231,-0.44888231,0.40708543,-0.40708542,0.00976675,-0.00976675,0.67499441,-0.67499440
-5.57978989,1.28715135,-1.28715133,0.02001909,-0.02001909,0.15980100,-0.15980100,0.00682994,-0.00682994,0.00000000,-0.00000000,0.44128850,-0.44128850,0.38213446,-0.38213445,0.00925442,-0.00925442,0.65963869,-0.65963868
-5.57378689,1.23786175,-1.23786173,0.01824478,-0.01824478,0.14780687,-0.14780686,0.00677383,-0.00677383,0.00000000,-0.00000000,0.43391488,-0.43391487,0.35775575,-0.35775574,0.00875987,-0.00875987,0.64543445,-0.64543445
-5.56778389,1.19165194,-1.19165192,0.01653156,-0.01653156,0.13612919,-0.13612918,0.00672666,-0.00672666,0.00000000,-0.00000000,0.42700666,-0.42700665,0.33439724,-0.33439723,0.00829010,-0.00829010,0.63286800,-0.63286800
-5.56178089,1.14962759,-1.14962756,0.01489601,-0.01489601,0.12495607,-0.12495607,0.00669180,-0.00669180,0.00000000,-0.00000000,0.42081201,-0.42081200,0.31248387,-0.31248386,0.00785186,-0.00785186,0.62242969,-0.62242969
-5.55577789,1.11285054,-1.11285053,0.01335300,-0.01335300,0.11445891,-0.11445890,0.00667272,-0.00667272,0.00000000,-0.00000000,0.41557757,-0.41557756,0.29241073,-0.29241072,0.00745157,-0.00745157,0.61460560,-0.61460559
-5.54977489,1.08232273,-1.08232272,0.01191553,-0.01191553,0.10479019,-0.10479019,0.00667297,-0.00667297,0.00000000,-0.00000000,0.41154405,-0.41154404,0.27453778,-0.27453778,0.00709525,-0.00709525,0.60986922,-0.60986921
-5.54377189,1.05897206,-1.05897205,0.01059470,-0.01059470,0.09608237,-0.09608237,0.00669604,-0.00669604,0.00000000,-0.00000000,0.40894184,-0.40894183,0.25918621,-0.25918620,0.00678852,-0.00678852,0.60867323,-0.60867322
-5.53776888,1.04364031,-1.04364030,0.00939981,-0.00939981,0.08844737,-0.08844737,0.00674531,-0.00674531,0.00000000,-0.00000000,0.40798676,-0.40798676,0.24663619,-0.24663619,0.00653654,-0.00653654,0.61144123,-0.61144122
-5.53176588,1.03707271,-1.03707270,0.00833850,-0.00833850,0.08197689,-0.08197689,0.00682396,-0.00682396,0.00000000,-0.00000000,0.40887589,-0.40887588,0.23712593,-0.23712593,0.00634407,-0.00634407,0.61855951,-0.61855951
-5.52576288,1.03990887,-1.03990887,0.00741702,-0.00741702,0.07674323,-0.07674322,0.00693481,-0.00693481,0.00000000,-0.00000000,0.41178351,-0.41178351,0.23085168,-0.23085168,0.00621545,-0.00621545,0.63036889,-0.63036889
-5.51975988,1.05267498,-1.05267498,0.00664049,-0.00664049,0.07280056,-0.07280056,0.00708029,-0.00708029,0.00000000,-0.00000000,0.41685737,-0.41685737,0.22796853,-0.22796853,0.00615469,-0.00615469,0.64715666,-0.64715666
-5.51375688,1.07577692,-1.07577693,0.00601325,-0.00601325,0.07018651,-0.07018651,0.00726228,-0.00726228,0.00000000,-0.00000000,0.42421514,-0.42421514,0.22859173,-0.22859173,0.00616550,-0.00616550,0.66914880,-0.66914881
-5.50775388,1.10949443,-1.10949444,0.00553915,-0.00553915,0.06892380,-0.06892380,0.00748204,-0.00748204,0.00000000,-0.00000000,0.43394143,-0.43394143,0.23279832,-0.23279832,0.00625136,-0.00625136,0.69650272,-0.69650273
-5.50175088,1.15397613,-1.15397614,0.00522191,-0.00522191,0.06902195,-0.06902195,0.00774008,-0.00774008,0.00000000,-0.00000000,0.44608521,-0.44608522,0.24062878,-0.24062878,0.00641556,-0.00641556,0.72930066,-0.72930067
-5.49574787,1.20923574,-1.20923575,0.00506531,-0.00506531,0.07047893,-0.07047893,0.00803616,-0.00803616,0.00000000,-0.00000000,0.46065800,-0.46065800,0.25208876,-0.25208877,0.00666126,-0.00666126,0.76754417,-0.76754419
-5.48974487,1.27514948,-1.27514950,0.00507348,-0.00507348,0.07328251,-0.07328251,0.00836915,-0.00836915,0.00000000,-0.00000000,0.47763275,-0.47763275,0.26715057,-0.26715058,0.00699155,-0.00699155,0.81114985,-0.81114986
-5.48374187,1.35145511,-1.35145513,0.00525095,-0.00525095,0.07741143,-0.07741143,0.00873705,-0.00873705,0.00000000,-0.00000000,0.49694367,-0.49694367,0.28575448,-0.28575449,0.00740943,-0.00740943,0.85994674,-0.85994675
-5.47773887,1.43775264,-1.43775267,0.00560274,-0.00560274,0.08283631,-0.08283631,0.00913695,-0.00913695,0.00000000,-0.00000000,0.51848691,-0.51848691,0.30780985,-0.30780986,0.00791785,-0.00791785,0.91367564,-0.91367565
-5.47173587,1.53350723,-1.53350726,0.00613424,-0.00613424,0.08952011,-0.08952011,0.00956507,-0.00956507,0.00000000,-0.00000000,0.54212221,-0.54212221,0.33319598,-0.33319599,0.00851966,-0.00851966,0.97199051,-0.97199052
-5.46573287,1.63805427,-1.63805431,0.00685107,-0.00685107,0.09741843,-0.09741843,0.01001680,-0.01001680,0.00000000,-0.00000000,0.56767548,-0.56767549,0.36176289,-0.36176290,0.00921762,-0.00921762,1.03446215,-1.03446217
-5.45972986,1.75060686,-1.75060690,0.00775878,-0.00775878,0.10647942,-0.10647942,0.01048681,-0.01048681,0.00000000,-0.00000000,0.59494223,-0.59494224,0.39333195,-0.39333196,0.01001425,-0.01001425,1.10058425,-1.10058427
-5.45372686,1.87026574,-1.87026578,0.00886247,-0.00886247,0.11664344,-0.11664345,0.01096908,-0.01096908,0.00000000,-0.00000000,0.62369172,-0.62369173,0.42769650,-0.42769651,0.01091180,-0.01091181,1.16978166,-1.16978168
-5.44772386,1.99603146,-1.99603151,0.01016630,-0.01016630,0.12784259,-0.12784260,0.01145714,-0.01145714,0.00000000,-0.00000000,0.65367172,-0.65367173,0.46462253,-0.46462254,0.01191208,-0.01191208,1.24142078,-1.24142081
-5.44172086,2.12681876,-2.12681881,0.01167297,-0.01167297,0.13999997,-0.13999998,0.01194414,-0.01194414,0.00000000,-0.00000000,0.68461368,-0.68461369,0.50384949,-0.50384950,0.01301631,-0.01301631,1.31482191,-1.31482193
-5.43571786,2.26147262,-2.26147267,0.01338312,-0.01338312,0.15302895,-0.15302896,0.01242306,-0.01242306,0.00000000,-0.00000000,0.71623807,-0.71623808,0.54509123,-0.54509125,0.01422495,-0.01422495,1.38927288,-1.38927290
-5.42971486,2.39878569,-2.39878574,0.01529470,-0.01529470,0.16683240,-0.16683240,0.01288688,-0.01288688,0.00000000,-0.00000000,0.74825976,-0.74825977,0.58803723,-0.58803725,0.01553752,-0.01553752,1.46404390,-1.46404393
-5.42371186,2.53751662,-2.53751667,0.01740237,-0.01740237,0.18130195,-0.18130196,0.01332878,-0.01332878,0.00000000,-0.00000000,0.78039321,-0.78039322,0.63235404,-0.63235406,0.01695234,-0.01695234,1.53840281,-1.53840284
-5.41770885,2.67640865,-2.67640870,0.01969695,-0.01969695,0.19631750,-0.19631751,0.01374229,-0.01374229,0.00000000,-0.00000000,0.81235725,-0.81235726,0.67768707,-0.67768709,0.01846640,-0.01846640,1.61163030,-1.61163033
-5.41170585,2.81420806,-2.81420811,0.02216491,-0.02216491,0.21174683,-0.21174683,0.01412149,-0.01412149,0.00000000,-0.00000000,0.84387937,-0.84387939,0.72366269,-0.72366271,0.02007507,-0.02007507,1.68303458,-1.68303461
-5.40570285,2.94968180,-2.94968185,0.02478804,-0.02478805,0.22744558,-0.22744558,0.01446115,-0.01446115,0.00000000,-0.00000000,0.87469938,-0.87469939,0.76989073,-0.76989074,0.02177199,-0.02177199,1.75196488,-1.75196490
-5.39969985,3.08163405,-3.08163410,0.02754319,-0.02754319,0.24325765,-0.24325766,0.01475684,-0.01475684,0.00000000,-0.00000000,0.90457232,-0.90457233,0.81596733,-0.81596735,0.02354884,-0.02354884,1.81782334,-1.81782337
-5.39369685,3.20892119,-3.20892124,0.03040223,-0.03040224,0.25901599,-0.25901599,0.01500505,-0.01500505,0.00000000,-0.00000000,0.93327076,-0.93327077,0.86147832,-0.86147834,0.02539531,-0.02539531,1.88007494,-1.88007496
-5.38769385,3.33046496,-3.33046501,0.03333222,-0.03333222,0.27454387,-0.27454388,0.01520327,-0.01520327,0.00000000,-0.00000000,0.96058625,-0.96058626,0.90600289,-0.90600291,0.02729898,-0.02729898,1.93825501,-1.93825503
-5.38169085,3.44526365,-3.44526370,0.03629574,-0.03629574,0.28965678,-0.28965678,0.01535000,-0.01535000,0.00000000,-0.00000000,0.98633029,-0.98633030,0.94911790,-0.94911792,0.02924532,-0.02924532,1.99197429,-1.99197431
-5.37568784,3.55240127,-3.55240132,0.03925150,-0.03925150,0.30416476,-0.30416477,0.01544475,-0.01544475,0.00000000,-0.00000000,1.01033457,-1.01033458,0.99040259,-0.99040260,0.03121780,-0.03121780,2.04092137,-2.04092139
-5.36968484,3.65105466,-3.65105470,0.04215511,-0.04215511,0.31787538,-0.31787538,0.01548806,-0.01548806,0.00000000,-0.00000000,1.03245088,-1.03245089,1.02944368,-1.02944370,0.03319802,-0.03319802,2.08486254,-2.08486256
-5.36368184,3.74049872,-3.74049875,0.04496007,-0.04496007,0.33059711,-0.33059711,0.01548135,-0.01548135,0.00000000,-0.00000000,1.05255061,-1.05255062,1.06584106,-1.06584107,0.03516592,-0.03516592,2.12363923,-2.12363925
-5.35767884,3.82010987,-3.82010991,0.04761891,-0.04761891,0.34214320,-0.34214320,0.01542692,-0.01542692,0.00000000,-0.00000000,1.07052401,-1.07052402,1.09921362,-1.09921364,0.03710011,-0.03710011,2.15716333,-2.15716334
-5.35167584,3.88936804,-3.88936806,0.05008446,-0.05008446,0.35233581,-0.35233581,0.01532777,-0.01532777,0.00000000,-0.00000000,1.08627939,-1.08627940,1.12920549,-1.12920550,0.03897824,-0.03897824,2.18541060,-2.18541061
-5.34567284,3.94785714,-3.94785717,0.05231120,-0.05231120,0.36101036,-0.36101036,0.01518753,-0.01518753,0.00000000,-0.00000000,1.09974220,-1.09974220,1.15549220,-1.15549221,0.04077741,-0.04077741,2.20841279,-2.20841280
