energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.45972986,2.73268237,0.00188345,0.60254828,0.60896039,0.51905609,1.01823691,0.00000000,1.23338291,0.52895133
-5.45372686,2.71824596,0.00183531,0.58543764,0.61187449,0.52158772,1.02754515,0.00000000,1.21675832,0.51875751
-5.44772386,2.70243505,0.00178441,0.56856464,0.61429902,0.52359538,1.03605127,0.00000000,1.19942949,0.50878008
-5.44172086,2.68524327,0.00173164,0.55207536,0.61622401,0.52501048,1.04358715,0.00000000,1.18147987,0.49908419
-5.43571786,2.66659308,0.00167793,0.53609440,0.61763188,0.52575660,1.04995714,0.00000000,1.16296413,0.48971308
-5.42971486,2.64635605,0.00162419,0.52072502,0.61850309,0.52575548,1.05495052,0.00000000,1.14391229,0.48069117
-5.42371186,2.62437903,0.00157128,0.50605108,0.61882255,0.52493396,1.05835615,0.00000000,1.12433671,0.47202836
-5.41770885,2.60051389,0.00152001,0.49213998,0.61858638,0.52323130,1.05997814,0.00000000,1.10424121,0.46372510
-5.41170585,2.57464871,0.00147112,0.47904648,0.61780847,0.52060653,1.05965178,0.00000000,1.08363128,0.45577791
-5.40570285,2.54673762,0.00142525,0.46681663,0.61652632,0.51704524,1.05725841,0.00000000,1.06252451,0.44818462
-5.39969985,2.51682723,0.00138296,0.45549154,0.61480564,0.51256530,1.05273859,0.00000000,1.04096009,0.44094912
-5.39369685,2.48507721,0.00134471,0.44511061,0.61274325,0.50722117,1.04610231,0.00000000,1.01900672,0.43408511
-5.38769385,2.45177367,0.00131089,0.43571361,0.61046798,0.50110631,1.03743584,0.00000000,0.99676804,0.42761861
-5.38169085,2.41733380,0.00128176,0.42734175,0.60813943,0.49435366,1.02690457,0.00000000,0.97438511,0.42158897
-5.37568784,2.38230139,0.00125753,0.42003736,0.60594439,0.48713388,1.01475153,0.00000000,0.95203572,0.41604840
-5.36968484,2.34733300,0.00123830,0.41384222,0.60409107,0.47965146,1.00129174,0.00000000,0.92993034,0.41105998
-5.36368184,2.31317562,0.00122409,0.40879475,0.60280140,0.47213882,0.98690239,0.00000000,0.90830503,0.40669424
-5.35767884,2.28063659,0.00121483,0.40492615,0.60230171,0.46484855,0.97200947,0.00000000,0.88741169,0.40302465
-5.35167584,2.25054772,0.00121036,0.40225593,0.60281217,0.45804424,0.95707142,0.00000000,0.86750624,0.40012230
-5.34567284,2.22372533,0.00121043,0.40078696,0.60453566,0.45199029,0.94256067,0.00000000,0.84883546,0.39805001
-5.33966983,2.20092847,0.00121469,0.40050073,0.60764659,0.44694102,0.92894379,0.00000000,0.83162341,0.39685645
-5.33366683,2.18281769,0.00122271,0.40135301,0.61228014,0.44312983,0.91666150,0.00000000,0.81605813,0.39657046
-5.32766383,2.16991644,0.00123393,0.40327027,0.61852275,0.44075867,0.90610924,0.00000000,0.80227967,0.39719612
-5.32166083,2.16257737,0.00124774,0.40614743,0.62640409,0.43998846,0.89761931,0.00000000,0.79037000,0.39870876
-5.31565783,2.16095530,0.00126341,0.40984683,0.63589121,0.44093083,0.89144542,0.00000000,0.78034552,0.40105227
-5.30965483,2.16498826,0.00128017,0.41419903,0.64688497,0.44364154,0.88775029,0.00000000,0.77215267,0.40413780
-5.30365183,2.17438780,0.00129716,0.41900503,0.65921918,0.44811601,0.88659687,0.00000000,0.76566677,0.40784411
-5.29764882,2.18863890,0.00131349,0.42404037,0.67266241,0.45428705,0.88794345,0.00000000,0.76069436,0.41201939
-5.29164582,2.20700985,0.00132826,0.42906056,0.68692252,0.46202495,0.89164294,0.00000000,0.75697877,0.41648472
-5.28564282,2.22857154,0.00134058,0.43380793,0.70165367,0.47114009,0.89744632,0.00000000,0.75420867,0.42103884
-5.27963982,2.25222536,0.00134956,0.43801945,0.71646568,0.48138787,0.90500997,0.00000000,0.75202923,0.42546411
-5.27363682,2.27673860,0.00135441,0.44143519,0.73093527,0.49247587,0.91390671,0.00000000,0.75005521,0.42953343
-5.26763382,2.30078592,0.00135442,0.44380705,0.74461879,0.50407303,0.92363996,0.00000000,0.74788539,0.43301774
-5.26163082,2.32299487,0.00134898,0.44490735,0.75706595,0.51582051,0.93366055,0.00000000,0.74511763,0.43569382
-5.25562781,2.34199402,0.00133763,0.44453692,0.76783401,0.52734385,0.94338553,0.00000000,0.74136387,0.43735212
-5.24962481,2.35646137,0.00132004,0.44253221,0.77650198,0.53826609,0.95221815,0.00000000,0.73626442,0.43780417
-5.24362181,2.36517139,0.00129607,0.43877127,0.78268416,0.54822113,0.95956844,0.00000000,0.72950088,0.43688942
-5.23761881,2.36703881,0.00126573,0.43317818,0.78604266,0.55686723,0.96487352,0.00000000,0.72080730,0.43448107
-5.23161581,2.36115749,0.00122919,0.42572592,0.78629841,0.56389968,0.96761697,0.00000000,0.70997911,0.43049089
-5.22561281,2.34683299,0.00118680,0.41643742,0.78324029,0.56906260,0.96734658,0.00000000,0.69687955,0.42487267
-5.21960980,2.32360769,0.00113905,0.40538492,0.77673204,0.57215903,0.96368982,0.00000000,0.68144354,0.41762426
-5.21360680,2.29127773,0.00108654,0.39268766,0.76671690,0.57305916,0.95636657,0.00000000,0.66367891,0.40878819
-5.20760380,2.24990114,0.00102999,0.37850801,0.75321958,0.57170623,0.94519868,0.00000000,0.64366509,0.39845079
-5.20160080,2.19979715,0.00097021,0.36304629,0.73634583,0.56811986,0.93011597,0.00000000,0.62154955,0.38673991
-5.19559780,2.14153675,0.00090802,0.34653457,0.71627946,0.56239663,0.91115865,0.00000000,0.59754216,0.37382137
-5.18959480,2.07592522,0.00084432,0.32922958,0.69327713,0.55470792,0.88847607,0.00000000,0.57190781,0.35989426
-5.18359180,2.00397712,0.00077996,0.31140525,0.66766096,0.54529496,0.86232181,0.00000000,0.54495783,0.34518522
-5.17758879,1.92688519,0.00071578,0.29334503,0.63980949,0.53446132,0.83304557,0.00000000,0.51704039,0.32994208
-5.17158579,1.84598405,0.00065257,0.27533426,0.61014715,0.52256308,0.80108208,0.00000000,0.48853041,0.31442691
-5.16558279,1.76271045,0.00059104,0.25765298,0.57913281,0.50999703,0.76693753,0.00000000,0.45981931,0.29890889
-5.15957979,1.67856127,0.00053183,0.24056929,0.54724764,0.49718742,0.73117417,0.00000000,0.43130497,0.28365710
-5.15357679,1.59505106,0.00047546,0.22433349,0.51498298,0.48457168,0.69439364,0.00000000,0.40338212,0.26893354
-5.14757379,1.51367049,0.00042237,0.20917312,0.48282834,0.47258567,0.65721971,0.00000000,0.37643356,0.25498672
-5.14157079,1.43584715,0.00037289,0.19528895,0.45126021,0.46164916,0.62028115,0.00000000,0.35082220,0.24204571
-5.13556778,1.36290993,0.00032725,0.18285209,0.42073179,0.45215193,0.58419527,0.00000000,0.32688420,0.23031523
-5.12956478,1.29605817,0.00028557,0.17200199,0.39166405,0.44444113,0.54955280,0.00000000,0.30492332,0.21997150
-5.12356178,1.23633634,0.00024790,0.16284552,0.36443838,0.43881035,0.51690456,0.00000000,0.28520632,0.21115932
-5.11755878,1.18461484,0.00021419,0.15545694,0.33939082,0.43549084,0.48675036,0.00000000,0.26795963,0.20399017
-5.11155578,1.14157740,0.00018436,0.14987865,0.31680813,0.43464512,0.45953029,0.00000000,0.25336711,0.19854150
-5.10555278,1.10771500,0.00015823,0.14612270,0.29692562,0.43636319,0.43561876,0.00000000,0.24156884,0.19485707
-5.09954977,1.08332622,0.00013560,0.14417283,0.27992654,0.44066158,0.41532102,0.00000000,0.23266087,0.19294840
-5.09354677,1.06852354,0.00011624,0.14398699,0.26594317,0.44748494,0.39887245,0.00000000,0.22669583,0.19279710
-5.08754377,1.06324508,0.00009989,0.14550022,0.25505919,0.45671030,0.38643996,0.00000000,0.22368426,0.19435808
-5.08154077,1.06727071,0.00008627,0.14862774,0.24731312,0.46815357,0.37812563,0.00000000,0.22359653,0.19756326
-5.07553777,1.08024193,0.00007513,0.15326811,0.24270270,0.48157800,0.37397191,0.00000000,0.22636530,0.20232590
-5.06953477,1.10168408,0.00006619,0.15930643,0.24118979,0.49670427,0.37396810,0.00000000,0.23188834,0.20854502
-5.06353177,1.13103017,0.00005920,0.16661743,0.24270556,0.51322155,0.37805760,0.00000000,0.24003170,0.21610994
-5.05752876,1.16764487,0.00005392,0.17506844,0.24715569,0.53079927,0.38614554,0.00000000,0.25063301,0.22490463
-5.05152576,1.21084794,0.00005013,0.18452205,0.25442531,0.54909891,0.39810619,0.00000000,0.26350501,0.23481166
-5.04552276,1.25993592,0.00004763,0.19483854,0.26438343,0.56778541,0.41378996,0.00000000,0.27843904,0.24571566
-5.03951976,1.31420139,0.00004625,0.20587798,0.27688674,0.58653782,0.43302947,0.00000000,0.29520863,0.25750603
-5.03351676,1.37294908,0.00004584,0.21750194,0.29178255,0.60505868,0.45564449,0.00000000,0.31357296,0.27007889
-5.02751376,1.43550844,0.00004627,0.22957485,0.30891086,0.62308196,0.48144557,0.00000000,0.33328025,0.28333814
-5.02151076,1.50124235,0.00004746,0.24196502,0.32810546,0.64037933,0.51023620,0.00000000,0.35407098,0.29719561
-5.01550775,1.56955206,0.00004935,0.25454529,0.34919410,0.65676455,0.54181355,0.00000000,0.37568099,0.31157042
-5.00950475,1.63987843,0.00005188,0.26719333,0.37199791,0.67209621,0.57596793,0.00000000,0.39784429,0.32638746
-5.00350175,1.71169998,0.00005507,0.27979181,0.39633006,0.68627862,0.61248095,0.00000000,0.42029574,0.34157532
-4.99749875,1.78452823,0.00005893,0.29222819,0.42199390,0.69926123,0.65112290,0.00000000,0.44277351,0.35706368
-4.99149575,1.85790122,0.00006353,0.30439454,0.44878091,0.71103671,0.69164951,0.00000000,0.46502129,0.37278044
-4.98549275,1.93137575,0.00006894,0.31618722,0.47646858,0.72163796,0.73379846,0.00000000,0.48679034,0.38864881
-4.97948974,2.00451956,0.00007531,0.32750666,0.50481856,0.73113440,0.77728611,0.00000000,0.50784151,0.40458458
-4.97348674,2.07690404,0.00008278,0.33825719,0.53357533,0.73962774,0.82180486,0.00000000,0.52794696,0.42049378
-4.96748374,2.14809840,0.00009155,0.34834710,0.56246572,0.74724757,0.86702139,0.00000000,0.54689205,0.43627106
-4.96148074,2.21766595,0.00010185,0.35768901,0.59119937,0.75414695,0.91257626,0.00000000,0.56447707,0.45179877
-4.95547774,2.28516305,0.00011395,0.36620044,0.61947046,0.76049819,0.95808509,0.00000000,0.58051907,0.46694708
-4.94947474,2.35014099,0.00012815,0.37380477,0.64696068,0.76648888,1.00314139,0.00000000,0.59485377,0.48157507
-4.94347174,2.41215092,0.00014477,0.38043255,0.67334356,0.77231820,1.04732127,0.00000000,0.60733747,0.49553291
-4.93746873,2.47075163,0.00016416,0.38602304,0.69829007,0.77819352,1.09018985,0.00000000,0.61784912,0.50866501
-4.93146573,2.52551987,0.00018670,0.39052604,0.72147537,0.78432712,1.13130921,0.00000000,0.62629226,0.52081408
-4.92546273,2.57606248,0.00021275,0.39390386,0.74258643,0.79093283,1.17024764,0.00000000,0.63259706,0.53182582
-4.91945973,2.62202954,0.00024270,0.39613340,0.76133033,0.79822261,1.20658972,0.00000000,0.63672209,0.54155424
-4.91345673,2.66312777,0.00027690,0.39720810,0.77744271,0.80640262,1.23994683,0.00000000,0.63865585,0.54986704
-4.90745373,2.69913295,0.00031569,0.39713980,0.79069615,0.81566886,1.26996744,0.00000000,0.63841801,0.55665098
-4.90145073,2.72990056,0.00035936,0.39596016,0.80090793,0.82620218,1.29634673,0.00000000,0.63605997,0.56181687
-4.89544772,2.75537362,0.00040812,0.39372176,0.80794673,0.83816249,1.31883494,0.00000000,0.63166493,0.56530392
-4.88944472,2.77558705,0.00046213,0.39049857,0.81173807,0.85168246,1.33724397,0.00000000,0.62534714,0.56708309
-4.88344172,2.79066793,0.00052142,0.38638581,0.81226790,0.86686067,1.35145183,0.00000000,0.61725031,0.56715936
-4.87743872,2.80083136,0.00058593,0.38149907,0.80958431,0.88375444,1.36140462,0.00000000,0.60754520,0.56557272
-4.87143572,2.80637198,0.00065545,0.37597271,0.80379710,0.90237274,1.36711593,0.00000000,0.59642632,0.56239775
-4.86543272,2.80765133,0.00072965,0.36995747,0.79507515,0.92266956,1.36866371,0.00000000,0.58410779,0.55774179
-4.85942971,2.80508167,0.00080802,0.36361742,0.78364172,0.94453815,1.36618459,0.00000000,0.57081850,0.55174180
-4.85342671,2.79910707,0.00088994,0.35712621,0.76976783,0.96780661,1.35986621,0.00000000,0.55679666,0.54456007
-4.84742371,2.79018272,0.00097459,0.35066281,0.75376395,0.99223537,1.34993783,0.00000000,0.54228392,0.53637877
-4.84142071,2.77875365,0.00106103,0.34440682,0.73597038,1.01751690,1.33665978,0.00000000,0.52751932,0.52739389
-4.83541771,2.76523400,0.00114820,0.33853346,0.71674673,1.04327796,1.32031240,0.00000000,0.51273317,0.51780857
-4.82941471,2.74998805,0.00123489,0.33320849,0.69646095,1.06908474,1.30118505,0.00000000,0.49814125,0.50782627
-4.82341171,2.73331392,0.00131986,0.32858320,0.67547839,1.09445080,1.27956578,0.00000000,0.48393941,0.49764406
-4.81740870,2.71543099,0.00140176,0.32478955,0.65415122,1.11884780,1.25573226,0.00000000,0.47029878,0.48744621
-4.81140570,2.69647154,0.00147927,0.32193576,0.63280879,1.14171877,1.22994427,0.00000000,0.45736190,0.47739848
-4.80540270,2.67647698,0.00155103,0.32010242,0.61174911,1.16249342,1.20243822,0.00000000,0.44523971,0.46764322
-4.79939970,2.65539891,0.00161580,0.31933935,0.59123185,1.18060499,1.17342371,0.00000000,0.43400962,0.45829550
-4.79339670,2.63310454,0.00167239,0.31966320,0.57147297,1.19550793,1.14308228,0.00000000,0.42371464,0.44944036
-4.78739370,2.60938632,0.00171975,0.32105602,0.55264117,1.20669552,1.11156818,0.00000000,0.41436365,0.44113122
-4.78139070,2.58397495,0.00175700,0.32346489,0.53485609,1.21371687,1.07901077,0.00000000,0.40593268,0.43338955
-4.77538769,2.55655508,0.00178347,0.32680253,0.51818831,1.21619224,1.04551853,0.00000000,0.39836716,0.42620564
-4.76938469,2.52678267,0.00179866,0.33094907,0.50266100,1.21382618,1.01118388,0.00000000,0.39158512,0.41954045
-4.76338169,2.49430333,0.00180234,0.33575491,0.48825302,1.20641772,0.97608862,0.00000000,0.38548102,0.41332851
-4.75737869,2.45877060,0.00179449,0.34104457,0.47490337,1.19386723,0.94030947,0.00000000,0.37993032,0.40748150
-4.75137569,2.41986344,0.00177532,0.34662163,0.46251661,1.17617973,0.90392327,0.00000000,0.37479446,0.40189267
-4.74537269,2.37730228,0.00174528,0.35227437,0.45096912,1.15346436,0.86701152,0.00000000,0.36992609,0.39644159
-4.73936968,2.33086310,0.00170501,0.35778231,0.44011591,1.12593035,0.82966398,0.00000000,0.36517451,0.39099938
-4.73336668,2.28038925,0.00165533,0.36292311,0.42979768,1.09387962,0.79198119,0.00000000,0.36039113,0.38543399
-4.72736368,2.22580060,0.00159722,0.36747987,0.41984800,1.05769648,0.75407580,0.00000000,0.35543466,0.37961551
-4.72136068,2.16710022,0.00153177,0.37124850,0.41010030,1.01783504,0.71607275,0.00000000,0.35017611,0.37342128
-4.71535768,2.10437837,0.00146016,0.37404481,0.40039441,0.97480493,0.67810841,0.00000000,0.34450329,0.36674065
-4.70935468,2.03781395,0.00138362,0.37571118,0.39058265,0.92915604,0.64032881,0.00000000,0.33832478,0.35947928
-4.70335168,1.96767363,0.00130338,0.37612255,0.38053514,0.88146297,0.60288716,0.00000000,0.33157318,0.35156281
-4.69734867,1.89430879,0.00122067,0.37519127,0.37014424,0.83230979,0.56594099,0.00000000,0.32420762,0.34293982
-4.69134567,1.81815038,0.00113666,0.37287088,0.35932802,0.78227581,0.52964895,0.00000000,0.31621545,0.33358396
-4.68534267,1.73970204,0.00105245,0.36915845,0.34803276,0.73192261,0.49416767,0.00000000,0.30761303,0.32349520
-4.67933967,1.65953149,0.00096906,0.36409539,0.33623420,0.68178293,0.45964873,0.00000000,0.29844552,0.31270019
-4.67333667,1.57826053,0.00088737,0.35776678,0.32393786,0.63235148,0.42623596,0.00000000,0.28878588,0.30125166
-4.66733367,1.49655381,0.00080818,0.35029903,0.31117820,0.58407784,0.39406315,0.00000000,0.27873295,0.28922700
-4.66133067,1.41510659,0.00073213,0.34185625,0.29801673,0.53736149,0.36325221,0.00000000,0.26840873,0.27672594
-4.65532766,1.33463177,0.00065975,0.33263518,0.28453934,0.49254887,0.33391188,0.00000000,0.25795499,0.26386756
-4.64932466,1.25584659,0.00059145,0.32285913,0.27085278,0.44993227,0.30613684,0.00000000,0.24752934,0.25078667
-4.64332166,1.17945926,0.00052753,0.31277111,0.25708056,0.40975041,0.28000745,0.00000000,0.23730090,0.23762982
