energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.74187094,0.56860906,0.48192978,0.14118721,0.00229885,0.10452566,0.10164942,0.06593875,0.27990496,0.00000000
-5.73586793,0.53834151,0.45855763,0.13400564,0.00220393,0.09640976,0.10337848,0.06270878,0.26929827,0.00000000
-5.72986493,0.51311312,0.43821771,0.12797833,0.00215214,0.08863297,0.10669063,0.06035248,0.26202744,0.00000000
-5.72386193,0.49321532,0.42135476,0.12319646,0.00214371,0.08130845,0.11157936,0.05885522,0.25813605,0.00000000
-5.71785893,0.47884928,0.40834387,0.11973056,0.00217842,0.07453917,0.11801502,0.05819046,0.25761350,0.00000000
-5.71185593,0.47012371,0.39948379,0.11762937,0.00225562,0.06841658,0.12594378,0.05832035,0.26039518,0.00000000
-5.70585293,0.46705451,0.39499206,0.11691912,0.00237418,0.06301986,0.13528708,0.05919652,0.26636347,0.00000000
-5.69984992,0.46956609,0.39500196,0.11760330,0.00253255,0.05841540,0.14594147,0.06076089,0.27534955,0.00000000
-5.69384692,0.47749445,0.39956128,0.11966276,0.00272878,0.05465665,0.15777892,0.06294680,0.28713618,0.00000000
-5.68784392,0.49059198,0.40863285,0.12305630,0.00296051,0.05178428,0.17064794,0.06568027,0.30146145,0.00000000
-5.68184092,0.50853389,0.42209670,0.12772157,0.00322501,0.04982643,0.18437532,0.06888147,0.31802366,0.00000000
-5.67583792,0.53092625,0.43975368,0.13357647,0.00351925,0.04879926,0.19876875,0.07246643,0.33648720,0.00000000
-5.66983492,0.55731558,0.46133069,0.14052086,0.00383994,0.04870748,0.21362021,0.07634897,0.35648967,0.00000000
-5.66383192,0.58719972,0.48648705,0.14843860,0.00418362,0.04954501,0.22871018,0.08044280,0.37764985,0.00000000
-5.65782891,0.62004011,0.51482224,0.15719997,0.00454673,0.05129562,0.24381258,0.08466375,0.39957674,0.00000000
-5.65182591,0.65527487,0.54588470,0.16666436,0.00492578,0.05393371,0.25870028,0.08893215,0.42187922,0.00000000
-5.64582291,0.69233285,0.57918166,0.17668321,0.00531743,0.05742503,0.27315112,0.09317517,0.44417626,0.00000000
-5.63981991,0.73064798,0.61418987,0.18710323,0.00571865,0.06172751,0.28695406,0.09732912,0.46610728,0.00000000
-5.63381691,0.76967387,0.65036699,0.19776968,0.00612687,0.06679215,0.29991540,0.10134157,0.48734245,0.00000000
-5.62781391,0.80889795,0.68716364,0.20852982,0.00654010,0.07256404,0.31186471,0.10517322,0.50759233,0.00000000
-5.62181091,0.84785500,0.72403566,0.21923637,0.00695707,0.07898345,0.32266018,0.10879939,0.52661667,0.00000000
-5.61580790,0.88613934,0.76045648,0.22975087,0.00737731,0.08598708,0.33219325,0.11221099,0.54423187,0.00000000
-5.60980490,0.92341537,0.79592922,0.23994691,0.00780127,0.09350943,0.34039212,0.11541502,0.56031669,0.00000000
-5.60380190,0.95942584,0.82999815,0.24971301,0.00823027,0.10148420,0.34722405,0.11843436,0.57481590,0.00000000
-5.59779890,0.99399755,0.86225920,0.25895521,0.00866653,0.10984582,0.35269621,0.12130691,0.58774166,0.00000000
-5.59179590,1.02704392,0.89236913,0.26759903,0.00911311,0.11853088,0.35685505,0.12408411,0.59917231,0.00000000
-5.58579290,1.05856429,0.92005288,0.27559099,0.00957370,0.12747952,0.35978413,0.12682866,0.60924855,0.00000000
-5.57978989,1.08863962,0.94510890,0.28289924,0.01005251,0.13663661,0.36160040,0.12961170,0.61816699,0.00000000
-5.57378689,1.11742467,0.96741210,0.28951358,0.01055396,0.14595270,0.36244911,0.13250945,0.62617128,0.00000000
-5.56778389,1.14513669,0.98691419,0.29544459,0.01108244,0.15538459,0.36249750,0.13559939,0.63354089,0.00000000
-5.56178089,1.17204093,1.00364139,0.30072196,0.01164194,0.16489551,0.36192756,0.13895618,0.64057815,0.00000000
-5.55577789,1.19843347,1.01768954,0.30539206,0.01223575,0.17445492,0.36092807,0.14264749,0.64759381,0.00000000
-5.54977489,1.22462207,1.02921668,0.30951475,0.01286608,0.18403775,0.35968634,0.14672985,0.65489189,0.00000000
-5.54377189,1.25090572,1.03843353,0.31315968,0.01353375,0.19362335,0.35838003,0.15124489,0.66275425,0.00000000
-5.53776888,1.27755402,1.04559239,0.31640208,0.01423790,0.20319403,0.35716941,0.15621595,0.67142580,0.00000000
-5.53176588,1.30478738,1.05097480,0.31931838,0.01497575,0.21273340,0.35619031,0.16164541,0.68110090,0.00000000
-5.52576288,1.33275916,1.05487896,0.32198179,0.01574245,0.22222460,0.35554836,0.16751285,0.69191167,0.00000000
-5.51975988,1.36154085,1.05760739,0.32445812,0.01653101,0.23164864,0.35531455,0.17377420,0.70391894,0.00000000
-5.51375688,1.39111128,1.05945580,0.32680213,0.01733234,0.24098298,0.35552247,0.18036193,0.71710628,0.00000000
-5.50775388,1.42135088,1.06070371,0.32905455,0.01813537,0.25020056,0.35616740,0.18718633,0.73137752,0.00000000
-5.50175088,1.45204145,1.06160762,0.33124002,0.01892731,0.25926941,0.35720725,0.19413802,0.74655818,0.00000000
-5.49574787,1.48287201,1.06239712,0.33336618,0.01969399,0.26815305,0.35856533,0.20109142,0.76240077,0.00000000
-5.48974487,1.51345070,1.06327423,0.33542384,0.02042031,0.27681161,0.36013495,0.20790920,0.77859388,0.00000000
-5.48374187,1.54332251,1.06441620,0.33738848,0.02109072,0.28520387,0.36178543,0.21444755,0.79477488,0.00000000
-5.47773887,1.57199215,1.06598141,0.33922292,0.02168979,0.29329003,0.36336950,0.22056197,0.81054554,0.00000000
-5.47173587,1.59895114,1.06811807,0.34088093,0.02220279,0.30103521,0.36473148,0.22611343,0.82549014,0.00000000
-5.46573287,1.62370775,1.07097501,0.34231192,0.02261626,0.30841337,0.36571599,0.23097457,0.83919509,0.00000000
-5.45972986,1.64581824,1.07471374,0.34346604,0.02291859,0.31541154,0.36617677,0.23503568,0.85126922,0.00000000
-5.45372686,1.66491770,1.07952066,0.34429967,0.02310045,0.32203394,0.36598504,0.23821010,0.86136365,0.00000000
-5.44772386,1.68074871,1.08561831,0.34478090,0.02315526,0.32830572,0.36503708,0.24043891,0.86919037,0.00000000
-5.44172086,1.69318582,1.09327449,0.34489443,0.02307945,0.33427599,0.36326060,0.24169457,0.87453848,0.00000000
-5.43571786,1.70225458,1.10280819,0.34464590,0.02287268,0.34001980,0.36061961,0.24198326,0.87728715,0.00000000
-5.42971486,1.70814330,1.11459125,0.34406492,0.02253787,0.34563874,0.35711749,0.24134600,0.87741470,0.00000000
-5.42371186,1.71120679,1.12904504,0.34320695,0.02208117,0.35126007,0.35279808,0.23985822,0.87500319,0.00000000
-5.41770885,1.71196133,1.14663179,0.34215341,0.02151174,0.35703407,0.34774486,0.23762791,0.87023816,0.00000000
-5.41170585,1.71107070,1.16784028,0.34101036,0.02084147,0.36312970,0.34207812,0.23479242,0.86340360,0.00000000
-5.40570285,1.70932368,1.19316633,0.33990536,0.02008457,0.36972862,0.33595030,0.23151401,0.85487211,0.00000000
-5.39969985,1.70760387,1.22308856,0.33898291,0.01925711,0.37701776,0.32953990,0.22797424,0.84509095,0.00000000
-5.39369685,1.70685319,1.25804067,0.33839849,0.01837648,0.38518068,0.32304395,0.22436767,0.83456441,0.00000000
-5.38769385,1.70803080,1.29838135,0.33831161,0.01746087,0.39438823,0.31666984,0.22089487,0.82383350,0.00000000
-5.38169085,1.71206948,1.34436364,0.33887819,0.01652870,0.40478889,0.31062658,0.21775532,0.81345401,0.00000000
-5.37568784,1.71983185,1.39610543,0.34024270,0.01559810,0.41649940,0.30511616,0.21514030,0.80397381,0.00000000
-5.36968484,1.73206869,1.45356305,0.34253051,0.01468646,0.42959617,0.30032532,0.21322616,0.79591088,0.00000000
-5.36368184,1.74938176,1.51650977,0.34584095,0.01381003,0.44410807,0.29641823,0.21216836,0.78973283,0.00000000
-5.35767884,1.77219311,1.58452076,0.35024145,0.01298356,0.46001100,0.29353041,0.21209639,0.78583920,0.00000000
-5.35167584,1.80072284,1.65696622,0.35576315,0.01222011,0.47722486,0.29176410,0.21310987,0.78454725,0.00000000
-5.34567284,1.83497653,1.73301334,0.36239829,0.01153089,0.49561292,0.29118546,0.21527598,0.78608200,0.00000000
-5.33966983,1.87474331,1.81163800,0.37009958,0.01092522,0.51498414,0.29182353,0.21862840,0.79057092,0.00000000
-5.33366683,1.91960474,1.89164600,0.37878160,0.01041057,0.53509809,0.29367104,0.22316764,0.79804351,0.00000000
-5.32766383,1.96895428,1.97170356,0.38832422,0.00999264,0.55567267,0.29668699,0.22886280,0.80843565,0.00000000
-5.32166083,2.02202626,2.05037592,0.39857793,0.00967555,0.57639411,0.30080083,0.23565479,0.82159843,0.00000000
-5.31565783,2.07793313,2.12617258,0.40937073,0.00946203,0.59692891,0.30591787,0.24346055,0.83731082,0.00000000
-5.30965483,2.13570875,2.19759727,0.42051625,0.00935364,0.61693716,0.31192576,0.25217835,0.85529545,0.00000000
-5.30365183,2.19435558,2.26320033,0.43182275,0.00935101,0.63608664,0.31870143,0.26169364,0.87523649,0.00000000
-5.29764882,2.25289314,2.32163107,0.44310231,0.00945400,0.65406681,0.32611838,0.27188531,0.89679862,0.00000000
-5.29164582,2.31040506,2.37168762,0.45417994,0.00966189,0.67060214,0.33405361,0.28263193,0.91964586,0.00000000
-5.28564282,2.36608215,2.41236176,0.46490186,0.00997351,0.68546406,0.34239396,0.29381769,0.94345936,0.00000000
-5.27963982,2.41925901,2.44287657,0.47514270,0.01038728,0.69848068,0.35104158,0.30533762,0.96795285,0.00000000
-5.27363682,2.46944225,2.46271514,0.48481102,0.01090122,0.70954408,0.35991802,0.31710194,0.99288511,0.00000000
-5.26763382,2.51632873,2.47163875,0.49385298,0.01151286,0.71861447,0.36896699,0.32903912,1.01806866,0.00000000
-5.26163082,2.55981276,2.46969404,0.50225391,0.01221914,0.72572115,0.37815549,0.34109763,1.04337422,0.00000000
-5.25562781,2.59998210,2.45720863,0.51003770,0.01301620,0.73096022,0.38747343,0.35324617,1.06873080,0.00000000
-5.24962481,2.63710300,2.43477580,0.51726406,0.01389920,0.73448914,0.39693172,0.36547242,1.09412148,0.00000000
-5.24362181,2.67159529,2.40322915,0.52402388,0.01486206,0.73651838,0.40655907,0.37778033,1.11957531,0.00000000
-5.23761881,2.70399915,2.36360875,0.53043295,0.01589724,0.73730085,0.41639782,0.39018620,1.14515590,0.00000000
-5.23161581,2.73493570,2.31712057,0.53662440,0.01699554,0.73711945,0.42649895,0.40271368,1.17094758,0.00000000
-5.22561281,2.76506380,2.26509160,0.54274047,0.01814591,0.73627367,0.43691678,0.41538817,1.19704014,0.00000000
-5.21960980,2.79503573,2.20892279,0.54892388,0.01933539,0.73506575,0.44770372,0.42823080,1.22351325,0.00000000
-5.21360680,2.82545457,2.15004221,0.55530956,0.02054908,0.73378737,0.45890534,0.44125256,1.25042157,0.00000000
-5.20760380,2.85683570,2.08986075,0.56201707,0.02177020,0.73270741,0.47055620,0.45444887,1.27778180,0.00000000
-5.20160080,2.88957476,2.02973202,0.56914414,0.02298034,0.73206143,0.48267662,0.46779504,1.30556241,0.00000000
-5.19559780,2.92392386,1.97091820,0.57676175,0.02415971,0.73204339,0.49527059,0.48124292,1.33367685,0.00000000
-5.18959480,2.95997726,1.91456284,0.58491089,0.02528755,0.73279991,0.50832494,0.49471906,1.36198075,0.00000000
-5.18359180,2.99766708,1.86167116,0.59360116,0.02634266,0.73442726,0.52180971,0.50812444,1.39027322,0.00000000
-5.17758879,3.03676900,1.81309789,0.60281121,0.02730393,0.73697102,0.53567966,0.52133595,1.41830222,0.00000000
-5.17158579,3.07691712,1.76954228,0.61249073,0.02815097,0.74042833,0.54987669,0.53420958,1.44577355,0.00000000
-5.16558279,3.11762673,1.73154949,0.62256401,0.02886479,0.74475236,0.56433291,0.54658506,1.47236288,0.00000000
-5.15957979,3.15832312,1.69951706,0.63293445,0.02942839,0.74985851,0.57897404,0.55829184,1.49772989,0.00000000
-5.15357679,3.19837433,1.67370521,0.64348985,0.02982737,0.75563199,0.59372291,0.56915592,1.52153363,0.00000000
-5.14757379,3.23712543,1.65424954,0.65410797,0.03005049,0.76193604,0.60850259,0.57900739,1.54344786,0.00000000
-5.14157079,3.27393212,1.64117450,0.66466195,0.03009006,0.76862034,0.62323902,0.58768789,1.56317560,0.00000000
-5.13556778,3.30819145,1.63440668,0.67502530,0.02994226,0.77552909,0.63786285,0.59505794,1.58046167,0.00000000
-5.12956478,3.33936786,1.63378654,0.68507610,0.02960732,0.78250824,0.65231041,0.60100344,1.59510263,0.00000000
-5.12356178,3.36701320,1.63907809,0.69470023,0.02908951,0.78941172,0.66652370,0.60544116,1.60695351,0.00000000
-5.11755878,3.39077984,1.64997601,0.70379358,0.02839707,0.79610611,0.68044963,0.60832283,1.61593100,0.00000000
-5.11155578,3.41042672,1.66611035,0.71226317,0.02754186,0.80247409,0.69403851,0.60963768,1.62201314,0.00000000
-5.10555278,3.42581852,1.68704893,0.72002728,0.02653901,0.80841627,0.70724208,0.60941337,1.62523573,0.00000000
-5.09954977,3.43691885,1.71229830,0.72701492,0.02540641,0.81385186,0.72001143,0.60771522,1.62568598,0.00000000
-5.09354677,3.44377864,1.74130394,0.73316466,0.02416404,0.81871820,0.73229500,0.60464395,1.62349400,0.00000000
-5.08754377,3.44652126,1.77345076,0.73842335,0.02283341,0.82296952,0.74403716,0.60033201,1.61882307,0.00000000
-5.08154077,3.44532595,1.80806488,0.74274478,0.02143681,0.82657524,0.75517742,0.59493883,1.61185942,0.00000000
-5.07553777,3.44041131,1.84441752,0.74608880,0.01999667,0.82951804,0.76565067,0.58864528,1.60280240,0.00000000
-5.06953477,3.43202015,1.88173187,0.74842084,0.01853489,0.83179202,0.77538845,0.58164758,1.59185581,0.00000000
-5.06353177,3.42040712,1.91919332,0.74971221,0.01707229,0.83340124,0.78432138,0.57415106,1.57922101,0.00000000
-5.05752876,3.40582974,1.95596330,0.74994107,0.01562809,0.83435858,0.79238249,0.56636401,1.56509203,0.00000000
-5.05152576,3.38854338,1.99119650,0.74909406,0.01421953,0.83468521,0.79951145,0.55849194,1.54965311,0.00000000
-5.04552276,3.36880000,2.02406108,0.74716852,0.01286153,0.83441046,0.80565925,0.55073228,1.53307839,0.00000000
-5.03951976,3.34685033,2.05376096,0.74417498,0.01156654,0.83357206,0.81079304,0.54326988,1.51553353,0.00000000
-5.03351676,3.32294853,2.07955923,0.74013975,0.01034443,0.83221661,0.81490064,0.53627317,1.49717885,0.00000000
-5.02751376,3.29735827,2.10080142,0.73510720,0.00920254,0.83039997,0.81799444,0.52989118,1.47817334,0.00000000
-5.02151076,3.27035903,2.11693732,0.72914146,0.00814575,0.82818752,0.82011407,0.52425119,1.45867883,0.00000000
-5.01550775,3.24225123,2.12754005,0.72232727,0.00717667,0.82565380,0.82132767,0.51945712,1.43886371,0.00000000
-5.00950475,3.21335919,2.13232119,0.71476974,0.00629585,0.82288165,0.82173147,0.51558843,1.41890550,0.00000000
-5.00350175,3.18403079,2.13114096,0.70659277,0.00550213,0.81996046,0.82144744,0.51269945,1.39899179,0.00000000
-4.99749875,3.15463326,2.12401273,0.69793621,0.00479283,0.81698361,0.82061915,0.51081915,1.37931920,0.00000000
-4.99149575,3.12554488,2.11110144,0.68895168,0.00416415,0.81404505,0.81940578,0.50995111,1.36009012,0.00000000
-4.98549275,3.09714271,2.09271586,0.67979726,0.00361141,0.81123521,0.81797476,0.51007370,1.34150743,0.00000000
-4.97948974,3.06978682,2.06929498,0.67063126,0.00312936,0.80863620,0.81649321,0.51114059,1.32376730,0.00000000
-4.97348674,3.04380218,2.04138926,0.66160545,0.00271244,0.80631689,0.81511883,0.51308134,1.30705065,0.00000000
-4.96748374,3.01945921,2.00963746,0.65285812,0.00235500,0.80432782,0.81399065,0.51580240,1.29151384,0.00000000
-4.96148074,2.99695455,1.97474044,0.64450738,0.00205149,0.80269653,0.81322039,0.51918839,1.27727928,0.00000000
-4.95547774,2.97639371,1.93743313,0.63664521,0.00179663,0.80142356,0.81288485,0.52310389,1.26442685,0.00000000
-4.94947474,2.95777691,1.89845608,0.62933256,0.00158552,0.80047942,0.81301994,0.52739571,1.25298675,0.00000000
-4.94347174,2.94098968,1.85852810,0.62259604,0.00141373,0.79980287,0.81361694,0.53189587,1.24293462,0.00000000
-4.93746873,2.92579929,1.81832106,0.61642623,0.00127737,0.79930076,0.81462101,0.53642512,1.23418946,0.00000000
-4.93146573,2.91185779,1.77843836,0.61077799,0.00117313,0.79884952,0.81593258,0.54079726,1.22661470,0.00000000
-4.92546273,2.89871202,1.73939763,0.60557275,0.00109826,0.79829832,0.81741125,0.54482403,1.22002274,0.00000000
-4.91945973,2.88582052,1.70161862,0.60070271,0.00105058,0.79747397,0.81888251,0.54832054,1.21418280,0.00000000
-4.91345673,2.87257679,1.66541642,0.59603668,0.00102848,0.79618727,0.82014658,0.55111112,1.20883191,0.00000000
-4.90745373,2.85833782,1.63100028,0.59142747,0.00103084,0.79424066,0.82098934,0.55303531,1.20368850,0.00000000
-4.90145073,2.84245654,1.59847761,0.58672020,0.00105704,0.79143673,0.82119452,0.55395386,1.19846797,0.00000000
-4.89544772,2.82431655,1.56786280,0.58176123,0.00110685,0.78758725,0.82055666,0.55375430,1.19289928,0.00000000
-4.88944472,2.80336706,1.53909000,0.57640714,0.00118040,0.78252230,0.81889405,0.55235599,1.18674179,0.00000000
-4.88344172,2.77915625,1.51202910,0.57053332,0.00127812,0.77609888,0.81606104,0.54971414,1.17980119,0.00000000
-4.87743872,2.75136087,1.48650364,0.56404152,0.00140067,0.76820875,0.81195881,0.54582273,1.17194365,0.00000000
-4.87143572,2.71981055,1.46230976,0.55686618,0.00154883,0.75878491,0.80654423,0.54071603,1.16310731,0.00000000
-4.86543272,2.68450505,1.43923499,0.54897894,0.00172346,0.74780644,0.79983596,0.53446853,1.15331022,0.00000000
-4.85942971,2.64562350,1.41707580,0.54039124,0.00192537,0.73530142,0.79191768,0.52719325,1.14265426,0.00000000
-4.85342671,2.60352476,1.39565304,0.53115479,0.00215529,0.72134774,0.78293792,0.51903842,1.13132462,0.00000000
-4.84742371,2.55873877,1.37482446,0.52135985,0.00241373,0.70607171,0.77310655,0.51018258,1.11958464,0.00000000
-4.84142071,2.51194913,1.35449381,0.51113159,0.00270093,0.68964463,0.76268795,0.50082833,1.10776626,0.00000000
-4.83541771,2.46396757,1.33461604,0.50062447,0.00301674,0.67227730,0.75199115,0.49119488,1.09625630,0.00000000
-4.82941471,2.41570161,1.31519866,0.49001516,0.00336058,0.65421293,0.74135727,0.48150988,1.08547921,0.00000000
-4.82341171,2.36811689,1.29629916,0.47949430,0.00373132,0.63571857,0.73114491,0.47200062,1.07587708,0.00000000
-4.81740870,2.32219589,1.27801901,0.46925751,0.00412727,0.61707571,0.72171407,0.46288535,1.06788785,0.00000000
-4.81140570,2.27889523,1.26049461,0.45949621,0.00454610,0.59857025,0.71340933,0.45436471,1.06192265,0.00000000
-4.80540270,2.23910347,1.24388596,0.45038853,0.00498485,0.58048252,0.70654320,0.44661406,1.05834358,0.00000000
-4.79939970,2.20360146,1.22836370,0.44209100,0.00543987,0.56307761,0.70138022,0.43977673,1.05744283,0.00000000
-4.79339670,2.17302716,1.21409555,0.43473119,0.00590689,0.54659651,0.69812274,0.43395865,1.05942426,0.00000000
-4.78739370,2.14784653,1.20123281,0.42840183,0.00638100,0.53124846,0.69689906,0.42922461,1.06438839,0.00000000
-4.78139070,2.12833179,1.18989783,0.42315644,0.00685678,0.51720469,0.69775439,0.42559616,1.07232163,0.00000000
-4.77538769,2.11454816,1.18017321,0.41900691,0.00732831,0.50459382,0.70064521,0.42305143,1.08309017,0.00000000
-4.76938469,2.10634938,1.17209337,0.41592285,0.00778933,0.49349905,0.70543738,0.42152661,1.09643911,0.00000000
-4.76338169,2.10338224,1.16563878,0.41383284,0.00823336,0.48395712,0.71190804,0.42091921,1.11199684,0.00000000
-4.75737869,2.10509992,1.16073341,0.41262741,0.00865380,0.47595900,0.71975134,0.42109276,1.12928463,0.00000000
-4.75137569,2.11078314,1.15724532,0.41216362,0.00904414,0.46945225,0.72858784,0.42188281,1.14773099,0.00000000
-4.74537269,2.11956826,1.15499037,0.41227091,0.00939809,0.46434470,0.73797719,0.42310388,1.16669031,0.00000000
-4.73936968,2.13048092,1.15373880,0.41275794,0.00970974,0.46050940,0.74743357,0.42455705,1.18546494,0.00000000
-4.73336668,2.14247351,1.15322429,0.41342016,0.00997374,0.45779037,0.75644326,0.42603783,1.20332975,0.00000000
-4.72736368,2.15446483,1.15315494,0.41404763,0.01018546,0.45600903,0.76448361,0.42734396,1.21955816,0.00000000
-4.72136068,2.16538012,1.15322553,0.41443279,0.01034107,0.45497092,0.77104259,0.42828279,1.23344843,0.00000000
-4.71535768,2.17418966,1.15313048,0.41437795,0.01043771,0.45447241,0.77563815,0.42867793,1.24434904,0.00000000
-4.70935468,2.17994434,1.15257664,0.41370195,0.01047355,0.45430723,0.77783637,0.42837496,1.25168214,0.00000000
-4.70335168,2.18180675,1.15129552,0.41224599,0.01044787,0.45427257,0.77726787,0.42724584,1.25496400,0.00000000
-4.69734867,2.17907658,1.14905411,0.40987831,0.01036106,0.45417453,0.77364162,0.42519210,1.25382152,0.00000000
-4.69134567,2.17120954,1.14566389,0.40649753,0.01021461,0.45383285,0.76675565,0.42214656,1.24800427,0.00000000
-4.68534267,2.15782923,1.14098781,0.40203472,0.01001111,0.45308486,0.75650418,0.41807364,1.23739157,0.00000000
-4.67933967,2.13873191,1.13494468,0.39645411,0.00975414,0.45178851,0.74288108,0.41296837,1.22199431,0.00000000
-4.67333667,2.11388424,1.12751116,0.38975248,0.00944815,0.44982465,0.72597930,0.40685416,1.20195181,0.00000000
-4.66733367,2.08341481,1.11872118,0.38195744,0.00909839,0.44709840,0.70598672,0.39977966,1.17752374,0.00000000
-4.66133067,2.04759993,1.10866306,0.37312470,0.00871070,0.44353991,0.68317847,0.39181474,1.14907788,0.00000000
-4.65532766,2.00684519,1.09747451,0.36333459,0.00829138,0.43910442,0.65790618,0.38304611,1.11707435,0.00000000
-4.64932466,1.96166358,1.08533583,0.35268795,0.00784699,0.43377174,0.63058486,0.37357261,1.08204712,0.00000000
-4.64332166,1.91265180,1.07246181,0.34130179,0.00738421,0.42754538,0.60167785,0.36350065,1.04458390,0.00000000
