energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.53176588,0.73138687,0.03122012,0.04309220,0.13741132,0.18690186,0.20665121,0.00000000,0.14153078,0.08051431
-5.52576288,0.71709398,0.03015383,0.04176498,0.13414045,0.18882971,0.20546846,0.00000000,0.13680003,0.07794256
-5.51975988,0.70923996,0.02924856,0.04081029,0.13230737,0.19277269,0.20670282,0.00000000,0.13356253,0.07585865
-5.51375688,0.70844738,0.02852652,0.04022349,0.13208755,0.19894690,0.21055891,0.00000000,0.13180928,0.07431809
-5.50775388,0.71524027,0.02800511,0.03999535,0.13364306,0.20754106,0.21721437,0.00000000,0.13151767,0.07336471
-5.50175088,0.73003082,0.02769644,0.04011175,0.13711947,0.21871144,0.22681549,0.00000000,0.13265022,0.07302944
-5.49574787,0.75310850,0.02760701,0.04055358,0.14264297,0.23257716,0.23947318,0.00000000,0.13515392,0.07332951
-5.48974487,0.78463200,0.02773764,0.04129685,0.15031756,0.24921610,0.25525954,0.00000000,0.13896018,0.07426807
-5.48374187,0.82462375,0.02808349,0.04231307,0.16022239,0.26866132,0.27420477,0.00000000,0.14398547,0.07583424
-5.47773887,0.87296700,0.02863428,0.04356993,0.17240923,0.29089820,0.29629464,0.00000000,0.15013253,0.07800353
-5.47173587,0.92940560,0.02937466,0.04503203,0.18690005,0.31586225,0.32146851,0.00000000,0.15729220,0.08073860
-5.46573287,0.99354601,0.03028467,0.04666194,0.20368480,0.34343779,0.34961799,0.00000000,0.16534566,0.08399036
-5.45972986,1.06486179,0.03134037,0.04842126,0.22271938,0.37345753,0.38058619,0.00000000,0.17416712,0.08769931
-5.45372686,1.14270020,0.03251450,0.05027179,0.24392393,0.40570305,0.41416782,0.00000000,0.18362662,0.09179711
-5.44772386,1.22629093,0.03377726,0.05217666,0.26718145,0.43990646,0.45010997,0.00000000,0.19359303,0.09620829
-5.44172086,1.31475678,0.03509705,0.05410145,0.29233701,0.47575309,0.48811387,0.00000000,0.20393696,0.10085203
-5.43571786,1.40712619,0.03644132,0.05601510,0.31919743,0.51288536,0.52783755,0.00000000,0.21453341,0.10564409
-5.42971486,1.50234745,0.03777734,0.05789078,0.34753179,0.55090782,0.56889942,0.00000000,0.22526428,0.11049858
-5.42371186,1.59930443,0.03907299,0.05970638,0.37707268,0.58939334,0.61088290,0.00000000,0.23602020,0.11532983
-5.41770885,1.69683365,0.04029749,0.06144489,0.40751836,0.62789032,0.65334194,0.00000000,0.24670207,0.12005407
-5.41170585,1.79374244,0.04142207,0.06309446,0.43853592,0.66593091,0.69580744,0.00000000,0.25722185,0.12459102
-5.40570285,1.88882789,0.04242054,0.06464813,0.46976535,0.70303992,0.73779448,0.00000000,0.26750283,0.12886529
-5.39969985,1.98089631,0.04326986,0.06610343,0.50082472,0.73874437,0.77881017,0.00000000,0.27747921,0.13280767
-5.39369685,2.06878279,0.04395050,0.06746165,0.53131608,0.77258331,0.81836200,0.00000000,0.28709519,0.13635616
-5.38769385,2.15137051,0.04444680,0.06872693,0.56083242,0.80411771,0.85596647,0.00000000,0.29630346,0.13945679
-5.38169085,2.22760944,0.04474716,0.06990525,0.58896514,0.83293999,0.89115777,0.00000000,0.30506342,0.14206426
-5.37568784,2.29653386,0.04484416,0.07100334,0.61531209,0.85868307,0.92349631,0.00000000,0.31333900,0.14414236
-5.36968484,2.35727849,0.04473458,0.07202752,0.63948594,0.88102848,0.95257679,0.00000000,0.32109643,0.14566417
-5.36368184,2.40909272,0.04441929,0.07298269,0.66112254,0.89971327,0.97803571,0.00000000,0.32830204,0.14661206
-5.35767884,2.45135258,0.04390308,0.07387133,0.67988914,0.91453557,0.99955800,0.00000000,0.33492026,0.14697754
-5.35167584,2.48357030,0.04319438,0.07469277,0.69549206,0.92535848,1.01688265,0.00000000,0.34091189,0.14676092
-5.34567284,2.50540107,0.04230494,0.07544263,0.70768373,0.93211227,1.02980718,0.00000000,0.34623293,0.14597081
-5.33966983,2.51664700,0.04124939,0.07611255,0.71626867,0.93479474,1.03819084,0.00000000,0.35083395,0.14462353
-5.33366683,2.51725811,0.04004481,0.07669016,0.72110834,0.93346980,1.04195651,0.00000000,0.35466004,0.14274238
-5.32766383,2.50733041,0.03871018,0.07715940,0.72212456,0.92826432,1.04109130,0.00000000,0.35765157,0.14035687
-5.32166083,2.48710122,0.03726592,0.07750100,0.71930150,0.91936342,1.03564574,0.00000000,0.35974547,0.13750185
-5.31565783,2.45694185,0.03573330,0.07769330,0.71268600,0.90700446,1.02573186,0.00000000,0.36087724,0.13421664
-5.30965483,2.41734799,0.03413394,0.07771322,0.70238635,0.89146990,1.01152008,0.00000000,0.36098338,0.13054407
-5.30365183,2.36892806,0.03248928,0.07753739,0.68856946,0.87307946,0.99323509,0.00000000,0.36000431,0.12652966
-5.29764882,2.31238997,0.03082009,0.07714332,0.67145660,0.85218183,0.97115092,0.00000000,0.35788745,0.12222064
-5.29164582,2.24852675,0.02914607,0.07651065,0.65131772,0.82914638,0.94558534,0.00000000,0.35459045,0.11766518
-5.28564282,2.17820136,0.02748541,0.07562230,0.62846477,0.80435511,0.91689378,0.00000000,0.35008425,0.11291158
-5.27963982,2.10233136,0.02585453,0.07446553,0.60324403,0.77819525,0.88546290,0.00000000,0.34435589,0.10800750
-5.27363682,2.02187366,0.02426778,0.07303284,0.57602794,0.75105273,0.85170415,0.00000000,0.33741086,0.10299938
-5.26763382,1.93780999,0.02273732,0.07132261,0.54720645,0.72330680,0.81604731,0.00000000,0.32927490,0.09793188
-5.26163082,1.85113323,0.02127300,0.06933958,0.51717852,0.69532594,0.77893422,0.00000000,0.31999504,0.09284736
-5.25562781,1.76283518,0.01988237,0.06709499,0.48634371,0.66746508,0.74081296,0.00000000,0.30963999,0.08778561
-5.24962481,1.67389574,0.01857072,0.06460649,0.45509440,0.64006430,0.70213239,0.00000000,0.29829961,0.08278356
-5.24362181,1.58527385,0.01734126,0.06189779,0.42380867,0.61344873,0.66333731,0.00000000,0.28608370,0.07787511
-5.23761881,1.49790007,0.01619525,0.05899806,0.39284416,0.58792960,0.62486413,0.00000000,0.27312005,0.07309113
-5.23161581,1.41267095,0.01513232,0.05594116,0.36253294,0.56380622,0.58713722,0.00000000,0.25955182,0.06845946
-5.22561281,1.33044475,0.01415071,0.05276469,0.33317758,0.54136854,0.55056582,0.00000000,0.24553446,0.06400501
-5.21960980,1.25203864,0.01324758,0.04950894,0.30504833,0.52089989,0.51554145,0.00000000,0.23123226,0.05974999
-5.21360680,1.17822665,0.01241935,0.04621583,0.27838149,0.50267972,0.48243583,0.00000000,0.21681463,0.05571405
-5.20760380,1.10973833,0.01166200,0.04292774,0.25337879,0.48698568,0.45159908,0.00000000,0.20245240,0.05191461
-5.20160080,1.04725755,0.01097138,0.03968655,0.23020772,0.47409493,0.42335817,0.00000000,0.18831419,0.04836704
-5.19559780,0.99142095,0.01034345,0.03653264,0.20900268,0.46428412,0.39801539,0.00000000,0.17456301,0.04508496
-5.18959480,0.94281586,0.00977457,0.03350410,0.18986669,0.45782797,0.37584677,0.00000000,0.16135326,0.04208040
-5.18359180,0.90197709,0.00926160,0.03063607,0.17287353,0.45499606,0.35710026,0.00000000,0.14882812,0.03936402
-5.17758879,0.86938252,0.00880208,0.02796031,0.15807010,0.45604791,0.34199361,0.00000000,0.13711753,0.03694519
-5.17158579,0.84544721,0.00839430,0.02550487,0.14547888,0.46122625,0.33071183,0.00000000,0.12633670,0.03483207
-5.16558279,0.83051616,0.00803730,0.02329409,0.13510022,0.47074865,0.32340420,0.00000000,0.11658517,0.03303154
-5.15957979,0.82485563,0.00773084,0.02134863,0.12691447,0.48479783,0.32018089,0.00000000,0.10794647,0.03154921
-5.15357679,0.82864356,0.00747532,0.01968580,0.12088380,0.50351094,0.32110926,0.00000000,0.10048822,0.03038917
-5.14757379,0.84195936,0.00727164,0.01831991,0.11695365,0.52696832,0.32620990,0.00000000,0.09426279,0.02955390
-5.14157079,0.86477360,0.00712110,0.01726284,0.11505385,0.55518240,0.33545273,0.00000000,0.08930823,0.02904399
-5.13556778,0.89693849,0.00702515,0.01652456,0.11509944,0.58808717,0.34875339,0.00000000,0.08564959,0.02885794
-5.12956478,0.93817963,0.00698528,0.01611380,0.11699125,0.62552914,0.36597010,0.00000000,0.08330040,0.02899193
-5.12356178,0.98808999,0.00700278,0.01603864,0.12061636,0.66726017,0.38690147,0.00000000,0.08226434,0.02943963
-5.11755878,1.04612675,0.00707860,0.01630706,0.12584851,0.71293300,0.41128545,0.00000000,0.08253691,0.03019204
-5.11155578,1.11161177,0.00721320,0.01692739,0.13254866,0.76209982,0.43879982,0.00000000,0.08410703,0.03123743
-5.10555278,1.18373603,0.00740640,0.01790871,0.14056578,0.81421445,0.46906435,0.00000000,0.08695864,0.03256134
-5.09954977,1.26156867,0.00765729,0.01926102,0.14973793,0.86863822,0.50164498,0.00000000,0.09107194,0.03414667
-5.09354677,1.34407044,0.00796416,0.02099522,0.15989385,0.92464977,0.53605995,0.00000000,0.09642451,0.03597381
-5.08754377,1.43011163,0.00832448,0.02312297,0.17085491,0.98145855,0.57178799,0.00000000,0.10299203,0.03802100
-5.08154077,1.51849408,0.00873489,0.02565625,0.18243760,1.03822171,0.60827840,0.00000000,0.11074867,0.04026456
-5.07553777,1.60797642,0.00919123,0.02860675,0.19445642,1.09406399,0.64496274,0.00000000,0.11966699,0.04267938
-5.06953477,1.69730193,0.00968862,0.03198504,0.20672712,1.14809975,0.68126779,0.00000000,0.12971754,0.04523927
-5.06353177,1.78522764,0.01022150,0.03579955,0.21907012,1.19945641,0.71662932,0.00000000,0.14086789,0.04791745
-5.05752876,1.87055360,0.01078375,0.04005539,0.23131407,1.24729833,0.75050609,0.00000000,0.15308132,0.05068696
-5.05152576,1.95215093,0.01136880,0.04475307,0.24329917,1.29085008,0.78239345,0.00000000,0.16631505,0.05352102
-5.04552276,2.02898740,0.01196970,0.04988715,0.25488032,1.32941816,0.81183596,0.00000000,0.18051825,0.05639340
-5.03951976,2.10014925,0.01257925,0.05544490,0.26592962,1.36241010,0.83843839,0.00000000,0.19562970,0.05927857
-5.03351676,2.16485828,0.01319011,0.06140502,0.27633832,1.38935012,0.86187456,0.00000000,0.21157544,0.06215189
-5.02751376,2.22248334,0.01379487,0.06773654,0.28601796,1.40989064,0.88189358,0.00000000,0.22826636,0.06498962
-5.02151076,2.27254588,0.01438612,0.07439799,0.29490057,1.42381910,0.89832318,0.00000000,0.24559606,0.06776888
-5.01550775,2.31471926,0.01495655,0.08133677,0.30293806,1.43105983,0.91106997,0.00000000,0.26343904,0.07046746
-5.00950475,2.34882211,0.01549898,0.08848905,0.31010066,1.43167092,0.92011662,0.00000000,0.28164944,0.07306365
-5.00350175,2.37480644,0.01600646,0.09577996,0.31637461,1.42583633,0.92551621,0.00000000,0.30006047,0.07553598
-4.99749875,2.39274116,0.01647229,0.10312441,0.32175922,1.41385369,0.92738404,0.00000000,0.31848481,0.07786302
-4.99149575,2.40279242,0.01689008,0.11042822,0.32626348,1.39611856,0.92588746,0.00000000,0.33671586,0.08002312
-4.98549275,2.40520199,0.01725381,0.11758995,0.32990251,1.37310590,0.92123432,0.00000000,0.35453022,0.08199435
-4.97948974,2.40026514,0.01755792,0.12450299,0.33269395,1.34534980,0.91366066,0.00000000,0.37169117,0.08375444
-4.97348674,2.38830941,0.01779735,0.13105821,0.33465478,1.31342250,0.90341847,0.00000000,0.38795327,0.08528088
-4.96748374,2.36967572,0.01796764,0.13714680,0.33579855,1.27791384,0.89076418,0.00000000,0.40306794,0.08655118
-4.96148074,2.34470276,0.01806500,0.14266345,0.33613337,1.23941190,0.87594838,0.00000000,0.41678985,0.08754324
-4.95547774,2.31371561,0.01808644,0.14750952,0.33566074,1.19848596,0.85920750,0.00000000,0.42888397,0.08823591
-4.94947474,2.27701908,0.01802982,0.15159623,0.33437537,1.15567223,0.84075767,0.00000000,0.43913285,0.08860958
-4.94347174,2.23489584,0.01789396,0.15484763,0.33226583,1.11146300,0.82079100,0.00000000,0.44734402,0.08864697
-4.93746873,2.18760921,0.01767873,0.15720335,0.32931625,1.06629933,0.79947435,0.00000000,0.45335705,0.08833387
-4.93146573,2.13540994,0.01738507,0.15862078,0.32550861,1.02056737,0.77695047,0.00000000,0.45704996,0.08765992
-4.92546273,2.07854621,0.01701508,0.15907679,0.32082578,0.97459813,0.75334109,0.00000000,0.45834462,0.08661938
-4.91945973,2.01727563,0.01657199,0.15856882,0.31525477,0.92867020,0.72875173,0.00000000,0.45721092,0.08521175
-4.91345673,1.95187825,0.01606015,0.15711523,0.30879021,0.88301498,0.70327758,0.00000000,0.45366941,0.08344224
-4.90745373,1.88266904,0.01548499,0.15475496,0.30143756,0.83782366,0.67700990,0.00000000,0.44779218,0.08132213
-4.90145073,1.81000897,0.01485292,0.15154649,0.29321603,0.79325532,0.65004243,0.00000000,0.43970208,0.07886885
-4.89544772,1.73431328,0.01417122,0.14756609,0.28416082,0.74944537,0.62247715,0.00000000,0.42956991,0.07610586
-4.88944472,1.65605642,0.01344786,0.14290551,0.27432453,0.70651368,0.59442907,0.00000000,0.41761005,0.07306234
-4.88344172,1.57577295,0.01269135,0.13766912,0.26377774,0.66457183,0.56602947,0.00000000,0.40407439,0.06977256
-4.87743872,1.49405408,0.01191055,0.13197071,0.25260854,0.62372893,0.53742759,0.00000000,0.38924486,0.06627515
-4.87143572,1.41154011,0.01111444,0.12592998,0.24092113,0.58409590,0.50879040,0.00000000,0.37342498,0.06261218
-4.86543272,1.32890894,0.01031194,0.11966897,0.22883351,0.54578782,0.48030067,0.00000000,0.35693060,0.05882806
-4.85942971,1.24686140,0.00951170,0.11330846,0.21647440,0.50892449,0.45215337,0.00000000,0.34008030,0.05496844
-4.85342671,1.16610414,0.00872192,0.10696458,0.20397961,0.47362933,0.42455078,0.00000000,0.32318588,0.05107902
-4.84742371,1.08733128,0.00795016,0.10074573,0.19148794,0.44002686,0.39769652,0.00000000,0.30654317,0.04720447
-4.84142071,1.01120559,0.00720325,0.09474980,0.17913702,0.40823910,0.37178902,0.00000000,0.29042374,0.04338733
-4.83541771,0.93834057,0.00648714,0.08906202,0.16705920,0.37838136,0.34701486,0.00000000,0.27506767,0.03966711
-4.82941471,0.86928423,0.00580683,0.08375326,0.15537767,0.35055775,0.32354238,0.00000000,0.26067768,0.03607946
-4.82341171,0.80450563,0.00516639,0.07887899,0.14420320,0.32485698,0.30151595,0.00000000,0.24741487,0.03265562
-4.81740870,0.74438469,0.00456885,0.07447880,0.13363149,0.30134865,0.28105132,0.00000000,0.23539618,0.02942198
-4.81140570,0.68920594,0.00401633,0.07057656,0.12374124,0.28008055,0.26223231,0.00000000,0.22469362,0.02639985
-4.80540270,0.63915638,0.00351005,0.06718113,0.11459319,0.26107698,0.24510894,0.00000000,0.21533522,0.02360545
-4.79939970,0.59432746,0.00305039,0.06428759,0.10622999,0.24433839,0.22969715,0.00000000,0.20730768,0.02105011
-4.79339670,0.55472100,0.00263703,0.06187889,0.09867692,0.22984230,0.21598020,0.00000000,0.20056054,0.01874048
-4.78739370,0.52025868,0.00226904,0.05992788,0.09194341,0.21754549,0.20391137,0.00000000,0.19501153,0.01667908
-4.78139070,0.49079437,0.00194501,0.05839959,0.08602526,0.20738721,0.19341816,0.00000000,0.19055308,0.01486475
-4.77538769,0.46612880,0.00166317,0.05725366,0.08090740,0.19929339,0.18440741,0.00000000,0.18705945,0.01329332
-4.76938469,0.44602557,0.00142148,0.05644684,0.07656702,0.19318131,0.17677125,0.00000000,0.18439436,0.01195818
-4.76338169,0.43022779,0.00121782,0.05593545,0.07297691,0.18896474,0.17039351,0.00000000,0.18241858,0.01085096
-4.75737869,0.41847448,0.00104999,0.05567767,0.07010887,0.18655903,0.16515624,0.00000000,0.18099747,0.00996212
-4.75137569,0.41051592,0.00091591,0.05563562,0.06793691,0.18588586,0.16094604,0.00000000,0.18000782,0.00928148
-4.74537269,0.40612732,0.00081358,0.05577718,0.06644018,0.18687758,0.15765990,0.00000000,0.17934400,0.00879874
-4.73936968,0.40512016,0.00074125,0.05607742,0.06560543,0.18948062,0.15521029,0.00000000,0.17892307,0.00850382
-4.73336668,0.40735077,0.00069736,0.05651961,0.06542889,0.19365805,0.15352933,0.00000000,0.17868869,0.00838721
-4.72736368,0.41272592,0.00068062,0.05709585,0.06591740,0.19939101,0.15257175,0.00000000,0.17861374,0.00844013
-4.72136068,0.42120510,0.00068999,0.05780727,0.06708888,0.20667906,0.15231676,0.00000000,0.17870156,0.00865462
-4.71535768,0.43279974,0.00072467,0.05866378,0.06897196,0.21553938,0.15276852,0.00000000,0.17898578,0.00902357
-4.70935468,0.44756925,0.00078404,0.05968343,0.07160480,0.22600499,0.15395552,0.00000000,0.17952891,0.00954065
-4.70335168,0.46561443,0.00086766,0.06089147,0.07503315,0.23812194,0.15592869,0.00000000,0.18041956,0.01020010
-4.69734867,0.48706838,0.00097517,0.06231902,0.07930779,0.25194587,0.15875844,0.00000000,0.18176873,0.01099659
-4.69134567,0.51208554,0.00110623,0.06400161,0.08448126,0.26753792,0.16253092,0.00000000,0.18370511,0.01192489
-4.68534267,0.54082935,0.00126045,0.06597743,0.09060420,0.28496024,0.16734335,0.00000000,0.18636964,0.01297967
-4.67933967,0.57345909,0.00143730,0.06828558,0.09772133,0.30427147,0.17329904,0.00000000,0.18990969,0.01415516
-4.67333667,0.61011649,0.00163603,0.07096424,0.10586730,0.32552219,0.18050188,0.00000000,0.19447291,0.01544487
-4.66733367,0.65091267,0.00185562,0.07404886,0.11506259,0.34875066,0.18905090,0.00000000,0.20020105,0.01684137
-4.66133067,0.69591598,0.00209465,0.07757052,0.12530958,0.37397897,0.19903475,0.00000000,0.20722397,0.01833604
-4.65532766,0.74514114,0.00235133,0.08155430,0.13658912,0.40120989,0.21052660,0.00000000,0.21565397,0.01991889
-4.64932466,0.79854030,0.00262338,0.08601800,0.14885767,0.43042430,0.22357940,0.00000000,0.22558069,0.02157847
-4.64332166,0.85599609,0.00290804,0.09097096,0.16204524,0.46157950,0.23822180,0.00000000,0.23706659,0.02330182
