energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90995498,0.84413519,-1.68031936,0.00910189,-0.00309932,0.03373772,-0.04914155,0.35927828,-0.65560814,0.09544361,-0.11997440,0.24758598,-0.55533398,0.10423680,-0.30095973,0.00508146,-0.01064085,0.49816668,-1.02687570
-5.90395198,0.89953698,-1.81746876,0.00886610,-0.00329464,0.03514900,-0.05216055,0.38121756,-0.70979470,0.10234819,-0.12901862,0.26819474,-0.60119769,0.10899305,-0.32882623,0.00542860,-0.01139888,0.53311370,-1.11146090
-5.89794897,0.96214601,-1.95765548,0.00866591,-0.00348328,0.03689311,-0.05526510,0.40642317,-0.76504262,0.11008221,-0.13827995,0.29110420,-0.64831330,0.11460117,-0.35729320,0.00580997,-0.01216133,0.57222349,-1.19785701
-5.89194597,1.03091342,-2.09893115,0.00849028,-0.00366162,0.03891100,-0.05839745,0.43445604,-0.82059238,0.11851816,-0.14761820,0.31600475,-0.69602841,0.12094001,-0.38601227,0.00621760,-0.01291687,0.61490860,-1.28487805
-5.88594297,1.10473841,-2.23921731,0.00832987,-0.00382613,0.04114170,-0.06149707,0.46486159,-0.87563646,0.12751902,-0.15688437,0.34255751,-0.74364050,0.12789192,-0.41460731,0.00664324,-0.01365403,0.66054853,-1.37125935
-5.87993997,1.18248634,-2.37635830,0.00817709,-0.00397345,0.04352326,-0.06450243,0.49717651,-0.92933937,0.13694077,-0.16592465,0.37040010,-0.79041472,0.13534450,-0.44268320,0.00707848,-0.01436156,0.70850030,-1.45568980
-5.87393697,1.26300899,-2.50818001,0.00802605,-0.00410052,0.04599382,-0.06735269,0.53093603,-0.98085979,0.14663527,-0.17458472,0.39915344,-0.83560371,0.14319232,-0.46983590,0.00751490,-0.01502890,0.75811028,-1.53684777
-5.86793397,1.34516662,-2.63255223,0.00787254,-0.00420466,0.04849261,-0.06998958,0.56568180,-1.02937429,0.15645340,-0.18271426,0.42842981,-0.87846893,0.15133850,-0.49566365,0.00794426,-0.01564650,0.80872720,-1.61343922
-5.86193097,1.42785148,-2.74745241,0.00771387,-0.00428364,0.05096110,-0.07235906,0.60097016,-1.07410131,0.16624854,-0.19017151,0.45784183,-0.91830266,0.15969621,-0.51977870,0.00835866,-0.01620625,0.85971620,-1.68423652
-5.85592796,1.51001220,-2.85102811,0.00754867,-0.00433580,0.05334409,-0.07441304,0.63638074,-1.11432484,0.17588016,-0.19682760,0.48701215,-0.95444981,0.16819005,-0.54181932,0.00875073,-0.01670181,0.91047336,-1.74811659
-5.84992496,1.59067806,-2.94165545,0.00737673,-0.00436006,0.05559080,-0.07611079,0.67152495,-1.14941636,0.18521735,-0.20257057,0.51558343,-0.98632847,0.17675723,-0.56146141,0.00911382,-0.01712885,0.96044027,-1.80409642
-5.84392196,1.66898218,-3.01799106,0.00719873,-0.00435601,0.05765591,-0.07742013,0.70605416,-1.17885440,0.19414236,-0.20730882,0.54322839,-1.01344851,0.18534849,-0.57842934,0.00944215,-0.01748531,1.00911798,-1.85136469
-5.83791896,1.74418259,-3.07901501,0.00701604,-0.00432387,0.05950043,-0.07831837,0.73966701,-1.20224052,0.20255373,-0.21097392,0.56965912,-1.03542716,0.19392864,-0.59250537,0.00973098,-0.01777151,1.05607965,-1.88930773
-5.83191596,1.81567970,-3.12406263,0.00683049,-0.00426452,0.06109252,-0.07879280,0.77211559,-1.21931112,0.21036902,-0.21352248,0.59463548,-1.05200095,0.20247674,-0.60353732,0.00997672,-0.01799018,1.10098104,-1.91752867
-5.82591296,1.88302936,-3.15284371,0.00664416,-0.00417946,0.06240807,-0.07884096,0.80320990,-1.22994440,0.21752689,-0.21493724,0.61797187,-1.06303328,0.21098571,-0.61144410,0.01017702,-0.01814640,1.14356840,-1.93585889
-5.81990995,1.94595022,-3.16544792,0.00645917,-0.00407075,0.06343104,-0.07847039,0.83282039,-1.23416207,0.22398846,-0.21522706,0.63954210,-1.06851740,0.21946138,-0.61621861,0.01033083,-0.01824745,1.18368287,-1.94436094
-5.81390695,2.00432479,-3.16233627,0.00627755,-0.00394097,0.06415361,-0.07769813,0.86087813,-1.23212583,0.22973775,-0.21442604,0.65928183,-1.06857439,0.22792092,-0.61792813,0.01043838,-0.01830257,1.22126102,-1.94332288
-5.80790395,2.05819347,-3.14431861,0.00610112,-0.00379311,0.06457602,-0.07654983,0.88737246,-1.22412859,0.23478121,-0.21259161,0.67718844,-1.06344643,0.23639067,-0.61671188,0.01050116,-0.01832264,1.25633124,-1.93324422
-5.80190095,2.10774160,-3.11251848,0.00593137,-0.00363049,0.06470616,-0.07505858,0.91234608,-1.21058092,0.23914630,-0.20980185,0.69331813,-1.05348547,0.24490332,-0.61277594,0.01052183,-0.01831973,1.28900583,-1.91481396
-5.79589795,2.15327957,-3.06832679,0.00576941,-0.00345666,0.06455893,-0.07326349,0.93588759,-1.19199346,0.24287912,-0.20615206,0.70778033,-1.03913798,0.25349456,-0.60638577,0.01050409,-0.01830673,1.31946893,-1.88888198
-5.78989495,2.19521675,-3.01334643,0.00561596,-0.00327527,0.06415533,-0.07120817,0.95812166,-1.16895596,0.24604118,-0.20175080,0.72072947,-1.02092643,0.26219932,-0.59785654,0.01045247,-0.01829677,1.34796061,-1.85642486
-5.78389195,2.23403009,-2.94933065,0.00547137,-0.00309003,0.06352134,-0.06893902,0.97919726,-1.14211416,0.24870543,-0.19671562,0.73235456,-0.99942842,0.27104766,-0.58754176,0.01037218,-0.01830278,1.37475789,-1.81850803
-5.77788894,2.27022892,-2.87811790,0.00533557,-0.00290454,0.06268674,-0.06650359,0.99927445,-1.11214548,0.25095182,-0.19116860,0.74286692,-0.97525449,0.28006059,-0.57582081,0.01026883,-0.01833696,1.40015337,-1.77624580
-5.77188594,2.30431753,-2.80156636,0.00520823,-0.00272226,0.06168370,-0.06394896,1.01851018,-1.07973475,0.25286239,-0.18523200,0.75248672,-0.94902568,0.28924599,-0.56308573,0.01014822,-0.01841031,1.42443256,-1.73076139
-5.76588294,2.33675742,-2.72149095,0.00508870,-0.00254641,0.06054545,-0.06132025,1.03704404,-1.04555107,0.25451637,-0.17902416,0.76142897,-0.92135183,0.29859479,-0.54972803,0.01001608,-0.01853219,1.44785101,-1.68314858
-5.75987994,2.36793115,-2.63960579,0.00497618,-0.00237991,0.05930487,-0.05865935,1.05498445,-1.01022693,0.25598542,-0.17265589,0.76988965,-0.89281174,0.30807778,-0.53612609,0.00987783,-0.01870995,1.47061256,-1.63443687
-5.75387694,2.39810984,-2.55747446,0.00486972,-0.00222535,0.05799328,-0.05600383,1.07239624,-0.97434027,0.25732920,-0.16622744,0.77803272,-0.86393591,0.31764314,-0.52263357,0.00973835,-0.01894865,1.49284975,-1.58556149
-5.74787394,2.42742619,-2.47646998,0.00476829,-0.00208495,0.05663921,-0.05338619,1.08929028,-0.93840038,0.25859166,-0.15982617,0.78597872,-0.83519271,0.32721490,-0.50956945,0.00960182,-0.01925082,1.51460772,-1.53733960
-5.74187094,2.45585448,-2.39774601,0.00467089,-0.00196057,0.05526753,-0.05083332,1.10561563,-0.90283805,0.25979813,-0.15352507,0.79379564,-0.80697838,0.33669262,-0.49721001,0.00947153,-0.01961639,1.53583241,-1.49045343
-5.73586793,2.48319906,-2.32221992,0.00457651,-0.00185370,0.05389868,-0.04836632,1.12125512,-0.86800006,0.26095339,-0.14738200,0.80149244,-0.77961119,0.34595224,-0.48578303,0.00934977,-0.02004262,1.55636399,-1.44544074
-5.72986493,2.50909197,-2.25056790,0.00448427,-0.00176545,0.05254816,-0.04600053,1.13602421,-0.83414817,0.26204096,-0.14143979,0.80901575,-0.75332983,0.35484818,-0.47546444,0.00923781,-0.02052424,1.57593600,-1.40269285
-5.72386193,2.53300026,-2.18323159,0.00439333,-0.00169666,0.05122635,-0.04374588,1.14967384,-0.80146225,0.26302338,-0.13572704,0.81624989,-0.72829583,0.36321680,-0.46637737,0.00913584,-0.02105362,1.59418044,-1.36245962
-5.71785893,2.55424275,-2.12043524,0.00430301,-0.00164786,0.04993850,-0.04160736,1.16189685,-0.77004706,0.26384382,-0.13025952,0.82302023,-0.70459961,0.37088098,-0.45859360,0.00904305,-0.02162098,1.61063864,-1.32486102
-5.71185593,2.57201554,-2.06221173,0.00421270,-0.00161935,0.04868507,-0.03958570,1.17233796,-0.73994207,0.26442868,-0.12504210,0.82909985,-0.68226967,0.37765567,-0.45213712,0.00895769,-0.02221482,1.62477769,-1.28990389
-5.70585293,2.58542533,-2.00843557,0.00412193,-0.00161125,0.04746217,-0.03767823,1.18060689,-0.71113364,0.26469114,-0.12007108,0.83421904,-0.66128422,0.38335438,-0.44698959,0.00887721,-0.02282224,1.63601153,-1.25750315
-5.69984992,2.59352874,-1.95886079,0.00403029,-0.00162351,0.04626229,-0.03587965,1.18629400,-0.68356852,0.26453552,-0.11533661,0.83807733,-0.64158436,0.38779606,-0.44309732,0.00879846,-0.02342948,1.64372585,-1.22750560
-5.69384692,2.59537586,-1.91316123,0.00393746,-0.00165601,0.04507513,-0.03418299,1.18898772,-0.65716805,0.26386214,-0.11082530,0.84035737,-0.62308820,0.39081231,-0.44037924,0.00871785,-0.02402232,1.64730557,-1.19971528
-5.68784392,2.59005594,-1.87097116,0.00384317,-0.00170853,0.04388852,-0.03258035,1.18829295,-0.63184205,0.26257248,-0.10652264,0.84073991,-0.60570485,0.39225442,-0.43873545,0.00863159,-0.02458662,1.64616359,-1.17391860
-5.68184092,2.57674283,-1.83192385,0.00374720,-0.00178083,0.04268938,-0.03106375,1.18384955,-0.60750173,0.26057443,-0.10241523,0.83891938,-0.58934769,0.39200004,-0.43805595,0.00853591,-0.02510881,1.63976938,-1.14990822
-5.67583792,2.55473810,-1.79568613,0.00364934,-0.00187262,0.04146472,-0.02962574,1.17535002,-0.58407101,0.25778724,-0.09849265,0.83461904,-0.57394610,0.38995910,-0.43822881,0.00842728,-0.02557631,1.62767609,-1.12750408
-5.66983492,2.52350967,-1.76198750,0.00354939,-0.00198356,0.04020252,-0.02825992,1.16255552,-0.56149560,0.25414602,-0.09474896,0.82760515,-0.55945519,0.38607866,-0.43914769,0.00830266,-0.02597798,1.60954484,-1.10657091
-5.66383192,2.48272421,-1.73064224,0.00344718,-0.00211330,0.03889256,-0.02696135,1.14530934,-0.53974963,0.24960555,-0.09118373,0.81769953,-0.54586289,0.38034660,-0.44071806,0.00815965,-0.02630446,1.58516504,-1.08703121
-5.65782891,2.43227181,-1.70156382,0.00334253,-0.00226139,0.03752710,-0.02572675,1.12354744,-0.51883963,0.24414329,-0.08780249,0.80478985,-0.53319435,0.37279385,-0.44286194,0.00799670,-0.02654844,1.55446991,-1.06887331
-5.65182591,2.37228195,-1.67477119,0.00323530,-0.00242726,0.03610143,-0.02455460,1.09730529,-0.49880571,0.23776131,-0.08461679,0.78883730,-0.52151333,0.36349519,-0.44552089,0.00781324,-0.02670486,1.51754653,-1.05215417
-5.64582291,2.30313022,-1.65038684,0.00312534,-0.00261022,0.03461418,-0.02344508,1.06672100,-0.47972020,0.23048724,-0.08164371,0.76988147,-0.51092069,0.35256853,-0.44865725,0.00760976,-0.02677100,1.47463996,-1.03699708
-5.63981991,2.22543563,-1.62862728,0.00301257,-0.00280933,0.03306755,-0.02239987,1.03203440,-0.46168389,0.22237420,-0.07890502,0.74804206,-0.50155016,0.34017275,-0.45225342,0.00738792,-0.02674650,1.42615164,-1.02358448
-5.63381691,2.14004913,-1.60978658,0.00289695,-0.00302341,0.03146729,-0.02142190,0.99358244,-0.44482032,0.21349961,-0.07642597,0.72351773,-0.49356168,0.32650423,-0.45630955,0.00715053,-0.02663325,1.37263200,-1.01214647
-5.62781391,2.04803390,-1.59421417,0.00277853,-0.00325099,0.02982252,-0.02051494,0.95179098,-0.42926845,0.20396320,-0.07423373,0.69658213,-0.48713272,0.31179233,-0.46083959,0.00690159,-0.02643523,1.31476812,-1.00294577
-5.62181091,1.95063880,-1.58228841,0.00265743,-0.00349019,0.02814548,-0.01968326,0.90716355,-0.41517437,0.19388414,-0.07235580,0.66757729,-0.48244814,0.29629389,-0.46586611,0.00664618,-0.02615823,1.25336686,-0.99626005
-5.61580790,1.84926621,-1.57438732,0.00253387,-0.00373879,0.02645106,-0.01893112,0.86026767,-0.40268233,0.18339761,-0.07081822,0.63690503,-0.47968910,0.28028719,-0.47141431,0.00639044,-0.02580956,1.18933455,-0.99236262
-5.60980490,1.74543602,-1.57085842,0.00240817,-0.00399413,0.02475631,-0.01826237,0.81171930,-0.39192576,0.17265092,-0.06964383,0.60501657,-0.47902175,0.26406543,-0.47750546,0.00614146,-0.02539762,1.12365412,-0.99150259
-5.60380190,1.64074709,-1.57198921,0.00228079,-0.00425316,0.02307987,-0.01768003,0.76216619,-0.38301880,0.16179931,-0.06885062,0.57240093,-0.48058611,0.24793025,-0.48415042,0.00590709,-0.02493154,1.05736068,-0.99388566
-5.59779890,1.53683812,-1.57798003,0.00215225,-0.00451242,0.02144133,-0.01718588,0.71227091,-0.37604859,0.15100180,-0.06845027,0.53957260,-0.48448595,0.23218517,-0.49134352,0.00569587,-0.02442076,0.99151658,-0.99965649
-5.59179590,1.43534899,-1.58892086,0.00202323,-0.00476813,0.01986069,-0.01678020,0.66269400,-0.37106882,0.14041701,-0.06844699,0.50705902,-0.49078000,0.21712949,-0.49905733,0.00551681,-0.02387461,0.92718675,-1.00888373
-5.58579290,1.33788401,-1.60477323,0.00189447,-0.00501619,0.01835770,-0.01646148,0.61407819,-0.36809487,0.13019927,-0.06883653,0.47538810,-0.49947513,0.20305254,-0.50723862,0.00537921,-0.02330192,0.86541517,-1.02154842
-5.57978989,1.24597793,-1.62535841,0.00176680,-0.00525234,0.01695137,-0.01622629,0.56703380,-0.36710058,0.12049514,-0.06960573,0.44507632,-0.51052164,0.19022850,-0.51580592,0.00529250,-0.02271075,0.80720301,-1.03753647
-5.57378689,1.16106554,-1.65035245,0.00164112,-0.00547223,0.01565944,-0.01606925,0.52212611,-0.36801690,0.11144022,-0.07073231,0.41661762,-0.52381121,0.17891187,-0.52464873,0.00526599,-0.02210807,0.75348890,-1.05663571
-5.56778389,1.08445506,-1.67928837,0.00151838,-0.00567153,0.01449799,-0.01598300,0.47986458,-0.37073241,0.10315663,-0.07218511,0.39047329,-0.53917720,0.16933343,-0.53362866,0.00530869,-0.02149958,0.70513165,-1.07853751
-5.56178089,1.01730572,-1.71156558,0.00139954,-0.00584608,0.01348102,-0.01595839,0.44069444,-0.37509555,0.09575083,-0.07392471,0.36706306,-0.55639772,0.16169690,-0.54258228,0.00542907,-0.02088962,0.66289543,-1.10284310
-5.55577789,0.96060939,-1.74646577,0.00128561,-0.00599203,0.01262023,-0.01598467,0.40499038,-0.38091860,0.08931204,-0.07590436,0.34675738,-0.57520103,0.15617604,-0.55132579,0.00563483,-0.02028114,0.62743754,-1.12907416
-5.54977489,0.91517611,-1.78317483,0.00117756,-0.00610594,0.01192477,-0.01604976,0.37305250,-0.38798296,0.08391108,-0.07807130,0.32987099,-0.59527304,0.15291229,-0.55966105,0.00593267,-0.01967572,0.59929861,-1.15668725
-5.54377189,0.88162331,-1.82080934,0.00107637,-0.00618496,0.01140106,-0.01614065,0.34510428,-0.39604568,0.07959968,-0.08036825,0.31665782,-0.61626669,0.15201275,-0.56738273,0.00632804,-0.01907371,0.57889501,-1.18509127
-5.53776888,0.86036834,-1.85844639,0.00098298,-0.00622687,0.01105271,-0.01624377,0.32129244,-0.40484672,0.07641018,-0.08273513,0.30730707,-0.63781251,0.15354860,-0.57428624,0.00682491,-0.01847445,0.56651356,-1.21366702
-5.53176588,0.85162426,-1.89515527,0.00089832,-0.00623024,0.01088046,-0.01634543,0.30168844,-0.41411673,0.07435550,-0.08511094,0.30194058,-0.65953000,0.15755385,-0.58017584,0.00742555,-0.01787643,0.56230813,-1.24178799
-5.52576288,0.85539842,-1.93002921,0.00082329,-0.00619442,0.01088217,-0.01643230,0.28629141,-0.42358501,0.07342951,-0.08743558,0.30061139,-0.68103923,0.16402441,-0.58487257,0.00813031,-0.01727760,0.56629825,-1.26884124
-5.51975988,0.87149418,-1.96221573,0.00075876,-0.00611964,0.01105283,-0.01649180,0.27503235,-0.43298712,0.07360758,-0.08965166,0.30330355,-0.70197201,0.17291766,-0.58822155,0.00893743,-0.01667566,0.57836963,-1.29424728
-5.51375688,0.89951533,-1.99094407,0.00070560,-0.00600693,0.01138464,-0.01651256,0.26777928,-0.44207211,0.07484745,-0.09170627,0.30993312,-0.72198221,0.18415243,-0.59009815,0.00984291,-0.01606827,0.59827667,-1.31747815
-5.50775388,0.93887378,-2.01554840,0.00066465,-0.00585817,0.01186715,-0.01648478,0.26434331,-0.45060884,0.07709027,-0.09355240,0.32035048,-0.74075479,0.19760953,-0.59041278,0.01084039,-0.01545337,0.62564710,-1.33807275
-5.50175088,0.98880044,-2.03548587,0.00063680,-0.00567599,0.01248735,-0.01640054,0.26448535,-0.45839130,0.08026193,-0.09515029,0.33434391,-0.75801305,0.21313308,-0.58911402,0.01192111,-0.01482937,0.65998878,-1.35564873
-5.49574787,1.04835958,-2.05034880,0.00062293,-0.00546367,0.01322990,-0.01625406,0.26792347,-0.46524279,0.08427460,-0.09646833,0.35164449,-0.77352397,0.23053249,-0.58618999,0.01307396,-0.01419535,0.70069895,-1.36991075
-5.48974487,1.11646694,-2.05987079,0.00062397,-0.00522504,0.01407736,-0.01604186,0.27434066,-0.47101880,0.08902853,-0.09748377,0.37193233,-0.78710149,0.24958542,-0.58166789,0.01428554,-0.01355115,0.74707602,-1.38065471
-5.48374187,1.19191149,-2.06392690,0.00064089,-0.00496436,0.01501049,-0.01576287,0.28339300,-0.47560862,0.09441415,-0.09818305,0.39484410,-0.79860769,0.27004159,-0.57561190,0.01554037,-0.01289752,0.79833385,-1.38776809
-5.47773887,1.27338094,-2.06252823,0.00067469,-0.00468620,0.01600859,-0.01541843,0.29471811,-0.47893579,0.10031435,-0.09856182,0.41998174,-0.80795218,0.29162756,-0.56811949,0.01682116,-0.01223608,0.85361853,-1.39122685
-5.47173587,1.35949060,-2.05581192,0.00072641,-0.00439523,0.01704993,-0.01501224,0.30794364,-0.48095739,0.10660704,-0.09862471,0.44692227,-0.81508974,0.31405245,-0.55931667,0.01810915,-0.01156932,0.91202750,-1.39108921
-5.46573287,1.44881504,-2.04402738,0.00079714,-0.00409614,0.01811213,-0.01455018,0.32269584,-0.48166247,0.11316796,-0.09838480,0.47522833,-0.82001676,0.33701436,-0.54935231,0.01938452,-0.01090053,0.97263052,-1.38748714
-5.45972986,1.53992191,-2.02752020,0.00088792,-0.00379349,0.01917272,-0.01404017,0.33860788,-0.48106980,0.11987352,-0.09786295,0.50445940,-0.82276678,0.36020742,-0.53839206,0.02062695,-0.01023370,1.03449205,-1.38061636
-5.45372686,1.63140675,-2.00671483,0.00099980,-0.00349159,0.02020965,-0.01349189,0.35532780,-0.47922507,0.12660387,-0.09708697,0.53418302,-0.82340565,0.38332925,-0.52661228,0.02181604,-0.00957337,1.09669428,-1.37072552
-5.44772386,1.72192772,-1.98209730,0.00113375,-0.00319437,0.02120181,-0.01291652,0.37252584,-0.47619790,0.13324586,-0.09609069,0.56398587,-0.82202662,0.40608842,-0.51419423,0.02293200,-0.00892446,1.15836008,-1.35810558
-5.44172086,1.81023873,-1.95419922,0.00129059,-0.00290535,0.02212959,-0.01232643,0.38990093,-0.47207877,0.13969590,-0.09491302,0.59348417,-0.81874589,0.42821173,-0.50131902,0.02395613,-0.00829217,1.21867484,-1.34307996
-5.43571786,1.89521972,-1.92358374,0.00147097,-0.00262754,0.02297542,-0.01173492,0.40718609,-0.46697617,0.14586266,-0.09359707,0.62233284,-0.81369885,0.44945087,-0.48816343,0.02487140,-0.00768177,1.27690630,-1.32599607
-5.42971486,1.97590262,-1.89083425,0.00167528,-0.00236342,0.02372423,-0.01115584,0.42415261,-0.46101388,0.15166935,-0.09218923,0.65023320,-0.80703716,0.46958814,-0.47489691,0.02566298,-0.00709845,1.33242151,-1.30721854
-5.42371186,2.05149181,-1.85654600,0.00190359,-0.00211493,0.02436391,-0.01060338,0.44061272,-0.45432870,0.15705569,-0.09073838,0.67693869,-0.79892683,0.48844105,-0.46167962,0.02631864,-0.00654723,1.38470002,-1.28712445
-5.41770885,2.12137792,-1.82132062,0.00215555,-0.00188344,0.02488565,-0.01009177,0.45642080,-0.44706851,0.16197918,-0.08929521,0.70225834,-0.78954727,0.50586539,-0.44866167,0.02682912,-0.00603279,1.43334264,-1.26610036
-5.41170585,2.18514454,-1.78576326,0.00243036,-0.00166986,0.02528421,-0.00963507,0.47147290,-0.43939059,0.16641596,-0.08791158,0.72605797,-0.77909103,0.52175673,-0.43598332,0.02718840,-0.00555945,1.47807537,-1.24454086
-5.40570285,2.24256724,-1.75048152,0.00272670,-0.00147457,0.02555807,-0.00924689,0.48570483,-0.43146024,0.17036087,-0.08663990,0.74825886,-0.76776414,0.53605030,-0.42377595,0.02739378,-0.00513103,1.51874829,-1.22284840
-5.39969985,2.29360518,-1.71608561,0.00304264,-0.00129758,0.02570951,-0.00894030,0.49908873,-0.42344943,0.17382696,-0.08553261,0.76883413,-0.75578657,0.54871914,-0.41216352,0.02744593,-0.00475085,1.55532955,-1.20143350
-5.39369685,2.33838584,-1.68318854,0.00337568,-0.00113849,0.02574449,-0.00872754,0.51162849,-0.41553541,0.17684434,-0.08464159,0.78780305,-0.74339251,0.55977086,-0.40126429,0.02734875,-0.00442172,1.58789472,-1.18071500
-5.38769385,2.37718359,-1.65240554,0.00372269,-0.00099664,0.02567255,-0.00861996,0.52335412,-0.40789909,0.17945840,-0.08401756,0.80522364,-0.73083011,0.56924306,-0.39119233,0.02710917,-0.00414587,1.61661232,-1.16111949
-5.38169085,2.41039374,-1.62435168,0.00407990,-0.00087112,0.02550648,-0.00862779,0.53431567,-0.40072308,0.18172760,-0.08370937,0.82118393,-0.71836025,0.57719784,-0.38205877,0.02673681,-0.00392501,1.64172626,-1.14307936
-5.37568784,2.43850316,-1.59963712,0.00444301,-0.00076085,0.02526198,-0.00876003,0.54457666,-0.39418922,0.18372081,-0.08376315,0.83579259,-0.70625419,0.58371566,-0.37397226,0.02624354,-0.00376031,1.66353633,-1.12702901
-5.36968484,2.46205949,-1.57885925,0.00480720,-0.00066464,0.02495719,-0.00902424,0.55420784,-0.38847557,0.18551439,-0.08422145,0.84916933,-0.69478978,0.58888908,-0.36703873,0.02564309,-0.00365240,1.68237783,-1.11339892
-5.36368184,2.48164047,-1.56259172,0.00516722,-0.00058125,0.02461225,-0.00942641,0.56328120,-0.38375278,0.18718909,-0.08512210,0.86143572,-0.68424629,0.59281661,-0.36136017,0.02495046,-0.00360140,1.69860153,-1.10260737
-5.35767884,2.49782505,-1.55137040,0.00551754,-0.00050941,0.02424869,-0.00997074,0.57186493,-0.38018000,0.18882697,-0.08649706,0.87270698,-0.67489786,0.59559717,-0.35703250,0.02418147,-0.00360692,1.71255497,-1.09505003
-5.35167584,2.51116769,-1.54567669,0.00585247,-0.00044788,0.02388892,-0.01065946,0.58001923,-0.37790032,0.19050838,-0.08837120,0.88308509,-0.66700575,0.59732538,-0.35414260,0.02335221,-0.00366806,1.72456616,-1.09108761
-5.34567284,2.52217706,-1.54591886,0.00616630,-0.00039548,0.02355565,-0.01149262,0.58779343,-0.37703598,0.19230918,-0.09076098,0.89265364,-0.66080983,0.59808799,-0.35276462,0.02247862,-0.00378339,1.73493032,-1.09103232
