energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-6.00000000,3.66588605,0.07394820,0.00000000,1.62930222,1.63940087,0.01690055,2.26901946
-5.99399700,3.66917111,0.07540378,0.00000000,1.64412260,1.63758121,0.01677784,2.27303608
-5.98799400,3.66731935,0.07679218,0.00000000,1.65540981,1.63351873,0.01665441,2.27447006
-5.98199100,3.66068637,0.07811501,0.00000000,1.66322309,1.62729810,0.01653961,2.27351731
-5.97598799,3.64963909,0.07937278,0.00000000,1.66763587,1.61902015,0.01644202,2.27035883
-5.96998499,3.63453251,0.08056446,0.00000000,1.66872668,1.60879365,0.01636907,2.26514581
-5.96398199,3.61568764,0.08168701,0.00000000,1.66657109,1.59672703,0.01632676,2.25798672
-5.95797899,3.59337212,0.08273500,0.00000000,1.66123515,1.58292059,0.01631936,2.24893717
-5.95197599,3.56778451,0.08370042,0.00000000,1.65277077,1.56745982,0.01634926,2.23799322
-5.94597299,3.53904349,0.08457248,0.00000000,1.64121339,1.55041033,0.01641678,2.22508880
-5.93996998,3.50718267,0.08533767,0.00000000,1.62658214,1.53181474,0.01652021,2.21009737
-5.93396698,3.47215156,0.08597995,0.00000000,1.60888249,1.51169184,0.01665580,2.19283812
-5.92796398,3.43382288,0.08648105,0.00000000,1.58811132,1.49003816,0.01681791,2.17308630
-5.92196098,3.39200596,0.08682101,0.00000000,1.56426408,1.46683202,0.01699921,2.15058739
-5.91595798,3.34646562,0.08697879,0.00000000,1.53734358,1.44203967,0.01719099,2.12507443
-5.90995498,3.29694563,0.08693310,0.00000000,1.50736994,1.41562345,0.01738343,2.09628765
-5.90395198,3.24319544,0.08666322,0.00000000,1.47439100,1.38755120,0.01756608,2.06399523
-5.89794897,3.18499870,0.08614994,0.00000000,1.43849249,1.35780667,0.01772817,2.02801439
-5.89194597,3.12220186,0.08537653,0.00000000,1.39980726,1.32639992,0.01785915,1.98823124
-5.88594297,3.05474125,0.08432962,0.00000000,1.35852295,1.29337728,0.01794902,1.94461858
-5.87993997,2.98266678,0.08300008,0.00000000,1.31488735,1.25883009,0.01798877,1.89725037
-5.87393697,2.90616089,0.08138369,0.00000000,1.26921127,1.22290150,0.01797079,1.84631214
-5.86793397,2.82555141,0.07948175,0.00000000,1.22186822,1.18579095,0.01788909,1.79210646
-5.86193097,2.74131736,0.07730144,0.00000000,1.17329103,1.14775576,0.01773964,1.73505315
-5.85592796,2.65408714,0.07485594,0.00000000,1.12396524,1.10910963,0.01752051,1.67568391
-5.84992496,2.56462895,0.07216440,0.00000000,1.07441964,1.07021801,0.01723199,1.61463157
-5.84392196,2.47383373,0.06925165,0.00000000,1.02521403,1.03149033,0.01687660,1.55261424
-5.83791896,2.38269139,0.06614768,0.00000000,0.97692507,0.99336941,0.01645910,1.49041501
-5.83191596,2.29226139,0.06288694,0.00000000,0.93013051,0.95631848,0.01598630,1.42885806
-5.82591296,2.20363899,0.05950751,0.00000000,0.88539277,0.92080643,0.01546696,1.36878224
-5.81990995,2.11791904,0.05605012,0.00000000,0.84324242,0.88729185,0.01491156,1.31101326
-5.81390695,2.03615887,0.05255709,0.00000000,0.80416246,0.85620679,0.01433201,1.25633573
-5.80790395,1.95934225,0.04907129,0.00000000,0.76857403,0.82794088,0.01374140,1.20546636
-5.80190095,1.88834613,0.04563503,0.00000000,0.73682425,0.80282669,0.01315371,1.15902947
-5.79589795,1.82391167,0.04228911,0.00000000,0.70917665,0.78112701,0.01258350,1.11753594
-5.78989495,1.76662108,0.03907187,0.00000000,0.68580460,0.76302473,0.01204562,1.08136651
-5.78389195,1.71688102,0.03601843,0.00000000,0.66678811,0.74861573,0.01155492,1.05076015
-5.77788894,1.67491341,0.03316005,0.00000000,0.65211385,0.73790524,0.01112598,1.02580797
-5.77188594,1.64075373,0.03052361,0.00000000,0.64167854,0.73080777,0.01077285,1.00645287
-5.76588294,1.61425669,0.02813128,0.00000000,0.63529533,0.72715061,0.01050883,0.99249487
-5.75987994,1.59510870,0.02600037,0.00000000,0.63270285,0.72668071,0.01034617,0.98360182
-5.75387694,1.58284618,0.02414322,0.00000000,0.63357640,0.72907461,0.01029589,0.97932481
-5.74787394,1.57687858,0.02256731,0.00000000,0.63754076,0.73395078,0.01036752,0.97911755
-5.74187094,1.57651468,0.02127538,0.00000000,0.64418391,0.74088390,0.01056889,0.98235872
-5.73586793,1.58099067,0.02026570,0.00000000,0.65307104,0.74942021,0.01090584,0.98837619
-5.72986493,1.58949851,0.01953234,0.00000000,0.66375812,0.75909326,0.01138207,0.99647193
-5.72386193,1.60121310,0.01906545,0.00000000,0.67580460,0.76943919,0.01199882,1.00594650
-5.71785893,1.61531701,0.01885164,0.00000000,0.68878446,0.78001099,0.01275471,1.01612189
-5.71185593,1.63102161,0.01887428,0.00000000,0.70229549,0.79039092,0.01364553,1.02636196
-5.70585293,1.64758408,0.01911385,0.00000000,0.71596621,0.80020075,0.01466408,1.03608937
-5.69984992,1.66431952,0.01954823,0.00000000,0.72946061,0.80910929,0.01580006,1.04479873
-5.69384692,1.68060842,0.02015306,0.00000000,0.74248045,0.81683726,0.01704006,1.05206532
-5.68784392,1.69589947,0.02090207,0.00000000,0.75476541,0.82315921,0.01836759,1.05754957
-5.68184092,1.70970837,0.02176742,0.00000000,0.76609137,0.82790294,0.01976324,1.06099718
-5.67583792,1.72161344,0.02272005,0.00000000,0.77626717,0.83094646,0.02120493,1.06223552
-5.66983492,1.73124889,0.02373015,0.00000000,0.78513031,0.83221316,0.02266829,1.06116675
-5.66383192,1.73829692,0.02476753,0.00000000,0.79254223,0.83166557,0.02412714,1.05775843
-5.65782891,1.74247962,0.02580216,0.00000000,0.79838345,0.82929840,0.02555406,1.05203256
-5.65182591,1.74355183,0.02680472,0.00000000,0.80254929,0.82513140,0.02692108,1.04405383
-5.64582291,1.74129565,0.02774712,0.00000000,0.80494653,0.81920263,0.02820043,1.03391801
-5.63981991,1.73551738,0.02860312,0.00000000,0.80549121,0.81156261,0.02936535,1.02174130
-5.63381691,1.72604724,0.02934894,0.00000000,0.80410801,0.80226986,0.03039085,1.00765123
-5.62781391,1.71274209,0.02996382,0.00000000,0.80073111,0.79138788,0.03125452,0.99177977
-5.62181091,1.69549086,0.03043058,0.00000000,0.79530658,0.77898392,0.03193723,0.97425878
-5.61580790,1.67422248,0.03073613,0.00000000,0.78779610,0.76512948,0.03242381,0.95521809
-5.60980490,1.64891553,0.03087181,0.00000000,0.77818176,0.74990218,0.03270351,0.93478599
-5.60380190,1.61960891,0.03083377,0.00000000,0.76647147,0.73338913,0.03277035,0.91309203
-5.59779890,1.58641266,0.03062305,0.00000000,0.75270471,0.71569104,0.03262335,0.89027153
-5.59179590,1.54951789,0.03024568,0.00000000,0.73695800,0.69692693,0.03226654,0.86647140
-5.58579290,1.50920502,0.02971253,0.00000000,0.71934974,0.67723880,0.03170871,0.84185660
-5.57978989,1.46584956,0.02903903,0.00000000,0.70004392,0.65679601,0.03096316,0.81661660
-5.57378689,1.41992460,0.02824483,0.00000000,0.67925244,0.63579865,0.03004713,0.79097129
-5.56778389,1.37199974,0.02735319,0.00000000,0.65723560,0.61447986,0.02898117,0.76517558
-5.56178089,1.32273606,0.02639042,0.00000000,0.63430070,0.59310660,0.02778839,0.73952245
-5.55577789,1.27287712,0.02538508,0.00000000,0.61079867,0.57197865,0.02649366,0.71434381
-5.54977489,1.22323614,0.02436724,0.00000000,0.58711865,0.55142595,0.02512273,0.69000911
-5.54377189,1.17467980,0.02336765,0.00000000,0.56368068,0.53180402,0.02370140,0.66692149
-5.53776888,1.12810901,0.02241691,0.00000000,0.54092677,0.51348771,0.02225475,0.64551147
-5.53176588,1.08443741,0.02154466,0.00000000,0.51931057,0.49686338,0.02080636,0.62622837
-5.52576288,1.04456835,0.02077884,0.00000000,0.49928589,0.48231979,0.01937773,0.60952967
-5.51975988,1.00937096,0.02014499,0.00000000,0.48129469,0.47023792,0.01798776,0.59586865
-5.51375688,0.97965632,0.01966565,0.00000000,0.46575460,0.46098015,0.01665240,0.58568079
-5.50775388,0.95615431,0.01935991,0.00000000,0.45304672,0.45487906,0.01538443,0.57936933
-5.50175088,0.93949191,0.01924296,0.00000000,0.44350384,0.45222628,0.01419340,0.57729062
-5.49574787,0.93017370,0.01932588,0.00000000,0.43739955,0.45326176,0.01308564,0.57973970
-5.48974487,0.92856501,0.01961550,0.00000000,0.43493865,0.45816381,0.01206450,0.58693669
-5.48374187,0.93487827,0.02011436,0.00000000,0.43624908,0.46704026,0.01113060,0.59901454
-5.47773887,0.94916299,0.02082081,0.00000000,0.44137575,0.47992106,0.01028216,0.61600872
-5.47173587,0.97129971,0.02172925,0.00000000,0.45027641,0.49675267,0.00951546,0.63784909
-5.46573287,1.00099807,0.02283037,0.00000000,0.46281984,0.51739446,0.00882527,0.66435462
-5.45972986,1.03779924,0.02411156,0.00000000,0.47878640,0.54161727,0.00820527,0.69523113
-5.45372686,1.08108265,0.02555738,0.00000000,0.49787108,0.56910453,0.00764852,0.73007239
-5.44772386,1.13007710,0.02715003,0.00000000,0.51968900,0.59945572,0.00714787,0.76836464
-5.44172086,1.18387591,0.02886989,0.00000000,0.54378335,0.63219253,0.00669629,0.80949469
-5.43571786,1.24145604,0.03069607,0.00000000,0.56963552,0.66676739,0.00628721,0.85276145
-5.42971486,1.30170061,0.03260698,0.00000000,0.59667732,0.70257445,0.00591472,0.89739066
-5.42371186,1.36342437,0.03458081,0.00000000,0.62430489,0.73896275,0.00557379,0.94255258
-5.41770885,1.42540156,0.03659610,0.00000000,0.65189393,0.77525113,0.00526035,0.98738209
-5.41170585,1.48639530,0.03863211,0.00000000,0.67881590,0.81074470,0.00497132,1.03100060
-5.40570285,1.54518784,0.04066922,0.00000000,0.70445454,0.84475221,0.00470464,1.07253920
-5.39969985,1.60061058,0.04268930,0.00000000,0.72822236,0.87660389,0.00445920,1.11116212
-5.39369685,1.65157318,0.04467586,0.00000000,0.74957640,0.90566915,0.00423470,1.14608982
-5.38769385,1.69709055,0.04661425,0.00000000,0.76803276,0.93137345,0.00403160,1.17662077
-5.38169085,1.73630711,0.04849171,0.00000000,0.78317947,0.95321391,0.00385089,1.20215122
-5.37568784,1.76851724,0.05029738,0.00000000,0.79468711,0.97077287,0.00369398,1.22219204
-5.36968484,1.79318143,0.05202221,0.00000000,0.80231690,0.98372911,0.00356253,1.23638213
-5.36368184,1.80993740,0.05365879,0.00000000,0.80592596,0.99186606,0.00345828,1.24449781
-5.35767884,1.81860596,0.05520122,0.00000000,0.80546948,0.99507696,0.00338291,1.24645781
-5.35167584,1.81919134,0.05664479,0.00000000,0.80099989,0.99336653,0.00333792,1.24232371
-5.34567284,1.81187617,0.05798578,0.00000000,0.79266297,0.98684926,0.00332449,1.23229577
-5.33966983,1.79701118,0.05922116,0.00000000,0.78069118,0.97574433,0.00334344,1.21670454
-5.33366683,1.77510027,0.06034830,0.00000000,0.76539446,0.96036747,0.00339511,1.19599836
-5.32766383,1.74678154,0.06136475,0.00000000,0.74714890,0.94111996,0.00347936,1.17072754
-5.32166083,1.71280508,0.06226795,0.00000000,0.72638385,0.91847550,0.00359559,1.14152578
-5.31565783,1.67400843,0.06305509,0.00000000,0.70356781,0.89296516,0.00374268,1.10908965
-5.30965483,1.63129079,0.06372292,0.00000000,0.67919386,0.86516134,0.00391914,1.07415701
