energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-5.68184092,3.61518785,0.04763015,0.01564693,1.35231772,1.25946848,0.03035158,2.41749858,0.48528451,0.15321925
-5.67583792,3.69070764,0.04730964,0.01597366,1.38788916,1.27766455,0.03098736,2.47380836,0.49159226,0.15801064
-5.66983492,3.76013325,0.04694637,0.01630388,1.42174008,1.29302418,0.03157898,2.52611496,0.49770417,0.16254198
-5.66383192,3.82247626,0.04653919,0.01663311,1.45348405,1.30524973,0.03211613,2.57373628,0.50353608,0.16675999
-5.65782891,3.87679795,0.04608750,0.01695604,1.48272541,1.31408943,0.03258843,2.61601537,0.50899812,0.17061247
-5.65182591,3.92222067,0.04559123,0.01726661,1.50906541,1.31933859,0.03298570,2.65232872,0.51399628,0.17404890
-5.64582291,3.95793970,0.04505087,0.01755810,1.53210962,1.32083997,0.03329828,2.68209532,0.51843414,0.17702115
-5.63981991,3.98323596,0.04446732,0.01782329,1.55147659,1.31848372,0.03351725,2.70478655,0.52221507,0.17948430
-5.63381691,3.99748952,0.04384190,0.01805461,1.56680767,1.31220687,0.03363477,2.71993693,0.52524457,0.18139756
-5.62781391,4.00019383,0.04317622,0.01824440,1.57777754,1.30199278,0.03364433,2.72715553,0.52743302,0.18272525
-5.62181091,3.99097039,0.04247218,0.01838513,1.58410535,1.28787039,0.03354095,2.72613781,0.52869864,0.18343785
-5.61580790,3.96958336,0.04173191,0.01846965,1.58556585,1.26991366,0.03332142,2.71667745,0.52897064,0.18351310
-5.60980490,3.93595350,0.04095782,0.01849150,1.58200022,1.24824085,0.03298447,2.69867768,0.52819243,0.18293695
-5.60380190,3.89017071,0.04015265,0.01844511,1.57332587,1.22301385,0.03253084,2.67216151,0.52632487,0.18170457
-5.59779890,3.83250425,0.03931960,0.01832611,1.55954492,1.19443726,0.03196341,2.63728020,0.52334926,0.17982108
-5.59179590,3.76340989,0.03846244,0.01813149,1.54075073,1.16275723,0.03128713,2.59431941,0.51927004,0.17730216
-5.58579290,3.68353309,0.03758574,0.01785978,1.51713203,1.12825975,0.03050903,2.54370226,0.51411697,0.17417436
-5.57978989,3.59370765,0.03669502,0.01751120,1.48897449,1.09126841,0.02963806,2.48598901,0.50794671,0.17047513
-5.57378689,3.49494914,0.03579697,0.01708771,1.45665920,1.05214124,0.02868498,2.42187284,0.50084350,0.16625247
-5.56778389,3.38844296,0.03489957,0.01659299,1.42065824,1.01126683,0.02766209,2.35217164,0.49291907,0.16156436
-5.56178089,3.27552696,0.03401229,0.01603242,1.38152730,0.96905944,0.02658295,2.27781565,0.48431150,0.15647769
-5.55577789,3.15766885,0.03314606,0.01541296,1.33989537,0.92595320,0.02546216,2.19983139,0.47518311,0.15106704
-5.54977489,3.03643892,0.03231331,0.01474294,1.29645218,0.88239551,0.02431493,2.11932208,0.46571743,0.14541303
-5.54377189,2.91347891,0.03152784,0.01403190,1.25193349,0.83883962,0.02315681,2.03744521,0.45611523,0.13960061
-5.53776888,2.79046799,0.03080463,0.01329029,1.20710505,0.79573680,0.02200327,1.95538815,0.44658979,0.13371707
-5.53176588,2.66908706,0.03015950,0.01252922,1.16274569,0.75352814,0.02086942,1.87434238,0.43736163,0.12785006
-5.52576288,2.55098260,0.02960878,0.01176017,1.11963022,0.71263632,0.01976962,1.79547756,0.42865280,0.12208560
-5.51975988,2.43773145,0.02916879,0.01099466,1.07851283,0.67345769,0.01871721,1.71991624,0.42068096,0.11650612
-5.51375688,2.33080768,0.02885535,0.01024401,1.04011150,0.63635481,0.01772425,1.64871011,0.41365361,0.11118874
-5.50775388,2.23155281,0.02868322,0.00951907,1.00509399,0.60164992,0.01680128,1.58281864,0.40776250,0.10620368
-5.50175088,2.14115022,0.02866552,0.00882997,0.97406574,0.56961929,0.01595716,1.52309085,0.40317859,0.10161301
-5.49574787,2.06060461,0.02881319,0.00818595,0.94756006,0.54048903,0.01519897,1.47025059,0.40004761,0.09746962
-5.48974487,1.99072697,0.02913451,0.00759518,0.92603064,0.51443203,0.01453192,1.42488575,0.39848654,0.09381655
-5.48374187,1.93212520,0.02963465,0.00706468,0.90984647,0.49156659,0.01395939,1.38744157,0.39858088,0.09068662
-5.47773887,1.88520048,0.03031537,0.00660025,0.89928905,0.47195635,0.01348292,1.35821787,0.40038299,0.08810228
-5.47173587,1.85014897,0.03117476,0.00620638,0.89455158,0.45561174,0.01310233,1.33737003,0.40391135,0.08607588
-5.46573287,1.82696833,0.03220723,0.00588634,0.89573998,0.44249264,0.01281584,1.32491336,0.40915070,0.08460998
-5.45972986,1.81546847,0.03340346,0.00564214,0.90287521,0.43251234,0.01262020,1.32073027,0.41605313,0.08369796
-5.45372686,1.81528562,0.03475060,0.00547462,0.91589659,0.42554228,0.01251089,1.32457978,0.42453983,0.08332474
-5.44772386,1.82589888,0.03623254,0.00538351,0.93466584,0.42141768,0.01248231,1.33610854,0.43450336,0.08346754
-5.44172086,1.84664841,0.03783028,0.00536751,0.95897126,0.41994358,0.01252793,1.35486305,0.44581048,0.08409675
-5.43571786,1.87675435,0.03952237,0.00542434,0.98853208,0.42090114,0.01264052,1.38030220,0.45830510,0.08517671
-5.42971486,1.91533589,0.04128540,0.00555087,1.02300254,0.42405401,0.01281228,1.41180987,0.47181146,0.08666662
-5.42371186,1.96142974,0.04309455,0.00574318,1.06197583,0.42915446,0.01303503,1.44870717,0.48613722,0.08852123
-5.41770885,2.01400769,0.04492410,0.00599659,1.10498779,0.43594926,0.01330033,1.49026394,0.50107643,0.09069161
-5.41170585,2.07199293,0.04674795,0.00630580,1.15152052,0.44418492,0.01359960,1.53570956,0.51641240,0.09312586
-5.40570285,2.13427521,0.04854009,0.00666488,1.20100617,0.45361251,0.01392423,1.58424295,0.53192030,0.09576972
-5.39969985,2.19972468,0.05027500,0.00706740,1.25283112,0.46399166,0.01426562,1.63504203,0.54736954,0.09856721
-5.39369685,2.26720490,0.05192805,0.00750641,1.30634097,0.47509409,0.01461530,1.68727256,0.56252610,0.10146126
-5.38769385,2.33558519,0.05347578,0.00797460,1.36084647,0.48670630,0.01496494,1.74009702,0.57715468,0.10439434
-5.38169085,2.40375269,0.05489611,0.00846430,1.41563100,0.49863186,0.01530638,1.79268348,0.59102098,0.10730916
-5.37568784,2.47062452,0.05616863,0.00896758,1.46995945,0.51069304,0.01563173,1.84421496,0.60389404,0.11014936
-5.36968484,2.53516046,0.05727466,0.00947639,1.52308901,0.52273206,0.01593338,1.89389933,0.61554878,0.11286034
-5.36368184,2.59637612,0.05819747,0.00998262,1.57428155,0.53461200,0.01620406,1.94098006,0.62576896,0.11539004
-5.35767884,2.65335694,0.05892236,0.01047823,1.62281766,0.54621737,0.01643691,1.98474775,0.63435030,0.11768989
-5.35167584,2.70527275,0.05943683,0.01095543,1.66801203,0.55745455,0.01662555,2.02455227,0.64110415,0.11971569
-5.34567284,2.75139272,0.05973072,0.01140676,1.70922964,0.56825198,0.01676420,2.05981537,0.64586127,0.12142857
-5.33966983,2.79110024,0.05979639,0.01182529,1.74590231,0.57856022,0.01684772,2.09004336,0.64847594,0.12279584
-5.33366683,2.82390713,0.05962885,0.01220472,1.77754482,0.58835189,0.01687180,2.11483923,0.64883005,0.12379189
-5.32766383,2.84946647,0.05922602,0.01253958,1.80376996,0.59762136,0.01683298,2.13391381,0.64683713,0.12439883
-5.32166083,2.86758329,0.05858887,0.01282529,1.82430166,0.60638425,0.01672881,2.14709516,0.64244599,0.12460714
-5.31565783,2.87822235,0.05772157,0.01305833,1.83898554,0.61467664,0.01655793,2.15433559,0.63564376,0.12441600
-5.30965483,2.88151220,0.05663166,0.01323626,1.84779605,0.62255388,0.01632011,2.15571583,0.62645817,0.12383350
-5.30365183,2.87774492,0.05533003,0.01335785,1.85083990,0.63008903,0.01601632,2.15144566,0.61495881,0.12287651
-5.29764882,2.86737116,0.05383099,0.01342303,1.84835508,0.63737079,0.01564873,2.14186070,0.60125713,0.12157042
-5.29164582,2.85099000,0.05215205,0.01343293,1.84070559,0.64450094,0.01522070,2.12741525,0.58550521,0.11994847
-5.28564282,2.82933393,0.05031380,0.01338982,1.82837164,0.65159122,0.01473667,2.10867100,0.56789315,0.11805099
-5.27963982,2.80324891,0.04833945,0.01329703,1.81193575,0.65875978,0.01420215,2.08628198,0.54864502,0.11592425
-5.27363682,2.77367011,0.04625447,0.01315882,1.79206504,0.66612706,0.01362348,2.06097601,0.52801370,0.11361928
-5.26763382,2.74159424,0.04408600,0.01298030,1.76949049,0.67381140,0.01300777,2.03353336,0.50627453,0.11119042
-5.26163082,2.70804908,0.04186220,0.01276720,1.74498385,0.68192425,0.01236261,2.00476326,0.48371814,0.10869383
-5.25562781,2.67406162,0.03961155,0.01252579,1.71933315,0.69056539,0.01169595,1.97547920,0.46064269,0.10618595
-5.24962481,2.64062584,0.03736214,0.01226261,1.69331783,0.69981800,0.01101583,1.94647396,0.43734592,0.10372191
-5.24362181,2.60867143,0.03514086,0.01198435,1.66768440,0.70974408,0.01033017,1.91849526,0.41411722,0.10135413
-5.23761881,2.57903465,0.03297276,0.01169763,1.64312359,0.72038010,0.00964661,1.89222309,0.39123009,0.09913085
-5.23161581,2.55243250,0.03088036,0.01140888,1.62024997,0.73173338,0.00897228,1.86824952,0.36893544,0.09709503
-5.22561281,2.52944107,0.02888309,0.01112412,1.59958467,0.74377909,0.00831365,1.84706171,0.34745573,0.09528323
-5.21960980,2.51047911,0.02699687,0.01084887,1.58154181,0.75645822,0.00767642,1.82902887,0.32698045,0.09372487
-5.21360680,2.49579716,0.02523375,0.01058802,1.56641912,0.76967664,0.00706540,1.81439350,0.30766281,0.09244161
-5.20760380,2.48547276,0.02360180,0.01034571,1.55439299,0.78330529,0.00648446,1.80326716,0.28961804,0.09144710
-5.20160080,2.47941177,0.02210507,0.01012529,1.54551784,0.79718169,0.00593654,1.79563089,0.27292291,0.09074680
-5.19559780,2.47735566,0.02074372,0.00992923,1.53972989,0.81111267,0.00542359,1.79134012,0.25761685,0.09033819
-5.18959480,2.47889435,0.01951432,0.00975913,1.53685472,0.82487836,0.00494671,1.79013372,0.24370409,0.09021114
-5.18359180,2.48348399,0.01841020,0.00961569,1.53661847,0.83823741,0.00450613,1.79164674,0.23115709,0.09034839
-5.17758879,2.49046891,0.01742201,0.00949875,1.53866177,0.85093310,0.00410138,1.79542618,0.21992063,0.09072633
-5.17158579,2.49910665,0.01653821,0.00940729,1.54255586,0.86270041,0.00373132,1.80094911,0.20991662,0.09131581
-5.16558279,2.50859508,0.01574573,0.00933950,1.54782021,0.87327355,0.00339435,1.80764231,0.20104925,0.09208308
-5.15957979,2.51810048,0.01503057,0.00929286,1.55394060,0.88239383,0.00308843,1.81490253,0.19321019,0.09299082
-5.15357679,2.52678532,0.01437844,0.00926422,1.56038722,0.88981741,0.00281128,1.82211660,0.18628369,0.09399910
-5.14757379,2.53383473,0.01377531,0.00924989,1.56663178,0.89532273,0.00256045,1.82868064,0.18015135,0.09506650
-5.14157079,2.53848056,0.01320792,0.00924573,1.57216317,0.89871718,0.00233343,1.83401739,0.17469630,0.09615101
-5.13556778,2.54002222,0.01266424,0.00924732,1.57650108,0.89984277,0.00212775,1.83759145,0.16980679,0.09721105
-5.12956478,2.53784354,0.01213382,0.00925004,1.57920706,0.89858054,0.00194101,1.83892153,0.16537902,0.09820628
-5.12356178,2.53142525,0.01160797,0.00924920,1.57989304,0.89485345,0.00177100,1.83758968,0.16131914,0.09909835
-5.11755878,2.52035277,0.01108000,0.00924019,1.57822687,0.88862774,0.00161569,1.83324730,0.15754451,0.09985159
-5.11155578,2.50431936,0.01054520,0.00921857,1.57393514,0.87991261,0.00147329,1.82561785,0.15398423,0.10043353
-5.10555278,2.48312487,0.01000079,0.00918024,1.56680345,0.86875838,0.00134222,1.81449657,0.15057898,0.10081532
-5.09954977,2.45667064,0.00944587,0.00912149,1.55667438,0.85525316,0.00122117,1.79974757,0.14728029,0.10097201
-5.09354677,2.42495100,0.00888112,0.00903915,1.54344363,0.83951835,0.00110903,1.78129865,0.14404945,0.10088281
-5.08754377,2.38804248,0.00830865,0.00893063,1.52705482,0.82170319,0.00100490,1.75913456,0.14085608,0.10053112
-5.08154077,2.34609128,0.00773168,0.00879401,1.50749349,0.80197868,0.00090806,1.73328923,0.13767651,0.09990461
-5.07553777,2.29930016,0.00715427,0.00862809,1.48478084,0.78053126,0.00081796,1.70383761,0.13449225,0.09899515
-5.06953477,2.24791549,0.00658099,0.00843239,1.45896764,0.75755655,0.00073418,1.67088772,0.13128845,0.09779867
-5.06353177,2.19221530,0.00601667,0.00820716,1.43012881,0.73325353,0.00065638,1.63457345,0.12805258,0.09631508
-5.05752876,2.13249881,0.00546615,0.00795336,1.39835903,0.70781933,0.00058430,1.59504846,0.12477343,0.09454803
-5.05152576,2.06907821,0.00493400,0.00767263,1.36376945,0.68144495,0.00051774,1.55248155,0.12144033,0.09250476
-5.04552276,2.00227253,0.00442439,0.00736721,1.32648570,0.65431204,0.00045651,1.50705350,0.11804278,0.09019583
-5.03951976,1.93240403,0.00394093,0.00703988,1.28664724,0.62659068,0.00040045,1.45895556,0.11457033,0.08763498
-5.03351676,1.85979671,0.00348656,0.00669384,1.24440762,0.59843831,0.00034939,1.40838923,0.11101281,0.08483881
-5.02751376,1.78477672,0.00306348,0.00633265,1.19993573,0.56999959,0.00030313,1.35556724,0.10736077,0.08182659
-5.02151076,1.70767415,0.00267318,0.00596011,1.15341747,0.54140709,0.00026148,1.30071524,0.10360604,0.07861999
-5.01550775,1.62882576,0.00231640,0.00558012,1.10505763,0.51278266,0.00022422,1.24407387,0.09974247,0.07524277
-5.00950475,1.54857792,0.00199321,0.00519663,1.05508145,0.48423913,0.00019111,1.18590077,0.09576663,0.07172052
-5.00350175,1.46728928,0.00170307,0.00481350,1.00373573,0.45588222,0.00016187,1.12647207,0.09167848,0.06808030
-4.99749875,1.38533263,0.00144491,0.00443441,0.95128891,0.42781241,0.00013625,1.06608306,0.08748190,0.06435027
-4.99149575,1.30309548,0.00121721,0.00406279,0.89803017,0.40012655,0.00011395,1.00504767,0.08318503,0.06055934
-4.98549275,1.22097918,0.00101812,0.00370176,0.84426723,0.37291912,0.00009468,0.94369677,0.07880046,0.05673668
-4.97948974,1.13939625,0.00084554,0.00335405,0.79032291,0.34628292,0.00007816,0.88237496,0.07434517,0.05291136
-4.97348674,1.05876619,0.00069721,0.00302201,0.73653048,0.32030929,0.00006409,0.82143617,0.06984015,0.04911185
-4.96748374,0.97950964,0.00057080,0.00270753,0.68322800,0.29508773,0.00005221,0.76123801,0.06530997,0.04536555
-4.96148074,0.90204144,0.00046398,0.00241208,0.63075192,0.27070503,0.00004224,0.70213530,0.06078202,0.04169843
-4.95547774,0.82676269,0.00037445,0.00213668,0.57943015,0.24724402,0.00003395,0.64447297,0.05628568,0.03813453
-4.94947474,0.75405257,0.00030004,0.00188196,0.52957502,0.22478195,0.00002709,0.58857877,0.05185138,0.03469564
-4.94347174,0.68426008,0.00023869,0.00164814,0.48147651,0.20338884,0.00002148,0.53475617,0.04750961,0.03140097
-4.93746873,0.61769638,0.00018853,0.00143512,0.43539597,0.18312565,0.00001691,0.48327772,0.04328994,0.02826688
-4.93146573,0.55462809,0.00014784,0.00124246,0.39156077,0.16404275,0.00001322,0.43437942,0.03922013,0.02530673
-4.92546273,0.49527186,0.00011510,0.00106948,0.35015996,0.14617849,0.00001026,0.38825609,0.03532528,0.02253074
-4.91945973,0.43979056,0.00008897,0.00091528,0.31134130,0.12955818,0.00000791,0.34505818,0.03162719,0.01994601
-4.91345673,0.38829116,0.00006828,0.00077879,0.27520958,0.11419347,0.00000606,0.30488998,0.02814383,0.01755656
-4.90745373,0.34082444,0.00005202,0.00065882,0.24182642,0.10008217,0.00000461,0.26780938,0.02488901,0.01536343
-4.90145073,0.29738643,0.00003935,0.00055411,0.21121131,0.08720852,0.00000348,0.23382901,0.02187219,0.01336496
-4.89544772,0.25792147,0.00002955,0.00046333,0.18334394,0.07554386,0.00000261,0.20291873,0.01909854,0.01155699
-4.88944472,0.22232667,0.00002204,0.00038517,0.15816756,0.06504780,0.00000194,0.17500929,0.01656906,0.00993315
-4.88344172,0.19045746,0.00001631,0.00031833,0.13559318,0.05566953,0.00000143,0.14999682,0.01428090,0.00848526
-4.87743872,0.16213402,0.00001199,0.00026156,0.11550436,0.04734954,0.00000105,0.12774805,0.01222774,0.00720361
-4.87143572,0.13714816,0.00000875,0.00021365,0.09776240,0.04002138,0.00000077,0.10810592,0.01040029,0.00607737
-4.86543272,0.11527039,0.00000634,0.00017350,0.08221162,0.03361353,0.00000056,0.09089532,0.00878683,0.00509491
-4.85942971,0.09625692,0.00000456,0.00014006,0.06868459,0.02805125,0.00000040,0.07592879,0.00737372,0.00424414
-4.85342671,0.07985629,0.00000326,0.00011240,0.05700709,0.02325836,0.00000028,0.06301184,0.00614599,0.00351278
-4.84742371,0.06581543,0.00000231,0.00008968,0.04700265,0.01915888,0.00000020,0.05194793,0.00508782,0.00288869
-4.84142071,0.05388500,0.00000162,0.00007112,0.03849654,0.01567842,0.00000014,0.04254278,0.00418304,0.00236004
-4.83541771,0.04382394,0.00000114,0.00005607,0.03131917,0.01274544,0.00000010,0.03460812,0.00341556,0.00191553
-4.82941471,0.03540312,0.00000079,0.00004394,0.02530886,0.01029222,0.00000007,0.02796460,0.00276967,0.00154450
-4.82341171,0.02840814,0.00000054,0.00003423,0.02031397,0.00825557,0.00000005,0.02244416,0.00223039,0.00123710
-4.81740870,0.02264129,0.00000037,0.00002650,0.01619436,0.00657739,0.00000003,0.01789157,0.00178365,0.00098429
-4.81140570,0.01792271,0.00000025,0.00002040,0.01282235,0.00520491,0.00000002,0.01416549,0.00141648,0.00077791
-4.80540270,0.01409088,0.00000017,0.00001560,0.01008312,0.00409084,0.00000001,0.01113888,0.00111705,0.00061067
-4.79939970,0.01100255,0.00000011,0.00001186,0.00787473,0.00319331,0.00000001,0.00869896,0.00087476,0.00047616
-4.79339670,0.00853217,0.00000008,0.00000897,0.00610775,0.00247563,0.00000001,0.00674683,0.00068022,0.00036876
-4.78739370,0.00657093,0.00000005,0.00000673,0.00470458,0.00190606,0.00000000,0.00519673,0.00052524,0.00028364
-4.78139070,0.00502560,0.00000003,0.00000503,0.00359873,0.00145742,0.00000000,0.00397511,0.00040272,0.00021668
-4.77538769,0.00381709,0.00000002,0.00000373,0.00273374,0.00110668,0.00000000,0.00301960,0.00030661,0.00016440
-4.76938469,0.00287909,0.00000001,0.00000275,0.00206223,0.00083453,0.00000000,0.00227785,0.00023179,0.00012388
-4.76338169,0.00215650,0.00000001,0.00000201,0.00154484,0.00062493,0.00000000,0.00170635,0.00017399,0.00009270
-4.75737869,0.00160401,0.00000001,0.00000147,0.00114919,0.00046472,0.00000000,0.00126933,0.00012968,0.00006889
-4.75137569,0.00118474,0.00000000,0.00000106,0.00084890,0.00034317,0.00000000,0.00093764,0.00009598,0.00005084
-4.74537269,0.00086894,0.00000000,0.00000076,0.00062268,0.00025164,0.00000000,0.00068778,0.00007053,0.00003726
-4.73936968,0.00063286,0.00000000,0.00000055,0.00045355,0.00018323,0.00000000,0.00050096,0.00005146,0.00002712
-4.73336668,0.00045769,0.00000000,0.00000039,0.00032804,0.00013248,0.00000000,0.00036233,0.00003728,0.00001960
-4.72736368,0.00032868,0.00000000,0.00000027,0.00023559,0.00009512,0.00000000,0.00026022,0.00002682,0.00001407
-4.72136068,0.00023437,0.00000000,0.00000019,0.00016801,0.00006781,0.00000000,0.00018557,0.00001915,0.00001003
-4.71535768,0.00016595,0.00000000,0.00000013,0.00011897,0.00004801,0.00000000,0.00013141,0.00001358,0.00000710
-4.70935468,0.00011667,0.00000000,0.00000009,0.00008365,0.00003374,0.00000000,0.00009239,0.00000956,0.00000499
-4.70335168,0.00008145,0.00000000,0.00000006,0.00005840,0.00002355,0.00000000,0.00006451,0.00000669,0.00000348
-4.69734867,0.00005646,0.00000000,0.00000004,0.00004048,0.00001632,0.00000000,0.00004472,0.00000464,0.00000241
-4.69134567,0.00003886,0.00000000,0.00000003,0.00002786,0.00001123,0.00000000,0.00003078,0.00000320,0.00000166
-4.68534267,0.00002656,0.00000000,0.00000002,0.00001904,0.00000767,0.00000000,0.00002104,0.00000219,0.00000113
-4.67933967,0.00001802,0.00000000,0.00000001,0.00001292,0.00000521,0.00000000,0.00001428,0.00000149,0.00000077
-4.67333667,0.00001214,0.00000000,0.00000001,0.00000871,0.00000351,0.00000000,0.00000962,0.00000100,0.00000052
-4.66733367,0.00000812,0.00000000,0.00000001,0.00000583,0.00000235,0.00000000,0.00000644,0.00000067,0.00000035
-4.66133067,0.00000539,0.00000000,0.00000000,0.00000387,0.00000156,0.00000000,0.00000427,0.00000045,0.00000023
-4.65532766,0.00000356,0.00000000,0.00000000,0.00000255,0.00000103,0.00000000,0.00000282,0.00000029,0.00000015
-4.64932466,0.00000233,0.00000000,0.00000000,0.00000167,0.00000067,0.00000000,0.00000185,0.00000019,0.00000010
-4.64332166,0.00000151,0.00000000,0.00000000,0.00000109,0.00000044,0.00000000,0.00000120,0.00000013,0.00000006
