energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,S_s_up,S_p_up
-5.30965483,4.82840782,0.22599569,0.27050056,1.56073012,0.56189564,2.11959679,0.50439527,0.03398208,2.10308673
-5.30365183,4.80088637,0.23204499,0.26293509,1.51547082,0.56889917,2.12691694,0.49976643,0.03336418,2.08948074
-5.29764882,4.76995556,0.23774817,0.25546299,1.46951760,0.57516604,2.13534774,0.49439928,0.03267056,2.07437125
-5.29164582,4.73536834,0.24304445,0.24810269,1.42319387,0.58060451,2.14478058,0.48818881,0.03190582,2.05767561
-5.28564282,4.69683843,0.24786894,0.24086202,1.37677167,0.58512040,2.15499053,0.48105014,0.03107796,2.03930236
-5.27963982,4.65405293,0.25215355,0.23373954,1.33047175,0.58861877,2.16564724,0.47292011,0.03019802,2.01915590
-5.27363682,4.60668761,0.25582824,0.22672627,1.28446604,0.59100597,2.17632930,0.46375845,0.02927961,1.99714192
-5.26763382,4.55442427,0.25882289,0.21980759,1.23888219,0.59219217,2.18654128,0.45354861,0.02833850,1.97317318
-5.26163082,4.49696922,0.26106949,0.21296530,1.19380972,0.59209424,2.19573278,0.44229818,0.02739215,1.94717548
-5.25562781,4.43407214,0.26250474,0.20617959,1.14930736,0.59063897,2.20331854,0.43003885,0.02645928,1.91909336
-5.24962481,4.36554429,0.26307279,0.19943096,1.10541118,0.58776634,2.20869901,0.41682598,0.02555942,1.88889538
-5.24362181,4.29127523,0.26272816,0.19270195,1.06214281,0.58343289,2.21128063,0.40273765,0.02471255,1.85657861
-5.23761881,4.21124741,0.26143845,0.18597851,1.01951755,0.57761486,2.21049519,0.38787324,0.02393868,1.82217234
-5.23161581,4.12554775,0.25918690,0.17925117,0.97755172,0.57031093,2.20581778,0.37235152,0.02325755,1.78574070
-5.22561281,4.03437584,0.25597445,0.17251576,0.93626904,0.56154453,2.19678299,0.35630832,0.02268828,1.74738424
-5.21960980,3.93804834,0.25182127,0.16577383,0.89570572,0.55136534,2.18299888,0.33989373,0.02224908,1.70724041
-5.21360680,3.83699934,0.24676763,0.15903270,0.85591410,0.53985003,2.16415859,0.32326901,0.02195693,1.66548295
-5.20760380,3.73177669,0.24087393,0.15230518,0.81696461,0.52710205,2.14004936,0.30660315,0.02182732,1.62232033
-5.20160080,3.62303441,0.23421998,0.14560908,0.77894627,0.51325036,2.11055884,0.29006931,0.02187396,1.57799321
-5.19559780,3.51152140,0.22690333,0.13896643,0.74196556,0.49844728,2.07567862,0.27384111,0.02210847,1.53277117
-5.18959480,3.39806700,0.21903699,0.13240260,0.70614391,0.48286529,2.03550499,0.25808900,0.02254020,1.48694867
-5.18359180,3.28356377,0.21074626,0.12594528,0.67161406,0.46669301,1.99023685,0.24297676,0.02317593,1.44084056
-5.17758879,3.16894834,0.20216512,0.11962348,0.63851541,0.45013046,1.94017102,0.22865833,0.02401971,1.39477707
-5.17158579,3.05518103,0.19343214,0.11346653,0.60698880,0.43338382,1.88569486,0.21527495,0.02507271,1.34909875
-5.16558279,2.94322495,0.18468617,0.10750316,0.57717086,0.41665987,1.82727664,0.20295287,0.02633321,1.30415115
-5.15957979,2.83402576,0.17606200,0.10176067,0.54918844,0.40016042,1.76545370,0.19180165,0.02779663,1.26027980
-5.15357679,2.72849265,0.16768616,0.09626435,0.52315330,0.38407687,1.70081899,0.18191314,0.02945573,1.21782550
-5.14757379,2.62748173,0.15967311,0.09103696,0.49915738,0.36858536,1.63400618,0.17336121,0.03130092,1.17712021
-5.14157079,2.53178245,0.15212196,0.08609846,0.47726900,0.35384246,1.56567408,0.16620221,0.03332081,1.13848367
-5.13556778,2.44210777,0.14511382,0.08146595,0.45753003,0.33998190,1.49649062,0.16047623,0.03550284,1.10222119
-5.12956478,2.35908872,0.13871000,0.07715372,0.43995445,0.32711225,1.42711733,0.15620904,0.03783409,1.06862243
-5.12356178,2.28327349,0.13295104,0.07317353,0.42452808,0.31531581,1.35819457,0.15341475,0.04030230,1.03796165
-5.11755878,2.21513121,0.12785660,0.06953500,0.41120983,0.30464867,1.29032818,0.15209889,0.04289690,1.01049919
-5.11155578,2.15506017,0.12342626,0.06624608,0.39993414,0.29514195,1.22407814,0.15226199,0.04561024,0.98648418
-5.10555278,2.10339981,0.11964105,0.06331359,0.39061466,0.28680408,1.15994932,0.15390331,0.04843872,0.96615843
-5.09954977,2.06044567,0.11646575,0.06074380,0.38314886,0.27962406,1.09838493,0.15702450,0.05138397,0.94976094
-5.09354677,2.02646608,0.11385166,0.05854293,0.37742340,0.27357532,1.03976241,0.16163310,0.05445383,0.93753285
-5.08754377,2.00171924,0.11173984,0.05671758,0.37331979,0.26862014,0.98439203,0.16774552,0.05766325,0.92972204
-5.08154077,1.98646894,0.11006448,0.05527504,0.37072015,0.26471410,0.93251774,0.17538918,0.06103477,0.92658693
-5.07553777,1.98099736,0.10875639,0.05422345,0.36951256,0.26181051,0.88432008,0.18460381,0.06459877,0.92839873
-5.06953477,1.98561336,0.10774630,0.05357166,0.36959572,0.25986429,0.83992068,0.19544143,0.06839322,0.93544145
-5.06353177,2.00065458,0.10696780,0.05332899,0.37088248,0.25883523,0.79938775,0.20796502,0.07246305,0.94800912
-5.05752876,2.02648243,0.10635994,0.05350462,0.37330210,0.25869020,0.76274211,0.22224577,0.07685893,0.96639960
-5.05152576,2.06346899,0.10586915,0.05410688,0.37680085,0.25940443,0.72996315,0.23835883,0.08163558,0.99090485
-5.04552276,2.11197562,0.10545061,0.05514220,0.38134107,0.26096138,0.70099425,0.25637762,0.08684965,1.02179742
-5.03951976,2.17232372,0.10506891,0.05661395,0.38689839,0.26335155,0.67574728,0.27636688,0.09255704,1.05931346
-5.03351676,2.24475830,0.10469802,0.05852116,0.39345755,0.26657007,0.65410589,0.29837481,0.09881001,1.10363256
-5.02751376,2.32940628,0.10432076,0.06085714,0.40100675,0.27061327,0.63592755,0.32242438,0.10565391,1.15485547
-5.02151076,2.42623130,0.10392754,0.06360818,0.40953108,0.27547451,0.62104427,0.34850455,0.11312385,1.21298044
-5.01550775,2.53498792,0.10351490,0.06675230,0.41900531,0.28113948,0.60926225,0.37656163,0.12124144,1.27787975
-5.00950475,2.65517796,0.10308356,0.07025824,0.42938655,0.28758139,0.60036082,0.40649140,0.13001163,1.34927759
-5.00350175,2.78601217,0.10263644,0.07408472,0.44060740,0.29475626,0.59409093,0.43813258,0.13942000,1.42673112
-4.99749875,2.92638024,0.10217666,0.07818006,0.45256994,0.30259886,0.59017388,0.47126202,0.14943054,1.50961600
-4.99149575,3.07483204,0.10170569,0.08248224,0.46514112,0.31101945,0.58830054,0.50559219,0.15998416,1.59711791
-4.98549275,3.22957233,0.10122170,0.08691945,0.47814999,0.31990174,0.58813176,0.54077119,0.17099793,1.68823121
-4.97948974,3.38847082,0.10071844,0.09141108,0.49138710,0.32910228,0.58930018,0.57638575,0.18236527,1.78176563
-4.97348674,3.54908848,0.10018441,0.09586929,0.50460609,0.33845126,0.59141373,0.61196707,0.19395716,1.87636145
-4.96748374,3.70872012,0.09960265,0.10020094,0.51752778,0.34775509,0.59406110,0.64699962,0.20562417,1.97051320
-4.96148074,3.86445244,0.09895097,0.10431000,0.52984641,0.35680033,0.59681897,0.68093269,0.21719962,2.06260141
-4.95547774,4.01323569,0.09820265,0.10810024,0.54123806,0.36535919,0.59926100,0.71319420,0.22850338,2.15093159
-4.94947474,4.15196635,0.09732764,0.11147808,0.55137053,0.37319605,0.60096809,0.74320638,0.23934661,2.23377887
-4.94347174,4.27757735,0.09629395,0.11435560,0.55991459,0.38007494,0.60153959,0.77040268,0.24953687,2.30943674
-4.93746873,4.38713210,0.09506941,0.11665341,0.56655572,0.38576745,0.60060485,0.79424508,0.25888371,2.37626776
-4.93146573,4.47791783,0.09362347,0.11830334,0.57100586,0.39006077,0.59783449,0.81424123,0.26720432,2.43275409
-4.92546273,4.54753427,0.09192897,0.11925084,0.57301465,0.39276543,0.59295085,0.82996042,0.27432915,2.47754551
-4.91945973,4.59397325,0.08996383,0.11945687,0.57237932,0.39372226,0.58573689,0.84104789,0.28010713,2.50950285
-4.91345673,4.61568576,0.08771252,0.11889930,0.56895305,0.39280842,0.57604320,0.84723665,0.28441040,2.52773479
-4.90745373,4.61163326,0.08516710,0.11757367,0.56265106,0.38994198,0.56379259,0.84835631,0.28713828,2.53162648
-4.90145073,4.58132111,0.08232803,0.11549327,0.55345433,0.38508501,0.54898199,0.84433868,0.28822036,2.52085858
-4.89544772,4.52481265,0.07920447,0.11268868,0.54141078,0.37824495,0.53168168,0.83521971,0.28761853,2.49541622
-4.88944472,4.44272367,0.07581416,0.10920656,0.52663381,0.36947426,0.51203166,0.82113790,0.28532805,2.45558732
-4.88344172,4.33619795,0.07218291,0.10510793,0.50929837,0.35886848,0.49023566,0.80232922,0.28137735,2.40195083
-4.87743872,4.20686517,0.06834375,0.10046604,0.48963486,0.34656258,0.46655279,0.77911886,0.27582691,2.33535535
-4.87143572,4.05678380,0.06433567,0.09536380,0.46792112,0.33272623,0.44128756,0.75191027,0.26876707,2.25688958
-4.86543272,3.88837164,0.06020225,0.08989102,0.44447308,0.31755781,0.41477865,0.72117202,0.26031496,2.16784584
-4.85942971,3.70432761,0.05599010,0.08414154,0.41963440,0.30127779,0.38738700,0.68742312,0.25061072,2.06967855
-4.85342671,3.50754832,0.05174717,0.07821037,0.39376579,0.28412168,0.35948393,0.65121738,0.23981317,1.96395964
-4.84742371,3.30104307,0.04752122,0.07219106,0.36723440,0.26633283,0.33143967,0.61312765,0.22809506,1.85233262
-4.84142071,3.08785085,0.04335828,0.06617326,0.34040379,0.24815549,0.30361295,0.57373039,0.21563817,1.73646739
-4.83541771,2.87096239,0.03930134,0.06024062,0.31362488,0.22982837,0.27634204,0.53359133,0.20262839,1.61801733
-4.82941471,2.65325015,0.03538923,0.05446923,0.28722824,0.21157883,0.24993747,0.49325250,0.18925103,1.49858033
-4.82341171,2.43740822,0.03165578,0.04892637,0.26151793,0.19361810,0.22467683,0.45322124,0.17568639,1.37966482
-4.81740870,2.22590371,0.02812928,0.04366987,0.23676702,0.17613740,0.20080157,0.41396129,0.16210584,1.26266175
-4.81140570,2.02094057,0.02483213,0.03874785,0.21321498,0.15930521,0.17851588,0.37588618,0.14866848,1.14882303
-4.80540270,1.82443605,0.02178082,0.03419892,0.19106668,0.14326559,0.15798756,0.33935503,0.13551835,1.03924680
-4.79939970,1.63800944,0.01898620,0.03005285,0.17049311,0.12813759,0.13935062,0.30467058,0.12278241,0.93486920
-4.79339670,1.46298246,0.01645381,0.02633145,0.15163350,0.11401558,0.12270944,0.27207934,0.11056915,0.83646253
-4.78739370,1.30038983,0.01418452,0.02304979,0.13459865,0.10097044,0.10814404,0.24177379,0.09896787,0.74463909
-4.78139070,1.15099870,0.01217521,0.02021757,0.11947521,0.08905147,0.09571625,0.21389604,0.08804857,0.65986000
-4.77538769,1.01533514,0.01041958,0.01784058,0.10633056,0.07828883,0.08547634,0.18854297,0.07786246,0.58244810
-4.76938469,0.89371573,0.00890894,0.01592218,0.09521814,0.06869637,0.07746974,0.16577225,0.06844284,0.51260395
-4.76338169,0.78628250,0.00763303,0.01446474,0.08618262,0.06027463,0.07174350,0.14560914,0.05980649,0.45042399
-4.75737869,0.69303935,0.00658081,0.01347092,0.07926499,0.05301402,0.06835217,0.12805345,0.05195531,0.39591993
-4.75137569,0.61388808,0.00574119,0.01294474,0.07450701,0.04689774,0.06736280,0.11308669,0.04487815,0.34903828
-4.74537269,0.54866272,0.00510359,0.01289249,0.07195493,0.04190471,0.06885870,0.10067878,0.03855286,0.30967937
-4.73936968,0.49716055,0.00465854,0.01332325,0.07166218,0.03801195,0.07294186,0.09079437,0.03294824,0.27771495
-4.73336668,0.45916880,0.00439802,0.01424916,0.07369098,0.03519679,0.07973380,0.08339836,0.02802607,0.25300387
-4.72736368,0.43448612,0.00431578,0.01568535,0.07811261,0.03343840,0.08937463,0.07846055,0.02374302,0.23540520
-4.72136068,0.42293813,0.00440750,0.01764951,0.08500641,0.03271898,0.10202041,0.07595918,0.02005238,0.22478848
-4.71535768,0.42438675,0.00467082,0.02016116,0.09445740,0.03302432,0.11783871,0.07588347,0.01690560,0.22104083
-4.70935468,0.43873312,0.00510527,0.02324059,0.10655263,0.03434385,0.13700238,0.07823483,0.01425370,0.22407082
-4.70335168,0.46591428,0.00571210,0.02690752,0.12137629,0.03667022,0.15968186,0.08302702,0.01204838,0.23380905
-4.69734867,0.50589400,0.00649401,0.03117960,0.13900396,0.03999832,0.18603600,0.09028502,0.01024288,0.25020569
-4.69134567,0.55864839,0.00745480,0.03607069,0.15949594,0.04432401,0.21620188,0.10004287,0.00879275,0.27322506
-4.68534267,0.62414712,0.00859892,0.04158908,0.18289022,0.04964236,0.25028393,0.11234047,0.00765626,0.30283784
-4.67933967,0.70233126,0.00993098,0.04773574,0.20919534,0.05594580,0.28834280,0.12721953,0.00679471,0.33901119
-4.67333667,0.79308906,0.01145526,0.05450263,0.23838352,0.06322197,0.33038445,0.14471878,0.00617257,0.38169742
-4.66733367,0.89623086,0.01317511,0.06187130,0.27038450,0.07145166,0.37635013,0.16486872,0.00575749,0.43082184
-4.66133067,1.01146470,0.01509245,0.06981166,0.30508051,0.08060675,0.42610764,0.18768602,0.00552013,0.48627041
-4.65532766,1.13837395,0.01720717,0.07828129,0.34230276,0.09064838,0.47944461,0.21316793,0.00543404,0.54787795
-4.64932466,1.27639842,0.01951668,0.08722516,0.38182988,0.10152541,0.53606423,0.24128692,0.00547540,0.61541756
-4.64332166,1.42482033,0.02201545,0.09657588,0.42338843,0.11317335,0.59558389,0.27198572,0.00562271,0.68859191
