energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.22661331,2.14103076,0.30874641,1.44551027,0.10358978,0.00292030,0.12916115,0.00547367,0.35822916
-3.22061031,2.17603041,0.32474748,1.45729586,0.10303682,0.00289183,0.13511686,0.00528288,0.37119391
-3.21460730,2.20668689,0.34076235,1.46548196,0.10217515,0.00286282,0.14108817,0.00507643,0.38383068
-3.20860430,2.23264459,0.35667197,1.46992852,0.10104629,0.00283459,0.14702743,0.00485763,0.39602820
-3.20260130,2.25362738,0.37235608,1.47056093,0.09969531,0.00280877,0.15288934,0.00463007,0.40767812
-3.19659830,2.26944512,0.38769536,1.46737243,0.09816915,0.00278721,0.15863193,0.00439742,0.41867699
-3.19059530,2.27999907,0.40257381,1.46042550,0.09651491,0.00277198,0.16421739,0.00416341,0.42892836
-3.18459230,2.28528606,0.41688128,1.44985206,0.09477822,0.00276531,0.16961293,0.00393167,0.43834508
-3.17858929,2.28540067,0.43051598,1.43585223,0.09300169,0.00276952,0.17479140,0.00370568,0.44685156
-3.17258629,2.28053511,0.44338689,1.41869129,0.09122353,0.00278697,0.17973178,0.00348862,0.45438585
-3.16658329,2.27097622,0.45541586,1.39869481,0.08947636,0.00281996,0.18441945,0.00328338,0.46090151
-3.16058029,2.25709919,0.46653931,1.37624155,0.08778630,0.00287070,0.18884617,0.00309241,0.46636889
-3.15457729,2.23935785,0.47670936,1.35175431,0.08617231,0.00294117,0.19300969,0.00291777,0.47077596
-3.14857429,2.21827140,0.48589436,1.32568872,0.08464582,0.00303304,0.19691318,0.00276102,0.47412839
-3.14257129,2.19440789,0.49407871,1.29852015,0.08321067,0.00314764,0.20056422,0.00262325,0.47644886
-3.13656828,2.16836470,0.50126192,1.27072924,0.08186333,0.00328581,0.20397356,0.00250505,0.47777561
-3.13056528,2.14074698,0.50745700,1.24278642,0.08059341,0.00344781,0.20715372,0.00240656,0.47816026
-3.12456228,2.11214463,0.51268827,1.21513618,0.07938442,0.00363334,0.21011726,0.00232742,0.47766493
-3.11855928,2.08310915,0.51698856,1.18818173,0.07821475,0.00384138,0.21287518,0.00226686,0.47635888
-3.11255628,2.05413125,0.52039613,1.16227075,0.07705888,0.00407021,0.21543519,0.00222374,0.47431481
-3.10655328,2.02562066,0.52295139,1.13768305,0.07588860,0.00431737,0.21780017,0.00219653,0.47160494
-3.10055028,1.99788900,0.52469359,1.11462072,0.07467446,0.00457968,0.21996690,0.00218344,0.46829728
-3.09454727,1.97113694,0.52565781,1.09320133,0.07338715,0.00485326,0.22192503,0.00218240,0.46445217
-3.08854427,1.94544622,0.52587219,1.07345465,0.07199887,0.00513359,0.22365650,0.00219121,0.46011933
-3.08254127,1.92077719,0.52535586,1.05532303,0.07048465,0.00541564,0.22513545,0.00220750,0.45533563
-3.07653827,1.89697211,0.52411750,1.03866547,0.06882345,0.00569393,0.22632855,0.00222889,0.45012374
-3.07053527,1.87376403,0.52215460,1.02326533,0.06699915,0.00596272,0.22719590,0.00225300,0.44449167
-3.06453227,1.85079093,0.51945364,1.00884111,0.06500133,0.00621616,0.22769232,0.00227753,0.43843333
-3.05852926,1.82761444,0.51599105,0.99506003,0.06282572,0.00644846,0.22776913,0.00230036,0.43193003
-3.05252626,1.80374217,0.51173490,0.98155349,0.06047448,0.00665410,0.22737620,0.00231955,0.42495280
-3.04652326,1.77865262,0.50664730,0.96793392,0.05795622,0.00682800,0.22646430,0.00233348,0.41746551
-3.04052026,1.75182140,0.50068736,0.95381205,0.05528568,0.00696571,0.22498751,0.00234086,0.40942850
-3.03451726,1.72274752,0.49381449,0.93881385,0.05248338,0.00706358,0.22290569,0.00234078,0.40080256
-3.02851426,1.69097857,0.48599205,0.92259646,0.04957487,0.00711891,0.22018681,0.00233281,0.39155311
-3.02251126,1.65613363,0.47719093,0.90486247,0.04659002,0.00713007,0.21680907,0.00231701,0.38165419
-3.01650825,1.61792299,0.46739308,0.88537182,0.04356214,0.00709658,0.21276266,0.00229397,0.37109228
-3.01050525,1.57616399,0.45659486,0.86395126,0.04052711,0.00701918,0.20805120,0.00226484,0.35986960
-3.00450225,1.53079240,0.44480980,0.84050073,0.03752245,0.00689982,0.20269265,0.00223140,0.34800677
-2.99849925,1.48186907,0.43207104,0.81499696,0.03458656,0.00674169,0.19671982,0.00219603,0.33554480
-2.99249625,1.42958201,0.41843300,0.78749406,0.03175799,0.00654909,0.19018029,0.00216177,0.32254630
-2.98649325,1.37424390,0.40397254,0.75812136,0.02907488,0.00632744,0.18313597,0.00213231,0.30909583
-2.98049025,1.31628551,0.38878930,0.72707893,0.02657451,0.00608308,0.17566215,0.00211203,0.29529953
-2.97448724,1.25624564,0.37300539,0.69463097,0.02429309,0.00582321,0.16784625,0.00210594,0.28128399
-2.96848424,1.19475805,0.35676444,0.66109750,0.02226562,0.00555571,0.15978619,0.00211976,0.26719442
-2.96248124,1.13253630,0.34022994,0.62684500,0.02052593,0.00528901,0.15158861,0.00215985,0.25319231
-2.95647824,1.07035690,0.32358303,0.59227617,0.01910681,0.00503192,0.14336683,0.00223319,0.23945256
-2.95047524,1.00904165,0.30701969,0.55781937,0.01804023,0.00479347,0.13523883,0.00234733,0.22616033
-2.94447224,0.94943957,0.29074756,0.52391808,0.01735754,0.00458277,0.12732512,0.00251039,0.21350745
-2.93846923,0.89240907,0.27498222,0.49102060,0.01708966,0.00440887,0.11974664,0.00273087,0.20168879
-2.93246623,0.83880046,0.25994327,0.45957032,0.01726717,0.00428059,0.11262281,0.00301761,0.19089838
-2.92646323,0.78943931,0.24585005,0.42999665,0.01792031,0.00420641,0.10606953,0.00337963,0.18132549
-2.92046023,0.74511064,0.23291716,0.40270671,0.01907870,0.00419431,0.10019741,0.00382592,0.17315062
-2.91445723,0.70654412,0.22134995,0.37807783,0.02077100,0.00425165,0.09511003,0.00436522,0.16654149
-2.90845423,0.67440020,0.21133983,0.35645087,0.02302414,0.00438500,0.09090236,0.00500579,0.16164908
-2.90245123,0.64925727,0.20305970,0.33812432,0.02586248,0.00460004,0.08765926,0.00575508,0.15860358
-2.89644822,0.63159975,0.19665951,0.32334914,0.02930665,0.00490137,0.08545413,0.00661941,0.15751056
-2.89044522,0.62180723,0.19226197,0.31232430,0.03337215,0.00529238,0.08434757,0.00760364,0.15844727
-2.88444222,0.62014468,0.18995865,0.30519306,0.03806785,0.00577507,0.08438629,0.00871078,0.16145907
-2.87843922,0.62675400,0.18980652,0.30203991,0.04339440,0.00634993,0.08560204,0.00994168,0.16655633
-2.87243622,0.64164697,0.19182511,0.30288831,0.04934253,0.00701579,0.08801074,0.01129465,0.17371171
-2.86643322,0.66470007,0.19599426,0.30769918,0.05589151,0.00776969,0.09161180,0.01276519,0.18285813
-2.86043022,0.69565150,0.20225291,0.31637042,0.06300779,0.00860677,0.09638764,0.01434575,0.19388750
-2.85442721,0.73410071,0.21049865,0.32873737,0.07064383,0.00952026,0.10230351,0.01602558,0.20665031
-2.84842421,0.77951092,0.22058846,0.34457458,0.07873744,0.01050144,0.10930754,0.01779065,0.22095644
-2.84242121,0.83121490,0.23234062,0.36359870,0.08721150,0.01153970,0.11733128,0.01962371,0.23657712
-2.83641821,0.88842433,0.24553767,0.38547291,0.09597429,0.01262267,0.12629042,0.02150449,0.25324815
-2.83041521,0.95024286,0.25993065,0.40981267,0.10492044,0.01373641,0.13608609,0.02340996,0.27067454
-2.82441221,1.01568272,0.27524449,0.43619296,0.11393248,0.01486565,0.14660636,0.02531479,0.28853641
-2.81840920,1.08368484,0.29118428,0.46415679,0.12288306,0.01599415,0.15772828,0.02719192,0.30649610
-2.81240620,1.15314196,0.30744252,0.49322491,0.13163780,0.01710511,0.16932006,0.02901320,0.32420636
-2.80640320,1.22292408,0.32370689,0.52290644,0.14005858,0.01818155,0.18124367,0.03075017,0.34131929
-2.80040020,1.29190555,0.33966846,0.55271013,0.14800733,0.01920685,0.19335750,0.03237489,0.35749590
-2.79439720,1.35899281,0.35502984,0.58215586,0.15535007,0.02016521,0.20551918,0.03386075,0.37241567
-2.78839420,1.42315167,0.36951318,0.61078594,0.16196101,0.02104217,0.21758832,0.03518340,0.38578603
-2.78239120,1.48343321,0.38286747,0.63817589,0.16772672,0.02182502,0.22942920,0.03632150,0.39735112
-2.77638819,1.53899709,0.39487498,0.66394405,0.17254990,0.02250323,0.24091321,0.03725751,0.40689958
-2.77038519,1.58913138,0.40535655,0.68775991,0.17635285,0.02306878,0.25192101,0.03797830,0.41427101
-2.76438219,1.63326810,0.41417538,0.70935057,0.17908027,0.02351638,0.26234430,0.03847569,0.41936070
-2.75837919,1.67099391,0.42123932,0.72850528,0.18070139,0.02384362,0.27208728,0.03874679,0.42212258
-2.75237619,1.70205551,0.42650156,0.74507780,0.18121121,0.02405094,0.28106754,0.03879416,0.42257009
-2.74637319,1.72635976,0.42995959,0.75898655,0.18063093,0.02414159,0.28921671,0.03862587,0.42077514
-2.74037019,1.74396881,0.43165272,0.77021277,0.17900735,0.02412137,0.29648056,0.03825525,0.41686504
-2.73436718,1.75509050,0.43165818,0.77879665,0.17641145,0.02399831,0.30281887,0.03770064,0.41101775
-2.72836418,1.76006498,0.43008616,0.78483203,0.17293610,0.02378232,0.30820502,0.03698480,0.40345558
-2.72236118,1.75934821,0.42707395,0.78845968,0.16869306,0.02348468,0.31262535,0.03613440,0.39443777
-2.71635818,1.75349349,0.42277967,0.78985991,0.16380936,0.02311756,0.31607838,0.03517921,0.38425232
-2.71035518,1.74313187,0.41737577,0.78924467,0.15842329,0.02269352,0.31857403,0.03415134,0.37320740
-2.70435218,1.72895253,0.41104274,0.78684975,0.15268005,0.02222502,0.32013276,0.03308439,0.36162278
-2.69834917,1.71168391,0.40396324,0.78292723,0.14672737,0.02172396,0.32078480,0.03201263,0.34982173
-2.69234617,1.69207627,0.39631700,0.77773876,0.14071122,0.02120133,0.32056933,0.03097007,0.33812346
-2.68634317,1.67088623,0.38827648,0.77154953,0.13477169,0.02066688,0.31953380,0.02998973,0.32683665
-2.68034017,1.64886336,0.38000366,0.76462333,0.12903931,0.02012892,0.31773316,0.02910286,0.31625389
-2.67433717,1.62673910,0.37164765,0.75721851,0.12363180,0.01959422,0.31522913,0.02833819,0.30664739
-2.66833417,1.60521744,0.36334345,0.74958485,0.11865137,0.01906801,0.31208938,0.02772138,0.29826565
-2.66233117,1.58496740,0.35521133,0.74196117,0.11418268,0.01855403,0.30838653,0.02727444,0.29133120
-2.65632816,1.56661637,0.34735713,0.73457331,0.11029138,0.01805472,0.30419709,0.02701529,0.28603908
-2.65032516,1.55074415,0.33987279,0.72763247,0.10702325,0.01757139,0.29960014,0.02695741,0.28255596
-2.64432216,1.53787676,0.33283734,0.72133342,0.10440397,0.01710450,0.29467580,0.02710956,0.28101951
-2.63831916,1.52847992,0.32631782,0.71585257,0.10243944,0.01665391,0.28950353,0.02747556,0.28153794
-2.63231616,1.52295148,0.32037010,0.71134551,0.10111659,0.01621915,0.28416031,0.02805425,0.28418942
-2.62631316,1.52161295,0.31503941,0.70794414,0.10040462,0.01579965,0.27871862,0.02883944,0.28902115
-2.62031016,1.52470003,0.31036050,0.70575324,0.10025659,0.01539492,0.27324454,0.02982002,0.29604818
-2.61430715,1.53235236,0.30635734,0.70484664,0.10061143,0.01500472,0.26779578,0.03098009,0.30525174
-2.60830415,1.54460316,0.30304237,0.70526320,0.10139601,0.01462912,0.26242001,0.03229926,0.31657737
-2.60230115,1.56136931,0.30041555,0.70700275,0.10252762,0.01426850,0.25715342,0.03375302,0.32993277
-2.59629815,1.58244268,0.29846297,0.71002245,0.10391637,0.01392357,0.25201963,0.03531317,0.34518583
-2.59029515,1.60748368,0.29715564,0.71423391,0.10546782,0.01359520,0.24702916,0.03694839,0.36216290
-2.58429215,1.63601790,0.29644821,0.71950130,0.10708553,0.01328433,0.24217930,0.03862483,0.38064779
-2.57828914,1.66743670,0.29627815,0.72564101,0.10867367,0.01299182,0.23745462,0.04030690,0.40038167
-2.57228614,1.70100240,0.29656533,0.73242296,0.11013941,0.01271825,0.23282804,0.04195795,0.42106430
-2.56628314,1.73585858,0.29721236,0.73957388,0.11139531,0.01246376,0.22826231,0.04354117,0.44235669
-2.56028014,1.77104581,0.29810562,0.74678261,0.11236143,0.01222794,0.22371214,0.04502042,0.46388554
-2.55427714,1.80552255,0.29911720,0.75370743,0.11296719,0.01200969,0.21912648,0.04636105,0.48524940
-2.54827414,1.83819103,0.30010764,0.75998521,0.11315297,0.01180715,0.21445128,0.04753077,0.50602654
-2.54227114,1.86792714,0.30092952,0.76524219,0.11287137,0.01161772,0.20963219,0.04850046,0.52578453
-2.53626813,1.89361364,0.30143169,0.76910597,0.11208809,0.01143809,0.20461743,0.04924481,0.54409101
-2.53026513,1.91417505,0.30146408,0.77121816,0.11078240,0.01126431,0.19936037,0.04974302,0.56052556
-2.52426213,1.92861313,0.30088275,0.77124727,0.10894724,0.01109196,0.19382200,0.04997927,0.57469197
-2.51825913,1.93604108,0.29955510,0.76890113,0.10658888,0.01091629,0.18797293,0.04994306,0.58623053
-2.51225613,1.93571516,0.29736481,0.76393827,0.10372631,0.01073247,0.18179497,0.04962947,0.59482977
-2.50625313,1.92706202,0.29421642,0.75617775,0.10039010,0.01053579,0.17528222,0.04903919,0.60023699
-2.50025013,1.90970053,0.29003922,0.74550693,0.09662116,0.01032186,0.16844158,0.04817843,0.60226718
-2.49424712,1.88345700,0.28479025,0.73188668,0.09246912,0.01008686,0.16129272,0.04705866,0.60080976
-2.48824412,1.84837302,0.27845626,0.71535390,0.08799060,0.00982768,0.15386757,0.04569622,0.59583286
-2.48224112,1.80470549,0.27105466,0.69602116,0.08324735,0.00954211,0.14620921,0.04411179,0.58738487
-2.47623812,1.75291888,0.26263314,0.67407342,0.07830439,0.00922891,0.13837051,0.04232977,0.57559315
-2.47023512,1.69367010,0.25326828,0.64976202,0.07322819,0.00888792,0.13041237,0.04037758,0.56066000
-2.46423212,1.62778669,0.24306305,0.62339631,0.06808490,0.00852000,0.12240172,0.03828486,0.54285598
-2.45822911,1.55623938,0.23214350,0.59533323,0.06293885,0.00812708,0.11440950,0.03608273,0.52251105
-2.45222611,1.48011055,0.22065460,0.56596542,0.05785118,0.00771202,0.10650859,0.03380295,0.50000383
-2.44622311,1.40055987,0.20875570,0.53570843,0.05287877,0.00727852,0.09877181,0.03147725,0.47574965
-2.44022011,1.31878896,0.19661576,0.50498764,0.04807347,0.00683097,0.09127024,0.02913656,0.45018780
-2.43421711,1.23600651,0.18440853,0.47422545,0.04348154,0.00637431,0.08407164,0.02681044,0.42376874
-2.42821411,1.15339567,0.17230805,0.44382946,0.03914346,0.00591385,0.07723939,0.02452656,0.39694181
-2.42221111,1.07208475,0.16048455,0.41418196,0.03509403,0.00545512,0.07083168,0.02231029,0.37014383
-2.41620810,0.99312265,0.14910107,0.38563128,0.03136260,0.00500367,0.06490121,0.02018446,0.34378937
-2.41020510,0.91745981,0.13831083,0.35848524,0.02797369,0.00456504,0.05949523,0.01816915,0.31826264
-2.40420210,0.84593504,0.12825549,0.33300692,0.02494768,0.00414455,0.05465600,0.01628170,0.29391164
-2.39819910,0.77926859,0.11906431,0.30941275,0.02230171,0.00374730,0.05042167,0.01453679,0.27104433
-2.39219610,0.71806133,0.11085415,0.28787288,0.02005059,0.00337813,0.04682739,0.01294659,0.24992710
-2.38619310,0.66279936,0.10373028,0.26851364,0.01820788,0.00304160,0.04390672,0.01152111,0.23078522
-2.38019010,0.61386352,0.09778792,0.25142178,0.01678688,0.00274204,0.04169320,0.01026848,0.21380508
-2.37418709,0.57154284,0.09311418,0.23665010,0.01580161,0.00248361,0.04022197,0.00919537,0.19913793
-2.36818409,0.53605062,0.08979040,0.22422412,0.01526766,0.00227042,0.03953141,0.00830744,0.18690474
-2.36218109,0.50754216,0.08789454,0.21414917,0.01520298,0.00210663,0.03966465,0.00760975,0.17720168
-2.35617809,0.48613279,0.08750349,0.20641762,0.01562841,0.00199653,0.04067086,0.00710716,0.17010582
-2.35017509,0.47191497,0.08869499,0.20101569,0.01656800,0.00194474,0.04260620,0.00680471,0.16568061
-2.34417209,0.46497342,0.09154914,0.19792939,0.01804919,0.00195628,0.04553437,0.00670797,0.16398080
-2.33816908,0.46539728,0.09614907,0.19714938,0.02010257,0.00203664,0.04952672,0.00682318,0.16505626
-2.33216608,0.47328848,0.10258087,0.19867435,0.02276141,0.00219191,0.05466166,0.00715747,0.16895471
-2.32616308,0.48876577,0.11093257,0.20251276,0.02606096,0.00242876,0.06102362,0.00771882,0.17572286
-2.32016008,0.51196418,0.12129208,0.20868291,0.03003727,0.00275444,0.06870118,0.00851596,0.18540604
-2.31415708,0.54302955,0.13374419,0.21721125,0.03472589,0.00317669,0.07778467,0.00955815,0.19804621
-2.30815408,0.58210867,0.14836669,0.22812903,0.04016015,0.00370360,0.08836301,0.01085482,0.21367850
-2.30215108,0.62933508,0.16522558,0.24146759,0.04636930,0.00434345,0.10052006,0.01241508,0.23232630
-2.29614807,0.68481137,0.18436970,0.25725233,0.05337634,0.00510438,0.11433034,0.01424713,0.25399527
-2.29014507,0.74858884,0.20582491,0.27549591,0.06119583,0.00599412,0.12985441,0.01635755,0.27866655
-2.28414207,0.82064533,0.22958814,0.29619084,0.06983156,0.00701957,0.14713399,0.01875057,0.30628947
-2.27813907,0.90086261,0.25562147,0.31930207,0.07927427,0.00818638,0.16618698,0.02142725,0.33677427
-2.27213607,0.98900447,0.28384679,0.34475984,0.08949957,0.00949851,0.18700269,0.02438468,0.36998522
-2.26613307,1.08469670,0.31414114,0.37245336,0.10046597,0.01095774,0.20953736,0.02761521,0.40573456
-2.26013007,1.18741055,0.34633321,0.40222559,0.11211345,0.01256322,0.23371042,0.03110574,0.44377781
-2.25412706,1.29645056,0.38020127,0.43386962,0.12436234,0.01431100,0.25940151,0.03483714,0.48381074
-2.24812406,1.41094807,0.41547280,0.46712690,0.13711291,0.01619375,0.28644879,0.03878387,0.52546840
-2.24212106,1.52986131,0.45182605,0.50168761,0.15024555,0.01820036,0.31464847,0.04291375,0.56832654
-2.23611806,1.65198271,0.48889368,0.53719331,0.16362176,0.02031585,0.34375596,0.04718801,0.61190556
-2.23011506,1.77595384,0.52626854,0.57324191,0.17708589,0.02252131,0.37348868,0.05156160,0.65567707
-2.22411206,1.90028799,0.56351156,0.60939502,0.19046772,0.02479399,0.40353057,0.05598376,0.69907311
-2.21810905,2.02340016,0.60016159,0.64518740,0.20358580,0.02710757,0.43353836,0.06039892,0.74149775
-2.21210605,2.14364370,0.63574692,0.68013831,0.21625149,0.02943265,0.46314942,0.06474785,0.78234092
-2.20610305,2.25935241,0.66979822,0.71376440,0.22827364,0.03173730,0.49199100,0.06896907,0.82099393
-2.20010005,2.36888691,0.70186220,0.74559363,0.23946374,0.03398787,0.51969058,0.07300045,0.85686625
-2.19409705,2.47068316,0.73151574,0.77517961,0.24964127,0.03614986,0.54588697,0.07678099,0.88940285
-2.18809405,2.56330143,0.75837961,0.80211589,0.25863924,0.03818892,0.57024164,0.08025266,0.91810147
-2.18209105,2.64547340,0.78213132,0.82604941,0.26630948,0.04007191,0.59244985,0.08336226,0.94252902
-2.17608804,2.71614519,0.80251639,0.84669254,0.27252760,0.04176800,0.61225103,0.08606317,0.96233643
-2.17008504,2.77451420,0.81935746,0.86383307,0.27719728,0.04324969,0.62943786,0.08831699,0.97727120
-2.16408204,2.82005777,0.83256068,0.87734161,0.28025380,0.04449382,0.64386355,0.09009487,0.98718697
-2.15807904,2.85255212,0.84211904,0.88717596,0.28166647,0.04548240,0.65544698,0.09137859,0.99204974
-2.15207604,2.87208024,0.84811238,0.89338217,0.28143999,0.04620331,0.66417528,0.09216120,0.99194015
-2.14607304,2.87902806,0.85070384,0.89609209,0.27961451,0.04665078,0.67010364,0.09244726,0.98705173
-2.14007004,2.87406885,0.85013298,0.89551750,0.27626441,0.04682561,0.67335234,0.09225267,0.97768515
-2.13406703,2.85813617,0.84670580,0.89194095,0.27149591,0.04673524,0.67410106,0.09160402,0.96423840
-2.12806403,2.83238664,0.84078204,0.88570374,0.26544341,0.04639345,0.67258065,0.09053751,0.94719358
-2.12206103,2.79815398,0.83276034,0.87719160,0.25826492,0.04581988,0.66906282,0.08909754,0.92710060
-2.11605803,2.75689659,0.82306208,0.86681862,0.25013660,0.04503932,0.66384815,0.08733497,0.90455852
-2.11005503,2.71014102,0.81211455,0.85501041,0.24124679,0.04408084,0.65725314,0.08530511,0.88019547
-2.10405203,2.65942410,0.80033445,0.84218707,0.23178966,0.04297669,0.64959684,0.08306565,0.85464786
-2.09804902,2.60623658,0.78811235,0.82874702,0.22195887,0.04176117,0.64118788,0.08067453,0.82853987
-2.09204602,2.55197078,0.77579912,0.81505234,0.21194149,0.04046941,0.63231242,0.07818781,0.80246410
-2.08604302,2.49787489,0.76369468,0.80141641,0.20191234,0.03913621,0.62322377,0.07565780,0.77696414
-2.08004002,2.44501594,0.75203994,0.78809443,0.19202916,0.03779483,0.61413416,0.07313142,0.75251982
-2.07403702,2.39425293,0.74101191,0.77527715,0.18242861,0.03647600,0.60520896,0.07064882,0.72953565
-2.06803402,2.34622116,0.73072236,0.76308823,0.17322342,0.03520696,0.59656376,0.06824245,0.70833275
-2.06203102,2.30132815,0.72121988,0.75158500,0.16450055,0.03401080,0.58826419,0.06593650,0.68914458
-2.05602801,2.25976066,0.71249499,0.74076275,0.15632067,0.03290587,0.58032858,0.06374678,0.67211632
-2.05002501,2.22150220,0.70448801,0.73056196,0.14871864,0.03190551,0.57273302,0.06168098,0.65730782
-2.04402201,2.18635926,0.69709899,0.72087817,0.14170510,0.03101792,0.56541860,0.05973933,0.64469958
-2.03801901,2.15399463,0.69019904,0.71157363,0.13526896,0.03024629,0.55830018,0.05791559,0.63420143
-2.03201601,2.12396554,0.68364237,0.70249023,0.12938059,0.02958911,0.55127620,0.05619825,0.62566316
-2.02601301,2.09576416,0.67727818,0.69346285,0.12399561,0.02904064,0.54423889,0.05457192,0.61888655
-2.02001001,2.06885830,0.67096179,0.68433231,0.11905892,0.02859150,0.53708420,0.05301887,0.61363801
-2.01400700,2.04272991,0.66456434,0.67495738,0.11450894,0.02822945,0.52972093,0.05152049,0.60966121
-2.00800400,2.01690938,0.65798063,0.66522501,0.11028165,0.02794010,0.52207856,0.05005878,0.60668915
-2.00200100,1.99100405,0.65113458,0.65505855,0.10631438,0.02770782,0.51411323,0.04861756,0.60445505
-1.99599800,1.96471965,0.64398235,0.64442328,0.10254914,0.02751649,0.50581178,0.04718362,0.60270178
-1.98999500,1.93787394,0.63651292,0.63332930,0.09893537,0.02735030,0.49719357,0.04574754,0.60118944
-1.98399200,1.91040220,0.62874635,0.62183162,0.09543194,0.02719444,0.48831003,0.04430417,0.59970107
-1.97798899,1.88235491,0.62072999,0.61002752,0.09200855,0.02703573,0.47924216,0.04285297,0.59804640
-1.97198599,1.85388809,0.61253300,0.59805149,0.08864624,0.02686304,0.47009612,0.04139787,0.59606371
-1.96598299,1.82524731,0.60423963,0.58606803,0.08533725,0.02666768,0.46099722,0.03994699,0.59362012
-1.95997999,1.79674680,0.59594186,0.57426280,0.08208427,0.02644357,0.45208284,0.03851204,0.59061048
-1.95397699,1.76874483,0.58773183,0.56283263,0.07889907,0.02618731,0.44349447,0.03710752,0.58695512
-1.94797399,1.74161715,0.57969449,0.55197492,0.07580067,0.02589808,0.43536960,0.03574982,0.58259700
-1.94197099,1.71573006,0.57190111,0.54187694,0.07281327,0.02557741,0.42783373,0.03445613,0.57749837
-1.93596798,1.69141441,0.56440381,0.53270562,0.06996393,0.02522889,0.42099295,0.03324343,0.57163736
-1.92996498,1.66894218,0.55723139,0.52459840,0.06728025,0.02485775,0.41492756,0.03212741,0.56500475
-1.92396198,1.64850660,0.55038679,0.51765534,0.06478810,0.02447039,0.40968686,0.03112154,0.55760117
-1.91795898,1.63020691,0.54384601,0.51193309,0.06250964,0.02407390,0.40528553,0.03023620,0.54943470
-1.91195598,1.61403835,0.53755870,0.50744092,0.06046154,0.02367558,0.40170158,0.02947805,0.54051933
-1.90595298,1.59988789,0.53145011,0.50413888,0.05865368,0.02328246,0.39887608,0.02884953,0.53087384
-1.89994997,1.58753572,0.52542435,0.50193838,0.05708819,0.02290096,0.39671452,0.02834866,0.52052153
-1.89394697,1.57666251,0.51936875,0.50070496,0.05575912,0.02253654,0.39508982,0.02796897,0.50949047
-1.88794397,1.56686197,0.51315897,0.50026332,0.05465236,0.02219350,0.39384681,0.02769977,0.49781419
-1.88194097,1.55765810,0.50666468,0.50040428,0.05374620,0.02187490,0.39280789,0.02752649,0.48553291
-1.87593797,1.54852646,0.49975555,0.50089341,0.05301215,0.02158256,0.39177975,0.02743131,0.47269489
-1.86993497,1.53891826,0.49230719,0.50148102,0.05241623,0.02131722,0.39056072,0.02739391,0.45935799
-1.86393197,1.52828640,0.48420691,0.50191301,0.05192037,0.02107876,0.38894851,0.02739232,0.44559120
-1.85792896,1.51611210,0.47535901,0.50194209,0.05148415,0.02086650,0.38674805,0.02740383,0.43147603
-1.85192596,1.50193103,0.46568947,0.50133900,0.05106646,0.02067960,0.38377897,0.02740595,0.41710764
-1.84592296,1.48535766,0.45514975,0.49990305,0.05062731,0.02051747,0.37988257,0.02737733,0.40259557
-1.83991996,1.46610658,0.44371972,0.49747163,0.05012941,0.02038013,0.37492792,0.02729859,0.38806404
-1.83391696,1.44400992,0.43140955,0.49392809,0.04953971,0.02026867,0.36881685,0.02715312,0.37365163
-1.82791396,1.41902984,0.41826046,0.48920775,0.04883055,0.02018547,0.36148767,0.02692763,0.35951030
-1.82191096,1.39126536,0.40434431,0.48330160,0.04798071,0.02013449,0.35291741,0.02661266,0.34580373
-1.81590795,1.36095317,0.38976211,0.47625757,0.04697595,0.02012137,0.34312264,0.02620281,0.33270494
-1.80990495,1.32846214,0.37464140,0.46817911,0.04580937,0.02015338,0.33215869,0.02569682,0.32039306
-1.80390195,1.29428168,0.35913257,0.45922130,0.04448136,0.02023931,0.32011750,0.02509753,0.30904945
-1.79789895,1.25900416,0.34340431,0.44958443,0.04299921,0.02038913,0.30712405,0.02441152,0.29885311
-1.79189595,1.22330231,0.32763828,0.43950549,0.04137652,0.02061357,0.29333170,0.02364878,0.28997548
-1.78589295,1.18790232,0.31202325,0.42924770,0.03963230,0.02092362,0.27891650,0.02282209,0.28257481
-1.77988994,1.15355375,0.29674879,0.41908879,0.03778993,0.02132980,0.26407096,0.02194639,0.27679029
-1.77388694,1.12099776,0.28199894,0.40930842,0.03587596,0.02184155,0.24899725,0.02103809,0.27273601
-1.76788394,1.09093487,0.26794591,0.40017527,0.03391890,0.02246645,0.23390043,0.02011429,0.27049526
-1.76188094,1.06399384,0.25474418,0.39193454,0.03194793,0.02320951,0.21898175,0.01919207,0.27011510
-1.75587794,1.04070308,0.24252527,0.38479637,0.02999179,0.02407251,0.20443251,0.01828779,0.27160186
-1.74987494,1.02146589,0.23139323,0.37892570,0.02807762,0.02505345,0.19042844,0.01741644,0.27491749
-1.74387194,1.00654076,0.22142125,0.37443410,0.02623012,0.02614609,0.17712505,0.01659115,0.27997723
-1.73786893,0.99602775,0.21264937,0.37137397,0.02447074,0.02733967,0.16465393,0.01582273,0.28664887
-1.73186593,0.98986144,0.20508353,0.36973530,0.02281720,0.02861886,0.15312015,0.01511936,0.29475349
-1.72586293,0.98781102,0.19869585,0.36944529,0.02128311,0.02996385,0.14260077,0.01448648,0.30406817
-1.71985993,0.98948745,0.19342630,0.37037073,0.01987788,0.03135068,0.13314440,0.01392667,0.31433037
-1.71385693,0.99435749,0.18918556,0.37232309,0.01860679,0.03275180,0.12477188,0.01343979,0.32524415
