energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.89194597,2.53481356,0.59535738,1.00403669,0.02785682,0.23654166,0.59583366,0.76644548,0.41349210,0.00000000
-5.88594297,2.66718637,0.62986842,1.05135276,0.02817205,0.24805986,0.62290039,0.81583294,0.43426584,0.00000000
-5.87993997,2.79500639,0.66336698,1.09619918,0.02830854,0.25930479,0.64969917,0.86494207,0.45375104,0.00000000
-5.87393697,2.91600855,0.69532445,1.13776199,0.02826390,0.27004112,0.67557533,0.91297210,0.47162101,0.00000000
-5.86793397,3.02802337,0.72522588,1.17527575,0.02803958,0.28004367,0.69990588,0.95912476,0.48757488,0.00000000
-5.86193097,3.12902696,0.75258081,1.20804049,0.02764081,0.28910176,0.72211127,1.00262508,0.50134446,0.00000000
-5.85592796,3.21718858,0.77693407,1.23543724,0.02707635,0.29702337,0.74166655,1.04274244,0.51270018,0.00000000
-5.84992496,3.29091426,0.79787598,1.25694157,0.02635814,0.30363882,0.75811147,1.07881119,0.52145613,0.00000000
-5.84392196,3.34888513,0.81505179,1.27213498,0.02550083,0.30880410,0.77105934,1.11025026,0.52747377,0.00000000
-5.83791896,3.39008916,0.82817002,1.28071356,0.02452129,0.31240351,0.78020437,1.13658073,0.53066439,0.00000000
-5.83191596,3.41384517,0.83700938,1.28249381,0.02343800,0.31435179,0.78532718,1.15744086,0.53099023,0.00000000
-5.82591296,3.41981830,0.84142410,1.27741548,0.02227050,0.31459542,0.78629828,1.17259770,0.52846417,0.00000000
-5.81990995,3.40802616,0.84134743,1.26554127,0.02103875,0.31311326,0.78307945,1.18195487,0.52314814,0.00000000
-5.81390695,3.37883559,0.83679314,1.24705350,0.01976256,0.30991639,0.77572269,1.18555608,0.51515033,0.00000000
-5.80790395,3.33294989,0.82785512,1.22224785,0.01846111,0.30504714,0.76436699,1.18358398,0.50462128,0.00000000
-5.80190095,3.27138692,0.81470485,1.19152443,0.01715247,0.29857744,0.74923277,1.17635451,0.49174910,0.00000000
-5.79589795,3.19544882,0.79758694,1.15537645,0.01585324,0.29060643,0.73061430,1.16430672,0.47675401,0.00000000
-5.78989495,3.10668431,0.77681292,1.11437687,0.01457823,0.28125748,0.70887015,1.14798838,0.45988233,0.00000000
-5.78389195,3.00684485,0.75275340,1.06916353,0.01334032,0.27067468,0.68441225,1.12803805,0.44140028,0.00000000
-5.77788894,2.89783617,0.72582889,1.02042317,0.01215028,0.25901893,0.65769368,1.10516413,0.42158758,0.00000000
-5.77188594,2.78166683,0.69649957,0.96887486,0.01101680,0.24646381,0.62919572,1.08012178,0.40073132,0.00000000
-5.76588294,2.66039554,0.66525451,0.91525342,0.00994652,0.23319121,0.59941472,1.05368866,0.37912000,0.00000000
-5.75987994,2.53607909,0.63260050,0.86029312,0.00894410,0.21938711,0.56884905,1.02664031,0.35703811,0.00000000
-5.75387694,2.41072242,0.59905102,0.80471245,0.00801243,0.20523738,0.53798671,0.99972636,0.33476113,0.00000000
-5.74787394,2.28623273,0.56511573,0.74920001,0.00715279,0.19092392,0.50729409,0.97364824,0.31255137,0.00000000
-5.74187094,2.16437876,0.53129080,0.69440220,0.00636505,0.17662113,0.47720596,0.94903946,0.29065438,0.00000000
-5.73586793,2.04675664,0.49805037,0.64091269,0.00564792,0.16249289,0.44811736,0.92644905,0.26929619,0.00000000
-5.72986493,1.93476303,0.46583954,0.58926417,0.00499918,0.14869004,0.42037730,0.90632875,0.24868129,0.00000000
-5.72386193,1.82957628,0.43506889,0.53992230,0.00441583,0.13534847,0.39428457,0.88902437,0.22899143,0.00000000
-5.71785893,1.73214581,0.40611088,0.49328191,0.00389438,0.12258778,0.37008561,0.87477146,0.21038510,0.00000000
-5.71185593,1.64318957,0.37929801,0.44966550,0.00343096,0.11051055,0.34797440,0.86369527,0.19299769,0.00000000
-5.70585293,1.56319923,0.35492264,0.40932387,0.00302150,0.09920219,0.32809429,0.85581490,0.17694229,0.00000000
-5.69984992,1.49245244,0.33323862,0.37243857,0.00266187,0.08873126,0.31054140,0.85105112,0.16231100,0.00000000
-5.69384692,1.43103100,0.31446407,0.33912616,0.00234796,0.07915029,0.29536950,0.84923743,0.14917663,0.00000000
-5.68784392,1.37884400,0.29878541,0.30944371,0.00207581,0.07049688,0.28259577,0.85013363,0.13759475,0.00000000
-5.68184092,1.33565447,0.28636196,0.28339536,0.00184162,0.06279516,0.27220739,0.85344116,0.12760584,0.00000000
-5.67583792,1.30110805,0.27733092,0.26093963,0.00164186,0.05605737,0.26416823,0.85881955,0.11923755,0.00000000
-5.66983492,1.27476245,0.27181205,0.24199696,0.00147324,0.05028550,0.25842551,0.86590292,0.11250683,0.00000000
-5.66383192,1.25611611,0.26991187,0.22645729,0.00133277,0.04547298,0.25491596,0.87431605,0.10742184,0.00000000
-5.65782891,1.24463484,0.27172671,0.21418735,0.00121775,0.04160619,0.25357110,0.88368915,0.10398353,0.00000000
-5.65182591,1.23977547,0.27734438,0.20503728,0.00112578,0.03866585,0.25432154,0.89367084,0.10218676,0.00000000
-5.64582291,1.24100545,0.28684414,0.19884657,0.00105471,0.03662818,0.25709985,0.90393885,0.10202094,0.00000000
-5.63981991,1.24781790,0.30029472,0.19544889,0.00100270,0.03546580,0.26184218,0.91420826,0.10347004,0.00000000
-5.63381691,1.25974186,0.31775044,0.19467601,0.00096811,0.03514828,0.26848829,0.92423698,0.10651209,0.00000000
-5.62781391,1.27634750,0.33924537,0.19636053,0.00094956,0.03564253,0.27698031,0.93382872,0.11111808,0.00000000
-5.62181091,1.29724686,0.36478583,0.20033755,0.00094585,0.03691280,0.28726018,0.94283344,0.11725039,0.00000000
-5.61580790,1.32209041,0.39434155,0.20644540,0.00095592,0.03892056,0.29926611,0.95114578,0.12486084,0.00000000
-5.60980490,1.35056025,0.42783604,0.21452554,0.00097890,0.04162412,0.31292829,0.95870165,0.13388848,0.00000000
-5.60380190,1.38236099,0.46513663,0.22442168,0.00101398,0.04497818,0.32816425,0.96547376,0.14425734,0.00000000
-5.59779890,1.41720905,0.50604511,0.23597861,0.00106044,0.04893333,0.34487421,0.97146622,0.15587426,0.00000000
-5.59179590,1.45482177,0.55028944,0.24904057,0.00111764,0.05343557,0.36293677,0.97670901,0.16862706,0.00000000
-5.58579290,1.49490694,0.59751743,0.26344972,0.00118493,0.05842597,0.38220546,0.98125251,0.18238322,0.00000000
-5.57978989,1.53715398,0.64729303,0.27904468,0.00126170,0.06384043,0.40250627,0.98516248,0.19698930,0.00000000
-5.57378689,1.58122720,0.69909583,0.29565936,0.00134730,0.06960973,0.42363667,0.98851581,0.21227110,0.00000000
-5.56778389,1.62676175,0.75232415,0.31312232,0.00144111,0.07565983,0.44536615,0.99139701,0.22803490,0.00000000
-5.56178089,1.67336257,0.80630203,0.33125653,0.00154244,0.08191241,0.46743834,0.99389542,0.24406968,0.00000000
-5.55577789,1.72060608,0.86029026,0.34987974,0.00165060,0.08828578,0.48957493,0.99610312,0.26015031,0.00000000
-5.54977489,1.76804468,0.91350101,0.36880541,0.00176488,0.09469602,0.51148101,0.99811328,0.27604177,0.00000000
-5.54377189,1.81521328,0.96511590,0.38784406,0.00188454,0.10105832,0.53285173,1.00001860,0.29150411,0.00000000
-5.53776888,1.86163748,1.01430675,0.40680509,0.00200884,0.10728859,0.55338000,1.00190965,0.30629816,0.00000000
-5.53176588,1.90684255,1.06025813,0.42549878,0.00213704,0.11330511,0.57276471,1.00387290,0.32019155,0.00000000
-5.52576288,1.95036253,1.10219086,0.44373852,0.00226840,0.11903019,0.59071919,1.00598808,0.33296491,0.00000000
-5.51975988,1.99174877,1.13938526,0.46134296,0.00240221,0.12439188,0.60697939,1.00832496,0.34441794,0.00000000
-5.51375688,2.03057724,1.17120313,0.47813815,0.00253778,0.12932541,0.62131127,1.01093940,0.35437503,0.00000000
-5.50775388,2.06645431,1.19710737,0.49395941,0.00267443,0.13377454,0.63351718,1.01386893,0.36269019,0.00000000
-5.50175088,2.09902077,1.21667834,0.50865293,0.00281153,0.13769252,0.64344076,1.01712817,0.36925103,0.00000000
-5.49574787,2.12795411,1.22962609,0.52207719,0.00294845,0.14104281,0.65097022,1.02070427,0.37398166,0.00000000
-5.48974487,2.15296922,1.23579806,0.53410397,0.00308461,0.14379945,0.65603983,1.02455308,0.37684431,0.00000000
-5.48374187,2.17381809,1.23518175,0.54461934,0.00321942,0.14594703,0.65862966,1.02859641,0.37783973,0.00000000
-5.47773887,2.19028902,1.22790255,0.55352432,0.00335232,0.14748040,0.65876369,1.03272087,0.37700630,0.00000000
-5.47173587,2.20220598,1.21421684,0.56073574,0.00348276,0.14840405,0.65650646,1.03677884,0.37441799,0.00000000
-5.46573287,2.20942877,1.19450081,0.56618700,0.00361022,0.14873130,0.65195857,1.04059178,0.37018130,0.00000000
-5.45972986,2.21185468,1.16923590,0.56982912,0.00373423,0.14848329,0.64525145,1.04395612,0.36443143,0.00000000
-5.45372686,2.20942195,1.13899149,0.57163198,0.00385436,0.14768795,0.63654169,1.04665171,0.35732788,0.00000000
-5.44772386,2.20211542,1.10440595,0.57158591,0.00397031,0.14637886,0.62600539,1.04845268,0.34904973,0.00000000
-5.44172086,2.18997425,1.06616696,0.56970340,0.00408189,0.14459429,0.61383285,1.04914025,0.33979083,0.00000000
-5.43571786,2.17310146,1.02499209,0.56602116,0.00418915,0.14237623,0.60022388,1.04851687,0.32975522,0.00000000
-5.42971486,2.15167477,0.98161044,0.56060211,0.00429237,0.13976965,0.58538397,1.04642103,0.31915281,0.00000000
-5.42371186,2.12595795,0.93674617,0.55353736,0.00439218,0.13682187,0.56952146,1.04274179,0.30819561,0.00000000
-5.41770885,2.09631156,0.89110423,0.54494784,0.00448962,0.13358209,0.55284568,1.03743211,0.29709454,0.00000000
-5.41170585,2.06320221,0.84535887,0.53498543,0.00458618,0.13010113,0.53556601,1.03052017,0.28605676,0.00000000
-5.40570285,2.02720899,0.80014490,0.52383331,0.00468393,0.12643117,0.51789175,1.02211754,0.27528372,0.00000000
-5.39969985,1.98902605,0.75605163,0.51170541,0.00478550,0.12262560,0.50003251,1.01242387,0.26496960,0.00000000
-5.39369685,1.94946055,0.71361939,0.49884466,0.00489416,0.11873886,0.48219886,1.00172718,0.25530023,0.00000000
-5.38769385,1.90942497,0.67333806,0.48552004,0.00501383,0.11482620,0.46460311,0.99039967,0.24645224,0.00000000
-5.38169085,1.86992378,0.63564737,0.47202233,0.00514905,0.11094333,0.44745961,0.97888891,0.23859240,0.00000000
-5.37568784,1.83203408,0.60093828,0.45865855,0.00530492,0.10714597,0.43098475,0.96770463,0.23187690,0.00000000
-5.36968484,1.79688074,0.56955510,0.44574528,0.00548705,0.10348909,0.41539611,0.95740157,0.22645058,0.00000000
-5.36368184,1.76560676,0.54179769,0.43360093,0.00570146,0.10002613,0.40091079,0.94855910,0.22244590,0.00000000
-5.35767884,1.73933971,0.51792358,0.42253739,0.00595437,0.09680790,0.38774296,0.94175854,0.21998170,0.00000000
-5.35167584,1.71915584,0.49814950,0.41285112,0.00625207,0.09388142,0.37610040,0.93755925,0.21916165,0.00000000
-5.34567284,1.70604314,0.48265220,0.40481431,0.00660068,0.09128865,0.36618040,0.93647461,0.22007247,0.00000000
-5.33966983,1.70086525,0.47156854,0.39866630,0.00700593,0.08906517,0.35816505,0.93894904,0.22278193,0.00000000
-5.33366683,1.70432774,0.46499466,0.39460574,0.00747289,0.08723894,0.35221614,0.94533732,0.22733681,0.00000000
-5.32766383,1.71694853,0.46298460,0.39278375,0.00800574,0.08582915,0.34846996,0.95588709,0.23376080,0.00000000
-5.32166083,1.73903379,0.46554833,0.39329852,0.00860745,0.08484529,0.34703227,0.97072553,0.24205260,0.00000000
-5.31565783,1.77066065,0.47264949,0.39619157,0.00927960,0.08428652,0.34797365,0.98985077,0.25218425,0.00000000
-5.30965483,1.81166758,0.48420312,0.40144573,0.01002210,0.08414134,0.35132558,1.01312857,0.26409992,0.00000000
-5.30365183,1.86165294,0.50007363,0.40898523,0.01083301,0.08438768,0.35707730,1.04029439,0.27771515,0.00000000
-5.29764882,1.91998204,0.52007326,0.41867758,0.01170839,0.08499332,0.36517386,1.07096073,0.29291675,0.00000000
-5.29164582,1.98580227,0.54396119,0.43033745,0.01264222,0.08591685,0.37551515,1.10462938,0.30956340,0.00000000
-5.28564282,2.05806593,0.57144369,0.44373229,0.01362634,0.08710887,0.38795633,1.14070818,0.32748690,0.00000000
-5.27963982,2.13555964,0.60217520,0.45858942,0.01465047,0.08851365,0.40230940,1.17853118,0.34649424,0.00000000
-5.27363682,2.21693929,0.63576070,0.47460436,0.01570239,0.09007103,0.41834601,1.21738159,0.36637036,0.00000000
-5.26763382,2.30076906,0.67175921,0.49145017,0.01676802,0.09171850,0.43580135,1.25651630,0.38688153,0.00000000
-5.26163082,2.38556292,0.70968867,0.50878718,0.01783179,0.09339352,0.45437916,1.29519096,0.40777946,0.00000000
-5.25562781,2.46982705,0.74903193,0.52627300,0.01887687,0.09503573,0.47375749,1.33268446,0.42880574,0.00000000
-5.24962481,2.55210156,0.78924400,0.54357224,0.01988562,0.09658920,0.49359523,1.36832189,0.44969682,0.00000000
-5.24362181,2.63099992,0.82976036,0.56036577,0.02084001,0.09800449,0.51353924,1.40149497,0.47018920,0.00000000
-5.23761881,2.70524478,0.87000620,0.57635893,0.02172213,0.09924045,0.53323168,1.43167914,0.49002468,0.00000000
-5.23161581,2.77369903,0.90940644,0.59128874,0.02251464,0.10026582,0.55231769,1.45844688,0.50895565,0.00000000
-5.22561281,2.83539100,0.94739642,0.60492958,0.02320132,0.10106035,0.57045293,1.48147648,0.52675021,0.00000000
-5.21960980,2.88953329,0.98343279,0.61709738,0.02376754,0.10161558,0.58731099,1.50055654,0.54319681,0.00000000
-5.21360680,2.93553463,1.01700462,0.62765215,0.02420071,0.10193529,0.60259039,1.51558565,0.55810859,0.00000000
-5.20760380,2.97300483,1.04764426,0.63649878,0.02449070,0.10203543,0.61602107,1.52656796,0.57132695,0.00000000
-5.20160080,3.00175283,1.07493757,0.64358626,0.02463015,0.10194375,0.62737011,1.53360458,0.58272442,0.00000000
-5.19559780,3.02177832,1.09853346,0.64890531,0.02461473,0.10169910,0.63644663,1.53688169,0.59220669,0.00000000
-5.18959480,3.03325750,1.11815203,0.65248462,0.02444325,0.10135036,0.64310567,1.53665580,0.59971369,0.00000000
-5.18359180,3.03652396,1.13359127,0.65438597,0.02411776,0.10095522,0.64725096,1.53323704,0.60521975,0.00000000
-5.17758879,3.03204542,1.14473189,0.65469836,0.02364344,0.10057874,0.64883648,1.52697133,0.60873273,0.00000000
-5.17158579,3.02039772,1.15154002,0.65353159,0.02302844,0.10029179,0.64786677,1.51822211,0.61029223,0.00000000
-5.16558279,3.00223702,1.15406762,0.65100940,0.02228364,0.10016949,0.64439601,1.50735276,0.60996702,0.00000000
-5.15957979,2.97827153,1.15245045,0.64726275,0.02142229,0.10028958,0.63852576,1.49471024,0.60785158,0.00000000
-5.15357679,2.94923388,1.14690362,0.64242324,0.02045959,0.10073083,0.63040170,1.48061070,0.60406216,0.00000000
-5.14757379,2.91585524,1.13771473,0.63661718,0.01941221,0.10157158,0.62020914,1.46532779,0.59873234,0.00000000
-5.14157079,2.87884215,1.12523487,0.62996047,0.01829784,0.10288829,0.60816780,1.44908397,0.59200840,0.00000000
-5.13556778,2.83885685,1.10986767,0.62255450,0.01713459,0.10475420,0.59452571,1.43204509,0.58404459,0.00000000
-5.12956478,2.79650173,1.09205679,0.61448326,0.01594059,0.10723813,0.57955279,1.41431849,0.57499861,0.00000000
-5.12356178,2.75230824,1.07227233,0.60581165,0.01473341,0.11040324,0.56353397,1.39595444,0.56502746,0.00000000
-5.11755878,2.70673043,1.05099666,0.59658515,0.01352973,0.11430599,0.54676245,1.37695070,0.55428369,0.00000000
-5.11155578,2.66014292,1.02871005,0.58683068,0.01234489,0.11899500,0.52953291,1.35725993,0.54291239,0.00000000
-5.10555278,2.61284312,1.00587686,0.57655857,0.01119264,0.12451003,0.51213526,1.33679920,0.53104884,0.00000000
-5.09954977,2.56505699,0.98293263,0.56576555,0.01008489,0.13088090,0.49484883,1.31546130,0.51881691,0.00000000
-5.09354677,2.51694771,0.96027254,0.55443838,0.00903154,0.13812642,0.47793714,1.29312681,0.50632820,0.00000000
-5.08754377,2.46862648,0.93824171,0.54255806,0.00804047,0.14625337,0.46164356,1.26967649,0.49368193,0.00000000
-5.08154077,2.42016443,0.91712760,0.53010411,0.00711748,0.15525540,0.44618755,1.24500312,0.48096540,0.00000000
-5.07553777,2.37160487,0.89715477,0.51705898,0.00626639,0.16511201,0.43176185,1.21902221,0.46825492,0.00000000
-5.06953477,2.32297501,0.87848202,0.50341192,0.00548917,0.17578768,0.41853028,1.19168096,0.45561723,0.00000000
-5.06353177,2.27429642,0.86120203,0.48916251,0.00478608,0.18723094,0.40662631,1.16296510,0.44311097,0.00000000
-5.05752876,2.22559357,0.84534343,0.47432333,0.00415588,0.19937386,0.39615225,1.13290319,0.43078841,0.00000000
-5.05152576,2.17690026,0.83087496,0.45892184,0.00359608,0.21213154,0.38717891,1.10156841,0.41869701,0.00000000
-5.04552276,2.12826348,0.81771171,0.44300136,0.00310315,0.22540212,0.37974587,1.06907765,0.40688084,0.00000000
-5.03951976,2.07974497,0.80572296,0.42662110,0.00267278,0.23906701,0.37386195,1.03558822,0.39538180,0.00000000
-5.03351676,2.03142044,0.79474127,0.40985537,0.00230007,0.25299162,0.36950627,1.00129245,0.38424047,0.00000000
-5.02751376,1.98337702,0.78457253,0.39279206,0.00197979,0.26702655,0.36662940,0.96641055,0.37349660,0.00000000
-5.02151076,1.93570921,0.77500652,0.37553043,0.00170656,0.28100925,0.36515501,0.93118227,0.36318930,0.00000000
-5.01550775,1.88851414,0.76582751,0.35817862,0.00147499,0.29476621,0.36498169,0.89585788,0.35335688,0.00000000
-5.00950475,1.84188651,0.75682466,0.34085082,0.00127987,0.30811570,0.36598522,0.86068904,0.34403634,0.00000000
-5.00350175,1.79591393,0.74780178,0.32366448,0.00111626,0.32087089,0.36802113,0.82592000,0.33526274,0.00000000
-4.99749875,1.75067320,0.73858622,0.30673762,0.00097956,0.33284348,0.37092769,0.79177983,0.32706836,0.00000000
-4.99149575,1.70622792,0.72903658,0.29018652,0.00086562,0.34384762,0.37452931,0.75847571,0.31948180,0.00000000
-4.98549275,1.66262780,0.71904924,0.27412373,0.00077077,0.35370414,0.37864036,0.72618795,0.31252721,0.00000000
-4.97948974,1.61990988,0.70856338,0.25865675,0.00069180,0.36224484,0.38306942,0.69506664,0.30622351,0.00000000
-4.97348674,1.57810163,0.69756461,0.24388713,0.00062601,0.36931693,0.38762387,0.66523024,0.30058398,0.00000000
-4.96748374,1.53722601,0.68608728,0.22991027,0.00057121,0.37478720,0.39211480,0.63676589,0.29561607,0.00000000
-4.96148074,1.49730808,0.67421533,0.21681562,0.00052566,0.37854602,0.39636211,0.60973142,0.29132158,0.00000000
-4.95547774,1.45838300,0.66208207,0.20468750,0.00048808,0.38051097,0.40019969,0.58415891,0.28769734,0.00000000
-4.94947474,1.42050489,0.64986880,0.19360612,0.00045759,0.38062982,0.40348049,0.56005938,0.28473618,0.00000000
-4.94347174,1.38375610,0.63780259,0.18364899,0.00043374,0.37888294,0.40608138,0.53742847,0.28242852,0.00000000
-4.93746873,1.34825633,0.62615327,0.17489233,0.00041639,0.37528491,0.40790742,0.51625260,0.28076419,0.00000000
-4.93146573,1.31417108,0.61522974,0.16741254,0.00040576,0.36988527,0.40889568,0.49651538,0.27973472,0.00000000
-4.92546273,1.28171875,0.60537583,0.16128741,0.00040235,0.36276835,0.40901806,0.47820388,0.27933577,0.00000000
-4.91945973,1.25117599,0.59696548,0.15659711,0.00040692,0.35405217,0.40828316,0.46131438,0.27956977,0.00000000
-4.91345673,1.22288076,0.59039754,0.15342468,0.00042048,0.34388637,0.40673710,0.44585735,0.28044840,0.00000000
-4.90745373,1.19723254,0.58608992,0.15185603,0.00044424,0.33244923,0.40446293,0.43186140,0.28199493,0.00000000
-4.90145073,1.17468953,0.58447308,0.15197933,0.00047959,0.31994383,0.40157889,0.41937587,0.28424613,0.00000000
-4.89544772,1.15576251,0.58598270,0.15388367,0.00052807,0.30659348,0.39823531,0.40847207,0.28725352,0.00000000
-4.88944472,1.14100517,0.59105157,0.15765710,0.00059134,0.29263651,0.39461016,0.39924291,0.29108392,0.00000000
-4.88344172,1.13100105,0.60010030,0.16338389,0.00067114,0.27832057,0.39090362,0.39180091,0.29581896,0.00000000
-4.87743872,1.12634706,0.61352718,0.17114123,0.00076924,0.26389661,0.38733142,0.38627470,0.30155359,0.00000000
-4.87143572,1.12763414,0.63169677,0.18099525,0.00088739,0.24961271,0.38411755,0.38280391,0.30839342,0.00000000
-4.86543272,1.13542520,0.65492777,0.19299662,0.00102730,0.23570803,0.38148628,0.38153279,0.31645088,0.00000000
-4.85942971,1.15023133,0.68347991,0.20717583,0.00119051,0.22240682,0.37965393,0.38260262,0.32584034,0.00000000
-4.85342671,1.17248669,0.71754059,0.22353826,0.00137840,0.20991301,0.37882064,0.38614332,0.33667221,0.00000000
-4.84742371,1.20252325,0.75721133,0.24205939,0.00159207,0.19840528,0.37916243,0.39226443,0.34904631,0.00000000
-4.84142071,1.24054631,0.80249487,0.26268025,0.00183230,0.18803278,0.38082391,0.40104598,0.36304466,0.00000000
-4.83541771,1.28661181,0.85328330,0.28530339,0.00209945,0.17891181,0.38391181,0.41252964,0.37872419,0.00000000
-4.82941471,1.34060667,0.90934802,0.30978965,0.00239343,0.17112330,0.38848978,0.42671038,0.39610959,0.00000000
-4.82341171,1.40223316,0.97033217,0.33595600,0.00271365,0.16471140,0.39457452,0.44352943,0.41518670,0.00000000
-4.81740870,1.47099845,1.03574635,0.36357456,0.00305894,0.15968306,0.40213346,0.46286855,0.43589694,0.00000000
-4.81140570,1.54621007,1.10496804,0.39237309,0.00342760,0.15600862,0.41108417,0.48454635,0.45813307,0.00000000
-4.80540270,1.62697822,1.17724542,0.42203714,0.00381734,0.15362354,0.42129550,0.50831666,0.48173668,0.00000000
-4.79939970,1.71222525,1.25170591,0.45221380,0.00422534,0.15243101,0.43259044,0.53386943,0.50649764,0.00000000
-4.79339670,1.80070255,1.32736954,0.48251717,0.00464833,0.15230554,0.44475067,0.56083415,0.53215570,0.00000000
-4.78739370,1.89101486,1.40316720,0.51253554,0.00508264,0.15309732,0.45752257,0.58878597,0.55840443,0.00000000
-4.78139070,1.98165140,1.47796349,0.54184004,0.00552434,0.15463721,0.47062464,0.61725419,0.58489740,0.00000000
-4.77538769,2.07102307,1.55058350,0.56999457,0.00596939,0.15674235,0.48375593,0.64573327,0.61125646,0.00000000
-4.76938469,2.15750478,1.61984289,0.59656679,0.00641377,0.15922198,0.49660523,0.67369569,0.63708197,0.00000000
-4.76338169,2.23948119,1.68458029,0.62113971,0.00685373,0.16188352,0.50886077,0.70060644,0.66196453,0.00000000
-4.75737869,2.31539447,1.74369071,0.64332349,0.00728592,0.16453851,0.52021995,0.72593852,0.68549785,0.00000000
-4.75137569,2.38379216,1.79615880,0.66276704,0.00770759,0.16700840,0.53039879,0.74918891,0.70729211,0.00000000
-4.74537269,2.44337309,1.84109053,0.67916888,0.00811681,0.16912985,0.53914088,0.76989428,0.72698742,0.00000000
-4.73936968,2.49302958,1.87774194,0.69228678,0.00851259,0.17075944,0.54622523,0.78764582,0.74426657,0.00000000
-4.73336668,2.53188396,1.90554366,0.70194589,0.00889500,0.17177756,0.55147295,0.80210254,0.75886666,0.00000000
-4.72736368,2.55931776,1.92412003,0.70804466,0.00926526,0.17209150,0.55475250,0.81300247,0.77058887,0.00000000
-4.72136068,2.57499215,1.93330184,0.71055864,0.00962579,0.17163739,0.55598309,0.82017109,0.77930604,0.00000000
-4.71535768,2.57885861,1.93313209,0.70954151,0.00998012,0.17038123,0.55513647,0.82352683,0.78496754,0.00000000
-4.70935468,2.57115913,1.92386421,0.70512363,0.01033282,0.16831869,0.55223664,0.82308312,0.78760118,0.00000000
-4.70335168,2.55241584,1.90595288,0.69750775,0.01068935,0.16547396,0.54735786,0.81894700,0.78731201,0.00000000
-4.69734867,2.52341026,1.88003749,0.68696227,0.01105581,0.16189758,0.54062082,0.81131425,0.78427798,0.00000000
-4.69134567,2.48515299,1.84691906,0.67381212,0.01143865,0.15766334,0.53218725,0.80046130,0.77874263,0.00000000
-4.68534267,2.43884500,1.80753145,0.65842773,0.01184436,0.15286451,0.52225308,0.78673411,0.77100504,0.00000000
-4.67933967,2.38583219,1.76290794,0.64121232,0.01227906,0.14760942,0.51104055,0.77053469,0.76140750,0.00000000
-4.67333667,2.32755500,1.71414480,0.62258836,0.01274818,0.14201675,0.49878961,0.75230564,0.75032139,0.00000000
-4.66733367,2.26549531,1.66236311,0.60298335,0.01325601,0.13621055,0.48574879,0.73251355,0.73813196,0.00000000
-4.66133067,2.20112282,1.60867072,0.58281581,0.01380536,0.13031537,0.47216614,0.71163182,0.72522265,0.00000000
-4.65532766,2.13584327,1.55412568,0.56248197,0.01439727,0.12445151,0.45828047,0.69012381,0.71195959,0.00000000
-4.64932466,2.07095059,1.49970284,0.54234355,0.01503068,0.11873075,0.44431329,0.66842693,0.69867718,0.00000000
-4.64332166,2.00758504,1.44626487,0.52271743,0.01570228,0.11325262,0.43046182,0.64693830,0.68566522,0.00000000
