energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.74187094,6.83022205,0.02155550,1.17838784,1.04281440,0.44919271,3.07238290,3.05620670,2.43517452,0.00000000
-5.73586793,6.73654279,0.02160771,1.15153623,1.03232810,0.44720705,3.03912540,2.99222994,2.41636918,0.00000000
-5.72986493,6.63971373,0.02164413,1.12423668,1.02097791,0.44492194,3.00374449,2.92788810,2.39588996,0.00000000
-5.72386193,6.54035187,0.02166235,1.09666740,1.00883420,0.44234431,2.96639508,2.86376504,2.37387574,0.00000000
-5.71785893,6.43905299,0.02166052,1.06899308,0.99597141,0.43948477,2.92722220,2.80040309,2.35047530,0.00000000
-5.71185593,6.33639992,0.02163730,1.04136523,0.98246950,0.43635887,2.88636409,2.73830227,2.32585085,0.00000000
-5.70585293,6.23297397,0.02159204,1.01392336,0.96841582,0.43298861,2.84395721,2.67792193,2.30018223,0.00000000
-5.69984992,6.12936806,0.02152471,0.98679692,0.95390698,0.42940382,2.80014288,2.61968411,2.27367128,0.00000000
-5.69384692,6.02620001,0.02143594,0.96010773,0.93905062,0.42564337,2.75507496,2.56397792,2.24654593,0.00000000
-5.68784392,5.92412460,0.02132703,0.93397259,0.92396698,0.42175611,2.70892795,2.51116432,2.21906342,0.00000000
-5.68184092,5.82384269,0.02119985,0.90850581,0.90878972,0.41780147,2.66190464,2.46158046,2.19151208,0.00000000
-5.67583792,5.72610626,0.02105682,0.88382147,0.89366617,0.41384948,2.61424272,2.41554309,2.16421138,0.00000000
-5.66983492,5.63171826,0.02090082,0.86003507,0.87875654,0.40998022,2.56621955,2.37335047,2.13750970,0.00000000
-5.66383192,5.54152650,0.02073504,0.83726446,0.86423205,0.40628274,2.51815455,2.33528241,2.11177975,0.00000000
-5.65782891,5.45641164,0.02056292,0.81562991,0.85027205,0.40285322,2.47040870,2.30159843,2.08741153,0.00000000
-5.65182591,5.37726912,0.02038801,0.79525337,0.83705996,0.39979267,2.42338108,2.27253400,2.06480292,0.00000000
-5.64582291,5.30498612,0.02021381,0.77625668,0.82477829,0.39720401,2.37750221,2.24829510,2.04434832,0.00000000
-5.63981991,5.24041442,0.02004372,0.75875924,0.81360281,0.39518882,2.33322460,2.22905157,2.02642572,0.00000000
-5.63381691,5.18434071,0.01988086,0.74287486,0.80369619,0.39384377,2.29101083,2.21492979,2.01138290,0.00000000
-5.62781391,5.13745617,0.01972799,0.72870829,0.79520149,0.39325701,2.25131977,2.20600525,1.99952346,0.00000000
-5.62181091,5.10032709,0.01958746,0.71635155,0.78823562,0.39350454,2.21459184,2.20229584,1.99109340,0.00000000
-5.61580790,5.07336843,0.01946111,0.70588032,0.78288347,0.39464695,2.18123398,2.20375634,1.98626925,0.00000000
-5.60980490,5.05682211,0.01935028,0.69735063,0.77919284,0.39672652,2.15160541,2.21027487,1.98514822,0.00000000
-5.60380190,5.05074152,0.01925574,0.69079609,0.77717056,0.39976490,2.12600492,2.22167159,1.98774122,0.00000000
-5.59779890,5.05498329,0.01917778,0.68622584,0.77678021,0.40376155,2.10466049,2.23770011,1.99396923,0.00000000
-5.59179590,5.06920722,0.01911618,0.68362338,0.77794143,0.40869294,2.08772191,2.25805170,2.00366324,0.00000000
-5.58579290,5.09288440,0.01907030,0.68294629,0.78053119,0.41451259,2.07525676,2.28236215,2.01656792,0.00000000
-5.57978989,5.12531327,0.01903915,0.68412696,0.78438680,0.42115200,2.06725001,2.31022115,2.03234906,0.00000000
-5.57378689,5.16564298,0.01902150,0.68707422,0.78931079,0.42852240,2.06360714,2.34118371,2.05060418,0.00000000
-5.56778389,5.21290270,0.01901592,0.69167575,0.79507724,0.43651721,2.06416069,2.37478304,2.07087619,0.00000000
-5.56178089,5.26603536,0.01902093,0.69780124,0.80143954,0.44501518,2.06867954,2.41054416,2.09266908,0.00000000
-5.55577789,5.32393421,0.01903508,0.70530596,0.80813902,0.45388403,2.07688062,2.44799772,2.11546522,0.00000000
-5.54977489,5.38548006,0.01905705,0.71403465,0.81491414,0.46298441,2.08844193,2.48669301,2.13874311,0.00000000
-5.54377189,5.44957743,0.01908569,0.72382550,0.82150978,0.47217404,2.10301647,2.52620974,2.16199504,0.00000000
-5.53776888,5.51518788,0.01912017,0.73451397,0.82768620,0.48131190,2.12024593,2.56616777,2.18474362,0.00000000
-5.53176588,5.58135884,0.01915994,0.74593630,0.83322724,0.49026218,2.13977354,2.60623445,2.20655655,0.00000000
-5.52576288,5.64724681,0.01920484,0.75793253,0.83794742,0.49889802,2.16125544,2.64612933,2.22705899,0.00000000
-5.51975988,5.71213409,0.01925509,0.77034905,0.84169757,0.50710476,2.18436994,2.68562584,2.24594311,0.00000000
-5.51375688,5.77543848,0.01931128,0.78304037,0.84436883,0.51478264,2.20882441,2.72455034,2.26297449,0.00000000
-5.50775388,5.83671620,0.01937439,0.79587036,0.84589483,0.52184896,2.23435963,2.76277847,2.27799521,0.00000000
-5.50175088,5.89565818,0.01944571,0.80871286,0.84625207,0.52823954,2.26075163,2.80022939,2.29092385,0.00000000
-5.49574787,5.95208069,0.01952683,0.82145175,0.84545851,0.53390953,2.28781121,2.83685827,2.30175250,0.00000000
-5.48974487,6.00591129,0.01961958,0.83398065,0.84357051,0.53883360,2.31538157,2.87264773,2.31054111,0.00000000
-5.48374187,6.05717130,0.01972592,0.84620234,0.84067836,0.54300549,2.34333460,2.90759879,2.31740976,0.00000000
-5.47773887,6.10595636,0.01984793,0.85802811,0.83690067,0.54643709,2.37156625,2.94172198,2.32252938,0.00000000
-5.47173587,6.15241617,0.01998768,0.86937714,0.83237795,0.54915696,2.39999173,2.97502923,2.32611136,0.00000000
-5.46573287,6.19673496,0.02014714,0.88017606,0.82726569,0.55120857,2.42854109,3.00752695,2.32839668,0.00000000
-5.45972986,6.23911360,0.02032815,0.89035883,0.82172729,0.55264817,2.45715565,3.03921078,2.32964523,0.00000000
-5.45372686,6.27975425,0.02053228,0.89986699,0.81592713,0.55354254,2.48578571,3.07006211,2.33012542,0.00000000
-5.44772386,6.31884827,0.02076079,0.90865031,0.81002421,0.55396652,2.51438974,3.10004649,2.33010485,0.00000000
-5.44172086,6.35656732,0.02101457,0.91666782,0.80416635,0.55400060,2.54293514,3.12911392,2.32984195,0.00000000
-5.43571786,6.39305802,0.02129403,0.92388913,0.79848538,0.55372848,2.57140052,3.15720062,2.32957900,0.00000000
-5.42971486,6.42843942,0.02159911,0.93029596,0.79309333,0.55323468,2.59977905,3.18423210,2.32953640,0.00000000
-5.42371186,6.46280312,0.02192922,0.93588376,0.78807963,0.55260233,2.62808255,3.21012698,2.32990824,0.00000000
-5.41770885,6.49621503,0.02228322,0.94066316,0.78350949,0.55191106,2.65634586,3.23480115,2.33085908,0.00000000
-5.41170585,6.52871815,0.02265940,0.94466114,0.77942321,0.55123511,2.68463054,3.25817179,2.33252172,0.00000000
-5.40570285,6.56033564,0.02305549,0.94792169,0.77583655,0.55064166,2.71302766,3.28016083,2.33499586,0.00000000
-5.39969985,6.59107329,0.02346869,0.95050590,0.77274184,0.55018933,2.74165869,3.30069745,2.33834739,0.00000000
-5.39369685,6.62092099,0.02389569,0.95249125,0.77010980,0.54992698,2.77067430,3.31971949,2.34260826,0.00000000
-5.38769385,6.64985288,0.02433272,0.95397000,0.76789193,0.54989283,2.80025040,3.33717361,2.34777673,0.00000000
-5.38169085,6.67782590,0.02477560,0.95504688,0.76602325,0.55011375,2.83058149,3.35301420,2.35381801,0.00000000
-5.37568784,6.70477694,0.02521982,0.95583575,0.76442529,0.55060500,2.86187121,3.36720128,2.36066520,0.00000000
-5.36968484,6.73061893,0.02566060,0.95645570,0.76300925,0.55137022,2.89432029,3.37969763,2.36822067,0.00000000
-5.36368184,6.75523633,0.02609298,0.95702644,0.76167915,0.55240178,2.92811257,3.39046553,2.37635777,0.00000000
-5.35767884,6.77848054,0.02651191,0.95766332,0.76033490,0.55368153,2.96339952,3.39946348,2.38492322,0.00000000
-5.35167584,6.80016614,0.02691234,0.95847221,0.75887529,0.55518182,3.00028428,3.40664336,2.39374000,0.00000000
-5.34567284,6.82006832,0.02728932,0.95954434,0.75720082,0.55686687,3.03880595,3.41194838,2.40261096,0.00000000
-5.33966983,6.83792233,0.02763807,0.96095158,0.75521629,0.55869441,3.07892531,3.41531214,2.41132322,0.00000000
-5.33366683,6.85342525,0.02795409,0.96274214,0.75283324,0.56061760,3.12051277,3.41665903,2.41965325,0.00000000
-5.32766383,6.86624036,0.02823322,0.96493714,0.74997210,0.56258702,3.16333947,3.41590606,2.42737258,0.00000000
-5.32166083,6.87600423,0.02847175,0.96752804,0.74656423,0.56455285,3.20707228,3.41296597,2.43425412,0.00000000
-5.31565783,6.88233628,0.02866644,0.97047516,0.74255356,0.56646693,3.25127320,3.40775170,2.44007876,0.00000000
-5.30965483,6.88485055,0.02881459,0.97370741,0.73789815,0.56828489,3.29540348,3.40018175,2.44464209,0.00000000
-5.30365183,6.88316906,0.02891413,0.97712316,0.73257134,0.56996792,3.33883259,3.39018610,2.44776104,0.00000000
-5.29764882,6.87693623,0.02896356,0.98059228,0.72656273,0.57148446,3.38085169,3.37771245,2.44928000,0.00000000
-5.29164582,6.86583362,0.02896207,0.98395936,0.71987881,0.57281142,3.42069134,3.36273220,2.44907634,0.00000000
-5.28564282,6.84959426,0.02890947,0.98704785,0.71254328,0.57393512,3.45754278,3.34524585,2.44706493,0.00000000
-5.27963982,6.82801597,0.02880621,0.98966514,0.70459702,0.57485184,3.49058186,3.32528751,2.44320161,0.00000000
-5.27363682,6.80097312,0.02865339,0.99160834,0.69609780,0.57556788,3.51899485,3.30292823,2.43748539,0.00000000
-5.26763382,6.76842643,0.02845268,0.99267057,0.68711957,0.57609939,3.54200505,3.27827796,2.42995937,0.00000000
-5.26163082,6.73043050,0.02820633,0.99264760,0.67775154,0.57647172,3.55889917,3.25148623,2.42071039,0.00000000
-5.25562781,6.68713903,0.02791711,0.99134468,0.66809686,0.57671866,3.56905253,3.22274136,2.40986751,0.00000000
-5.24962481,6.63880775,0.02758822,0.98858325,0.65827118,0.57688134,3.57195221,3.19226860,2.39759955,0.00000000
-5.24362181,6.58579516,0.02722330,0.98420751,0.64840092,0.57700717,3.56721725,3.16032720,2.38411171,0.00000000
-5.23761881,6.52856139,0.02682629,0.97809054,0.63862146,0.57714870,3.55461536,3.12720670,2.36964176,0.00000000
-5.23161581,6.46766536,0.02640145,0.97013977,0.62907518,0.57736254,3.53407555,3.09322279,2.35445582,0.00000000
-5.22561281,6.40376042,0.02595321,0.96030181,0.61990958,0.57770849,3.50569626,3.05871276,2.33884399,0.00000000
-5.21960980,6.33758877,0.02548616,0.94856628,0.61127527,0.57824871,3.46974897,3.02403099,2.32311615,0.00000000
-5.21360680,6.26997458,0.02500494,0.93496863,0.60332411,0.57904725,3.42667699,2.98954433,2.30759781,0.00000000
-5.20760380,6.20181584,0.02451424,0.91959171,0.59620737,0.58016965,3.37708962,2.95562767,2.29262622,0.00000000
-5.20160080,6.13407479,0.02401868,0.90256619,0.59007392,0.58168270,3.32175182,2.92265941,2.27854668,0.00000000
-5.19559780,6.06776669,0.02352277,0.88406947,0.58506851,0.58365428,3.26156964,2.89101703,2.26570893,0.00000000
-5.18959480,6.00394665,0.02303088,0.86432326,0.58133003,0.58615325,3.19757176,2.86107238,2.25446345,0.00000000
-5.18359180,5.94369410,0.02254718,0.84358971,0.57898967,0.58924908,3.13088763,2.83318666,2.24515754,0.00000000
-5.17758879,5.88809488,0.02207557,0.82216623,0.57816907,0.59301139,3.06272265,2.80770487,2.23813092,0.00000000
-5.17158579,5.83822054,0.02161968,0.80037889,0.57897825,0.59750906,2.99433111,2.78494965,2.23371063,0.00000000
-5.16558279,5.79510499,0.02118280,0.77857480,0.58151336,0.60280895,2.92698727,2.76521442,2.23220518,0.00000000
-5.15957979,5.75971873,0.02076784,0.75711347,0.58585424,0.60897418,2.86195569,2.74875582,2.23389776,0.00000000
-5.15357679,5.73294109,0.02037732,0.73635746,0.59206176,0.61606177,2.80046116,2.73578568,2.23903853,0.00000000
-5.14757379,5.71553119,0.02001334,0.71666257,0.60017495,0.62411994,2.74365932,2.72646261,2.24783619,0.00000000
-5.14157079,5.70809864,0.01967752,0.69836800,0.61020807,0.63318492,2.69260872,2.72088366,2.26044891,0.00000000
-5.13556778,5.71107525,0.01937101,0.68178666,0.62214772,0.64327740,2.64824510,2.71907646,2.27697515,0.00000000
-5.12956478,5.72468901,0.01909443,0.66719612,0.63595002,0.65439898,2.61135874,2.72099236,2.29744464,0.00000000
-5.12356178,5.74894197,0.01884792,0.65483047,0.65153826,0.66652854,2.58257576,2.72650107,2.32181029,0.00000000
-5.11755878,5.78359350,0.01863108,0.64487348,0.66880099,0.67961902,2.56234379,2.73538743,2.34994128,0.00000000
-5.11155578,5.82815031,0.01844303,0.63745326,0.68759095,0.69359470,2.55092288,2.74735067,2.38161837,0.00000000
-5.10555278,5.88186448,0.01828237,0.63263875,0.70772484,0.70834930,2.54838183,2.76200679,2.41653158,0.00000000
-5.09954977,5.94374061,0.01814726,0.63043814,0.72898435,0.72374511,2.55460027,2.77889411,2.45428104,0.00000000
-5.09354677,6.01255232,0.01803545,0.63079935,0.75111839,0.73961330,2.56927659,2.79748229,2.49438126,0.00000000
-5.08754377,6.08686857,0.01794435,0.63361260,0.77384661,0.75575564,2.59194139,2.81718470,2.53626901,0.00000000
-5.08154077,6.16508919,0.01787106,0.63871487,0.79686443,0.77194758,2.62197616,2.83737390,2.57931489,0.00000000
-5.07553777,6.24548875,0.01781251,0.64589625,0.81984922,0.78794284,2.65863653,2.85739976,2.62283844,0.00000000
-5.06953477,6.32626741,0.01776550,0.65490788,0.84246772,0.80347920,2.70107929,2.87660963,2.66612627,0.00000000
-5.06353177,6.40560689,0.01772681,0.66547110,0.86438435,0.81828555,2.74839215,2.89436971,2.70845272,0.00000000
-5.05752876,6.48172925,0.01769329,0.67728754,0.88527021,0.83208974,2.79962511,2.91008679,2.74910213,0.00000000
-5.05152576,6.55295607,0.01766194,0.69004972,0.90481233,0.84462708,2.85382228,2.92322934,2.78739193,0.00000000
-5.04552276,6.61776540,0.01763002,0.70345166,0.92272285,0.85564903,2.91005286,2.93334689,2.82269542,0.00000000
-5.03951976,6.67484387,0.01759507,0.71719925,0.93874764,0.86493171,2.96743996,2.94008690,2.85446317,0.00000000
-5.03351676,6.72313142,0.01755501,0.73101967,0.95267410,0.87228384,3.02518632,2.94320809,2.88224206,0.00000000
-5.02751376,6.76185673,0.01750815,0.74466986,0.96433760,0.87755375,3.08259569,2.94258971,2.90569094,0.00000000
-5.02151076,6.79056141,0.01745322,0.75794336,0.97362636,0.88063507,3.13908924,2.93823598,2.92459215,0.00000000
-5.01550775,6.80911190,0.01738939,0.77067552,0.98048444,0.88147088,3.19421620,2.93027573,2.93885831,0.00000000
-5.00950475,6.81769851,0.01731624,0.78274670,0.98491278,0.88005613,3.24765857,2.91895691,2.94853396,0.00000000
-5.00350175,6.81682154,0.01723374,0.79408364,0.98696808,0.87643808,3.29922977,2.90463634,2.95379206,0.00000000
-4.99749875,6.80726539,0.01714221,0.80465862,0.98675974,0.87071503,3.34886740,2.88776513,2.95492533,0.00000000
-4.99149575,6.79006171,0.01704227,0.81448684,0.98444488,0.86303308,3.39662062,2.86887032,2.95233307,0.00000000
-4.98549275,6.76644356,0.01693480,0.82362199,0.98022166,0.85358138,3.44263290,2.84853374,2.94650396,0.00000000
-4.97948974,6.73779267,0.01682089,0.83215030,0.97432139,0.84258588,3.48712104,2.82736893,2.93799577,0.00000000
-4.97348674,6.70558236,0.01670178,0.84018332,0.96699954,0.83030210,3.53035149,2.80599715,2.92741287,0.00000000
-4.96748374,6.67131874,0.01657880,0.84784990,0.95852625,0.81700705,3.57261529,2.78502369,2.91538269,0.00000000
-4.96148074,6.63648275,0.01645336,0.85528750,0.94917676,0.80299083,3.61420269,2.76501532,2.90253223,0.00000000
-4.95547774,6.60247563,0.01632690,0.86263349,0.93922203,0.78854815,3.65537879,2.74647994,2.88946554,0.00000000
-4.94947474,6.57056997,0.01620087,0.87001661,0.92892008,0.77397018,3.69636126,2.72984925,2.87674326,0.00000000
-4.94347174,6.54186829,0.01607673,0.87754902,0.91850835,0.75953709,3.73730128,2.71546497,2.86486490,0.00000000
-4.93746873,6.51727056,0.01595591,0.88531926,0.90819731,0.74551132,3.77826835,2.70356924,2.85425469,0.00000000
-4.93146573,6.49745168,0.01583984,0.89338645,0.89816559,0.73213209,3.81923979,2.69429934,2.84525126,0.00000000
-4.92546273,6.48284933,0.01572996,0.90177585,0.88855669,0.71961097,3.86009535,2.68768687,2.83810145,0.00000000
-4.91945973,6.47366231,0.01562770,0.91047600,0.87947738,0.70812887,3.90061694,2.68366116,2.83295838,0.00000000
-4.91345673,6.46985871,0.01553452,0.91943765,0.87099773,0.69783422,3.94049361,2.68205676,2.82988350,0.00000000
-4.90745373,6.47119326,0.01545188,0.92857423,0.86315268,0.68884245,3.97933133,2.68262439,2.82885233,0.00000000
-4.90145073,6.47723247,0.01538131,0.93776413,0.85594499,0.68123661,4.01666716,2.68504483,2.82976351,0.00000000
-4.89544772,6.48738613,0.01532437,0.94685451,0.84934929,0.67506904,4.05198695,2.68894506,2.83245037,0.00000000
-4.88944472,6.50094347,0.01528267,0.95566648,0.84331717,0.67036387,4.08474586,2.69391591,2.83669458,0.00000000
-4.88344172,6.51711224,0.01525786,0.96400144,0.83778280,0.66712021,4.11439045,2.69953034,2.84224101,0.00000000
-4.87743872,6.53505871,0.01525164,0.97164841,0.83266892,0.66531589,4.14038160,2.70536170,2.84881303,0.00000000
-4.87143572,6.55394700,0.01526578,0.97839181,0.82789294,0.66491143,4.16221676,2.71100112,2.85612774,0.00000000
-4.86543272,6.57297585,0.01530203,0.98401962,0.82337271,0.66585424,4.17945081,2.71607325,2.86391026,0.00000000
-4.85942971,6.59141149,0.01536220,0.98833134,0.81903193,0.66808264,4.19171430,2.72024995,2.87190648,0.00000000
-4.85342671,6.60861518,0.01544805,0.99114556,0.81480471,0.67152982,4.19872826,2.72326117,2.87989396,0.00000000
-4.84742371,6.62406448,0.01556136,0.99230672,0.81063932,0.67612735,4.20031495,2.72490276,2.88769031,0.00000000
-4.84142071,6.63736753,0.01570383,0.99169092,0.80650084,0.68180831,4.19640396,2.72504094,2.89515900,0.00000000
-4.83541771,6.64826999,0.01587708,0.98921026,0.80237269,0.68850982,4.18703343,2.72361322,2.90221226,0.00000000
-4.82941471,6.65665447,0.01608260,0.98481585,0.79825697,0.69617496,4.17234642,2.72062599,2.90881122,0.00000000
-4.82341171,6.66253301,0.01632175,0.97849920,0.79417364,0.70475401,4.15258266,2.71614878,2.91496321,0.00000000
-4.81740870,6.66603296,0.01659565,0.97029199,0.79015860,0.71420502,4.12806616,2.71030574,2.92071665,0.00000000
-4.81140570,6.66737730,0.01690522,0.96026429,0.78626089,0.72449364,4.09918937,2.70326452,2.92615359,0.00000000
-4.80540270,6.66686059,0.01725106,0.94852142,0.78253898,0.73559227,4.06639482,2.69522349,2.93138063,0.00000000
-4.79939970,6.66482170,0.01763343,0.93519950,0.77905654,0.74747855,4.03015523,2.68639761,2.93651834,0.00000000
-4.79339670,6.66161500,0.01805219,0.92046013,0.77587787,0.76013326,3.99095311,2.67700385,2.94169001,0.00000000
-4.78739370,6.65758114,0.01850676,0.90448442,0.77306311,0.77353774,3.94926103,2.66724688,2.94701005,0.00000000
-4.78139070,6.65301931,0.01899608,0.88746659,0.77066368,0.78767083,3.90552348,2.65730560,2.95257271,0.00000000
-4.77538769,6.64816189,0.01951853,0.86960772,0.76871802,0.80250558,3.86014137,2.64732128,2.95844143,0.00000000
-4.76938469,6.64315297,0.02007191,0.85110975,0.76724785,0.81800575,3.81345974,2.63738780,2.96463953,0.00000000
-4.76338169,6.63803166,0.02065339,0.83217001,0.76625533,0.83412238,3.76575932,2.62754448,2.97114244,0.00000000
-4.75737869,6.63272078,0.02125952,0.81297673,0.76572090,0.85079043,3.71725228,2.61777174,2.97787185,0.00000000
-4.75137569,6.62702165,0.02188616,0.79370541,0.76560232,0.86792586,3.66808212,2.60798991,2.98469205,0.00000000
-4.74537269,6.62061492,0.02252851,0.77451636,0.76583461,0.88542315,3.61832754,2.59806098,2.99140860,0.00000000
-4.73936968,6.61306755,0.02318112,0.75555330,0.76633115,0.90315358,3.56801008,2.58779347,2.99776950,0.00000000
-4.73336668,6.60384546,0.02383790,0.73694305,0.76698577,0.92096432,3.51710460,2.57694993,3.00346876,0.00000000
-4.72736368,6.59233145,0.02449217,0.71879619,0.76767576,0.93867849,3.46555224,2.56525680,3.00815233,0.00000000
-4.72136068,6.57784747,0.02513675,0.70120851,0.76826573,0.95609641,3.41327478,2.55241619,3.01142638,0.00000000
-4.71535768,6.55968046,0.02576404,0.68426299,0.76861217,0.97299789,3.36018967,2.53811910,3.01286753,0.00000000
-4.70935468,6.53711069,0.02636609,0.66803230,0.76856842,0.98914578,3.30622480,2.52205933,3.01203495,0.00000000
-4.70335168,6.50944156,0.02693479,0.65258129,0.76799001,1.00429056,3.25133234,2.50394781,3.00848385,0.00000000
-4.69734867,6.47602966,0.02746199,0.63796953,0.76674002,1.01817605,3.19550073,2.48352649,3.00178001,0.00000000
-4.69134567,6.43631404,0.02793966,0.62425355,0.76469433,1.03054584,3.13876457,2.46058141,2.99151498,0.00000000
-4.68534267,6.38984359,0.02836008,0.61148869,0.76174652,1.04115050,3.08121166,2.43495453,2.97732131,0.00000000
-4.67933967,6.33630161,0.02871602,0.59973041,0.75781221,1.04975498,3.02298721,2.40655378,2.95888749,0.00000000
-4.67333667,6.27552646,0.02900092,0.58903502,0.75283265,1.05614622,2.96429495,2.37536105,2.93597178,0.00000000
-4.66733367,6.20752778,0.02920909,0.57945980,0.74677747,1.06014037,2.90539537,2.34143795,2.90841468,0.00000000
-4.66133067,6.13249751,0.02933588,0.57106255,0.73964641,1.06158945,2.84660119,2.30492911,2.87614938,0.00000000
-4.65532766,6.05081528,0.02937781,0.56390060,0.73146999,1.06038706,2.78827035,2.26606300,2.83920963,0.00000000
-4.64932466,5.96304798,0.02933272,0.55802937,0.72230906,1.05647291,2.73079717,2.22515026,2.79773484,0.00000000
-4.64332166,5.86994332,0.02919987,0.55350063,0.71225329,1.04983584,2.67460181,2.18257966,2.75197194,0.00000000
