energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.27893445,0.00444565,0.05386290,0.28355348,0.28657390,0.76982510,0.00000000,0.22062355,0.11881468
-5.99399700,1.24881151,0.00409606,0.05251624,0.27965447,0.28467500,0.75160260,0.00000000,0.21136485,0.11593956
-5.98799400,1.22077343,0.00380146,0.05121869,0.27586020,0.28244605,0.73474227,0.00000000,0.20307777,0.11335211
-5.98199100,1.19499364,0.00356348,0.04998760,0.27221862,0.27993436,0.71933350,0.00000000,0.19578708,0.11108236
-5.97598799,1.17161974,0.00338327,0.04884144,0.26877400,0.27718811,0.70544634,0.00000000,0.18950746,0.10916147
-5.96998499,1.15078472,0.00326164,0.04780036,0.26556834,0.27425651,0.69313835,0.00000000,0.18424729,0.10762355
-5.96398199,1.13261895,0.00319910,0.04688672,0.26264305,0.27119025,0.68246191,0.00000000,0.18001222,0.10650746
-5.95797899,1.11726218,0.00319597,0.04612568,0.26004086,0.26804235,0.67347154,0.00000000,0.17680865,0.10585850
-5.95197599,1.10487466,0.00325239,0.04554569,0.25780790,0.26486906,0.66623081,0.00000000,0.17464677,0.10572996
-5.94597299,1.09564685,0.00336834,0.04517896,0.25599554,0.26173088,0.66081828,0.00000000,0.17354306,0.10618434
-5.93996998,1.08980670,0.00354365,0.04506182,0.25466210,0.25869347,0.65733209,0.00000000,0.17352221,0.10729424
-5.93396698,1.08762428,0.00377793,0.04523491,0.25387413,0.25582834,0.65589289,0.00000000,0.17461822,0.10914277
-5.92796398,1.08941302,0.00407058,0.04574322,0.25370709,0.25321310,0.65664487,0.00000000,0.17687489,0.11182345
-5.92196098,1.09552749,0.00442070,0.04663603,0.25424553,0.25093133,0.65975469,0.00000000,0.18034545,0.11543958
-5.91595798,1.10635768,0.00482700,0.04796648,0.25558252,0.24907179,0.66540836,0.00000000,0.18509149,0.12010302
-5.90995498,1.12231992,0.00528778,0.04979113,0.25781843,0.24772716,0.67380626,0.00000000,0.19118134,0.12593241
-5.90395198,1.14384492,0.00580083,0.05216913,0.26105912,0.24699216,0.68515652,0.00000000,0.19868779,0.13305091
-5.89794897,1.17136357,0.00636339,0.05516135,0.26541363,0.24696115,0.69966712,0.00000000,0.20768560,0.14158348
-5.89194597,1.20529131,0.00697213,0.05882927,0.27099144,0.24772550,0.71753745,0.00000000,0.21824861,0.15165383
-5.88594297,1.24601205,0.00762312,0.06323370,0.27789965,0.24937061,0.73894958,0.00000000,0.23044693,0.16338113
-5.87993997,1.29386259,0.00831191,0.06843351,0.28624006,0.25197302,0.76406012,0.00000000,0.24434414,0.17687667
-5.87393697,1.34911861,0.00903351,0.07448419,0.29610648,0.25559769,0.79299309,0.00000000,0.25999480,0.19224056
-5.86793397,1.41198313,0.00978253,0.08143652,0.30758245,0.26029564,0.82583441,0.00000000,0.27744229,0.20955861
-5.86193097,1.48257823,0.01055328,0.08933523,0.32073943,0.26610226,0.86262843,0.00000000,0.29671721,0.22889958
-5.85592796,1.56094059,0.01133990,0.09821779,0.33563566,0.27303626,0.90337669,0.00000000,0.31783619,0.25031288
-5.84992496,1.64702114,0.01213653,0.10811334,0.35231563,0.28109954,0.94803911,0.00000000,0.34080139,0.27382683
-5.84392196,1.74068889,0.01293747,0.11904185,0.37081025,0.29027786,0.99653753,0.00000000,0.36560037,0.29944755
-5.83791896,1.84173854,0.01373737,0.13101346,0.39113762,0.30054249,1.04876125,0.00000000,0.39220652,0.32715841
-5.83191596,1.94990140,0.01453133,0.14402808,0.41330410,0.31185252,1.10457418,0.00000000,0.42057976,0.35692022
-5.82591296,2.06485864,0.01531513,0.15807523,0.43730576,0.32415794,1.16382302,0.00000000,0.45066743,0.38867192
-5.81990995,2.18625593,0.01608526,0.17313415,0.46312979,0.33740305,1.22634570,0.00000000,0.48240526,0.42233176
-5.81390695,2.31371815,0.01683904,0.18917401,0.49075568,0.35153015,1.29197949,0.00000000,0.51571818,0.45779884
-5.80790395,2.44686309,0.01757463,0.20615443,0.52015598,0.36648316,1.36056773,0.00000000,0.55052090,0.49495490
-5.80190095,2.58531275,0.01829103,0.22402597,0.55129641,0.38221089,1.43196487,0.00000000,0.58671808,0.53366605
-5.79589795,2.72870137,0.01898800,0.24273079,0.58413522,0.39866980,1.50603893,0.00000000,0.62420406,0.57378455
-5.78989495,2.87667929,0.01966597,0.26220320,0.61862161,0.41582587,1.58267119,0.00000000,0.66286205,0.61515016
-5.78389195,3.02891203,0.02032587,0.28237022,0.65469343,0.43365556,1.66175283,0.00000000,0.70256287,0.65759127
-5.77788894,3.18507458,0.02096899,0.30315197,0.69227398,0.45214567,1.74317862,0.00000000,0.74316325,0.70092545
-5.77188594,3.34484093,0.02159673,0.32446187,0.73126836,0.47129210,1.82683798,0.00000000,0.78450384,0.74495962
-5.76588294,3.50786958,0.02221043,0.34620675,0.77155941,0.49109744,1.91260383,0.00000000,0.82640715,0.78948961
-5.75987994,3.67378575,0.02281115,0.36828662,0.81300375,0.51156763,2.00032010,0.00000000,0.86867558,0.83429944
-5.75387694,3.84216178,0.02339947,0.39059444,0.85542812,0.53270788,2.08978872,0.00000000,0.91108980,0.87916031
-5.74787394,4.01249692,0.02397535,0.41301563,0.89862649,0.55451784,2.18075696,0.00000000,0.95340777,0.92382947
-5.74187094,4.18419827,0.02453799,0.43542766,0.94235826,0.57698673,2.27290631,0.00000000,0.99536459,0.96804933
-5.73586793,4.35656443,0.02508574,0.45769969,0.98634793,0.60008823,2.36584367,0.00000000,1.03667345,1.01154691
-5.72986493,4.52877326,0.02561611,0.47969235,1.03028633,0.62377592,2.45909577,0.00000000,1.07702781,1.05403398
