energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.68784392,6.19100970,1.50140384,4.19816420,0.01025729,0.80156357,0.01045626,0.55969403
-5.68184092,6.31849576,1.55138190,4.28610505,0.01048512,0.81759171,0.01122616,0.56218735
-5.67583792,6.47546191,1.60698500,4.39579122,0.01073469,0.83749896,0.01207558,0.56612576
-5.66983492,6.66082131,1.66802200,4.52651203,0.01100035,0.86118803,0.01300347,0.57134362
-5.66383192,6.87293536,1.73419469,4.67714766,0.01127617,0.88847934,0.01400756,0.57766453
-5.65782891,7.10963279,1.80509518,4.84618136,0.01155618,0.91911161,0.01508425,0.58490768
-5.65182591,7.36823851,1.88020514,5.03171935,0.01183456,0.95274427,0.01622862,0.59289374
-5.64582291,7.64561284,1.95889772,5.23151858,0.01210588,0.98896175,0.01743427,0.60145002
-5.63981991,7.93820179,2.04044229,5.44302312,0.01236527,1.02727980,0.01869337,0.61041483
-5.63381691,8.24209894,2.12401295,5.66340926,0.01260863,1.06715384,0.01999662,0.61964101
-5.62781391,8.55311889,2.20870070,5.88963946,0.01283273,1.10798944,0.02133334,0.62899857
-5.62181091,8.86688185,2.29352967,6.11852468,0.01303542,1.14915473,0.02269155,0.63837655
-5.61580790,9.17890837,2.37747723,6.34679422,0.01321561,1.18999465,0.02405812,0.64768406
-5.60980490,9.48472229,2.45949752,6.57117172,0.01337341,1.22984660,0.02541900,0.65685074
-5.60380190,9.77995921,2.53854782,6.78845529,0.01351003,1.26805710,0.02675950,0.66582661
-5.59779890,10.06047723,2.61361679,6.99559926,0.01362785,1.30399904,0.02806454,0.67458134
-5.59179590,10.32246578,2.68375344,7.18979454,0.01373024,1.33708866,0.02931907,0.68310321
-5.58579290,10.56254823,2.74809547,7.36854445,0.01382149,1.36680181,0.03050843,0.69139751
-5.57978989,10.77787353,2.80589565,7.52973243,0.01390664,1.39268871,0.03161872,0.69948467
-5.57378689,10.96619226,2.85654473,7.67167850,0.01399126,1.41438645,0.03263718,0.70739789
-5.56778389,11.12591301,2.89958973,7.79318124,0.01408126,1.43162878,0.03355261,0.71518048
-5.56178089,11.25613554,2.93474625,7.89354285,0.01418263,1.44425259,0.03435562,0.72288263
-5.55577789,11.35665822,2.96190428,7.97257551,0.01430116,1.45220060,0.03503892,0.73055797
-5.54977489,11.42795849,2.98112664,8.03058806,0.01444225,1.45552032,0.03559754,0.73825956
-5.54377189,11.47114646,2.99264040,8.06835308,0.01461059,1.45435899,0.03602889,0.74603572
-5.53776888,11.48789320,2.99682114,8.08705553,0.01480996,1.44895486,0.03633277,0.75392563
-5.53176588,11.48033672,2.99417118,8.08822506,0.01504302,1.43962506,0.03651132,0.76195480
-5.52576288,11.45096993,2.98529262,8.07365513,0.01531112,1.42675075,0.03656883,0.77013078
-5.51975988,11.40251610,2.97085674,8.04531288,0.01561420,1.41076010,0.03651146,0.77843927
-5.51375688,11.33779788,2.95157138,8.00524416,0.01595068,1.39211000,0.03634694,0.78684071
-5.50775388,11.25960671,2.92814811,7.95547857,0.01631746,1.37126735,0.03608416,0.79526792
-5.50175088,11.17057927,2.90127089,7.89793943,0.01670996,1.34869083,0.03573276,0.80362479
-5.49574787,11.07308732,2.87156803,7.83436317,0.01712217,1.32481408,0.03530274,0.81178625
-5.48974487,10.96914668,2.83958886,7.76623239,0.01754685,1.30003086,0.03480397,0.81959984
-5.48374187,10.86034978,2.80578640,7.69472575,0.01797569,1.27468316,0.03424588,0.82688878
-5.47773887,10.74782510,2.77050674,7.62068715,0.01839957,1.24905247,0.03363708,0.83345661
-5.47173587,10.63222509,2.73398572,7.54461544,0.01880883,1.22335472,0.03298515,0.83909337
-5.46573287,10.51374266,2.69635270,7.46667470,0.01919356,1.19773888,0.03229644,0.84358304
-5.45972986,10.39215466,2.65764121,7.38672402,0.01954393,1.17228918,0.03157600,0.84671203
-5.45372686,10.26688926,2.61780542,7.30436467,0.01985046,1.14703066,0.03082755,0.84827842
-5.44772386,10.13711291,2.57674159,7.21900156,0.02010435,1.12193762,0.03005364,0.84810141
-5.44172086,10.00183152,2.53431274,7.12991509,0.02029776,1.09694433,0.02925576,0.84603075
-5.43571786,9.85999993,2.49037536,7.03633931,0.02042399,1.07195742,0.02843459,0.84195545
-5.42971486,9.71063321,2.44480631,6.93754172,0.02047774,1.04686898,0.02759027,0.83581162
-5.42371186,9.55291384,2.39752841,6.83290024,0.02045522,1.02156998,0.02672270,0.82758880
-5.41770885,9.38628877,2.34853338,6.72197340,0.02035427,0.99596288,0.02583186,0.81733456
-5.41170585,9.21055148,2.29790078,6.60455991,0.02017440,0.96997313,0.02491806,0.80515717
-5.40570285,9.02590501,2.24581199,6.48074487,0.01991680,0.94355872,0.02398224,0.79122598
-5.39969985,8.83300299,2.19255870,6.35093038,0.01958425,0.91671759,0.02302614,0.77576965
-5.39369685,8.63296727,2.13854535,6.21584960,0.01918109,0.88949243,0.02205248,0.75907215
-5.38769385,8.42738165,2.08428568,6.07656369,0.01871305,0.86197291,0.02106501,0.74146661
-5.38169085,8.21826262,2.03039354,5.93444255,0.01818708,0.83429517,0.02006858,0.72332739
-5.37568784,8.00800910,1.97756850,5.79113044,0.01761121,0.80663882,0.01906902,0.70506044
-5.36968484,7.79933400,1.92657704,5.64849863,0.01699431,0.77922179,0.01807308,0.68709245
-5.36368184,7.59518107,1.87823011,5.50858760,0.01634586,0.75229308,0.01708825,0.66985907
-5.35767884,7.39863094,1.83335815,5.37354136,0.01567579,0.72612421,0.01612254,0.65379263
-5.35167584,7.21280069,1.79278457,5.24553715,0.01499421,0.70099952,0.01518425,0.63930975
-5.34567284,7.04074086,1.75729869,5.12671317,0.01431119,0.67720594,0.01428175,0.62679925
-5.33966983,6.88533409,1.72762923,5.01909738,0.01363658,0.65502263,0.01342319,0.61661069
-5.33366683,6.74919896,1.70441920,4.92453977,0.01297981,0.63471089,0.01261626,0.60904391
-5.32766383,6.63460214,1.68820303,4.84465039,0.01234965,0.61650483,0.01186799,0.60433994
-5.32166083,6.54338176,1.67938682,4.78074512,0.01175415,0.60060301,0.01118452,0.60267339
-5.31565783,6.47688400,1.67823206,4.73380052,0.01120038,0.58716128,0.01057099,0.60414673
-5.30965483,6.43591457,1.68484361,4.70441897,0.01069440,0.57628722,0.01003135,0.60878644
-5.30365183,6.42070620,1.69916209,4.69280480,0.01024112,0.56803606,0.00956836,0.61654137
-5.29764882,6.43090270,1.72096108,4.69875183,0.00984425,0.56240829,0.00918346,0.62728312
-5.29164582,6.46555976,1.74984910,4.72164242,0.00950627,0.55934901,0.00887685,0.64080868
-5.28564282,6.52316219,1.78527659,4.76045778,0.00922841,0.55874883,0.00864746,0.65684514
-5.27963982,6.60165688,1.82654744,4.81379920,0.00901068,0.56044645,0.00849306,0.67505644
-5.27363682,6.69850048,1.87283509,4.87991939,0.00885195,0.56423258,0.00841032,0.69505190
-5.26763382,6.81072039,1.92320249,4.95676317,0.00875001,0.56985524,0.00839494,0.71639634
-5.26163082,6.93498727,1.97662549,5.04201631,0.00870170,0.57702612,0.00844175,0.73862155
-5.25562781,7.06769709,2.03201895,5.13316125,0.00870305,0.58542791,0.00854491,0.76123867
-5.24962481,7.20506040,2.08826455,5.22753822,0.00874943,0.59472220,0.00869797,0.78375108
-5.24362181,7.34319622,2.14423959,5.32241008,0.00883570,0.60455797,0.00889410,0.80566754
-5.23761881,7.47822790,2.19884553,5.41502923,0.00895641,0.61458011,0.00912619,0.82651490
-5.23161581,7.60637809,2.25103541,5.50270448,0.00910597,0.62443796,0.00938699,0.84585012
-5.22561281,7.72405999,2.29983902,5.58286624,0.00927878,0.63379350,0.00966929,0.86327119
-5.21960980,7.82796216,2.34438497,5.65312794,0.00946944,0.64232899,0.00996596,0.87842640
-5.21360680,7.91512428,2.38391874,5.71134202,0.00967281,0.64975378,0.01027014,0.89102187
-5.20760380,7.98300171,2.41781622,5.75564870,0.00988418,0.65581026,0.01057527,0.90082701
-5.20160080,8.02951695,2.44559221,5.78451627,0.01009930,0.66027855,0.01087523,0.90767770
-5.19559780,8.05309662,2.46690379,5.79677167,0.01031446,0.66298015,0.01116434,0.91147723
-5.18959480,8.05269323,2.48154857,5.79162061,0.01052650,0.66378011,0.01143746,0.91219509
-5.18359180,8.02779139,2.48945828,5.76865677,0.01073278,0.66258807,0.01168999,0.90986364
-5.17758879,7.97839893,2.49068816,5.72786011,0.01093120,0.65935798,0.01191790,0.90457296
-5.17158579,7.90502375,2.48540297,5.66958460,0.01112009,0.65408660,0.01211778,0.89646421
-5.16558279,7.80863784,2.47386056,5.59453606,0.01129815,0.64681104,0.01228677,0.88572187
-5.15957979,7.69063022,2.45639394,5.50374129,0.01146440,0.63760532,0.01242262,0.87256513
-5.15357679,7.55275109,2.43339292,5.39850960,0.01161807,0.62657628,0.01252364,0.85723904
-5.14757379,7.39704935,2.40528626,5.28038847,0.01175850,0.61385886,0.01258870,0.84000565
-5.14157079,7.22580611,2.37252522,5.15111483,0.01188510,0.59961116,0.01261721,0.82113555
-5.13556778,7.04146652,2.33556920,5.01256393,0.01199726,0.58400926,0.01260909,0.80090016
-5.12956478,6.84657225,2.29487395,4.86669732,0.01209430,0.56724212,0.01256477,0.77956496
-5.12356178,6.64369685,2.25088272,4.71551176,0.01217545,0.54950660,0.01248513,0.75738385
-5.11755878,6.43538573,2.20402038,4.56099068,0.01223983,0.53100291,0.01237149,0.73459479
-5.11155578,6.22410239,2.15469032,4.40505949,0.01228646,0.51193035,0.01222556,0.71141663
-5.10555278,6.01218211,2.10327387,4.24954605,0.01231426,0.49248361,0.01204943,0.68804721
-5.09954977,5.80179391,2.05013174,4.09614727,0.01232211,0.47284959,0.01184548,0.66466262
-5.09354677,5.59491140,1.99560684,3.94640256,0.01230890,0.45320475,0.01161638,0.64141731
-5.08754377,5.39329255,1.94002800,3.80167458,0.01227355,0.43371301,0.01136499,0.61844520
-5.08154077,5.19846832,1.88371375,3.66313753,0.01221512,0.41452419,0.01109430,0.59586121
-5.07553777,5.01173967,1.82697583,3.53177283,0.01213284,0.39577290,0.01080741,0.57376334
-5.06953477,4.83418231,1.77012171,3.40837184,0.01202617,0.37757782,0.01050743,0.55223500
-5.06353177,4.66665812,1.71345597,3.29354503,0.01189484,0.36004147,0.01019742,0.53134726
-5.05752876,4.50983220,1.65728022,3.18773658,0.01173894,0.34325014,0.00988032,0.51116124
-5.05152576,4.36419427,1.60189149,3.09124353,0.01155889,0.32727423,0.00955893,0.49173012
-5.04552276,4.23008291,1.54757923,3.00423807,0.01135552,0.31216871,0.00923584,0.47310099
-5.03951976,4.10771135,1.49462113,2.92679157,0.01113003,0.29797377,0.00891340,0.45531629
-5.03351676,3.99719309,1.44327798,2.85889906,0.01088402,0.28471563,0.00859368,0.43841492
-5.02751376,3.89856622,1.39378815,2.80050258,0.01061947,0.27240747,0.00827849,0.42243299
-5.02151076,3.81181484,1.34636182,2.75151208,0.01033870,0.26105033,0.00796934,0.40740411
-5.01550775,3.73688676,1.30117578,2.71182284,0.01004436,0.25063426,0.00766750,0.39335944
-5.00950475,3.67370636,1.25836875,2.68132817,0.00973936,0.24113930,0.00737394,0.38032738
-5.00350175,3.62218226,1.21803799,2.65992706,0.00942684,0.23253669,0.00708944,0.36833300
-4.99749875,3.58220944,1.18023712,2.64752627,0.00911012,0.22478998,0.00681457,0.35739726
-4.99149575,3.55366609,1.14497557,2.64403701,0.00879258,0.21785621,0.00654970,0.34753611
-4.98549275,3.53640564,1.11221956,2.64936664,0.00847768,0.21168707,0.00629512,0.33875948
-4.97948974,3.53024499,1.08189472,2.66340633,0.00816885,0.20623012,0.00605097,0.33107027
-4.97348674,3.53494997,1.05389013,2.68601566,0.00786941,0.20142989,0.00581732,0.32446335
-4.96748374,3.55021965,1.02806367,2.71700566,0.00758254,0.19722912,0.00559422,0.31892471
-4.96148074,3.57567095,1.00424843,2.75612182,0.00731124,0.19356982,0.00538165,0.31443076
-4.95547774,3.61082518,0.98225976,2.80302857,0.00705824,0.19039437,0.00517961,0.31094788
-4.94947474,3.65509799,0.96190287,2.85729683,0.00682598,0.18764653,0.00498807,0.30843219
-4.94347174,3.70779407,0.94298040,2.91839590,0.00661661,0.18527244,0.00480704,0.30682975
-4.93746873,3.76810748,0.92529980,2.98569068,0.00643193,0.18322144,0.00463654,0.30607695
-4.93146573,3.83512823,0.90868020,3.05844490,0.00627343,0.18144681,0.00447660,0.30610136
-4.92546273,3.90785528,0.89295837,3.13583058,0.00614229,0.17990648,0.00432731,0.30682281
-4.91945973,3.98521544,0.87799377,3.21694339,0.00603937,0.17856342,0.00418877,0.30815482
-4.91345673,4.06608743,0.86367222,3.30082337,0.00596527,0.17738599,0.00406113,0.31000619
-4.90745373,4.14932991,0.84990835,3.38647972,0.00592036,0.17634809,0.00394457,0.31228283
-4.90145073,4.23381178,0.83664646,3.47291852,0.00590483,0.17542905,0.00383931,0.31488957
-4.89544772,4.31844314,0.82386006,3.55917146,0.00591867,0.17461338,0.00374560,0.31773204
-4.88944472,4.40220493,0.81154983,3.64432416,0.00596177,0.17389028,0.00366367,0.32071838
-4.88344172,4.48417562,0.79974033,3.72754231,0.00603392,0.17325295,0.00359379,0.32376076
-4.87743872,4.56355334,0.78847546,3.80809401,0.00613479,0.17269773,0.00353616,0.32677672
-4.87143572,4.63967222,0.77781296,3.88536735,0.00626397,0.17222308,0.00349095,0.32969011
-4.86543272,4.71201216,0.76781809,3.95888220,0.00642094,0.17182848,0.00345823,0.33243171
-4.85942971,4.78020163,0.75855691,4.02829570,0.00660502,0.17151318,0.00343795,0.33493961
-4.85342671,4.84401378,0.75008935,4.09340172,0.00681534,0.17127505,0.00342987,0.33715911
-4.84742371,4.90335630,0.74246251,4.15412429,0.00705079,0.17110946,0.00343357,0.33904254
-4.84142071,4.95825619,0.73570448,4.21050619,0.00730994,0.17100821,0.00344838,0.34054876
-4.83541771,5.00884065,0.72981897,4.26269333,0.00759097,0.17095880,0.00347337,0.34164258
-4.82941471,5.05531555,0.72478118,4.31091648,0.00789162,0.17094382,0.00350732,0.34229418
-4.82341171,5.09794311,0.72053497,4.35547140,0.00820914,0.17094069,0.00354872,0.34247856
-4.81740870,5.13702008,0.71699176,4.39669870,0.00854023,0.17092177,0.00359579,0.34217512
-4.81140570,5.17285776,0.71403100,4.43496452,0.00888102,0.17085474,0.00364648,0.34136740
-4.80540270,5.20576470,0.71150247,4.47064281,0.00922711,0.17070338,0.00369853,0.34004304
-4.79939970,5.23603272,0.70923018,4.50409992,0.00957357,0.17042863,0.00374949,0.33819398
-4.79339670,5.26392644,0.70701781,4.53568163,0.00991503,0.16998992,0.00379682,0.33581673
-4.78739370,5.28967600,0.70465537,4.56570267,0.01024573,0.16934674,0.00383796,0.33291294
-4.78139070,5.31347271,0.70192681,4.59443847,0.01055972,0.16846022,0.00387039,0.32948983
-4.77538769,5.33546685,0.69861818,4.62211875,0.01085094,0.16729488,0.00389176,0.32556080
-4.76938469,5.35576666,0.69452594,4.64892232,0.01111340,0.16582017,0.00389992,0.32114574
-4.76338169,5.37443798,0.68946505,4.67497265,0.01134137,0.16401197,0.00389305,0.31627131
-4.75737869,5.39150372,0.68327630,4.70033384,0.01152954,0.16185376,0.00386969,0.31097086
-4.75137569,5.40694260,0.67583275,4.72500668,0.01167321,0.15933754,0.00382883,0.30528407
-4.74537269,5.42068727,0.66704479,4.74892482,0.01176844,0.15646438,0.00376996,0.29925629
-4.73936968,5.43262170,0.65686369,4.77195139,0.01181217,0.15324454,0.00369304,0.29293751
-4.73336668,5.44257854,0.64528361,4.79387643,0.01180235,0.14969730,0.00359856,0.28638116
-4.72736368,5.45033709,0.63234186,4.81441606,0.01173799,0.14585036,0.00348750,0.27964258
-4.72136068,5.45562298,0.61811769,4.83321407,0.01161924,0.14173891,0.00336131,0.27277750
-4.71535768,5.45811060,0.60272961,4.84984696,0.01144733,0.13740455,0.00322186,0.26584045
-4.70935468,5.45742929,0.58633157,4.86383313,0.01122457,0.13289389,0.00307137,0.25888327
-4.70335168,5.45317423,0.56910821,4.87464697,0.01095426,0.12825715,0.00291233,0.25195393
-4.69734867,5.44492255,0.55126951,4.88173812,0.01064058,0.12354672,0.00274747,0.24509552
-4.69134567,5.43225476,0.53304510,4.88455576,0.01028845,0.11881571,0.00257963,0.23834578
-4.68534267,5.41478113,0.51467853,4.88257757,0.00990343,0.11411674,0.00241168,0.23173687
-4.67933967,5.39217224,0.49642169,4.87534207,0.00949146,0.10950078,0.00224650,0.22529570
-4.67333667,5.36419195,0.47852959,4.86248320,0.00905879,0.10501625,0.00208682,0.21904455
-4.66733367,5.33073124,0.46125553,4.84376490,0.00861177,0.10070828,0.00193524,0.21300204
-4.66133067,5.29184033,0.44484682,4.81911381,0.00815667,0.09661827,0.00179413,0.20718433
-4.65532766,5.24775675,0.42954081,4.78864755,0.00769962,0.09278347,0.00166561,0.20160633
-4.64932466,5.19892691,0.41556142,4.75269644,0.00724640,0.08923681,0.00155150,0.19628299
-4.64332166,5.14601862,0.40311577,4.71181626,0.00680240,0.08600682,0.00145330,0.19123034
-4.63731866,5.08992276,0.39239107,4.66679060,0.00637253,0.08311750,0.00137219,0.18646628
-4.63131566,5.03174267,0.38355138,4.61862120,0.00596115,0.08058831,0.00130899,0.18201097
-4.62531266,4.97277040,0.37673436,4.56850597,0.00557207,0.07843400,0.00126418,0.17788678
-4.61930965,4.91445000,0.37204785,4.51780452,0.00520849,0.07666450,0.00123792,0.17411774
-4.61330665,4.85832876,0.36956628,4.46799236,0.00487307,0.07528460,0.00123001,0.17072856
-4.60730365,4.80599803,0.36932714,4.42060521,0.00456789,0.07429365,0.00123994,0.16774314
-4.60130065,4.75902636,0.37132737,4.37717591,0.00429450,0.07368519,0.00126688,0.16518281
-4.59529765,4.71888783,0.37552023,4.33916677,0.00405397,0.07344652,0.00130971,0.16306435
-4.58929465,4.68688949,0.38181260,4.30790070,0.00384689,0.07355836,0.00136703,0.16139790
-4.58329165,4.66410139,0.39006314,4.28449469,0.00367343,0.07399453,0.00143717,0.16018492
-4.57728864,4.65129346,0.40008159,4.26979918,0.00353341,0.07472188,0.00151825,0.15941645
-4.57128564,4.64888252,0.41162940,4.26434654,0.00342625,0.07570025,0.00160816,0.15907172
-4.56528264,4.65689272,0.42442203,4.26831179,0.00335107,0.07688285,0.00170465,0.15911723
-4.55927964,4.67493193,0.43813292,4.28148766,0.00330670,0.07821681,0.00180531,0.15950644
-4.55327664,4.70218563,0.45239932,4.30327564,0.00329166,0.07964404,0.00190767,0.16018016
-4.54727364,4.73742914,0.46682985,4.33269382,0.00330424,0.08110242,0.00200923,0.16106756
-4.54127064,4.77905784,0.48101370,4.36840124,0.00334246,0.08252722,0.00210748,0.16208781
-4.53526763,4.82513435,0.49453114,4.40873793,0.00340410,0.08385278,0.00220002,0.16315237
-4.52926463,4.87345035,0.50696506,4.45177865,0.00348670,0.08501430,0.00228456,0.16416766
-4.52326163,4.92160055,0.51791298,4.49539803,0.00358761,0.08594984,0.00235902,0.16503816
-4.51725863,4.96706511,0.52699919,4.53734407,0.00370394,0.08660216,0.00242154,0.16566962
-4.51125563,5.00729691,0.53388629,4.57531659,0.00383264,0.08692062,0.00247057,0.16597232
-4.50525263,5.03980982,0.53828587,4.60704724,0.00397048,0.08686284,0.00250487,0.16586422
-4.49924962,5.06226397,0.53996751,4.63037758,0.00411410,0.08639610,0.00252359,0.16527378
-4.49324662,5.07254461,0.53876605,4.64333202,0.00426007,0.08549844,0.00252624,0.16414235
-4.48724362,5.06883149,0.53458639,4.64418281,0.00440486,0.08415936,0.00251275,0.16242610
-4.48124062,5.04965607,0.52740604,4.63150475,0.00454497,0.08238013,0.00248342,0.16009723
-4.47523762,5.01394509,0.51727494,4.60421787,0.00467696,0.08017361,0.00243895,0.15714471
-4.46923462,4.96104910,0.50431288,4.56161715,0.00479750,0.07756377,0.00238039,0.15357420
-4.46323162,4.89075599,0.48870444,4.50338870,0.00490345,0.07458469,0.00230913,0.14940752
-4.45722861,4.80328971,0.47069197,4.42961279,0.00499195,0.07127936,0.00222683,0.14468151
-4.45122561,4.69929529,0.45056679,4.34075437,0.00506047,0.06769808,0.00213541,0.13944642
-4.44522261,4.57981169,0.42865914,4.23764238,0.00510688,0.06389681,0.00203699,0.13376402
-4.43921961,4.44623451,0.40532738,4.12143955,0.00512954,0.05993528,0.00193383,0.12770537
-4.43321661,4.30027065,0.38094683,3.99360434,0.00512732,0.05587521,0.00182828,0.12134858
-4.42721361,4.14388716,0.35589889,3.85584715,0.00509969,0.05177846,0.00172277,0.11477648
-4.42121061,3.97925676,0.33056074,3.71008269,0.00504673,0.04770541,0.00161973,0.10807433
-4.41520760,3.80870196,0.30529606,3.55838050,0.00496915,0.04371350,0.00152158,0.10132782
-4.40920460,3.63463984,0.28044704,3.40291521,0.00486830,0.03985595,0.00143068,0.09462117
-4.40320160,3.45952908,0.25632788,3.24591818,0.00474617,0.03618083,0.00134934,0.08803553
-4.39719860,3.28582045,0.23321991,3.08963166,0.00460532,0.03273035,0.00127974,0.08164768
-4.39119560,3.11591198,0.21136831,2.93626653,0.00444889,0.02954040,0.00122399,0.07552900
-4.38519260,2.95210906,0.19098039,2.78796407,0.00428049,0.02664043,0.00118407,0.06974467
-4.37918959,2.79659006,0.17222525,2.64676245,0.00410413,0.02405343,0.00116180,0.06435319
-4.37318659,2.65137743,0.15523470,2.51456783,0.00392417,0.02179620,0.00115890,0.05940596
-4.36718359,2.51831384,0.14010504,2.39313006,0.00374518,0.01987970,0.00117690,0.05494721
-4.36118059,2.39904330,0.12689970,2.28402285,0.00357185,0.01830955,0.00121720,0.05101383
-4.35517759,2.29499652,0.11565217,2.18862786,0.00340891,0.01708649,0.00128098,0.04763541
-4.34917459,2.20737991,0.10636927,2.10812250,0.00326099,0.01620700,0.00136925,0.04483427
-4.34317159,2.13716787,0.09903432,2.04347071,0.00313255,0.01566374,0.00148281,0.04262551
-4.33716858,2.08509754,0.09361015,1.99541652,0.00302774,0.01544610,0.00162222,0.04101698
-4.33116558,2.05166582,0.09004175,1.96447988,0.00295038,0.01554059,0.00178779,0.04000935
-4.32516258,2.03712809,0.08825859,1.95095443,0.00290383,0.01593119,0.00197961,0.03959604
-4.31915958,2.04149873,0.08817635,1.95490714,0.00289093,0.01659970,0.00219751,0.03976326
-4.31315658,2.06455315,0.08969835,1.97617970,0.00291395,0.01752594,0.00244109,0.04049001
-4.30715358,2.10583171,0.09271654,2.01439173,0.00297459,0.01868802,0.00270978,0.04174812
