energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.45372686,1.18467155,0.04948420,0.07295834,0.03841745,0.56798123,0.36012000,0.12077986
-5.44772386,1.24266004,0.05262829,0.07702220,0.03878455,0.59733080,0.38442702,0.12681516
-5.44172086,1.30080322,0.05567037,0.08197760,0.03947448,0.62537588,0.40913029,0.13302680
-5.43571786,1.35821939,0.05857055,0.08774375,0.04044177,0.65174752,0.43396804,0.13931496
-5.42971486,1.41405480,0.06128964,0.09423143,0.04163809,0.67610594,0.45867438,0.14557953
-5.42371186,1.46749972,0.06378987,0.10134467,0.04301307,0.69814692,0.48298410,0.15172181
-5.41770885,1.51780379,0.06603568,0.10898272,0.04451522,0.71760751,0.50663793,0.15764626
-5.41170585,1.56429006,0.06799441,0.11704221,0.04609282,0.73427080,0.52938792,0.16326228
-5.40570285,1.60636780,0.06963699,0.12541952,0.04769484,0.74796963,0.55100306,0.16848591
-5.39969985,1.64354356,0.07093854,0.13401324,0.04927183,0.75858933,0.57127478,0.17324142
-5.39369685,1.67543023,0.07187893,0.14272663,0.05077682,0.76606912,0.59002218,0.17746289
-5.38769385,1.70175383,0.07244322,0.15146998,0.05216618,0.77040254,0.60709674,0.18109556
-5.38169085,1.72235768,0.07262199,0.16016275,0.05340047,0.77163645,0.62238628,0.18409691
-5.37568784,1.73720369,0.07241161,0.16873532,0.05444516,0.76986896,0.63581789,0.18643761
-5.36968484,1.74637035,0.07181435,0.17713024,0.05527133,0.76524610,0.64735952,0.18810197
-5.36368184,1.75004749,0.07083833,0.18530288,0.05585616,0.75795732,0.65702010,0.18908811
-5.35767884,1.74852747,0.06949745,0.19322136,0.05618332,0.74822994,0.66484807,0.18940771
-5.35167584,1.74219296,0.06781108,0.20086582,0.05624317,0.73632254,0.67092814,0.18908527
-5.34567284,1.73150153,0.06580364,0.20822687,0.05603277,0.72251754,0.67537635,0.18815694
-5.33966983,1.71696733,0.06350415,0.21530339,0.05555566,0.70711307,0.67833362,0.18666895
-5.33366683,1.69914057,0.06094554,0.22209977,0.05482150,0.69041440,0.67995796,0.18467566
-5.32766383,1.67858545,0.05816394,0.22862272,0.05384544,0.67272517,0.68041569,0.18223730
-5.32166083,1.65585744,0.05519793,0.23487783,0.05264741,0.65433869,0.67987211,0.17941748
-5.31565783,1.63148100,0.05208764,0.24086614,0.05125120,0.63552967,0.67848210,0.17628066
-5.30965483,1.60592882,0.04887392,0.24658092,0.04968353,0.61654672,0.67638122,0.17288959
-5.30365183,1.57960362,0.04559743,0.25200498,0.04797295,0.59760587,0.67367780,0.16930296
-5.29764882,1.55282348,0.04229786,0.25710857,0.04614889,0.57888553,0.67044650,0.16557330
-5.29164582,1.52581173,0.03901315,0.26184827,0.04424062,0.56052295,0.66672391,0.16174526
-5.28564282,1.49869187,0.03577878,0.26616684,0.04227641,0.54261263,0.66250631,0.15785447
-5.27963982,1.47148806,0.03262719,0.26999411,0.04028270,0.52520642,0.65774998,0.15392687
-5.27363682,1.44413111,0.02958740,0.27324911,0.03828358,0.50831573,0.65237393,0.14997864
-5.26763382,1.41646996,0.02668462,0.27584304,0.03630031,0.49191540,0.64626520,0.14601678
-5.26163082,1.38828785,0.02394016,0.27768334,0.03435111,0.47594924,0.63928609,0.14204020
-5.25562781,1.35932250,0.02137136,0.27867827,0.03245107,0.46033687,0.63128336,0.13804128
-5.24962481,1.32928919,0.01899177,0.27874206,0.03061236,0.44498160,0.62209848,0.13400786
-5.24362181,1.29790543,0.01681135,0.27780017,0.02884441,0.42977880,0.61157860,0.12992548
-5.23761881,1.26491594,0.01483687,0.27579444,0.02715436,0.41462446,0.59958755,0.12577972
-5.23161581,1.23011645,0.01307234,0.27268777,0.02554756,0.39942342,0.58601611,0.12155857
-5.22561281,1.19337516,0.01151953,0.26846812,0.02402807,0.38409684,0.57079111,0.11725464
-5.21960980,1.15465055,0.01017853,0.26315158,0.02259923,0.36858860,0.55388277,0.11286707
-5.21360680,1.11400479,0.00904828,0.25678424,0.02126423,0.35287031,0.53530987,0.10840310
-5.20760380,1.07161187,0.00812712,0.24944291,0.02002651,0.33694465,0.51514253,0.10387913
-5.20160080,1.02776016,0.00741331,0.24123446,0.01889023,0.32084702,0.49350242,0.09932129
-5.19559780,0.98284941,0.00690538,0.23229393,0.01786055,0.30464537,0.47056052,0.09476545
-5.18959480,0.93738214,0.00660255,0.22278137,0.01694378,0.28843839,0.44653249,0.09025669
-5.18359180,0.89195020,0.00650488,0.21287772,0.01614745,0.27235210,0.42167204,0.08584830
-5.17758879,0.84721694,0.00661342,0.20277972,0.01548025,0.25653514,0.39626263,0.08160024
-5.17158579,0.80389597,0.00693017,0.19269426,0.01495179,0.24115303,0.37060809,0.07757728
-5.16558279,0.76272746,0.00745790,0.18283217,0.01457235,0.22638164,0.34502248,0.07384687
-5.15957979,0.72445299,0.00819991,0.17340206,0.01435243,0.21240030,0.31981981,0.07047672
-5.15357679,0.68979000,0.00915959,0.16460400,0.01430227,0.19938478,0.29530416,0.06753236
-5.14757379,0.65940679,0.01033989,0.15662368,0.01443132,0.18750049,0.27176050,0.06507468
-5.14157079,0.63389904,0.01174277,0.14962697,0.01474766,0.17689620,0.24944663,0.06315750
-5.13556778,0.61376859,0.01336850,0.14375516,0.01525740,0.16769839,0.22858656,0.06182541
-5.12956478,0.59940527,0.01521495,0.13912104,0.01596413,0.16000660,0.20936546,0.06111178
-5.12356178,0.59107223,0.01727696,0.13580586,0.01686841,0.15388976,0.19192630,0.06103716
-5.11755878,0.58889533,0.01954565,0.13385728,0.01796730,0.14938374,0.17636816,0.06160795
-5.11155578,0.59285682,0.02200786,0.13328831,0.01925404,0.14649001,0.16274621,0.06281563
-5.10555278,0.60279355,0.02464573,0.13407732,0.02071786,0.14517565,0.15107320,0.06463634
-5.09954977,0.61839979,0.02743640,0.13616907,0.02234385,0.14537441,0.14132220,0.06703094
-5.09354677,0.63923463,0.03035195,0.13947663,0.02411309,0.14698904,0.13343059,0.06994564
-5.08754377,0.66473371,0.03335952,0.14388433,0.02600295,0.14989468,0.12730480,0.07331302
-5.08154077,0.69422518,0.03642167,0.14925143,0.02798748,0.15394314,0.12282579,0.07705357
-5.07553777,0.72694929,0.03949704,0.15541656,0.03003804,0.15896811,0.11985492,0.08107765
-5.06953477,0.76208117,0.04254116,0.16220270,0.03212414,0.16479095,0.11823998,0.08528781
-5.06353177,0.79875605,0.04550757,0.16942261,0.03421430,0.17122710,0.11782120,0.08958149
-5.05752876,0.83609629,0.04834907,0.17688449,0.03627713,0.17809262,0.11843699,0.09385390
-5.05152576,0.87323901,0.05101913,0.18439768,0.03828241,0.18521092,0.11992934,0.09800104
-5.04552276,0.90936366,0.05347341,0.19177830,0.04020223,0.19241929,0.12214857,0.10192286
-5.03951976,0.94371822,0.05567126,0.19885445,0.04201211,0.19957493,0.12495742,0.10552616
-5.03351676,0.97564315,0.05757726,0.20547092,0.04369200,0.20656041,0.12823436,0.10872750
-5.02751376,1.00459200,0.05916255,0.21149315,0.04522718,0.21328815,0.13187596,0.11145568
-5.02151076,1.03014776,0.06040604,0.21681040,0.04660896,0.21970385,0.13579834,0.11365383
-5.01550775,1.05203428,0.06129538,0.22133775,0.04783517,0.22578848,0.13993777,0.11528101
-5.00950475,1.07012213,0.06182758,0.22501722,0.04891032,0.23155901,0.14425021,0.11631332
-5.00350175,1.08442862,0.06200937,0.22781765,0.04984557,0.23706746,0.14871008,0.11674423
-4.99749875,1.09511192,0.06185714,0.22973359,0.05065829,0.24239853,0.15330822,0.11658445
-4.99149575,1.10245970,0.06139658,0.23078318,0.05137142,0.24766570,0.15804923,0.11586108
-4.98549275,1.10687255,0.06066187,0.23100519,0.05201250,0.25300603,0.16294828,0.11461625
-4.97948974,1.10884327,0.05969466,0.23045544,0.05261251,0.25857380,0.16802765,0.11290522
-4.97348674,1.10893294,0.05854269,0.22920269,0.05320450,0.26453330,0.17331313,0.11079406
-4.96748374,1.10774493,0.05725824,0.22732450,0.05382211,0.27105106,0.17883053,0.10835709
-4.96148074,1.10589827,0.05589636,0.22490295,0.05449804,0.27828794,0.18460249,0.10567407
-4.95547774,1.10400156,0.05451313,0.22202079,0.05526258,0.28639128,0.19064573,0.10282736
-4.94947474,1.10262880,0.05316377,0.21875801,0.05614223,0.29548777,0.19696899,0.09989920
-4.94347174,1.10229815,0.05190093,0.21518911,0.05715847,0.30567704,0.20357164,0.09696906
-4.93746873,1.10345466,0.05077310,0.21138115,0.05832679,0.31702661,0.21044323,0.09411137
-4.93146573,1.10645750,0.04982314,0.20739261,0.05965603,0.32956817,0.21756372,0.09139351
-4.92546273,1.11157219,0.04908711,0.20327313,0.06114804,0.34329554,0.22490465,0.08887430
-4.91945973,1.11896776,0.04859338,0.19906404,0.06279759,0.35816425,0.23243090,0.08660282
-4.91345673,1.12871879,0.04836203,0.19479946,0.06459277,0.37409285,0.24010309,0.08461768
-4.90745373,1.14081158,0.04840448,0.19050805,0.06651554,0.39096574,0.24788028,0.08294680
-4.90145073,1.15515388,0.04872353,0.18621495,0.06854266,0.40863734,0.25572283,0.08160741
-4.89544772,1.17158718,0.04931356,0.18194382,0.07064680,0.42693745,0.26359519,0.08060652
-4.88944472,1.18990053,0.05016108,0.17771886,0.07279776,0.44567726,0.27146831,0.07994155
-4.88344172,1.20984490,0.05124544,0.17356645,0.07496385,0.46465584,0.27932158,0.07960123
-4.87743872,1.23114689,0.05253969,0.16951632,0.07711314,0.48366671,0.28714400,0.07956663
-4.87143572,1.25352117,0.05401162,0.16560218,0.07921478,0.50250404,0.29493445,0.07981222
-4.86543272,1.27668067,0.05562486,0.16186167,0.08124002,0.52096830,0.30270110,0.08030707
-4.85942971,1.30034423,0.05734006,0.15833558,0.08316315,0.53887099,0.31045986,0.08101591
-4.85342671,1.32424135,0.05911603,0.15506656,0.08496214,0.55603837,0.31823188,0.08190026
-4.84742371,1.34811413,0.06091089,0.15209714,0.08661902,0.57231404,0.32604048,0.08291947
-4.84142071,1.37171666,0.06268319,0.14946747,0.08811998,0.58756043,0.33390735,0.08403167
-4.83541771,1.39481236,0.06439292,0.14721276,0.08945528,0.60165914,0.34184866,0.08519471
-4.82941471,1.41716996,0.06600244,0.14536068,0.09061882,0.61451054,0.34987105,0.08636695
-4.82341171,1.43855889,0.06747736,0.14392894,0.09160770,0.62603268,0.35796801,0.08750815
-4.81740870,1.45874491,0.06878726,0.14292324,0.09242147,0.63615975,0.36611685,0.08858012
-4.81140570,1.47748677,0.06990631,0.14233563,0.09306153,0.64484055,0.37427659,0.08954751
-4.80540270,1.49453472,0.07081382,0.14214367,0.09353034,0.65203712,0.38238697,0.09037849
-4.79939970,1.50963117,0.07149463,0.14231026,0.09383088,0.65772372,0.39036867,0.09104534
-4.79339670,1.52251419,0.07193941,0.14278422,0.09396611,0.66188647,0.39812497,0.09152512
-4.78739370,1.53292359,0.07214489,0.14350177,0.09393860,0.66452367,0.40554470,0.09180020
-4.78139070,1.54060971,0.07211387,0.14438868,0.09375045,0.66564683,0.41250641,0.09185872
-4.77538769,1.54534433,0.07185525,0.14536302,0.09340324,0.66528234,0.41888362,0.09169498
-4.76938469,1.54693315,0.07138384,0.14633844,0.09289824,0.66347360,0.42455079,0.09130970
-4.76338169,1.54522904,0.07072013,0.14722778,0.09223679,0.66028347,0.42938970,0.09071011
-4.75737869,1.54014506,0.06988987,0.14794671,0.09142072,0.65579657,0.43329593,0.08990993
-4.75137569,1.53166635,0.06892358,0.14841743,0.09045287,0.65012133,0.43618495,0.08892911
-4.74537269,1.51985992,0.06785593,0.14857203,0.08933760,0.64339136,0.43799746,0.08779340
-4.73936968,1.50488148,0.06672502,0.14835540,0.08808124,0.63576582,0.43870378,0.08653374
-4.73336668,1.48697861,0.06557152,0.14772770,0.08669245,0.62742872,0.43830676,0.08518545
-4.72736368,1.46648990,0.06443777,0.14666600,0.08518244,0.61858671,0.43684319,0.08378725
-4.72136068,1.44383975,0.06336679,0.14516540,0.08356503,0.60946570,0.43438368,0.08238016
-4.71535768,1.41952902,0.06240122,0.14323925,0.08185649,0.60030588,0.43103071,0.08100630
-4.70935468,1.39412185,0.06158230,0.14091876,0.08007528,0.59135576,0.42691533,0.07970761
-4.70335168,1.36822927,0.06094880,0.13825199,0.07824156,0.58286505,0.42219243,0.07852462
-4.69734867,1.34249046,0.06053605,0.13530227,0.07637663,0.57507705,0.41703501,0.07749521
-4.69134567,1.31755261,0.06037504,0.13214620,0.07450222,0.56822068,0.41162774,0.07665352
-4.68534267,1.29405049,0.06049157,0.12887145,0.07263987,0.56250274,0.40616020,0.07602901
-4.67933967,1.27258673,0.06090571,0.12557428,0.07081020,0.55810075,0.40082014,0.07564568
-4.67333667,1.25371390,0.06163121,0.12235717,0.06903230,0.55515678,0.39578723,0.07552157
-4.66733367,1.23791916,0.06267531,0.11932639,0.06732329,0.55377259,0.39122745,0.07566847
-4.66133067,1.22561223,0.06403861,0.11658983,0.06569788,0.55400646,0.38728853,0.07609188
-4.65532766,1.21711696,0.06571520,0.11425487,0.06416824,0.55587164,0.38409653,0.07679123
-4.64932466,1.21266684,0.06769299,0.11242659,0.06274392,0.55933678,0.38175356,0.07776034
-4.64332166,1.21240411,0.06995419,0.11120606,0.06143197,0.56432804,0.38033686,0.07898803
-4.63731866,1.21638235,0.07247595,0.11068877,0.06023717,0.57073279,0.37989880,0.08045886
-4.63131566,1.22457172,0.07523111,0.11096313,0.05916239,0.57840471,0.38046796,0.08215399
-4.62531266,1.23686638,0.07818903,0.11210900,0.05820893,0.58716986,0.38205079,0.08405204
-4.61930965,1.25309304,0.08131644,0.11419613,0.05737692,0.59683338,0.38463378,0.08612990
-4.61330665,1.27301990,0.08457826,0.11728245,0.05666566,0.60718638,0.38818575,0.08836350
-4.60730365,1.29636522,0.08793839,0.12141222,0.05607389,0.61801262,0.39266004,0.09072833
-4.60130065,1.32280473,0.09136037,0.12661409,0.05559992,0.62909467,0.39799637,0.09319992
-4.59529765,1.35197752,0.09480792,0.13289892,0.05524168,0.64021916,0.40412227,0.09575399
-4.58929465,1.38348996,0.09824533,0.14025769,0.05499657,0.65118089,0.41095390,0.09836651
-4.58329165,1.41691772,0.10163772,0.14865936,0.05486125,0.66178573,0.41839630,0.10101350
-4.57728864,1.45180606,0.10495111,0.15804902,0.05483130,0.67185229,0.42634313,0.10367066
-4.57128564,1.48766875,0.10815236,0.16834636,0.05490077,0.68121232,0.43467601,0.10631294
-4.56528264,1.52398624,0.11120909,0.17944468,0.05506174,0.68971011,0.44326374,0.10891402
-4.55927964,1.56020392,0.11408940,0.19121066,0.05530392,0.69720110,0.45196148,0.11144577
-4.55327664,1.59573108,0.11676170,0.20348495,0.05561425,0.70355006,0.46061033,0.11387784
-4.54727364,1.62994149,0.11919451,0.21608374,0.05597669,0.70862902,0.46903740,0.11617732
-4.54127064,1.66217636,0.12135632,0.22880146,0.05637210,0.71231543,0.47705671,0.11830864
-4.53526763,1.69175010,0.12321569,0.24141446,0.05677838,0.71449087,0.48447095,0.12023373
-4.52926463,1.71795937,0.12474136,0.25368585,0.05717068,0.71504041,0.49107444,0.12191240
-4.52326163,1.74009542,0.12590263,0.26537116,0.05752201,0.71385299,0.49665697,0.12330300
-4.51725863,1.75745968,0.12666993,0.27622484,0.05780385,0.71082282,0.50100879,0.12436345
-4.51125563,1.76938192,0.12701555,0.28600722,0.05798704,0.70585173,0.50392635,0.12505236
-4.50525263,1.77524057,0.12691451,0.29449181,0.05804273,0.69885260,0.50521869,0.12533048
-4.49924962,1.77448395,0.12634553,0.30147242,0.05794349,0.68975344,0.50471410,0.12516215
-4.49324662,1.76665157,0.12529217,0.30676999,0.05766431,0.67850192,0.50226681,0.12451690
-4.48724362,1.75139412,0.12374378,0.31023868,0.05718371,0.66507013,0.49776316,0.12337091
-4.48124062,1.72849118,0.12169654,0.31177092,0.05648459,0.64945906,0.49112712,0.12170835
-4.47523762,1.69786532,0.11915429,0.31130129,0.05555508,0.63170257,0.48232467,0.11952257
-4.46923462,1.65959180,0.11612916,0.30880889,0.05438908,0.61187042,0.47136672,0.11681688
-4.46323162,1.61390322,0.11264194,0.30431819,0.05298665,0.59007011,0.45831061,0.11360508
-4.45722861,1.56118842,0.10872220,0.29789828,0.05135410,0.56644738,0.44325971,0.10991151
-4.45122561,1.50198587,0.10440809,0.28966051,0.04950385,0.54118513,0.42636149,0.10577077
-4.44522261,1.43697149,0.09974575,0.27975479,0.04745410,0.51450084,0.40780376,0.10122700
-4.43921961,1.36694147,0.09478855,0.26836457,0.04522815,0.48664249,0.38780954,0.09633278
-4.43321661,1.29279101,0.08959598,0.25570084,0.04285372,0.45788320,0.36663064,0.09114777
-4.42721361,1.21548980,0.08423234,0.24199544,0.04036193,0.42851483,0.34454035,0.08573701
-4.42121061,1.13605548,0.07876533,0.22749397,0.03778638,0.39884076,0.32182544,0.08016917
-4.41520760,1.05552628,0.07326448,0.21244859,0.03516205,0.36916838,0.29877810,0.07451462
-4.40920460,0.97493409,0.06779962,0.19711113,0.03252425,0.33980140,0.27568789,0.06884352
-4.40320160,0.89527902,0.06243940,0.18172659,0.02990767,0.31103255,0.25283428,0.06322406
-4.39719860,0.81750652,0.05724991,0.16652742,0.02734543,0.28313692,0.23047987,0.05772075
-4.39119560,0.74248772,0.05229346,0.15172872,0.02486837,0.25636607,0.20886473,0.05239307
-4.38519260,0.67100376,0.04762752,0.13752440,0.02250439,0.23094338,0.18820183,0.04729427
-4.37918959,0.60373412,0.04330398,0.12408440,0.02027797,0.20706044,0.16867377,0.04247048
-4.37318659,0.54124927,0.03936851,0.11155297,0.01820990,0.18487486,0.15043083,0.03796022
-4.36718359,0.48400729,0.03586019,0.10004793,0.01631709,0.16450919,0.13359015,0.03379405
-4.36118059,0.43235411,0.03281129,0.08966078,0.01461256,0.14605104,0.11823613,0.02999463
-4.35517759,0.38652692,0.03024727,0.08045752,0.01310552,0.12955422,0.10442175,0.02657694
-4.34917459,0.34665995,0.02818676,0.07248011,0.01180158,0.11504063,0.09217067,0.02354870
-4.34317159,0.31279208,0.02664175,0.06574824,0.01070298,0.10250283,0.08147989,0.02091100
-4.33716858,0.28487553,0.02561772,0.06026137,0.00980889,0.09190697,0.07232280,0.01865892
-4.33116558,0.26278495,0.02511381,0.05600084,0.00911570,0.08319593,0.06465242,0.01678232
-4.32516258,0.24632645,0.02512291,0.05293195,0.00861734,0.07629247,0.05840456,0.01526657
-4.31915958,0.23524608,0.02563179,0.05100588,0.00830557,0.07110230,0.05350097,0.01409324
-4.31315658,0.22923752,0.02662111,0.05016142,0.00817021,0.06751681,0.04985212,0.01324081
-4.30715358,0.22794880,0.02806544,0.05032647,0.00819937,0.06541562,0.04735972,0.01268528
