energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.78007920,0.16624899,0.00277778,0.16493982,0.53931816,0.74205053,0.28467072
-5.99399700,1.89986484,0.17332316,0.00297958,0.17459245,0.58158233,0.80274027,0.30256533
-5.98799400,2.02138985,0.18122685,0.00318441,0.18389185,0.62427053,0.86521382,0.32039194
-5.98199100,2.14352778,0.18983598,0.00338977,0.19271928,0.66706664,0.92909184,0.33795870
-5.97598799,2.26517436,0.19901944,0.00359314,0.20096360,0.70966408,0.99399766,0.35508074
-5.96998499,2.38528379,0.20864454,0.00379198,0.20852445,0.75177565,1.05957062,0.37158589
-5.96398199,2.50290214,0.21858221,0.00398384,0.21531511,0.79314270,1.12547849,0.38731991
-5.95797899,2.61719605,0.22871179,0.00416642,0.22126478,0.83354286,1.19142809,0.40215089
-5.95197599,2.72747516,0.23892520,0.00433762,0.22632036,0.87279610,1.25717337,0.41597266
-5.94597299,2.83320676,0.24913025,0.00449564,0.23044745,0.91076839,1.32252032,0.42870693
-5.93996998,2.93402182,0.25925291,0.00463897,0.23363064,0.94737286,1.38732806,0.44030418
-5.93396698,3.02971162,0.26923842,0.00476647,0.23587305,0.98256803,1.45150592,0.45074307
-5.92796398,3.12021522,0.27905112,0.00487734,0.23719523,1.01635326,1.51500617,0.46002858
-5.92196098,3.20559794,0.28867311,0.00497114,0.23763334,1.04876142,1.57781282,0.46818878
-5.91595798,3.28602214,0.29810160,0.00504777,0.23723681,1.07984913,1.63992670,0.47527054
-5.90995498,3.36171173,0.30734529,0.00510746,0.23606566,1.10968503,1.70134766,0.48133438
-5.90395198,3.43291235,0.31641987,0.00515070,0.23418745,1.13833673,1.76205485,0.48644874
-5.89794897,3.49984967,0.32534282,0.00517816,0.23167424,1.16585710,1.82198618,0.49068392
-5.89194597,3.56268827,0.33412805,0.00519072,0.22859954,1.19227093,1.88101834,0.49410624
-5.88594297,3.62149362,0.34278048,0.00518932,0.22503547,1.21756256,1.93894877,0.49677252
-5.87993997,3.67619981,0.35129103,0.00517493,0.22105024,1.24166553,1.99548092,0.49872540
-5.87393697,3.72658511,0.35963232,0.00514851,0.21670613,1.26445489,2.05021400,0.49998960
-5.86793397,3.77225726,0.36775548,0.00511094,0.21205792,1.28574289,2.10263847,0.50056957
-5.86193097,3.81264973,0.37558812,0.00506299,0.20715191,1.30527845,2.15213771,0.50044839
-5.85592796,3.84702964,0.38303394,0.00500527,0.20202551,1.32275062,2.19799670,0.49958825
-5.84992496,3.87451734,0.38997373,0.00493828,0.19670737,1.33779620,2.23941731,0.49793234
-5.84392196,3.89411687,0.39626817,0.00486232,0.19121799,1.35001107,2.27554020,0.49540802
-5.83791896,3.90475592,0.40176192,0.00477760,0.18557082,1.35896501,2.30547230,0.49193127
-5.83191596,3.90533343,0.40628916,0.00468417,0.17977357,1.36421911,2.32831872,0.48741187
-5.82591296,3.89477226,0.40968016,0.00458204,0.17382989,1.36534507,2.34321780,0.48175936
-5.81990995,3.87207420,0.41176848,0.00447115,0.16774097,1.36194537,2.34937735,0.47488912
-5.81390695,3.83637446,0.41239863,0.00435146,0.16150736,1.35367322,2.34611048,0.46672848
-5.80790395,3.78699261,0.41143357,0.00422298,0.15513048,1.34025136,2.33286897,0.45722237
-5.80190095,3.72347737,0.40876176,0.00408582,0.14861413,1.32148854,2.30927263,0.44633823
-5.79589795,3.64564274,0.40430336,0.00394021,0.14196559,1.29729301,2.27513288,0.43407004
-5.78989495,3.55359365,0.39801523,0.00378654,0.13519653,1.26768214,2.23046945,0.42044104
-5.78389195,3.44773979,0.38989454,0.00362538,0.12832352,1.23278773,2.17551926,0.40550526
-5.77788894,3.32879699,0.37998064,0.00345751,0.12136823,1.19285683,2.11073695,0.38934758
-5.77188594,3.19777608,0.36835531,0.00328389,0.11435726,1.14824784,2.03678704,0.37208247
-5.76588294,3.05595999,0.35514124,0.00310565,0.10732173,1.09942233,1.95452817,0.35385154
-5.75987994,2.90487024,0.34049896,0.00292410,0.10029655,1.04693287,1.86499014,0.33481980
-5.75387694,2.74622467,0.32462223,0.00274068,0.09331949,0.99140756,1.76934490,0.31517120
-5.74787394,2.58188842,0.30773229,0.00255693,0.08643013,0.93353197,1.66887293,0.29510332
-5.74187094,2.41382064,0.29007124,0.00237443,0.07966872,0.87402945,1.56492654,0.27482177
-5.73586793,2.24401932,0.27189478,0.00219480,0.07307497,0.81364065,1.45889176,0.25453439
-5.72986493,2.07446671,0.25346472,0.00201964,0.06668691,0.75310311,1.35215055,0.23444553
-5.72386193,1.90707750,0.23504161,0.00185045,0.06053987,0.69313190,1.24604468,0.21475072
-5.71785893,1.74365177,0.21687769,0.00168867,0.05466551,0.63440191,1.14184282,0.19563189
-5.71185593,1.58583431,0.19921052,0.00153556,0.04909109,0.57753240,1.04071188,0.17725327
-5.70585293,1.43508137,0.18225743,0.00139225,0.04383890,0.52307440,0.94369334,0.15975814
-5.69984992,1.29263575,0.16621094,0.00125967,0.03892586,0.47150109,0.85168530,0.14326649
-5.69384692,1.15951024,0.15123525,0.00113855,0.03436337,0.42320130,0.76543018,0.12787350
-5.68784392,1.03647943,0.13746385,0.00102941,0.03015736,0.37847621,0.68550832,0.11364908
-5.68184092,0.92407946,0.12499817,0.00093257,0.02630844,0.33753890,0.61233688,0.10063804
-5.67583792,0.82261467,0.11390725,0.00084812,0.02281227,0.30051661,0.54617373,0.08886114
-5.66983492,0.73217043,0.10422838,0.00077598,0.01966007,0.26745534,0.48712558,0.07831666
-5.66383192,0.65263087,0.09596842,0.00071586,0.01683918,0.23832620,0.43515958,0.06898255
-5.65782891,0.58370035,0.08910587,0.00066731,0.01433369,0.21303336,0.39011766,0.06081889
-5.65182591,0.52492765,0.08359349,0.00062972,0.01212517,0.19142295,0.35173277,0.05377056
-5.64582291,0.47573167,0.07936126,0.00060235,0.01019328,0.17329261,0.31964635,0.04777010
-5.63981991,0.43542782,0.07631971,0.00058436,0.00851651,0.15840127,0.29342630,0.04274055
-5.63381691,0.40325417,0.07436336,0.00057480,0.00707278,0.14647896,0.27258498,0.03859821
-5.62781391,0.37839696,0.07337438,0.00057267,0.00584001,0.13723634,0.25659678,0.03525526
-5.62181091,0.36001470,0.07322624,0.00057695,0.00479664,0.13037369,0.24491485,0.03262223
-5.61580790,0.34726077,0.07378732,0.00058656,0.00392209,0.12558946,0.23698684,0.03061021
-5.60980490,0.33930419,0.07492452,0.00060047,0.00319707,0.12258799,0.23226942,0.02913281
-5.60380190,0.33534836,0.07650672,0.00061765,0.00260391,0.12108658,0.23024152,0.02810793
-5.59779890,0.33464789,0.07840813,0.00063717,0.00212677,0.12082177,0.23041610,0.02745921
-5.59179590,0.33652323,0.08051142,0.00065813,0.00175180,0.12155484,0.23235061,0.02711730
-5.58579290,0.34037326,0.08271060,0.00067976,0.00146725,0.12307642,0.23565589,0.02702086
-5.57978989,0.34568565,0.08491365,0.00070140,0.00126351,0.12521040,0.24000354,0.02711732
-5.57378689,0.35204507,0.08704477,0.00072251,0.00113313,0.12781682,0.24513177,0.02736347
-5.56778389,0.35913902,0.08904622,0.00074273,0.00107082,0.13079400,0.25084945,0.02772580
-5.56178089,0.36676123,0.09087969,0.00076182,0.00107340,0.13407961,0.25703853,0.02818064
-5.55577789,0.37481263,0.09252725,0.00077972,0.00113973,0.13765082,0.26365457,0.02871406
-5.54977489,0.38329968,0.09399159,0.00079653,0.00127064,0.14152339,0.27072529,0.02932162
-5.54377189,0.39233002,0.09529586,0.00081250,0.00146883,0.14574977,0.27834726,0.03000785
-5.53776888,0.40210553,0.09648278,0.00082803,0.00173871,0.15041604,0.28668052,0.03078559
-5.53176588,0.41291274,0.09761328,0.00084365,0.00208633,0.15563794,0.29594134,0.03167504
-5.52576288,0.42511086,0.09876452,0.00085999,0.00251913,0.16155580,0.30639303,0.03270271
-5.51975988,0.43911748,0.10002747,0.00087779,0.00304578,0.16832869,0.31833517,0.03390018
-5.51375688,0.45539245,0.10150401,0.00089783,0.00367593,0.17612773,0.33209135,0.03530269
-5.50775388,0.47442017,0.10330371,0.00092093,0.00441996,0.18512883,0.34799575,0.03694760
-5.50175088,0.49669086,0.10554040,0.00094791,0.00528863,0.19550506,0.36637898,0.03887287
-5.49574787,0.52268136,0.10832848,0.00097957,0.00629277,0.20741882,0.38755357,0.04111539
-5.48974487,0.55283599,0.11177932,0.00101662,0.00744285,0.22101412,0.41179951,0.04370940
-5.48374187,0.58754804,0.11599764,0.00105971,0.00874861,0.23640925,0.43935047,0.04668492
-5.47773887,0.62714273,0.12107805,0.00110937,0.01021858,0.25369004,0.47038106,0.05006636
-5.47173587,0.67186184,0.12710194,0.00116598,0.01185962,0.27290404,0.50499564,0.05387121
-5.46573287,0.72185093,0.13413458,0.00122979,0.01367652,0.29405588,0.54321922,0.05810900
-5.45972986,0.77714929,0.14222270,0.00130090,0.01567148,0.31710387,0.58499065,0.06278048
-5.45372686,0.83768323,0.15139254,0.00137920,0.01784378,0.34195825,0.63015863,0.06787705
-5.44772386,0.90326265,0.16164834,0.00146448,0.02018935,0.36848096,0.67848062,0.07338058
-5.44172086,0.97358135,0.17297140,0.00155632,0.02270055,0.39648708,0.72962472,0.07926341
-5.43571786,1.04822074,0.18531968,0.00165418,0.02536590,0.42574796,0.78317478,0.08548872
-5.42971486,1.12665694,0.19862794,0.00175737,0.02817002,0.45599584,0.83863827,0.09201123
-5.42371186,1.20827106,0.21280846,0.00186512,0.03109361,0.48692990,0.89545699,0.09877809
-5.41770885,1.29236204,0.22775227,0.00197651,0.03411354,0.51822347,0.95302008,0.10573000
-5.41170585,1.37816176,0.24333096,0.00209060,0.03720316,0.54953209,1.01067900,0.11280255
-5.40570285,1.46485175,0.25939899,0.00220636,0.04033259,0.58050224,1.06776393,0.11992769
-5.39969985,1.55158098,0.27579646,0.00232272,0.04346921,0.61078023,1.12360092,0.12703514
-5.39369685,1.63748404,0.29235236,0.00243863,0.04657822,0.64002109,1.17752943,0.13405402
-5.38769385,1.72169915,0.30888823,0.00255298,0.04962333,0.66789692,1.22891929,0.14091421
-5.38169085,1.80338552,0.32522214,0.00266473,0.05256742,0.69410464,1.27718684,0.14754779
-5.37568784,1.88173949,0.34117290,0.00277282,0.05537335,0.71837271,1.32180944,0.15389021
-5.36968484,1.95600912,0.35656449,0.00287623,0.05800472,0.74046660,1.36233796,0.15988138
-5.36368184,2.02550693,0.37123043,0.00297400,0.06042669,0.76019299,1.39840695,0.16546652
-5.35767884,2.08962060,0.38501821,0.00306520,0.06260668,0.77740258,1.42974199,0.17059686
-5.35167584,2.14782147,0.39779326,0.00314894,0.06451515,0.79199143,1.45616419,0.17523007
-5.34567284,2.19967089,0.40944274,0.00322441,0.06612620,0.80390090,1.47759172,0.17933059
-5.33966983,2.24482442,0.41987859,0.00329087,0.06741816,0.81311641,1.49403840,0.18286979
-5.33366683,2.28303387,0.42903991,0.00334764,0.06837403,0.81966500,1.50560940,0.18582591
-5.32766383,2.31414743,0.43689450,0.00339413,0.06898187,0.82361196,1.51249433,0.18818404
-5.32166083,2.33810785,0.44343934,0.00342985,0.06923500,0.82505664,1.51495804,0.18993586
-5.31565783,2.35494887,0.44870001,0.00345441,0.06913214,0.82412770,1.51332931,0.19107943
-5.30965483,2.36478991,0.45272901,0.00346754,0.06867740,0.82097799,1.50798795,0.19161888
-5.30365183,2.36782917,0.45560290,0.00346912,0.06788012,0.81577902,1.49935072,0.19156408
-5.29764882,2.36433522,0.45741842,0.00345912,0.06675466,0.80871554,1.48785638,0.19093023
-5.29164582,2.35463716,0.45828766,0.00343769,0.06532001,0.79997991,1.47395048,0.18973751
-5.28564282,2.33911356,0.45833251,0.00340511,0.06359934,0.78976680,1.45807029,0.18801054
-5.27963982,2.31818038,0.45767854,0.00336182,0.06161944,0.77826798,1.44063032,0.18577795
-5.27363682,2.29227803,0.45644869,0.00330836,0.05941009,0.76566754,1.42200886,0.18307174
-5.26763382,2.26185817,0.45475705,0.00324543,0.05700340,0.75213745,1.40253616,0.17992671
-5.26163082,2.22737042,0.45270295,0.00317382,0.05443303,0.73783373,1.38248442,0.17637976
-5.25562781,2.18924969,0.45036588,0.00309441,0.05173352,0.72289317,1.36206021,0.17246917
-5.24962481,2.14790458,0.44780134,0.00300815,0.04893949,0.70743084,1.34139946,0.16823386
-5.24362181,2.10370738,0.44503802,0.00291602,0.04608496,0.69153845,1.32056542,0.16371265
-5.23761881,2.05698635,0.44207639,0.00281903,0.04320267,0.67528353,1.29954962,0.15894359
-5.23161581,2.00802061,0.43888891,0.00271816,0.04032347,0.65870976,1.27827597,0.15396327
-5.22561281,1.95703808,0.43542182,0.00261438,0.03747579,0.64183818,1.25660788,0.14880634
-5.21960980,1.90421662,0.43159849,0.00250857,0.03468523,0.62466953,1.23435814,0.14350511
-5.21360680,1.84968854,0.42732420,0.00240159,0.03197423,0.60718752,1.21130123,0.13808929
-5.20760380,1.79354816,0.42249206,0.00229419,0.02936184,0.58936296,1.18718760,0.13258596
-5.20160080,1.73586211,0.41698981,0.00218705,0.02686361,0.57115861,1.16175920,0.12701963
-5.19559780,1.67668192,0.41070717,0.00208078,0.02449164,0.55253451,1.13476575,0.12141255
-5.18959480,1.61605808,0.40354329,0.00197591,0.02225465,0.53345354,1.10598073,0.11578511
-5.18359180,1.55405476,0.39541396,0.00187292,0.02015816,0.51388698,1.07521661,0.11015640
-5.17758879,1.49076442,0.38625819,0.00177224,0.01820478,0.49381967,1.04233834,0.10454475
-5.17158579,1.42632128,0.37604376,0.00167430,0.01639454,0.47325468,1.00727464,0.09896841
