energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up
-5.86793397,2.95463754,0.05460577,0.02545072,0.34057498,0.29057460,0.36117833,0.87125579,0.14998874,1.37933525
-5.86193097,3.01626041,0.05083485,0.02423748,0.32776561,0.28954492,0.34051523,0.90479825,0.16262706,1.41313067
-5.85592796,3.09620478,0.04758069,0.02320780,0.31765918,0.29024113,0.32307709,0.94459905,0.17573308,1.45530377
-5.84992496,3.19222200,0.04483940,0.02234713,0.31016632,0.29241242,0.30868368,0.99008418,0.18911216,1.50480370
-5.84392196,3.30163837,0.04259869,0.02163811,0.30514335,0.29577639,0.29710674,1.04052405,0.20255272,1.56037720
-5.83791896,3.42141321,0.04083813,0.02106117,0.30239634,0.30002649,0.28807700,1.09504534,0.21583054,1.62059567
-5.83191596,3.54820977,0.03952971,0.02059516,0.30168652,0.30484033,0.28129210,1.15264736,0.22871377,1.68388844
-5.82591296,3.67847679,0.03863847,0.02021801,0.30273696,0.30988853,0.27642512,1.21222262,0.24096851,1.74858121
-5.81990995,3.80853832,0.03812341,0.01990740,0.30524031,0.31484391,0.27313355,1.27258117,0.25236475,1.81293860
-5.81390695,3.93468907,0.03793844,0.01964148,0.30886732,0.31939061,0.27106834,1.33247806,0.26268253,1.87520935
-5.80790395,4.05329190,0.03803355,0.01939944,0.31327586,0.32323289,0.26988292,1.39064317,0.27171795,1.93367270
-5.80190095,4.16087432,0.03835593,0.01916214,0.31812013,0.32610317,0.26924173,1.44581254,0.27928903,1.98668443
-5.79589795,4.25422054,0.03885127,0.01891258,0.32305988,0.32776924,0.26882822,1.49676009,0.28524088,2.03272080
-5.78989495,4.33045588,0.03946494,0.01863635,0.32776922,0.32804002,0.26835200,1.54232897,0.28945023,2.07041904
-5.78389195,4.38712074,0.04014329,0.01832193,0.33194490,0.32677010,0.26755491,1.58146127,0.29182893,2.09861282
-5.77788894,4.42223151,0.04083478,0.01796092,0.33531382,0.32386254,0.26621614,1.61322516,0.29232640,2.11636163
-5.77188594,4.43432666,0.04149116,0.01754818,0.33763950,0.31927009,0.26415591,1.63683869,0.29093080,2.12297306
-5.76588294,4.42249656,0.04206840,0.01708185,0.33872754,0.31299474,0.26123806,1.65168934,0.28766905,2.11801733
-5.75987994,4.38639659,0.04252764,0.01656331,0.33842979,0.30508571,0.25737136,1.65734862,0.28260549,2.10133386
-5.75387694,4.32624353,0.04283593,0.01599708,0.33664737,0.29563606,0.25250954,1.65358157,0.27583942,2.07302975
-5.74787394,4.24279603,0.04296684,0.01539065,0.33333233,0.28477801,0.24665035,1.64035053,0.26750160,2.03347066
-5.74187094,4.13732063,0.04290086,0.01475427,0.32848826,0.27267739,0.23983362,1.61781355,0.25774977,1.98326466
-5.73586793,4.01154517,0.04262570,0.01410079,0.32216962,0.25952735,0.23213848,1.58631727,0.24676360,1.92324000
-5.72986493,3.86760203,0.04213638,0.01344545,0.31448020,0.24554176,0.22368002,1.54638499,0.23473906,1.85441788
-5.72386193,3.70796374,0.04143516,0.01280568,0.30557065,0.23094846,0.21460552,1.49870020,0.22188260,1.77798153
-5.71785893,3.53537392,0.04053133,0.01220097,0.29563531,0.21598283,0.20509041,1.44408653,0.20840539,1.69524291
-5.71185593,3.35277611,0.03944087,0.01165278,0.28490853,0.20088173,0.19533416,1.38348472,0.19451769,1.60760835
-5.70585293,3.16324335,0.03818598,0.01118448,0.27366054,0.18587816,0.18555626,1.31792779,0.18042371,1.51654438
-5.69984992,2.96991072,0.03679452,0.01082130,0.26219315,0.17119675,0.17599242,1.24851502,0.16631702,1.42354504
-5.69384692,2.77591289,0.03529942,0.01059038,0.25083525,0.15705021,0.16689097,1.17638589,0.15237670,1.33010147
-5.68784392,2.58432837,0.03373798,0.01052079,0.23993839,0.14363672,0.15850965,1.10269472,0.13876426,1.23767467
-5.68184092,2.39813132,0.03215125,0.01064359,0.22987223,0.13113830,0.15111268,1.02858676,0.12562144,1.14767189
-5.67583792,2.22015160,0.03058330,0.01099181,0.22102013,0.11972014,0.14496808,0.95517641,0.11306878,1.06142701
-5.66983492,2.05304318,0.02908063,0.01160047,0.21377471,0.10953066,0.14034517,0.88352803,0.10120504,0.98018497
-5.66383192,1.89926026,0.02769155,0.01250646,0.20853333,0.10070224,0.13751223,0.81463967,0.09010735,0.90508992
-5.65782891,1.76104064,0.02646562,0.01374839,0.20569341,0.09335247,0.13673396,0.74942983,0.07983198,0.83717699
-5.65182591,1.64039494,0.02545312,0.01536625,0.20564752,0.08758566,0.13826890,0.68872733,0.07041563,0.77736697
-5.64582291,1.53910052,0.02470463,0.01740103,0.20877808,0.08349444,0.14236641,0.63326419,0.06187715,0.72646337
-5.63981991,1.45869864,0.02427057,0.01989411,0.21545151,0.08116139,0.14926327,0.58367108,0.05421956,0.68515121
-5.63381691,1.40049343,0.02420081,0.02288657,0.22601191,0.08066029,0.15917978,0.54047521,0.04743217,0.65399683
-5.62781391,1.36555144,0.02454423,0.02641827,0.24077406,0.08205719,0.17231525,0.50410018,0.04149280,0.63344822
-5.62181091,1.35470058,0.02534838,0.03052688,0.26001582,0.08541086,0.18884300,0.47486722,0.03636997,0.62383518
-5.61580790,1.36852776,0.02665896,0.03524676,0.28397011,0.09077282,0.20890484,0.45299766,0.03202496,0.62536911
-5.60980490,1.40737466,0.02851938,0.04060773,0.31281642,0.09818680,0.23260530,0.43861598,0.02841362,0.63814205
-5.60380190,1.47133158,0.03097022,0.04663382,0.34667229,0.10768763,0.26000562,0.43175325,0.02548809,0.66212503
-5.59779890,1.56022962,0.03404862,0.05334206,0.38558491,0.11929966,0.29111789,0.43235069,0.02319813,0.69716573
-5.59179590,1.67363174,0.03778761,0.06074124,0.42952330,0.13303485,0.32589959,0.44026309,0.02149228,0.74298580
-5.58579290,1.81082369,0.04221540,0.06883084,0.47837144,0.14889049,0.36424875,0.45526219,0.02031874,0.79917825
-5.57978989,1.97080583,0.04735460,0.07760009,0.53192276,0.16684676,0.40600020,0.47703980,0.01962605,0.86520527
-5.57378689,2.15228712,0.05322145,0.08702720,0.58987639,0.18686434,0.45092302,0.50521105,0.01936350,0.94039730
-5.56778389,2.35368258,0.05982497,0.09707890,0.65183572,0.20888204,0.49871961,0.53931766,0.01948145,1.02395373
-5.56178089,2.57311536,0.06716623,0.10771013,0.71730933,0.23281478,0.54902651,0.57883157,0.01993148,1.11494576
-5.55577789,2.80842458,0.07523753,0.11886409,0.78571476,0.25855185,0.60141713,0.62315917,0.02066649,1.21232214
-5.54977489,3.05717958,0.08402178,0.13047260,0.85638511,0.28595573,0.65540636,0.67164627,0.02164071,1.31491784
-5.54377189,3.31670116,0.09349185,0.14245664,0.92857850,0.31486136,0.71045718,0.72358400,0.02280972,1.42146601
-5.53776888,3.58408997,0.10361010,0.15472722,1.00149031,0.34507615,0.76598897,0.77821590,0.02413049,1.53061324
-5.53176588,3.85626166,0.11432804,0.16718645,1.07426777,0.37638044,0.82138742,0.83474608,0.02556141,1.64093794
-5.52576288,4.12998830,0.12558607,0.17972887,1.14602661,0.40852876,0.87601557,0.89234868,0.02706244,1.75097151
-5.51975988,4.40194518,0.13731346,0.19224283,1.21586929,0.44125159,0.92922595,0.95017830,0.02859525,1.85922178
-5.51375688,4.66876170,0.14942842,0.20461206,1.28290408,0.47425776,0.98037296,1.00738157,0.03012343,1.96419823
-5.50775388,4.92707508,0.16183844,0.21671738,1.34626442,0.50723730,1.02882557,1.06310937,0.03161278,2.06443806
-5.50175088,5.17358544,0.17444069,0.22843838,1.40512792,0.53986489,1.07397954,1.11652959,0.03303158,2.15853255
-5.49574787,5.40511084,0.18712279,0.23965516,1.45873443,0.57180362,1.11526906,1.16684020,0.03435095,2.24515280
-5.48974487,5.61864078,0.19976365,0.25025020,1.50640236,0.60270925,1.15217732,1.21328210,0.03554512,2.32307418
-5.48374187,5.81138706,0.21223461,0.26011010,1.54754315,0.63223479,1.18424593,1.25515167,0.03659177,2.39119881
-5.47773887,5.98083090,0.22440086,0.26912743,1.58167312,0.66003533,1.21108278,1.29181257,0.03747232,2.44857543
-5.47173587,6.12476540,0.23612307,0.27720263,1.60842272,0.68577330,1.23236850,1.32270655,0.03817211,2.49441630
-5.46573287,6.24133277,0.24725930,0.28424579,1.62754293,0.70912385,1.24786120,1.34736305,0.03868063,2.52811078
-5.45972986,6.32905590,0.25766719,0.29017858,1.63890877,0.72978052,1.25739983,1.36540732,0.03899161,2.54923533
-5.45372686,6.38686380,0.26720648,0.29493601,1.64252004,0.74746104,1.26090588,1.37656695,0.03910306,2.55755992
-5.44772386,6.41411097,0.27574162,0.29846825,1.63849944,0.76191317,1.25838380,1.38067665,0.03901727,2.55305085
-5.44172086,6.41059035,0.28314475,0.30074223,1.62708829,0.77292056,1.24992014,1.37768123,0.03874076,2.53587012
-5.43571786,6.37654000,0.28929869,0.30174314,1.60864003,0.78030838,1.23568154,1.36763671,0.03828416,2.50637147
-5.42971486,6.31264325,0.29410003,0.30147558,1.58361194,0.78394861,1.21591164,1.35070959,0.03766205,2.46509343
-5.42371186,6.22002245,0.29746224,0.29996447,1.55255510,0.78376490,1.19092714,1.32717430,0.03689286,2.41274952
-5.41770885,6.10022611,0.29931850,0.29725540,1.51610301,0.77973653,1.16111293,1.29740892,0.03599866,2.35021603
-5.41170585,5.95520962,0.29962436,0.29341460,1.47495910,0.77190166,1.12691648,1.26188919,0.03500507,2.27851753
-5.40570285,5.78730935,0.29836002,0.28852815,1.42988313,0.76035925,1.08884147,1.22118113,0.03394112,2.19881061
-5.39969985,5.59921053,0.29553195,0.28270074,1.38167693,0.74526983,1.04744076,1.17593221,0.03283915,2.11236603
-5.39369685,5.39390900,0.29117406,0.27605365,1.33116948,0.72685477,1.00330874,1.12686151,0.03173482,2.02054969
-5.38769385,5.17466748,0.28534803,0.26872209,1.27920157,0.70539403,0.95707314,1.07474881,0.03066703,1.92480273
-5.38169085,4.94496689,0.27814293,0.26085206,1.22661038,0.68122238,0.90938635,1.02042315,0.02967798,1.82662119
-5.37568784,4.70845355,0.26967397,0.25259653,1.17421397,0.65472413,0.86091650,0.96475088,0.02881321,1.72753550
-5.36968484,4.46888349,0.26008054,0.24411144,1.12279624,0.62632640,0.81233824,0.90862356,0.02812157,1.62909015
-5.36368184,4.23006479,0.24952338,0.23555128,1.07309254,0.59649122,0.76432357,0.85294593,0.02765530,1.53282394
-5.35767884,3.99579934,0.23818115,0.22706478,1.02577627,0.56570653,0.71753274,0.79862405,0.02746989,1.44025092
-5.35167584,3.76982512,0.22624640,0.21879059,0.98144687,0.53447653,0.67260547,0.74655400,0.02762397,1.35284242
-5.34567284,3.55576042,0.21392109,0.21085346,0.94061959,0.50331149,0.63015259,0.69761098,0.02817899,1.27201008
-5.33966983,3.35705061,0.20141182,0.20336072,0.90371729,0.47271744,0.59074830,0.65263908,0.02919880,1.19909018
-5.33366683,3.17691872,0.18892497,0.19639958,0.87106455,0.44318601,0.55492299,0.61244158,0.03074896,1.13532892
-5.32766383,3.01831992,0.17666184,0.19003516,0.84288443,0.41518466,0.52315687,0.57777177,0.03289585,1.08186882
-5.32166083,2.88390065,0.16481402,0.18430936,0.81929767,0.38914762,0.49587424,0.54932419,0.03570551,1.03973579
-5.31565783,2.77596195,0.15355912,0.17924068,0.80032472,0.36546763,0.47343844,0.52772605,0.03924220,1.00982675
-5.30965483,2.69642716,0.14305686,0.17482490,0.78589014,0.34448876,0.45614744,0.51352879,0.04356668,0.99289748
-5.30365183,2.64681349,0.13344590,0.17103667,0.77582931,0.32650028,0.44422995,0.50719953,0.04873424,0.98955046
-5.29764882,2.62820708,0.12484114,0.16783173,0.76989705,0.31173177,0.43784193,0.50911240,0.05479247,1.00022258
-5.29164582,2.64124118,0.11733177,0.16514985,0.76777784,0.30034936,0.43706346,0.51953959,0.06177884,1.02517259
-5.28564282,2.68607734,0.11098005,0.16291815,0.76909698,0.29245322,0.44189605,0.53864229,0.06971826,1.06446843
-5.27963982,2.76238957,0.10582071,0.16105467,0.77343242,0.28807616,0.45226011,0.56646157,0.07862044,1.11797482
-5.27363682,2.86935182,0.10186106,0.15947207,0.78032658,0.28718340,0.46799299,0.60290964,0.08847757,1.18534138
-5.26763382,3.00562955,0.09908175,0.15808121,0.78929796,0.28967340,0.48884749,0.64776166,0.09926198,1.26599225
-5.26163082,3.16937641,0.09743804,0.15679446,0.79985186,0.29537977,0.51449117,0.70064890,0.11092432,1.35911776
-5.25562781,3.35823724,0.09686164,0.15552863,0.81149020,0.30407429,0.54450666,0.76105352,0.12339210,1.46366946
-5.24962481,3.56935926,0.09726302,0.15420740,0.82372016,0.31547089,0.57839332,0.82830599,0.13656890,1.57835924
-5.24362181,3.79941272,0.09853406,0.15276325,0.83606147,0.32923079,0.61557055,0.90158546,0.15033422,1.70166398
-5.23761881,4.04462290,0.10055108,0.15113871,0.84805258,0.34496854,0.65538303,0.97992399,0.16454420,1.83183625
-5.23161581,4.30081464,0.10317808,0.14928714,0.85925557,0.36225929,0.69710819,1.06221502,0.17903321,1.96692236
-5.22561281,4.56347034,0.10627018,0.14717288,0.86926023,0.38064682,0.73996605,1.14722650,0.19361621,2.10478777
-5.21960980,4.82780176,0.10967720,0.14477105,0.87768730,0.39965265,0.78313155,1.23361898,0.20809219,2.24315047
-5.21360680,5.08883534,0.11324727,0.14206689,0.88419127,0.41878585,0.82574919,1.31996847,0.22224822,2.37962183
-5.20760380,5.34150970,0.11683038,0.13905488,0.88846285,0.43755346,0.86694996,1.40479395,0.23586434,2.51175436
-5.20160080,5.58078349,0.12028185,0.13573764,0.89023130,0.45547136,0.90587000,1.48658894,0.24871903,2.63709529
-5.19559780,5.80175060,0.12346561,0.13212478,0.88926677,0.47207523,0.94167056,1.56385619,0.26059491,2.75324438
-5.18959480,5.99975927,0.12625721,0.12823175,0.88538271,0.48693130,0.97355864,1.63514473,0.27128484,2.85791408
-5.18359180,6.17053102,0.12854646,0.12407877,0.87843817,0.49964663,1.00080749,1.69908773,0.28059777,2.94898989
-5.17758879,6.31027474,0.13023966,0.11968986,0.86834015,0.50987849,1.02277619,1.75444006,0.28836438,3.02458855
-5.17158579,6.41579160,0.13126139,0.11509202,0.85504555,0.51734255,1.03892746,1.80011388,0.29444222,3.08311162
-5.16558279,6.48456597,0.13155574,0.11031457,0.83856275,0.52181949,1.04884292,1.83521105,0.29872002,3.12329224
-5.15957979,6.51483859,0.13108697,0.10538866,0.81895247,0.52315987,1.05223504,1.85905077,0.30112115,3.14423283
-5.15357679,6.50565834,0.12983962,0.10034685,0.79632771,0.52128697,1.04895525,1.87119144,0.30160595,3.14543214
-5.14757379,6.45691020,0.12781804,0.09522281,0.77085266,0.51619745,1.03899766,1.87144571,0.30017294,3.12680024
-5.14157079,6.36931780,0.12504535,0.09005111,0.74274024,0.50795990,1.02249830,1.85988797,0.29685868,3.08866084
-5.13556778,6.24442018,0.12156194,0.08486692,0.71224850,0.49671118,0.99972981,1.83685408,0.29173658,3.03174054
-5.12956478,6.08452370,0.11742349,0.07970581,0.67967556,0.48265086,0.97109168,1.80293317,0.28491444,2.95714566
-5.12356178,5.89263080,0.11269865,0.07460342,0.64535342,0.46603379,0.93709665,1.75895186,0.27653092,2.86632747
-5.11755878,5.67234871,0.10746649,0.06959512,0.60964067,0.44716132,0.89835369,1.70595174,0.26675122,2.76103745
-5.11155578,5.42778190,0.10181372,0.06471555,0.57291435,0.42637136,0.85554836,1.64516073,0.25576196,2.64327433
-5.10555278,5.16341262,0.09583186,0.05999815,0.53556129,0.40402773,0.80942142,1.57795974,0.24376558,2.51522529
-5.09954977,4.88397448,0.08961455,0.05547460,0.49796930,0.38050931,0.76074661,1.50584592,0.23097451,2.37920372
-5.09354677,4.59432399,0.08325484,0.05117422,0.46051832,0.35619919,0.71030845,1.43039383,0.21760524,2.23758591
-5.08754377,4.29931490,0.07684284,0.04712341,0.42357225,0.33147449,0.65888098,1.35321612,0.20387259,2.09274926
-5.08154077,4.00367987,0.07046359,0.04334509,0.38747142,0.30669694,0.60720822,1.27592506,0.18998432,1.94701408
-5.07553777,3.71192349,0.06419530,0.03985819,0.35252613,0.28220471,0.55598708,1.20009630,0.17613632,1.80259110
-5.06953477,3.42822976,0.05810799,0.03667724,0.31901155,0.25830554,0.50585308,1.12723596,0.16250842,1.66153610
-5.06353177,3.15638667,0.05226252,0.03381208,0.28716394,0.23527151,0.45736940,1.05875210,0.14926103,1.52571304
-5.05752876,2.89972920,0.04671001,0.03126772,0.25717842,0.21333538,0.41101935,0.99593120,0.13653256,1.39676621
-5.05152576,2.66110177,0.04149169,0.02904429,0.22920823,0.19268853,0.36720223,0.93992030,0.12443777,1.27610199
-5.04552276,2.44283970,0.03663904,0.02713723,0.20336541,0.17348055,0.32623260,0.89171490,0.11306692,1.16487990
-5.03951976,2.24676904,0.03217432,0.02553760,0.17972281,0.15582014,0.28834248,0.85215287,0.10248578,1.06401251
-5.03351676,2.07422317,0.02811126,0.02423251,0.15831724,0.13977739,0.25368618,0.82191395,0.09273633,0.97417356
-5.02751376,1.92607402,0.02445603,0.02320578,0.13915355,0.12538708,0.22234741,0.80152468,0.08383820,0.89581306
-5.02151076,1.80277565,0.02120833,0.02243859,0.12220941,0.11265278,0.19434791,0.79136799,0.07579053,0.82917830
-5.01550775,1.70441730,0.01836250,0.02191039,0.10744053,0.10155158,0.16965735,0.79169695,0.06857442,0.77433922
-5.00950475,1.63078308,0.01590870,0.02159970,0.09478606,0.09203914,0.14820374,0.80265160,0.06215555,0.73121703
-5.00350175,1.58141536,0.01383406,0.02148509,0.08417405,0.08405490,0.12988409,0.82427808,0.05648709,0.69961428
-4.99749875,1.55567902,0.01212374,0.02154610,0.07552653,0.07752711,0.11457464,0.85654893,0.05151263,0.67924535
-4.99149575,1.55282371,0.01076181,0.02176409,0.06876425,0.07237765,0.10214052,0.89938346,0.04716910,0.66976588
-4.98549275,1.57204173,0.00973209,0.02212311,0.06381080,0.06852635,0.09244440,0.95266713,0.04338963,0.67079998
-4.97948974,1.61251913,0.00901873,0.02261061,0.06059598,0.06589474,0.08535393,1.01626879,0.04010609,0.68196429
-4.97348674,1.67347826,0.00860668,0.02321805,0.05905834,0.06440915,0.08074783,1.09005479,0.03725146,0.70288799
-4.96748374,1.75421004,0.00848190,0.02394130,0.05914695,0.06400296,0.07852051,1.17389901,0.03476190,0.73322812
-4.96148074,1.85409511,0.00863147,0.02478095,0.06082211,0.06461826,0.07858532,1.26768810,0.03257841,0.77267974
-4.95547774,1.97261304,0.00904350,0.02574236,0.06405534,0.06620652,0.08087622,1.37132138,0.03064818,0.82098079
-4.94947474,2.10933967,0.00970689,0.02683549,0.06882840,0.06872872,0.08534822,1.48470515,0.02892556,0.87791163
-4.94347174,2.26393299,0.01061098,0.02807461,0.07513163,0.07215464,0.09197657,1.60774159,0.02737271,0.94328947
-4.93746873,2.43610857,0.01174514,0.02947768,0.08296152,0.07646163,0.10075479,1.74031253,0.02595986,1.01695830
-4.93146573,2.62560612,0.01309825,0.03106565,0.09231786,0.08163286,0.11169184,1.88225905,0.02466532,1.09877494
-4.92546273,2.83214928,0.01465819,0.03286154,0.10320026,0.08765521,0.12480855,2.03335792,0.02347518,1.18859215
-4.91945973,3.05540103,0.01641136,0.03488931,0.11560462,0.09451685,0.14013347,2.19329655,0.02238284,1.28623991
-4.91345673,3.29491753,0.01834222,0.03717275,0.12951931,0.10220477,0.15769827,2.36164797,0.02138825,1.39150603
-4.90745373,3.55010339,0.02043296,0.03973417,0.14492150,0.11070227,0.17753309,2.53784797,0.02049711,1.50411738
-4.90145073,3.82017131,0.02266321,0.04259314,0.16177368,0.11998666,0.19966164,2.72117611,0.01971987,1.62372291
-4.89544772,4.10410894,0.02500995,0.04576517,0.18002053,0.13002718,0.22409659,2.91074264,0.01907071,1.74987978
-4.88944472,4.40065547,0.02744756,0.04926052,0.19958640,0.14078329,0.25083500,3.10548291,0.01856646,1.88204342
-4.88344172,4.70828990,0.02994805,0.05308308,0.22037333,0.15220346,0.27985423,3.30416048,0.01822547,2.01956244
-4.87743872,5.02523245,0.03248136,0.05722944,0.24225992,0.16422444,0.31110820,3.50537990,0.01806658,2.16167892
-4.87143572,5.34945953,0.03501595,0.06168809,0.26510103,0.17677108,0.34452412,3.70760915,0.01810801,2.30753414
-4.86543272,5.67873224,0.03751942,0.06643894,0.28872828,0.18975670,0.37999983,3.90921159,0.01836642,2.45617976
-4.85942971,6.01063716,0.03995929,0.07145304,0.31295156,0.20308399,0.41740166,4.10848619,0.01885588,2.60659386
-4.85342671,6.34263768,0.04230386,0.07669264,0.33756136,0.21664639,0.45656298,4.30371446,0.01958713,2.75770108
-4.84742371,6.67213323,0.04452302,0.08211149,0.36233184,0.23032988,0.49728327,4.49321187,0.02056671,2.90839577
-4.84142071,6.99652338,0.04658918,0.08765549,0.38702473,0.24401503,0.53932798,4.67538106,0.02179637,3.05756689
-4.83541771,7.31327336,0.04847804,0.09326362,0.41139371,0.25757936,0.58242898,4.84876413,0.02327253,3.20412328
-4.82941471,7.61997747,0.05016933,0.09886910,0.43518928,0.27089977,0.62628571,5.01209081,0.02498589,3.34701792
-4.82341171,7.91441693,0.05164737,0.10440086,0.45816387,0.28385490,0.67056711,5.16431997,0.02692116,3.48526984
-4.81740870,8.19460909,0.05290149,0.10978516,0.48007705,0.29632755,0.71491421,5.30467163,0.02905706,3.61798248
-4.81140570,8.45884562,0.05392624,0.11494734,0.50070064,0.30820680,0.75894354,5.43264772,0.03136638,3.74435774
-4.80540270,8.70571755,0.05472146,0.11981370,0.51982352,0.31938993,0.80225129,5.54803991,0.03381633,3.86370497
-4.79939970,8.93412660,0.05529202,0.12431338,0.53725608,0.32978404,0.84441829,5.65092404,0.03636903,3.97544472
-4.79339670,9.14328230,0.05564753,0.12838020,0.55283403,0.33930735,0.88501571,5.74164113,0.03898222,4.07910738
-4.78739370,9.33268592,0.05580174,0.13195442,0.56642158,0.34789017,0.92361157,5.82076581,0.04161015,4.17432712
-4.78139070,9.50210264,0.05577188,0.13498429,0.57791387,0.35547549,0.95977783,5.88906393,0.04420469,4.26083183
-4.77538769,9.65152429,0.05557786,0.13742744,0.58723858,0.36201934,0.99309821,5.94744143,0.04671647,4.33843013
-4.76938469,9.78112530,0.05524143,0.13925200,0.59435682,0.36749083,1.02317628,5.99688728,0.04909627,4.40699652
-4.76338169,9.89121503,0.05478530,0.14043735,0.59926316,0.37187194,1.04964402,6.03841352,0.05129634,4.46645593
-4.75737869,9.98218956,0.05423229,0.14097472,0.60198511,0.37515723,1.07217027,6.07299564,0.05327189,4.51676883
-4.75137569,10.05448609,0.05360457,0.14086732,0.60258193,0.37735324,1.09046922,6.10151641,0.05498235,4.55791808
-4.74537269,10.10854280,0.05292297,0.14013025,0.60114301,0.37847798,1.10430830,6.12471608,0.05639275,4.58989840
-4.73936968,10.14476633,0.05220642,0.13879013,0.59778589,0.37856014,1.11351557,6.14315154,0.05747473,4.61270933
-4.73336668,10.16350893,0.05147154,0.13688446,0.59265421,0.37763848,1.11798601,6.15716650,0.05820757,4.62635194
-4.72736368,10.16505620,0.05073236,0.13446078,0.58591541,0.37576098,1.11768667,6.16687393,0.05857875,4.63082967
-4.72136068,10.14962594,0.05000020,0.13157571,0.57775871,0.37298411,1.11266035,6.17215180,0.05858444,4.62615312
-4.71535768,10.11737779,0.04928370,0.12829383,0.56839307,0.36937202,1.10302763,6.17265187,0.05822954,4.61234843
-4.70935468,10.06843277,0.04858895,0.12468654,0.55804546,0.36499568,1.08898701,6.16782111,0.05752754,4.58946862
-4.70335168,10.00290119,0.04791968,0.12083098,0.54695937,0.35993207,1.07081319,6.15693436,0.05649992,4.55760710
-4.69734867,9.92091685,0.04727761,0.11680880,0.53539351,0.35426320,1.04885328,6.13913662,0.05517547,4.51691243
-4.69134567,9.82267526,0.04666277,0.11270520,0.52362075,0.34807522,1.02352111,6.11349245,0.05358924,4.46760318
-4.68534267,9.70847328,0.04607389,0.10860789,0.51192713,0.34145738,0.99528962,6.07904017,0.05178130,4.40998193
-4.67933967,9.57874742,0.04550875,0.10460618,0.50061080,0.33450100,0.96468145,6.03484808,0.04979544,4.34444729
-4.67333667,9.43410833,0.04496456,0.10079018,0.48998089,0.32729838,0.93225809,5.98006977,0.04767773,4.27150291
-4.66733367,9.27536896,0.04443824,0.09724997,0.48035601,0.31994169,0.89860769,5.91399606,0.04547504,4.19176281
-4.66133067,9.10356445,0.04392680,0.09407486,0.47206229,0.31252188,0.86433195,5.83610083,0.04323367,4.10595224
-4.65532766,8.91996198,0.04342750,0.09135263,0.46543083,0.30512757,0.83003245,5.74607893,0.04099803,4.01490370
-4.64932466,8.72605952,0.04293812,0.08916876,0.46079447,0.29784395,0.79629671,5.64387413,0.03880948,3.91954785
-4.64332166,8.52357301,0.04245714,0.08760552,0.45848373,0.29075186,0.76368456,5.52969615,0.03670529,3.82089958
