energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.90395198,0.96796790,0.00203934,0.04784935,0.31541966,0.12333897,0.00441593,0.56811472,0.20919246,0.10041606
-5.89794897,1.01209260,0.00200054,0.04845645,0.33533251,0.12953279,0.00475895,0.59727188,0.21662875,0.10459768
-5.89194597,1.06497813,0.00199600,0.04938890,0.35774944,0.13723485,0.00513325,0.63163834,0.22629533,0.10949177
-5.88594297,1.12625935,0.00202448,0.05062843,0.38251007,0.14640062,0.00553654,0.67100823,0.23810025,0.11506687
-5.87993997,1.19543613,0.00208464,0.05214891,0.40940947,0.15697227,0.00596572,0.71509651,0.25192557,0.12127510
-5.87393697,1.27187970,0.00217505,0.05391684,0.43820130,0.16887893,0.00641699,0.76354241,0.26762860,0.12805289
-5.86793397,1.35484287,0.00229413,0.05589216,0.46860240,0.18203709,0.00688588,0.81591509,0.28504356,0.13532241
-5.86193097,1.44347362,0.00244010,0.05802922,0.50029868,0.19635127,0.00736745,0.87172132,0.30398376,0.14299343
-5.85592796,1.53683173,0.00261103,0.06027810,0.53295205,0.21171476,0.00785639,0.93041487,0.32424408,0.15096563
-5.84992496,1.63390781,0.00280472,0.06258594,0.56620813,0.22801054,0.00834720,0.99140735,0.34560384,0.15913135
-5.84392196,1.73364382,0.00301879,0.06489847,0.59970442,0.24511233,0.00883446,1.05407989,0.36782985,0.16737843
-5.83791896,1.83495451,0.00325057,0.06716156,0.63307859,0.26288571,0.00931294,1.11779538,0.39067964,0.17559334
-5.83191596,1.93674868,0.00349720,0.06932281,0.66597649,0.28118932,0.00977787,1.18191061,0.41390473,0.18366411
-5.82591296,2.03794967,0.00375554,0.07133294,0.69805964,0.29987616,0.01022516,1.24578801,0.43725389,0.19148323
-5.81990995,2.13751424,0.00402229,0.07314719,0.72901181,0.31879489,0.01065150,1.30880646,0.46047634,0.19895024
-5.81390695,2.23444939,0.00429393,0.07472643,0.75854462,0.33779124,0.01105460,1.37037096,0.48332472,0.20597392
-5.80790395,2.32782656,0.00456681,0.07603811,0.78640176,0.35670946,0.01143328,1.42992082,0.50555799,0.21247408
-5.80190095,2.41679317,0.00483719,0.07705689,0.81236206,0.37539389,0.01178751,1.48693637,0.52694412,0.21838284
-5.79589795,2.50058124,0.00510129,0.07776506,0.83624117,0.39369057,0.01211851,1.54094408,0.54726263,0.22364532
-5.78989495,2.57851340,0.00535536,0.07815264,0.85789204,0.41144906,0.01242869,1.59152023,0.56630696,0.22821993
-5.78389195,2.65000647,0.00559577,0.07821723,0.87720432,0.42852435,0.01272157,1.63829326,0.58388674,0.23207809
-5.77788894,2.71457289,0.00581905,0.07796360,0.89410285,0.44477889,0.01300172,1.68094501,0.59982994,0.23520355
-5.77188594,2.77182054,0.00602200,0.07740308,0.90854548,0.46008479,0.01327452,1.71921111,0.61398497,0.23759138
-5.76588294,2.82145128,0.00620177,0.07655281,0.92052039,0.47432599,0.01354602,1.75288070,0.62622260,0.23924669
-5.75987994,2.86325863,0.00635591,0.07543480,0.93004315,0.48740056,0.01382268,1.78179578,0.63643779,0.24018321
-5.75387694,2.89712482,0.00648244,0.07407491,0.93715371,0.49922280,0.01411108,1.80585029,0.64455127,0.24042176
-5.74787394,2.92301765,0.00657993,0.07250192,0.94191345,0.50972528,0.01441771,1.82498901,0.65051095,0.23998881
-5.74187094,2.94098695,0.00664751,0.07074643,0.94440238,0.51886048,0.01474863,1.83920644,0.65429279,0.23891513
-5.73586793,2.95116104,0.00668494,0.06883994,0.94471655,0.52660213,0.01510921,1.84854546,0.65590138,0.23723452
-5.72986493,2.95374279,0.00669258,0.06681396,0.94296577,0.53294601,0.01550390,1.85309596,0.65536982,0.23498286
-5.72386193,2.94900547,0.00667142,0.06469922,0.93927150,0.53791022,0.01593596,1.85299309,0.65275906,0.23219734
-5.71785893,2.93728807,0.00662301,0.06252500,0.93376500,0.54153476,0.01640731,1.84841527,0.64815647,0.22891587
-5.71185593,2.91899008,0.00654948,0.06031865,0.92658567,0.54388058,0.01691832,1.83958172,0.64167377,0.22517681
-5.70585293,2.89456561,0.00645344,0.05810511,0.91787948,0.54502788,0.01746776,1.82674954,0.63344423,0.22101879
-5.69984992,2.86451697,0.00633796,0.05590668,0.90779763,0.54507401,0.01805272,1.81021027,0.62361929,0.21648078
-5.69384692,2.82938754,0.00620642,0.05374282,0.89649527,0.54413080,0.01866868,1.79028608,0.61236475,0.21160219
-5.68784392,2.78975442,0.00606250,0.05163014,0.88413038,0.54232163,0.01930952,1.76732551,0.59985651,0.20642310
-5.68184092,2.74622080,0.00591005,0.04958238,0.87086285,0.53977833,0.01996770,1.74169911,0.58627629,0.20098450
-5.67583792,2.69940840,0.00575302,0.04761059,0.85685374,0.53663805,0.02063446,1.71379492,0.57180736,0.19532852
-5.66983492,2.64995036,0.00559535,0.04572321,0.84226481,0.53304022,0.02130003,1.68401406,0.55663055,0.18949860
-5.66383192,2.59848451,0.00544091,0.04392640,0.82725823,0.52912390,0.02195396,1.65276662,0.54092069,0.18353961
-5.65782891,2.54564760,0.00529343,0.04222422,0.81199661,0.52502530,0.02258544,1.62046778,0.52484363,0.17749785
-5.65182591,2.49207009,0.00515639,0.04061895,0.79664313,0.52087584,0.02318362,1.58753433,0.50855408,0.17142101
-5.64582291,2.43837189,0.00503301,0.03911138,0.78136191,0.51680056,0.02373799,1.55438153,0.49219405,0.16535786
-5.63981991,2.38515853,0.00492615,0.03770110,0.76631820,0.51291687,0.02423873,1.52142020,0.47589219,0.15935801
-5.63381691,2.33301774,0.00483829,0.03638676,0.75167859,0.50933368,0.02467701,1.48905385,0.45976380,0.15347143
-5.62781391,2.28251600,0.00477147,0.03516632,0.73761077,0.50615058,0.02504527,1.45767567,0.44391141,0.14774785
-5.62181091,2.23419462,0.00472728,0.03403730,0.72428292,0.50345717,0.02533750,1.42766524,0.42842586,0.14223615
-5.61580790,2.18856510,0.00470679,0.03299691,0.71186243,0.50133225,0.02554938,1.39938455,0.41338763,0.13698354
-5.60980490,2.14610344,0.00471057,0.03204221,0.70051385,0.49984288,0.02567836,1.37317338,0.39886833,0.13203472
-5.60380190,2.10724312,0.00473863,0.03117015,0.69039618,0.49904314,0.02572374,1.34934383,0.38493204,0.12743103
-5.59779890,2.07236686,0.00479041,0.03037763,0.68165928,0.49897262,0.02568656,1.32817407,0.37163648,0.12320946
-5.59179590,2.04179724,0.00486479,0.02966140,0.67443967,0.49965472,0.02556949,1.30990144,0.35903381,0.11940174
-5.58579290,2.01578661,0.00496007,0.02901804,0.66885580,0.50109465,0.02537665,1.29471515,0.34717104,0.11603346
-5.57978989,1.99450676,0.00507398,0.02844385,0.66500309,0.50327758,0.02511335,1.28274904,0.33608998,0.11312323
-5.57378689,1.97803916,0.00520372,0.02793467,0.66294903,0.50616680,0.02478580,1.27407476,0.32582675,0.11068200
-5.56778389,1.96636657,0.00534598,0.02748574,0.66272863,0.50970242,0.02440076,1.26869599,0.31641099,0.10871249
-5.56178089,1.95936677,0.00549699,0.02709162,0.66434066,0.51380054,0.02396527,1.26654429,0.30786481,0.10720885
-5.55577789,1.95680940,0.00565261,0.02674602,0.66774496,0.51835336,0.02348633,1.26747699,0.30020163,0.10615657
-5.54977489,1.95835646,0.00580842,0.02644175,0.67286113,0.52323025,0.02297058,1.27127767,0.29342505,0.10553260
-5.54377189,1.96356710,0.00595980,0.02617072,0.67956879,0.52827993,0.02242411,1.27765948,0.28752795,0.10530578
-5.53776888,1.97190686,0.00610208,0.02592398,0.68770959,0.53333389,0.02185226,1.28627142,0.28249181,0.10543754
-5.53176588,1.98276130,0.00623063,0.02569183,0.69709091,0.53821087,0.02125950,1.29670763,0.27828648,0.10588289
-5.52576288,1.99545379,0.00634105,0.02546403,0.70749118,0.54272240,0.02064941,1.30851920,0.27487041,0.10659162
-5.51975988,2.00926661,0.00642924,0.02523003,0.71866651,0.54667912,0.02002468,1.32122834,0.27219130,0.10750969
-5.51375688,2.02346454,0.00649161,0.02497931,0.73035848,0.54989752,0.01938719,1.33434399,0.27018731,0.10858084
-5.50775388,2.03731970,0.00652511,0.02470172,0.74230242,0.55220695,0.01873815,1.34737822,0.26878852,0.10974824
-5.50175088,2.05013636,0.00652740,0.02438785,0.75423597,0.55345633,0.01807828,1.35986257,0.26791883,0.11095613
-5.49574787,2.06127450,0.00649690,0.02402943,0.76590728,0.55352017,0.01740799,1.37136348,0.26749797,0.11215150
-5.48974487,2.07017060,0.00643282,0.02361967,0.77708243,0.55230378,0.01672760,1.38149584,0.26744359,0.11328556
-5.48374187,2.07635486,0.00633525,0.02315361,0.78755173,0.54974703,0.01603754,1.38993414,0.26767332,0.11431510
-5.47773887,2.07946375,0.00620507,0.02262836,0.79713455,0.54582670,0.01533852,1.39642057,0.26810665,0.11520359
-5.47173587,2.07924746,0.00604396,0.02204333,0.80568245,0.54055717,0.01463173,1.40076973,0.26866657,0.11592205
-5.46573287,2.07557202,0.00585430,0.02140032,0.81308058,0.53398940,0.01391889,1.40286991,0.26928086,0.11644959
-5.45972986,2.06841631,0.00563911,0.02070356,0.81924750,0.52620841,0.01320236,1.40268102,0.26988315,0.11677370
-5.45372686,2.05786438,0.00540190,0.01995967,0.82413336,0.51732926,0.01248518,1.40022963,0.27041351,0.11689032
-5.44772386,2.04409402,0.00514657,0.01917746,0.82771703,0.50749201,0.01177101,1.39560154,0.27081887,0.11680356
-5.44172086,2.02736250,0.00487723,0.01836777,0.83000236,0.49685579,0.01106408,1.38893274,0.27105310,0.11652530
-5.43571786,2.00799082,0.00459811,0.01754318,0.83101400,0.48559260,0.01036911,1.38039947,0.27107707,0.11607463
-5.42971486,1.98634744,0.00431339,0.01671765,0.83079334,0.47388093,0.00969119,1.37020818,0.27085847,0.11547715
-5.42371186,1.96283300,0.00402705,0.01590616,0.82939477,0.46189987,0.00903560,1.35858619,0.27037179,0.11476420
-5.41770885,1.93786659,0.00374285,0.01512437,0.82688275,0.44982382,0.00840771,1.34577365,0.26959825,0.11397215
-5.41170585,1.91187472,0.00346413,0.01438818,0.82332987,0.43781812,0.00781281,1.33201728,0.26852595,0.11314156
-5.40570285,1.88528320,0.00319382,0.01371338,0.81881596,0.42603578,0.00725596,1.31756618,0.26715009,0.11231647
-5.39969985,1.85851206,0.00293436,0.01311527,0.81342831,0.41461541,0.00674188,1.30266969,0.26547334,0.11154367
-5.39369685,1.83197350,0.00268767,0.01260836,0.80726292,0.40368021,0.00627484,1.28757717,0.26350635,0.11087201
-5.38769385,1.80607215,0.00245519,0.01220599,0.80042634,0.39333802,0.00585854,1.27253931,0.26126819,0.11035165
-5.38169085,1.78120708,0.00223787,0.01192011,0.79303798,0.38368224,0.00549609,1.25781041,0.25878683,0.11003335
-5.37568784,1.75777452,0.00203619,0.01176100,0.78523237,0.37479326,0.00518991,1.24365104,0.25609946,0.10996763
-5.36968484,1.73617053,0.00185026,0.01173704,0.77716103,0.36674033,0.00494174,1.23033027,0.25325245,0.11020389
-5.36368184,1.71679239,0.00167983,0.01185450,0.76899345,0.35958337,0.00475259,1.21812701,0.25030116,0.11078941
-5.35767884,1.70003825,0.00152438,0.01211737,0.76091693,0.35337470,0.00462278,1.20732968,0.24730913,0.11176813
-5.35167584,1.68630409,0.00138319,0.01252721,0.75313503,0.34816024,0.00455190,1.19823394,0.24434702,0.11317950
-5.34567284,1.67597793,0.00125537,0.01308298,0.74586445,0.34398028,0.00453885,1.19113814,0.24149087,0.11505701
-5.33966983,1.66943101,0.00113995,0.01378097,0.73933028,0.34086949,0.00458189,1.18633661,0.23882012,0.11742685
-5.33366683,1.66700640,0.00103593,0.01461473,0.73375991,0.33885639,0.00467863,1.18411083,0.23641509,0.12030644
-5.32766383,1.66900556,0.00094232,0.01557505,0.72937569,0.33796217,0.00482608,1.18471908,0.23435423,0.12370311
-5.32166083,1.67567357,0.00085813,0.01664997,0.72638678,0.33819914,0.00502071,1.18838500,0.23271120,0.12761290
-5.31565783,1.68718422,0.00078249,0.01782490,0.72498068,0.33956888,0.00525849,1.19528590,0.23155194,0.13201961
-5.30965483,1.70362595,0.00071458,0.01908280,0.72531483,0.34206031,0.00553498,1.20554162,0.23093183,0.13689421
-5.30365183,1.72498974,0.00065368,0.02040439,0.72750885,0.34564806,0.00584533,1.21920465,0.23089319,0.14219458
-5.29764882,1.75116003,0.00059916,0.02176851,0.73163795,0.35029112,0.00618444,1.23625237,0.23146312,0.14786582
-5.29164582,1.78190952,0.00055048,0.02315253,0.73772783,0.35593214,0.00654701,1.25658192,0.23265198,0.15384095
-5.28564282,1.81689834,0.00050719,0.02453280,0.74575142,0.36249737,0.00692763,1.28000823,0.23445243,0.16004215
-5.27963982,1.85567804,0.00046890,0.02588525,0.75562770,0.36989750,0.00732089,1.30626545,0.23683914,0.16638256
-5.27363682,1.89770024,0.00043528,0.02718598,0.76722260,0.37802924,0.00772150,1.33501171,0.23976927,0.17276837
-5.26763382,1.94232972,0.00040608,0.02841186,0.78035207,0.38677765,0.00812435,1.36583713,0.24318349,0.17910138
-5.26163082,1.98886122,0.00038103,0.02954119,0.79478692,0.39601920,0.00852460,1.39827459,0.24700772,0.18528176
-5.25562781,2.03653921,0.00035993,0.03055434,0.81025941,0.40562524,0.00891781,1.43181277,0.25115528,0.19121093
-5.24962481,2.08457955,0.00034257,0.03143428,0.82647101,0.41546587,0.00929992,1.46591070,0.25552947,0.19679445
-5.24362181,2.13219193,0.00032876,0.03216713,0.84310110,0.42541389,0.00966733,1.50001316,0.26002639,0.20194480
-5.23761881,2.17860215,0.00031831,0.03274255,0.85981611,0.43534861,0.01001694,1.53356617,0.26453792,0.20658387
-5.23161581,2.22307303,0.00031101,0.03315405,0.87627871,0.44515946,0.01034609,1.56603183,0.26895466,0.21064509
-5.22561281,2.26492324,0.00030668,0.03339917,0.89215673,0.45474910,0.01065253,1.59690202,0.27316879,0.21407513
-5.21960980,2.30354344,0.00030509,0.03347954,0.90713147,0.46403601,0.01093442,1.62571038,0.27707670,0.21683513
-5.21360680,2.33840912,0.00030603,0.03340078,0.92090516,0.47295641,0.01119022,1.65204240,0.28058138,0.21890130
-5.20760380,2.36909017,0.00030929,0.03317231,0.93320748,0.48146552,0.01141861,1.67554330,0.28359446,0.22026509
-5.20160080,2.39525699,0.00031465,0.03280698,0.94380097,0.48953819,0.01161844,1.69592380,0.28603787,0.22093280
-5.19559780,2.41668352,0.00032188,0.03232070,0.95248534,0.49716889,0.01178862,1.71296384,0.28784522,0.22092478
-5.18959480,2.43324741,0.00033078,0.03173187,0.95910079,0.50437116,0.01192807,1.72651437,0.28896280,0.22027425
-5.18359180,2.44492778,0.00034114,0.03106088,0.96353022,0.51117659,0.01203566,1.73649763,0.28935018,0.21902585
-5.17758879,2.45180108,0.00035276,0.03032944,0.96570053,0.51763353,0.01211021,1.74290591,0.28898063,0.21723390
-5.17158579,2.45403537,0.00036547,0.02956004,0.96558310,0.52380538,0.01215045,1.74579927,0.28784113,0.21496072
-5.16558279,2.45188346,0.00037911,0.02877528,0.96319339,0.52976876,0.01215504,1.74530226,0.28593222,0.21227473
-5.15957979,2.44567531,0.00039352,0.02799739,0.95858986,0.53561157,0.01212266,1.74160001,0.28326753,0.20924874
-5.15357679,2.43580965,0.00040858,0.02724764,0.95187210,0.54143092,0.01205206,1.73493344,0.27987315,0.20595823
-5.14757379,2.42274524,0.00042420,0.02654594,0.94317839,0.54733100,0.01194211,1.72559411,0.27578671,0.20247982
-5.14157079,2.40699175,0.00044029,0.02591040,0.93268249,0.55342098,0.01179199,1.71391835,0.27105630,0.19888983
-5.13556778,2.38910015,0.00045680,0.02535711,0.92058995,0.55981285,0.01160120,1.70028095,0.26573923,0.19526307
-5.12956478,2.36965304,0.00047368,0.02489981,0.90713369,0.56661939,0.01136973,1.68508831,0.25990053,0.19167175
-5.12356178,2.34925458,0.00049090,0.02454981,0.89256933,0.57395212,0.01109811,1.66877124,0.25361145,0.18818454
-5.11755878,2.32852044,0.00050846,0.02431588,0.87716996,0.58191945,0.01078750,1.65177737,0.24694770,0.18486576
-5.11155578,2.30806785,0.00052636,0.02420423,0.86122080,0.59062492,0.01043972,1.63456352,0.23998779,0.18177478
-5.10555278,2.28850596,0.00054462,0.02421855,0.84501382,0.60016581,0.01005728,1.61758803,0.23281130,0.17896545
-5.09954977,2.27042682,0.00056325,0.02436012,0.82884240,0.61063191,0.00964338,1.60130351,0.22549720,0.17648568
-5.09354677,2.25439734,0.00058229,0.02462796,0.81299642,0.62210472,0.00920181,1.58615002,0.21812237,0.17437714
-5.08754377,2.24095226,0.00060177,0.02501896,0.79775771,0.63465703,0.00873694,1.57254914,0.21076028,0.17267503
-5.08154077,2.23058864,0.00062173,0.02552815,0.78339621,0.64835282,0.00825356,1.56089890,0.20347986,0.17140803
-5.07553777,2.22376172,0.00064223,0.02614888,0.77016674,0.66324760,0.00775681,1.55156983,0.19634475,0.17059825
-5.06953477,2.22088222,0.00066334,0.02687309,0.75830655,0.67938893,0.00725200,1.54490205,0.18941272,0.17026132
-5.06353177,2.22231492,0.00068514,0.02769155,0.74803347,0.69681710,0.00674449,1.54120331,0.18273549,0.17040659
-5.05752876,2.22837818,0.00070774,0.02859414,0.73954470,0.71556585,0.00623955,1.54074783,0.17635872,0.17103735
-5.05152576,2.23934385,0.00073126,0.02957004,0.73301594,0.73566282,0.00574223,1.54377553,0.17032231,0.17215111
-5.04552276,2.25543720,0.00075586,0.03060802,0.72860068,0.75712956,0.00525721,1.55049129,0.16466078,0.17373988
-5.03951976,2.27683609,0.00078174,0.03169663,0.72642954,0.77998098,0.00478871,1.56106387,0.15940375,0.17579045
-5.03351676,2.30366885,0.00080910,0.03282439,0.72660921,0.80422389,0.00434044,1.57562399,0.15457651,0.17828464
-5.02751376,2.33601041,0.00083819,0.03397992,0.72922092,0.82985469,0.00391547,1.59426127,0.15020036,0.18119947
-5.02151076,2.37387621,0.00086928,0.03515212,0.73431835,0.85685594,0.00351629,1.61701965,0.14629298,0.18450718
-5.01550775,2.41721384,0.00090265,0.03633016,0.74192467,0.88519193,0.00314471,1.64389141,0.14286844,0.18817528
-5.00950475,2.46589245,0.00093856,0.03750364,0.75202906,0.91480346,0.00280191,1.67480951,0.13993712,0.19216640
-5.00350175,2.51969037,0.00097728,0.03866248,0.76458245,0.94560175,0.00248850,1.70963891,0.13750524,0.19643809
-4.99749875,2.57828158,0.00101904,0.03979700,0.77949311,0.97746221,0.00220451,1.74816704,0.13557431,0.20094261
-4.99149575,2.64122206,0.00106399,0.04089779,0.79662210,1.01021817,0.00194948,1.79009429,0.13414025,0.20562667
-4.98549275,2.70793714,0.00111222,0.04195569,0.81577919,1.04365512,0.00172252,1.83502517,0.13319249,0.21043127
-4.97948974,2.77771123,0.00116373,0.04296170,0.83671955,1.07750622,0.00152239,1.88246136,0.13271298,0.21529162
-4.97348674,2.84968129,0.00121837,0.04390691,0.85914191,1.11144930,0.00134753,1.93179724,0.13267524,0.22013730
-4.96748374,2.92283537,0.00127587,0.04478245,0.88268836,1.14510604,0.00119621,1.98231916,0.13304367,0.22489261
-4.96148074,2.99601749,0.00133580,0.04557947,0.90694649,1.17804380,0.00106649,2.03320913,0.13377298,0.22947729
-4.95547774,3.06793961,0.00139758,0.04628917,0.93145388,1.20978033,0.00095637,2.08355355,0.13480813,0.23380753
-4.94947474,3.13720137,0.00146045,0.04690284,0.95570541,1.23979148,0.00086381,2.13235738,0.13608457,0.23779738
-4.94347174,3.20231759,0.00152352,0.04741199,0.97916313,1.26752213,0.00078675,2.17856378,0.13752906,0.24136052
-4.93746873,3.26175322,0.00158574,0.04780854,1.00126871,1.29239991,0.00072320,2.22107898,0.13906092,0.24441233
-4.93146573,3.31396473,0.00164598,0.04808505,1.02145812,1.31385144,0.00067123,2.25880162,0.14059380,0.24687230
-4.92546273,3.35744663,0.00170298,0.04823503,1.03917798,1.33132053,0.00062900,2.29065570,0.14203790,0.24866657
-4.91945973,3.39078127,0.00175547,0.04825320,1.05390299,1.34428752,0.00059482,2.31562580,0.14330252,0.24973060
-4.91345673,3.41268976,0.00180216,0.04813594,1.06515375,1.35228899,0.00056711,2.33279297,0.14429888,0.25001181
-4.90745373,3.42208171,0.00184180,0.04788157,1.07251404,1.35493690,0.00054446,2.34136987,0.14494311,0.24947205
-4.90145073,3.41810123,0.00187323,0.04749079,1.07564683,1.35193617,0.00052557,2.34073315,0.14515919,0.24808983
-4.89544772,3.40016695,0.00189542,0.04696694,1.07430824,1.34309980,0.00050934,2.33045166,0.14488174,0.24586207
-4.88944472,3.36800390,0.00190748,0.04631630,1.06835858,1.32836071,0.00049480,2.31030887,0.14405857,0.24280543
-4.88344172,3.32166540,0.00190878,0.04554830,1.05777012,1.30777969,0.00048113,2.28031832,0.14265278,0.23895691
-4.87743872,3.26154371,0.00189888,0.04467566,1.04263085,1.28154887,0.00046769,2.24073116,0.14064431,0.23437393
-4.87143572,3.18836873,0.00187760,0.04371438,1.02314437,1.24999047,0.00045395,2.19203532,0.13803094,0.22913360
-4.86543272,3.10319451,0.00184503,0.04268364,0.99962549,1.21355089,0.00043952,2.13494606,0.13482862,0.22333139
-4.85942971,3.00737405,0.00180151,0.04160566,0.97249195,1.17279024,0.00042415,2.07038854,0.13107112,0.21707907
-4.85342671,2.90252351,0.00174764,0.04050532,0.94225258,1.12836778,0.00040770,1.99947274,0.12680902,0.21050214
-4.84742371,2.79047720,0.00168423,0.03940978,0.90949233,1.08102395,0.00039011,1.92346210,0.12210814,0.20373676
-4.84142071,2.67323550,0.00161231,0.03834798,0.87485491,1.03155965,0.00037144,1.84373716,0.11704743,0.19692632
-4.83541771,2.55290769,0.00153306,0.03735003,0.83902369,0.98081376,0.00035180,1.76175568,0.11171644,0.19021773
-4.82941471,2.43165222,0.00144778,0.03644661,0.80270184,0.92963977,0.00033138,1.67901090,0.10621251,0.18375767
-4.82341171,2.31161672,0.00135787,0.03566826,0.76659221,0.87888251,0.00031041,1.59698970,0.10063779,0.17768884
-4.81740870,2.19488000,0.00126474,0.03504474,0.73137790,0.82935578,0.00028914,1.51713204,0.09509620,0.17214637
-4.81140570,2.08339807,0.00116982,0.03460436,0.69770420,0.78182171,0.00026786,1.44079319,0.08969054,0.16725444
-4.80540270,1.97895578,0.00107446,0.03437328,0.66616225,0.73697247,0.00024688,1.36920993,0.08451968,0.16312336
-4.79939970,1.88312554,0.00097995,0.03437503,0.63727503,0.69541487,0.00022648,1.30347150,0.07967619,0.15984697
-4.79339670,1.79723387,0.00088747,0.03462989,0.61148597,0.65765810,0.00020697,1.24449611,0.07524418,0.15750048
-4.78739370,1.72233638,0.00079804,0.03515450,0.58915023,0.62410486,0.00018862,1.19301319,0.07129773,0.15613891
-4.78139070,1.65920122,0.00071254,0.03596151,0.57052876,0.59504581,0.00017171,1.14955157,0.06789957,0.15579592
-4.77538769,1.60830095,0.00063169,0.03705930,0.55578512,0.57065739,0.00015648,1.11443340,0.06510040,0.15648315
-4.76938469,1.56981211,0.00055604,0.03845182,0.54498481,0.55100253,0.00014317,1.08777363,0.06293844,0.15819004
-4.76338169,1.54362218,0.00048596,0.04013850,0.53809705,0.53603430,0.00013200,1.06948442,0.06143958,0.16088411
-4.75737869,1.52934282,0.00042168,0.04211432,0.53499865,0.52560185,0.00012316,1.05928415,0.06061767,0.16451162
-4.75137569,1.52632890,0.00036330,0.04436985,0.53547980,0.51945854,0.00011684,1.05671042,0.06047529,0.16899865
-4.74537269,1.53370226,0.00031076,0.04689146,0.53925148,0.51727178,0.00011320,1.06113657,0.06100454,0.17425254
-4.73936968,1.55037954,0.00026392,0.04966153,0.54595438,0.51863425,0.00011241,1.07179107,0.06218813,0.18016375
-4.73336668,1.57510337,0.00022254,0.05265880,0.55516893,0.52307632,0.00011460,1.08777944,0.06400048,0.18660792
-4.72736368,1.60647615,0.00018631,0.05585866,0.56642642,0.53007923,0.00011991,1.10810824,0.06640883,0.19344836
-4.72136068,1.64299585,0.00015485,0.05923354,0.57922088,0.53908893,0.00012845,1.13171063,0.06937433,0.20053879
-4.71535768,1.68309326,0.00012779,0.06275326,0.59302170,0.54953023,0.00014033,1.15747316,0.07285305,0.20772630
-4.70935468,1.72517002,0.00010470,0.06638552,0.60728652,0.56082114,0.00015562,1.18426330,0.07679684,0.21485456
-4.70335168,1.76763668,0.00008517,0.07009617,0.62147452,0.57238700,0.00017436,1.21095724,0.08115408,0.22176719
-4.69734867,1.80895035,0.00006879,0.07384968,0.63505954,0.58367436,0.00019658,1.23646754,0.08587025,0.22831117
-4.69134567,1.84765092,0.00005516,0.07760950,0.64754292,0.59416418,0.00022224,1.25976982,0.09088841,0.23434031
-4.68534267,1.88239512,0.00004392,0.08133836,0.65846576,0.60338413,0.00025127,1.27992807,0.09614947,0.23971858
-4.67933967,1.91198759,0.00003473,0.08499866,0.66742014,0.61091965,0.00028354,1.29611778,0.10159246,0.24432327
-4.67333667,1.93540801,0.00002728,0.08855273,0.67405912,0.61642348,0.00031883,1.30764614,0.10715466,0.24804791
-4.66733367,1.95183345,0.00002129,0.09196322,0.67810500,0.61962337,0.00035689,1.31396876,0.11277179,0.25080470
-4.66133067,1.96065519,0.00001652,0.09519338,0.67935566,0.62032763,0.00039738,1.31470207,0.11837818,0.25252650
-4.65532766,1.96148933,0.00001276,0.09820740,0.67768870,0.61842836,0.00043989,1.30963107,0.12390714,0.25316830
-4.64932466,1.95418071,0.00000983,0.10097086,0.67306313,0.61390214,0.00048393,1.29871183,0.12929136,0.25270796
-4.64332166,1.93879996,0.00000759,0.10345113,0.66551842,0.60680806,0.00052897,1.28206864,0.13446360,0.25114644
