energy_ev,total_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.86793397,4.31533181,2.19272030,0.84047253,1.05817026,0.25568904,0.00238168,1.32965611,0.10117165,1.50429607
-5.86193097,4.57445201,2.38695387,0.90183147,1.09566075,0.26973221,0.00228307,1.44340129,0.10638764,1.56265535
-5.85592796,4.85504874,2.59101881,0.96615784,1.13526543,0.28614995,0.00221870,1.56280359,0.11219960,1.62896181
-5.84992496,5.15360348,2.80293553,1.03269671,1.17626120,0.30477559,0.00218615,1.68670454,0.11852237,1.70208592
-5.84392196,5.46620530,3.02048794,1.10062578,1.21790285,0.32541634,0.00218271,1.81380769,0.12525859,1.78078350
-5.83791896,5.78862049,3.24125661,1.16907102,1.25943745,0.34785930,0.00220550,1.94269899,0.13230021,1.86372017
-5.83191596,6.11637635,3.46266248,1.23712549,1.30011879,0.37187850,0.00225149,2.07187336,0.13953041,1.94949877
-5.82591296,6.44485773,3.68202092,1.30387067,1.33922156,0.39724297,0.00231762,2.19976693,0.14682582,2.03668947
-5.81990995,6.76941493,3.89660482,1.36840001,1.37605533,0.42372535,0.00240085,2.32479444,0.15405912,2.12386207
-5.81390695,7.08548022,4.10371520,1.42984375,1.40997828,0.45111103,0.00249820,2.44539069,0.16110186,2.20962009
-5.80790395,7.38868997,4.30075728,1.48739436,1.44041023,0.47920712,0.00260686,2.56005486,0.16782762,2.29263570
-5.80190095,7.67500833,4.48531919,1.54033169,1.46684512,0.50785108,0.00272424,2.66739604,0.17411520,2.37168456
-5.79589795,7.94084807,4.65525044,1.58804676,1.48886238,0.53691829,0.00284801,2.76617836,0.17985195,2.44567938
-5.78989495,8.18318334,4.80873668,1.63006330,1.50613698,0.56632827,0.00297614,2.85536373,0.18493700,2.51370083
-5.78389195,8.39964944,4.94436719,1.66605594,1.51844770,0.59604890,0.00310695,2.93415023,0.18928427,2.57502440
-5.77788894,8.58862414,5.06119171,1.69586416,1.52568321,0.62609823,0.00323911,3.00200418,0.19282518,2.62914178
-5.77188594,8.74928581,5.15876309,1.71950113,1.52784551,0.65654369,0.00337164,3.05868402,0.19551093,2.67577543
-5.76588294,8.88164427,5.23716296,1.73715669,1.52505038,0.68749812,0.00350389,3.10425436,0.19731420,2.71488521
-5.75987994,8.98654105,5.29700804,1.74919404,1.51752443,0.71911290,0.00363551,3.13908898,0.19823013,2.74666630
-5.75387694,9.06561711,5.33943548,1.75613976,1.50559859,0.75156792,0.00376642,3.16386186,0.19827671,2.77153781
-5.74787394,9.12124779,5.36606654,1.75866729,1.48969798,0.78505888,0.00389671,3.17952582,0.19749427,2.79012231
-5.74187094,9.15644593,5.37894914,1.75757405,1.47032826,0.81978227,0.00402658,3.18727917,0.19594431,2.80321658
-5.73586793,9.17473629,5.38048045,1.75375291,1.44805875,0.85591855,0.00415629,3.18852111,0.19370758,2.81175469
-5.72986493,9.18000568,5.37331239,1.74815881,1.42350284,0.89361463,0.00428603,3.18479723,0.19088151,2.81676493
-5.72386193,9.17633499,5.36024316,1.74177187,1.39729634,0.93296615,0.00441585,3.17773734,0.18757714,2.81932242
-5.71785893,9.16782025,5.34409958,1.73555817,1.37007463,0.97400092,0.00454563,3.16898784,0.18391561,2.82049961
-5.71185593,9.15839105,5.32761504,1.73043008,1.34244955,1.01666426,0.00467496,3.16014181,0.18002447,2.82131720
-5.70585293,9.15163471,5.31330872,1.72720758,1.31498715,1.06080742,0.00480313,3.15266972,0.17603381,2.82269785
-5.69984992,9.15063491,5.30337167,1.72658253,1.28818708,1.10617970,0.00492908,3.14785409,0.17207256,2.82542507
-5.69384692,9.15783271,5.29956536,1.72908736,1.26246502,1.15242531,0.00505143,3.14673126,0.16826494,2.83010937
-5.68784392,9.17491689,5.30313768,1.73506984,1.23813854,1.19908506,0.00516846,3.15004307,0.16472732,2.83716349
-5.68184092,9.20274919,5.31476076,1.74467515,1.21541755,1.24560342,0.00527819,3.15820104,0.16156546,2.84678775
-5.67583792,9.24132819,5.33449399,1.75783622,1.19439947,1.29134067,0.00537843,3.17126483,0.15887234,2.85896617
-5.66983492,9.28979338,5.36177429,1.77427294,1.17506955,1.33558987,0.00546683,3.18893627,0.15672648,2.87347347
-5.66383192,9.34646909,5.39543445,1.79350039,1.15730623,1.37759794,0.00554103,3.21056942,0.15519081,2.88989194
-5.65782891,9.40894550,5.43374894,1.81484595,1.14089129,1.41658996,0.00559872,3.23519617,0.15431210,2.90763727
-5.65182591,9.47419222,5.47450501,1.83747437,1.12552407,1.45179554,0.00563777,3.26156635,0.15412076,2.92599131
-5.64582291,9.53869815,5.51509603,1.86041990,1.11083923,1.48247600,0.00565631,3.28820042,0.15463108,2.94413971
-5.63981991,9.59862989,5.55263228,1.88262395,1.09642682,1.50795104,0.00565283,3.31345209,0.15584169,2.96121217
-5.63381691,9.65000048,5.58406421,1.90297659,1.08185378,1.52762350,0.00562627,3.33557801,0.15773629,2.97632261
-5.62781391,9.68883953,5.60631196,1.92035989,1.06668567,1.54100111,0.00557606,3.35281098,0.16028435,2.98860727
-5.62181091,9.71135645,5.61639521,1.93369127,1.05050752,1.54771405,0.00550214,3.36343332,0.16344202,2.99725844
-5.61580790,9.71408883,5.61155712,1.94196474,1.03294289,1.54752751,0.00540503,3.36584684,0.16715292,3.00155236
-5.60980490,9.69402956,5.58937688,1.94428834,1.01367010,1.54034877,0.00528572,3.35863634,0.17134896,3.00086997
-5.60380190,9.64872755,5.54786578,1.93991607,0.99243509,1.52622855,0.00514572,3.34062379,0.17595114,2.99471013
-5.59779890,9.57635887,5.48554294,1.92827323,0.96906046,1.50535666,0.00498696,3.31091103,0.18087040,2.98269516
-5.59179590,9.47576679,5.40148800,1.90897400,0.94345036,1.47805244,0.00481172,3.26890951,0.18600851,2.96456933
-5.58579290,9.34647143,5.29536914,1.88183104,0.91559138,1.44475057,0.00462255,3.21435624,0.19125913,2.94019124
-5.57978989,9.18865099,5.16744631,1.84685690,0.88554961,1.40598327,0.00442216,3.14731601,0.19650911,2.90952158
-5.57378689,9.00309832,5.01855084,1.80425770,0.85346435,1.36235979,0.00421333,3.06817045,0.20163997,2.87260779
-5.56778389,8.79115759,4.85004359,1.75441976,0.81953911,1.31454449,0.00399886,2.97759534,0.20652986,2.82956742
-5.56178089,8.55464648,4.66375479,1.69789016,0.78403049,1.26323454,0.00378141,2.87652807,0.21105572,2.78057178
-5.55577789,8.29576973,4.46190960,1.63535274,0.74723584,1.20913836,0.00356349,2.76612733,0.21509589,2.72583144
-5.54977489,8.01702956,4.24704372,1.56760061,0.70948034,1.15295586,0.00334736,2.64772766,0.21853295,2.66558464
-5.54377189,7.72113822,4.02191349,1.49550704,0.67110430,1.09536109,0.00313504,2.52279122,0.22125689,2.60008955
-5.53776888,7.41093692,3.78940516,1.41999583,0.63245129,1.03698802,0.00292821,2.39285944,0.22316834,2.52962063
-5.53176588,7.08932455,3.55244718,1.34201273,0.59385752,0.97841975,0.00272829,2.25950648,0.22418180,2.45446905
-5.52576288,6.75919826,3.31392935,1.26249893,0.55564303,0.92018126,0.00253638,2.12429670,0.22422879,2.37494679
-5.51975988,6.42340696,3.07663144,1.18236762,0.51810473,0.86273552,0.00235328,1.98874733,0.22326061,2.29139346
-5.51375688,6.08471771,2.84316367,1.10248416,0.48151147,0.80648282,0.00217959,1.85429756,0.22125067,2.20418492
-5.50775388,5.74579378,2.61591997,1.02365045,0.44610111,0.75176264,0.00201565,1.72228444,0.21819624,2.11374239
-5.50175088,5.40918269,2.39704473,0.94659338,0.41207932,0.69885777,0.00186166,1.59392577,0.21411940,2.02054084
-5.49574787,5.07731188,2.18841246,0.87195748,0.37961998,0.64799978,0.00171766,1.47030966,0.20906724,1.92511548
-5.48974487,4.75248927,1.99161955,0.80030126,0.34886682,0.59937549,0.00158362,1.35239002,0.20311114,1.82806532
-5.48374187,4.43690630,1.80798649,0.73209691,0.31993590,0.55313362,0.00145944,1.24098718,0.19634522,1.73005306
-5.47773887,4.13264070,1.63856871,0.66773271,0.29291870,0.50939123,0.00134500,1.13679249,0.18888389,1.63180084
-5.47173587,3.84165728,1.48417389,0.60751746,0.26788540,0.46823949,0.00124016,1.04037574,0.18085880,1.53408166
-5.46573287,3.56580483,1.34538349,0.55168645,0.24488804,0.42974852,0.00114481,0.95219432,0.17241494,1.43770673
-5.45972986,3.30680836,1.22257653,0.50040813,0.22396346,0.39397098,0.00105885,0.87260294,0.16370648,1.34350917
-5.45372686,3.06625615,1.11595348,0.45379109,0.20513564,0.36094447,0.00098219,0.80186308,0.15489217,1.25232480
-5.44772386,2.84558182,1.02555869,0.41189082,0.18841748,0.33069276,0.00091478,0.74015126,0.14613061,1.16497091
-5.44172086,2.64604206,0.95130002,0.37471588,0.17381190,0.30322584,0.00085654,0.68756574,0.13757567,1.08222405
-5.43571786,2.46869110,0.89296473,0.34223324,0.16131224,0.27853919,0.00080741,0.64413115,0.12937204,1.00479802
-5.42971486,2.31435329,0.85023104,0.31437262,0.15090208,0.25661233,0.00076728,0.60980104,0.12165123,0.93332282
-5.42371186,2.18359543,0.82267527,0.29102984,0.14255449,0.23740704,0.00073602,0.58445833,0.11452805,0.86832588
-5.41770885,2.07670046,0.80977479,0.27206919,0.13623092,0.22086543,0.00071343,0.56791396,0.10809772,0.81021615
-5.41170585,1.99364423,0.81090729,0.25732495,0.13187980,0.20690816,0.00069922,0.55990422,0.10243372,0.75927177
-5.40570285,1.93407698,0.82534731,0.24660225,0.12943507,0.19543309,0.00069303,0.56008719,0.09758636,0.71563186
-5.39969985,1.89731086,0.85226100,0.23967752,0.12881483,0.18631448,0.00069441,0.56803889,0.09358206,0.67929266
-5.39369685,1.88231489,0.89070039,0.23629873,0.12992014,0.17940281,0.00070277,0.58325004,0.09042351,0.65010808
-5.38769385,1.88771826,0.93959843,0.23618577,0.13263439,0.17452558,0.00071745,0.60512376,0.08809038,0.62779474
-5.38169085,1.91182268,0.99776608,0.23903109,0.13682310,0.17148885,0.00073768,0.63297519,0.08654081,0.61194104
-5.37568784,1.95262429,1.06389261,0.24450102,0.14233452,0.17007968,0.00076258,0.66603339,0.08571340,0.60202017
-5.36968484,2.00784515,1.13655026,0.25223774,0.14900097,0.17006939,0.00079119,0.70344614,0.08552974,0.59740642
-5.36368184,2.07497409,1.21420400,0.26186230,0.15664115,0.17121758,0.00082252,0.74428785,0.08589728,0.59739434
-5.35767884,2.15131646,1.29522689,0.27297855,0.16506329,0.17327673,0.00085548,0.78757101,0.08671255,0.60122015
-5.35167584,2.23405163,1.37792140,0.28517818,0.17406928,0.17599733,0.00088898,0.83226085,0.08786452,0.60808483
-5.34567284,2.32029722,1.46054644,0.29804683,0.18345977,0.17913328,0.00092195,0.87729338,0.08923808,0.61717817
-5.33966983,2.40717828,1.54134965,0.31117100,0.19303998,0.18244750,0.00095331,0.92159616,0.09071749,0.62770313
-5.33366683,2.49189967,1.61860408,0.32414586,0.20262628,0.18571743,0.00098206,0.96411144,0.09218969,0.63889997
-5.32766383,2.57181937,1.69064812,0.33658350,0.21205330,0.18874033,0.00100724,1.00382077,0.09354743,0.65006936
-5.32166083,2.64452051,1.75592713,0.34812152,0.22118130,0.19133819,0.00102803,1.03977031,0.09469208,0.66059399
-5.31565783,2.70787966,1.81303525,0.35843143,0.22990369,0.19336204,0.00104372,1.07109587,0.09553611,0.66995797
-5.30965483,2.76012886,1.86075540,0.36722682,0.23815421,0.19469552,0.00105370,1.09704659,0.09600511,0.67776356
-5.30365183,2.79990922,1.89809589,0.37427063,0.24591370,0.19525767,0.00105757,1.11700623,0.09603929,0.68374480
-5.29764882,2.82631369,1.92432163,0.37938142,0.25321598,0.19500467,0.00105504,1.13051120,0.09559457,0.68777743
-5.29164582,2.83891734,1.93897853,0.38243815,0.26015251,0.19393061,0.00104600,1.13726432,0.09464305,0.68988497
-5.28564282,2.83779361,1.94190969,0.38338341,0.26687566,0.19206723,0.00103052,1.13714368,0.09317301,0.69024061
-5.27963982,2.82351549,1.93326236,0.38222466,0.27360015,0.18948258,0.00100878,1.13020607,0.09118835,0.68916472
-5.27363682,2.79714117,1.91348506,0.37903356,0.28060259,0.18627863,0.00098116,1.11668468,0.08870765,0.68711805
-5.26763382,2.76018431,1.88331481,0.37394320,0.28821866,0.18258803,0.00094811,1.09698106,0.08576273,0.68469056
-5.26163082,2.71456948,1.84375454,0.36714339,0.29683812,0.17856988,0.00091023,1.07165156,0.08239693,0.68258615
-5.25562781,2.66257402,1.79604155,0.35887408,0.30689735,0.17440489,0.00086820,1.04138869,0.07866306,0.68160347
-5.24962481,2.60675803,1.74160806,0.34941707,0.31886956,0.17028984,0.00082276,1.00699809,0.07462127,0.68261330
-5.24362181,2.54988465,1.68203534,0.33908642,0.33325272,0.16643174,0.00077469,0.96937205,0.07033673,0.68653299
-5.23761881,2.49483306,1.61900303,0.32821785,0.35055554,0.16304151,0.00072481,0.92946051,0.06587733,0.69429847
-5.23161581,2.44450708,1.55423577,0.31715739,0.37128170,0.16032778,0.00067389,0.88824062,0.06131153,0.70683461
-5.22561281,2.40174226,1.48944885,0.30624997,0.39591276,0.15849062,0.00062273,0.84668618,0.05670626,0.72502468
-5.21960980,2.36921447,1.42629517,0.29582800,0.42489032,0.15771549,0.00057205,0.80573789,0.05212512,0.74967973
-5.21360680,2.34935299,1.36631519,0.28620076,0.45859796,0.15816774,0.00052251,0.76627557,0.04762681,0.78150885
-5.20760380,2.34426095,1.31089178,0.27764453,0.49734357,0.15998743,0.00047473,0.72909329,0.04326385,0.82109114
-5.20160080,2.35564568,1.26121141,0.27039425,0.54134290,0.16328506,0.00042921,0.69487830,0.03908166,0.86885042
-5.19559780,2.38476142,1.21823301,0.26463658,0.59070481,0.16813794,0.00038638,0.66419424,0.03511794,0.92503360
-5.18959480,2.43236620,1.18266529,0.26050491,0.64541919,0.17458754,0.00034660,0.63746924,0.03140235,0.98969352
-5.18359180,2.49869447,1.15495334,0.25807625,0.70534790,0.18263788,0.00031012,0.61498915,0.02795655,1.06267708
-5.17758879,2.58344642,1.13527450,0.25737016,0.77021952,0.19225481,0.00027711,0.59689588,0.02479441,1.14361926
-5.17158579,2.68579448,1.12354367,0.25834978,0.83962821,0.20336660,0.00024767,0.58319084,0.02192252,1.23194357
-5.16558279,2.80440684,1.11942741,0.26092473,0.91303700,0.21586541,0.00022181,0.57374312,0.01934083,1.32686912
-5.15957979,2.93748728,1.12236633,0.26495591,0.98978556,0.22960991,0.00019950,0.56830198,0.01704345,1.42742429
-5.15357679,3.08282995,1.13160460,0.27026187,1.06910237,0.24442888,0.00018065,0.56651309,0.01501955,1.53246679
-5.14757379,3.23788719,1.14622548,0.27662653,1.15012096,0.26012568,0.00016510,0.56793778,0.01325424,1.64070956
-5.14157079,3.39984808,1.16519149,0.28380795,1.23189967,0.27648344,0.00015269,0.57207447,0.01172952,1.75075165
-5.13556778,3.56572468,1.18738748,0.29154778,1.31344420,0.29327087,0.00014321,0.57838160,0.01042520,1.86111304
-5.12956478,3.73244293,1.21166526,0.29958106,1.39373207,0.31024850,0.00013644,0.58630099,0.00931973,1.97027214
-5.12356178,3.89693469,1.23688783,0.30764588,1.47173804,0.32717503,0.00013213,0.59528086,0.00839095,2.07670450
-5.11755878,4.05622750,1.26197182,0.31549268,1.54645931,0.34381377,0.00013004,0.60479765,0.00761679,2.17892132
-5.11155578,4.20752868,1.28592638,0.32289271,1.61693969,0.35993883,0.00012993,0.61437576,0.00697583,2.27550621
-5.10555278,4.34830063,1.30788734,0.32964543,1.68229142,0.37534089,0.00013153,0.62360464,0.00644776,2.36514876
-5.09954977,4.47632474,1.32714518,0.33558449,1.74171417,0.38983247,0.00013461,0.63215247,0.00601376,2.44667386
-5.09354677,4.58975172,1.34316621,0.34058214,1.79451019,0.40325245,0.00013892,0.63977611,0.00565672,2.51906563
-5.08754377,4.68713694,1.35560593,0.34455192,1.84009551,0.41546985,0.00014423,0.64632693,0.00536142,2.58148536
-5.08154077,4.76746016,1.36431469,0.34744965,1.87800664,0.42638672,0.00015031,0.65175238,0.00511463,2.63328316
-5.07553777,4.83012963,1.36933530,0.34927257,1.90790315,0.43594024,0.00015693,0.65609345,0.00490505,2.67400329
-5.06953477,4.87497159,1.37089335,0.35005695,1.92956620,0.44410391,0.00016389,0.65947811,0.00472331,2.70338352
-5.06353177,4.90220647,1.36938058,0.34987420,1.94289362,0.45088801,0.00017098,0.66211135,0.00456183,2.72134916
-5.05752876,4.91241410,1.36533273,0.34882577,1.94789221,0.45633936,0.00017802,0.66426207,0.00441467,2.72800269
-5.05152576,4.90649037,1.35940278,0.34703721,1.94466799,0.46054032,0.00018483,0.66624789,0.00427735,2.72360987
-5.04552276,4.88559799,1.35233114,0.34465153,1.93341529,0.46360738,0.00019123,0.66841831,0.00414666,2.70858359
-5.03951976,4.85111433,1.34491439,0.34182247,1.91440537,0.46568909,0.00019710,0.67113736,0.00402046,2.68346632
-5.03351676,4.80457884,1.33797393,0.33870772,1.88797533,0.46696360,0.00020228,0.67476646,0.00389748,2.64891229
-5.02751376,4.74764249,1.33232605,0.33546270,1.85451796,0.46763563,0.00020669,0.67964821,0.00377711,2.60567000
-5.02151076,4.68202112,1.32875478,0.33223492,1.81447269,0.46793308,0.00021023,0.68609213,0.00365925,2.55456579
-5.01550775,4.60945416,1.32798841,0.32915931,1.76831816,0.46810298,0.00021285,0.69436271,0.00354414,2.49648865
-5.00950475,4.53166946,1.33068048,0.32635463,1.71656615,0.46840700,0.00021451,0.70467027,0.00343222,2.43237639
-5.00350175,4.45035453,1.33739578,0.32392099,1.65975696,0.46911622,0.00021521,0.71716510,0.00332400,2.36320312
-4.99749875,4.36713398,1.34860120,0.32193852,1.59845575,0.47050547,0.00021499,0.73193463,0.00322004,2.28996760
-4.99149575,4.28355238,1.36466143,0.32046720,1.53324959,0.47284691,0.00021392,0.74900385,0.00312080,2.21368226
-4.98549275,4.20106168,1.38583876,0.31954762,1.46474479,0.47640320,0.00021208,0.76833836,0.00302665,2.13536237
-4.97948974,4.12101198,1.41229626,0.31920252,1.39356401,0.48142028,0.00020960,0.78984989,0.00293787,2.05601506
-4.97348674,4.04464452,1.44410336,0.31943896,1.32034282,0.48812006,0.00020666,0.81340339,0.00285459,1.97662797
-4.96748374,3.97308585,1.48124280,0.32025083,1.24572555,0.49669318,0.00020343,0.83882529,0.00277688,1.89815745
-4.96148074,3.90734250,1.52361789,0.32162149,1.17036003,0.50729245,0.00020014,0.86591213,0.00270470,1.82151646
-4.95547774,3.84829560,1.57105916,0.32352635,1.09489148,0.52002713,0.00019704,0.89443882,0.00263800,1.74756247
-4.94947474,3.79669555,1.62332969,0.32593515,1.01995547,0.53495873,0.00019439,0.92416618,0.00257674,1.67708595
-4.94347174,3.75315689,1.68012861,0.32881388,0.94617027,0.55209867,0.00019250,0.95484710,0.00252093,1.61080005
-4.93746873,3.71815431,1.74109274,0.33212623,0.87412887,0.57140826,0.00019168,0.98623114,0.00247068,1.54933225
-4.93146573,3.69202061,1.80579638,0.33583451,0.80439116,0.59280135,0.00019228,1.01806751,0.00242623,1.49321874
-4.92546273,3.67494780,1.87374991,0.33990015,0.73747658,0.61614995,0.00019464,1.05010652,0.00238804,1.44290228
-4.91945973,3.66699262,1.94439793,0.34428381,0.67385771,0.64129287,0.00019916,1.08209970,0.00235675,1.39873400
-4.91345673,3.66808745,2.01711800,0.34894530,0.61395511,0.66804720,0.00020625,1.11379917,0.00233330,1.36097957
-4.90745373,3.67805749,2.09122108,0.35384332,0.55813377,0.69622266,0.00021634,1.14495673,0.00231890,1.32982973
-4.90145073,3.69664458,2.16595480,0.35893546,0.50670116,0.72563796,0.00022991,1.17532331,0.00231509,1.30541500
-4.89544772,3.72353769,2.24051068,0.36417831,0.45990723,0.75613878,0.00024745,1.20464934,0.00232375,1.28782396
-4.88944472,3.75840924,2.31403601,0.36952804,0.41794591,0.78761633,0.00026950,1.23268669,0.00234718,1.27712417
-4.88344172,3.80095619,2.38565098,0.37494146,0.38095829,0.82002561,0.00029665,1.25919236,0.00238807,1.27338465
-4.87743872,3.85094381,2.45447100,0.38037766,0.34903697,0.85340215,0.00032953,1.28393443,0.00244959,1.27669847
-4.87143572,3.90824994,2.51963385,0.38580007,0.32223140,0.88787607,0.00036880,1.30669997,0.00253539,1.28720388
-4.86543272,3.97290684,2.58033078,0.39117901,0.30055363,0.92368247,0.00041517,1.32730489,0.00264973,1.30510252
-4.85942971,4.04513762,2.63584018,0.39649455,0.28398431,0.96116693,0.00046940,1.34560511,0.00279745,1.33067311
-4.85342671,4.12538428,2.68556209,0.40173934,0.27247837,1.00078533,0.00053227,1.36150849,0.00298412,1.36427930
-4.84742371,4.21432433,2.72905146,0.40692137,0.26597004,1.04309738,0.00060459,1.37498646,0.00321606,1.40637062
-4.84142071,4.31287374,2.76604809,0.41206619,0.26437713,1.08875349,0.00068718,1.38608465,0.00350046,1.45747575
-4.83541771,4.42217417,2.79650095,0.41721855,0.26760419,1.13847489,0.00078084,1.39493128,0.00384545,1.51818784
-4.82941471,4.54356366,2.82058509,0.42244297,0.27554448,1.19302757,0.00088636,1.40174263,0.00426020,1.58914214
-4.82341171,4.67853050,2.83870920,0.42782329,0.28808091,1.25319048,0.00100446,1.40682450,0.00475499,1.67098638
-4.81740870,4.82865147,2.85151296,0.43346090,0.30508592,1.31971931,0.00113579,1.41056936,0.00534129,1.76434519
-4.81140570,4.99551635,2.85985335,0.43947170,0.32642057,1.39330724,0.00128087,1.41344867,0.00603177,1.86978015
-4.80540270,5.18064171,2.86478009,0.44598180,0.35193302,1.47454414,0.00144009,1.41600044,0.00684039,1.98774716
-4.79939970,5.38537802,2.86750097,0.45312212,0.38145689,1.56387637,0.00161367,1.41881237,0.00778233,2.11855355
-4.79339670,5.61081449,2.86933845,0.46102214,0.41480957,1.66156894,0.00180162,1.42250114,0.00887394,2.26231713
-4.78739370,5.85768676,2.87167944,0.46980296,0.45179102,1.76767208,0.00200372,1.42768881,0.01013259,2.41892941
-4.78139070,6.12629245,2.87592086,0.47957028,0.49218322,1.88199406,0.00221947,1.43497749,0.01157652,2.58802535
-4.77538769,6.41641947,2.88341343,0.49040745,0.53575043,2.00408193,0.00244813,1.44492354,0.01322455,2.76896141
-4.76938469,6.72729160,2.89540682,0.50236907,0.58224050,2.13321133,0.00268864,1.45801275,0.01509567,2.96080351
-4.76338169,7.05753460,2.91299871,0.51547561,0.63138707,2.26838659,0.00293966,1.47463771,0.01720864,3.16232583
-4.75737869,7.40516569,2.93709040,0.52970920,0.68291275,2.40835125,0.00319954,1.49507867,0.01958143,3.37202100
-4.75137569,7.76760725,2.96835100,0.54501099,0.73653281,2.55160916,0.00346637,1.51948897,0.02223057,3.58812148
-4.74537269,8.14172492,3.00719179,0.56128016,0.79195928,2.69645552,0.00373797,1.54788555,0.02517040,3.80863136
-4.73936968,8.52388837,3.05375173,0.57837470,0.84890498,2.84101678,0.00401193,1.58014527,0.02841233,4.03136719
-4.73336668,8.91005213,3.10789425,0.59611391,0.90708703,2.98329793,0.00428566,1.61600679,0.03196395,4.25400615
-4.72736368,9.29585243,3.16921495,0.61428246,0.96622938,3.12123525,0.00455641,1.65507804,0.03582820,4.47413913
-4.72136068,9.67671551,3.23705922,0.63263592,1.02606409,3.25275241,0.00482134,1.69684847,0.04000246,4.68932645
-4.71535768,10.04797195,3.31054824,0.65090719,1.08633083,3.37581760,0.00507759,1.74070542,0.04447782,4.89715348
-4.70935468,10.40497165,3.38861132,0.66881387,1.14677459,3.48849925,0.00532233,1.78595348,0.04923826,5.09528384
-4.70335168,10.74319424,3.47002261,0.68606587,1.20714148,3.58901825,0.00555279,1.83183578,0.05426012,5.28150781
-4.69734867,11.05835003,3.55343987,0.70237308,1.26717265,3.67579448,0.00576637,1.87755594,0.05951165,5.45378414
-4.69134567,11.34646764,3.63744328,0.71745276,1.32659692,3.74748598,0.00596066,1.92229975,0.06495282,5.61027379
-4.68534267,11.60396544,3.72057240,0.73103623,1.38512227,3.80301947,0.00613351,1.96525548,0.07053533,5.74936490
-4.67933967,11.82770510,3.80135992,0.74287480,1.44242718,3.84161135,0.00628303,2.00563212,0.07620295,5.86968863
-4.67333667,12.01502679,3.87836102,0.75274468,1.49815238,3.86277873,0.00640770,2.04267501,0.08189216,5.97012631
-4.66733367,12.16376681,3.95017800,0.76045081,1.55189396,3.86634079,0.00650631,2.07567857,0.08753305,6.04980878
-4.66133067,12.27225964,4.01547997,0.76582955,1.60319866,3.85241086,0.00657803,2.10399616,0.09305055,6.10810923
-4.65532766,12.33932687,4.07301806,0.76875047,1.65156221,3.82138031,0.00662239,2.12704723,0.09836592,6.14463125
-4.64932466,12.36425661,4.12163692,0.76911712,1.69643124,3.77389552,0.00663928,2.14432209,0.10339855,6.15919378
-4.64332166,12.34677672,4.16028330,0.76686708,1.73720934,3.71082940,0.00662895,2.15538499,0.10806787,6.15181496
