energy_ev,total_up,C_s_up,C_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.60980490,2.36144326,0.02609652,0.37629122,1.86098478,0.79787663,0.01562113,0.85254091,0.46069812,0.23214335
-5.60380190,2.30152625,0.02425164,0.36834285,1.82943287,0.77782027,0.01537234,0.82873607,0.44719834,0.22522946
-5.59779890,2.24119164,0.02242835,0.36075551,1.79978642,0.75719716,0.01510052,0.80460005,0.43374723,0.21817332
-5.59179590,2.18064189,0.02064066,0.35356454,1.77198074,0.73611112,0.01480283,0.78019231,0.42045115,0.21098122
-5.58579290,2.12011290,0.01890184,0.34678996,1.74588690,0.71467895,0.01447746,0.75560361,0.40742052,0.20367576
-5.57978989,2.05987126,0.01722408,0.34043712,1.72132130,0.69302892,0.01412363,0.73095369,0.39476706,0.19629590
-5.57378689,2.00021104,0.01561840,0.33449793,1.69805790,0.67129895,0.01374147,0.70638819,0.38260109,0.18889637
-5.56778389,1.94145044,0.01409443,0.32895277,1.67584262,0.64963478,0.01333197,0.68207515,0.37102931,0.18154646
-5.56178089,1.88392878,0.01266033,0.32377304,1.65440967,0.62818807,0.01289684,0.65820123,0.36015295,0.17432824
-5.55577789,1.82800401,0.01132271,0.31892408,1.63349899,0.60711483,0.01243845,0.63496790,0.35006648,0.16733446
-5.54977489,1.77405081,0.01008667,0.31436849,1.61287412,0.58657395,0.01195968,0.61258784,0.34085687,0.16066602
-5.54377189,1.72245901,0.00895578,0.31006947,1.59233941,0.56672598,0.01146383,0.59128141,0.33260324,0.15442933
-5.53776888,1.67363225,0.00793223,0.30599418,1.57175568,0.54773205,0.01095453,0.57127341,0.32537696,0.14873350
-5.53176588,1.62798622,0.00701686,0.30211671,1.55105315,0.52975292,0.01043565,0.55278989,0.31924186,0.14368752
-5.52576288,1.58594632,0.00620938,0.29842053,1.53024083,0.51294787,0.00991119,0.53605507,0.31425464,0.13939743
-5.51975988,1.54794399,0.00550846,0.29490029,1.50941154,0.49747346,0.00938525,0.52128820,0.31046501,0.13596370
-5.51375688,1.51441153,0.00491195,0.29156272,1.48874199,0.48348202,0.00886196,0.50870017,0.30791578,0.13347869
-5.50775388,1.48577499,0.00441695,0.28842661,1.46848763,0.47111966,0.00834543,0.49848992,0.30664240,0.13202425
-5.50175088,1.46244501,0.00402002,0.28552189,1.44897239,0.46052383,0.00783972,0.49084051,0.30667216,0.13166968
-5.49574787,1.44480574,0.00371725,0.28288772,1.43057353,0.45182046,0.00734879,0.48591475,0.30802295,0.13246976
-5.48974487,1.43320192,0.00350440,0.28056978,1.41370238,0.44512052,0.00687654,0.48385065,0.31070147,0.13446314
-5.48374187,1.42792469,0.00337688,0.27861694,1.39878187,0.44051644,0.00642674,0.48475652,0.31470116,0.13767100
-5.47773887,1.42919665,0.00332991,0.27707744,1.38622206,0.43807818,0.00600305,0.48870615,0.31999989,0.14209597
-5.47173587,1.43715709,0.00335840,0.27599486,1.37639495,0.43784940,0.00560904,0.49573398,0.32655756,0.14772147
-5.46573287,1.45184808,0.00345704,0.27540410,1.36961003,0.43984389,0.00524816,0.50583087,0.33431386,0.15451130
-5.45972986,1.47320249,0.00362024,0.27532780,1.36609199,0.44404256,0.00492376,0.51894048,0.34318644,0.16240977
-5.45372686,1.50103481,0.00384207,0.27577310,1.36596185,0.45039110,0.00463911,0.53495658,0.35306965,0.17134218
-5.44772386,1.53503564,0.00411627,0.27672936,1.36922270,0.45879880,0.00439739,0.55372181,0.36383406,0.18121584
-5.44172086,1.57477047,0.00443619,0.27816667,1.37575096,0.46913853,0.00420171,0.57502774,0.37532703,0.19192160
-5.43571786,1.61968342,0.00479476,0.28003556,1.38529370,0.48124813,0.00405514,0.59861686,0.38737436,0.20333582
-5.42971486,1.66910612,0.00518452,0.28226767,1.39747236,0.49493331,0.00396065,0.62418621,0.39978316,0.21532294
-5.42371186,1.72227176,0.00559763,0.28477762,1.41179279,0.50997200,0.00392120,0.65139303,0.41234587,0.22773850
-5.41770885,1.77833408,0.00602591,0.28746591,1.42766110,0.52612018,0.00393966,0.67986214,0.42484544,0.24043258
-5.41170585,1.83639074,0.00646094,0.29022264,1.44440475,0.54311894,0.00401885,0.70919497,0.43706154,0.25325354
-5.40570285,1.89551032,0.00689417,0.29293203,1.46129772,0.56070271,0.00416149,0.73898007,0.44877745,0.26605206
-5.39969985,1.95476180,0.00731706,0.29547741,1.47758865,0.57860809,0.00437016,0.76880458,0.45978753,0.27868523
-5.39369685,2.01324552,0.00772121,0.29774637,1.49253051,0.59658321,0.00464729,0.79826644,0.46990486,0.29102057
-5.38769385,2.07012417,0.00809859,0.29963602,1.50541043,0.61439715,0.00499506,0.82698674,0.47896869,0.30293987
-5.38169085,2.12465252,0.00844168,0.30105786,1.51557828,0.63184886,0.00541534,0.85462182,0.48685144,0.31434263
-5.37568784,2.17620467,0.00874370,0.30194222,1.52247272,0.64877547,0.00590960,0.88087455,0.49346476,0.32514902
-5.36968484,2.22429745,0.00899873,0.30224191,1.52564346,0.66505938,0.00647880,0.90550438,0.49876451,0.33530210
-5.36368184,2.26860921,0.00920190,0.30193500,1.52476907,0.68063397,0.00712325,0.92833571,0.50275423,0.34476936
-5.35767884,2.30899290,0.00934953,0.30102663,1.51966934,0.69548760,0.00784254,0.94926427,0.50548703,0.35354338
-5.35167584,2.34548315,0.00943921,0.29954969,1.51031217,0.70966566,0.00863533,0.96826118,0.50706569,0.36164166
-5.34567284,2.37829701,0.00946982,0.29756451,1.49681474,0.72327076,0.00949930,0.98537467,0.50764102,0.36910555
-5.33966983,2.40782826,0.00944162,0.29515741,1.47943918,0.73646076,0.01043097,1.00072919,0.50740841,0.37599846
-5.33366683,2.43463584,0.00935613,0.29243839,1.45858324,0.74944498,0.01142563,1.01452216,0.50660279,0.38240329
-5.32766383,2.45942659,0.00921614,0.28953802,1.43476670,0.76247847,0.01247723,1.02701840,0.50549216,0.38841931
-5.32166083,2.48303339,0.00902550,0.28660356,1.40861416,0.77585474,0.01357834,1.03854241,0.50436995,0.39415866
-5.31565783,2.50638915,0.00878904,0.28379470,1.38083526,0.78989703,0.01472017,1.04946889,0.50354643,0.39974240
-5.30965483,2.53049801,0.00851239,0.28127893,1.35220320,0.80494849,0.01589255,1.06021173,0.50333966,0.40529664
-5.30365183,2.55640439,0.00820173,0.27922674,1.32353242,0.82136150,0.01708402,1.07121187,0.50406604,0.41094850
-5.29764882,2.58516096,0.00786365,0.27780685,1.29565636,0.83948650,0.01828200,1.08292433,0.50603106,0.41682235
-5.29164582,2.61779648,0.00750492,0.27718153,1.26940578,0.85966053,0.01947290,1.09580485,0.50952026,0.42303622
-5.28564282,2.65528424,0.00713228,0.27750219,1.24558847,0.88219586,0.02064243,1.11029636,0.51479093,0.42969859
-5.27963982,2.69851182,0.00675230,0.27890526,1.22497044,0.90736889,0.02177579,1.12681568,0.52206448,0.43690549
-5.27363682,2.74825280,0.00637120,0.28150847,1.20825910,0.93540968,0.02285805,1.14574064,0.53151994,0.44473806
-5.26763382,2.80514091,0.00599475,0.28540757,1.19608833,0.96649217,0.02387444,1.16739800,0.54328841,0.45326046
-5.26163082,2.86964708,0.00562817,0.29067344,1.18900565,1.00072550,0.02481069,1.19205231,0.55744891,0.46251809
-5.25562781,2.94205977,0.00527605,0.29734974,1.18746123,1.03814649,0.02565342,1.21989594,0.57402530,0.47253628
-5.24962481,3.02246894,0.00494237,0.30545103,1.19179889,1.07871354,0.02639045,1.25104055,0.59298464,0.48331911
-5.24362181,3.11075397,0.00463047,0.31496139,1.20224880,1.12230217,0.02701114,1.28551022,0.61423678,0.49484868
-5.23761881,3.20657590,0.00434313,0.32583368,1.21892201,1.16870225,0.02750664,1.32323637,0.63763526,0.50708452
-5.23161581,3.30937442,0.00408255,0.33798923,1.24180667,1.21761722,0.02787011,1.36405477,0.66297946,0.51996332
-5.22561281,3.41836971,0.00385049,0.35131833,1.27076611,1.26866544,0.02809695,1.40770483,0.69001802,0.53339906
-5.21960980,3.53256963,0.00364834,0.36568128,1.30553887,1.32138367,0.02818485,1.45383124,0.71845340,0.54728334
-5.21360680,3.65078252,0.00347716,0.38091017,1.34574085,1.37523291,0.02813386,1.50198827,0.74794759,0.56148626
-5.20760380,3.77163547,0.00333783,0.39681147,1.39086977,1.42960652,0.02794639,1.55164669,0.77812882,0.57585774
-5.20160080,3.89359842,0.00323109,0.41316931,1.44031211,1.48384061,0.02762706,1.60220327,0.80859919,0.59022939
-5.19559780,4.01501362,0.00315760,0.42974947,1.49335268,1.53722670,0.02718262,1.65299294,0.83894305,0.60441700
-5.18959480,4.13413015,0.00311802,0.44630418,1.54918694,1.58902623,0.02662168,1.70330330,0.86873603,0.61822363
-5.18359180,4.24914283,0.00311301,0.46257740,1.60693585,1.63848679,0.02595454,1.75239115,0.89755433,0.63144341
-5.17758879,4.35823471,0.00314326,0.47831067,1.66566332,1.68485970,0.02519285,1.79950068,0.92498426,0.64386586
-5.17158579,4.45962178,0.00320947,0.49324927,1.72439568,1.72741833,0.02434932,1.84388282,0.95063158,0.65528074
-5.16558279,4.55159880,0.00331232,0.50714851,1.78214292,1.76547679,0.02343744,1.88481496,0.97413046,0.66548337
-5.15957979,4.63258455,0.00345241,0.51977996,1.83792096,1.79840823,0.02247111,1.92162056,0.99515166,0.67428005
-5.15357679,4.70116488,0.00363017,0.53093739,1.89077426,1.82566218,0.02146437,1.95368769,1.01340986,0.68149357
-5.14757379,4.75613207,0.00384581,0.54044217,1.93979805,1.84678037,0.02043107,1.98048589,1.02866956,0.68696858
-5.14157079,4.79651861,0.00409919,0.54814788,1.98415930,1.86141025,0.01938463,2.00158065,1.04074971,0.69057638
-5.13556778,4.82162426,0.00438972,0.55394405,2.02311560,1.86931574,0.01833778,2.01664478,1.04952650,0.69221921
-5.12956478,4.83103496,0.00471623,0.55775870,2.05603134,1.87038478,0.01730236,2.02546620,1.05493465,0.69183354
-5.12356178,4.82463282,0.00507693,0.55955974,2.08239042,1.86463321,0.01628910,2.02795187,1.05696672,0.68939233
-5.11755878,4.80259671,0.00546927,0.55935503,2.10180514,1.85220486,0.01530756,2.02412761,1.05567092,0.68490618
-5.11155578,4.76539332,0.00588989,0.55719119,2.11402099,1.83336780,0.01436595,2.01413380,1.05114722,0.67842306
-5.10555278,4.71375911,0.00633458,0.55315121,2.11891721,1.80850681,0.01347113,1.99821731,1.04354220,0.67002691
-5.09954977,4.64867407,0.00679827,0.54735096,2.11650341,1.77811244,0.01262854,1.97672003,1.03304282,0.65983494
-5.09354677,4.57132845,0.00727506,0.53993482,2.10691244,1.74276697,0.01184221,1.95006452,1.01986941,0.64799382
-5.08754377,4.48308404,0.00775831,0.53107066,2.09039022,1.70312809,0.01111485,1.91873772,1.00426833,0.63467501
-5.08154077,4.38543196,0.00824070,0.52094429,2.06728308,1.65991079,0.01044787,1.88327339,0.98650464,0.62006933
-5.07553777,4.27994882,0.00871441,0.50975389,2.03802349,1.61386825,0.00984149,1.84423426,0.96685505,0.60438122
-5.06953477,4.16825343,0.00917129,0.49770448,2.00311483,1.56577272,0.00929489,1.80219480,0.94560163,0.58782274
-5.06353177,4.05196581,0.00960310,0.48500270,1.96311621,1.51639692,0.00880634,1.75772540,0.92302641,0.57060783
-5.05752876,3.93267039,0.01000171,0.47185225,1.91862781,1.46649684,0.00837335,1.71137872,0.89940711,0.55294691
-5.05152576,3.81188471,0.01035938,0.45845000,1.87027756,1.41679657,0.00799288,1.66367867,0.87501417,0.53504218
-5.04552276,3.69103461,0.01066901,0.44498298,1.81870943,1.36797551,0.00766148,1.61511253,0.85010893,0.51708374
-5.03951976,3.57143658,0.01092436,0.43162622,1.76457360,1.32065843,0.00737550,1.56612627,0.82494306,0.49924666
-5.03351676,3.45428705,0.01112030,0.41854152,1.70851871,1.27540847,0.00713129,1.51712295,0.79975888,0.48168904
-5.02751376,3.34065861,0.01125300,0.40587699,1.65118579,1.23272290,0.00692531,1.46846411,0.77479052,0.46455111
-5.02151076,3.23150184,0.01132006,0.39376727,1.59320389,1.19303171,0.00675435,1.42047334,0.75026541,0.44795516
-5.01550775,3.12765192,0.01132065,0.38233424,1.53518670,1.15669829,0.00661563,1.37344183,0.72640590,0.43200635
-5.00950475,3.02983827,0.01125550,0.37168804,1.47772985,1.12402204,0.00650693,1.32763474,0.70343050,0.41679402
-5.00350175,2.93869577,0.01112692,0.36192812,1.42140824,1.09524207,0.00642663,1.28329794,0.68155467,0.40239340
-4.99749875,2.85477575,0.01093869,0.35314418,1.36677294,1.07054156,0.00637380,1.24066419,0.66099048,0.38886747
-4.99149575,2.77855541,0.01069598,0.34541677,1.31434719,1.05005205,0.00634816,1.19995807,0.64194528,0.37626878
-4.98549275,2.71044409,0.01040510,0.33881735,1.26462125,1.03385722,0.00635009,1.16139907,0.62461903,0.36464094
-4.97948974,2.65078576,0.01007328,0.33340781,1.21804577,1.02199560,0.00638052,1.12520255,0.60920036,0.35401969
-4.97348674,2.59985684,0.00970846,0.32923924,1.17502397,1.01446209,0.00644083,1.09157809,0.59586131,0.34443350
-4.96748374,2.55785945,0.00931894,0.32635011,1.13590256,1.01120797,0.00653272,1.06072545,0.58475119,0.33590343
-4.96148074,2.52491048,0.00891313,0.32476395,1.10096196,1.01213954,0.00665802,1.03282827,0.57598957,0.32844255
-4.95547774,2.50102707,0.00849923,0.32448644,1.07040632,1.01711566,0.00681852,1.00804576,0.56965903,0.32205473
-4.94947474,2.48611008,0.00808502,0.32550248,1.04435390,1.02594430,0.00701576,0.98650323,0.56579796,0.31673307
-4.94347174,2.47992669,0.00767754,0.32777316,1.02282870,1.03837896,0.00725079,0.96828188,0.56439398,0.31245808
-4.93746873,2.48209410,0.00728298,0.33123309,1.00575386,1.05411521,0.00752401,0.95340890,0.56537849,0.30919585
-4.93146573,2.49206605,0.00690645,0.33578824,0.99294778,1.07278819,0.00783499,0.94184841,0.56862276,0.30689637
-4.92546273,2.50912377,0.00655195,0.34131464,0.98412326,1.09397156,0.00818227,0.93349432,0.57393601,0.30549223
-4.91945973,2.53237302,0.00622224,0.34765819,0.97889032,1.11717850,0.00856326,0.92816558,0.58106581,0.30489790
-4.91345673,2.56074829,0.00591892,0.35463558,0.97676294,1.14186528,0.00897416,0.92560449,0.58970099,0.30500978
-4.90745373,2.59302495,0.00564243,0.36203665,0.97716960,1.16743753,0.00940996,0.92547845,0.59947714,0.30570703
-4.90145073,2.62783974,0.00539217,0.36962808,0.97946762,1.19325952,0.00986440,0.92738530,0.60998464,0.30685340
-4.89544772,2.66371915,0.00516659,0.37715844,0.98296080,1.21866621,0.01033010,0.93086214,0.62077897,0.30829987
-4.88944472,2.69911507,0.00496343,0.38436439,0.98691977,1.24297786,0.01079871,0.93539750,0.63139303,0.30988816
-4.88344172,2.73244632,0.00477980,0.39097787,0.99060428,1.26551674,0.01126106,0.94044627,0.64135087,0.31145496
-4.87743872,2.76214444,0.00461242,0.39673407,0.99328643,1.28562521,0.01170738,0.94544669,0.65018243,0.31283664
-4.87143572,2.78670162,0.00445781,0.40137961,0.99427403,1.30268448,0.01212766,0.94983875,0.65743845,0.31387425
-4.86543272,2.80471868,0.00431245,0.40468091,0.99293286,1.31613312,0.01251185,0.95308294,0.66270512,0.31441867
-4.85942971,2.81495053,0.00417292,0.40643209,0.98870709,1.32548441,0.01285023,0.95467847,0.66561760,0.31433541
-4.85342671,2.81634729,0.00403611,0.40646214,0.98113678,1.33034180,0.01313370,0.95418015,0.66587190,0.31350905
-4.84742371,2.80808871,0.00389927,0.40464111,0.96987195,1.33041151,0.01335412,0.95121295,0.66323467,0.31184697
-4.84142071,2.78961052,0.00376010,0.40088491,0.95468249,1.32551179,0.01350452,0.94548368,0.65755023,0.30928222
-4.83541771,2.76062134,0.00361686,0.39515859,0.93546378,1.31557833,0.01357942,0.93678916,0.64874486,0.30577533
-4.82941471,2.72110965,0.00346836,0.38747798,0.91223778,1.30066556,0.01357496,0.92502071,0.63682797,0.30131512
-4.82341171,2.67134054,0.00331395,0.37790967,0.88514982,1.28094393,0.01348906,0.91016465,0.62189029,0.29591831
-4.81740870,2.61184287,0.00315352,0.36656930,0.85446135,1.25669318,0.01332147,0.89229915,0.60409915,0.28962815
-4.81140570,2.54338760,0.00298744,0.35361844,0.82053938,1.22829237,0.01307383,0.87158756,0.58369125,0.28251207
-4.80540270,2.46695890,0.00281651,0.33926015,0.78384299,1.19620688,0.01274953,0.84826889,0.56096327,0.27465849
-4.79939970,2.38371959,0.00264189,0.32373355,0.74490797,1.16097351,0.01235367,0.82264589,0.53626078,0.26617314
-4.79339670,2.29497309,0.00246499,0.30730772,0.70433024,1.12318424,0.01189283,0.79507161,0.50996610,0.25717490
-4.78739370,2.20212365,0.00228742,0.29027526,0.66274901,1.08346967,0.01137487,0.76593514,0.48248560,0.24779148
-4.78139070,2.10663710,0.00211087,0.27294572,0.62083032,1.04248291,0.01080868,0.73564725,0.45423705,0.23815524
-4.77538769,2.01000379,0.00193707,0.25563944,0.57925174,1.00088471,0.01020389,0.70462673,0.42563749,0.22839922
-4.76938469,1.91370529,0.00176772,0.23868176,0.53868874,0.95933034,0.00957056,0.67328787,0.39709221,0.21865354
-4.76338169,1.81918593,0.00160439,0.22239809,0.49980316,0.91845877,0.00891894,0.64202978,0.36898496,0.20904250
-4.75737869,1.72782999,0.00144849,0.20710964,0.46323386,0.87888436,0.00825913,0.61122756,0.34166991,0.19968210
-4.75137569,1.64094468,0.00130127,0.19313020,0.42958979,0.84119097,0.00760089,0.58122575,0.31546536,0.19067840
-4.74537269,1.55974880,0.00116374,0.18076366,0.39944512,0.80592854,0.00695336,0.55233392,0.29064927,0.18212640
-4.73936968,1.48536645,0.00103669,0.17030226,0.37333634,0.77361162,0.00632491,0.52482424,0.26745658,0.17410947
-4.73336668,1.41882480,0.00092067,0.16202548,0.35176067,0.74471939,0.00572297,0.49893085,0.24607817,0.16669938
-4.72736368,1.36105487,0.00081602,0.15619915,0.33517554,0.71969671,0.00515397,0.47485058,0.22666130,0.15995652
-4.72136068,1.31289388,0.00072285,0.15307477,0.32399831,0.69895534,0.00462324,0.45274476,0.20931116,0.15393045
-4.71535768,1.27508783,0.00064107,0.15288845,0.31860583,0.68287495,0.00413501,0.43274152,0.19409341,0.14866056
-4.70935468,1.24829310,0.00057044,0.15585961,0.31933323,0.67180311,0.00369241,0.41493835,0.18103727,0.14417664
-4.70335168,1.23307595,0.00051056,0.16218877,0.32647144,0.66605387,0.00329757,0.39940450,0.17013900,0.14049939
-4.69734867,1.22990904,0.00046089,0.17205458,0.34026318,0.66590463,0.00295161,0.38618294,0.16136555,0.13764075
-4.69134567,1.23916451,0.00042081,0.18560986,0.36089717,0.67159101,0.00265479,0.37529176,0.15465803,0.13560398
-4.68534267,1.26110344,0.00038963,0.20297652,0.38850049,0.68329976,0.00240658,0.36672482,0.14993503,0.13438356
-4.67933967,1.29586199,0.00036659,0.22423961,0.42312930,0.70115995,0.00220579,0.36045180,0.14709559,0.13396485
-4.67333667,1.34343484,0.00035090,0.24944052,0.46475831,0.72523273,0.00205061,0.35641766,0.14602182,0.13432364
-4.66733367,1.40365669,0.00034177,0.27856968,0.51326933,0.75550020,0.00193878,0.35454167,0.14658111,0.13542564
-4.66133067,1.47618342,0.00033837,0.31155905,0.56843981,0.79185412,0.00186763,0.35471631,0.14862810,0.13722593
-4.65532766,1.56047394,0.00033990,0.34827482,0.62993197,0.83408511,0.00183417,0.35680631,0.15200638,0.13966863
-4.64932466,1.65577460,0.00034560,0.38851092,0.69728350,0.88187326,0.00183516,0.36064792,0.15654993,0.14268667
-4.64332166,1.76110752,0.00035468,0.43198371,0.76990074,0.93478086,0.00186716,0.36604895,0.16208472,0.14620194
