energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-6.00000000,7.97568306,2.03719757,1.25813923,0.10982623,1.37321747,0.15702392,2.91630326
-5.99399700,8.21605138,2.13003783,1.29135076,0.11145545,1.40542201,0.15955462,3.02270609
-5.98799400,8.42263655,2.21676801,1.31880509,0.11243389,1.43091344,0.16142178,3.11846492
-5.98199100,8.59179619,2.29636285,1.33995304,0.11274136,1.44924262,0.16258441,3.20197274
-5.97598799,8.72063345,2.36793820,1.35437347,0.11237114,1.46011715,0.16301640,3.27184590
-5.96998499,8.80707323,2.43076771,1.36178549,0.11133022,1.46340910,0.16270743,3.32695915
-5.96398199,8.84990978,2.48429282,1.36205595,0.10963900,1.45915692,0.16166348,3.36647172
-5.95797899,8.84882436,2.52812597,1.35520189,0.10733059,1.44756132,0.15990684,3.38984361
-5.95197599,8.80437311,2.56204743,1.34138819,0.10444968,1.42897582,0.15747562,3.39684176
-5.94597299,8.71794661,2.58599629,1.32092038,0.10105108,1.40389210,0.15442292,3.38753622
-5.93996998,8.59170386,2.60005672,1.29423320,0.09719795,1.37292143,0.15081553,3.36228691
-5.93396698,8.42848484,2.60444069,1.26187554,0.09295989,1.33677278,0.14673228,3.32172208
-5.92796398,8.23170601,2.59946863,1.22449235,0.08841079,1.29622904,0.14226216,3.26670968
-5.92196098,8.00524455,2.58554940,1.18280462,0.08362681,1.25212222,0.13750210,3.19832348
-5.91595798,7.75331654,2.56316111,1.13758804,0.07868433,1.20530894,0.13255468,3.11780566
-5.90995498,7.48035473,2.53283388,1.08965159,0.07365806,1.15664722,0.12752568,3.02652775
-5.90395198,7.19089096,2.49513572,1.03981652,0.06861939,1.10697529,0.12252158,2.92595174
-5.89794897,6.88944762,2.45066200,0.98889681,0.06363502,1.05709334,0.11764712,2.81759296
-5.89194597,6.58044171,2.40002902,0.93768156,0.05876586,1.00774850,0.11300290,2.70298619
-5.88594297,6.26810401,2.34387146,0.88691983,0.05406632,0.95962344,0.10868310,2.58365598
-5.87993997,5.95641484,2.28284345,0.83730830,0.04958384,0.91332855,0.10477342,2.46109191
-5.87393697,5.64905685,2.21762245,0.78948183,0.04535887,0.86939751,0.10134922,2.33672924
-5.86793397,5.34938419,2.14891495,0.74400691,0.04142503,0.82828597,0.09847388,2.21193470
-5.86193097,5.06040673,2.07746306,0.70137804,0.03780956,0.79037286,0.09619750,2.08799734
-5.85592796,4.78478726,2.00405059,0.66201645,0.03453395,0.75596378,0.09455589,1.96612358
-5.84992496,4.52484916,1.92950770,0.62627115,0.03161477,0.72529586,0.09356996,1.84743585
-5.84392196,4.28259184,1.85471291,0.59442169,0.02906448,0.69854355,0.09324536,1.73297377
-5.83791896,4.05971118,1.78059185,0.56668231,0.02689237,0.67582480,0.09357268,1.62369702
-5.83191596,3.85762245,1.70811202,0.54320694,0.02510540,0.65720719,0.09452788,1.52048879
-5.82591296,3.67748335,1.63827332,0.52409478,0.02370897,0.64271357,0.09607321,1.42415914
-5.81990995,3.52021535,1.57209441,0.50939601,0.02270764,0.63232707,0.09815850,1.33544755
-5.81390695,3.38652197,1.51059512,0.49911730,0.02210559,0.62599520,0.10072279,1.25502398
-5.80790395,3.27690305,1.45477556,0.49322694,0.02190705,0.62363308,0.10369632,1.18348833
-5.80190095,3.19166464,1.40559253,0.49165941,0.02211639,0.62512573,0.10700279,1.12136813
-5.79589795,3.13092451,1.36393438,0.49431921,0.02273819,0.63032961,0.11056181,1.06911436
-5.78989495,3.09461381,1.33059519,0.50108399,0.02377701,0.63907348,0.11429156,1.02709590
-5.78389195,3.08247541,1.30624943,0.51180697,0.02523706,0.65115873,0.11811137,0.99559283
-5.77788894,3.09406014,1.29142820,0.52631866,0.02712174,0.66635957,0.12194443,0.97478910
-5.77188594,3.12872174,1.28649805,0.54442815,0.02943306,0.68442298,0.12572016,0.96476518
-5.76588294,3.18561204,1.29164338,0.56592390,0.03217097,0.70506888,0.12937652,0.96549119
-5.75987994,3.26367730,1.30685312,0.59057440,0.03533268,0.72799062,0.13286177,0.97682130
-5.75387694,3.36165705,1.33191258,0.61812883,0.03891201,0.75285587,0.13613602,0.99848971
-5.74787394,3.47808644,1.36640066,0.64831779,0.04289870,0.77930827,0.13917213,1.03010893
-5.74187094,3.61130299,1.40969304,0.68085454,0.04727791,0.80696970,0.14195613,1.07117071
-5.73586793,3.75945855,1.46097127,0.71543666,0.05202977,0.83544353,0.14448716,1.12104984
-5.72986493,3.92053686,1.51923774,0.75174842,0.05712914,0.86431867,0.14677673,1.17901112
-5.72386193,4.09237702,1.58333623,0.78946394,0.06254545,0.89317463,0.14884763,1.24421953
-5.71785893,4.27270274,1.65197765,0.82825103,0.06824287,0.92158744,0.15073224,1.31575334
-5.71185593,4.45915693,1.72377008,0.86777592,0.07418059,0.94913638,0.15247063,1.39262014
-5.70585293,4.64934097,1.79725259,0.90770852,0.08031327,0.97541137,0.15410823,1.47377510
-5.69984992,4.84085758,1.87093140,0.94772824,0.08659181,1.00002088,0.15569345,1.55814122
-5.69384692,5.03135590,1.94331769,0.98753007,0.09296412,1.02260006,0.15727517,1.64463072
-5.68784392,5.21857726,2.01296552,1.02683060,0.09937613,1.04281873,0.15890036,1.73216687
-5.68184092,5.40039995,2.07850865,1.06537374,0.10577280,1.06038912,0.16061171,1.81970567
-5.67583792,5.57488116,2.13869516,1.10293581,0.11209926,1.07507272,0.16244569,1.90625639
-5.66983492,5.74029446,2.19241847,1.13932970,0.11830180,1.08668617,0.16443075,1.99090043
-5.66383192,5.89516114,2.23874387,1.17440778,0.12432895,1.09510576,0.16658604,2.07280776
-5.65782891,6.03827434,2.27692950,1.20806345,0.13013231,1.10027019,0.16892042,2.15125051
-5.65182591,6.16871489,2.30644134,1.24023115,0.13566733,1.10218164,0.17143196,2.22561332
-5.64582291,6.28585845,2.32696163,1.27088487,0.14089380,1.10090479,0.17410792,2.29540026
-5.63981991,6.38937408,2.33839065,1.30003519,0.14577629,1.09656394,0.17692505,2.36023837
-5.63381691,6.47921446,2.34084211,1.32772511,0.15028421,1.08933831,0.17985032,2.41987791
-5.62781391,6.55559897,2.33463248,1.35402483,0.15439185,1.07945562,0.18284209,2.47418971
-5.62181091,6.61899063,2.32026494,1.37902597,0.15807810,1.06718437,0.18585141,2.52316003
-5.61580790,6.67006852,2.29840889,1.40283550,0.16132616,1.05282510,0.18882375,2.56688342
-5.60980490,6.70969724,2.26987590,1.42556974,0.16412305,1.03670093,0.19170080,2.60555407
-5.60380190,6.73889489,2.23559322,1.44734896,0.16645912,1.01914805,0.19442241,2.63945616
-5.59779890,6.75880116,2.19657583,1.46829255,0.16832756,1.00050628,0.19692861,2.66895366
-5.59179590,6.77064631,2.15389815,1.48851533,0.16972398,0.98111027,0.19916158,2.69447972
-5.58579290,6.77572204,2.10866613,1.50812472,0.17064596,0.96128149,0.20106757,2.71652590
-5.57978989,6.77535447,2.06199055,1.52721902,0.17109285,0.94132143,0.20259855,2.73563126
-5.57378689,6.77087909,2.01496202,1.54588647,0.17106560,0.92150598,0.20371375,2.75237103
-5.56778389,6.76361727,1.96862822,1.56420495,0.17056676,0.90208110,0.20438086,2.76734473
-5.56178089,6.75485369,1.92397331,1.58224188,0.16960056,0.88325986,0.20457684,2.78116340
-5.55577789,6.74581374,1.88189991,1.60005418,0.16817317,0.86522058,0.20428843,2.79443569
-5.54977489,6.73764023,1.84321337,1.61768766,0.16629295,0.84810613,0.20351223,2.80775248
-5.54377189,6.73136854,1.80860846,1.63517584,0.16397077,0.83202401,0.20225438,2.82166997
-5.53776888,6.72790023,1.77865820,1.65253774,0.16122035,0.81704723,0.20052981,2.83669141
-5.53176588,6.72797486,1.75380494,1.66977472,0.15805853,0.80321572,0.19836126,2.85324761
-5.52576288,6.73214089,1.73435351,1.68686644,0.15450547,0.79053807,0.19577792,2.87167689
-5.51975988,6.74072664,1.72046662,1.70376595,0.15058478,0.77899370,0.19281386,2.89220523
-5.51375688,6.75381296,1.71216260,1.72039455,0.14632355,0.76853518,0.18950643,2.91492754
-5.50775388,6.77120961,1.70931569,1.73663669,0.14175215,0.75909087,0.18589448,2.93979136
-5.50175088,6.79243747,1.71165904,1.75233550,0.13690407,0.75056777,0.18201686,2.96658396
-5.49574787,6.81671895,1.71879084,1.76728966,0.13181551,0.74285469,0.17791087,2.99492438
-5.48974487,6.84297867,1.73018365,1.78125208,0.12652498,0.73582580,0.17361110,3.02426118
-5.48374187,6.86985608,1.74519708,1.79393100,0.12107276,0.72934460,0.16914857,3.05387709
-5.47773887,6.89573134,1.76309393,1.80499379,0.11550039,0.72326823,0.16455016,3.08290086
-5.47173587,6.91876486,1.78305958,1.81407388,0.10985008,0.71745236,0.15983852,3.11032688
-5.46573287,6.93695013,1.80422432,1.82078062,0.10416420,0.71175625,0.15503223,3.13504197
-5.45972986,6.94817864,1.82568821,1.82471214,0.09848478,0.70604825,0.15014645,3.15585904
-5.45372686,6.95031484,1.84654765,1.82547057,0.09285305,0.70021124,0.14519370,3.17155624
-5.44772386,6.94127821,1.86592307,1.82267921,0.08730902,0.69414808,0.14018500,3.18092036
-5.44172086,6.91912902,1.88298656,1.81600080,0.08189121,0.68778674,0.13513101,3.18279251
-5.43571786,6.88215383,1.89698856,1.80515599,0.07663633,0.68108482,0.13004328,3.17611412
-5.42971486,6.82894657,1.90728261,1.78994101,0.07157906,0.67403335,0.12493545,3.15997111
-5.42371186,6.75848127,1.91334697,1.77024361,0.06675187,0.66665957,0.11982421,3.13363422
-5.41770885,6.67017246,1.91480253,1.74605638,0.06218478,0.65902849,0.11473011,3.09659335
-5.41170585,6.56392015,1.91142590,1.71748642,0.05790524,0.65124320,0.10967810,3.04858436
-5.40570285,6.44013678,1.90315737,1.68476096,0.05393786,0.64344365,0.10469765,2.98960696
-5.39969985,6.29975453,1.89010329,1.64822828,0.05030424,0.63580406,0.09982265,2.91993273
-5.39369685,6.14421216,1.87253272,1.60835373,0.04702264,0.62852891,0.09509087,2.84010291
-5.38769385,5.97542187,1.85086849,1.56571093,0.04410773,0.62184757,0.09054314,2.75091601
-5.38169085,5.79571713,1.82567306,1.52096831,0.04157024,0.61600772,0.08622229,2.65340586
-5.37568784,5.60778391,1.79762954,1.47487148,0.03941664,0.61126782,0.08217180,2.54881102
-5.36968484,5.41457791,1.76751885,1.42822210,0.03764880,0.60788876,0.07843436,2.43853708
-5.36368184,5.21923130,1.73619351,1.38185412,0.03626369,0.60612498,0.07505034,2.32411343
-5.35767884,5.02495287,1.70454932,1.33660823,0.03525313,0.60621531,0.07205619,2.20714644
-5.35167584,4.83492554,1.67349570,1.29330562,0.03460362,0.60837386,0.06948303,2.08927095
-5.34567284,4.65220517,1.64392568,1.25272207,0.03429626,0.61278119,0.06735523,1.97210211
-5.33966983,4.47962469,1.61668666,1.21556330,0.03430686,0.61957602,0.06568927,1.85718935
-5.33366683,4.31970690,1.59255265,1.18244260,0.03460609,0.62884786,0.06449287,1.74597417
-5.32766383,4.17458909,1.57219894,1.15386158,0.03515991,0.64063070,0.06376428,1.63975312
-5.32166083,4.04596186,1.55617987,1.13019466,0.03593010,0.65489803,0.06349200,1.53964711
-5.31565783,3.93502413,1.54491042,1.11167794,0.03687496,0.67155954,0.06365475,1.44657783
-5.30965483,3.84245543,1.53865197,1.09840282,0.03795021,0.69045939,0.06422184,1.36125170
-5.30365183,3.76840615,1.53750274,1.09031458,0.03910997,0.71137657,0.06515377,1.28415155
-5.29764882,3.71250556,1.54139315,1.08721591,0.04030790,0.73402716,0.06640320,1.21553580
-5.29164582,3.67388706,1.55008619,1.08877537,0.04149839,0.75806871,0.06791620,1.15544483
-5.28564282,3.65122934,1.56318290,1.09454039,0.04263778,0.78310668,0.06963374,1.10371377
