energy_ev,total_up,Cu_p_up,Cu_d_up,P_s_up,P_p_up,Se_s_up,Se_p_up
-5.27963982,3.64281186,1.58013279,1.10395452,0.04368563,0.80870286,0.07149335,1.05999111
-5.27363682,3.64658259,1.60024897,1.11637810,0.04460585,0.83438568,0.07343097,1.02376192
-5.26763382,3.66023547,1.62272772,1.13111200,0.04536780,0.85966221,0.07538293,0.99437501
-5.26163082,3.68129517,1.64667188,1.14742343,0.04594724,0.88403143,0.07728787,0.97107263
-5.25562781,3.70720606,1.67111764,1.16457295,0.04632706,0.90699860,0.07908873,0.95302196
-5.24962481,3.73542268,1.69506375,1.18184196,0.04649788,0.92809018,0.08073459,0.93934708
-5.24362181,3.76349859,1.71750265,1.19855951,0.04645830,0.94686882,0.08218240,0.92916057
-5.23761881,3.78917076,1.73745224,1.21412765,0.04621507,0.96294796,0.08339846,0.92159375
-5.23161581,3.81043666,1.75398757,1.22804424,0.04578281,0.97600546,0.08435962,0.91582464
-5.22561281,3.82562144,1.76627121,1.23992248,0.04518367,0.98579564,0.08505417,0.91110298
-5.21960980,3.83343299,1.77358136,1.24950627,0.04444661,0.99215935,0.08548235,0.90677153
-5.21360680,3.83300264,1.77533656,1.25668077,0.04360653,0.99503142,0.08565645,0.90228308
-5.20760380,3.82391029,1.77111612,1.26147749,0.04270324,0.99444511,0.08560050,0.89721288
-5.20160080,3.80619251,1.76067529,1.26407368,0.04178018,0.99053334,0.08534951,0.89126606
-5.19559780,3.78033351,1.74395464,1.26478577,0.04088312,0.98352629,0.08494831,0.88427990
-5.18959480,3.74723864,1.72108298,1.26405678,0.04005870,0.97374548,0.08444998,0.87622115
-5.18359180,3.70819149,1.69237368,1.26243816,0.03935296,0.96159423,0.08391389,0.86717827
-5.17758879,3.66479566,1.65831431,1.26056637,0.03880988,0.94754484,0.08340352,0.85734918
-5.17158579,3.61890325,1.61954989,1.25913505,0.03846991,0.93212275,0.08298395,0.84702493
-5.16558279,3.57253262,1.57686034,1.25886364,0.03836862,0.91588827,0.08271929,0.83656989
-5.15957979,3.52777840,1.53113284,1.26046377,0.03853541,0.89941649,0.08266996,0.82639931
-5.15357679,3.48671722,1.48333019,1.26460448,0.03899243,0.88327611,0.08289007,0.81695503
-5.14757379,3.45131279,1.43445640,1.27187798,0.03975361,0.86800800,0.08342491,0.80868047
-5.14157079,3.42332442,1.38552085,1.28276719,0.04082396,0.85410446,0.08430869,0.80199573
-5.13556778,3.40422256,1.33750246,1.29761682,0.04219906,0.84198991,0.08556261,0.79727397
-5.12956478,3.39511520,1.29131533,1.31660904,0.04386485,0.83200394,0.08719338,0.79481994
-5.12356178,3.39668838,1.24777721,1.33974539,0.04579764,0.82438750,0.08919224,0.79485168
-5.11755878,3.40916364,1.20758212,1.36683566,0.04796451,0.81927283,0.09153448,0.79748607
-5.11155578,3.43227447,1.17127820,1.39749464,0.05032390,0.81667759,0.09417968,0.80272899
-5.10555278,3.46526311,1.13925163,1.43114721,0.05282656,0.81650363,0.09707248,0.81047044
-5.09954977,3.50689826,1.11171713,1.46704164,0.05541676,0.81854041,0.10014398,0.82048494
-5.09354677,3.55551303,1.08871560,1.50427104,0.05803373,0.82247298,0.10331373,0.83243712
-5.08754377,3.60906201,1.07011850,1.54180201,0.06061332,0.82789434,0.10649220,0.84589240
-5.08154077,3.66519496,1.05563902,1.57850950,0.06308983,0.83432147,0.10958368,0.86033220
-5.07553777,3.72134418,1.04484924,1.61321655,0.06539794,0.84121460,0.11248947,0.87517313
-5.06953477,3.77482180,1.03720244,1.64473705,0.06747467,0.84799868,0.11511133,0.88978913
-5.06353177,3.82292286,1.03205961,1.67191993,0.06926128,0.85408627,0.11735480,0.90353584
-5.05752876,3.86302951,1.02871885,1.69369254,0.07070513,0.85890075,0.11913261,0.91577582
-5.05152576,3.89271198,1.02644633,1.70910163,0.07176125,0.86189899,0.12036770,0.92590370
-5.04552276,3.90982174,1.02450757,1.71734972,0.07239378,0.86259228,0.12099595,0.93337002
-5.03951976,3.91257288,1.02219750,1.71782564,0.07257700,0.86056489,0.12096836,0.93770272
-5.03351676,3.89960825,1.01886826,1.71012751,0.07229604,0.85548930,0.12025269,0.93852531
-5.02751376,3.87004752,1.01395344,1.69407746,0.07154728,0.84713764,0.11883441,0.93557098
-5.02151076,3.82351550,1.00698789,1.66972742,0.07033823,0.83538877,0.11671704,0.92869192
-5.01550775,3.76014959,0.99762240,1.63735575,0.06868713,0.82023096,0.11392170,0.91786368
-5.00950475,3.68058660,0.98563275,1.59745512,0.06662212,0.80176012,0.11048614,0.90318427
-5.00350175,3.58592997,0.97092292,1.55071230,0.06418012,0.78017369,0.10646308,0.88486824
-4.99749875,3.47769927,0.95352257,1.49798091,0.06140547,0.75576078,0.10191811,0.86323602
-4.99149575,3.35776476,0.93357910,1.44024850,0.05834828,0.72888900,0.09692719,0.83869912
-4.98549275,3.22827041,0.91134499,1.37859963,0.05506277,0.69998872,0.09157390,0.81174209
-4.97948974,3.09154910,0.88716097,1.31417672,0.05160544,0.66953558,0.08594652,0.78290183
-4.97348674,2.95003411,0.86143630,1.24814032,0.04803339,0.63803212,0.08013515,0.75274562
-4.96748374,2.80617095,0.83462705,1.18163077,0.04440261,0.60598933,0.07422894,0.72184864
-4.96148074,2.66233345,0.80721354,1.11573281,0.04076650,0.57390906,0.06831354,0.69077206
-4.95547774,2.52074767,0.77967826,1.05144451,0.03717460,0.54226790,0.06246885,0.66004283
-4.94947474,2.38342677,0.75248517,0.98965179,0.03367153,0.51150336,0.05676723,0.63013577
-4.94347174,2.25211915,0.72606151,0.93110948,0.03029621,0.48200272,0.05127205,0.60145888
-4.93746873,2.12827159,0.70078292,0.87642920,0.02708138,0.45409504,0.04603679,0.57434232
-4.93146573,2.01300843,0.67696256,0.82607462,0.02405333,0.42804645,0.04110452,0.54903142
-4.92546273,1.90712678,0.65484449,0.78036361,0.02123197,0.40405880,0.03650783,0.52568380
-4.91945973,1.81110718,0.63460168,0.73947715,0.01863105,0.38227158,0.03226920,0.50437065
-4.91345673,1.72513855,0.61633839,0.70347397,0.01625864,0.36276676,0.02840165,0.48508184
-4.90745373,1.64915523,0.60009672,0.67231025,0.01411772,0.34557630,0.02490965,0.46773438
-4.90145073,1.58288403,0.58586667,0.64586303,0.01220691,0.33069158,0.02179031,0.45218380
-4.89544772,1.52589824,0.57359906,0.62395605,0.01052128,0.31807447,0.01903462,0.43823759
-4.88944472,1.47767585,0.56322043,0.60638692,0.00905317,0.30766911,0.01662881,0.42567018
-4.88344172,1.43765873,0.55464883,0.59295395,0.00779300,0.29941398,0.01455566,0.41423844
-4.87743872,1.40530997,0.54780968,0.58348158,0.00673015,0.29325341,0.01279585,0.40369710
-4.87143572,1.38016641,0.54265053,0.57784314,0.00585358,0.28914807,0.01132909,0.39381336
-4.86543272,1.36188401,0.53915388,0.57597978,0.00515261,0.28708381,0.01013524,0.38437993
-4.85942971,1.35027392,0.53734724,0.57791495,0.00461738,0.28707842,0.00919515,0.37522608
-4.85342671,1.34532773,0.53730975,0.58376338,0.00423938,0.28918592,0.00849144,0.36622631
-4.84742371,1.34723076,0.53917504,0.59373460,0.00401172,0.29349818,0.00800899,0.35730628
-4.84142071,1.35636309,0.54312988,0.60813037,0.00392940,0.30014377,0.00773533,0.34844592
-4.83541771,1.37328837,0.54940885,0.62733641,0.00398939,0.30928403,0.00766079,0.33967981
-4.82941471,1.39873102,0.55828521,0.65180869,0.00419060,0.32110653,0.00777855,0.33109487
-4.82341171,1.43354331,0.57005835,0.68205469,0.00453377,0.33581628,0.00808443,0.32282578
-4.81740870,1.47866372,0.58503860,0.71861072,0.00502124,0.35362498,0.00857669,0.31504832
-4.81140570,1.53506888,0.60353015,0.76201598,0.00565662,0.37473896,0.00925558,0.30797132
-4.80540270,1.60372132,0.62581314,0.81278470,0.00644437,0.39934624,0.01012294,0.30182743
-4.79939970,1.68551584,0.65212574,0.87137762,0.00738936,0.42760350,0.01118157,0.29686344
-4.79339670,1.78122688,0.68264748,0.93817398,0.00849630,0.45962352,0.01243477,0.29333059
-4.78739370,1.89145972,0.71748462,1.01344557,0.00976920,0.49546385,0.01388568,0.29147527
-4.78139070,2.01660794,0.75665865,1.09733399,0.01121080,0.53511723,0.01553673,0.29153057
-4.77538769,2.15681931,0.80009844,1.18983236,0.01282197,0.57850443,0.01738914,0.29370907
-4.76938469,2.31197189,0.84763679,1.29077259,0.01460122,0.62546989,0.01944245,0.29819698
-4.76338169,2.48166186,0.89901160,1.39981894,0.01654423,0.67578060,0.02169412,0.30514994
-4.75737869,2.66520363,0.95387168,1.51646851,0.01864342,0.72912831,0.02413930,0.31469043
-4.75137569,2.86164269,1.01178715,1.64005885,0.02088776,0.78513513,0.02677064,0.32690672
-4.74537269,3.06978059,1.07226378,1.76978278,0.02326258,0.84336253,0.02957827,0.34185337
-4.73936968,3.28821109,1.13476075,1.90470978,0.02574961,0.90332313,0.03254992,0.35955286
-4.73336668,3.51536584,1.19871072,2.04381342,0.02832718,0.96449517,0.03567114,0.37999825
-4.72736368,3.74956732,1.26354139,2.18600363,0.03097054,1.02633872,0.03892563,0.40315644
-4.72136068,3.98908665,1.32869708,2.33016249,0.03365242,1.08831314,0.04229570,0.42897166
-4.71535768,4.23220314,1.39365946,2.47518193,0.03634368,1.14989483,0.04576279,0.45736893
-4.70935468,4.47726264,1.45796593,2.62000160,0.03901407,1.21059448,0.04930801,0.48825705
-4.70335168,4.72273176,1.52122487,2.76364518,0.04163320,1.26997294,0.05291274,0.52153091
-4.69734867,4.96724482,1.58312672,2.90525313,0.04417141,1.32765491,0.05655916,0.55707288
-4.69134567,5.20964138,1.64345032,3.04411049,0.04660081,1.38333981,0.06023073,0.59475306
-4.68534267,5.44899207,1.70206413,3.17966804,0.04889613,1.43680917,0.06391260,0.63442850
-4.67933967,5.68461151,1.75892229,3.31155584,0.05103565,1.48793019,0.06759188,0.67594141
-4.67333667,5.91605779,1.81405574,3.43958833,0.05300188,1.53665537,0.07125772,0.71911638
-4.66733367,6.14311848,1.86755904,3.56376067,0.05478211,1.58301804,0.07490134,0.76375717
-4.66133067,6.36578441,1.91957373,3.68423659,0.05636880,1.62712431,0.07851582,0.80964321
-4.65532766,6.58421276,1.97026920,3.80132814,0.05775967,1.66914158,0.08209576,0.85652631
-4.64932466,6.79868196,2.01982242,3.91546870,0.05895764,1.70928452,0.08563686,0.90412811
-4.64332166,7.00954122,2.06839772,4.02718040,0.05997048,1.74779910,0.08913533,0.95213858
-4.63731866,7.21715799,2.11612803,4.13703796,0.06081028,1.78494557,0.09258738,1.00021617
-4.63131566,7.42186658,2.16309867,4.24563071,0.06149270,1.82098143,0.09598855,1.04798985
-4.62531266,7.62392121,2.20933475,4.35352484,0.06203614,1.85614507,0.09933321,1.09506333
-4.61930965,7.82345635,2.25479301,4.46122799,0.06246068,1.89064111,0.10261410,1.14102154
-4.61330665,8.02045686,2.29935862,4.56915780,0.06278714,1.92462807,0.10582196,1.18543943
-4.60730365,8.21473932,2.34284694,4.67761604,0.06303598,1.95820895,0.10894544,1.22789267
-4.60130065,8.40594583,2.38501036,4.78676956,0.06322633,1.99142510,0.11197103,1.26797012
-4.59529765,8.59355000,2.42554950,4.89663864,0.06337515,2.02425360,0.11488330,1.30528731
-4.58929465,8.77687454,2.46412815,5.00709306,0.06349643,2.05660809,0.11766530,1.33950042
-4.58329165,8.95511878,2.50039079,5.11785578,0.06360064,2.08834279,0.12029905,1.37031990
-4.57728864,9.12739383,2.53398180,5.22851337,0.06369438,2.11925938,0.12276622,1.39752305
-4.57128564,9.29276282,2.56456471,5.33853236,0.06378014,2.14911618,0.12504886,1.42096461
-4.56528264,9.45028295,2.59184063,5.44727997,0.06385637,2.17763898,0.12713017,1.44058474
-4.55927964,9.59904646,2.61556436,5.55404788,0.06391769,2.20453273,0.12899519,1.45641369
-4.55327664,9.73821739,2.63555729,5.65807719,0.06395522,2.22949357,0.13063149,1.46857276
-4.54727364,9.86706167,2.65171635,5.75858316,0.06395719,2.25222033,0.13202967,1.47727113
-4.54127064,9.98496837,2.66401817,5.85477813,0.06390950,2.27242507,0.13318366,1.48279864
-4.53526763,10.09146076,2.67251857,5.94589137,0.06379650,2.28984193,0.13409095,1.48551457
-4.52926463,10.18619652,2.67734708,6.03118507,0.06360169,2.30423427,0.13475244,1.48583286
-4.52326163,10.26895724,2.67869710,6.10996560,0.06330854,2.31539951,0.13517223,1.48420434
-4.51725863,10.33962814,2.67681207,6.18159006,0.06290120,2.32317192,0.13535711,1.48109678
-4.51125563,10.39816962,2.67196870,6.24546823,0.06236521,2.32742314,0.13531601,1.47697365
-4.50525263,10.44458291,2.66445818,6.30106028,0.06168810,2.32806093,0.13505919,1.47227261
-4.49924962,10.47887235,2.65456643,6.34787130,0.06085990,2.32502621,0.13459748,1.46738487
-4.49324662,10.50100729,2.64255469,6.38544349,0.05987355,2.31828888,0.13394148,1.46263635
-4.48724362,10.51088668,2.62864159,6.41334737,0.05872522,2.30784289,0.13310079,1.45827165
-4.48124062,10.50830904,2.61298763,6.43117326,0.05741444,2.29370093,0.13208335,1.45444172
-4.47523762,10.49295070,2.59568319,6.43852431,0.05594416,2.27588931,0.13089491,1.45119591
-4.46923462,10.46435424,2.57674068,6.43501232,0.05432070,2.25444341,0.12953879,1.44847885
-4.46323162,10.42192890,2.55609141,6.42025732,0.05255359,2.22940396,0.12801566,1.44613238
-4.45722861,10.36496388,2.53358746,6.39389170,0.05065529,2.20081471,0.12632378,1.44390263
-4.45122561,10.29265468,2.50900846,6.35556936,0.04864089,2.16872141,0.12445924,1.44145197
-4.44522261,10.20414203,2.48207314,6.30498002,0.04652767,2.13317247,0.12241658,1.43837531
-4.43921961,10.09856195,2.45245505,6.24186836,0.04433473,2.09422106,0.12018948,1.43422012
-4.43321661,9.97510519,2.41980182,6.16605756,0.04208249,2.05192878,0.11777163,1.42850931
-4.42721361,9.83308317,2.38375695,6.07747608,0.03979221,2.00637050,0.11515771,1.42076588
-4.42121061,9.67199754,2.34398311,5.97618653,0.03748555,1.95764030,0.11234432,1.41053836
-4.41520760,9.49160981,2.30018586,5.86241518,0.03518412,1.90585784,0.10933097,1.39742579
-4.40920460,9.29200749,2.25213652,5.73658023,0.03290905,1.85117510,0.10612092,1.38110122
-4.40320160,9.07366315,2.19969321,5.59931727,0.03068059,1.79378271,0.10272193,1.36133254
-4.39719860,8.83748301,2.14281877,5.45150016,0.02851784,1.73391561,0.09914683,1.33799989
-4.39119560,8.58484210,2.08159492,5.29425552,0.02643839,1.67185748,0.09541378,1.31110878
-4.38519260,8.31760352,2.01623172,5.12896977,0.02445814,1.60794360,0.09154642,1.28079831
-4.37918959,8.03812016,1.94707193,4.95728736,0.02259106,1.54256180,0.08757367,1.24734432
-4.37318659,7.74921791,1.87459004,4.78109960,0.02084910,1.47615116,0.08352930,1.21115722
-4.36718359,7.45416032,1.79938592,4.60252404,0.01924206,1.40919857,0.07945129,1.17277473
-4.36118059,7.15659572,1.72217340,4.42387438,0.01777754,1.34223286,0.07538095,1.13284984
-4.35517759,6.86048840,1.64376433,4.24762197,0.01646095,1.27581684,0.07136190,1.09213461
-4.34917459,6.57003650,1.56504880,4.07634995,0.01529546,1.21053742,0.06743889,1.05146051
-4.34317159,6.28957974,1.48697243,3.91270180,0.01428209,1.14699421,0.06365659,1.01171615
-4.33716858,6.02350084,1.41051180,3.75932620,0.01341976,1.08578703,0.06005833,0.97382339
-4.33116558,5.77612444,1.33664904,3.61882052,0.01270535,1.02750285,0.05668491,0.93871269
-4.32516258,5.55161776,1.26634676,3.49367521,0.01213386,0.97270287,0.05357348,0.90729872
-4.31915958,5.35389706,1.20052426,3.38622139,0.01169852,0.92191006,0.05075656,0.88045712
-4.31315658,5.18654331,1.14003600,3.29858380,0.01139093,0.87559799,0.04826126,0.85900315
-4.30715358,5.05273046,1.08565319,3.23264106,0.01120124,0.83418123,0.04610867,0.84367282
