energy_ev,total_up,Os_p_up,Os_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,3.32107546,1.02815546,2.41878809,0.76372800,0.00171070,0.19019758,0.00000000
-5.99399700,3.52915084,1.09707684,2.56605954,0.82182181,0.00179712,0.20351579,0.00000000
-5.98799400,3.74598993,1.17021105,2.71938491,0.88281187,0.00188419,0.21725244,0.00000000
-5.98199100,3.96999869,1.24696168,2.87772472,0.94615156,0.00197139,0.23132232,0.00000000
-5.97598799,4.19926110,1.32659579,3.03981872,1.01119036,0.00205815,0.24561980,0.00000000
-5.96998499,4.43154948,1.40825265,3.20419323,1.07717708,0.00214384,0.26001830,0.00000000
-5.96398199,4.66434867,1.49095803,3.36917796,1.14326758,0.00222776,0.27437065,0.00000000
-5.95797899,4.89489474,1.57364383,3.53293248,1.20853718,0.00230917,0.28851057,0.00000000
-5.95197599,5.12022794,1.65517275,3.69348220,1.27199774,0.00238730,0.30225529,0.00000000
-5.94597299,5.33725892,1.73436703,3.84876321,1.33261918,0.00246132,0.31540927,0.00000000
-5.93996998,5.54284642,1.81004049,3.99667445,1.38935495,0.00253043,0.32776890,0.00000000
-5.93396698,5.73388370,1.88103258,4.13513562,1.44117040,0.00259381,0.33912823,0.00000000
-5.92796398,5.90739039,1.94624309,4.26214842,1.48707335,0.00265071,0.34928519,0.00000000
-5.92196098,6.06060590,2.00466607,4.37585867,1.52614520,0.00270041,0.35804842,0.00000000
-5.91595798,6.19108021,2.05542148,4.47461626,1.55757158,0.00274231,0.36524406,0.00000000
-5.90995498,6.29675765,2.09778319,4.55703044,1.58067079,0.00277591,0.37072243,0.00000000
-5.90395198,6.37604957,2.13120203,4.62201736,1.59491893,0.00280086,0.37436399,0.00000000
-5.89794897,6.42789225,2.15532283,4.66883766,1.59997021,0.00281697,0.37608461,0.00000000
-5.89194597,6.45178674,2.16999456,4.69712199,1.59567151,0.00282422,0.37583953,0.00000000
-5.88594297,6.44781862,2.17527335,4.70688305,1.58207046,0.00282276,0.37362592,0.00000000
-5.87993997,6.41665636,2.17141790,4.69851342,1.55941641,0.00281293,0.36948399,0.00000000
-5.87393697,6.35952808,2.15887786,4.67276908,1.52815424,0.00279525,0.36349634,0.00000000
-5.86793397,6.27817778,2.13827551,4.63073931,1.48891144,0.00277039,0.35578571,0.00000000
-5.86193097,6.17480305,2.11038178,4.57380453,1.44247872,0.00273916,0.34651127,0.00000000
-5.85592796,6.05197719,2.07608776,4.50358390,1.38978540,0.00270249,0.33586344,0.00000000
-5.84992496,5.91255966,2.03637297,4.42187542,1.33187052,0.00266136,0.32405766,0.00000000
-5.84392196,5.75959892,1.99227197,4.33059138,1.26985115,0.00261684,0.31132735,0.00000000
-5.83791896,5.59623260,1.94484083,4.23169221,1.20488924,0.00256999,0.29791631,0.00000000
-5.83191596,5.42558922,1.89512486,4.12712205,1.13815853,0.00252184,0.28407111,0.00000000
-5.82591296,5.25069619,1.84412897,4.01874871,1.07081288,0.00247337,0.27003355,0.00000000
-5.81990995,5.07439776,1.79279189,3.90831097,1.00395725,0.00242550,0.25603379,0.00000000
-5.81390695,4.89928607,1.74196499,3.79737503,0.93862233,0.00237902,0.24228413,0.00000000
-5.80790395,4.72764775,1.69239642,3.68730191,0.87574364,0.00233461,0.22897394,0.00000000
-5.80190095,4.56142735,1.64472080,3.57922651,0.81614544,0.00229280,0.21626570,0.00000000
-5.79589795,4.40220778,1.59945437,3.47404862,0.76052984,0.00225400,0.20429231,0.00000000
-5.78989495,4.25120747,1.55699533,3.37243532,0.70947080,0.00221848,0.19315574,0.00000000
-5.78389195,4.10929246,1.51762879,3.27483368,0.66341281,0.00218639,0.18292682,0.00000000
-5.77788894,3.97700130,1.48153538,3.18149211,0.62267365,0.00215774,0.17364623,0.00000000
-5.77188594,3.85457995,1.44880272,3.09248833,0.58745050,0.00213248,0.16532649,0.00000000
-5.76588294,3.74202360,1.41943862,3.00776168,0.55782868,0.00211045,0.15795468,0.00000000
-5.75987994,3.63912210,1.39338496,2.92714739,0.53379206,0.00209143,0.15149580,0.00000000
-5.75387694,3.54550575,1.37053134,2.85041039,0.51523451,0.00207517,0.14589653,0.00000000
-5.74787394,3.46068887,1.35072753,2.77727676,0.50197153,0.00206139,0.14108912,0.00000000
-5.74187094,3.38410845,1.33379427,2.70746087,0.49375146,0.00204979,0.13699528,0.00000000
-5.73586793,3.31515635,1.31953161,2.64068696,0.49026600,0.00204008,0.13352997,0.00000000
-5.72986493,3.25320390,1.30772500,2.57670442,0.49115950,0.00203196,0.13060476,0.00000000
-5.72386193,3.19761845,1.29814877,2.51529643,0.49603716,0.00202513,0.12813087,0.00000000
-5.71785893,3.14777242,1.29056759,2.45628221,0.50447200,0.00201932,0.12602174,0.00000000
-5.71185593,3.10304568,1.28473607,2.39951374,0.51601090,0.00201423,0.12419512,0.00000000
-5.70585293,3.06282274,1.28039742,2.34486798,0.53018006,0.00200959,0.12257456,0.00000000
-5.69984992,3.02648675,1.27728157,2.29223609,0.54649006,0.00200507,0.12109066,0.00000000
-5.69384692,2.99341224,1.27510375,2.24151132,0.56444106,0.00200037,0.11968169,0.00000000
-5.68784392,2.96295864,1.27356411,2.19257702,0.58352854,0.00199513,0.11829406,0.00000000
-5.68184092,2.93446665,1.27234897,2.14529657,0.60324973,0.00198899,0.11688239,0.00000000
-5.67583792,2.90725874,1.27113426,2.09950638,0.62311109,0.00198153,0.11540950,0.00000000
-5.66983492,2.88064515,1.26959139,2.05501298,0.64263686,0.00197235,0.11384618,0.00000000
-5.66383192,2.85393578,1.26739545,2.01159488,0.66137861,0.00196100,0.11217095,0.00000000
-5.65782891,2.82645802,1.26423573,1.96900926,0.67892571,0.00194705,0.11036979,0.00000000
-5.65182591,2.79757976,1.25982807,1.92700339,0.69491617,0.00193008,0.10843584,0.00000000
-5.64582291,2.76673654,1.25392824,1.88532982,0.70904764,0.00190972,0.10636915,0.00000000
-5.63981991,2.73346101,1.24634580,1.84376459,0.72108778,0.00188563,0.10417643,0.00000000
-5.63381691,2.69741291,1.23695731,1.80212688,0.73088356,0.00185756,0.10187076,0.00000000
-5.62781391,2.65840720,1.22571811,1.76029886,0.73836882,0.00182536,0.09947134,0.00000000
-5.62181091,2.61643832,1.21267152,1.71824395,0.74356941,0.00178900,0.09700310,0.00000000
-5.61580790,2.57169850,1.19795490,1.67602228,0.74660550,0.00174855,0.09449629,0.00000000
-5.60980490,2.52458829,1.18180166,1.63380181,0.74769068,0.00170425,0.09198586,0.00000000
-5.60380190,2.47571821,1.16453895,1.59186435,0.74712745,0.00165647,0.08951079,0.00000000
-5.59779890,2.42590056,1.14658063,1.55060555,0.74529917,0.00160571,0.08711317,0.00000000
-5.59179590,2.37613134,1.12841585,1.51052865,0.74265854,0.00155263,0.08483720,0.00000000
-5.58579290,2.32756262,1.11059336,1.47223224,0.73971290,0.00149796,0.08272801,0.00000000
-5.57978989,2.28146652,1.09370231,1.43639220,0.73700682,0.00144258,0.08083030,0.00000000
-5.57378689,2.23919206,1.07835029,1.40373897,0.73510269,0.00138740,0.07918705,0.00000000
-5.56778389,2.20211708,1.06513968,1.37503104,0.73456000,0.00133341,0.07783801,0.00000000
-5.56178089,2.17159728,1.05464347,1.35102614,0.73591421,0.00128159,0.07681838,0.00000000
-5.55577789,2.14891485,1.04738162,1.33245139,0.73965605,0.00123293,0.07615749,0.00000000
-5.54977489,2.13522897,1.04379922,1.31997410,0.74621226,0.00118837,0.07587763,0.00000000
-5.54377189,2.13153054,1.04424750,1.31417437,0.75592842,0.00114875,0.07599312,0.00000000
-5.53776888,2.13860310,1.04896855,1.31552093,0.76905475,0.00111485,0.07650963,0.00000000
-5.53176588,2.15699148,1.05808457,1.32435114,0.78573546,0.00108732,0.07742374,0.00000000
-5.52576288,2.18697961,1.07159205,1.34085602,0.80600201,0.00106666,0.07872291,0.00000000
-5.51975988,2.22857795,1.08936116,1.36507073,0.82977064,0.00105324,0.08038571,0.00000000
-5.51375688,2.28152101,1.11114029,1.39687076,0.85684418,0.00104725,0.08238242,0.00000000
-5.50775388,2.34527455,1.13656551,1.43597372,0.88691794,0.00104873,0.08467588,0.00000000
-5.50175088,2.41905193,1.16517432,1.48194639,0.91958956,0.00105757,0.08722268,0.00000000
-5.49574787,2.50183846,1.19642317,1.53421658,0.95437214,0.00107350,0.08997451,0.00000000
-5.48974487,2.59242246,1.22970770,1.59208886,0.99071012,0.00109610,0.09287972,0.00000000
-5.48374187,2.68943148,1.26438482,1.65476358,1.02799723,0.00112481,0.09588493,0.00000000
-5.47773887,2.79137204,1.29979568,1.72135810,1.06559570,0.00115898,0.09893674,0.00000000
-5.47173587,2.89667120,1.33528842,1.79092936,1.10285592,0.00119783,0.10198333,0.00000000
-5.46573287,3.00371829,1.37023968,1.86249691,1.13913575,0.00124052,0.10497600,0.00000000
-5.45972986,3.11090537,1.40407422,1.93506568,1.17381878,0.00128611,0.10787058,0.00000000
-5.45372686,3.21666508,1.43628162,2.00764755,1.20633094,0.00133367,0.11062857,0.00000000
-5.44772386,3.31950473,1.46642965,2.07928132,1.23615474,0.00138219,0.11321809,0.00000000
-5.44172086,3.41803583,1.49417378,2.14905053,1.26284096,0.00143070,0.11561455,0.00000000
-5.43571786,3.51099845,1.51926260,2.21609877,1.28601737,0.00147820,0.11780101,0.00000000
-5.42971486,3.59728003,1.54153913,2.27964224,1.30539439,0.00152377,0.11976831,0.00000000
-5.42371186,3.67592854,1.56093805,2.33897951,1.32076773,0.00156649,0.12151491,0.00000000
-5.41770885,3.74616010,1.57747915,2.39349838,1.33201817,0.00160556,0.12304644,0.00000000
-5.41170585,3.80736131,1.59125746,2.44268005,1.33910867,0.00164022,0.12437507,0.00000000
-5.40570285,3.85908675,1.60243056,2.48610056,1.34207923,0.00166982,0.12551869,0.00000000
-5.39969985,3.90105214,1.61120369,2.52342995,1.34103983,0.00169383,0.12649991,0.00000000
-5.39369685,3.93312390,1.61781347,2.55442917,1.33616195,0.00171180,0.12734502,0.00000000
-5.38769385,3.95530570,1.62251083,2.57894523,1.32766911,0.00172345,0.12808278,0.00000000
-5.38169085,3.96772274,1.62554411,2.59690484,1.31582680,0.00172857,0.12874326,0.00000000
-5.37568784,3.97060460,1.62714286,2.60830686,1.30093236,0.00172713,0.12935674,0.00000000
-5.36968484,3.96426722,1.62750325,2.61321398,1.28330496,0.00171917,0.12995249,0.00000000
-5.36368184,3.94909486,1.62677556,2.61174409,1.26327616,0.00170489,0.13055786,0.00000000
-5.35767884,3.92552257,1.62505441,2.60406144,1.24118121,0.00168456,0.13119725,0.00000000
-5.35167584,3.89401982,1.62237206,2.59036829,1.21735127,0.00165857,0.13189141,0.00000000
-5.34567284,3.85507577,1.61869507,2.57089700,1.19210668,0.00162739,0.13265671,0.00000000
-5.33966983,3.80918659,1.61392454,2.54590316,1.16575132,0.00159153,0.13350473,0.00000000
-5.33366683,3.75684509,1.60789982,2.51565976,1.13856814,0.00155158,0.13444186,0.00000000
-5.32766383,3.69853299,1.60040551,2.48045256,1.11081568,0.00150815,0.13546915,0.00000000
-5.32166083,3.63471563,1.59118159,2.44057685,1.08272574,0.00146185,0.13658233,0.00000000
-5.31565783,3.56583932,1.57993595,2.39633541,1.05450195,0.00141332,0.13777190,0.00000000
-5.30965483,3.49233088,1.56635894,2.34803763,1.02631920,0.00136316,0.13902345,0.00000000
-5.30365183,3.41459933,1.55013925,2.29599970,0.99832388,0.00131194,0.14031799,0.00000000
-5.29764882,3.33303898,1.53098027,2.24054532,0.97063475,0.00126021,0.14163252,0.00000000
-5.29164582,3.24803374,1.50861624,2.18200702,0.94334437,0.00120846,0.14294055,0.00000000
-5.28564282,3.15996193,1.48282739,2.12072739,0.91652100,0.00115711,0.14421275,0.00000000
-5.27963982,3.06920115,1.45345344,2.05706008,0.89021088,0.00110654,0.14541766,0.00000000
-5.27363682,2.97613263,1.42040473,1.99137030,0.86444069,0.00105707,0.14652234,0.00000000
-5.26763382,2.88114471,1.38367044,1.92403435,0.83922027,0.00100895,0.14749310,0.00000000
-5.26163082,2.78463496,1.34332371,1.85543828,0.81454539,0.00096238,0.14829618,0.00000000
-5.25562781,2.68701089,1.29952321,1.78597537,0.79040052,0.00091749,0.14889841,0.00000000
-5.24962481,2.58868902,1.25251128,1.71604260,0.76676164,0.00087438,0.14926784,0.00000000
-5.24362181,2.49009237,1.20260873,1.64603612,0.74359876,0.00083311,0.14937433,0.00000000
-5.23761881,2.39164661,1.15020656,1.57634605,0.72087852,0.00079368,0.14919008,0.00000000
-5.23161581,2.29377514,1.09575503,1.50735074,0.69856636,0.00075609,0.14869016,0.00000000
-5.22561281,2.19689337,1.03975064,1.43941104,0.67662863,0.00072029,0.14785297,0.00000000
-5.21960980,2.10140273,0.98272169,1.37286467,0.65503433,0.00068624,0.14666065,0.00000000
-5.21360680,2.00768487,0.92521299,1.30802138,0.63375661,0.00065387,0.14509948,0.00000000
-5.20760380,1.91609634,0.86777044,1.24515882,0.61277400,0.00062313,0.14316020,0.00000000
-5.20160080,1.82696410,0.81092619,1.18451975,0.59207128,0.00059396,0.14083837,0.00000000
-5.19559780,1.74058229,0.75518485,1.12631044,0.57164009,0.00056631,0.13813456,0.00000000
-5.18959480,1.65721021,0.70101134,1.07070045,0.55147923,0.00054014,0.13505457,0.00000000
-5.18359180,1.57707156,0.64882074,1.01782376,0.53159463,0.00051542,0.13160956,0.00000000
-5.17758879,1.50035496,0.59897034,0.96778095,0.51199908,0.00049215,0.12781607,0.00000000
-5.17158579,1.42721545,0.55175419,0.92064239,0.49271163,0.00047035,0.12369596,0.00000000
-5.16558279,1.35777672,0.50739999,0.87645189,0.47375679,0.00045004,0.11927625,0.00000000
-5.15957979,1.29213372,0.46606837,0.83523069,0.45516348,0.00043127,0.11458882,0.00000000
-5.15357679,1.23035529,0.42785433,0.79698123,0.43696381,0.00041411,0.10966994,0.00000000
-5.14757379,1.17248654,0.39279053,0.76169051,0.41919172,0.00039863,0.10455976,0.00000000
-5.14157079,1.11855063,0.36085219,0.72933271,0.40188151,0.00038491,0.09930160,0.00000000
-5.13556778,1.06854968,0.33196328,0.69987083,0.38506635,0.00037305,0.09394110,0.00000000
-5.12956478,1.02246486,0.30600350,0.67325732,0.36877682,0.00036312,0.08852539,0.00000000
-5.12356178,0.98025556,0.28281587,0.64943358,0.35303954,0.00035520,0.08310203,0.00000000
-5.11755878,0.94185767,0.26221449,0.62832865,0.33787595,0.00034933,0.07771801,0.00000000
-5.11155578,0.90718141,0.24399226,0.60985695,0.32330126,0.00034555,0.07241874,0.00000000
-5.10555278,0.87610875,0.22792825,0.59391578,0.30932368,0.00034386,0.06724702,0.00000000
-5.09954977,0.84849109,0.21379456,0.58038254,0.29594398,0.00034422,0.06224211,0.00000000
-5.09354677,0.82414724,0.20136250,0.56911231,0.28315529,0.00034656,0.05743893,0.00000000
-5.08754377,0.80286252,0.19040807,0.55993609,0.27094331,0.00035075,0.05286739,0.00000000
-5.08154077,0.78438897,0.18071659,0.55265998,0.25928678,0.00035662,0.04855183,0.00000000
-5.07553777,0.76844726,0.17208643,0.54706584,0.24815835,0.00036398,0.04451079,0.00000000
-5.06953477,0.75473038,0.16433210,0.54291333,0.23752568,0.00037257,0.04075686,0.00000000
-5.06353177,0.74290920,0.15728644,0.53994375,0.22735281,0.00038211,0.03729681,0.00000000
-5.05752876,0.73264008,0.15080219,0.53788549,0.21760172,0.00039228,0.03413190,0.00000000
-5.05152576,0.72357399,0.14475293,0.53646111,0.20823407,0.00040274,0.03125843,0.00000000
-5.04552276,0.71536737,0.13903349,0.53539572,0.19921296,0.00041316,0.02866839,0.00000000
-5.03951976,0.70769381,0.13355997,0.53442640,0.19050476,0.00042320,0.02635035,0.00000000
-5.03351676,0.70025652,0.12826935,0.53331225,0.18208087,0.00043254,0.02429037,0.00000000
-5.02751376,0.69280069,0.12311892,0.53184446,0.17391936,0.00044087,0.02247309,0.00000000
-5.02151076,0.68512541,0.11808549,0.52985609,0.16600649,0.00044793,0.02088284,0.00000000
-5.01550775,0.67709432,0.11316446,0.52723080,0.15833802,0.00045353,0.01950468,0.00000000
-5.00950475,0.66864462,0.10836891,0.52391031,0.15092024,0.00045750,0.01832557,0.00000000
-5.00350175,0.65979388,0.10372862,0.51989979,0.14377082,0.00045978,0.01733538,0.00000000
-4.99749875,0.65064418,0.09928909,0.51527120,0.13691931,0.00046034,0.01652786,0.00000000
-4.99149575,0.64138338,0.09511068,0.51016404,0.13040739,0.00045926,0.01590151,0.00000000
-4.98549275,0.63228335,0.09126773,0.50478351,0.12428881,0.00045665,0.01546033,0.00000000
-4.97948974,0.62369509,0.08784766,0.49939604,0.11862910,0.00045273,0.01521443,0.00000000
-4.97348674,0.61604094,0.08495019,0.49432236,0.11350498,0.00044776,0.01518050,0.00000000
-4.96748374,0.60980406,0.08268645,0.48992819,0.10900351,0.00044205,0.01538204,0.00000000
-4.96148074,0.60551555,0.08117798,0.48661317,0.10522101,0.00043597,0.01584950,0.00000000
-4.95547774,0.60373977,0.08055567,0.48479823,0.10226176,0.00042991,0.01662013,0.00000000
-4.94947474,0.60505822,0.08095843,0.48491196,0.10023650,0.00042428,0.01773767,0.00000000
-4.94347174,0.61005265,0.08253159,0.48737665,0.09926066,0.00041948,0.01925177,0.00000000
-4.93746873,0.61928789,0.08542493,0.49259436,0.09945243,0.00041593,0.02121713,0.00000000
-4.93146573,0.63329507,0.08979031,0.50093362,0.10093061,0.00041400,0.02369247,0.00000000
-4.92546273,0.65255550,0.09577882,0.51271729,0.10381221,0.00041406,0.02673911,0.00000000
-4.91945973,0.67748587,0.10353736,0.52821189,0.10820988,0.00041639,0.03041934,0.00000000
-4.91345673,0.70842499,0.11320478,0.54761881,0.11422904,0.00042127,0.03479453,0.00000000
-4.90745373,0.74562242,0.12490739,0.57106753,0.12196492,0.00042888,0.03992292,0.00000000
-4.90145073,0.78922908,0.13875408,0.59861113,0.13149929,0.00043938,0.04585733,0.00000000
-4.89544772,0.83929006,0.15483107,0.63022389,0.14289714,0.00045284,0.05264257,0.00000000
-4.88944472,0.89573967,0.17319642,0.66580118,0.15620324,0.00046928,0.06031287,0.00000000
-4.88344172,0.95839856,0.19387450,0.70516124,0.17143866,0.00048866,0.06888927,0.00000000
-4.87743872,1.02697310,0.21685068,0.74804886,0.18859750,0.00051088,0.07837714,0.00000000
-4.87143572,1.10105678,0.24206641,0.79414047,0.20764377,0.00053579,0.08876387,0.00000000
-4.86543272,1.18013353,0.26941517,0.84305059,0.22850867,0.00056321,0.10001701,0.00000000
-4.85942971,1.26358304,0.29873930,0.89433911,0.25108844,0.00059291,0.11208276,0.00000000
-4.85342671,1.35068776,0.32982829,0.94751923,0.27524288,0.00062462,0.12488517,0.00000000
-4.84742371,1.44064168,0.36241854,1.00206580,0.30079478,0.00065805,0.13832595,0.00000000
-4.84142071,1.53256070,0.39619502,1.05742370,0.32753030,0.00069289,0.15228507,0.00000000
-4.83541771,1.62549456,0.43079474,1.11301621,0.35520046,0.00072882,0.16662224,0.00000000
-4.82941471,1.71844015,0.46581234,1.16825310,0.38352391,0.00076551,0.18117912,0.00000000
-4.82341171,1.81035625,0.50080751,1.22253844,0.41219074,0.00080262,0.19578241,0.00000000
-4.81740870,1.90017928,0.53531429,1.27527803,0.44086762,0.00083980,0.21024769,0.00000000
-4.81140570,1.98684010,0.56885189,1.32588644,0.46920393,0.00087672,0.22438377,0.00000000
-4.80540270,2.06928153,0.60093673,1.37379374,0.49683881,0.00091303,0.23799761,0.00000000
-4.79939970,2.14647627,0.63109519,1.41845197,0.52340900,0.00094842,0.25089945,0.00000000
-4.79339670,2.21744498,0.65887670,1.45934136,0.54855706,0.00098254,0.26290799,0.00000000
-4.78739370,2.28127402,0.68386646,1.49597645,0.57193985,0.00101511,0.27385541,0.00000000
-4.78139070,2.33713269,0.70569739,1.52791216,0.59323678,0.00104581,0.28359206,0.00000000
-4.77538769,2.38428935,0.72406073,1.55474984,0.61215777,0.00107436,0.29199046,0.00000000
-4.76938469,2.42212612,0.73871485,1.57614328,0.62845030,0.00110051,0.29894863,0.00000000
-4.76338169,2.45015194,0.74949178,1.59180474,0.64190567,0.00112402,0.30439243,0.00000000
-4.75737869,2.46801343,0.75630144,1.60151085,0.65236387,0.00114468,0.30827696,0.00000000
-4.75137569,2.47550346,0.75913317,1.60510836,0.65971725,0.00116232,0.31058694,0.00000000
-4.74537269,2.47256720,0.75805480,1.60251948,0.66391265,0.00117682,0.31133602,0.00000000
-4.73936968,2.45930542,0.75320916,1.59374674,0.66495209,0.00118809,0.31056524,0.00000000
