energy_ev,total_up,Os_p_up,Os_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-4.73336668,2.43597513,0.74480846,1.57887705,0.66289205,0.00119612,0.30834061,0.00000000
-4.72736368,2.40298741,0.73312686,1.55808476,0.65784142,0.00120093,0.30475010,0.00000000
-4.72136068,2.36090253,0.71849161,1.53163353,0.64995828,0.00120266,0.29990006,0.00000000
-4.71535768,2.31042244,0.70127321,1.49987666,0.63944566,0.00120148,0.29391152,0.00000000
-4.70935468,2.25238086,0.68187516,1.46325569,0.62654658,0.00119768,0.28691628,0.00000000
-4.70335168,2.18773089,0.66072369,1.42229713,0.61153846,0.00119162,0.27905318,0.00000000
-4.69734867,2.11753054,0.63825784,1.37760712,0.59472712,0.00118376,0.27046457,0.00000000
-4.69134567,2.04292617,0.61492025,1.32986391,0.57644064,0.00117465,0.26129328,0.00000000
-4.68534267,1.96513421,0.59114888,1.27980817,0.55702304,0.00116492,0.25167987,0.00000000
-4.67933967,1.88542106,0.56736970,1.22823116,0.53682807,0.00115530,0.24176054,0.00000000
-4.67333667,1.80508165,0.54399052,1.17596091,0.51621306,0.00114657,0.23166545,0.00000000
-4.66733367,1.72541671,0.52139577,1.12384659,0.49553286,0.00113957,0.22151748,0.00000000
-4.66133067,1.64770902,0.49994206,1.07274130,0.47513405,0.00113520,0.21143141,0.00000000
-4.65532766,1.57319900,0.47995457,1.02348379,0.45534911,0.00113436,0.20151340,0.00000000
-4.64932466,1.50305989,0.46172383,0.97687938,0.43649095,0.00113793,0.19186061,0.00000000
-4.64332166,1.43837310,0.44550276,0.93368071,0.41884742,0.00114677,0.18256094,0.00000000
-4.63731866,1.38010410,0.43150400,0.89456873,0.40267615,0.00116165,0.17369289,0.00000000
-4.63131566,1.32907955,0.41989718,0.86013464,0.38819957,0.00118326,0.16532520,0.00000000
-4.62531266,1.28596630,0.41080638,0.83086327,0.37560029,0.00121214,0.15751660,0.00000000
-4.61930965,1.25125300,0.40430757,0.80711867,0.36501707,0.00124867,0.15031535,0.00000000
-4.61330665,1.22523511,0.40042648,0.78913228,0.35654133,0.00129301,0.14375879,0.00000000
-4.60730365,1.20800406,0.39913685,0.77699444,0.35021459,0.00134512,0.13787287,0.00000000
-4.60130065,1.19944144,0.40035951,0.77064969,0.34602694,0.00140474,0.13267173,0.00000000
-4.59529765,1.19921866,0.40396250,0.76989612,0.34391683,0.00147132,0.12815745,0.00000000
-4.58929465,1.20680285,0.40976252,0.77438928,0.34377224,0.00154409,0.12432001,0.00000000
-4.58329165,1.22146921,0.41752808,0.78365069,0.34543346,0.00162203,0.12113763,0.00000000
-4.57728864,1.24232001,0.42698436,0.79708088,0.34869759,0.00170390,0.11857740,0.00000000
-4.57128564,1.26831012,0.43782015,0.81397697,0.35332466,0.00178828,0.11659648,0.00000000
-4.56528264,1.29827852,0.44969668,0.83355417,0.35904546,0.00187356,0.11514370,0.00000000
-4.55927964,1.33098523,0.46225825,0.85497084,0.36557079,0.00195806,0.11416164,0.00000000
-4.55327664,1.36515245,0.47514463,0.87735628,0.37260193,0.00204003,0.11358912,0.00000000
-4.54727364,1.39950870,0.48800452,0.89984032,0.37984206,0.00211773,0.11336412,0.00000000
-4.54127064,1.43283434,0.50050990,0.92158368,0.38700816,0.00218951,0.11342685,0.00000000
-4.53526763,1.46400673,0.51237051,0.94180800,0.39384286,0.00225383,0.11372303,0.00000000
-4.52926463,1.49204332,0.52334796,0.95982433,0.40012598,0.00230937,0.11420709,0.00000000
-4.52326163,1.51614057,0.53326864,0.97505882,0.40568494,0.00235505,0.11484522,0.00000000
-4.51725863,1.53570729,0.54203495,0.98707465,0.41040378,0.00239010,0.11561810,0.00000000
-4.51125563,1.55039045,0.54963412,0.99558907,0.41423030,0.00241408,0.11652309,0.00000000
-4.50525263,1.56009246,0.55614409,1.00048483,0.41718075,0.00242691,0.11757586,0.00000000
-4.49924962,1.56497874,0.56173606,1.00181536,0.41934206,0.00242889,0.11881123,0.00000000
-4.49324662,1.56547507,0.56667341,0.99980335,0.42087121,0.00242067,0.12028322,0.00000000
-4.48724362,1.56225458,0.57130676,0.99483277,0.42199163,0.00240326,0.12206423,0.00000000
-4.48124062,1.55621470,0.57606532,0.98743448,0.42298695,0.00237796,0.12424329,0.00000000
-4.47523762,1.54844484,0.58144455,0.97826596,0.42419188,0.00234635,0.12692353,0.00000000
-4.46923462,1.54018583,0.58799063,0.96808598,0.42598076,0.00231019,0.13021874,0.00000000
-4.46323162,1.53278291,0.59628199,0.95772519,0.42875416,0.00227140,0.13424931,0.00000000
-4.45722861,1.52763376,0.60690870,0.94805379,0.43292377,0.00223195,0.13913751,0.00000000
-4.45122561,1.52613386,0.62045025,0.93994761,0.43889634,0.00219379,0.14500240,0.00000000
-4.44522261,1.52962110,0.63745254,0.93425393,0.44705716,0.00215880,0.15195438,0.00000000
-4.43921961,1.53932197,0.65840485,0.93175845,0.45775362,0.00212867,0.16008971,0.00000000
-4.43321661,1.55630124,0.68371760,0.93315469,0.47127957,0.00210492,0.16948516,0.00000000
-4.42721361,1.58141729,0.71370170,0.93901706,0.48786088,0.00208875,0.18019290,0.00000000
-4.42121061,1.61528460,0.74855025,0.94977861,0.50764300,0.00208106,0.19223591,0.00000000
-4.41520760,1.65824505,0.78832335,0.96571439,0.53068071,0.00208243,0.20560417,0.00000000
-4.40920460,1.71034906,0.83293655,0.98693098,0.55693079,0.00209306,0.22025158,0.00000000
-4.40320160,1.77134739,0.88215363,1.01336270,0.58624768,0.00211280,0.23609401,0.00000000
-4.39719860,1.84069401,0.93558402,1.04477457,0.61838259,0.00214117,0.25300852,0.00000000
-4.39119560,1.91756014,0.99268530,1.08077200,0.65298612,0.00217737,0.27083380,0.00000000
-4.38519260,2.00085892,1.05277079,1.12081677,0.68961442,0.00222034,0.28937195,0.00000000
-4.37918959,2.08928024,1.11502245,1.16424888,0.72773892,0.00226883,0.30839171,0.00000000
-4.37318659,2.18133443,1.17850873,1.21031337,0.76675937,0.00232139,0.32763298,0.00000000
-4.36718359,2.27540357,1.24220723,1.25819119,0.80601981,0.00237653,0.34681257,0.00000000
-4.36118059,2.36979857,1.30503148,1.30703297,0.84482731,0.00243271,0.36563125,0.00000000
-4.35517759,2.46282023,1.36586131,1.35599448,0.88247262,0.00248846,0.38378164,0.00000000
-4.34917459,2.55282210,1.42357573,1.40427244,0.91825232,0.00254242,0.40095694,0.00000000
-4.34317159,2.63827275,1.47708754,1.45113933,0.95149170,0.00259341,0.41686008,0.00000000
-4.33716858,2.71781541,1.52537825,1.49597574,0.98156742,0.00264051,0.43121303,0.00000000
-4.33116558,2.79032243,1.56753219,1.53829914,1.00792945,0.00268305,0.44376596,0.00000000
-4.32516258,2.85494257,1.60276844,1.57778773,1.03012104,0.00272068,0.45430576,0.00000000
-4.31915958,2.91113901,1.63046938,1.61429844,1.04779625,0.00275340,0.46266371,0.00000000
-4.31315658,2.95871649,1.65020434,1.64787815,1.06073409,0.00278155,0.46872184,0.00000000
-4.30715358,2.99783622,1.66174764,1.67876766,1.06884870,0.00280580,0.47241772,0.00000000
