energy_ev,total_up,As_p_up,As_d_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,4.17062773,1.33256688,0.00000000,2.17622511,1.45109389,0.73515875,0.00000000
-5.99399700,4.10916489,1.32170247,0.00000000,2.16544639,1.43492648,0.71466288,0.00000000
-5.98799400,4.03338589,1.30651798,0.00000000,2.14729525,1.41378945,0.69126320,0.00000000
-5.98199100,3.94521703,1.28749411,0.00000000,2.12252855,1.38827562,0.66547446,0.00000000
-5.97598799,3.84666121,1.26513327,0.00000000,2.09195508,1.35900454,0.63783227,0.00000000
-5.96998499,3.73972427,1.23993931,0.00000000,2.05640020,1.32659929,0.60887482,0.00000000
-5.96398199,3.62634769,1.21239927,0.00000000,2.01667301,1.29166549,0.57912555,0.00000000
-5.95797899,3.50835014,1.18296779,0.00000000,1.97353711,1.25477317,0.54907756,0.00000000
-5.95197599,3.38738028,1.15205484,0.00000000,1.92768661,1.21644231,0.51918023,0.00000000
-5.94597299,3.26488193,1.12001705,0.00000000,1.87972782,1.17713250,0.48982861,0.00000000
-5.93996998,3.14207260,1.08715284,0.00000000,1.83016762,1.13723682,0.46135580,0.00000000
-5.93396698,3.01993513,1.05370135,0.00000000,1.77940814,1.09708000,0.43402850,0.00000000
-5.92796398,2.89922181,1.01984475,0.00000000,1.72774802,1.05692056,0.40804574,0.00000000
-5.92196098,2.78046976,0.98571366,0.00000000,1.67538928,1.01695653,0.38354046,0.00000000
-5.91595798,2.66402567,0.95139509,0.00000000,1.62244932,0.97733411,0.36058384,0.00000000
-5.90995498,2.55007800,0.91694219,0.00000000,1.56897670,0.93815861,0.33919182,0.00000000
-5.90395198,2.43869422,0.88238519,0.00000000,1.51496980,0.89950695,0.31933335,0.00000000
-5.89794897,2.32986073,0.84774288,0.00000000,1.46039687,0.86144090,0.30093991,0.00000000
-5.89194597,2.22352338,0.81303382,0.00000000,1.40521643,0.82402035,0.28391566,0.00000000
-5.88594297,2.11962630,0.77828678,0.00000000,1.34939671,0.78731597,0.26814781,0.00000000
-5.87993997,2.01814731,0.74354996,0.00000000,1.29293316,0.75142062,0.25351659,0.00000000
-5.87393697,1.91912844,0.70889844,0.00000000,1.23586324,0.71645902,0.23990453,0.00000000
-5.86793397,1.82270048,0.67443966,0.00000000,1.17827773,0.68259544,0.22720465,0.00000000
-5.86193097,1.72910073,0.64031678,0.00000000,1.12032820,0.65003898,0.21532726,0.00000000
-5.85592796,1.63868374,0.60670986,0.00000000,1.06223056,0.61904649,0.20420537,0.00000000
-5.84992496,1.55192496,0.57383483,0.00000000,1.00426453,0.58992296,0.19379840,0.00000000
-5.84392196,1.46941768,0.54194056,0.00000000,0.94676948,0.56301963,0.18409434,0.00000000
-5.83791896,1.39186373,0.51130416,0.00000000,0.89013693,0.53872976,0.17511047,0.00000000
-5.83191596,1.32005879,0.48222469,0.00000000,0.83480026,0.51748241,0.16689261,0.00000000
-5.82591296,1.25487315,0.45501588,0.00000000,0.78122234,0.49973447,0.15951320,0.00000000
-5.81990995,1.19722883,0.42999789,0.00000000,0.72988171,0.48596108,0.15306831,0.00000000
-5.81390695,1.14807407,0.40748863,0.00000000,0.68125807,0.47664490,0.14767389,0.00000000
-5.80790395,1.10835613,0.38779489,0.00000000,0.63581760,0.47226435,0.14346128,0.00000000
-5.80190095,1.07899315,0.37120361,0.00000000,0.59399899,0.47328115,0.14057237,0.00000000
-5.79589795,1.06084603,0.35797348,0.00000000,0.55620038,0.48012742,0.13915443,0.00000000
-5.78989495,1.05469075,0.34832720,0.00000000,0.52276797,0.49319259,0.13935474,0.00000000
-5.78389195,1.06119193,0.34244444,0.00000000,0.49398634,0.51281022,0.14131527,0.00000000
-5.77788894,1.08087791,0.34045574,0.00000000,0.47007082,0.53924522,0.14516731,0.00000000
-5.77188594,1.11411784,0.34243740,0.00000000,0.45116200,0.57268134,0.15102626,0.00000000
-5.76588294,1.16110114,0.34840744,0.00000000,0.43732237,0.61320953,0.15898662,0.00000000
-5.75987994,1.22181944,0.35832264,0.00000000,0.42853490,0.66081707,0.16911712,0.00000000
-5.75387694,1.29605163,0.37207674,0.00000000,0.42470362,0.71537808,0.18145621,0.00000000
-5.74787394,1.38335203,0.38949973,0.00000000,0.42565583,0.77664539,0.19600784,0.00000000
-5.74187094,1.48304217,0.41035832,0.00000000,0.43114579,0.84424434,0.21273776,0.00000000
-5.73586793,1.59420666,0.43435757,0.00000000,0.44085973,0.91766872,0.23157027,0.00000000
-5.72986493,1.71569343,0.46114363,0.00000000,0.45442191,0.99627931,0.25238573,0.00000000
-5.72386193,1.84611885,0.49030773,0.00000000,0.47140161,1.07930521,0.27501887,0.00000000
-5.71785893,1.98387831,0.52139128,0.00000000,0.49132085,1.16584857,0.29925809,0.00000000
-5.71185593,2.12716249,0.55389219,0.00000000,0.51366284,1.25489274,0.32484596,0.00000000
-5.70585293,2.27397989,0.58727244,0.00000000,0.53788099,1.34531432,0.35148101,0.00000000
-5.69984992,2.42218559,0.62096673,0.00000000,0.56340851,1.43589901,0.37882096,0.00000000
-5.69384692,2.56951654,0.65439232,0.00000000,0.58966853,1.52536152,0.40648756,0.00000000
-5.68784392,2.71363298,0.68695988,0.00000000,0.61608481,1.61236921,0.43407299,0.00000000
-5.68184092,2.85216571,0.71808527,0.00000000,0.64209296,1.69556924,0.46114784,0.00000000
-5.67583792,2.98276831,0.74720205,0.00000000,0.66715210,1.77361880,0.48727057,0.00000000
-5.66983492,3.10317336,0.77377442,0.00000000,0.69075702,1.84521762,0.51199833,0.00000000
-5.66383192,3.21125131,0.79731055,0.00000000,0.71245058,1.90914205,0.53489875,0.00000000
-5.65782891,3.30507024,0.81737554,0.00000000,0.73183625,1.96427967,0.55556255,0.00000000
-5.65182591,3.38295484,0.83360415,0.00000000,0.74859061,2.00966326,0.57361638,0.00000000
-5.64582291,3.44354251,0.84571242,0.00000000,0.76247539,2.04450302,0.58873564,0.00000000
-5.63981991,3.48583453,0.85350811,0.00000000,0.77334886,2.06821576,0.60065665,0.00000000
-5.63381691,3.50924019,0.85689937,0.00000000,0.78117610,2.08044988,0.60918782,0.00000000
-5.62781391,3.51361214,0.85590131,0.00000000,0.78603777,2.08110502,0.61421925,0.00000000
-5.62181091,3.49927112,0.85064014,0.00000000,0.78813694,2.07034546,0.61573044,0.00000000
-5.61580790,3.46701880,0.84135457,0.00000000,0.78780356,2.04860650,0.61379572,0.00000000
-5.60980490,3.41813775,0.82839426,0.00000000,0.78549622,2.01659328,0.60858715,0.00000000
-5.60380190,3.35437801,0.81221535,0.00000000,0.78180070,1.97527194,0.60037470,0.00000000
-5.59779890,3.27793034,0.79337282,0.00000000,0.77742524,1.92585298,0.58952370,0.00000000
-5.59179590,3.19138636,0.77251002,0.00000000,0.77319202,1.86976740,0.57648949,0.00000000
-5.58579290,3.09768683,0.75034537,0.00000000,0.77002498,1.80863607,0.56180955,0.00000000
-5.57978989,3.00005902,0.72765668,0.00000000,0.76893383,1.74423335,0.54609322,0.00000000
-5.57378689,2.90194508,0.70526330,0.00000000,0.77099422,1.67844589,0.53000925,0.00000000
-5.56778389,2.80692314,0.68400672,0.00000000,0.77732458,1.61322790,0.51427168,0.00000000
-5.56178089,2.71862327,0.66472991,0.00000000,0.78905958,1.55055421,0.49962419,0.00000000
-5.55577789,2.64064050,0.64825612,0.00000000,0.80732094,1.49237234,0.48682342,0.00000000
-5.54977489,2.57644691,0.63536746,0.00000000,0.83318604,1.44055506,0.47662165,0.00000000
-5.54377189,2.52930509,0.62678414,0.00000000,0.86765503,1.39685449,0.46974899,0.00000000
-5.53776888,2.50218478,0.62314451,0.00000000,0.91161726,1.36285905,0.46689561,0.00000000
-5.53176588,2.49768481,0.62498677,0.00000000,0.96581795,1.33995417,0.46869425,0.00000000
-5.52576288,2.51796180,0.63273272,0.00000000,1.03082610,1.32928782,0.47570323,0.00000000
-5.51975988,2.56466759,0.64667390,0.00000000,1.10700469,1.33174141,0.48839033,0.00000000
-5.51375688,2.63889652,0.66696074,0.00000000,1.19448430,1.34790685,0.50711779,0.00000000
-5.50775388,2.74114417,0.69359504,0.00000000,1.29314123,1.37807025,0.53212878,0.00000000
-5.50175088,2.87127874,0.72642589,0.00000000,1.40258131,1.42220265,0.56353561,0.00000000
-5.49574787,3.02852609,0.76514966,0.00000000,1.52213020,1.47995800,0.60131016,0.00000000
-5.48974487,3.21146948,0.80931377,0.00000000,1.65083131,1.55067868,0.64527671,0.00000000
-5.48374187,3.41806473,0.85832472,0.00000000,1.78745174,1.63340856,0.69510791,0.00000000
-5.47773887,3.64567126,0.91146000,0.00000000,1.93049693,1.72691350,0.75032390,0.00000000
-5.47173587,3.89109928,0.96788403,0.00000000,2.07823408,1.82970913,0.81029528,0.00000000
-5.46573287,4.15067273,1.02666753,0.00000000,2.22872412,1.94009547,0.87425010,0.00000000
-5.45972986,4.42030746,1.08681018,0.00000000,2.37986182,2.05619792,0.94128512,0.00000000
-5.45372686,4.69560327,1.14726587,0.00000000,2.52942318,2.17601361,1.01038138,0.00000000
-5.44772386,4.97194818,1.20696985,0.00000000,2.67511874,2.29746243,1.08042419,0.00000000
-5.44172086,5.24463229,1.26486711,0.00000000,2.81465143,2.41844120,1.15022705,0.00000000
-5.43571786,5.50896863,1.31994101,0.00000000,2.94577702,2.53687981,1.21855929,0.00000000
-5.42971486,5.76041719,1.37124122,0.00000000,3.06636521,2.65079763,1.28417653,0.00000000
-5.42371186,5.99470865,1.41791020,0.00000000,3.17445907,2.75835850,1.34585334,0.00000000
-5.41770885,6.20796351,1.45920694,0.00000000,3.26833080,2.85792258,1.40241693,0.00000000
