energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.63981991,1.84249817,0.00070962,0.15233250,0.27077332,0.23567486,0.33367886,1.09672854,0.00853150,0.39354386
-5.63381691,1.76624591,0.00071611,0.14515066,0.25913329,0.21910242,0.31968546,1.06213903,0.00817266,0.36868800
-5.62781391,1.68736424,0.00071939,0.13787891,0.24711818,0.20295475,0.30503824,1.02495622,0.00777377,0.34415419
-5.62181091,1.60632856,0.00071925,0.13053113,0.23480012,0.18731716,0.28982205,0.98542613,0.00734227,0.32007761
-5.61580790,1.52367262,0.00071555,0.12313075,0.22226117,0.17227016,0.27414346,0.94383830,0.00688588,0.29659454
-5.60980490,1.43997126,0.00070823,0.11570889,0.20959052,0.15788754,0.25812550,0.90051687,0.00641240,0.27383834
-5.60380190,1.35582372,0.00069731,0.10830238,0.19688177,0.14423484,0.24190224,0.85581180,0.00592947,0.25193604
-5.59779890,1.27183798,0.00068285,0.10095190,0.18423021,0.13136832,0.22561347,0.81009029,0.00544437,0.23100529
-5.59179590,1.18861655,0.00066501,0.09370004,0.17173039,0.11933434,0.20939974,0.76372864,0.00496387,0.21115189
-5.58579290,1.10674385,0.00064399,0.08658961,0.15947388,0.10816916,0.19339785,0.71710473,0.00449405,0.19246802
-5.57978989,1.02677552,0.00062007,0.07966212,0.14754739,0.09789910,0.17773700,0.67059109,0.00404023,0.17503101
-5.57378689,0.94922946,0.00059355,0.07295649,0.13603111,0.08854100,0.16253557,0.62454866,0.00360687,0.15890266
-5.56778389,0.87457868,0.00056481,0.06650798,0.12499749,0.08010298,0.14789876,0.57932124,0.00319754,0.14412916
-5.56178089,0.80324590,0.00053423,0.06034744,0.11451031,0.07258527,0.13391688,0.53523056,0.00281496,0.13074139
-5.55577789,0.73559961,0.00050223,0.05450076,0.10462399,0.06598121,0.12066443,0.49257212,0.00246096,0.11875556
-5.54977489,0.67195162,0.00046924,0.04898859,0.09538328,0.06027838,0.10819982,0.45161158,0.00213660,0.10817426
-5.54377189,0.61255590,0.00043568,0.04382627,0.08682313,0.05545959,0.09656572,0.41258190,0.00184220,0.09898753
-5.53776888,0.55760849,0.00040196,0.03902398,0.07896884,0.05150400,0.08578985,0.37568110,0.00157746,0.09117428
-5.53176588,0.50724859,0.00036849,0.03458702,0.07183635,0.04838820,0.07588626,0.34107071,0.00134151,0.08470361
-5.52576288,0.46156055,0.00033564,0.03051623,0.06543277,0.04608715,0.06685685,0.30887497,0.00113307,0.07953635
-5.51975988,0.42057680,0.00030372,0.02680851,0.05975702,0.04457527,0.05869317,0.27918073,0.00095053,0.07562657
-5.51375688,0.38428176,0.00027305,0.02345745,0.05480060,0.04382740,0.05137830,0.25203803,0.00079200,0.07292312
-5.50775388,0.35261645,0.00024385,0.02045392,0.05054850,0.04381981,0.04488884,0.22746153,0.00065547,0.07137122
-5.50175088,0.32548396,0.00021632,0.01778679,0.04698020,0.04453126,0.03919683,0.20543256,0.00053885,0.07091411
-5.49574787,0.30275564,0.00019062,0.01544355,0.04407078,0.04594407,0.03427165,0.18590185,0.00044004,0.07149475
-5.48974487,0.28427780,0.00016685,0.01341094,0.04179201,0.04804520,0.03008179,0.16879289,0.00035697,0.07305752
-5.48374187,0.26987896,0.00014505,0.01167558,0.04011361,0.05082739,0.02659644,0.15400574,0.00028768,0.07555002
-5.47773887,0.25937723,0.00012524,0.01022450,0.03900440,0.05429023,0.02378691,0.14142126,0.00023033,0.07892480
-5.47173587,0.25258781,0.00010740,0.00904558,0.03843351,0.05844118,0.02162785,0.13090559,0.00018321,0.08314108
-5.46573287,0.24933019,0.00009146,0.00812804,0.03837150,0.06329648,0.02009822,0.12231466,0.00014480,0.08816638
-5.45972986,0.24943481,0.00007736,0.00746267,0.03879139,0.06888176,0.01918196,0.11549873,0.00011372,0.09397789
-5.45372686,0.25274893,0.00006498,0.00704208,0.03966957,0.07523243,0.01886847,0.11030666,0.00008874,0.10056360
-5.44772386,0.25914121,0.00005420,0.00686083,0.04098649,0.08239359,0.01915274,0.10658978,0.00006882,0.10792298
-5.44172086,0.26850504,0.00004489,0.00691545,0.04272714,0.09041946,0.02003523,0.10420533,0.00005303,0.11606718
-5.43571786,0.28076001,0.00003692,0.00720433,0.04488131,0.09937225,0.02152142,0.10301924,0.00004062,0.12501860
-5.42971486,0.29585158,0.00003016,0.00772751,0.04744347,0.10932031,0.02362112,0.10290823,0.00003093,0.13480983
-5.42371186,0.31374882,0.00002446,0.00848643,0.05041241,0.12033566,0.02634747,0.10376114,0.00002340,0.14548176
-5.41770885,0.33444006,0.00001970,0.00948347,0.05379056,0.13249081,0.02971567,0.10547956,0.00001761,0.15708098
-5.41170585,0.35792678,0.00001575,0.01072153,0.05758298,0.14585493,0.03374151,0.10797764,0.00001317,0.16965650
-5.40570285,0.38421568,0.00001251,0.01220342,0.06179614,0.16048946,0.03843976,0.11118133,0.00000979,0.18325574
-5.39969985,0.41330953,0.00000986,0.01393130,0.06643638,0.17644333,0.04382232,0.11502695,0.00000724,0.19792004
-5.39369685,0.44519705,0.00000772,0.01590602,0.07150832,0.19374796,0.04989642,0.11945938,0.00000533,0.21367989
-5.38769385,0.47984238,0.00000600,0.01812650,0.07701310,0.21241221,0.05666278,0.12442989,0.00000390,0.23054993
-5.38169085,0.51717483,0.00000463,0.02058910,0.08294674,0.23241765,0.06411388,0.12989388,0.00000284,0.24852421
-5.37568784,0.55707936,0.00000355,0.02328707,0.08929847,0.25371435,0.07223238,0.13580863,0.00000207,0.26757181
-5.36968484,0.59938865,0.00000271,0.02621010,0.09604942,0.27621746,0.08098992,0.14213124,0.00000151,0.28763322
-5.36368184,0.64387713,0.00000205,0.02934396,0.10317151,0.29980494,0.09034609,0.14881694,0.00000111,0.30861764
-5.35767884,0.69025766,0.00000154,0.03267024,0.11062680,0.32431659,0.10024805,0.15581787,0.00000084,0.33040162
-5.35167584,0.73818125,0.00000116,0.03616640,0.11836725,0.34955459,0.11063045,0.16308239,0.00000067,0.35282898
-5.34567284,0.78723991,0.00000087,0.03980582,0.12633505,0.37528572,0.12141602,0.17055513,0.00000057,0.37571243
-5.33966983,0.83697302,0.00000066,0.04355813,0.13446341,0.40124523,0.13251660,0.17817750,0.00000055,0.39883665
-5.33366683,0.88687683,0.00000051,0.04738978,0.14267794,0.42714235,0.14383476,0.18588902,0.00000060,0.42196300
-5.32766383,0.93641688,0.00000041,0.05126462,0.15089845,0.45266730,0.15526594,0.19362897,0.00000071,0.44483560
-5.32166083,0.98504299,0.00000035,0.05514482,0.15904115,0.47749957,0.16670093,0.20133863,0.00000091,0.46718862
-5.31565783,1.03220595,0.00000033,0.05899173,0.16702124,0.50131711,0.17802875,0.20896367,0.00000121,0.48875446
-5.30965483,1.07737523,0.00000034,0.06276700,0.17475557,0.52380609,0.18913968,0.21645670,0.00000164,0.50927235
-5.30365183,1.12005681,0.00000039,0.06643357,0.18216544,0.54467077,0.19992842,0.22377972,0.00000223,0.52849718
-5.29764882,1.15981030,0.00000048,0.06995679,0.18917922,0.56364307,0.21029712,0.23090631,0.00000304,0.54620783
-5.29164582,1.19626425,0.00000061,0.07330534,0.19573484,0.58049125,0.22015819,0.23782349,0.00000411,0.56221486
-5.28564282,1.22912909,0.00000080,0.07645217,0.20178177,0.59502740,0.22943678,0.24453291,0.00000554,0.57636688
-5.27963982,1.25820680,0.00000104,0.07937519,0.20728265,0.60711340,0.23807272,0.25105154,0.00000741,0.58855554
-5.27363682,1.28339698,0.00000137,0.08205780,0.21221425,0.61666481,0.24602188,0.25741165,0.00000985,0.59871862
-5.26763382,1.30469887,0.00000179,0.08448922,0.21656787,0.62365285,0.25325693,0.26366011,0.00001302,0.60684123
-5.26163082,1.32220939,0.00000233,0.08666459,0.22034908,0.62810408,0.25976735,0.26985713,0.00001708,0.61295506
-5.25562781,1.33611730,0.00000301,0.08858479,0.22357684,0.63009800,0.26555875,0.27607447,0.00002225,0.61713559
-5.24962481,1.34669386,0.00000387,0.09025610,0.22628204,0.62976268,0.27065163,0.28239327,0.00002879,0.61949766
-5.24362181,1.35428059,0.00000494,0.09168968,0.22850560,0.62726858,0.27507955,0.28890171,0.00003700,0.62018942
-5.23761881,1.35927487,0.00000626,0.09290077,0.23029619,0.62282106,0.27888681,0.29569255,0.00004723,0.61938517
-5.23161581,1.36211410,0.00000787,0.09390792,0.23170771,0.61665186,0.28212588,0.30286089,0.00005988,0.61727745
-5.22561281,1.36325942,0.00000983,0.09473206,0.23279668,0.60900999,0.28485460,0.31050210,0.00007540,0.61406868
-5.21960980,1.36317962,0.00001220,0.09539554,0.23361963,0.60015261,0.28713339,0.31871010,0.00009430,0.60996298
-5.21360680,1.36233612,0.00001502,0.09592120,0.23423075,0.59033611,0.28902252,0.32757619,0.00011714,0.60515832
-5.20760380,1.36116953,0.00001837,0.09633152,0.23467968,0.57980797,0.29057955,0.33718813,0.00014454,0.59983958
-5.20160080,1.36008832,0.00002229,0.09664778,0.23500976,0.56879960,0.29185722,0.34762970,0.00017716,0.59417255
-5.19559780,1.35945973,0.00002687,0.09688943,0.23525661,0.55752043,0.29290154,0.35898056,0.00021569,0.58829934
-5.18959480,1.35960317,0.00003215,0.09707351,0.23544724,0.54615340,0.29375041,0.37131619,0.00026085,0.58233500
-5.18359180,1.36078584,0.00003819,0.09721422,0.23559951,0.53485195,0.29443263,0.38470783,0.00031338,0.57636566
-5.17758879,1.36322047,0.00004505,0.09732269,0.23572205,0.52373834,0.29496735,0.39922226,0.00037402,0.57044797
-5.17158579,1.36706480,0.00005276,0.09740677,0.23581461,0.51290342,0.29536392,0.41492111,0.00044347,0.56460974
-5.16558279,1.37242239,0.00006134,0.09747100,0.23586865,0.50240752,0.29562200,0.43185980,0.00052239,0.55885170
-5.15957979,1.37934437,0.00007081,0.09751672,0.23586825,0.49228235,0.29573213,0.45008570,0.00061137,0.55315009
-5.15357679,1.38783184,0.00008115,0.09754218,0.23579122,0.48253374,0.29567641,0.46963581,0.00071090,0.54745995
-5.14757379,1.39783850,0.00009235,0.09754280,0.23561040,0.47314483,0.29542944,0.49053371,0.00082136,0.54171887
-5.14157079,1.40927343,0.00010433,0.09751146,0.23529496,0.46407981,0.29495947,0.51278606,0.00094297,0.53585100
-5.13556778,1.42200390,0.00011703,0.09743888,0.23481186,0.45528773,0.29422961,0.53637880,0.00107580,0.52977122
-5.12956478,1.43585820,0.00013034,0.09731403,0.23412734,0.44670638,0.29319920,0.56127323,0.00121970,0.52338925
-5.12356178,1.45062875,0.00014412,0.09712459,0.23320832,0.43826618,0.29182529,0.58740240,0.00137434,0.51661371
-5.11755878,1.46607547,0.00015822,0.09685750,0.23202392,0.42989387,0.29006419,0.61466798,0.00153917,0.50935592
-5.11155578,1.48192989,0.00017247,0.09649948,0.23054687,0.42151602,0.28787311,0.64293804,0.00171344,0.50153357
-5.10555278,1.49790003,0.00018665,0.09603767,0.22875494,0.41306229,0.28521188,0.67204598,0.00189618,0.49307399
-5.09954977,1.51367636,0.00020056,0.09546020,0.22663227,0.40446850,0.28204462,0.70179091,0.00208623,0.48391723
-5.09354677,1.52893878,0.00021397,0.09475693,0.22417065,0.39567931,0.27834158,0.73193955,0.00228227,0.47401873
-5.08754377,1.54336486,0.00022665,0.09391997,0.22137066,0.38665070,0.27408078,0.76222982,0.00248281,0.46335168
-5.08154077,1.55663889,0.00023838,0.09294440,0.21824267,0.37735209,0.26924959,0.79237597,0.00268631,0.45190892
-5.07553777,1.56846176,0.00024892,0.09182877,0.21480758,0.36776806,0.26384624,0.82207523,0.00289112,0.43970439
-5.06953477,1.57856106,0.00025808,0.09057558,0.21109736,0.35789965,0.25788095,0.85101556,0.00309562,0.42677406
-5.06353177,1.58670098,0.00026568,0.08919169,0.20715517,0.34776524,0.25137687,0.87888426,0.00329821,0.41317628
-5.05752876,1.59269157,0.00027155,0.08768849,0.20303517,0.33740080,0.24437058,0.90537698,0.00349738,0.39899150
-5.05152576,1.59639649,0.00027558,0.08608200,0.19880191,0.32685962,0.23691223,0.93020652,0.00369175,0.38432132
-5.04552276,1.59773901,0.00027769,0.08439278,0.19452917,0.31621141,0.22906515,0.95311119,0.00388012,0.36928676
-5.03951976,1.59670551,0.00027782,0.08264554,0.19029847,0.30554072,0.22090505,0.97386199,0.00406148,0.35402603
-5.03351676,1.59334626,0.00027599,0.08086872,0.18619705,0.29494477,0.21251871,0.99226835,0.00423505,0.33869140
-5.02751376,1.58777315,0.00027222,0.07909373,0.18231545,0.28453066,0.20400216,1.00818206,0.00440028,0.32344566
-5.02151076,1.58015434,0.00026661,0.07735412,0.17874476,0.27441204,0.19545861,1.02149920,0.00455682,0.30845798
-5.01550775,1.57070605,0.00025926,0.07568456,0.17557361,0.26470543,0.18699585,1.03215993,0.00470456,0.29389946
-5.00950475,1.55968166,0.00025034,0.07411972,0.17288502,0.25552612,0.17872356,1.04014626,0.00484355,0.27993831
-5.00350175,1.54735879,0.00024001,0.07269308,0.17075317,0.24698405,0.17075035,1.04547804,0.00497398,0.26673517
-4.99749875,1.53402499,0.00022849,0.07143574,0.16924037,0.23917969,0.16318083,1.04820731,0.00509612,0.25443831
-4.99149575,1.51996277,0.00021599,0.07037522,0.16839424,0.23220007,0.15611265,1.04841175,0.00521028,0.24317926
-4.98549275,1.50543496,0.00020273,0.06953447,0.16824532,0.22611529,0.14963383,1.04618737,0.00531677,0.23306884
-4.97948974,1.49067113,0.00018895,0.06893084,0.16880520,0.22097554,0.14382022,1.04164136,0.00541582,0.22419376
-4.97348674,1.47585610,0.00017487,0.06857544,0.17006534,0.21680888,0.13873341,1.03488532,0.00550754,0.21661402
-4.96748374,1.46112118,0.00016071,0.06847258,0.17199664,0.21361976,0.13441908,1.02602962,0.00559194,0.21036109
-4.96148074,1.44653880,0.00014666,0.06861958,0.17454982,0.21138863,0.13090582,1.01517915,0.00566884,0.20543714
-4.95547774,1.43212091,0.00013291,0.06900685,0.17765670,0.21007241,0.12820455,1.00243094,0.00573794,0.20181511
-4.94947474,1.41782155,0.00011962,0.06961822,0.18123224,0.20960600,0.12630849,0.98787368,0.00579879,0.19943988
-4.94347174,1.40354331,0.00010691,0.07043170,0.18517752,0.20990475,0.12519376,0.97158923,0.00585086,0.19823040
-4.93746873,1.38914765,0.00009489,0.07142039,0.18938329,0.21086785,0.12482058,0.95365610,0.00589360,0.19808267
-4.93146573,1.37446840,0.00008366,0.07255373,0.19373420,0.21238243,0.12513496,0.93415448,0.00592648,0.19887364
-4.92546273,1.35932794,0.00007326,0.07379894,0.19811341,0.21432827,0.12607096,0.91317249,0.00594910,0.20046569
-4.91945973,1.34355494,0.00006374,0.07512261,0.20240745,0.21658298,0.12755335,0.89081320,0.00596128,0.20271172
-4.91345673,1.32700283,0.00005510,0.07649236,0.20651105,0.21902730,0.12950056,0.86720175,0.00596313,0.20546058
-4.90745373,1.30956785,0.00004735,0.07787850,0.21033178,0.22155043,0.13182784,0.84249209,0.00595514,0.20856255
-4.90145073,1.29120559,0.00004045,0.07925565,0.21379428,0.22405501,0.13445060,0.81687258,0.00593827,0.21187487
-4.89544772,1.27194493,0.00003438,0.08060413,0.21684374,0.22646167,0.13728748,0.79057012,0.00591397,0.21526684
-4.88944472,1.25189854,0.00002910,0.08191117,0.21944861,0.22871273,0.14026341,0.76385214,0.00588425,0.21862451
-4.88344172,1.23126904,0.00002455,0.08317172,0.22160226,0.23077513,0.14331221,0.73702623,0.00585162,0.22185453
-4.87743872,1.21035039,0.00002067,0.08438897,0.22332345,0.23264211,0.14637870,0.71043724,0.00581912,0.22488718
-4.87143572,1.18952402,0.00001742,0.08557437,0.22465568,0.23433381,0.14942023,0.68446163,0.00579022,0.22767828
-4.86543272,1.16924983,0.00001472,0.08674726,0.22566526,0.23589652,0.15240754,0.65949937,0.00576873,0.23020997
-4.85942971,1.15005212,0.00001253,0.08793395,0.22643825,0.23740076,0.15532479,0.63596348,0.00575869,0.23249027
-4.85342671,1.13250104,0.00001078,0.08916646,0.22707630,0.23893804,0.15816889,0.61426773,0.00576419,0.23455141
-4.84742371,1.11719025,0.00000943,0.09048084,0.22769166,0.24061661,0.16094803,0.59481294,0.00578922,0.23644702
-4.84142071,1.10471176,0.00000842,0.09191513,0.22840146,0.24255620,0.16367960,0.57797243,0.00583751,0.23824827
-4.83541771,1.09562905,0.00000770,0.09350708,0.22932163,0.24488214,0.16638739,0.56407745,0.00591230,0.24003917
-4.82941471,1.09044972,0.00000724,0.09529183,0.23056066,0.24771888,0.16909854,0.55340311,0.00601617,0.24191120
-4.82341171,1.08959905,0.00000700,0.09729944,0.23221357,0.25118349,0.17184007,0.54615545,0.00615091,0.24395758
-4.81740870,1.09339560,0.00000694,0.09955261,0.23435633,0.25537914,0.17463550,0.54246055,0.00631732,0.24626739
-4.81140570,1.10203028,0.00000703,0.10206464,0.23704105,0.26038911,0.17750150,0.54235594,0.00651516,0.24891991
-4.80540270,1.11554980,0.00000724,0.10483768,0.24029223,0.26627144,0.18044499,0.54578494,0.00674301,0.25197946
-4.79939970,1.13384562,0.00000755,0.10786148,0.24410420,0.27305460,0.18346077,0.55259431,0.00699831,0.25549089
-4.79339670,1.15664899,0.00000794,0.11111266,0.24843991,0.28073432,0.18652988,0.56253532,0.00727733,0.25947616
-4.78739370,1.18353246,0.00000839,0.11455458,0.25323127,0.28927181,0.18961882,0.57526841,0.00757524,0.26393197
-4.78139070,1.21391816,0.00000887,0.11813787,0.25838083,0.29859342,0.19267969,0.59037136,0.00788625,0.26882871
-4.77538769,1.24709261,0.00000939,0.12180154,0.26376501,0.30859192,0.19565130,0.60735077,0.00820376,0.27411082
-4.76938469,1.28222760,0.00000992,0.12547473,0.26923848,0.31912910,0.19846124,0.62565645,0.00852056,0.27969837
-4.76338169,1.31840645,0.00001045,0.12907901,0.27463968,0.33004001,0.20102872,0.64469830,0.00882904,0.28548998
-4.75737869,1.35465474,0.00001099,0.13253108,0.27979719,0.34113825,0.20326824,0.66386516,0.00912148,0.29136687
-4.75137569,1.38997420,0.00001153,0.13574588,0.28453653,0.35222247,0.20509366,0.68254487,0.00939031,0.29719781
-4.74537269,1.42337858,0.00001207,0.13863982,0.28868733,0.36308360,0.20642272,0.70014484,0.00962836,0.30284483
-4.73936968,1.45393004,0.00001262,0.14113412,0.29209024,0.37351262,0.20718150,0.71611249,0.00982914,0.30816930
-4.73336668,1.48077456,0.00001320,0.14315806,0.29460352,0.38330855,0.20730887,0.72995472,0.00998707,0.31303823
-4.72736368,1.50317502,0.00001381,0.14465196,0.29610891,0.39228632,0.20676041,0.74125568,0.01009772,0.31733042
-4.72136068,1.52054066,0.00001450,0.14556979,0.29651645,0.40028427,0.20551184,0.74969226,0.01015794,0.32094219
-4.71535768,1.53245164,0.00001528,0.14588135,0.29576827,0.40717086,0.20356161,0.75504667,0.01016601,0.32379245
-4.70935468,1.53867780,0.00001619,0.14557374,0.29384094,0.41285046,0.20093251,0.75721561,0.01012170,0.32582693
-4.70335168,1.53919083,0.00001728,0.14465224,0.29074652,0.41726792,0.19767235,0.75621573,0.01002631,0.32702129
-4.69734867,1.53416932,0.00001860,0.14314052,0.28653219,0.42041172,0.19385351,0.75218507,0.00988258,0.32738308
-4.69134567,1.52399657,0.00002020,0.14108007,0.28127852,0.42231556,0.18957140,0.74538051,0.00969468,0.32695237
-4.68534267,1.50925090,0.00002215,0.13852891,0.27509650,0.42305834,0.18494195,0.73617111,0.00946799,0.32580111
-4.67933967,1.49068912,0.00002451,0.13555981,0.26812351,0.42276245,0.18009821,0.72502768,0.00920895,0.32403115
-4.67333667,1.46922333,0.00002735,0.13225772,0.26051832,0.42159039,0.17518603,0.71250876,0.00892483,0.32177104
-4.66733367,1.44589194,0.00003075,0.12871695,0.25245549,0.41973983,0.17035932,0.69924352,0.00862348,0.31917163
-4.66133067,1.42182588,0.00003477,0.12503779,0.24411926,0.41743722,0.16577473,0.68591198,0.00831307,0.31640077
-4.65532766,1.39821093,0.00003949,0.12132309,0.23569731,0.41493008,0.16158617,0.67322329,0.00800178,0.31363707
-4.64932466,1.37624745,0.00004497,0.11767456,0.22737441,0.41247828,0.15793928,0.66189256,0.00769757,0.31106319
-4.64332166,1.35710885,0.00005128,0.11418926,0.21932646,0.41034456,0.15496607,0.65261709,0.00740789,0.30885860
