energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,3.97872913,0.00394238,1.12793315,3.71134661,1.18996959,1.04490199,0.00000000
-5.99399700,3.98149958,0.00411373,1.11554436,3.71835299,1.18944883,1.06234889,0.00000000
-5.98799400,3.98986098,0.00429048,1.10500693,3.73212415,1.19052742,1.08075801,0.00000000
-5.98199100,4.00202378,0.00446821,1.09590277,3.75044834,1.19270400,1.09956168,0.00000000
-5.97598799,4.01610273,0.00464228,1.08778959,3.77102769,1.19544756,1.11817254,0.00000000
-5.96998499,4.03019792,0.00480798,1.08022287,3.79157870,1.19821886,1.13600549,0.00000000
-5.96398199,4.04247558,0.00496073,1.07277753,3.80992908,1.20049252,1.15249940,0.00000000
-5.95797899,4.05124543,0.00509620,1.06506842,3.82410686,1.20177912,1.16713753,0.00000000
-5.95197599,4.05503127,0.00521053,1.05676874,3.83241800,1.20164624,1.17946588,0.00000000
-5.94597299,4.05263170,0.00530039,1.04762568,3.83350954,1.19973757,1.18910853,0.00000000
-5.93996998,4.04316857,0.00536318,1.03747263,3.82641560,1.19578935,1.19577942,0.00000000
-5.93396698,4.02612089,0.00539712,1.02623737,3.81058500,1.18964312,1.19929006,0.00000000
-5.92796398,4.00134291,0.00540131,1.01394599,3.78588951,1.18125432,1.19955285,0.00000000
-5.92196098,3.96906554,0.00537579,1.00072220,3.75261305,1.17069609,1.19658014,0.00000000
-5.91595798,3.92988134,0.00532157,0.98678227,3.71142294,1.15815812,1.19047898,0.00000000
-5.90995498,3.88471378,0.00524059,0.97242558,3.66332513,1.14394041,1.18144226,0.00000000
-5.90395198,3.83477246,0.00513572,0.95802137,3.60960592,1.12844213,1.16973660,0.00000000
-5.89794897,3.78149661,0.00501065,0.94399212,3.55176346,1.11214613,1.15568801,0.00000000
-5.89194597,3.72648955,0.00486980,0.93079445,3.49143251,1.09559962,1.13966590,0.00000000
-5.88594297,3.67144733,0.00471823,0.91889824,3.43030618,1.07939188,1.12206663,0.00000000
-5.87993997,3.61808509,0.00456148,0.90876496,3.37005843,1.06413013,1.10329733,0.00000000
-5.87393697,3.56806427,0.00440546,0.90082625,3.31227079,1.05041452,1.08376079,0.00000000
-5.86793397,3.52292429,0.00425625,0.89546349,3.25836654,1.03881332,1.06384228,0.00000000
-5.86193097,3.48402123,0.00411998,0.89298950,3.20955483,1.02983962,1.04389853,0.00000000
-5.85592796,3.45247638,0.00400270,0.89363301,3.16678699,1.02393027,1.02424953,0.00000000
-5.84992496,3.42913610,0.00391019,0.89752654,3.13072602,1.02142818,1.00517295,0.00000000
-5.84392196,3.41454459,0.00384784,0.90469835,3.10173025,1.02256855,0.98690135,0.00000000
-5.83791896,3.40892986,0.00382052,0.91506856,3.07985063,1.02746959,0.96962173,0.00000000
-5.83191596,3.41220289,0.00383248,0.92844972,3.06484129,1.03612797,0.95347718,0.00000000
-5.82591296,3.42396923,0.00388721,0.94455171,3.05618178,1.04841911,0.93856996,0.00000000
-5.81990995,3.44355189,0.00398735,0.96299060,3.05310942,1.06410212,0.92496563,0.00000000
-5.81390695,3.47002373,0.00413464,0.98330127,3.05465949,1.08282903,0.91269760,0.00000000
