energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.51375688,2.21739953,0.04564797,0.11691139,1.50288858,0.59710929,0.33019258,1.30285945,0.00000000
-5.50775388,2.21224696,0.04626109,0.11643841,1.49828613,0.59536271,0.33013615,1.29996505,0.00000000
-5.50175088,2.19470669,0.04658995,0.11532659,1.48469106,0.59044711,0.32815908,1.28983988,0.00000000
-5.49574787,2.16530949,0.04663697,0.11361596,1.46245119,0.58253206,0.32432750,1.27278488,0.00000000
-5.48974487,2.12484166,0.04641164,0.11135987,1.43208913,0.57185233,0.31874790,1.24925117,0.00000000
-5.48374187,2.07432448,0.04593025,0.10862345,1.39428782,0.55870209,0.31156412,1.21982859,0.00000000
-5.47773887,2.01498598,0.04521534,0.10548174,1.34987095,0.54342731,0.30295319,1.18522970,0.00000000
-5.47173587,1.94822607,0.04429486,0.10201738,1.29977899,0.52641631,0.29311998,1.14626993,0.00000000
-5.46573287,1.87557618,0.04320122,0.09831811,1.24504178,0.50808911,0.28229096,1.10384448,0.00000000
-5.45972986,1.79865493,0.04197008,0.09447408,1.18674875,0.48888562,0.27070735,1.05890272,0.00000000
-5.45372686,1.71912143,0.04063907,0.09057510,1.12601781,0.46925327,0.25861778,1.01242123,0.00000000
-5.44772386,1.63862783,0.03924642,0.08670791,1.06396423,0.44963441,0.24627093,0.96537612,0.00000000
-5.44172086,1.55877303,0.03782961,0.08295359,1.00167057,0.43045395,0.23390823,0.91871598,0.00000000
-5.43571786,1.48105896,0.03642408,0.07938528,0.94015879,0.41210764,0.22175710,0.87333607,0.00000000
-5.42971486,1.40685120,0.03506207,0.07606616,0.88036535,0.39495136,0.21002479,0.83005485,0.00000000
-5.42371186,1.33734500,0.03377156,0.07304782,0.82312032,0.37929187,0.19889319,0.78959363,0.00000000
-5.41770885,1.27353806,0.03257545,0.07036917,0.76913084,0.36537924,0.18851464,0.75255980,0.00000000
-5.41170585,1.21621071,0.03149104,0.06805573,0.71896956,0.35340121,0.17900899,0.71943441,0.00000000
-5.40570285,1.16591398,0.03052961,0.06611954,0.67306805,0.34347968,0.17046188,0.69056422,0.00000000
-5.39969985,1.12296589,0.02969641,0.06455950,0.63171527,0.33566944,0.16292429,0.66615847,0.00000000
-5.39369685,1.08745567,0.02899080,0.06336218,0.59506084,0.32995911,0.15641336,0.64629031,0.00000000
-5.38769385,1.05925560,0.02840665,0.06250314,0.56312268,0.32627420,0.15091431,0.63090269,0.00000000
-5.38169085,1.03803971,0.02793298,0.06194851,0.53579861,0.32448226,0.14638344,0.61981845,0.00000000
-5.37568784,1.02330848,0.02755472,0.06165695,0.51288101,0.32439981,0.14275195,0.61275398,0.00000000
-5.36968484,1.01441828,0.02725364,0.06158176,0.49407411,0.32580072,0.13993042,0.60933590,0.00000000
-5.36368184,1.01061446,0.02700932,0.06167317,0.47901281,0.32842591,0.13781380,0.60912008,0.00000000
-5.35767884,1.01106649,0.02680024,0.06188053,0.46728244,0.33199380,0.13628658,0.61161216,0.00000000
-5.35167584,1.01490393,0.02660471,0.06215456,0.45843862,0.33621118,0.13522803,0.61628884,0.00000000
-5.34567284,1.02125169,0.02640191,0.06244929,0.45202634,0.34078412,0.13451724,0.62261896,0.00000000
-5.33966983,1.02926328,0.02617272,0.06272385,0.44759780,0.34542845,0.13403778,0.63008375,0.00000000
-5.33366683,1.03815078,0.02590047,0.06294386,0.44472815,0.34987950,0.13368181,0.63819530,0.00000000
-5.32766383,1.04721047,0.02557150,0.06308251,0.44302895,0.35390061,0.13335354,0.64651275,0.00000000
-5.32166083,1.05584329,0.02517560,0.06312115,0.44215868,0.35729026,0.13297181,0.65465548,0.00000000
-5.31565783,1.06356934,0.02470618,0.06304953,0.44183023,0.35988744,0.13247198,0.66231294,0.00000000
-5.30965483,1.07003624,0.02416040,0.06286557,0.44181530,0.36157520,0.13180677,0.66925076,0.00000000
-5.30365183,1.07502112,0.02353894,0.06257474,0.44194557,0.36228212,0.13094633,0.67531309,0.00000000
-5.29764882,1.07842639,0.02284580,0.06218907,0.44211096,0.36198197,0.12987750,0.68042113,0.00000000
-5.29164582,1.08026994,0.02208786,0.06172592,0.44225517,0.36069134,0.12860233,0.68456809,0.00000000
-5.28564282,1.08067020,0.02127436,0.06120647,0.44236895,0.35846563,0.12713596,0.68781096,0.00000000
-5.27963982,1.07982732,0.02041633,0.06065412,0.44248143,0.35539354,0.12550406,0.69025957,0.00000000
-5.27363682,1.07800119,0.01952595,0.06009279,0.44265026,0.35159035,0.12373996,0.69206361,0.00000000
-5.26763382,1.07548791,0.01861596,0.05954530,0.44295091,0.34719048,0.12188162,0.69339838,0.00000000
-5.26163082,1.07259569,0.01769903,0.05903190,0.44346593,0.34233949,0.11996861,0.69444988,0.00000000
-5.25562781,1.06962156,0.01678723,0.05856891,0.44427452,0.33718619,0.11803922,0.69540025,0.00000000
-5.24962481,1.06683015,0.01589154,0.05816772,0.44544315,0.33187498,0.11612798,0.69641418,0.00000000
-5.24362181,1.06443540,0.01502152,0.05783408,0.44701751,0.32653895,0.11426347,0.69762699,0.00000000
-5.23761881,1.06258622,0.01418501,0.05756765,0.44901632,0.32129401,0.11246673,0.69913501,0.00000000
-5.23161581,1.06135660,0.01338795,0.05736206,0.45142704,0.31623422,0.11075023,0.70098863,0.00000000
-5.22561281,1.06074063,0.01263438,0.05720513,0.45420388,0.31142856,0.10911737,0.70318832,0.00000000
-5.21960980,1.06065231,0.01192643,0.05707961,0.45726789,0.30691924,0.10756263,0.70568374,0.00000000
-5.21360680,1.06093010,0.01126450,0.05696396,0.46050918,0.30272142,0.10607222,0.70837581,0.00000000
-5.20760380,1.06134567,0.01064745,0.05683356,0.46379092,0.29882442,0.10462517,0.71112149,0.00000000
-5.20160080,1.06161617,0.01007288,0.05666193,0.46695495,0.29519419,0.10319489,0.71374096,0.00000000
-5.19559780,1.06141913,0.00953742,0.05642209,0.46982853,0.29177677,0.10175088,0.71602656,0.00000000
-5.18959480,1.06040912,0.00903709,0.05608788,0.47223172,0.28850267,0.10026064,0.71775302,0.00000000
-5.18359180,1.05823507,0.00856761,0.05563524,0.47398522,0.28529164,0.09869169,0.71868830,0.00000000
-5.17758879,1.05455739,0.00812471,0.05504333,0.47491788,0.28205779,0.09701333,0.71860445,0.00000000
-5.17158579,1.04906379,0.00770442,0.05429549,0.47487380,0.27871461,0.09519842,0.71728786,0.00000000
-5.16558279,1.04148338,0.00730335,0.05338000,0.47371844,0.27517977,0.09322478,0.71454850,0.00000000
-5.15957979,1.03159807,0.00691884,0.05229047,0.47134368,0.27137938,0.09107632,0.71022765,0.00000000
-5.15357679,1.01925121,0.00654914,0.05102614,0.46767150,0.26725169,0.08874377,0.70420393,0.00000000
-5.14757379,1.00435314,0.00619352,0.04959179,0.46265628,0.26274993,0.08622513,0.69639753,0.00000000
-5.14157079,0.98688362,0.00585231,0.04799747,0.45628573,0.25784449,0.08352569,0.68677241,0.00000000
-5.13556778,0.96689153,0.00552686,0.04625807,0.44858051,0.25252421,0.08065775,0.67533689,0.00000000
-5.12956478,0.94449194,0.00521959,0.04439262,0.43959270,0.24679697,0.07764007,0.66214259,0.00000000
-5.12356178,0.91986127,0.00493384,0.04242359,0.42940326,0.24068958,0.07449709,0.64728197,0.00000000
-5.11755878,0.89323068,0.00467378,0.04037601,0.41811887,0.23424711,0.07125803,0.63088500,0.00000000
-5.11155578,0.86487864,0.00444429,0.03827666,0.40586816,0.22753169,0.06795583,0.61311498,0.00000000
-5.10555278,0.83512274,0.00425085,0.03615323,0.39279770,0.22062101,0.06462611,0.59416398,0.00000000
-5.09954977,0.80431147,0.00409930,0.03403350,0.37906792,0.21360648,0.06130613,0.57424804,0.00000000
-5.09354677,0.77281606,0.00399574,0.03194472,0.36484903,0.20659121,0.05803386,0.55360245,0.00000000
-5.08754377,0.74102278,0.00394632,0.02991290,0.35031715,0.19968778,0.05484703,0.53247708,0.00000000
-5.08154077,0.70932566,0.00395710,0.02796242,0.33565073,0.19301597,0.05178243,0.51113187,0.00000000
-5.07553777,0.67811973,0.00403379,0.02611557,0.32102708,0.18670030,0.04887519,0.48983253,0.00000000
-5.06953477,0.64779466,0.00418164,0.02439233,0.30661935,0.18086742,0.04615827,0.46884636,0.00000000
-5.06353177,0.61872873,0.00440518,0.02281013,0.29259356,0.17564345,0.04366197,0.44843804,0.00000000
-5.05752876,0.59128288,0.00470809,0.02138374,0.27910590,0.17115103,0.04141355,0.42886547,0.00000000
-5.05152576,0.56579480,0.00509295,0.02012525,0.26630019,0.16750633,0.03943685,0.41037534,0.00000000
-5.04552276,0.54257291,0.00556108,0.01904397,0.25430535,0.16481578,0.03775201,0.39319859,0.00000000
-5.03951976,0.52189017,0.00611235,0.01814650,0.24323307,0.16317275,0.03637511,0.37754567,0.00000000
-5.03351676,0.50397774,0.00674502,0.01743666,0.23317552,0.16265416,0.03531787,0.36360155,0.00000000
-5.02751376,0.48901867,0.00745560,0.01691554,0.22420331,0.16331704,0.03458735,0.35152078,0.00000000
-5.02151076,0.47714176,0.00823874,0.01658146,0.21636358,0.16519532,0.03418559,0.34142257,0.00000000
-5.01550775,0.46841587,0.00908718,0.01642998,0.20967854,0.16829687,0.03410935,0.33338619,0.00000000
-5.00950475,0.46284501,0.00999172,0.01645390,0.20414435,0.17260100,0.03434982,0.32744701,0.00000000
-5.00350175,0.46036469,0.01094128,0.01664325,0.19973063,0.17805657,0.03489245,0.32359323,0.00000000
-4.99749875,0.46083971,0.01192301,0.01698536,0.19638060,0.18458091,0.03571687,0.32176384,0.00000000
-4.99149575,0.46406395,0.01292247,0.01746496,0.19401197,0.19205965,0.03679693,0.32184788,0.00000000
-4.98549275,0.46976225,0.01392390,0.01806428,0.19251865,0.20034770,0.03810090,0.32368526,0.00000000
-4.97948974,0.47759482,0.01491053,0.01876334,0.19177330,0.20927128,0.03959191,0.32706928,0.00000000
-4.97348674,0.48716405,0.01586498,0.01954022,0.19163061,0.21863119,0.04122856,0.33175097,0.00000000
-4.96748374,0.49802387,0.01676971,0.02037148,0.19193141,0.22820721,0.04296574,0.33744518,0.00000000
-4.96148074,0.50969146,0.01760747,0.02123268,0.19250734,0.23776361,0.04475571,0.34383832,0.00000000
-4.95547774,0.52166089,0.01836183,0.02209890,0.19318599,0.24705557,0.04654933,0.35059758,0.00000000
-4.94947474,0.53341854,0.01901767,0.02294546,0.19379630,0.25583628,0.04829747,0.35738132,0.00000000
-4.94347174,0.54445949,0.01956168,0.02374859,0.19417404,0.26386454,0.04995259,0.36385026,0.00000000
-4.93746873,0.55430445,0.01998277,0.02448624,0.19416712,0.27091259,0.05147035,0.36967911,0.00000000
-4.93146573,0.56251658,0.02027250,0.02513876,0.19364049,0.27677369,0.05281126,0.37456809,0.00000000
-4.92546273,0.56871739,0.02042535,0.02568973,0.19248045,0.28126934,0.05394228,0.37825401,0.00000000
-4.91945973,0.57260123,0.02043899,0.02612658,0.19059822,0.28425574,0.05483838,0.38052032,0.00000000
-4.91345673,0.57394770,0.02031433,0.02644130,0.18793254,0.28562913,0.05548384,0.38120585,0.00000000
-4.90745373,0.57263140,0.02005558,0.02663088,0.18445127,0.28533000,0.05587340,0.38021174,0.00000000
-4.90145073,0.56862877,0.01967011,0.02669777,0.18015190,0.28334573,0.05601314,0.37750645,0.00000000
-4.89544772,0.56202165,0.01916830,0.02665014,0.17506105,0.27971179,0.05592104,0.37312849,0.00000000
-4.88944472,0.55299746,0.01856317,0.02650195,0.16923287,0.27451129,0.05562720,0.36718692,0.00000000
-4.88344172,0.54184594,0.01787005,0.02627292,0.16274657,0.26787301,0.05517373,0.35985943,0.00000000
-4.87743872,0.52895270,0.01710611,0.02598832,0.15570316,0.25996802,0.05461430,0.35138836,0.00000000
-4.87143572,0.51478983,0.01628988,0.02567859,0.14822153,0.25100493,0.05401332,0.34207452,0.00000000
-4.86543272,0.49990372,0.01544070,0.02537879,0.14043414,0.24122418,0.05344477,0.33226929,0.00000000
-4.85942971,0.48490086,0.01457820,0.02512793,0.13248239,0.23089141,0.05299082,0.32236512,0.00000000
-4.85342671,0.47043170,0.01372179,0.02496820,0.12451197,0.22029030,0.05274003,0.31278487,0.00000000
-4.84742371,0.45717342,0.01289015,0.02494401,0.11666829,0.20971508,0.05278542,0.30397025,0.00000000
-4.84142071,0.44581179,0.01210075,0.02510097,0.10909216,0.19946295,0.05322226,0.29636966,0.00000000
-4.83541771,0.43702277,0.01136951,0.02548480,0.10191590,0.18982672,0.05414576,0.29042586,0.00000000
-4.82941471,0.43145421,0.01071038,0.02614019,0.09525984,0.18108768,0.05564852,0.28656369,0.00000000
-4.82341171,0.42970800,0.01013511,0.02710951,0.08922947,0.17350909,0.05781800,0.28517808,0.00000000
-4.81740870,0.43232310,0.00965303,0.02843166,0.08391316,0.16733017,0.06073388,0.28662269,0.00000000
-4.81140570,0.43975971,0.00927088,0.03014074,0.07938039,0.16276079,0.06446540,0.29119932,0.00000000
-4.80540270,0.45238478,0.00899276,0.03226486,0.07568073,0.15997698,0.06906887,0.29914829,0.00000000
-4.79939970,0.47045938,0.00882010,0.03482496,0.07284328,0.15911703,0.07458512,0.31064002,0.00000000
-4.79339670,0.49412782,0.00875170,0.03783368,0.07087665,0.16027841,0.08103731,0.32576795,0.00000000
-4.78739370,0.52340911,0.00878386,0.04129438,0.06976948,0.16351551,0.08842884,0.34454296,0.00000000
-4.78139070,0.55819086,0.00891047,0.04520029,0.06949132,0.16883799,0.09674175,0.36688949,0.00000000
-4.77538769,0.59822588,0.00912329,0.04953384,0.06999394,0.17620994,0.10593540,0.39264346,0.00000000
-4.76938469,0.64313177,0.00941213,0.05426626,0.07121299,0.18554990,0.11594571,0.42155224,0.00000000
-4.76338169,0.69239378,0.00976514,0.05935743,0.07306987,0.19673151,0.12668501,0.45327676,0.00000000
-4.75737869,0.74537099,0.01016917,0.06475602,0.07547395,0.20958522,0.13804253,0.48739582,0.00000000
-4.75137569,0.80130612,0.01061007,0.07040000,0.07832495,0.22390069,0.14988550,0.52341278,0.00000000
-4.74537269,0.85933887,0.01107310,0.07621751,0.08151551,0.23943030,0.16206119,0.56076451,0.00000000
-4.73936968,0.91852283,0.01154331,0.08212810,0.08493387,0.25589355,0.17439949,0.59883270,0.00000000
-4.73336668,0.97784570,0.01200592,0.08804431,0.08846673,0.27298245,0.18671639,0.63695717,0.00000000
-4.72736368,1.03625247,0.01244678,0.09387363,0.09200206,0.29036789,0.19881809,0.67445121,0.00000000
-4.72136068,1.09267113,0.01285274,0.09952076,0.09543203,0.30770690,0.21050566,0.71061839,0.00000000
-4.71535768,1.14604032,0.01321203,0.10489010,0.09865583,0.32465067,0.22158025,0.74477051,0.00000000
-4.70935468,1.19533793,0.01351462,0.10988847,0.10158244,0.34085329,0.23184863,0.77624623,0.00000000
-4.70335168,1.23961015,0.01375254,0.11442786,0.10413320,0.35598082,0.24112882,0.80442978,0.00000000
-4.69734867,1.27799963,0.01392013,0.11842823,0.10624427,0.36972058,0.24925575,0.82876910,0.00000000
-4.69134567,1.30977210,0.01401427,0.12182024,0.10786873,0.38179040,0.25608663,0.84879285,0.00000000
-4.68534267,1.33434026,0.01403447,0.12454766,0.10897845,0.39194736,0.26150589,0.86412566,0.00000000
-4.67933967,1.35128419,0.01398301,0.12656964,0.10956559,0.39999597,0.26542945,0.87450101,0.00000000
-4.67333667,1.36036736,0.01386483,0.12786242,0.10964370,0.40579519,0.26780817,0.87977131,0.00000000
-4.66733367,1.36154764,0.01368753,0.12842071,0.10924848,0.40926430,0.26863030,0.87991465,0.00000000
-4.66133067,1.35498277,0.01346115,0.12825842,0.10843799,0.41038718,0.26792281,0.87503811,0.00000000
-4.65532766,1.34103011,0.01319795,0.12740888,0.10729260,0.40921486,0.26575158,0.86537730,0.00000000
-4.64932466,1.32024047,0.01291207,0.12592441,0.10591431,0.40586626,0.26222033,0.85129214,0.00000000
-4.64332166,1.29334620,0.01261921,0.12387532,0.10442583,0.40052699,0.25746836,0.83325909,0.00000000
-4.63731866,1.26124395,0.01233619,0.12134831,0.10296906,0.39344623,0.25166714,0.81185990,0.00000000
-4.63131566,1.22497252,0.01208045,0.11844431,0.10170323,0.38493177,0.24501586,0.78776737,0.00000000
-4.62531266,1.18568652,0.01186963,0.11527591,0.10080263,0.37534328,0.23773609,0.76172847,0.00000000
-4.61930965,1.14462667,0.01172100,0.11196431,0.10045380,0.36508404,0.23006565,0.73454537,0.00000000
-4.61330665,1.10308756,0.01165097,0.10863606,0.10085242,0.35459130,0.22225203,0.70705489,0.00000000
-4.60730365,1.06238386,0.01167457,0.10541948,0.10219963,0.34432554,0.21454537,0.68010708,0.00000000
-4.60130065,1.02381583,0.01180497,0.10244108,0.10469803,0.33475891,0.20719141,0.65454331,0.00000000
-4.59529765,0.98863516,0.01205298,0.09982192,0.10854712,0.32636303,0.20042448,0.63117465,0.00000000
-4.58929465,0.95801195,0.01242666,0.09767409,0.11393842,0.31959660,0.19446084,0.61076091,0.00000000
-4.58329165,0.93300368,0.01293093,0.09609740,0.12105018,0.31489293,0.18949249,0.59399099,0.00000000
-4.57728864,0.91452698,0.01356729,0.09517639,0.13004176,0.31264777,0.18568171,0.58146490,0.00000000
-4.57128564,0.90333270,0.01433357,0.09497767,0.14104789,0.31320778,0.18315642,0.57367785,0.00000000
-4.56528264,0.89998524,0.01522383,0.09554778,0.15417276,0.31685968,0.18200654,0.57100695,0.00000000
-4.55927964,0.90484627,0.01622832,0.09691157,0.16948434,0.32382067,0.18228145,0.57370061,0.00000000
-4.55327664,0.91806360,0.01733354,0.09907112,0.18700894,0.33423020,0.18398859,0.58187112,0.00000000
-4.54727364,0.93956550,0.01852248,0.10200532,0.20672646,0.34814334,0.18709338,0.59549059,0.00000000
-4.54127064,0.96906060,0.01977492,0.10567014,0.22856647,0.36552625,0.19152028,0.61439041,0.00000000
-4.53526763,1.00604383,0.02106785,0.10999946,0.25240537,0.38625365,0.19715519,0.63826438,0.00000000
-4.52926463,1.04980819,0.02237603,0.11490667,0.27806514,0.41010892,0.20384895,0.66667568,0.00000000
-4.52326163,1.09946247,0.02367262,0.12028687,0.30531363,0.43678662,0.21142202,0.69906752,0.00000000
-4.51725863,1.15395455,0.02492990,0.12601959,0.33386682,0.46589787,0.21967007,0.73477740,0.00000000
-4.51125563,1.21209993,0.02612006,0.13197213,0.36339312,0.49697837,0.22837046,0.77305484,0.00000000
-4.50525263,1.27261477,0.02721601,0.13800332,0.39351967,0.52949922,0.23728931,0.81308208,0.00000000
-4.49924962,1.33415277,0.02819218,0.14396752,0.42384073,0.56288023,0.24618897,0.85399734,0.00000000
-4.49324662,1.39534462,0.02902532,0.14971896,0.45392793,0.59650540,0.25483567,0.89492000,0.00000000
