energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.83191596,0.84955460,-2.88535143,0.19216136,-0.21769578,0.17257349,-0.21852812,0.21318720,-1.38158295,0.25947307,-0.95038703,0.00295614,-0.00106254,0.16734562,-1.27401823,0.00459193,-0.01264127,0.24135767,-0.39626687
-5.82591296,0.87878205,-2.91029204,0.20148049,-0.21507533,0.18767527,-0.21657159,0.21175481,-1.40509929,0.25616950,-0.96246457,0.00333332,-0.00094341,0.16229585,-1.29737188,0.00521242,-0.01164475,0.25808466,-0.38996065
-5.81990995,0.91254082,-2.93027696,0.21094365,-0.21265189,0.20378367,-0.21485843,0.21251385,-1.42523282,0.25375039,-0.97256707,0.00374095,-0.00084101,0.15829291,-1.31731669,0.00592429,-0.01071159,0.27578759,-0.38392146
-5.81390695,0.95086776,-2.94460254,0.22056753,-0.21030328,0.22083889,-0.21331668,0.21550420,-1.44157005,0.25228777,-0.98053852,0.00417584,-0.00075549,0.15539694,-1.33356754,0.00673031,-0.00984127,0.29442538,-0.37802520
-5.80790395,0.99372398,-2.95264432,0.23037777,-0.20791856,0.23876313,-0.21188031,0.22071927,-1.45375605,0.25183589,-0.98623192,0.00463409,-0.00068691,0.15364516,-1.34587317,0.00763292,-0.00903332,0.31394515,-0.37215843
-5.80190095,1.04098771,-2.95387172,0.24040675,-0.20540185,0.25745913,-0.21049361,0.22810554,-1.46149941,0.25243033,-0.98951038,0.00511105,-0.00063531,0.15305189,-1.35401898,0.00863405,-0.00828732,0.33427867,-0.36622334
-5.79589795,1.09245012,-2.94786298,0.25069126,-0.20267572,0.27680954,-0.20911542,0.23756374,-1.46457642,0.25408757,-0.99024936,0.00560142,-0.00060073,0.15360921,-1.35783023,0.00973500,-0.00760300,0.35533955,-0.36014266
-5.78989495,1.14781470,-2.93431988,0.26127011,-0.19968404,0.29667721,-0.20772285,0.24895165,-1.46283474,0.25680520,-0.98833997,0.00609927,-0.00058330,0.15528842,-1.35717575,0.01093633,-0.00698025,0.37702123,-0.35386401
-5.78389195,1.20670030,-2.91308181,0.27218202,-0.19639431,0.31690672,-0.20631434,0.26208843,-1.45619640,0.26056273,-0.98369317,0.00659821,-0.00058320,0.15804198,-1.35197201,0.01223774,-0.00641914,0.39919623,-0.34736384
-5.77788894,1.26864833,-2.88413842,0.28346381,-0.19279920,0.33732700,-0.20491199,0.27676040,-1.44466015,0.26532294,-0.97624483,0.00709151,-0.00060071,0.16180608,-1.34218735,0.01363801,-0.00592000,0.42171682,-0.34065049
-5.77188594,1.33313386,-2.84764022,0.29514907,-0.18891745,0.35775517,-0.20356287,0.29272789,-1.42830315,0.27103377,-0.96596113,0.00757228,-0.00063625,0.16650342,-1.32784628,0.01513491,-0.00548341,0.44441714,-0.33376636
-5.76588294,1.39958060,-2.80390639,0.30726740,-0.18479387,0.37800149,-0.20233932,0.30973319,-1.40728170,0.27763079,-0.95284413,0.00803366,-0.00069031,0.17204641,-1.30903340,0.01672520,-0.00511026,0.46711701,-0.32678890
-5.75987994,1.46737925,-2.75342891,0.31984419,-0.18049865,0.39787524,-0.20133808,0.32750913,-1.38183099,0.28504006,-0.93693706,0.00846902,-0.00076347,0.17834048,-1.28589673,0.01840461,-0.00480171,0.48962712,-0.31983046
-5.75387694,1.53590861,-2.69687243,0.33290095,-0.17612581,0.41719127,-0.20067828,0.34578814,-1.35226374,0.29318141,-0.91832886,0.00887218,-0.00085635,0.18528737,-1.25865005,0.02016779,-0.00455924,0.51175571,-0.31303672
-5.74787394,1.60455843,-2.63506922,0.34645613,-0.17179091,0.43577702,-0.20049828,0.36431123,-1.31896731,0.30197197,-0.89715774,0.00923760,-0.00096958,0.19278844,-1.22757393,0.02200840,-0.00438459,0.53331612,-0.30658389
-5.74187094,1.67275304,-2.56900876,0.36052626,-0.16762808,0.45347949,-0.20095142,0.38283681,-1.28239934,0.31132983,-0.87361316,0.00956056,-0.00110376,0.20074769,-1.19301512,0.02391903,-0.00427972,0.55413520,-0.30067448
-5.73586793,1.73997453,-2.49982174,0.37512727,-0.16378639,0.47017195,-0.20220081,0.40114873,-1.24308170,0.32117767,-0.84793621,0.00983730,-0.00125935,0.20907447,-1.15538412,0.02589126,-0.00424677,0.57406183,-0.29553186
-5.72986493,1.80578405,-2.42875845,0.39027577,-0.16042574,0.48575988,-0.20441330,0.41906334,-1.20159255,0.33144609,-0.82041796,0.01006517,-0.00143667,0.21768575,-1.11515059,0.02791560,-0.00428796,0.59297517,-0.29139366
-5.72386193,1.86984009,-2.35716182,0.40599009,-0.15771230,0.50018581,-0.20775284,0.43643515,-1.15855671,0.34207664,-0.79139580,0.01024266,-0.00163577,0.22650788,-1.07283676,0.02998150,-0.00440546,0.61079211,-0.28850420
-5.71785893,1.93191244,-2.28643571,0.42229089,-0.15581369,0.51343269,-0.21237347,0.45316078,-1.11463414,0.35302409,-0.76124772,0.01036948,-0.00185642,0.23547765,-1.02900869,0.03207729,-0.00460131,0.62747340,-0.28710619
-5.71185593,1.99189089,-2.21800910,0.43920115,-0.15489402,0.52552564,-0.21841224,0.46918111,-1.07050694,0.36425809,-0.73038464,0.01044646,-0.00209798,0.24454275,-0.98426556,0.03419014,-0.00487718,0.64302797,-0.28743191
-5.70585293,2.04978776,-2.15329738,0.45674541,-0.15510892,0.53653164,-0.22598224,0.48448125,-1.02686491,0.37576369,-0.69924101,0.01047553,-0.00235944,0.25366150,-0.93922729,0.03630597,-0.00523430,0.65751502,-0.28969423
-5.69984992,2.10573389,-2.09366187,0.47494815,-0.15660072,0.54655743,-0.23516612,0.49908854,-0.98439018,0.38754106,-0.66826404,0.01045958,-0.00263928,0.26280190,-0.89452079,0.03840944,-0.00567323,0.67104372,-0.29407770
-5.69384692,2.15996801,-2.04036907,0.49383136,-0.15949386,0.55574527,-0.24601046,0.51306838,-0.94374118,0.39960391,-0.63790187,0.01040231,-0.00293553,0.27194005,-0.85076526,0.04048387,-0.00619368,0.68377015,-0.30073013
-5.68784392,2.21281957,-1.99455106,0.51341130,-0.16389079,0.56426693,-0.25852101,0.52651821,-0.90553659,0.41197699,-0.60859120,0.01030801,-0.00324571,0.28105798,-0.80855718,0.04251125,-0.00679436,0.69589173,-0.30975493
-5.68184092,2.26468585,-1.95716865,0.53369457,-0.16986828,0.57231607,-0.27265931,0.53955979,-0.87033969,0.42469254,-0.58074484,0.01018139,-0.00356688,0.29014116,-0.76845524,0.04447230,-0.00747283,0.70763903,-0.32120450
-5.67583792,2.31600425,-1.92897878,0.55467370,-0.17747447,0.58009923,-0.28834080,0.55233015,-0.83864375,0.43778584,-0.55473969,0.01002734,-0.00389565,0.29917560,-0.73096613,0.04634653,-0.00822537,0.71926540,-0.33507505
-5.66983492,2.36722100,-1.91050753,0.57632256,-0.18672658,0.58782599,-0.30543445,0.56497169,-0.81085892,0.45129013,-0.53090562,0.00985069,-0.00422825,0.30814487,-0.69653137,0.04811247,-0.00904691,0.73103478,-0.35130305
-5.66383192,2.41875782,-1.90202995,0.59859169,-0.19760944,0.59569860,-0.32376419,0.57762167,-0.78730119,0.46523107,-0.50951576,0.00965608,-0.00456064,0.31702729,-0.66551601,0.04974790,-0.00993096,0.74320822,-0.36976350
-5.65782891,2.47097833,-1.90355779,0.62140411,-0.21007482,0.60390156,-0.34311209,0.59040199,-0.76818384,0.47962103,-0.49077849,0.00944769,-0.00488855,0.32579315,-0.63819934,0.05123021,-0.01086969,0.75602976,-0.39027028
-5.65182591,2.52415561,-1.91483566,0.64465172,-0.22404173,0.61259178,-0.36322317,0.60340926,-0.75361177,0.49445359,-0.47483156,0.00922920,-0.00520764,0.33440257,-0.61476816,0.05253690,-0.01185396,0.76971223,-0.41257850
-5.64582291,2.57844297,-1.93534614,0.66819267,-0.23939757,0.62188954,-0.38381186,0.61670615,-0.74357890,0.50969841,-0.46173852,0.00900362,-0.00551361,0.34280372,-0.59531285,0.05364605,-0.01287352,0.78442391,-0.43638904
-5.63981991,2.63384924,-1.96432378,0.69184992,-0.25600007,0.63187087,-0.40456982,0.63031409,-0.73796891,0.52529690,-0.45148759,0.00877325,-0.00580232,0.35093188,-0.57982630,0.05453694,-0.01391719,0.80027639,-0.46135510
-5.63381691,2.69022012,-2.00077765,0.71541132,-0.27368026,0.64256162,-0.42517487,0.64420791,-0.73655921,0.54115900,-0.44399305,0.00853969,-0.00606992,0.35870913,-0.56820581,0.05519074,-0.01497318,0.81731461,-0.48709063
-5.62781391,2.74722660,-2.04352177,0.73863116,-0.29224599,0.65393352,-0.44530088,0.65831261,-0.73902811,0.55716116,-0.43909908,0.00830386,-0.00631297,0.36604496,-0.56025793,0.05559110,-0.01602946,0.83550940,-0.51318047
-5.62181091,2.80436136,-2.09121253,0.76123351,-0.31148630,0.66590248,-0.46462798,0.67250253,-0.74496500,0.57314582,-0.43658587,0.00806605,-0.00652854,0.37283765,-0.55570598,0.05572487,-0.01707409,0.85475305,-0.53919177
-5.61580790,2.86094356,-2.14239152,0.78291711,-0.33117631,0.67832919,-0.48285300,0.68660297,-0.75388308,0.58892259,-0.43617781,0.00782607,-0.00671428,0.37897640,-0.55420003,0.05558267,-0.01809571,0.87485833,-0.56468651
-5.60980490,2.91613208,-2.19553261,0.80336195,-0.35108251,0.69102206,-0.49969957,0.70039424,-0.76523440,0.60427099,-0.43755348,0.00758331,-0.00686851,0.38434423,-0.55532897,0.05515942,-0.01908397,0.89556096,-0.58923447
-5.60380190,2.96894707,-2.24909127,0.82223730,-0.37096844,0.70374250,-0.51492754,0.71361806,-0.77842651,0.61894491,-0.44035688,0.00733694,-0.00699024,0.38882139,-0.55863429,0.05445474,-0.02002996,0.91652572,-0.61242640
-5.59779890,3.01829892,-2.30155451,0.83921086,-0.39060043,0.71621229,-0.52834136,0.72598598,-0.79284037,0.63267861,-0.44420980,0.00708602,-0.00707914,0.39228929,-0.56362500,0.05347327,-0.02092666,0.93735602,-0.63388677
-5.59179590,3.06302400,-2.35148958,0.85395901,-0.40975334,0.72812286,-0.53979706,0.73718963,-0.80784868,0.64519418,-0.44872459,0.00682965,-0.00713558,0.39463467,-0.56979321,0.05222471,-0.02176926,0.95760666,-0.65328567
-5.58579290,3.10192564,-2.39758949,0.86617755,-0.42821613,0.73914616,-0.54920757,0.74691229,-0.82283424,0.65621002,-0.45351699,0.00656708,-0.00716053,0.39575389,-0.57662990,0.05072382,-0.02255548,0.97679928,-0.67034938
-5.57978989,3.13381900,-2.43871396,0.87559274,-0.44579701,0.74894674,-0.55654613,0.75484135,-0.83720759,0.66545031,-0.45821861,0.00629787,-0.00715548,0.39555717,-0.58364022,0.04899016,-0.02328579,0.99444009,-0.68486927
-5.57378689,3.15757804,-2.47392400,0.88197215,-0.46232815,0.75719458,-0.56184764,0.76068119,-0.85042343,0.67265486,-0.46248846,0.00602191,-0.00712240,0.39397256,-0.59035790,0.04704766,-0.02396345,1.01003906,-0.69670861
-5.56778389,3.17218281,-2.50250912,0.88513496,-0.47766963,0.76357822,-0.56520798,0.76416589,-0.86199528,0.67758920,-0.46602334,0.00573950,-0.00706357,0.39094952,-0.59635820,0.04492412,-0.02459447,1.02312992,-0.70580700
-5.56178089,3.17676514,-2.52400607,0.88496121,-0.49171267,0.76781779,-0.56678111,0.76507134,-0.87150787,0.68005419,-0.46856653,0.00545140,-0.00698152,0.38646197,-0.60126916,0.04265049,-0.02518749,1.03329012,-0.71218233
-5.55577789,3.17065088,-2.53820851,0.88139976,-0.50438191,0.76967719,-0.56677430,0.76322610,-0.87862707,0.67989505,-0.46991463,0.00515880,-0.00687885,0.38051058,-0.60478049,0.04026006,-0.02575338,1.04015983,-0.71593012
-5.54977489,3.15339681,-2.54516744,0.87447441,-0.51563675,0.76897519,-0.56544141,0.75852069,-0.88310676,0.67700920,-0.46992228,0.00486329,-0.00675822,0.37312442,-0.60665022,0.03778766,-0.02630488,1.04345934,-0.71722025
-5.54377189,3.12482071,-2.54518231,0.86428805,-0.52547163,0.76559489,-0.56307466,0.75091480,-0.88479283,0.67135263,-0.46850470,0.00456686,-0.00662216,0.36436162,-0.60670852,0.03526877,-0.02685595,1.04300387,-0.71629132
-5.53776888,3.08502300,-2.53878346,0.85102441,-0.53391528,0.75949099,-0.55999500,0.74044218,-0.88362394,0.66294444,-0.46563785,0.00427176,-0.00647305,0.35430924,-0.60485908,0.03273864,-0.02742117,1.03871523,-0.71344262
-5.53176588,3.03439898,-2.52670648,0.83494737,-0.54102893,0.75069478,-0.55654159,0.72721289,-0.87962931,0.65186940,-0.46135650,0.00398047,-0.00631302,0.34308227,-0.60107761,0.03023145,-0.02801494,1.03062969,-0.70902430
-5.52576288,2.97364081,-2.50985966,0.81639765,-0.54690353,0.73931633,-0.55306062,0.71141277,-0.87292347,0.63827819,-0.45575014,0.00369561,-0.00614397,0.33082170,-0.59540802,0.02777965,-0.02865073,1.01890162,-0.70342584
-5.51975988,2.90372882,-2.48928592,0.79578684,-0.55165602,0.72554394,-0.54989394,0.69330025,-0.86369843,0.62238545,-0.44895709,0.00341982,-0.00596749,0.31769188,-0.58795625,0.02541322,-0.02934029,1.00380264,-0.69706340
-5.51375688,2.82591228,-2.46612059,0.77358896,-0.55542488,0.70964055,-0.54736784,0.67320034,-0.85221341,0.60446556,-0.44115703,0.00315569,-0.00578490,0.30387708,-0.57888219,0.02315919,-0.03009285,0.98571623,-0.69036647
-5.50775388,2.74167998,-2.44154690,0.75032960,-0.55836495,0.69193751,-0.54578234,0.65149617,-0.83878275,0.58484621,-0.43256228,0.00290569,-0.00559729,0.28957754,-0.56839004,0.02104124,-0.03091445,0.96512785,-0.68376417
-5.50175088,2.65272158,-2.41675069,0.72657297,-0.56064178,0.67282546,-0.54540149,0.62861836,-0.82376223,0.56390011,-0.42340833,0.00267208,-0.00540550,0.27500495,-0.55671760,0.01907942,-0.03180735,0.94261090,-0.67767192
-5.49574787,2.56088099,-2.39287634,0.70290727,-0.56242566,0.65274310,-0.54644475,0.60503245,-0.80753459,0.54203506,-0.41394389,0.00245685,-0.00521023,0.26037767,-0.54412495,0.01729001,-0.03276960,0.91880907,-0.67247858
-5.48974487,2.46810345,-2.37098525,0.67992866,-0.56388562,0.63216384,-0.54908001,0.58122507,-0.79049461,0.51968274,-0.40442097,0.00226167,-0.00501207,0.24591569,-0.53088299,0.01568548,-0.03379475,0.89441566,-0.66853488
-5.48374187,2.37637809,-2.35201877,0.65822454,-0.56518350,0.61158110,-0.55341824,0.55768911,-0.77303442,0.49728659,-0.39508535,0.00208785,-0.00481155,0.23183563,-0.51726235,0.01427458,-0.03487182,0.87015067,-0.66614311
-5.47773887,2.28767831,-2.33676658,0.63835651,-0.56646845,0.59149270,-0.55951015,0.53490866,-0.75552946,0.47528946,-0.38616776,0.00193632,-0.00460919,0.21834577,-0.50352311,0.01306249,-0.03598538,0.84673660,-0.66554868
-5.47173587,2.20390198,-2.32584184,0.62084372,-0.56787200,0.57238498,-0.56734481,0.51334418,-0.73832581,0.45412109,-0.37787619,0.00180761,-0.00440555,0.20564142,-0.48990571,0.01205101,-0.03711595,0.82487398,-0.66693372
-5.46573287,2.12681386,-2.31966376,0.60614705,-0.56950391,0.55471721,-0.57685031,0.49341839,-0.72172914,0.43418631,-0.37038947,0.00170186,-0.00420129,0.19390060,-0.47662329,0.01123885,-0.03824053,0.80521737,-0.67041284
-5.45972986,2.05799233,-2.31844833,0.59465490,-0.57144911,0.53890708,-0.58789654,0.47550353,-0.70599575,0.41585403,-0.36385239,0.00161881,-0.00399713,0.18328029,-0.46385584,0.01062194,-0.03933337,0.78835305,-0.67603124
-5.45372686,1.99878243,-2.32220703,0.58667091,-0.57376573,0.52531759,-0.60029985,0.45991036,-0.69132603,0.39944764,-0.35837236,0.00155780,-0.00379395,0.17391322,-0.45174622,0.01019367,-0.04036683,0.77477915,-0.68376513
-5.44772386,1.95025688,-2.33075377,0.58240424,-0.57648446,0.51424603,-0.61382949,0.44687934,-0.67786049,0.38523692,-0.35401780,0.00151785,-0.00359269,0.16590538,-0.44039801,0.00994524,-0.04131249,0.76488899,-0.69352460
-5.44172086,1.91318663,-2.34371927,0.58196263,-0.57960918,0.50591539,-0.62821562,0.43657426,-0.66567849,0.37343196,-0.35081804,0.00149761,-0.00339442,0.15933421,-0.42987534,0.00986596,-0.04214215,0.75895828,-0.70515850
-5.43571786,1.88802168,-2.36057238,0.58534879,-0.58311904,0.50046853,-0.64315865,0.42907859,-0.65479952,0.36417894,-0.34876483,0.00149544,-0.00320027,0.15424755,-0.42020440,0.00994347,-0.04282906,0.75713666,-0.71846154
-5.42971486,1.87488308,-2.38064712,0.59245999,-0.58697170,0.49796530,-0.65833938,0.42439460,-0.64518713,0.35755809,-0.34781510,0.00150946,-0.00301143,0.15066341,-0.41137653,0.01016407,-0.04334901,0.75944386,-0.73318293
-5.42371186,1.87356588,-2.40317440,0.60309111,-0.59110781,0.49838267,-0.67342995,0.42244527,-0.63675504,0.35358379,-0.34789490,0.00153753,-0.00282907,0.14857041,-0.40335261,0.01051293,-0.04368135,0.76577050,-0.74903666
-5.41770885,1.88355316,-2.42731687,0.61694110,-0.59545640,0.50161785,-0.68810475,0.42307893,-0.62937517,0.35220659,-0.34890429,0.00157738,-0.00265436,0.14792894,-0.39606839,0.01097434,-0.04380996,0.77588354,-0.76571267
-5.41170585,1.90404010,-2.45220558,0.63362244,-0.59994100,0.50749426,-0.70205135,0.42607633,-0.62288723,0.35331714,-0.35072283,0.00162659,-0.00248840,0.14867308,-0.38944066,0.01153193,-0.04372394,0.78943599,-0.78288876
-5.40570285,1.93396728,-2.47697678,0.65267356,-0.60448613,0.51576994,-0.71498074,0.43115994,-0.61710930,0.35675185,-0.35321552,0.00168266,-0.00233221,0.15071299,-0.38337354,0.01216893,-0.04341826,0.80598046,-0.80024266
-5.39969985,1.97206170,-2.50080743,0.67357354,-0.60902385,0.52614825,-0.72663661,0.43800504,-0.61184889,0.36229994,-0.35623887,0.00174310,-0.00218667,0.15393798,-0.37776504,0.01286834,-0.04289401,0.82498604,-0.81746385
-5.39369685,2.01688403,-2.52294805,0.69575878,-0.61350007,0.53829030,-0.73680341,0.44625222,-0.60691402,0.36971163,-0.35964685,0.00180546,-0.00205253,0.15821988,-0.37251321,0.01361326,-0.04215853,0.84585763,-0.83426464
-5.38769385,2.06688022,-2.54275139,0.71864097,-0.61788013,0.55182857,-0.74531287,0.45552075,-0.60212367,0.37870722,-0.36329660,0.00186739,-0.00193038,0.16341689,-0.36752180,0.01438706,-0.04122526,0.86795720,-0.85039007
-5.38169085,2.12043565,-2.55969612,0.74162562,-0.62215338,0.56638142,-0.75204861,0.46542235,-0.59731718,0.38898679,-0.36705352,0.00192671,-0.00182066,0.16937763,-0.36270522,0.01517367,-0.04011333,0.89062585,-0.86562629
-5.37568784,2.17592990,-2.57340440,0.76413072,-0.62633642,0.58156773,-0.75694895,0.47557483,-0.59236217,0.40024001,-0.37079577,0.00198143,-0.00172363,0.17594533,-0.35799257,0.01595785,-0.03884701,0.91320615,-0.87980697
-5.36968484,2.23179018,-2.58365286,0.78560464,-0.63047479,0.59702121,-0.76000770,0.48561516,-0.58716056,0.41215610,-0.37441787,0.00202989,-0.00163940,0.18296214,-0.35333057,0.01672545,-0.03745485,0.93506379,-0.89281760
-5.36368184,2.28654186,-2.59037648,0.80554281,-0.63464279,0.61240408,-0.76127281,0.49521134,-0.58165256,0.42443330,-0.37783350,0.00207068,-0.00156794,0.19027333,-0.34868547,0.01746368,-0.03596881,0.95560778,-0.90459726
-5.35767884,2.33885419,-2.59366558,0.82350250,-0.63894153,0.62741926,-0.76084331,0.50407289,-0.57581828,0.43678785,-0.38097719,0.00210280,-0.00150906,0.19773130,-0.34404382,0.01816135,-0.03442318,0.97430862,-0.91513812
-5.35167584,2.38758007,-2.59375586,0.83911526,-0.64349496,0.64182111,-0.75886436,0.51195944,-0.56967713,0.44896213,-0.38380511,0.00212561,-0.00146250,0.20519939,-0.33941212,0.01880912,-0.03285348,0.99071388,-0.92448237
-5.34567284,2.43178850,-2.59101225,0.85209657,-0.64844418,0.65542401,-0.75552085,0.51868708,-0.56328498,0.46073175,-0.38629484,0.00213887,-0.00142784,0.21255526,-0.33481543,0.01939969,-0.03129536,1.00446061,-0.93271684
