energy_ev,total_up,Au_p_up,Au_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-5.65782891,4.23434117,0.96209559,3.24249449,0.32681076,0.00100166,0.48177661,0.00000000
-5.65182591,4.15201502,0.95058003,3.18275358,0.32239750,0.00100443,0.46812599,0.00000000
-5.64582291,4.07644851,0.94048086,3.12902638,0.31794943,0.00100590,0.45510120,0.00000000
-5.63981991,4.00842209,0.93202787,3.08170411,0.31356917,0.00100592,0.44291284,0.00000000
-5.63381691,3.94854980,0.92538879,3.04105726,0.30934342,0.00100442,0.43175353,0.00000000
-5.62781391,3.89729141,0.92066980,3.00725146,0.30534197,0.00100139,0.42179599,0.00000000
-5.62181091,3.85496972,0.91791871,2.98036581,0.30161762,0.00099690,0.41319209,0.00000000
-5.61580790,3.82179137,0.91713038,2.96041277,0.29820702,0.00099106,0.40607293,0.00000000
-5.60980490,3.79786988,0.91825403,2.94735819,0.29513209,0.00098407,0.40054966,0.00000000
-5.60380190,3.78324915,0.92120177,2.94114028,0.29240212,0.00097619,0.39671503,0.00000000
-5.59779890,3.77792618,0.92585799,2.94168670,0.29001617,0.00096772,0.39464536,0.00000000
-5.59179590,3.78187150,0.93208895,2.94892878,0.28796577,0.00095901,0.39440276,0.00000000
-5.58579290,3.79504634,0.93975207,2.96281228,0.28623754,0.00095046,0.39603742,0.00000000
-5.57978989,3.81741566,0.94870453,2.98330421,0.28481578,0.00094248,0.39958971,0.00000000
-5.57378689,3.84895626,0.95881073,3.01039555,0.28368476,0.00093548,0.40509197,0.00000000
-5.56778389,3.88965983,0.96994844,3.04409960,0.28283062,0.00092989,0.41256973,0.00000000
-5.56178089,3.93953057,0.98201337,3.08444635,0.28224279,0.00092611,0.42204237,0.00000000
-5.55577789,3.99857769,0.99492210,3.13147282,0.28191497,0.00092452,0.43352301,0.00000000
-5.54977489,4.06680294,1.00861353,3.18520997,0.28184549,0.00092545,0.44701772,0.00000000
-5.54377189,4.14418389,1.02304861,3.24566664,0.28203724,0.00092918,0.46252394,0.00000000
-5.53776888,4.23065351,1.03820886,3.31281110,0.28249710,0.00093596,0.48002823,0.00000000
-5.53176588,4.32607709,1.05409355,3.38655101,0.28323498,0.00094593,0.49950351,0.00000000
-5.52576288,4.43022735,1.07071596,3.46671262,0.28426247,0.00095918,0.52090573,0.00000000
-5.51975988,4.54275909,1.08809874,3.55302000,0.28559134,0.00097572,0.54417037,0.00000000
-5.51375688,4.66318451,1.10626874,3.64507552,0.28723176,0.00099549,0.56920885,0.00000000
-5.50775388,4.79085055,1.12525139,3.74234231,0.28919060,0.00101833,0.59590504,0.00000000
-5.50175088,4.92491958,1.14506493,3.84413002,0.29146963,0.00104401,0.62411222,0.00000000
-5.49574787,5.06435489,1.16571452,3.94958467,0.29406388,0.00107222,0.65365068,0.00000000
-5.48974487,5.20791206,1.18718665,4.05768376,0.29696023,0.00110257,0.68430611,0.00000000
-5.48374187,5.35413759,1.20944377,4.16723729,0.30013617,0.00113462,0.71582923,0.00000000
-5.47773887,5.50137554,1.23241954,4.27689552,0.30355902,0.00116784,0.74793653,0.00000000
-5.47173587,5.64778300,1.25601491,4.38516383,0.30718537,0.00120166,0.78031263,0.00000000
-5.46573287,5.79135475,1.28009504,4.49042492,0.31096112,0.00123550,0.81261404,0.00000000
-5.45972986,5.92995706,1.30448755,4.59096810,0.31482184,0.00126871,0.84447452,0.00000000
-5.45372686,6.06137022,1.32898216,4.68502537,0.31869364,0.00130065,0.87551205,0.00000000
-5.44772386,6.18333891,1.35333188,4.77081320,0.32249461,0.00133068,0.90533704,0.00000000
-5.44172086,6.29362908,1.37725609,4.84657898,0.32613655,0.00135819,0.93356192,0.00000000
-5.43571786,6.39008950,1.40044534,4.91065053,0.32952725,0.00138260,0.95981147,0.00000000
-5.42971486,6.47071587,1.42256809,4.96148683,0.33257311,0.00140339,0.98373378,0.00000000
-5.42371186,6.53371499,1.44327921,4.99772798,0.33518198,0.00142011,1.00501138,0.00000000
-5.41770885,6.57756633,1.46223006,5.01824229,0.33726630,0.00143240,1.02337196,0.00000000
-5.41170585,6.60107818,1.47907984,5.02216828,0.33874621,0.00144002,1.03859828,0.00000000
-5.40570285,6.60343586,1.49350785,5.00894970,0.33955269,0.00144281,1.05053690,0.00000000
-5.39969985,6.58423935,1.50522607,4.97836151,0.33963051,0.00144077,1.05910500,0.00000000
-5.39369685,6.54352835,1.51399165,4.93052575,0.33894081,0.00143399,1.06429526,0.00000000
-5.38769385,6.48179316,1.51961849,4.86591580,0.33746335,0.00142271,1.06617818,0.00000000
-5.38169085,6.39997038,1.52198747,4.78534888,0.33519810,0.00140729,1.06490183,0.00000000
-5.37568784,6.29942308,1.52105472,4.68996655,0.33216623,0.00138818,1.06068887,0.00000000
-5.36968484,6.18190588,1.51685735,4.58120387,0.32841045,0.00136596,1.05383092,0.00000000
-5.36368184,6.04951613,1.50951629,4.46074830,0.32399443,0.00134127,1.04468034,0.00000000
-5.35767884,5.90463283,1.49923594,4.33049000,0.31900166,0.00131483,1.03363988,0.00000000
-5.35167584,5.74984587,1.48630063,4.19246547,0.31353338,0.00128739,1.02115039,0.00000000
-5.34567284,5.58787831,1.47106767,4.04879690,0.30770599,0.00125973,1.00767723,0.00000000
-5.33966983,5.42150488,1.45395754,3.90162969,0.30164777,0.00123262,0.99369574,0.00000000
-5.33366683,5.25347003,1.43544122,3.75307078,0.29549517,0.00120679,0.97967650,0.00000000
-5.32766383,5.08640880,1.41602549,3.60513016,0.28938876,0.00118293,0.96607077,0.00000000
-5.32166083,4.92277352,1.39623649,3.45966790,0.28346896,0.00116166,0.95329674,0.00000000
-5.31565783,4.76476915,1.37660240,3.31834849,0.27787178,0.00114348,0.94172709,0.00000000
-5.30965483,4.61429939,1.35763584,3.18260426,0.27272460,0.00112882,0.93167811,0.00000000
-5.30365183,4.47292531,1.33981670,3.05360868,0.26814230,0.00111796,0.92340086,0.00000000
-5.29764882,4.34183752,1.32357606,2.93226018,0.26422368,0.00111108,0.91707459,0.00000000
-5.29164582,4.22184227,1.30928182,2.81917658,0.26104845,0.00110820,0.91280242,0.00000000
-5.28564282,4.11336124,1.29722651,2.71469964,0.25867483,0.00110925,0.91060947,0.00000000
-5.27963982,4.01644439,1.28761774,2.61890887,0.25713773,0.00111401,0.91044333,0.00000000
-5.27363682,3.93079435,1.28057158,2.53164345,0.25644780,0.00112215,0.91217683,0.00000000
-5.26763382,3.85580108,1.27610909,2.45253076,0.25659110,0.00113327,0.91561279,0.00000000
-5.26163082,3.79058454,1.27415606,2.38101996,0.25752959,0.00114685,0.92049083,0.00000000
-5.25562781,3.73404359,1.27454589,2.31641883,0.25920239,0.00116232,0.92649566,0.00000000
-5.24962481,3.68490882,1.27702563,2.25793236,0.26152763,0.00117906,0.93326690,0.00000000
-5.24362181,3.64179741,1.28126472,2.20470136,0.26440508,0.00119642,0.94040985,0.00000000
-5.23761881,3.60326790,1.28686632,2.15583973,0.26771923,0.00121374,0.94750726,0.00000000
-5.23161581,3.56787325,1.29338072,2.11046923,0.27134287,0.00123037,0.95413146,0.00000000
-5.22561281,3.53421050,1.30032037,2.06775068,0.27514105,0.00124569,0.95985674,0.00000000
-5.21960980,3.50096585,1.30717601,2.02691099,0.27897521,0.00125913,0.96427169,0.00000000
-5.21360680,3.46695403,1.31343333,1.98726535,0.28270738,0.00127016,0.96699099,0.00000000
-5.20760380,3.43115119,1.31858961,1.94823458,0.28620443,0.00127835,0.96766651,0.00000000
-5.20160080,3.39272081,1.32216968,1.90935735,0.28934192,0.00128333,0.96599738,0.00000000
-5.19559780,3.35103233,1.32374061,1.87029767,0.29200779,0.00128483,0.96173860,0.00000000
-5.18959480,3.30567235,1.32292475,1.83084782,0.29410542,0.00128267,0.95470807,0.00000000
-5.18359180,3.25644872,1.31941045,1.79092719,0.29555616,0.00127677,0.94479177,0.00000000
-5.17758879,3.20338775,1.31296033,1.75057758,0.29630118,0.00126714,0.93194679,0.00000000
-5.17158579,3.14672505,1.30341662,1.70995551,0.29630249,0.00125388,0.91620229,0.00000000
-5.16558279,3.08689083,1.29070363,1.66932223,0.29554324,0.00123716,0.89765823,0.00000000
-5.15957979,3.02449030,1.27482727,1.62903191,0.29402725,0.00121725,0.87648193,0.00000000
-5.15357679,2.96028024,1.25587183,1.58951864,0.29177776,0.00119447,0.85290261,0.00000000
-5.14757379,2.89514266,1.23399428,1.55128287,0.28883552,0.00116920,0.82720421,0.00000000
-5.14157079,2.83005655,1.20941638,1.51487749,0.28525639,0.00114184,0.79971672,0.00000000
-5.13556778,2.76606885,1.18241530,1.48089419,0.28110842,0.00111285,0.77080633,0.00000000
-5.12956478,2.70426546,1.15331309,1.44995008,0.27646879,0.00108270,0.74086504,0.00000000
-5.12356178,2.64574320,1.12246561,1.42267496,0.27142050,0.00105186,0.71029998,0.00000000
-5.11755878,2.59158354,1.09025148,1.39969912,0.26604923,0.00102080,0.67952296,0.00000000
-5.11155578,2.54282857,1.05706163,1.38164165,0.26044032,0.00098999,0.64894070,0.00000000
-5.10555278,2.50045965,1.02328973,1.36909927,0.25467611,0.00095986,0.61894611,0.00000000
-5.09954977,2.46537899,0.98932393,1.36263529,0.24883373,0.00093085,0.58991093,0.00000000
-5.09354677,2.43839422,0.95554025,1.36276870,0.24298342,0.00090336,0.56217993,0.00000000
-5.08754377,2.42020580,0.92229754,1.36996308,0.23718735,0.00087775,0.53606687,0.00000000
-5.08154077,2.41139720,0.88993415,1.38461533,0.23149916,0.00085439,0.51185222,0.00000000
-5.07553777,2.41242737,0.85876622,1.40704399,0.22596388,0.00083358,0.48978250,0.00000000
-5.06953477,2.42362535,0.82908737,1.43747742,0.22061853,0.00081564,0.47007121,0.00000000
-5.06353177,2.44518661,0.80116951,1.47604187,0.21549306,0.00080085,0.45290104,0.00000000
-5.05752876,2.47717095,0.77526460,1.52274987,0.21061159,0.00078946,0.43842694,0.00000000
-5.05152576,2.51950156,0.75160676,1.57748933,0.20599397,0.00078175,0.42677997,0.00000000
-5.04552276,2.57196543,0.73041476,1.64001403,0.20165740,0.00077794,0.41807118,0.00000000
-5.03951976,2.63421483,0.71189419,1.70993604,0.19761795,0.00077827,0.41239555,0.00000000
-5.03351676,2.70577019,0.69623934,1.78672093,0.19389208,0.00078297,0.40983523,0.00000000
-5.02751376,2.78602427,0.68363429,1.86968632,0.19049779,0.00079226,0.41046212,0.00000000
-5.02151076,2.87424816,0.67425316,1.95800447,0.18745558,0.00080634,0.41433932,0.00000000
-5.01550775,2.96959898,0.66825942,2.05070946,0.18478892,0.00082540,0.42152130,0.00000000
-5.00950475,3.07112972,0.66580406,2.14670920,0.18252434,0.00084962,0.43205283,0.00000000
-5.00350175,3.17780125,0.66702277,2.24480232,0.18069112,0.00087916,0.44596652,0.00000000
-4.99749875,3.28849646,0.67203210,2.34369996,0.17932055,0.00091412,0.46327915,0.00000000
-4.99149575,3.40203657,0.68092486,2.44205183,0.17844478,0.00095459,0.48398703,0.00000000
-4.98549275,3.51719930,0.69376484,2.53847594,0.17809544,0.00100058,0.50806046,0.00000000
-4.97948974,3.63273860,0.71058120,2.63159107,0.17830201,0.00105208,0.53543793,0.00000000
-4.97348674,3.74740552,0.73136274,2.72005083,0.17909006,0.00110897,0.56602019,0.00000000
-4.96748374,3.85996964,0.75605251,2.80257800,0.18047950,0.00117108,0.59966476,0.00000000
-4.96148074,3.96924050,0.78454292,2.87799786,0.18248294,0.00123813,0.63618123,0.00000000
-4.95547774,4.07408846,0.81667185,2.94526919,0.18510423,0.00130976,0.67532789,0.00000000
-4.94947474,4.17346436,0.85222002,3.00351162,0.18833735,0.00138552,0.71680981,0.00000000
-4.94347174,4.26641738,0.89090985,3.05202826,0.19216564,0.00146483,0.76027899,0.00000000
-4.93746873,4.35211070,0.93240616,3.09032279,0.19656153,0.00154705,0.80533651,0.00000000
-4.93146573,4.42983457,0.97631878,3.11811020,0.20148665,0.00163140,0.85153694,0.00000000
-4.92546273,4.49901636,1.02220708,3.13532097,0.20689256,0.00171704,0.89839489,0.00000000
-4.91945973,4.55922751,1.06958655,3.14209864,0.21272175,0.00180304,0.94539369,0.00000000
-4.91345673,4.61018722,1.11793712,3.13879077,0.21890923,0.00188840,0.99199575,0.00000000
-4.90745373,4.65176284,1.16671312,3.12593411,0.22538425,0.00197209,1.03765443,0.00000000
-4.90145073,4.68396703,1.21535444,3.10423435,0.23207241,0.00205303,1.08182680,0.00000000
-4.89544772,4.70695187,1.26329849,3.07454165,0.23889772,0.00213013,1.12398690,0.00000000
-4.88944472,4.72099999,1.30999265,3.03782265,0.24578480,0.00220234,1.16363883,0.00000000
-4.88344172,4.72651315,1.35490650,2.99513041,0.25266084,0.00226864,1.20032926,0.00000000
-4.87743872,4.72399842,1.39754345,2.94757303,0.25945743,0.00232805,1.23365869,0.00000000
-4.87143572,4.71405250,1.43745136,2.89628243,0.26611199,0.00237970,1.26329113,0.00000000
-4.86543272,4.69734451,1.47423162,2.84238399,0.27256891,0.00242282,1.28896187,0.00000000
-4.85942971,4.67459774,1.50754648,2.78696820,0.27878023,0.00245678,1.31048291,0.00000000
-4.85342671,4.64657105,1.53712436,2.73106516,0.28470599,0.00248107,1.32774617,0.00000000
-4.84742371,4.61404031,1.56276301,2.67562233,0.29031402,0.00249534,1.34072427,0.00000000
-4.84142071,4.57778056,1.58433058,2.62148642,0.29557964,0.00249941,1.34946907,0.00000000
-4.83541771,4.53854940,1.60176461,2.56938944,0.30048484,0.00249325,1.35410821,0.00000000
-4.82941471,4.49707221,1.61506924,2.51993919,0.30501744,0.00247700,1.35483986,0.00000000
-4.82341171,4.45402945,1.62431080,2.47361424,0.30917005,0.00245098,1.35192594,0.00000000
-4.81740870,4.41004656,1.62961212,2.43076311,0.31293909,0.00241563,1.34568431,0.00000000
-4.81140570,4.36568646,1.63114595,2.39160743,0.31632376,0.00237155,1.33648014,0.00000000
-4.80540270,4.32144469,1.62912765,2.35624850,0.31932527,0.00231948,1.32471668,0.00000000
-4.79939970,4.27774719,1.62380771,2.32467689,0.32194612,0.00226023,1.31082597,0.00000000
-4.79339670,4.23495020,1.61546404,2.29678424,0.32418964,0.00219474,1.29525932,0.00000000
-4.78739370,4.19334218,1.60439459,2.27237673,0.32605966,0.00212399,1.27847803,0.00000000
-4.78139070,4.15314701,1.59091016,2.25118944,0.32756046,0.00204903,1.26094427,0.00000000
-4.77538769,4.11452809,1.57532776,2.23290112,0.32869673,0.00197093,1.24311228,0.00000000
-4.76938469,4.07759296,1.55796443,2.21714851,0.32947371,0.00189076,1.22541989,0.00000000
-4.76338169,4.04239783,1.53913167,2.20354002,0.32989739,0.00180958,1.20828051,0.00000000
-4.75737869,4.00895187,1.51913047,2.19166818,0.32997466,0.00172842,1.19207560,0.00000000
-4.75137569,3.97722104,1.49824696,2.18112074,0.32971345,0.00164824,1.17714766,0.00000000
-4.74537269,3.94713148,1.47674870,2.17149025,0.32912285,0.00156994,1.16379414,0.00000000
-4.73936968,3.91857258,1.45488163,2.16238212,0.32821306,0.00149436,1.15226209,0.00000000
-4.73336668,3.89140000,1.43286777,2.15342133,0.32699536,0.00142220,1.14274402,0.00000000
-4.72736368,3.86543893,1.41090360,2.14425797,0.32548195,0.00135410,1.13537514,0.00000000
-4.72136068,3.84048816,1.38915920,2.13457181,0.32368579,0.00129057,1.13023196,0.00000000
-4.71535768,3.81632504,1.36777825,2.12407621,0.32162041,0.00123203,1.12733276,0.00000000
-4.70935468,3.79271190,1.34687878,2.11252163,0.31929977,0.00117878,1.12663974,0.00000000
-4.70335168,3.76940396,1.32655466,2.09969886,0.31673818,0.00113102,1.12806304,0.00000000
-4.69734867,3.74615877,1.30687790,2.08544214,0.31395032,0.00108886,1.13146650,0.00000000
-4.69134567,3.72274704,1.28790151,2.06963222,0.31095133,0.00105233,1.13667502,0.00000000
-4.68534267,3.69896451,1.26966289,2.05219929,0.30775712,0.00102137,1.14348322,0.00000000
-4.67933967,3.67464434,1.25218762,2.03312561,0.30438469,0.00099588,1.15166510,0.00000000
-4.67333667,3.64966937,1.23549332,2.01244768,0.30085262,0.00097570,1.16098413,0.00000000
-4.66733367,3.62398358,1.21959366,1.99025771,0.29718160,0.00096066,1.17120341,0.00000000
-4.66133067,3.59760189,1.20450202,1.96670407,0.29339501,0.00095055,1.18209535,0.00000000
-4.65532766,3.57061767,1.19023486,1.94199049,0.28951951,0.00094517,1.19345027,0.00000000
-4.64932466,3.54320725,1.17681452,1.91637383,0.28558551,0.00094432,1.20508367,0.00000000
-4.64332166,3.51563097,1.16427137,1.89016011,0.28162763,0.00094781,1.21684159,0.00000000
-4.63731866,3.48823039,1.15264520,1.86369893,0.27768504,0.00095548,1.22860391,0.00000000
-4.63131566,3.46142166,1.14198575,1.83737610,0.27380153,0.00096721,1.24028547,0.00000000
-4.62531266,3.43568498,1.13235252,1.81160473,0.27002558,0.00098289,1.25183489,0.00000000
-4.61930965,3.41155059,1.12381364,1.78681478,0.26641006,0.00100244,1.26323134,0.00000000
-4.61330665,3.38958179,1.11644413,1.76344160,0.26301194,0.00102581,1.27447943,0.00000000
-4.60730365,3.37035543,1.11032337,1.74191359,0.25989164,0.00105296,1.28560265,0.00000000
-4.60130065,3.35444099,1.10553210,1.72263944,0.25711235,0.00108387,1.29663569,0.00000000
-4.59529765,3.34237874,1.10214891,1.70599541,0.25473913,0.00111851,1.30761627,0.00000000
-4.58929465,3.33465813,1.10024649,1.69231307,0.25283787,0.00115685,1.31857690,0.00000000
-4.58329165,3.33169700,1.09988764,1.68186779,0.25147424,0.00119884,1.32953711,0.00000000
-4.57728864,3.33382273,1.10112126,1.67486862,0.25071239,0.00124440,1.34049655,0.00000000
-4.57128564,3.34125571,1.10397854,1.67144970,0.25061375,0.00129342,1.35142944,0.00000000
-4.56528264,3.35409601,1.10846927,1.67166361,0.25123570,0.00134575,1.36228061,0.00000000
-4.55927964,3.37231352,1.11457869,1.67547693,0.25263018,0.00140117,1.37296326,0.00000000
-4.55327664,3.39574209,1.12226482,1.68276806,0.25484240,0.00145943,1.38335864,0.00000000
-4.54727364,3.42407764,1.13145642,1.69332760,0.25790947,0.00152022,1.39331750,0.00000000
-4.54127064,3.45688053,1.14205187,1.70686113,0.26185913,0.00158316,1.40266328,0.00000000
-4.53526763,3.49358181,1.15391876,1.72299452,0.26670854,0.00164783,1.41119670,0.00000000
-4.52926463,3.53349349,1.16689454,1.74128145,0.27246314,0.00171374,1.41870151,0.00000000
-4.52326163,3.57582203,1.18078804,1.76121315,0.27911567,0.00178037,1.42495113,0.00000000
-4.51725863,3.61968509,1.19538207,1.78222990,0.28664533,0.00184715,1.42971567,0.00000000
-4.51125563,3.66413060,1.21043675,1.80373408,0.29501716,0.00191347,1.43276913,0.00000000
-4.50525263,3.70815781,1.22569385,1.82510431,0.30418160,0.00197870,1.43389627,0.00000000
-4.49924962,3.75073965,1.24088169,1.84571024,0.31407443,0.00204219,1.43289912,0.00000000
-4.49324662,3.79084564,1.25572061,1.86492767,0.32461683,0.00210328,1.42960260,0.00000000
-4.48724362,3.82746484,1.26992882,1.88215326,0.33571594,0.00216132,1.42385931,0.00000000
-4.48124062,3.85962822,1.28322836,1.89681867,0.34726563,0.00221566,1.41555340,0.00000000
-4.47523762,3.88642979,1.29535106,1.90840357,0.35914769,0.00226570,1.40460333,0.00000000
-4.46923462,3.90704607,1.30604420,1.91644709,0.37123331,0.00231084,1.39096376,0.00000000
-4.46323162,3.92075353,1.31507582,1.92055762,0.38338498,0.00235056,1.37462658,0.00000000
-4.45722861,3.92694351,1.32223943,1.92042043,0.39545863,0.00238439,1.35562111,0.00000000
-4.45122561,3.92513448,1.32735807,1.91580329,0.40730608,0.00241192,1.33401385,0.00000000
-4.44522261,3.91498137,1.33028757,1.90655973,0.41877772,0.00243282,1.30990760,0.00000000
-4.43921961,3.89628192,1.33091904,1.89263019,0.42972532,0.00244688,1.28344029,0.00000000
-4.43321661,3.86898002,1.32918047,1.87404100,0.44000500,0.00245393,1.25478348,0.00000000
-4.42721361,3.83316586,1.32503761,1.85090143,0.44948016,0.00245393,1.22414062,0.00000000
-4.42121061,3.78907319,1.31849394,1.82339893,0.45802430,0.00244694,1.19174499,0.00000000
-4.41520760,3.73707357,1.30958995,1.79179292,0.46552375,0.00243312,1.15785730,0.00000000
-4.40920460,3.67766788,1.29840173,1.75640719,0.47188007,0.00241270,1.12276292,0.00000000
-4.40320160,3.61147504,1.28503885,1.71762141,0.47701209,0.00238604,1.08676850,0.00000000
-4.39719860,3.53921847,1.26964174,1.67586175,0.48085758,0.00235354,1.05019809,0.00000000
-4.39119560,3.46171012,1.25237848,1.63159110,0.48337437,0.00231569,1.01338846,0.00000000
-4.38519260,3.37983276,1.23344116,1.58529887,0.48454097,0.00227305,0.97668372,0.00000000
-4.37918959,3.29452063,1.21304179,1.53749083,0.48435657,0.00222618,0.94042922,0.00000000
-4.37318659,3.20673898,1.19140801,1.48867899,0.48284057,0.00217570,0.90496479,0.00000000
-4.36718359,3.11746303,1.16877842,1.43937176,0.48003149,0.00212222,0.87061742,0.00000000
-4.36118059,3.02765686,1.14539793,1.39006472,0.47598540,0.00206636,0.83769372,0.00000000
-4.35517759,2.93825282,1.12151299,1.34123182,0.47077401,0.00200872,0.80647231,0.00000000
-4.34917459,2.85013217,1.09736706,1.29331762,0.46448228,0.00194985,0.77719647,0.00000000
-4.34317159,2.76410750,1.07319622,1.24673031,0.45720598,0.00189030,0.75006753,0.00000000
-4.33716858,2.68090764,1.04922531,1.20183593,0.44904898,0.00183054,0.72523921,0.00000000
-4.33116558,2.60116550,1.02566455,1.15895382,0.44012058,0.00177102,0.70281325,0.00000000
-4.32516258,2.52540930,1.00270677,1.11835339,0.43053300,0.00171212,0.68283679,0.00000000
-4.31915958,2.45405752,0.98052548,1.08025226,0.42039899,0.00165419,0.66530150,0.00000000
-4.31315658,2.38741768,0.95927363,1.04481587,0.40982969,0.00159755,0.65014471,0.00000000
-4.30715358,2.32568882,0.93908319,1.01215843,0.39893292,0.00154245,0.63725257,0.00000000
