energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.88594297,1.35032032,0.00235433,0.33123430,0.99837206,0.00000000,0.52954400,0.00000000,0.99121112,0.32236803
-5.87993997,1.29401883,0.00227583,0.31943735,0.95952037,0.00000000,0.50277278,0.00000000,0.96128894,0.30751824
-5.87393697,1.24059430,0.00221656,0.30774658,0.92257381,0.00000000,0.47713815,0.00000000,0.93294864,0.29345171
-5.86793397,1.19067859,0.00217725,0.29632196,0.88790311,0.00000000,0.45289748,0.00000000,0.90649176,0.28036774
-5.86193097,1.14486667,0.00215847,0.28531983,0.85582441,0.00000000,0.43028123,0.00000000,0.88217543,0.26847166
-5.85592796,1.10370177,0.00216054,0.27488714,0.82658989,0.00000000,0.40948936,0.00000000,0.86020011,0.25797049
-5.84992496,1.06766233,0.00218365,0.26515614,0.80038034,0.00000000,0.39068860,0.00000000,0.84070006,0.24906841
-5.84392196,1.03715099,0.00222783,0.25623992,0.77730005,0.00000000,0.37401072,0.00000000,0.82373684,0.24196218
-5.83791896,1.01248606,0.00229299,0.24822876,0.75737445,0.00000000,0.35955176,0.00000000,0.80929641,0.23683668
-5.83191596,0.99389549,0.00237892,0.24118756,0.74055044,0.00000000,0.34737218,0.00000000,0.79728971,0.23386056
-5.82591296,0.98151346,0.00248536,0.23515439,0.72669951,0.00000000,0.33749789,0.00000000,0.78755678,0.23318208
-5.81990995,0.97537939,0.00261197,0.23014003,0.71562350,0.00000000,0.32992202,0.00000000,0.77987401,0.23492507
-5.81390695,0.97543892,0.00275837,0.22612863,0.70706261,0.00000000,0.32460722,0.00000000,0.77396419,0.23918514
-5.80790395,0.98154670,0.00292412,0.22307916,0.70070534,0.00000000,0.32148835,0.00000000,0.76950856,0.24602603
-5.80190095,0.99347033,0.00310874,0.22092776,0.69619983,0.00000000,0.32047533,0.00000000,0.76616034,0.25547616
-5.79589795,1.01089512,0.00331165,0.21959054,0.69316603,0.00000000,0.32145596,0.00000000,0.76355872,0.26752537
-5.78989495,1.03342924,0.00353218,0.21896692,0.69120810,0.00000000,0.32429853,0.00000000,0.76134283,0.28212197
-5.78389195,1.06060894,0.00376951,0.21894316,0.68992660,0.00000000,0.32885410,0.00000000,0.75916460,0.29917008
-5.77788894,1.09190354,0.00402261,0.21939595,0.68892982,0.00000000,0.33495833,0.00000000,0.75670017,0.31852754
-5.77188594,1.12672036,0.00429022,0.22019595,0.68784398,0.00000000,0.34243288,0.00000000,0.75365917,0.34000438
-5.76588294,1.16440945,0.00457077,0.22121119,0.68632188,0.00000000,0.35108641,0.00000000,0.74979156,0.36336212
-5.75987994,1.20426844,0.00486235,0.22231014,0.68404987,0.00000000,0.36071522,0.00000000,0.74489193,0.38831416
-5.75387694,1.24554785,0.00516262,0.22336457,0.68075298,0.00000000,0.37110372,0.00000000,0.73880117,0.41452735
-5.74787394,1.28745719,0.00546885,0.22425192,0.67619842,0.00000000,0.38202499,0.00000000,0.73140572,0.44162491
-5.74187094,1.32917237,0.00577784,0.22485751,0.67019725,0.00000000,0.39324144,0.00000000,0.72263482,0.46919102
-5.73586793,1.36984468,0.00608596,0.22507633,0.66260481,0.00000000,0.40450604,0.00000000,0.71245607,0.49677695
-5.72986493,1.40861174,0.00638915,0.22481453,0.65331974,0.00000000,0.41556405,0.00000000,0.70086987,0.52390885
-5.72386193,1.44461055,0.00668301,0.22399071,0.64228228,0.00000000,0.42615555,0.00000000,0.68790332,0.55009707
-5.71785893,1.47699260,0.00696282,0.22253694,0.62947170,0.00000000,0.43601889,0.00000000,0.67360401,0.57484692
-5.71185593,1.50494093,0.00722372,0.22039957,0.61490346,0.00000000,0.44489492,0.00000000,0.65803430,0.59767052
-5.70585293,1.52768864,0.00746077,0.21753982,0.59862610,0.00000000,0.45253208,0.00000000,0.64126636,0.61809932
-5.69984992,1.54453832,0.00766911,0.21393423,0.58071805,0.00000000,0.45869220,0.00000000,0.62337832,0.63569705
-5.69384692,1.55488167,0.00784413,0.20957479,0.56128457,0.00000000,0.46315666,0.00000000,0.60445170,0.65007240
-5.68784392,1.55821838,0.00798162,0.20446896,0.54045472,0.00000000,0.46573288,0.00000000,0.58457012,0.66089103
-5.68184092,1.55417341,0.00807791,0.19863932,0.51837857,0.00000000,0.46626062,0.00000000,0.56381924,0.66788633
-5.67583792,1.54251174,0.00813006,0.19212304,0.49522440,0.00000000,0.46461783,0.00000000,0.54228771,0.67086849
-5.66983492,1.52314973,0.00813592,0.18497102,0.47117608,0.00000000,0.46072575,0.00000000,0.52006899,0.66973141
-5.66383192,1.49616239,0.00809431,0.17724669,0.44643038,0.00000000,0.45455299,0.00000000,0.49726362,0.66445711
-5.65782891,1.46178609,0.00800504,0.16902466,0.42119436,0.00000000,0.44611814,0.00000000,0.47398165,0.65511745
-5.65182591,1.42041628,0.00786902,0.16038897,0.39568262,0.00000000,0.43549105,0.00000000,0.45034504,0.64187303
-5.64582291,1.37260040,0.00768818,0.15143120,0.37011455,0.00000000,0.42279237,0.00000000,0.42648956,0.62496928
-5.63981991,1.31902598,0.00746553,0.14224837,0.34471150,0.00000000,0.40819162,0.00000000,0.40256619,0.60473001
-5.63381691,1.26050463,0.00720507,0.13294080,0.31969404,0.00000000,0.39190357,0.00000000,0.37874164,0.58154855
-5.62781391,1.19795232,0.00691171,0.12360986,0.29527917,0.00000000,0.37418345,0.00000000,0.35519816,0.55587701
-5.62181091,1.13236713,0.00659119,0.11435579,0.27167777,0.00000000,0.35532093,0.00000000,0.33213241,0.52821402
-5.61580790,1.06480521,0.00624991,0.10527572,0.24909227,0.00000000,0.33563331,0.00000000,0.30975356,0.49909163
-5.60980490,0.99635597,0.00589489,0.09646174,0.22771459,0.00000000,0.31545830,0.00000000,0.28828076,0.46906166
-5.60380190,0.92811772,0.00553356,0.08799935,0.20772456,0.00000000,0.29514655,0.00000000,0.26794000,0.43868227
-5.59779890,0.86117439,0.00517373,0.07996611,0.18928866,0.00000000,0.27505451,0.00000000,0.24896066,0.40850510
-5.59179590,0.79657439,0.00482342,0.07243066,0.17255939,0.00000000,0.25553765,0.00000000,0.23157184,0.37906341
-5.58579290,0.73531206,0.00449084,0.06545208,0.15767490,0.00000000,0.23694452,0.00000000,0.21599867,0.35086162
-5.57978989,0.67831223,0.00418432,0.05907952,0.14475928,0.00000000,0.21961172,0.00000000,0.20245870,0.32436631
-5.57378689,0.62641814,0.00391228,0.05335224,0.13392303,0.00000000,0.20385980,0.00000000,0.19115855,0.29999908
-5.56778389,0.58038265,0.00368322,0.04829981,0.12526393,0.00000000,0.18999038,0.00000000,0.18229078,0.27813104
-5.56178089,0.54086261,0.00350578,0.04394263,0.11886805,0.00000000,0.17828412,0.00000000,0.17603119,0.25907902
-5.55577789,0.50841614,0.00338871,0.04029255,0.11481080,0.00000000,0.16899962,0.00000000,0.17253633,0.24310337
-5.54977489,0.48350226,0.00334100,0.03735370,0.11315800,0.00000000,0.16237312,0.00000000,0.17194142,0.23040709
-5.54377189,0.46648235,0.00337183,0.03512333,0.11396664,0.00000000,0.15861851,0.00000000,0.17435852,0.22113612
-5.53776888,0.45762300,0.00349070,0.03359265,0.11728548,0.00000000,0.15792776,0.00000000,0.17987493,0.21538058
-5.53176588,0.45709953,0.00370732,0.03274770,0.12315518,0.00000000,0.16047117,0.00000000,0.18855171,0.21317671
-5.52576288,0.46499981,0.00403171,0.03257011,0.13160803,0.00000000,0.16639751,0.00000000,0.20042240,0.21450924
-5.51975988,0.48132784,0.00447403,0.03303780,0.14266715,0.00000000,0.17583356,0.00000000,0.21549180,0.21931418
-5.51375688,0.50600684,0.00504449,0.03412551,0.15634518,0.00000000,0.18888306,0.00000000,0.23373478,0.22748176
-5.50775388,0.53888167,0.00575316,0.03580528,0.17264246,0.00000000,0.20562484,0.00000000,0.25509513,0.23885949
-5.50175088,0.57972034,0.00660971,0.03804679,0.19154477,0.00000000,0.22611016,0.00000000,0.27948458,0.25325538
-5.49574787,0.62821488,0.00762310,0.04081751,0.21302064,0.00000000,0.25035920,0.00000000,0.30678173,0.27044116
-5.48974487,0.68398147,0.00880117,0.04408290,0.23701831,0.00000000,0.27835679,0.00000000,0.33683127,0.29015572
-5.48374187,0.74656029,0.01015022,0.04780641,0.26346259,0.00000000,0.31004761,0.00000000,0.36944326,0.31210869
-5.47773887,0.81541526,0.01167450,0.05194951,0.29225157,0.00000000,0.34533099,0.00000000,0.40439275,0.33598432
-5.47173587,0.88993414,0.01337576,0.05647168,0.32325344,0.00000000,0.38405567,0.00000000,0.44141962,0.36144563
-5.46573287,0.96942931,0.01525266,0.06133041,0.35630363,0.00000000,0.42601483,0.00000000,0.48022893,0.38813894
-5.45972986,1.05313972,0.01730037,0.06648129,0.39120230,0.00000000,0.47094170,0.00000000,0.52049173,0.41569883
-5.45372686,1.14023432,0.01951007,0.07187814,0.42771254,0.00000000,0.51850622,0.00000000,0.56184645,0.44375340
-5.44772386,1.22981743,0.02186863,0.07747329,0.46555936,0.00000000,0.56831305,0.00000000,0.60390101,0.47192995
-5.44172086,1.32093617,0.02435837,0.08321796,0.50442970,0.00000000,0.61990140,0.00000000,0.64623574,0.49986095
-5.43571786,1.41259030,0.02695693,0.08906283,0.54397359,0.00000000,0.67274678,0.00000000,0.68840715,0.52719016
-5.42971486,1.50374451,0.02963736,0.09495877,0.58380665,0.00000000,0.72626514,0.00000000,0.72995268,0.55357883
-5.42371186,1.59334312,0.03236834,0.10085771,0.62351397,0.00000000,0.77981941,0.00000000,0.77039645,0.57871187
-5.41770885,1.68032706,0.03511461,0.10671373,0.66265553,0.00000000,0.83272855,0.00000000,0.80925603,0.60230375
-5.41170585,1.76365291,0.03783757,0.11248418,0.70077297,0.00000000,0.88427902,0.00000000,0.84605019,0.62410403
-5.40570285,1.84231342,0.04049611,0.11813098,0.73739790,0.00000000,0.93373848,0.00000000,0.88030758,0.64390231
-5.39969985,1.91535914,0.04304754,0.12362192,0.77206131,0.00000000,0.98037139,0.00000000,0.91157612,0.66153247
-5.39369685,1.98192033,0.04544869,0.12893189,0.80430406,0.00000000,1.02345617,0.00000000,0.93943295,0.67687597
-5.38769385,2.04122840,0.04765711,0.13404408,0.83368811,0.00000000,1.06230314,0.00000000,0.96349462,0.68986421
-5.38169085,2.09263606,0.04963231,0.13895090,0.85980794,0.00000000,1.09627289,0.00000000,0.98342720,0.70047960
-5.37568784,2.13563522,0.05133697,0.14365465,0.88230199,0.00000000,1.12479412,0.00000000,0.99895588,0.70875543
-5.36968484,2.16987172,0.05273818,0.14816779,0.90086344,0.00000000,1.14738043,0.00000000,1.00987360,0.71477444
-5.36368184,2.19515615,0.05380849,0.15251278,0.91524986,0.00000000,1.16364508,0.00000000,1.01604843,0.71866586
-5.35767884,2.21146981,0.05452681,0.15672140,0.92529136,0.00000000,1.17331335,0.00000000,1.01742902,0.72060122
-5.35167584,2.21896549,0.05487920,0.16083344,0.93089667,0.00000000,1.17623167,0.00000000,1.01404792,0.72078872
-5.34567284,2.21796249,0.05485926,0.16489497,0.93205686,0.00000000,1.17237308,0.00000000,1.00602249,0.71946637
-5.33966983,2.20893592,0.05446843,0.16895590,0.92884628,0.00000000,1.16183884,0.00000000,0.99355301,0.71689407
-5.33366683,2.19250028,0.05371590,0.17306718,0.92142086,0.00000000,1.14485584,0.00000000,0.97691807,0.71334477
-5.32766383,2.16938799,0.05261831,0.17727764,0.91001333,0.00000000,1.12177007,0.00000000,0.95646728,0.70909501
-5.32166083,2.14042344,0.05119915,0.18163045,0.89492590,0.00000000,1.09303617,0.00000000,0.93261147,0.70441515
-5.31565783,2.10649364,0.04948795,0.18615969,0.87652035,0.00000000,1.05920366,0.00000000,0.90581065,0.69955968
-5.30965483,2.06851679,0.04751930,0.19088695,0.85520610,0.00000000,1.02090030,0.00000000,0.87656045,0.69475786
-5.30365183,2.02741009,0.04533171,0.19581821,0.83142677,0.00000000,0.97881339,0.00000000,0.84537729,0.69020530
-5.29764882,1.98405820,0.04296633,0.20094141,0.80564577,0.00000000,0.93366971,0.00000000,0.81278324,0.68605663
-5.29164582,1.93928408,0.04046575,0.20622453,0.77833157,0.00000000,0.88621506,0.00000000,0.77929104,0.68241979
-5.28564282,1.89382342,0.03787269,0.21161473,0.74994345,0.00000000,0.83719417,0.00000000,0.74539007,0.67935222
-5.27963982,1.84830388,0.03522881,0.21703841,0.72091822,0.00000000,0.78733180,0.00000000,0.71153385,0.67685909
-5.27363682,1.80323035,0.03257369,0.22240233,0.69165857,0.00000000,0.73731587,0.00000000,0.67812974,0.67489389
-5.26763382,1.75897659,0.02994386,0.22759588,0.66252361,0.00000000,0.68778300,0.00000000,0.64553102,0.67336124
-5.26163082,1.71578384,0.02737206,0.23249433,0.63382177,0.00000000,0.63930712,0.00000000,0.61403193,0.67212201
-5.25562781,1.67376624,0.02488672,0.23696306,0.60580648,0.00000000,0.59239133,0.00000000,0.58386557,0.67100048
-5.24962481,1.63292248,0.02251156,0.24086249,0.57867462,0.00000000,0.54746304,0.00000000,0.55520473,0.66979332
-5.24362181,1.59315324,0.02026548,0.24405364,0.55256767,0.00000000,0.50487255,0.00000000,0.52816545,0.66827993
-5.23761881,1.55428300,0.01816257,0.24640384,0.52757525,0.00000000,0.46489453,0.00000000,0.50281288,0.66623372
-5.23161581,1.51608511,0.01621228,0.24779257,0.50374095,0.00000000,0.42773231,0.00000000,0.47916912,0.66343387
-5.22561281,1.47830867,0.01441978,0.24811696,0.48106970,0.00000000,0.39352437,0.00000000,0.45722241,0.65967691
-5.21960980,1.44070561,0.01278642,0.24729667,0.45953643,0.00000000,0.36235251,0.00000000,0.43693708,0.65478767
-5.21360680,1.40305665,0.01131018,0.24527810,0.43909537,0.00000000,0.33425111,0.00000000,0.41826373,0.64862905
-5.20760380,1.36519460,0.00998630,0.24203744,0.41968948,0.00000000,0.30921704,0.00000000,0.40114894,0.64111020
-5.20160080,1.32702413,0.00880783,0.23758268,0.40125949,0.00000000,0.28721943,0.00000000,0.38554410,0.63219269
-5.19559780,1.28853677,0.00776622,0.23195427,0.38375215,0.00000000,0.26820906,0.00000000,0.37141288,0.62189454
-5.18959480,1.24982090,0.00685187,0.22522462,0.36712734,0.00000000,0.25212688,0.00000000,0.35873697,0.61029181
-5.18359180,1.21106618,0.00605460,0.21749628,0.35136362,0.00000000,0.23891128,0.00000000,0.34751988,0.59751787
-5.17758879,1.17256262,0.00536413,0.20889908,0.33646231,0.00000000,0.22850403,0.00000000,0.33778878,0.58376039
-5.17158579,1.13469456,0.00477043,0.19958627,0.32244980,0.00000000,0.22085475,0.00000000,0.32959417,0.56925635
-5.16558279,1.09793020,0.00426399,0.18972997,0.30937821,0.00000000,0.21592388,0.00000000,0.32300784,0.55428524
-5.15957979,1.06280746,0.00383606,0.17951602,0.29732451,0.00000000,0.21368424,0.00000000,0.31811897,0.53916105
-5.15357679,1.02991708,0.00347882,0.16913860,0.28638829,0.00000000,0.21412136,0.00000000,0.31502894,0.52422328
-5.14757379,0.99988404,0.00318541,0.15879478,0.27668833,0.00000000,0.21723271,0.00000000,0.31384502,0.50982757
-5.14157079,0.97334826,0.00294997,0.14867920,0.26835826,0.00000000,0.22302608,0.00000000,0.31467342,0.49633633
-5.13556778,0.95094556,0.00276763,0.13897917,0.26154167,0.00000000,0.23151733,0.00000000,0.31761196,0.48410985
-5.12956478,0.93328969,0.00263438,0.12987025,0.25638668,0.00000000,0.24272772,0.00000000,0.32274285,0.47349812
-5.12356178,0.92095611,0.00254700,0.12151243,0.25304047,0.00000000,0.25668089,0.00000000,0.33012584,0.46483373
-5.11755878,0.91446797,0.00250292,0.11404704,0.25164386,0.00000000,0.27339982,0.00000000,0.33979207,0.45842601
-5.11155578,0.91428459,0.00250003,0.10759442,0.25232596,0.00000000,0.29290365,0.00000000,0.35173884,0.45455636
-5.10555278,0.92079242,0.00253654,0.10225221,0.25519937,0.00000000,0.31520450,0.00000000,0.36592554,0.45347495
-5.09954977,0.93429839,0.00261082,0.09809450,0.26035558,0.00000000,0.34030430,0.00000000,0.38227080,0.45539834
-5.09354677,0.95502531,0.00272123,0.09517145,0.26786101,0.00000000,0.36819149,0.00000000,0.40065107,0.46050810
-5.08754377,0.98310891,0.00286594,0.09350962,0.27775345,0.00000000,0.39883763,0.00000000,0.42090046,0.46894993
-5.08154077,1.01859603,0.00304286,0.09311273,0.29003899,0.00000000,0.43219377,0.00000000,0.44281202,0.48083309
-5.07553777,1.06144344,0.00324948,0.09396285,0.30468954,0.00000000,0.46818664,0.00000000,0.46614030,0.49622976
-5.06953477,1.11151687,0.00348279,0.09602193,0.32164074,0.00000000,0.50671444,0.00000000,0.49060512,0.51517401
-5.06353177,1.16858984,0.00373924,0.09923373,0.34079043,0.00000000,0.54764256,0.00000000,0.51589648,0.53766026
-5.05752876,1.23234216,0.00401473,0.10352584,0.36199765,0.00000000,0.59079901,0.00000000,0.54168037,0.56364100
-5.05152576,1.30235808,0.00430458,0.10881202,0.38508225,0.00000000,0.63596998,0.00000000,0.56760559,0.59302370
-5.04552276,1.37812409,0.00460361,0.11499474,0.40982506,0.00000000,0.68289567,0.00000000,0.59331104,0.62566719
-5.03951976,1.45902698,0.00490619,0.12196775,0.43596893,0.00000000,0.73126667,0.00000000,0.61843377,0.66137750
-5.03351676,1.54435250,0.00520637,0.12961894,0.46322048,0.00000000,0.78072134,0.00000000,0.64261718,0.69990369
-5.02751376,1.63328537,0.00549799,0.13783317,0.49125285,0.00000000,0.83084449,0.00000000,0.66551953,0.74093405
-5.02151076,1.72491135,0.00577483,0.14649524,0.51970945,0.00000000,0.88116793,0.00000000,0.68682235,0.78409314
-5.01550775,1.81822224,0.00603081,0.15549283,0.54820881,0.00000000,0.93117302,0.00000000,0.70623864,0.82894037
-5.00950475,1.91212431,0.00626013,0.16471939,0.57635056,0.00000000,0.98029575,0.00000000,0.72352056,0.87497049
-5.00350175,2.00545099,0.00645744,0.17407695,0.60372251,0.00000000,1.02793447,0.00000000,0.73846649,0.92161673
-4.99749875,2.09697997,0.00661803,0.18347864,0.62990880,0.00000000,1.07346035,0.00000000,0.75092712,0.96825667
-4.99149575,2.18545503,0.00673798,0.19285090,0.65449897,0.00000000,1.11623058,0.00000000,0.76081038,1.01422140
-4.98549275,2.26961217,0.00681427,0.20213538,0.67709781,0.00000000,1.15560398,0.00000000,0.76808503,1.05880786
-4.97948974,2.34820979,0.00684486,0.21129019,0.69733561,0.00000000,1.19095872,0.00000000,0.77278270,1.10129417
-4.97348674,2.42006180,0.00682882,0.22029061,0.71487864,0.00000000,1.22171152,0.00000000,0.77499818,1.14095780
-4.96748374,2.48407271,0.00676629,0.22912919,0.72943952,0.00000000,1.24733767,0.00000000,0.77488798,1.17709579
-4.96148074,2.53927322,0.00665853,0.23781507,0.74078689,0.00000000,1.26739095,0.00000000,0.77266703,1.20904641
-4.95547774,2.58485469,0.00650782,0.24637266,0.74875424,0.00000000,1.28152275,0.00000000,0.76860353,1.23621130
-4.94947474,2.62020096,0.00631742,0.25483952,0.75324733,0.00000000,1.28949922,0.00000000,0.76301222,1.25807704
-4.94347174,2.64491568,0.00609144,0.26326379,0.75424993,0.00000000,1.29121574,0.00000000,0.75624597,1.27423521
-4.93746873,2.65884383,0.00583473,0.27170093,0.75182750,0.00000000,1.28670786,0.00000000,0.74868625,1.28439975
-4.93146573,2.66208596,0.00555267,0.28021017,0.74612860,0.00000000,1.27615796,0.00000000,0.74073254,1.28842090
-4.92546273,2.65500422,0.00525106,0.28885072,0.73738389,0.00000000,1.25989721,0.00000000,0.73279114,1.28629466
-4.91945973,2.63821953,0.00493592,0.29767794,0.72590252,0.00000000,1.23840244,0.00000000,0.72526385,1.27816738
-4.91345673,2.61259966,0.00461331,0.30673969,0.71206611,0.00000000,1.21228793,0.00000000,0.71853672,1.26433508
-4.90745373,2.57923851,0.00428919,0.31607295,0.69632025,0.00000000,1.18229217,0.00000000,0.71296951,1.24523734
-4.90145073,2.53942717,0.00396926,0.32570114,0.67916396,0.00000000,1.14926005,0.00000000,0.70888604,1.22144597
-4.89544772,2.49461789,0.00365882,0.33563197,0.66113711,0.00000000,1.11412104,0.00000000,0.70656584,1.19364899
-4.88944472,2.44638220,0.00336269,0.34585626,0.64280654,0.00000000,1.07786406,0.00000000,0.70623745,1.16263038
-4.88344172,2.39636507,0.00308508,0.35634756,0.62475101,0.00000000,1.04151006,0.00000000,0.70807341,1.12924672
-4.87743872,2.34623663,0.00282957,0.36706279,0.60754560,0.00000000,1.00608313,0.00000000,0.71218712,1.09440142
-4.87143572,2.29764353,0.00259906,0.37794375,0.59174609,0.00000000,0.97258135,0.00000000,0.71863174,1.05901797
-4.86543272,2.25216170,0.00239571,0.38891953,0.57787367,0.00000000,0.94194831,0.00000000,0.72740085,1.02401294
-4.85942971,2.21125226,0.00222103,0.39990961,0.56640066,0.00000000,0.91504625,0.00000000,0.73843097,0.99027011
-4.85342671,2.17622214,0.00207579,0.41082757,0.55773750,0.00000000,0.89263192,0.00000000,0.75160560,0.95861653
-4.84742371,2.14819075,0.00196015,0.42158509,0.55222157,0.00000000,0.87533572,0.00000000,0.76676071,0.92980149
-4.84142071,2.12806356,0.00187365,0.43209621,0.55010800,0.00000000,0.86364492,0.00000000,0.78369128,0.90447894
-4.83541771,2.11651351,0.00181525,0.44228140,0.55156302,0.00000000,0.85789147,0.00000000,0.80215868,0.88319406
-4.82941471,2.11397041,0.00178345,0.45207139,0.55665969,0.00000000,0.85824461,0.00000000,0.82189866,0.86637407
-4.82341171,2.12061849,0.00177626,0.46141043,0.56537644,0.00000000,0.86470858,0.00000000,0.84262951,0.85432361
-4.81740870,2.13640177,0.00179136,0.47025891,0.57759826,0.00000000,0.87712532,0.00000000,0.86406030,0.84722444
-4.81140570,2.16103679,0.00182608,0.47859508,0.59312054,0.00000000,0.89518203,0.00000000,0.88589886,0.84513930
-4.80540270,2.19403184,0.00187750,0.48641582,0.61165543,0.00000000,0.91842325,0.00000000,0.90785928,0.84801948
-4.79939970,2.23471177,0.00194253,0.49373643,0.63284046,0.00000000,0.94626697,0.00000000,0.92966879,0.85571564
-4.79339670,2.28224720,0.00201795,0.50058940,0.65624915,0.00000000,0.97802408,0.00000000,0.95107380,0.86799111
-4.78739370,2.33568687,0.00210047,0.50702225,0.68140325,0.00000000,1.01292065,0.00000000,0.97184497,0.88453722
-4.78139070,2.39399179,0.00218682,0.51309445,0.70778615,0.00000000,1.05012194,0.00000000,0.99178115,0.90498958
-4.77538769,2.45606990,0.00227378,0.51887368,0.73485707,0.00000000,1.08875759,0.00000000,1.01071219,0.92894493
-4.76938469,2.52080975,0.00235827,0.52443145,0.76206547,0.00000000,1.12794677,0.00000000,1.02850042,0.95597754
-4.76338169,2.58711207,0.00243737,0.52983841,0.78886523,0.00000000,1.16682270,0.00000000,1.04504083,0.98565462
-4.75737869,2.65391801,0.00250842,0.53515949,0.81472809,0.00000000,1.20455543,0.00000000,1.06025992,1.01755002
-4.75137569,2.72023307,0.00256906,0.54044911,0.83915603,0.00000000,1.24037229,0.00000000,1.07411327,1.05125584
-4.74537269,2.78514603,0.00261723,0.54574667,0.86169195,0.00000000,1.27357526,0.00000000,1.08658188,1.08639132
-4.73936968,2.84784231,0.00265126,0.55107257,0.88192868,0.00000000,1.30355475,0.00000000,1.09766749,1.12260890
-4.73336668,2.90761145,0.00266988,0.55642494,0.89951577,0.00000000,1.32979942,0.00000000,1.10738696,1.15959721
-4.72736368,2.96384905,0.00267223,0.56177730,0.91416421,0.00000000,1.35190196,0.00000000,1.11576621,1.19708105
-4.72136068,3.01605330,0.00265786,0.56707725,0.92564889,0.00000000,1.36956077,0.00000000,1.12283375,1.23481853
-4.71535768,3.06381687,0.00262675,0.57224636,0.93380895,0.00000000,1.38257783,0.00000000,1.12861438,1.27259567
-4.70935468,3.10681515,0.00257928,0.57718136,0.93854625,0.00000000,1.39085316,0.00000000,1.13312348,1.31021895
-4.70335168,3.14479189,0.00251621,0.58175657,0.93982221,0.00000000,1.39437644,0.00000000,1.13636203,1.34750646
-4.69734867,3.17754358,0.00243861,0.58582762,0.93765326,0.00000000,1.39321645,0.00000000,1.13831312,1.38427823
-4.69134567,3.20490382,0.00234788,0.58923647,0.93210548,0.00000000,1.38750917,0.00000000,1.13893995,1.42034660
-4.68534267,3.22672906,0.00224562,0.59181735,0.92328860,0.00000000,1.37744520,0.00000000,1.13818576,1.45550721
-4.67933967,3.24288688,0.00213365,0.59340369,0.91134988,0.00000000,1.36325743,0.00000000,1.13597580,1.48953156
-4.67333667,3.25324765,0.00201388,0.59383565,0.89646817,0.00000000,1.34520944,0.00000000,1.13222128,1.52216156
-4.66733367,3.25768042,0.00188830,0.59296793,0.87884833,0.00000000,1.32358540,0.00000000,1.12682534,1.55310674
-4.66133067,3.25605333,0.00175890,0.59067765,0.85871643,0.00000000,1.29868177,0.00000000,1.11969064,1.58204434
-4.65532766,3.24823846,0.00162762,0.58687181,0.83631556,0.00000000,1.27080105,0.00000000,1.11072816,1.60862257
-4.64932466,3.23412082,0.00149631,0.58149398,0.81190250,0.00000000,1.24024768,0.00000000,1.09986684,1.63246690
-4.64332166,3.21361078,0.00136665,0.57452997,0.78574506,0.00000000,1.20732593,0.00000000,1.08706333,1.65318924
