energy_ev,total_up,As_p_up,As_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-6.00000000,0.68656922,0.44535250,0.00000000,0.02027717,0.07281169,0.59775369,0.35113135
-5.99399700,0.63061778,0.41349345,0.00000000,0.01809051,0.06510343,0.55084041,0.32759255
-5.98799400,0.58100742,0.38603123,0.00000000,0.01603945,0.05799113,0.50944973,0.30769127
-5.98199100,0.53824362,0.36334702,0.00000000,0.01413357,0.05150380,0.47406290,0.29174042
-5.97598799,0.50271871,0.34574741,0.00000000,0.01237910,0.04565886,0.44506499,0.27999352
-5.96998499,0.47471241,0.33346222,0.00000000,0.01077928,0.04046325,0.42274480,0.27264201
-5.96398199,0.45439351,0.32664283,0.00000000,0.00933463,0.03591465,0.40729601,0.26981295
-5.95797899,0.44182245,0.32536103,0.00000000,0.00804343,0.03200292,0.39881923,0.27156697
-5.95197599,0.43695475,0.32960836,0.00000000,0.00690206,0.02871145,0.39732490,0.27789659
-5.94597299,0.43964496,0.33929588,0.00000000,0.00590551,0.02601867,0.40273686,0.28872476
-5.93996998,0.44965119,0.35425453,0.00000000,0.00504782,0.02389940,0.41489666,0.30390408
-5.93396698,0.46664039,0.37423626,0.00000000,0.00432248,0.02232625,0.43356855,0.32321657
-5.92796398,0.49019441,0.39891616,0.00000000,0.00372281,0.02127082,0.45844530,0.34637447
-5.92196098,0.51981708,0.42789582,0.00000000,0.00324237,0.02070491,0.48915511,0.37302232
-5.91595798,0.55494259,0.46070827,0.00000000,0.00287520,0.02060148,0.52526958,0.40274041
-5.90995498,0.59494528,0.49682460,0.00000000,0.00261613,0.02093553,0.56631295,0.43505013
-5.90395198,0.63915105,0.53566266,0.00000000,0.00246087,0.02168484,0.61177267,0.46942120
-5.89794897,0.68685037,0.57659762,0.00000000,0.00240620,0.02283050,0.66111117,0.50528094
-5.89194597,0.73731293,0.61897468,0.00000000,0.00244996,0.02435730,0.71377879,0.54202555
-5.88594297,0.78980350,0.66212345,0.00000000,0.00259106,0.02625393,0.76922741,0.57903334
-5.87993997,0.84359879,0.70537393,0.00000000,0.00282933,0.02851298,0.82692454,0.61567949
-5.87393697,0.89800475,0.74807341,0.00000000,0.00316543,0.03113076,0.88636708,0.65135201
-5.86793397,0.95237357,0.78960387,0.00000000,0.00360056,0.03410691,0.94709438,0.68546837
-5.86193097,1.00611974,0.82939910,0.00000000,0.00413624,0.03744377,1.00869972,0.71749213
-5.85592796,1.05873439,0.86696079,0.00000000,0.00477395,0.04114565,1.07083956,0.74694891
-5.84992496,1.10979710,0.90187299,0.00000000,0.00551480,0.04521774,1.13324008,0.77344096
-5.84392196,1.15898461,0.93381400,0.00000000,0.00635914,0.04966508,1.19570031,0.79665973
-5.83791896,1.20607580,0.96256525,0.00000000,0.00730622,0.05449115,1.25809165,0.81639562
-5.83191596,1.25095268,0.98801667,0.00000000,0.00835374,0.05969661,1.32035365,0.83254471
-5.82591296,1.29359716,1.01016817,0.00000000,0.00949761,0.06527785,1.38248612,0.84511181
