energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.39369685,12.08341683,0.04067878,1.51815996,3.80330702,3.29449145,0.02007095,5.14498162,2.92458089,0.62027428
-5.38769385,12.08128892,0.04048686,1.53624506,3.83172458,3.28612391,0.02008916,5.13832264,2.93601628,0.61744312
-5.38169085,12.04245862,0.04018481,1.54864542,3.84319747,3.27094280,0.02011831,5.11487667,2.93678932,0.61262543
-5.37568784,11.96741742,0.03977690,1.55521493,3.83729639,3.24953488,0.02016861,5.07462505,2.92672805,0.60586259
-5.36968484,11.85741343,0.03926968,1.55590788,3.81394151,3.22261335,0.02025181,5.01791966,2.90585849,0.59725223
-5.36368184,11.71442856,0.03867194,1.55078010,3.77341201,3.19099926,0.02038105,4.94547935,2.87440371,0.58694728
-5.35767884,11.54113184,0.03799461,1.53998744,3.71634413,3.15559977,0.02057055,4.85837413,2.83277667,0.57515299
-5.35167584,11.34081021,0.03725050,1.52378162,3.64371773,3.11738365,0.02083524,4.75799729,2.78156698,0.56212194
-5.34567284,11.11727886,0.03645400,1.50250384,3.55683157,3.07735499,0.02119032,4.64602637,2.72152226,0.54814723
-5.33966983,10.87477441,0.03562067,1.47657611,3.45726859,3.03652578,0.02165073,4.52437445,2.65352483,0.53355393
-5.33366683,10.61783499,0.03476677,1.44649109,3.34685241,2.99588849,0.02223058,4.39513367,2.57856494,0.51868930
-5.32766383,10.35117202,0.03390876,1.41280054,3.22759692,2.95638951,0.02294247,4.26051314,2.49771164,0.50391202
-5.32166083,10.07953873,0.03306271,1.37610296,3.10165119,2.91890461,0.02379688,4.12277396,2.41208260,0.48958085
-5.31565783,9.80760064,0.03224375,1.33703098,2.97124181,2.88421707,0.02480152,3.98416378,2.32281416,0.47604322
-5.30965483,9.53981299,0.03146558,1.29623867,2.83861499,2.85299962,0.02596073,3.84685357,2.23103270,0.46362424
-5.30365183,9.28030972,0.03073994,1.25438942,2.70598063,2.82580051,0.02727494,3.71287901,2.13782848,0.45261643
-5.29764882,9.03280764,0.03007623,1.21214439,2.57546014,2.80303436,0.02874026,3.58408860,2.04423267,0.44327074
-5.29164582,8.80052914,0.02948121,1.17015202,2.44903997,2.78497797,0.03034821,3.46210014,1.95119815,0.43578907
-5.28564282,8.58614512,0.02895878,1.12903853,2.32853174,2.77177104,0.03208556,3.34826704,1.85958452,0.43031869
-5.27963982,8.39173939,0.02850992,1.08939951,2.21554023,2.76342167,0.03393442,3.24365517,1.77014739,0.42694858
-5.27363682,8.21879456,0.02813276,1.05179270,2.11143935,2.75981605,0.03587246,3.14903052,1.68353180,0.42570803
-5.26763382,8.06819842,0.02782278,1.01673169,2.01735640,2.76073195,0.03787338,3.06485770,1.60026952,0.42656731
-5.26163082,7.94026923,0.02757309,0.98468064,1.93416424,2.76585508,0.03990758,2.99130858,1.52077980,0.42944041
-5.25562781,7.83479749,0.02737487,0.95604979,1.86248077,2.77479751,0.04194293,2.92828019,1.44537310,0.43418981
-5.24962481,7.75110128,0.02721790,0.93119164,1.80267487,2.78711727,0.04394579,2.87542075,1.37425712,0.44063281
-5.24362181,7.68809195,0.02709108,0.91039771,1.75487787,2.80233816,0.04588207,2.83216219,1.30754462,0.44854941
-5.23761881,7.64434675,0.02698308,0.89389586,1.71899948,2.81996891,0.04771847,2.79775771,1.24526258,0.45769118
-5.23161581,7.61818500,0.02688293,0.88184794,1.69474694,2.83952079,0.04942361,2.77132270,1.18736200,0.46779082
-5.22561281,7.60774434,0.02678064,0.87434799,1.68164647,2.86052310,0.05096927,2.75187708,1.13372814,0.47857207
-5.21960980,7.61105423,0.02666769,0.87142069,1.67906597,2.88253576,0.05233145,2.73838775,1.08419077,0.48975953
-5.21360680,7.62610371,0.02653753,0.87302048,1.68623813,2.90515875,0.05349137,2.72980919,1.03853412,0.50108787
-5.20760380,7.65090143,0.02638592,0.87903104,1.70228314,2.92803814,0.05443624,2.72512098,0.99650648,0.51231036
-5.20160080,7.68352588,0.02621116,0.88926553,1.72623058,2.95086857,0.05515980,2.72336094,0.95782920,0.52320607
-5.19559780,7.72216478,0.02601422,0.90346753,1.75703998,2.97339231,0.05566271,2.72365270,0.92220508,0.53358568
-5.18959480,7.76514294,0.02579870,0.92131289,1.79361990,2.99539531,0.05595248,2.72522706,0.88932610,0.54329563
-5.18359180,7.81093832,0.02557067,0.94241263,1.83484536,3.01670050,0.05604328,2.72743637,0.85888040,0.55222049
-5.17758879,7.85818691,0.02533837,0.96631689,1.87957366,3.03715911,0.05595540,2.72976188,0.83055861,0.56028340
-5.17158579,7.90567734,0.02511182,0.99252030,1.92665873,3.05664046,0.05571441,2.73181392,0.80405942,0.56744481
-5.16558279,7.95233654,0.02490232,1.02046855,1.97496426,3.07502109,0.05535020,2.73332528,0.77909443,0.57369940
-5.15957979,7.99720840,0.02472188,1.04956651,2.02337561,3.09217391,0.05489570,2.73413851,0.75539232,0.57907155
-5.15357679,8.03942737,0.02458257,1.07918770,2.07081110,3.10795808,0.05438557,2.73418780,0.73270225,0.58360947
-5.14757379,8.07818940,0.02449594,1.10868514,2.11623257,3.12221031,0.05385476,2.73347684,0.71079657,0.58737850
-5.14157079,8.11272244,0.02447233,1.13740354,2.15865562,3.13473816,0.05333705,2.73205375,0.68947287,0.59045368
-5.13556778,8.14225890,0.02452032,1.16469246,2.19715949,3.14531570,0.05286371,2.72998465,0.66855532,0.59291228
-5.12956478,8.16601214,0.02464620,1.18992044,2.23089687,3.15368199,0.05246216,2.72732729,0.64789544,0.59482638
-5.12356178,8.18315881,0.02485352,1.21248945,2.25910334,3.15954243,0.05215489,2.72410643,0.62737222,0.59625621
-5.11755878,8.19282859,0.02514276,1.23184955,2.28110654,3.16257305,0.05195854,2.72029210,0.60689180,0.59724428
-5.11155578,8.19410230,0.02551112,1.24751310,2.29633484,3.16242756,0.05188324,2.71578234,0.58638672,0.59781095
-5.10555278,8.18601880,0.02595247,1.25906803,2.30432516,3.15874692,0.05193224,2.71039117,0.56581467,0.59795130
-5.09954977,8.16759082,0.02645738,1.26618979,2.30472983,3.15117101,0.05210180,2.70384274,0.54515713,0.59763386
-5.09354677,8.13782898,0.02701331,1.26865122,2.29732197,3.13935189,0.05238142,2.69577195,0.52441755,0.59680091
-5.08754377,8.09577295,0.02760497,1.26633007,2.28199924,3.12296813,0.05275427,2.68573164,0.50361956,0.59537059
-5.08154077,8.04052828,0.02821472,1.25921362,2.25878551,3.10173951,0.05319790,2.67320608,0.48280485,0.59324057
-5.07553777,7.97130681,0.02882312,1.24740009,2.22783022,3.07544153,0.05368525,2.65762993,0.46203114,0.59029306
-5.06953477,7.88746859,0.02940955,1.23109666,2.18940532,3.04391907,0.05418567,2.63841191,0.44136990,0.58640105
-5.06353177,7.78856296,0.02995289,1.21061398,2.14389957,3.00709857,0.05466624,2.61496172,0.42090413,0.58143514
-5.05752876,7.67436621,0.03043219,1.18635723,2.09181024,2.96499816,0.05509300,2.58671880,0.40072607,0.57527094
-5.05152576,7.54491377,0.03082740,1.15881395,2.03373225,2.91773538,0.05543233,2.55318148,0.38093484,0.56779632
-5.04552276,7.40052477,0.03111999,1.12853903,1.97034508,2.86553187,0.05565220,2.51393479,0.36163410,0.55891834
-5.03951976,7.24181719,0.03129364,1.09613733,1.90239757,2.80871487,0.05572341,2.46867550,0.34292962,0.54856936
-5.03351676,7.06971249,0.03133471,1.06224448,1.83069115,2.74771536,0.05562058,2.41723300,0.32492688,0.53671207
-5.02751376,6.88542892,0.03123274,1.02750676,1.75606195,2.68306261,0.05532314,2.35958500,0.30772875,0.52334323
-5.02151076,6.69046341,0.03098077,0.99256055,1.67936226,2.61537543,0.05481593,2.29586714,0.29143310,0.50849579
-5.01550775,6.48656244,0.03057552,0.95801243,1.60144202,2.54535005,0.05408973,2.22637615,0.27613063,0.49223951
-5.00950475,6.27568312,0.03001752,0.92442046,1.52313085,2.47374530,0.05314148,2.15156639,0.26190282,0.47467996
-5.00350175,6.05994594,0.02931106,0.89227754,1.44522120,2.40136519,0.05197427,2.07204023,0.24882017,0.45595595
-4.99749875,5.84158139,0.02846399,0.86199745,1.36845325,2.32903984,0.05059716,1.98853268,0.23694067,0.43623575
-4.99149575,5.62287281,0.02748750,0.83390414,1.29350193,2.25760518,0.04902474,1.90189139,0.22630876,0.41571215
-4.98549275,5.40609827,0.02639572,0.80822463,1.22096652,2.18788240,0.04727653,1.81305315,0.21695472,0.39459677
-4.97948974,5.19347414,0.02520526,0.78508589,1.15136323,2.12065782,0.04537628,1.72301815,0.20889463,0.37311387
-4.97348674,4.98710312,0.02393476,0.76451564,1.08512072,2.05666407,0.04335109,1.63282346,0.20213088,0.35149403
-4.96748374,4.78892916,0.02260429,0.74644726,1.02257898,1.99656345,0.04123051,1.54351718,0.19665334,0.32996807
-4.96148074,4.60070139,0.02123485,0.73072820,0.96399124,1.94093399,0.03904562,1.45613443,0.19244119,0.30876138
-4.95547774,4.42394870,0.01984780,0.71713195,0.90952885,1.89025901,0.03682810,1.37167638,0.18946530,0.28808905
-4.94947474,4.25996590,0.01846435,0.70537259,0.85928902,1.84492055,0.03460935,1.29109315,0.18769128,0.26815186
-4.94347174,4.10981200,0.01710510,0.69512168,0.81330472,1.80519678,0.03241970,1.21527133,0.18708286,0.24913340
-4.93746873,3.97432015,0.01578962,0.68602649,0.77155655,1.77126382,0.03028771,1.14502612,0.18760583,0.23119819
-4.93146573,3.85411846,0.01453610,0.67772889,0.73398596,1.74320134,0.02823960,1.08109847,0.18923205,0.21449101
-4.92546273,3.74966000,0.01336108,0.66988410,0.70050911,1.72100203,0.02629883,1.02415651,0.19194363,0.19913713
-4.91945973,3.66126010,0.01227920,0.66217855,0.67103101,1.70458406,0.02448582,0.97480099,0.19573693,0.18524349
-4.91345673,3.58913831,0.01130313,0.65434599,0.64545902,1.69380612,0.02281774,0.93357369,0.20062623,0.17290057
-4.90745373,3.53346252,0.01044341,0.64618136,0.62371539,1.68848389,0.02130853,0.90096798,0.20664697,0.16218468
-4.90145073,3.49439219,0.00970849,0.63755169,0.60574812,1.68840746,0.01996897,0.87744021,0.21385812,0.15316057
-4.89544772,3.47211809,0.00910475,0.62840379,0.59153971,1.69335834,0.01880685,0.86342104,0.22234381,0.14588403
-4.88944472,3.46689582,0.00863649,0.61876826,0.58111343,1.70312549,0.01782728,0.85932523,0.23221370,0.14040424
-4.88344172,3.47907086,0.00830612,0.60875987,0.57453670,1.71751941,0.01703292,0.86555922,0.24360232,0.13676579
-4.87743872,3.50909317,0.00811417,0.59857415,0.57192155,1.73638351,0.01642439,0.88252517,0.25666692,0.13501002
-4.87143572,3.55752015,0.00805948,0.58848049,0.57342187,1.75960224,0.01600060,0.91062104,0.27158406,0.13517572
-4.86543272,3.62500695,0.00813926,0.57881199,0.57922762,1.78710547,0.01575909,0.95023599,0.28854478,0.13729895
-4.85942971,3.71228398,0.00834926,0.56995242,0.58955611,1.81886903,0.01569635,1.00174094,0.30774835,0.14141212
-4.85342671,3.82012219,0.00868386,0.56232094,0.60464054,1.85491109,0.01580806,1.06547425,0.32939486,0.14754217
-4.84742371,3.94928686,0.00913616,0.55635502,0.62471622,1.89528464,0.01608934,1.14172287,0.35367663,0.15570800
-4.84142071,4.10048176,0.00969817,0.55249225,0.65000493,1.94006645,0.01653487,1.23069943,0.38076877,0.16591736
-4.83541771,4.27428561,0.01036084,0.55115174,0.68069791,1.98934263,0.01713901,1.33251625,0.41081907,0.17816310
-4.82941471,4.47108345,0.01111424,0.55271572,0.71693810,2.04319180,0.01789580,1.44715722,0.44393761,0.19241926
-4.82341171,4.69099585,0.01194766,0.55751207,0.75880237,2.10166624,0.01879896,1.57444889,0.48018637,0.20863702
-4.81740870,4.93380913,0.01284973,0.56579824,0.80628444,2.16477201,0.01984179,1.71403229,0.51956930,0.22674083
-4.81140570,5.19890997,0.01380858,0.57774736,0.85927911,2.23244894,0.02101703,1.86533691,0.56202328,0.24662493
-4.80540270,5.48522768,0.01481202,0.59343681,0.91756876,2.30455133,0.02231677,2.02755848,0.60741033,0.26815057
-4.79939970,5.79118763,0.01584766,0.61283984,0.98081265,2.38083041,0.02373225,2.19964228,0.65551155,0.29114400
-4.79339670,6.11467873,0.01690311,0.63582040,1.04853975,2.46091952,0.02525368,2.38027314,0.70602320,0.31539570
-4.78739370,6.45303772,0.01796615,0.66213162,1.12014565,2.54432280,0.02687013,2.56787375,0.75855523,0.34066066
-4.78139070,6.80305256,0.01902490,0.69141784,1.19489402,2.63040829,0.02856938,2.76061214,0.81263265,0.36666025
-4.77538769,7.16098639,0.02006803,0.72322030,1.27192292,2.71840610,0.03033784,2.95641902,0.86769978,0.39308532
-4.76938469,7.52262281,0.02108486,0.75698642,1.35025597,2.80741212,0.03216047,3.15301541,0.92312765,0.41960092
-4.76338169,7.88333266,0.02206554,0.79208229,1.42881853,2.89639763,0.03402086,3.34795031,0.97822448,0.44585226
-4.75737869,8.23816108,0.02300112,0.82780817,1.50645838,2.98422485,0.03590120,3.53864794,1.03224898,0.47147205
-4.75137569,8.58193302,0.02388367,0.86341645,1.58197049,3.06966820,0.03778249,3.72246332,1.08442639,0.49608881
-4.74537269,8.90937446,0.02470632,0.89813147,1.65412518,3.15144095,0.03964469,3.89674477,1.13396666,0.51933606
-4.73936968,9.21524548,0.02546325,0.93117072,1.72169879,3.22822635,0.04146693,4.05890137,1.18008433,0.54086196
-4.73336668,9.49448082,0.02614967,0.96176650,1.78350574,3.29871249,0.04322786,4.20647294,1.22201944,0.56033915
-4.72736368,9.74233297,0.02676178,0.98918744,1.83843086,3.36162955,0.04490593,4.33720018,1.25905873,0.57747438
-4.72136068,9.95451242,0.02729666,1.01275913,1.88546076,3.41578818,0.04647976,4.44909215,1.29055637,0.59201747
-4.71535768,10.12731963,0.02775221,1.03188297,1.92371307,3.46011756,0.04792855,4.54048838,1.31595343,0.60376938
-4.70935468,10.25776351,0.02812697,1.04605282,1.95246225,3.49370170,0.04923244,4.61011314,1.33479541,0.61258889
-4.70335168,10.34366151,0.02842008,1.05486861,1.97116109,3.51581243,0.05037290,4.65711942,1.34674695,0.61839772
-4.69734867,10.38371726,0.02863109,1.05804657,1.97945691,3.52593798,0.05133313,4.68112081,1.35160336,0.62118367
-4.69134567,10.37757245,0.02875996,1.05542580,1.97720190,3.52380575,0.05209836,4.68220978,1.34929837,0.62100184
-4.68534267,10.32583092,0.02880690,1.04697077,1.96445712,3.50939863,0.05265622,4.66096139,1.33990785,0.61797362
-4.67933967,10.23005376,0.02877242,1.03276997,1.94149017,3.48296404,0.05299698,4.61842240,1.32364945,0.61228356
-4.67333667,10.09272588,0.02865727,1.01303076,1.90876662,3.44501552,0.05311377,4.55608586,1.30087802,0.60417426
-4.66733367,9.91719531,0.02846252,0.98807063,1.86693559,3.39632681,0.05300278,4.47585237,1.27207731,0.59393932
-4.66133067,9.70758794,0.02818965,0.95830543,1.81681029,3.33791869,0.05266339,4.37997935,1.23784808,0.58191470
-4.65532766,9.46870086,0.02784062,0.92423511,1.75934421,3.27103918,0.05209821,4.27102037,1.19889330,0.56846877
-4.64932466,9.20587879,0.02741806,0.88642740,1.69560410,3.19713778,0.05131308,4.15175689,1.15600088,0.55399148
-4.64332166,8.92487800,0.02692539,0.84550046,1.62674083,3.11783483,0.05031709,4.02512476,1.11002478,0.53888289
