energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.42371186,2.87247856,1.03522694,1.66188475,0.05670003,0.03635040,0.84096291,0.00000000,0.43870156,0.12798306
-5.41770885,2.78700085,1.01308766,1.60732734,0.05557036,0.03561985,0.82051483,0.00000000,0.42929773,0.12405629
-5.41170585,2.69250956,0.98624116,1.54834942,0.05421591,0.03483452,0.79661695,0.00000000,0.41851798,0.11962381
-5.40570285,2.59046793,0.95537612,1.48569796,0.05267919,0.03402190,0.76976447,0.00000000,0.40658535,0.11476987
-5.39969985,2.48256706,0.92129194,1.42024240,0.05100811,0.03321533,0.74052595,0.00000000,0.39375742,0.10958887
-5.39369685,2.37067837,0.88487901,1.35294895,0.04925463,0.03245399,0.70952756,0.00000000,0.38031927,0.10418297
-5.38769385,2.25680120,0.84709696,1.28485199,0.04747344,0.03178273,0.67743585,0.00000000,0.36657548,0.09865952
-5.38169085,2.14300787,0.80895180,1.21702389,0.04572055,0.03125191,0.64493987,0.00000000,0.35284183,0.09312851
-5.37568784,2.03138850,0.77147298,1.15054456,0.04405183,0.03091703,0.61273342,0.00000000,0.33943674,0.08770011
-5.36968484,1.92399801,0.73569088,1.08647207,0.04252175,0.03083835,0.58149799,0.00000000,0.32667298,0.08248234
-5.36368184,1.82280695,0.70261570,1.02581550,0.04118209,0.03108030,0.55188707,0.00000000,0.31484992,0.07757909
-5.35767884,1.72965788,0.67321795,0.96951080,0.04008087,0.03171079,0.52451226,0.00000000,0.30424654,0.07308828
-5.35167584,1.64622826,0.64841104,0.91840052,0.03926137,0.03280029,0.49993153,0.00000000,0.29511548,0.06910046
-5.34567284,1.57400053,0.62903603,0.87321757,0.03876140,0.03442079,0.47863973,0.00000000,0.28767817,0.06569765
-5.33966983,1.51423943,0.61584843,0.83457337,0.03861260,0.03664449,0.46106152,0.00000000,0.28212109,0.06295249
-5.33366683,1.46797624,0.60950704,0.80295010,0.03884004,0.03954230,0.44754641,0.00000000,0.27859328,0.06092767
-5.32766383,1.43599944,0.61056428,0.77869690,0.03946182,0.04318203,0.43836587,0.00000000,0.27720479,0.05967557
-5.32166083,1.41885068,0.61945799,0.76202928,0.04048888,0.04762647,0.43371219,0.00000000,0.27802615,0.05923801
-5.31565783,1.41682521,0.63650412,0.75303143,0.04192490,0.05293109,0.43369864,0.00000000,0.28108861,0.05964622
-5.30965483,1.42997544,0.66189016,0.75166061,0.04376620,0.05914170,0.43836075,0.00000000,0.28638489,0.06092073
-5.30365183,1.45811690,0.69566918,0.75775301,0.04600180,0.06629190,0.44765823,0.00000000,0.29387040,0.06307137
-5.29764882,1.50083540,0.73775427,0.77103060,0.04861349,0.07440052,0.46147737,0.00000000,0.30346473,0.06609721
-5.29164582,1.55749508,0.78791370,0.79110849,0.05157599,0.08346904,0.47963370,0.00000000,0.31505313,0.06998647
-5.28564282,1.62724681,0.84576692,0.81750239,0.05485708,0.09347928,0.50187475,0.00000000,0.32848821,0.07471641
-5.27963982,1.70903696,0.91078193,0.84963618,0.05841795,0.10439120,0.52788294,0.00000000,0.34359144,0.08025316
-5.27363682,1.80161687,0.98227455,0.88684946,0.06221351,0.11614133,0.55727867,0.00000000,0.36015481,0.08655157
-5.26763382,1.90355342,1.05941008,0.92840522,0.06619287,0.12864152,0.58962382,0.00000000,0.37794254,0.09355517
-5.26163082,2.01324142,1.14120828,0.97349795,0.07029997,0.14177861,0.62442570,0.00000000,0.39669292,0.10119609
-5.25562781,2.12891867,1.22655198,1.02126244,0.07447427,0.15541466,0.66114185,0.00000000,0.41612059,0.10939528
-5.24962481,2.24868443,1.31419997,1.07078353,0.07865169,0.16938826,0.69918596,0.00000000,0.43591921,0.11806283
-5.24362181,2.37052193,1.40280450,1.12110733,0.08276567,0.18351666,0.73793483,0.00000000,0.45576480,0.12709857
-5.23761881,2.49232551,1.49093347,1.17125388,0.08674834,0.19759885,0.77673690,0.00000000,0.47531978,0.13639293
-5.23161581,2.61193248,1.57709707,1.22023158,0.09053190,0.21141963,0.81492212,0.00000000,0.49423783,0.14582815
-5.22561281,2.72715962,1.65977854,1.26705325,0.09405004,0.22475439,0.85181317,0.00000000,0.51216959,0.15527979
-5.21960980,2.83584375,1.73746824,1.31075369,0.09723946,0.23737471,0.88673797,0.00000000,0.52876908,0.16461849
-5.21360680,2.93588551,1.80870003,1.35040834,0.10004133,0.24905437,0.91904313,0.00000000,0.54370082,0.17371208
-5.20760380,3.02529502,1.87208861,1.38515255,0.10240279,0.25957571,0.94810786,0.00000000,0.55664733,0.18242784
-5.20160080,3.10223796,1.92636667,1.41420085,0.10427831,0.26873605,0.97335815,0.00000000,0.56731693,0.19063506
-5.19559780,3.16508019,1.97041997,1.43686537,0.10563081,0.27635386,0.99428031,0.00000000,0.57545138,0.19820751
-5.18959480,3.21242924,2.00331917,1.45257280,0.10643269,0.28227445,1.01043370,0.00000000,0.58083307,0.20502613
-5.18359180,3.24317062,2.02434681,1.46087889,0.10666649,0.28637501,1.02146183,0.00000000,0.58329154,0.21098149
-5.17758879,3.25649740,2.03301820,1.46147997,0.10632532,0.28856855,1.02710147,0.00000000,0.58270879,0.21597622
-5.17158579,3.25193159,2.02909524,1.45422073,0.10541290,0.28880682,1.02718927,0.00000000,0.57902327,0.21992712
-5.16558279,3.22933616,2.01259255,1.43909794,0.10394335,0.28708187,1.02166557,0.00000000,0.57223227,0.22276707
-5.15957979,3.18891708,1.98377547,1.41625969,0.10194060,0.28342628,1.01057534,0.00000000,0.56239249,0.22444646
-5.15357679,3.13121512,1.94315010,1.38600019,0.09943762,0.27791199,0.99406591,0.00000000,0.54961877,0.22493432
-5.14757379,3.05708774,1.89144574,1.34875030,0.09647525,0.27064786,0.97238188,0.00000000,0.53408097,0.22421893
-5.14157079,2.96768174,1.82959061,1.30506408,0.09310100,0.26177595,0.94585718,0.00000000,0.51599919,0.22230801
-5.13556778,2.86439792,1.75868188,1.25560193,0.08936762,0.25146687,0.91490480,0.00000000,0.49563736,0.21922839
-5.12956478,2.74884910,1.67995135,1.20111111,0.08533159,0.23991418,0.88000448,0.00000000,0.47329563,0.21502532
-5.12356178,2.62281341,1.59472833,1.14240427,0.08105163,0.22732836,0.84168898,0.00000000,0.44930180,0.20976124
-5.11755878,2.48818471,1.50440119,1.08033705,0.07658730,0.21393040,0.80052945,0.00000000,0.42400212,0.20351427
-5.11155578,2.34692208,1.41037920,1.01578550,0.07199755,0.19994531,0.75712040,0.00000000,0.39775198,0.19637623
-5.10555278,2.20100025,1.31405613,0.94962422,0.06733960,0.18559598,0.71206498,0.00000000,0.37090669,0.18845055
-5.09954977,2.05236285,1.21677678,0.88270600,0.06266780,0.17109738,0.66596089,0.00000000,0.34381279,0.17984978
-5.09354677,1.90287981,1.11980762,0.81584358,0.05803286,0.15665148,0.61938752,0.00000000,0.31680017,0.17069313
-5.08754377,1.75431034,1.02431236,0.74979405,0.05348114,0.14244291,0.57289461,0.00000000,0.29017533,0.16110381
-5.08154077,1.60827217,0.93133280,0.68524631,0.04905424,0.12863565,0.52699266,0.00000000,0.26421578,0.15120647
-5.07553777,1.46621780,0.84177544,0.62281165,0.04478874,0.11537055,0.48214534,0.00000000,0.23916588,0.14112464
-5.06953477,1.32941779,0.75640356,0.56301772,0.04071611,0.10276392,0.43876398,0.00000000,0.21523406,0.13097839
-5.06353177,1.19895114,0.67583472,0.50630548,0.03686282,0.09090703,0.39720399,0.00000000,0.19259145,0.12088215
-5.05752876,1.07570215,0.60054301,0.45302920,0.03325054,0.07986647,0.35776330,0.00000000,0.17137173,0.11094278
-5.05152576,0.96036338,0.53086551,0.40345897,0.02989646,0.06968527,0.32068254,0.00000000,0.15167223,0.10125798
-5.04552276,0.85344364,0.46701213,0.35778539,0.02681367,0.06038463,0.28614669,0.00000000,0.13355598,0.09191500
-5.03951976,0.75528019,0.40907809,0.31612597,0.02401160,0.05196615,0.25428817,0.00000000,0.11705453,0.08298973
-5.03351676,0.66605418,0.35705809,0.27853274,0.02149647,0.04441439,0.22519074,0.00000000,0.10217142,0.07454609
-5.02751376,0.58580815,0.31086141,0.24500058,0.01927171,0.03769964,0.19889430,0.00000000,0.08888592,0.06663576
-5.02151076,0.51446475,0.27032731,0.21547594,0.01733839,0.03178071,0.17540003,0.00000000,0.07715705,0.05929835
-5.01550775,0.45184570,0.23523978,0.18986528,0.01569556,0.02660772,0.15467570,0.00000000,0.06692754,0.05256165
-5.00950475,0.39769017,0.20534147,0.16804315,0.01434057,0.02212474,0.13666096,0.00000000,0.05812758,0.04644234
-5.00350175,0.35167191,0.18034600,0.14985945,0.01326930,0.01827215,0.12127233,0.00000000,0.05067834,0.04094674
-4.99749875,0.31341468,0.15994869,0.13514572,0.01247627,0.01498879,0.10840774,0.00000000,0.04449509,0.03607181
-4.99149575,0.28250554,0.14383528,0.12372036,0.01195477,0.01221377,0.09795056,0.00000000,0.03948985,0.03180623
-4.98549275,0.25850582,0.13168877,0.11539263,0.01169682,0.00988797,0.08977300,0.00000000,0.03557357,0.02813149
-4.97948974,0.24095978,0.12319431,0.10996554,0.01169308,0.00795524,0.08373880,0.00000000,0.03265781,0.02502304
-4.97348674,0.22940099,0.11804241,0.10723768,0.01193278,0.00636325,0.07970540,0.00000000,0.03065606,0.02245142
-4.96748374,0.22335671,0.11593059,0.10700412,0.01240348,0.00506416,0.07752542,0.00000000,0.02948458,0.02038332
-4.96148074,0.22235067,0.11656391,0.10905666,0.01309094,0.00401498,0.07704778,0.00000000,0.02906295,0.01878252
-4.95547774,0.22590449,0.11965454,0.11318350,0.01397884,0.00317774,0.07811835,0.00000000,0.02931439,0.01761086
-4.94947474,0.23353850,0.12492081,0.11916875,0.01504871,0.00251955,0.08058052,0.00000000,0.03016595,0.01682899
-4.94347174,0.24477218,0.13208623,0.12679199,0.01627969,0.00201255,0.08427558,0.00000000,0.03154862,0.01639720
-4.93746873,0.25912500,0.14087851,0.13582804,0.01764854,0.00163369,0.08904332,0.00000000,0.03339750,0.01627599
-4.93146573,0.27611785,0.15102920,0.14604734,0.01912962,0.00136458,0.09472279,0.00000000,0.03565209,0.01642679
-4.92546273,0.29527577,0.16227404,0.15721702,0.02069506,0.00119128,0.10115350,0.00000000,0.03825676,0.01681252
-4.91945973,0.31613198,0.17435421,0.16910280,0.02231494,0.00110406,0.10817704,0.00000000,0.04116150,0.01739817
-4.91345673,0.33823368,0.18701872,0.18147189,0.02395771,0.00109725,0.11563926,0.00000000,0.04432289,0.01815143
-4.90745373,0.36114942,0.20002783,0.19409682,0.02559067,0.00116908,0.12339297,0.00000000,0.04770537,0.01904322
-4.90145073,0.38447815,0.21315752,0.20676018,0.02718052,0.00132158,0.13130123,0.00000000,0.05128279,0.02004840
-4.89544772,0.40785966,0.22620489,0.21926014,0.02869410,0.00156050,0.13924095,0.00000000,0.05504011,0.02114633
-4.88944472,0.43098589,0.23899421,0.23141648,0.03009914,0.00189529,0.14710692,0.00000000,0.05897528,0.02232152
-4.88344172,0.45361285,0.25138340,0.24307696,0.03136504,0.00233910,0.15481586,0.00000000,0.06310115,0.02356426
-4.87743872,0.47557222,0.26327051,0.25412359,0.03246371,0.00290875,0.16231050,0.00000000,0.06744722,0.02487117
-4.87143572,0.49678221,0.27459985,0.26447858,0.03337033,0.00362472,0.16956323,0.00000000,0.07206125,0.02624562
-4.86543272,0.51725676,0.28536738,0.27410942,0.03406409,0.00451111,0.17657923,0.00000000,0.07701043,0.02769816
-4.85942971,0.53711234,0.29562480,0.28303289,0.03452876,0.00559551,0.18339878,0.00000000,0.08238199,0.02924664
-4.85342671,0.55657170,0.30548214,0.29131753,0.03475321,0.00690880,0.19009845,0.00000000,0.08828319,0.03091619
-4.84742371,0.57596392,0.31510832,0.29908434,0.03473169,0.00848484,0.19679101,0.00000000,0.09484040,0.03273893
-4.84142071,0.59572024,0.32472954,0.30650540,0.03446401,0.01035999,0.20362389,0.00000000,0.10219724,0.03475340
-4.83541771,0.61636531,0.33462509,0.31380038,0.03395545,0.01257250,0.21077609,0.00000000,0.11051176,0.03700373
-4.82941471,0.63850379,0.34512075,0.32123077,0.03321657,0.01516172,0.21845336,0.00000000,0.11995238,0.03953839
-4.82341171,0.66280230,0.35657961,0.32909191,0.03226274,0.01816707,0.22688190,0.00000000,0.13069292,0.04240874
-4.81740870,0.68996706,0.36939041,0.33770307,0.03111366,0.02162691,0.23630046,0.00000000,0.14290648,0.04566723
-4.81140570,0.72071775,0.38395390,0.34739574,0.02979255,0.02557715,0.24695124,0.00000000,0.15675847,0.04936533
-4.80540270,0.75575840,0.40066734,0.35850051,0.02832545,0.03004975,0.25906965,0.00000000,0.17239889,0.05355130
-4.79939970,0.79574622,0.41990776,0.37133315,0.02674028,0.03507105,0.27287346,0.00000000,0.18995412,0.05826779
-4.79339670,0.84125954,0.44201460,0.38618022,0.02506601,0.04066012,0.28855160,0.00000000,0.20951857,0.06354946
-4.78739370,0.89276615,0.46727229,0.40328488,0.02333173,0.04682699,0.30625316,0.00000000,0.23114636,0.06942053
-4.78139070,0.95059345,0.49589355,0.42283357,0.02156588,0.05357099,0.32607706,0.00000000,0.25484369,0.07589260
-4.77538769,1.01490165,0.52800415,0.44494405,0.01979544,0.06087925,0.34806275,0.00000000,0.28056198,0.08296270
-4.76938469,1.08566147,0.56362980,0.46965544,0.01804535,0.06872538,0.37218263,0.00000000,0.30819246,0.09061166
-4.76338169,1.16263759,0.60268592,0.49692073,0.01633793,0.07706847,0.39833647,0.00000000,0.33756237,0.09880303
-4.75737869,1.24537870,0.64497073,0.52660220,0.01469253,0.08585250,0.42634820,0.00000000,0.36843326,0.10748249
-4.75137569,1.33321520,0.69016239,0.55847004,0.01312529,0.09500619,0.45596546,0.00000000,0.40050154,0.11657796
-4.74537269,1.42526488,0.73782032,0.59220447,0.01164898,0.10444338,0.48686199,0.00000000,0.43340162,0.12600024
-4.73936968,1.52044684,0.78739092,0.62740112,0.01027305,0.11406395,0.51864304,0.00000000,0.46671148,0.13564453
-4.73336668,1.61750342,0.83821778,0.66357993,0.00900377,0.12375533,0.55085354,0.00000000,0.49996093,0.14539238
-4.72736368,1.71502967,0.88955611,0.70019699,0.00784439,0.13339455,0.58298903,0.00000000,0.53264210,0.15511449
-4.72136068,1.81150929,0.94059092,0.73665908,0.00679549,0.14285083,0.61450895,0.00000000,0.56422218,0.16467386
-4.71535768,1.90535604,0.99045858,0.77234040,0.00585530,0.15198859,0.64485173,0.00000000,0.59415767,0.17392946
-4.70935468,1.99495883,1.03827082,0.80660072,0.00502009,0.16067085,0.67345132,0.00000000,0.62190997,0.18274019
-4.70335168,2.07872904,1.08314038,0.83880443,0.00428452,0.16876284,0.69975434,0.00000000,0.64696143,0.19096897
-4.69734867,2.15514798,1.12420738,0.86833954,0.00364211,0.17613574,0.72323725,0.00000000,0.66883146,0.19848682
-4.69134567,2.22281277,1.16066532,0.89463612,0.00308552,0.18267035,0.74342295,0.00000000,0.68709182,0.20517678
-4.68534267,2.28047880,1.19178574,0.91718322,0.00260692,0.18826060,0.75989585,0.00000000,0.70138059,0.21093744
-4.67933967,2.32709700,1.21694055,0.93554381,0.00219831,0.19281671,0.77231514,0.00000000,0.71141415,0.21568611
-4.67333667,2.36184463,1.23562123,0.94936706,0.00185173,0.19626794,0.78042543,0.00000000,0.71699667,0.21936125
-4.66733367,2.38414831,1.24745398,0.95839771,0.00155949,0.19856466,0.78406455,0.00000000,0.71802667,0.22192436
-4.66133067,2.39369877,1.25221062,0.96248200,0.00131433,0.19967987,0.78316811,0.00000000,0.71450044,0.22336101
-4.65532766,2.39045669,1.24981449,0.96157031,0.00110952,0.19960997,0.77777080,0.00000000,0.70651213,0.22368117
-4.64932466,2.37464988,1.24034160,0.95571637,0.00093895,0.19837479,0.76800435,0.00000000,0.69425054,0.22291878
-4.64332166,2.34676217,1.22401690,0.94507324,0.00079715,0.19601691,0.75409239,0.00000000,0.67799287,0.22113052
