energy_ev,total_up,Ga_p_up,Ga_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,1.50444896,0.04980332,0.00000000,0.56311942,0.58257633,0.00277358,0.58314979
-5.99399700,1.47411427,0.04867522,0.00000000,0.55913720,0.57400529,0.00275773,0.56805335
-5.98799400,1.44536485,0.04757514,0.00000000,0.55573889,0.56601964,0.00274299,0.55383483
-5.98199100,1.41823375,0.04649733,0.00000000,0.55275590,0.55869324,0.00272941,0.54054927
-5.97598799,1.39272414,0.04543515,0.00000000,0.55001177,0.55208587,0.00271698,0.52823448
-5.96998499,1.36881898,0.04438164,0.00000000,0.54733163,0.54624530,0.00270564,0.51691408
-5.96398199,1.34649080,0.04333007,0.00000000,0.54455155,0.54120950,0.00269528,0.50660071
-5.95797899,1.32571099,0.04227450,0.00000000,0.54152725,0.53700894,0.00268572,0.49729921
-5.95197599,1.30645804,0.04121019,0.00000000,0.53814169,0.53366863,0.00267676,0.48900969
-5.94597299,1.28872438,0.04013403,0.00000000,0.53431123,0.53121000,0.00266811,0.48173014
-5.93996998,1.27252138,0.03904474,0.00000000,0.52999002,0.52965231,0.00265946,0.47545862
-5.93396698,1.25788244,0.03794313,0.00000000,0.52517251,0.52901369,0.00265046,0.47019484
-5.92796398,1.24486403,0.03683209,0.00000000,0.51989392,0.52931175,0.00264071,0.46594115
-5.92196098,1.23354474,0.03571662,0.00000000,0.51422873,0.53056366,0.00262977,0.46270294
-5.91595798,1.22402251,0.03460361,0.00000000,0.50828743,0.53278587,0.00261718,0.46048839
-5.90995498,1.21641030,0.03350170,0.00000000,0.50221164,0.53599343,0.00260247,0.45930779
-5.90395198,1.21083055,0.03242089,0.00000000,0.49616792,0.54019907,0.00258515,0.45917241
-5.89794897,1.20740884,0.03137228,0.00000000,0.49034074,0.54541195,0.00256476,0.46009309
-5.89194597,1.20626699,0.03036758,0.00000000,0.48492486,0.55163638,0.00254087,0.46207858
-5.88594297,1.20751619,0.02941879,0.00000000,0.48011757,0.55887037,0.00251308,0.46513387
-5.87993997,1.21125031,0.02853773,0.00000000,0.47611112,0.56710423,0.00248109,0.46925846
-5.87393697,1.21753978,0.02773567,0.00000000,0.47308566,0.57631919,0.00244464,0.47444475
-5.86793397,1.22642628,0.02702295,0.00000000,0.47120300,0.58648612,0.00240362,0.48067656
-5.86193097,1.23791821,0.02640865,0.00000000,0.47060122,0.59756440,0.00235800,0.48792787
-5.85592796,1.25198729,0.02590032,0.00000000,0.47139046,0.60950090,0.00230786,0.49616176
-5.84992496,1.26856603,0.02550372,0.00000000,0.47364970,0.62222920,0.00225344,0.50532959
-5.84392196,1.28754625,0.02522262,0.00000000,0.47742476,0.63566895,0.00219506,0.51537031
-5.83791896,1.30877840,0.02505873,0.00000000,0.48272718,0.64972549,0.00213318,0.52621014
-5.83191596,1.33207174,0.02501154,0.00000000,0.48953411,0.66428967,0.00206836,0.53776232
-5.82591296,1.35719519,0.02507833,0.00000000,0.49778890,0.67923800,0.00200120,0.54992705
-5.81990995,1.38387882,0.02525419,0.00000000,0.50740240,0.69443299,0.00193242,0.56259174
-5.81390695,1.41181592,0.02553206,0.00000000,0.51825472,0.70972396,0.00186272,0.57563132
-5.80790395,1.44066570,0.02590288,0.00000000,0.53019748,0.72494809,0.00179285,0.58890891
-5.80190095,1.47005660,0.02635569,0.00000000,0.54305634,0.73993199,0.00172350,0.60227667
-5.79589795,1.49959026,0.02687788,0.00000000,0.55663394,0.75449370,0.00165536,0.61557705
-5.78989495,1.52884632,0.02745542,0.00000000,0.57071309,0.76844513,0.00158903,0.62864434
-5.78389195,1.55738813,0.02807315,0.00000000,0.58506036,0.78159511,0.00152503,0.64130672
-5.77788894,1.58476941,0.02871511,0.00000000,0.59943001,0.79375288,0.00146379,0.65338874
-5.77188594,1.61054204,0.02936493,0.00000000,0.61356843,0.80473217,0.00140561,0.66471429
-5.76588294,1.63426488,0.03000622,0.00000000,0.62721902,0.81435566,0.00135071,0.67511014
-5.75987994,1.65551371,0.03062297,0.00000000,0.64012749,0.82245990,0.00129916,0.68440988
-5.75387694,1.67389202,0.03120008,0.00000000,0.65204773,0.82890051,0.00125097,0.69245833
-5.74787394,1.68904253,0.03172370,0.00000000,0.66274797,0.83355754,0.00120603,0.69911623
-5.74187094,1.70065908,0.03218175,0.00000000,0.67201721,0.83634075,0.00116415,0.70426517
-5.73586793,1.70849849,0.03256427,0.00000000,0.67967171,0.83719476,0.00112509,0.70781246
-5.72986493,1.71239183,0.03286378,0.00000000,0.68556124,0.83610372,0.00108857,0.70969579
-5.72386193,1.71225467,0.03307555,0.00000000,0.68957496,0.83309525,0.00105426,0.70988751
-5.71785893,1.70809556,0.03319783,0.00000000,0.69164641,0.82824352,0.00102187,0.70839817
-5.71185593,1.70002236,0.03323191,0.00000000,0.69175750,0.82167114,0.00099110,0.70527914
-5.70585293,1.68824564,0.03318211,0.00000000,0.68994106,0.81354965,0.00096167,0.70062410
-5.69984992,1.67307888,0.03305568,0.00000000,0.68628177,0.80409849,0.00093337,0.69456919
-5.69384692,1.65493505,0.03286247,0.00000000,0.68091529,0.79358226,0.00090602,0.68729164
-5.68784392,1.63431931,0.03261462,0.00000000,0.67402536,0.78230628,0.00087951,0.67900685
-5.68184092,1.61181789,0.03232607,0.00000000,0.66583899,0.77061033,0.00085379,0.66996386
-5.67583792,1.58808336,0.03201196,0.00000000,0.65661976,0.75886080,0.00082886,0.66043934
-5.66983492,1.56381649,0.03168801,0.00000000,0.64665945,0.74744139,0.00080478,0.65073020
-5.66383192,1.53974540,0.03136985,0.00000000,0.63626824,0.73674252,0.00078163,0.64114499
-5.65782891,1.51660277,0.03107231,0.00000000,0.62576402,0.72714992,0.00075957,0.63199454
-5.65182591,1.49510189,0.03080874,0.00000000,0.61546107,0.71903265,0.00073874,0.62358208
-5.64582291,1.47591252,0.03059044,0.00000000,0.60565886,0.71273119,0.00071930,0.61619325
-5.63981991,1.45963780,0.03042606,0.00000000,0.59663127,0.70854580,0.00070142,0.61008648
-5.63381691,1.44679302,0.03032123,0.00000000,0.58861700,0.70672597,0.00068525,0.60548416
