energy_ev,total_up,Mo_p_up,Mo_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-6.00000000,1.20426579,0.90080625,0.49141684,0.14932723,0.00000000,0.58453152,0.00000000
-5.99399700,1.20838892,0.89678278,0.49550873,0.14626759,0.00000000,0.58863326,0.00000000
-5.98799400,1.21481082,0.89335302,0.50060051,0.14340097,0.00000000,0.59357523,0.00000000
-5.98199100,1.22315406,0.89032866,0.50653509,0.14066755,0.00000000,0.59921330,0.00000000
-5.97598799,1.23310987,0.88759203,0.51317545,0.13801930,0.00000000,0.60543784,0.00000000
-5.96998499,1.24442989,0.88508763,0.52040244,0.13541966,0.00000000,0.61216916,0.00000000
-5.96398199,1.25691573,0.88281176,0.52811198,0.13284281,0.00000000,0.61935168,0.00000000
-5.95797899,1.27040723,0.88080083,0.53621180,0.13027280,0.00000000,0.62694756,0.00000000
-5.95197599,1.28477011,0.87911907,0.54461798,0.12770248,0.00000000,0.63492979,0.00000000
-5.94597299,1.29988393,0.87784630,0.55325159,0.12513252,0.00000000,0.64327539,0.00000000
-5.93996998,1.31563099,0.87706641,0.56203567,0.12257032,0.00000000,0.65195893,0.00000000
-5.93396698,1.33188693,0.87685701,0.57089272,0.12002907,0.00000000,0.66094684,0.00000000
-5.92796398,1.34851346,0.87728092,0.57974293,0.11752698,0.00000000,0.67019263,0.00000000
-5.92196098,1.36535389,0.87837966,0.58850338,0.11508663,0.00000000,0.67963350,0.00000000
-5.91595798,1.38223153,0.88016933,0.59708819,0.11273459,0.00000000,0.68918836,0.00000000
-5.90995498,1.39895138,0.88263893,0.60540985,0.11050112,0.00000000,0.69875747,0.00000000
-5.90395198,1.41530488,0.88575114,0.61338160,0.10842027,0.00000000,0.70822371,0.00000000
-5.89794897,1.43107771,0.88944542,0.62092099,0.10652998,0.00000000,0.71745549,0.00000000
-5.89194597,1.44606027,0.89364313,0.62795435,0.10487247,0.00000000,0.72631121,0.00000000
-5.88594297,1.46006019,0.89825427,0.63442212,0.10349467,0.00000000,0.73464495,0.00000000
-5.87993997,1.47291653,0.90318537,0.64028474,0.10244873,0.00000000,0.74231324,0.00000000
-5.87393697,1.48451445,0.90834798,0.64552887,0.10179251,0.00000000,0.74918248,0.00000000
-5.86793397,1.49479991,0.91366714,0.65017345,0.10159000,0.00000000,0.75513669,0.00000000
-5.86193097,1.50379314,0.91908920,0.65427546,0.10191155,0.00000000,0.76008508,0.00000000
-5.85592796,1.51160010,0.92458838,0.65793470,0.10283393,0.00000000,0.76396894,0.00000000
-5.84992496,1.51842094,0.93017174,0.66129743,0.10443993,0.00000000,0.76676761,0.00000000
-5.84392196,1.52455471,0.93588179,0.66455825,0.10681775,0.00000000,0.76850283,0.00000000
-5.83791896,1.53039960,0.94179677,0.66796012,0.11005982,0.00000000,0.76924136,0.00000000
-5.83191596,1.53644813,0.94802832,0.67179196,0.11426116,0.00000000,0.76909547,0.00000000
-5.82591296,1.54327720,0.95471644,0.67638386,0.11951730,0.00000000,0.76822115,0.00000000
-5.81990995,1.55153281,0.96202218,0.68209976,0.12592161,0.00000000,0.76681395,0.00000000
-5.81390695,1.56190977,0.97011809,0.68932751,0.13356227,0.00000000,0.76510260,0.00000000
-5.80790395,1.57512694,0.97917716,0.69846664,0.14251876,0.00000000,0.76334047,0.00000000
-5.80190095,1.59189873,0.98936072,0.70991407,0.15285813,0.00000000,0.76179533,0.00000000
-5.79589795,1.61290405,1.00080596,0.72404817,0.16463103,0.00000000,0.76073765,0.00000000
-5.78989495,1.63875381,1.01361389,0.74121188,0.17786778,0.00000000,0.76042814,0.00000000
-5.78389195,1.66995843,1.02783835,0.76169535,0.19257456,0.00000000,0.76110493,0.00000000
-5.77788894,1.70689693,1.04347691,0.78571909,0.20873000,0.00000000,0.76297116,0.00000000
-5.77188594,1.74978908,1.06046404,0.81341821,0.22628224,0.00000000,0.76618352,0.00000000
-5.76588294,1.79867208,1.07866725,0.84482877,0.24514677,0.00000000,0.77084232,0.00000000
