energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-5.80790395,1.07014942,0.04714142,0.00438492,1.12558316,0.26488650,0.00019386,0.41740752
-5.80190095,1.01945028,0.04629219,0.00422989,1.08644157,0.24303389,0.00019005,0.39524429
-5.79589795,0.97676156,0.04609028,0.00409147,1.05303706,0.22385645,0.00019118,0.37750969
-5.78989495,0.94216432,0.04652876,0.00396962,1.02542095,0.20741204,0.00019747,0.36415872
-5.78389195,0.91566340,0.04759308,0.00386425,1.00362268,0.19373238,0.00020922,0.35509670
-5.77788894,0.89720364,0.04926237,0.00377525,0.98766541,0.18282817,0.00022675,0.35019021
-5.77188594,0.88668571,0.05151074,0.00370261,0.97757978,0.17469400,0.00025046,0.34927794
-5.76588294,0.88398052,0.05430862,0.00364637,0.97341498,0.16931270,0.00028076,0.35218091
-5.75987994,0.88894134,0.05762392,0.00360672,0.97524615,0.16665882,0.00031812,0.35871142
-5.75387694,0.90141297,0.06142322,0.00358397,0.98317740,0.16670121,0.00036303,0.36868058
-5.74787394,0.92123724,0.06567261,0.00357856,0.99734013,0.16940427,0.00041601,0.38190409
-5.74187094,0.94825461,0.07033841,0.00359103,1.01788627,0.17472809,0.00047754,0.39820583
-5.73586793,0.98230160,0.07538762,0.00362198,1.04497662,0.18262727,0.00054809,0.41741941
-5.72986493,1.02320418,0.08078803,0.00367203,1.07876455,0.19304854,0.00062808,0.43938744
-5.72386193,1.07076732,0.08650806,0.00374174,1.11937563,0.20592734,0.00071781,0.46395870
-5.71785893,1.12476128,0.09251636,0.00383153,1.16688413,0.22118354,0.00081749,0.49098332
-5.71185593,1.18490534,0.09878097,0.00394162,1.22128744,0.23871658,0.00092716,0.52030621
-5.70585293,1.25085004,0.10526844,0.00407192,1.28247977,0.25840029,0.00104667,0.55175929
-5.69984992,1.32215879,0.11194262,0.00422198,1.35022646,0.28007778,0.00117566,0.58515280
-5.69384692,1.39829052,0.11876344,0.00439088,1.42414065,0.30355689,0.00131350,0.62026642
-5.68784392,1.47858426,0.12568566,0.00457722,1.50366372,0.32860633,0.00145931,0.65684080
-5.68184092,1.56224739,0.13265773,0.00477901,1.58805107,0.35495319,0.00161191,0.69457003
-5.67583792,1.64834855,0.13962087,0.00499371,1.67636470,0.38228191,0.00176984,0.73309593
-5.66983492,1.73581651,0.14650846,0.00521820,1.76747354,0.41023511,0.00193136,0.77200466
-5.66383192,1.82344582,0.15324589,0.00544881,1.86006255,0.43841657,0.00209446,0.81082611
-5.65782891,1.90990982,0.15975090,0.00568137,1.95265086,0.46639621,0.00225689,0.84903660
-5.65182591,1.99378124,0.16593441,0.00591131,2.04361897,0.49371733,0.00241623,0.88606507
-5.64582291,2.07356012,0.17170202,0.00613375,2.13124459,0.51990586,0.00256991,0.92130279
-5.63981991,2.14770850,0.17695603,0.00634362,2.21374596,0.54448133,0.00271531,0.95411642
-5.63381691,2.21469058,0.18159791,0.00653581,2.28933134,0.56696930,0.00284980,0.98386404
-5.62781391,2.27301708,0.18553128,0.00670535,2.35625264,0.58691469,0.00297083,1.00991353
-5.62181091,2.32129183,0.18866507,0.00684752,2.41286112,0.60389551,0.00307604,1.03166256
-5.61580790,2.35825845,0.19091688,0.00695807,2.45766260,0.61753634,0.00316329,1.04855927
-5.60980490,2.38284510,0.19221632,0.00703330,2.48936975,0.62752101,0.00323079,1.06012256
-5.60380190,2.39420499,0.19250805,0.00707025,2.50694898,0.63360374,0.00327710,1.06596104
-5.59779890,2.39175052,0.19175457,0.00706680,2.50965960,0.63561840,0.00330127,1.06578960
-5.59179590,2.37517943,0.18993833,0.00702174,2.49708343,0.63348515,0.00330281,1.05944272
-5.58579290,2.34449142,0.18706332,0.00693480,2.46914328,0.62721439,0.00328173,1.04688376
-5.57978989,2.29999432,0.18315579,0.00680673,2.42610952,0.61690756,0.00323859,1.02820972
-5.57378689,2.24229950,0.17826425,0.00663924,2.36859430,0.60275501,0.00317446,1.00365113
-5.56778389,2.17230660,0.17245856,0.00643496,2.29753379,0.58503074,0.00309089,0.97356714
-5.56178089,2.09117828,0.16582837,0.00619733,2.21415933,0.56408449,0.00298988,0.93843592
-5.55577789,2.00030637,0.15848077,0.00593056,2.11995898,0.54033155,0.00287384,0.89884092
-5.54977489,1.90127078,0.15053736,0.00563944,2.01663134,0.51424053,0.00274552,0.85545364
-5.54377189,1.79579338,0.14213092,0.00532922,1.90603373,0.48632005,0.00260792,0.80901376
-5.53776888,1.68568880,0.13340182,0.00500545,1.79012735,0.45710458,0.00246423,0.76030758
-5.53176588,1.57281432,0.12449422,0.00467382,1.67092158,0.42714024,0.00231779,0.71014568
-5.52576288,1.45902099,0.11555239,0.00434003,1.55041988,0.39697107,0.00217193,0.65934090
-5.51975988,1.34610789,0.10671723,0.00400963,1.43056923,0.36712620,0.00202998,0.60868742
-5.51375688,1.23578089,0.09812304,0.00368791,1.31321497,0.33810846,0.00189517,0.55894175
-5.50775388,1.12961742,0.08989479,0.00337976,1.20006210,0.31038453,0.00177057,0.51080619
-5.50175088,1.02903768,0.08214575,0.00308962,1.09264413,0.28437698,0.00165906,0.46491530
-5.49574787,0.93528298,0.07497576,0.00282139,0.99229965,0.26045815,0.00156326,0.42182544
-5.48974487,0.84940091,0.06846988,0.00257839,0.90015658,0.23894582,0.00148550,0.38200756
-5.48374187,0.77223710,0.06269764,0.00236332,0.81712372,0.22010058,0.00142781,0.34584299
-5.47773887,0.70443275,0.05771262,0.00217827,0.74388876,0.20412468,0.00139188,0.31362212
-5.47173587,0.64642725,0.05355247,0.00202470,0.68092173,0.19116203,0.00137903,0.28554544
-5.46573287,0.59846469,0.05023916,0.00190347,0.62848294,0.18129918,0.00139020,0.26172664
-5.45972986,0.56060340,0.04777954,0.00181484,0.58663412,0.17456697,0.00142593,0.24219716
-5.45372686,0.53272755,0.04616595,0.00175854,0.55525177,0.17094264,0.00148637,0.22691191
-5.44772386,0.51455998,0.04537702,0.00173374,0.53404191,0.17035220,0.00157120,0.21575566
-5.44172086,0.50567565,0.04537853,0.00173913,0.52255534,0.17267304,0.00167970,0.20854976
-5.43571786,0.50551524,0.04612423,0.00177295,0.52020309,0.17773655,0.00181066,0.20505903
-5.42971486,0.51339881,0.04755676,0.00183298,0.52627158,0.18533101,0.00196244,0.20499852
-5.42371186,0.52853932,0.04960864,0.00191663,0.53993771,0.19520459,0.00213294,0.20804025
-5.41770885,0.55005632,0.05220321,0.00202096,0.56028374,0.20706876,0.00231961,0.21381971
-5.41170585,0.57698993,0.05525581,0.00214271,0.58631231,0.22060211,0.00251950,0.22194241
-5.40570285,0.60831552,0.05867495,0.00227835,0.61696201,0.23545480,0.00272926,0.23199041
-5.39969985,0.64295927,0.06236370,0.00242415,0.65112365,0.25125374,0.00294519,0.24352896
-5.39369685,0.67981507,0.06622124,0.00257622,0.68765751,0.26760853,0.00316334,0.25611345
-5.38769385,0.71776253,0.07014460,0.00273058,0.72541192,0.28411826,0.00337954,0.26929656
-5.38169085,0.75568650,0.07403049,0.00288325,0.76324284,0.30037905,0.00358953,0.28263579
-5.37568784,0.79249750,0.07777738,0.00303029,0.80003460,0.31599226,0.00378902,0.29570119
-5.36968484,0.82715300,0.08128758,0.00316792,0.83472114,0.33057314,0.00397382,0.30808326
-5.36368184,0.85867878,0.08446942,0.00329261,0.86630750,0.34375970,0.00413996,0.31940076
-5.35767884,0.88618979,0.08723937,0.00340111,0.89389057,0.35522142,0.00428378,0.32930833
-5.35167584,0.90890970,0.08952399,0.00349058,0.91667869,0.36466751,0.00440205,0.33750349
-5.34567284,0.92618834,0.09126177,0.00355865,0.93400894,0.37185435,0.00449206,0.34373286
-5.33966983,0.93751616,0.09240460,0.00360344,0.94536154,0.37659175,0.00455170,0.34779727
-5.33366683,0.94253499,0.09291889,0.00362367,0.95037049,0.37874771,0.00457953,0.34955549
-5.32766383,0.94104457,0.09278630,0.00361863,0.94883002,0.37825141,0.00457482,0.34892639
-5.32166083,0.93300439,0.09200395,0.00358822,0.94069618,0.37509435,0.00453757,0.34588938
-5.31565783,0.91853056,0.09058417,0.00353292,0.92608361,0.36932941,0.00446851,0.34048303
-5.30965483,0.89788792,0.08855378,0.00345378,0.90525744,0.36106796,0.00436904,0.33280199
-5.30365183,0.87147751,0.08595287,0.00335238,0.87862055,0.35047508,0.00424120,0.32299210
-5.29764882,0.83982002,0.08283320,0.00323073,0.84669679,0.33776311,0.00408761,0.31124420
-5.29164582,0.80353584,0.07925629,0.00309124,0.81011078,0.32318381,0.00391134,0.29778654
-5.28564282,0.76332265,0.07529118,0.00293660,0.76956530,0.30701950,0.00371583,0.28287642
-5.27963982,0.71993152,0.07101215,0.00276971,0.72581707,0.28957353,0.00350476,0.26679121
-5.27363682,0.67414236,0.06649624,0.00259358,0.67965207,0.27116057,0.00328196,0.24981923
-5.26763382,0.62674005,0.06182098,0.00241124,0.63186133,0.25209700,0.00305126,0.23225080
-5.26163082,0.57849181,0.05706212,0.00222563,0.58321816,0.23269194,0.00281642,0.21436984
-5.25562781,0.53012692,0.05229163,0.00203956,0.53445766,0.21323909,0.00258098,0.19644631
-5.24962481,0.48231924,0.04757603,0.00185564,0.48625913,0.19400979,0.00234825,0.17872973
-5.24362181,0.43567319,0.04297498,0.00167618,0.43923185,0.17524734,0.00212116,0.16144392
-5.23761881,0.39071332,0.03854022,0.00150321,0.39390460,0.15716287,0.00190227,0.14478315
-5.23161581,0.34787758,0.03431499,0.00133840,0.35071890,0.13993263,0.00169372,0.12890965
-5.22561281,0.30751431,0.03033366,0.00118311,0.31002589,0.12369680,0.00149721,0.11395242
-5.21960980,0.26988255,0.02662181,0.00103833,0.27208671,0.10855963,0.00131399,0.10000743
-5.21360680,0.23515536,0.02319655,0.00090472,0.23707584,0.09459076,0.00114491,0.08713876
-5.20760380,0.20342565,0.02006706,0.00078264,0.20508692,0.08182758,0.00099043,0.07538082
-5.20160080,0.17471399,0.01723545,0.00067218,0.17614068,0.07027838,0.00085063,0.06474118
-5.19559780,0.14897777,0.01469759,0.00057316,0.15019416,0.05992602,0.00072533,0.05520401
-5.18959480,0.12612130,0.01244415,0.00048521,0.12715085,0.05073202,0.00061404,0.04673380
-5.18359180,0.10600610,0.01046162,0.00040782,0.10687114,0.04264067,0.00051609,0.03927917
-5.17758879,0.08846121,0.00873337,0.00034030,0.08918262,0.03558320,0.00043065,0.03277664
-5.17158579,0.07329287,0.00724058,0.00028192,0.07388991,0.02948166,0.00035678,0.02715430
-5.16558279,0.06029346,0.00596318,0.00023189,0.06078365,0.02425252,0.00029346,0.02233500
-5.15957979,0.04924938,0.00488067,0.00018936,0.04964840,0.01980986,0.00023965,0.01823934
-5.15357679,0.03994780,0.00397281,0.00015352,0.04026949,0.01606804,0.00019430,0.01478810
-5.14757379,0.03218221,0.00322024,0.00012357,0.03243858,0.01294396,0.00015641,0.01190430
-5.14157079,0.02575677,0.00260498,0.00009875,0.02595804,0.01035880,0.00012501,0.00951473
-5.13556778,0.02048953,0.00211085,0.00007835,0.02064420,0.00823934,0.00009921,0.00755118
-5.12956478,0.01621469,0.00172375,0.00006171,0.01632956,0.00651881,0.00007819,0.00595115
-5.12356178,0.01278388,0.00143200,0.00004826,0.01286415,0.00513745,0.00006120,0.00465831
-5.11755878,0.01006683,0.00122649,0.00003747,0.01011608,0.00404274,0.00004759,0.00362265
-5.11155578,0.00795130,0.00110086,0.00002889,0.00797154,0.00318942,0.00003678,0.00280041
-5.10555278,0.00634271,0.00105169,0.00002211,0.00633435,0.00253926,0.00002828,0.00215382
-5.09954977,0.00516336,0.00107864,0.00001680,0.00512514,0.00206080,0.00002166,0.00165071
-5.09354677,0.00435150,0.00118455,0.00001267,0.00428039,0.00172895,0.00001658,0.00126407
-5.08754377,0.00386028,0.00137566,0.00000949,0.00375131,0.00152456,0.00001272,0.00097153
-5.08154077,0.00365663,0.00166171,0.00000706,0.00350277,0.00143396,0.00000986,0.00075485
-5.07553777,0.00372025,0.00205612,0.00000521,0.00351208,0.00144855,0.00000780,0.00059938
-5.06953477,0.00404253,0.00257608,0.00000382,0.00376803,0.00156434,0.00000639,0.00049361
-5.06353177,0.00462560,0.00324270,0.00000278,0.00426980,0.00178162,0.00000551,0.00042869
-5.05752876,0.00548137,0.00408102,0.00000201,0.00502602,0.00210449,0.00000507,0.00039801
-5.05152576,0.00663064,0.00512000,0.00000144,0.00605384,0.00254056,0.00000502,0.00039687
-5.04552276,0.00810212,0.00639232,0.00000103,0.00737796,0.00310056,0.00000530,0.00042212
-5.03951976,0.00993148,0.00793418,0.00000073,0.00902968,0.00379790,0.00000589,0.00047191
-5.03351676,0.01216023,0.00978478,0.00000052,0.01104584,0.00464832,0.00000679,0.00054539
-5.02751376,0.01483448,0.01198571,0.00000037,0.01346761,0.00566935,0.00000798,0.00064254
-5.02151076,0.01800353,0.01458008,0.00000027,0.01633915,0.00687977,0.00000948,0.00076394
-5.01550775,0.02171822,0.01761141,0.00000021,0.01970611,0.00829900,0.00001130,0.00091062
-5.00950475,0.02602910,0.02112234,0.00000017,0.02361386,0.00994641,0.00001345,0.00108387
-5.00350175,0.03098434,0.02515302,0.00000016,0.02810560,0.01184050,0.00001595,0.00128507
-4.99749875,0.03662748,0.02973945,0.00000017,0.03322025,0.01399806,0.00001883,0.00151560
-4.99149575,0.04299503,0.03491151,0.00000021,0.03899017,0.01643328,0.00002209,0.00177662
-4.98549275,0.05011396,0.04069101,0.00000027,0.04543888,0.01915681,0.00002576,0.00206901
-4.97948974,0.05799927,0.04708968,0.00000037,0.05257874,0.02217486,0.00002985,0.00239319
-4.97348674,0.06665166,0.05410727,0.00000052,0.06040872,0.02548836,0.00003436,0.00274901
-4.96748374,0.07605553,0.06172986,0.00000073,0.06891243,0.02909221,0.00003929,0.00313567
-4.96148074,0.08617731,0.06992843,0.00000102,0.07805653,0.03297476,0.00004464,0.00355160
-4.95547774,0.09696446,0.07865794,0.00000142,0.08778952,0.03711745,0.00005040,0.00399447
-4.94947474,0.10834513,0.08785691,0.00000196,0.09804128,0.04149483,0.00005655,0.00446107
-4.94347174,0.12022873,0.09744770,0.00000269,0.10872328,0.04607484,0.00006309,0.00494739
-4.93746873,0.13250737,0.10733752,0.00000368,0.11972953,0.05081951,0.00006998,0.00544864
-4.93146573,0.14505844,0.11742023,0.00000498,0.13093860,0.05568612,0.00007723,0.00595933
-4.92546273,0.15774819,0.12757901,0.00000671,0.14221637,0.06062868,0.00008480,0.00647343
-4.91945973,0.17043630,0.13768977,0.00000896,0.15341977,0.06559995,0.00009272,0.00698450
-4.91345673,0.18298147,0.14762536,0.00001188,0.16440131,0.07055372,0.00010099,0.00748590
-4.90745373,0.19524779,0.15726037,0.00001565,0.17501427,0.07544745,0.00010966,0.00797109
-4.90145073,0.20711159,0.16647641,0.00002045,0.18511846,0.08024520,0.00011879,0.00843382
-4.89544772,0.21846876,0.17516766,0.00002655,0.19458624,0.08492052,0.00012848,0.00886843
-4.88944472,0.22924196,0.18324638,0.00003421,0.20330860,0.08945951,0.00013888,0.00927014
-4.88344172,0.23938746,0.19064832,0.00004377,0.21120098,0.09386352,0.00015017,0.00963533
-4.87743872,0.24890131,0.19733744,0.00005559,0.21820852,0.09815168,0.00016258,0.00996174
-4.87143572,0.25782437,0.20330995,0.00007010,0.22431058,0.10236281,0.00017641,0.01024869
-4.86543272,0.26624578,0.20859727,0.00008777,0.22952399,0.10655676,0.00019201,0.01049727
-4.85942971,0.27430470,0.21326764,0.00010910,0.23390504,0.11081482,0.00020976,0.01071035
-4.85342671,0.28218984,0.21742629,0.00013464,0.23754985,0.11523932,0.00023011,0.01089267
-4.84742371,0.29013680,0.22121395,0.00016497,0.24059307,0.11995210,0.00025355,0.01105072
-4.84142071,0.29842281,0.22480366,0.00020067,0.24320470,0.12509186,0.00028061,0.01119261
-4.83541771,0.30735916,0.22839589,0.00024235,0.24558531,0.13081048,0.00031181,0.01132786
-4.82941471,0.31728120,0.23221202,0.00029059,0.24795942,0.13726815,0.00034771,0.01146706
-4.82341171,0.32853620,0.23648641,0.00034592,0.25056750,0.14462755,0.00038883,0.01162148
-4.81740870,0.34146943,0.24145720,0.00040883,0.25365665,0.15304721,0.00043565,0.01180269
-4.81140570,0.35640891,0.24735631,0.00047972,0.25747046,0.16267418,0.00048859,0.01202202
-4.80540270,0.37364929,0.25439879,0.00055886,0.26223825,0.17363630,0.00054798,0.01229007
-4.79939970,0.39343564,0.26277220,0.00064638,0.26816430,0.18603448,0.00061403,0.01261621
-4.79339670,0.41594777,0.27262629,0.00074224,0.27541744,0.19993509,0.00068680,0.01300811
-4.78739370,0.44128578,0.28406356,0.00084620,0.28412147,0.21536310,0.00076619,0.01347123
-4.78139070,0.46945770,0.29713108,0.00095781,0.29434691,0.23229611,0.00085190,0.01400848
-4.77538769,0.50036984,0.31181413,0.00107636,0.30610448,0.25065977,0.00094345,0.01461989
-4.76938469,0.53382047,0.32803189,0.00120092,0.31934069,0.27032486,0.00104013,0.01530241
-4.76338169,0.56949744,0.34563561,0.00133029,0.33393581,0.29110630,0.00114101,0.01604984
-4.75737869,0.60698013,0.36440946,0.00146306,0.34970449,0.31276435,0.00124497,0.01685281
-4.75137569,0.64574582,0.38407412,0.00159757,0.36639902,0.33500806,0.00135068,0.01769901
-4.74537269,0.68518070,0.40429320,0.00173198,0.38371536,0.35750109,0.00145665,0.01857343
-4.73936968,0.72459519,0.42468219,0.00186432,0.40130159,0.37986968,0.00156125,0.01945882
-4.73336668,0.76324319,0.44481994,0.00199248,0.41876878,0.40171275,0.00166275,0.02033621
-4.72736368,0.80034474,0.46426203,0.00211434,0.43570363,0.42261364,0.00175937,0.02118550
-4.72136068,0.83511119,0.48255568,0.00222777,0.45168272,0.44215320,0.00184934,0.02198623
-4.71535768,0.86677197,0.49925563,0.00233074,0.46628745,0.45992379,0.00193095,0.02271828
-4.70935468,0.89460191,0.51394031,0.00242137,0.47911944,0.47554347,0.00200261,0.02336265
-4.70335168,0.91794795,0.52622768,0.00249802,0.48981552,0.48866988,0.00206290,0.02390224
-4.69734867,0.93625416,0.53579003,0.00255930,0.49806170,0.49901333,0.00211061,0.02432254
-4.69134567,0.94908392,0.54236712,0.00260420,0.50360571,0.50634828,0.00214484,0.02461233
-4.68534267,0.95613836,0.54577719,0.00263206,0.50626738,0.51052294,0.00216497,0.02476422
-4.67933967,0.95727023,0.54592527,0.00264268,0.50594656,0.51146642,0.00217073,0.02477513
-4.67333667,0.95249262,0.54280850,0.00263627,0.50262827,0.50919316,0.00216221,0.02464662
-4.66733367,0.94198216,0.53651825,0.00261350,0.49638479,0.50380450,0.00213984,0.02438512
-4.66133067,0.92607665,0.52723902,0.00257548,0.48737488,0.49548716,0.00210444,0.02400194
-4.65532766,0.90526723,0.51524415,0.00252373,0.47583987,0.48450899,0.00205713,0.02351329
-4.64932466,0.88018544,0.50088867,0.00246014,0.46209728,0.47121194,0.00199936,0.02294005
-4.64332166,0.85158595,0.48459947,0.00238693,0.44653183,0.45600272,0.00193282,0.02230744
-4.63731866,0.82032550,0.46686337,0.00230657,0.42958468,0.43934146,0.00185943,0.02164467
-4.63131566,0.78733908,0.44821360,0.00222173,0.41174103,0.42172899,0.00178127,0.02098441
-4.62531266,0.75361430,0.42921503,0.00213520,0.39351673,0.40369314,0.00170052,0.02036222
-4.61930965,0.72016485,0.41044899,0.00204981,0.37544449,0.38577454,0.00161942,0.01981594
-4.61330665,0.68800400,0.39249789,0.00196835,0.35805988,0.36851255,0.00154019,0.01938497
-4.60730365,0.65811892,0.37593033,0.00189352,0.34188783,0.35243171,0.00146498,0.01910957
-4.60130065,0.63144662,0.36128700,0.00182782,0.32742980,0.33802900,0.00139583,0.01903008
-4.59529765,0.60885201,0.34906770,0.00177354,0.31515197,0.32576239,0.00133462,0.01918612
-4.58929465,0.59110850,0.33971971,0.00173265,0.30547466,0.31604077,0.00128304,0.01961571
-4.58329165,0.57888140,0.33362776,0.00170682,0.29876311,0.30921546,0.00124255,0.02035443
-4.57728864,0.57271437,0.33110552,0.00169733,0.29531960,0.30557333,0.00121434,0.02143444
-4.57128564,0.57301875,0.33238889,0.00170507,0.29537708,0.30533160,0.00119937,0.02288357
-4.56528264,0.58006587,0.33763083,0.00173054,0.29909422,0.30863420,0.00119829,0.02472434
-4.55927964,0.59398221,0.34689795,0.00177381,0.30655181,0.31554965,0.00121149,0.02697294
-4.55327664,0.61474716,0.36016856,0.00183456,0.31775056,0.32607030,0.00123907,0.02963830
-4.54727364,0.64219342,0.37733249,0.00191208,0.33261019,0.34011299,0.00128087,0.03272117
-4.54127064,0.67600978,0.39819225,0.00200526,0.35096997,0.35752076,0.00133646,0.03621330
-4.53526763,0.71574620,0.42246592,0.00211268,0.37259044,0.37806581,0.00140516,0.04009672
-4.52926463,0.76082126,0.44979148,0.00223257,0.39715672,0.40145345,0.00148605,0.04434331
-4.52326163,0.81053178,0.47973274,0.00236290,0.42428310,0.42732714,0.00157799,0.04891445
-4.51725863,0.86406468,0.51178685,0.00250142,0.45351921,0.45527447,0.00167965,0.05376111
-4.51125563,0.92051109,0.54539330,0.00264564,0.48435770,0.48483413,0.00178949,0.05882415
-4.50525263,0.97888258,0.57994454,0.00279298,0.51624335,0.51550388,0.00190582,0.06403503
-4.49924962,1.03812948,0.61479786,0.00294073,0.54858381,0.54674939,0.00202683,0.06931692
-4.49324662,1.09716107,0.64928868,0.00308614,0.58076151,0.57801401,0.00215055,0.07458610
-4.48724362,1.15486749,0.68274479,0.00322650,0.61214692,0.60872931,0.00227497,0.07975380
-4.48124062,1.21014289,0.71450139,0.00335914,0.64211258,0.63832621,0.00239800,0.08472835
-4.47523762,1.26190950,0.74391656,0.00348151,0.67004789,0.66624676,0.00251752,0.08941750
-4.46923462,1.30914206,0.77038673,0.00359123,0.69537398,0.69195601,0.00263144,0.09373108
-4.46323162,1.35089192,0.79336175,0.00368616,0.71755844,0.71495401,0.00273772,0.09758358
-4.45722861,1.38631029,0.81235905,0.00376439,0.73612926,0.73478750,0.00283440,0.10089683
-4.45122561,1.41466979,0.82697647,0.00382433,0.75068774,0.75106100,0.00291967,0.10360253
-4.44522261,1.43538375,0.83690334,0.00386475,0.76091960,0.76344699,0.00299190,0.10564451
-4.43921961,1.44802252,0.84192931,0.00388478,0.76660417,0.77169483,0.00304967,0.10698071
-4.43321661,1.45232628,0.84195082,0.00388392,0.76762112,0.77563815,0.00309181,0.10758471
-4.42721361,1.44821385,0.83697472,0.00386211,0.76395457,0.77520046,0.00311746,0.10744679
-4.42121061,1.43578723,0.82711919,0.00381971,0.75569441,0.77039871,0.00312607,0.10657443
-4.41520760,1.41533166,0.81261176,0.00375746,0.74303476,0.76134470,0.00311746,0.10499230
-4.40920460,1.38731117,0.79378462,0.00367653,0.72626970,0.74824431,0.00309179,0.10274165
-4.40320160,1.35235989,0.77106735,0.00357846,0.70578646,0.73139447,0.00304961,0.09987921
-4.39719860,1.31126933,0.74497748,0.00346515,0.68205631,0.71117802,0.00299183,0.09647565
-4.39119560,1.26497206,0.71610914,0.00333882,0.65562355,0.68805653,0.00291971,0.09261359
-4.38519260,1.21452242,0.68512020,0.00320195,0.62709301,0.66256144,0.00283488,0.08838538
-4.37918959,1.16107475,0.65271840,0.00305726,0.59711655,0.63528358,0.00273924,0.08389063
-4.37318659,1.10585997,0.61964686,0.00290764,0.56637884,0.60686152,0.00263499,0.07923364
-4.36718359,1.05016082,0.58666928,0.00275611,0.53558309,0.57796899,0.00252453,0.07452088
-4.36118059,0.99528668,0.55455533,0.00260573,0.50543683,0.54930160,0.00241046,0.06985844
-4.35517759,0.94254827,0.52406627,0.00245959,0.47663824,0.52156329,0.00229545,0.06534971
-4.34917459,0.89323272,0.49594127,0.00232069,0.44986312,0.49545256,0.00218227,0.06109327
-4.34317159,0.84857936,0.47088427,0.00219196,0.42575271,0.47164888,0.00207364,0.05718093
-4.33716858,0.80975642,0.44955168,0.00207612,0.40490248,0.45079935,0.00197224,0.05369611
-4.33116558,0.77783886,0.43254078,0.00197569,0.38785172,0.43350575,0.00188059,0.05071249
-4.32516258,0.75378740,0.42037882,0.00189292,0.37507410,0.42031214,0.00180101,0.04829282
-4.31915958,0.73842882,0.41351289,0.00182973,0.36696913,0.41169314,0.00173560,0.04648807
-4.31315658,0.73243765,0.41230035,0.00178768,0.36385427,0.40804283,0.00168614,0.04533669
-4.30715358,0.73631940,0.41700013,0.00176795,0.36595800,0.40966470,0.00165403,0.04486414
