energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,1.69671821,0.01148045,0.15346389,0.45451070,0.18730275,0.01332113,0.73658330
-5.99399700,1.72165682,0.01150944,0.15398366,0.46476739,0.18909672,0.01370585,0.75155000
-5.98799400,1.74493372,0.01153479,0.15454016,0.47353861,0.19096953,0.01409860,0.76549034
-5.98199100,1.76640373,0.01155701,0.15515239,0.48063731,0.19294443,0.01450174,0.77828608
-5.97598799,1.78600531,0.01157697,0.15584398,0.48590859,0.19505171,0.01491863,0.78986216
-5.96998499,1.80378399,0.01159604,0.15664500,0.48923821,0.19733073,0.01535380,0.80019761
-5.96398199,1.81991038,0.01161618,0.15759323,0.49055964,0.19983135,0.01581296,0.80933377
-5.95797899,1.83469122,0.01164009,0.15873492,0.48985919,0.20261459,0.01630297,0.81737932
-5.95197599,1.84857213,0.01167116,0.16012488,0.48717879,0.20575237,0.01683166,0.82451156
-5.94597299,1.86213166,0.01171348,0.16182584,0.48261651,0.20932640,0.01740772,0.83097357
-5.93996998,1.87606631,0.01177180,0.16390706,0.47632437,0.21342594,0.01804030,0.83706744
-5.93396698,1.89116717,0.01185134,0.16644231,0.46850390,0.21814489,0.01873874,0.84314356
-5.92796398,1.90828921,0.01195766,0.16950715,0.45939936,0.22357793,0.01951209,0.84958662
-5.92196098,1.92831471,0.01209646,0.17317582,0.44928925,0.22981621,0.02036869,0.85679897
-5.91595798,1.95211292,0.01227329,0.17751784,0.43847625,0.23694270,0.02131573,0.86518219
-5.90995498,1.98049805,0.01249339,0.18259444,0.42727637,0.24502745,0.02235874,0.87511795
-5.90395198,2.01418800,0.01276137,0.18845516,0.41600766,0.25412304,0.02350128,0.88694910
-5.89794897,2.05376622,0.01308105,0.19513473,0.40497914,0.26426065,0.02474451,0.90096219
-5.89194597,2.09964876,0.01345521,0.20265046,0.39448040,0.27544672,0.02608702,0.91737227
-5.88594297,2.15205835,0.01388548,0.21100021,0.38477237,0.28766065,0.02752467,0.93631078
-5.87993997,2.21100711,0.01437224,0.22016125,0.37607965,0.30085361,0.02905053,0.95781739
-5.87393697,2.27628853,0.01491453,0.23008981,0.36858456,0.31494853,0.03065509,0.98183588
-5.86793397,2.34747941,0.01551011,0.24072162,0.36242325,0.32984135,0.03232640,1.00821459
-5.86193097,2.42395128,0.01615550,0.25197325,0.35768385,0.34540342,0.03405049,1.03671106
-5.85592796,2.50489093,0.01684610,0.26374417,0.35440650,0.36148502,0.03581183,1.06700085
-5.84992496,2.58932863,0.01757639,0.27591957,0.35258539,0.37791983,0.03759388,1.09868978
-5.84392196,2.67617275,0.01834010,0.28837365,0.35217235,0.39452999,0.03937972,1.13132909
-5.83791896,2.76424893,0.01913045,0.30097335,0.35308183,0.41113180,0.04115270,1.16443278
-5.83191596,2.85234191,0.01994041,0.31358218,0.35519702,0.42754150,0.04289714,1.19749606
-5.82591296,2.93923818,0.02076297,0.32606422,0.35837670,0.44358111,0.04459893,1.23001434
-5.81990995,3.02376763,0.02159131,0.33828790,0.36246255,0.45908396,0.04624619,1.26150172
-5.81390695,3.10484248,0.02241914,0.35012959,0.36728668,0.47389973,0.04782979,1.29150838
-5.80790395,3.18149217,0.02324080,0.36147681,0.37267901,0.48789885,0.04934375,1.31963623
-5.80190095,3.25289313,0.02405150,0.37223091,0.37847432,0.50097605,0.05078562,1.34555214
-5.79589795,3.31839244,0.02484741,0.38230926,0.38451883,0.51305302,0.05215665,1.36899869
-5.78989495,3.37752506,0.02562576,0.39164690,0.39067600,0.52408012,0.05346186,1.38980185
-5.78389195,3.43002418,0.02638489,0.40019742,0.39683154,0.53403701,0.05470996,1.40787578
-5.77788894,3.47582473,0.02712421,0.40793341,0.40289747,0.54293235,0.05591311,1.42322446
-5.77188594,3.51506015,0.02784419,0.41484617,0.40881516,0.55080252,0.05708658,1.43594041
-5.76588294,3.54805273,0.02854623,0.42094483,0.41455719,0.55770936,0.05824823,1.44620045
-5.75987994,3.57529788,0.02923250,0.42625502,0.42012814,0.56373716,0.05941787,1.45425893
-5.75387694,3.59744277,0.02990580,0.43081685,0.42556407,0.56898880,0.06061652,1.46043826
-5.74787394,3.61526002,0.03056930,0.43468253,0.43093083,0.57358129,0.06186556,1.46511743
-5.74187094,3.62961696,0.03122632,0.43791351,0.43632114,0.57764073,0.06318584,1.46871839
-5.73586793,3.64144137,0.03188006,0.44057731,0.44185045,0.58129688,0.06459665,1.47169094
-5.72986493,3.65168439,0.03253329,0.44274403,0.44765171,0.58467746,0.06611475,1.47449625
-5.72386193,3.66128178,0.03318814,0.44448281,0.45386916,0.58790231,0.06775338,1.47758964
-5.71785893,3.67111457,0.03384577,0.44585813,0.46065129,0.59107780,0.06952132,1.48140290
-5.71185593,3.68197045,0.03450617,0.44692631,0.46814322,0.59429136,0.07142201,1.48632690
-5.70585293,3.69450732,0.03516794,0.44773225,0.47647876,0.59760665,0.07345287,1.49269487
-5.69984992,3.70922032,0.03582815,0.44830656,0.48577252,0.60105948,0.07560469,1.50076716
-5.69384692,3.72641413,0.03648222,0.44866327,0.49611230,0.60465469,0.07786129,1.51071808
-5.68784392,3.74618164,0.03712393,0.44879822,0.50755225,0.60836409,0.08019945,1.52262533
-5.68184092,3.76839046,0.03774544,0.44868833,0.52010706,0.61212592,0.08258903,1.53646279
-5.67583792,3.79267826,0.03833743,0.44829174,0.53374761,0.61584552,0.08499345,1.55209704
-5.66983492,3.81845762,0.03888930,0.44754890,0.54839825,0.61939771,0.08737042,1.56928800
-5.66383192,3.84493073,0.03938944,0.44638461,0.56393605,0.62263046,0.08967297,1.58769392
-5.65782891,3.87111375,0.03982557,0.44471101,0.58019209,0.62537009,0.09185077,1.60688067
-5.65182591,3.89587032,0.04018511,0.44243128,0.59695489,0.62742764,0.09385158,1.62633531
-5.64582291,3.91795299,0.04045563,0.43944408,0.61397589,0.62860630,0.09562303,1.64548339
-5.63981991,3.93605123,0.04062525,0.43564834,0.63097688,0.62870948,0.09711438,1.66370950
-5.63381691,3.94884398,0.04068309,0.43094836,0.64765911,0.62754935,0.09827836,1.68038032
-5.62781391,3.95505471,0.04061970,0.42525885,0.66371376,0.62495535,0.09907302,1.69486929
-5.62181091,3.95350664,0.04042739,0.41850971,0.67883334,0.62078236,0.09946338,1.70658194
-5.61580790,3.94317571,0.04010059,0.41065037,0.69272354,0.61491815,0.09942298,1.71498075
-5.60980490,3.92323910,0.03963609,0.40165340,0.70511522,0.60728978,0.09893508,1.71960874
-5.60380190,3.89311722,0.03903322,0.39151723,0.71577572,0.59786863,0.09799360,1.72011051
-5.59779890,3.85250730,0.03829393,0.38026796,0.72451926,0.58667394,0.09660365,1.71625015
-5.59179590,3.80140725,0.03742285,0.36796006,0.73121592,0.57377458,0.09478170,1.70792500
-5.58579290,3.74012884,0.03642720,0.35467607,0.73579868,0.55928907,0.09255530,1.69517487
-5.57978989,3.66929958,0.03531667,0.34052518,0.73826834,0.54338387,0.08996244,1.67818616
-5.57378689,3.58985350,0.03410326,0.32564103,0.73869592,0.52626997,0.08705047,1.65729082
-5.56778389,3.50301104,0.03280104,0.31017861,0.73722259,0.50819798,0.08387479,1.63296004
-5.56178089,3.41024906,0.03142592,0.29431058,0.73405683,0.48945201,0.08049713,1.60579282
-5.55577789,3.31326220,0.02999537,0.27822320,0.72946907,0.47034246,0.07698376,1.57650004
-5.54977489,3.21391708,0.02852814,0.26211201,0.72378388,0.45119812,0.07340345,1.54588430
-5.54377189,3.11420111,0.02704406,0.24617743,0.71736999,0.43235792,0.06982545,1.51481642
-5.53776888,3.01616795,0.02556376,0.23062060,0.71062853,0.41416259,0.06631745,1.48420951
-5.53176588,2.92188154,0.02410852,0.21563947,0.70397982,0.39694646,0.06294368,1.45499133
-5.52576288,2.83336078,0.02270009,0.20142533,0.69784937,0.38102990,0.05976315,1.42807624
-5.51975988,2.75252684,0.02136062,0.18815986,0.69265360,0.36671241,0.05682817,1.40433763
-5.51375688,2.68115497,0.02011252,0.17601278,0.68878574,0.35426670,0.05418305,1.38458198
-5.50775388,2.62083242,0.01897848,0.16514004,0.68660277,0.34393388,0.05186327,1.36952557
-5.50175088,2.57292407,0.01798140,0.15568267,0.68641375,0.33591988,0.04989485,1.35977479
-5.49574787,2.53854666,0.01714441,0.14776606,0.68847019,0.33039311,0.04829417,1.35581092
-5.48974487,2.51855262,0.01649088,0.14149972,0.69295886,0.32748343,0.04706810,1.35797998
-5.48374187,2.51352389,0.01604436,0.13697744,0.69999747,0.32728235,0.04621447,1.36648818
-5.47773887,2.52377559,0.01582851,0.13427765,0.70963336,0.32984434,0.04572288,1.38140320
-5.47173587,2.54936936,0.01586703,0.13346395,0.72184538,0.33518920,0.04557576,1.40266115
-5.46573287,2.59013536,0.01618346,0.13458572,0.73654875,0.34330521,0.04574963,1.43007909
-5.45972986,2.64570185,0.01680092,0.13767866,0.75360287,0.35415291,0.04621660,1.46337229
-5.45372686,2.71553064,0.01774176,0.14276522,0.77282152,0.36766936,0.04694593,1.50217560
-5.44772386,2.79895668,0.01902713,0.14985490,0.79398499,0.38377244,0.04790565,1.54606771
-5.44172086,2.89522963,0.02067640,0.15894433,0.81685360,0.40236525,0.04906420,1.59459704
-5.43571786,3.00355517,0.02270660,0.17001710,0.84118164,0.42334009,0.05039192,1.64730795
-5.42971486,3.12313404,0.02513163,0.18304345,0.86673132,0.44658198,0.05186246,1.70376588
-5.42371186,3.25319645,0.02796151,0.19797974,0.89328560,0.47197157,0.05345392,1.76357980
-5.41770885,3.39303021,0.03120159,0.21476780,0.92065941,0.49938716,0.05514980,1.82642100
-5.41170585,3.54200089,0.03485171,0.23333419,0.94870857,0.52870588,0.05693958,1.89203687
-5.40570285,3.69956291,0.03890544,0.25358945,0.97733573,0.55980392,0.05881902,1.96025890
-5.39969985,3.86526099,0.04334933,0.27542738,1.00649322,0.59255583,0.06079006,2.03100446
-5.39369685,4.03872164,0.04816237,0.29872447,1.03618238,0.62683296,0.06286040,2.10427201
-5.38769385,4.21963536,0.05331550,0.32333944,1.06644944,0.66250124,0.06504270,2.18012994
-5.38169085,4.40773025,0.05877140,0.34911306,1.09737820,0.69941829,0.06735351,2.25869967
-5.37568784,4.60273857,0.06448445,0.37586825,1.12907975,0.73743022,0.06981182,2.34013364
-5.36968484,4.80435815,0.07040099,0.40341038,1.16167981,0.77636821,0.07243753,2.42458952
-5.36368184,5.01221061,0.07645980,0.43152809,1.19530434,0.81604529,0.07524963,2.51220186
-5.35767884,5.22579896,0.08259289,0.45999428,1.23006417,0.85625325,0.07826440,2.60305262
-5.35167584,5.44446688,0.08872656,0.48856763,1.26603944,0.89676031,0.08149359,2.69714236
-5.34567284,5.66736225,0.09478263,0.51699440,1.30326470,0.93730934,0.08494267,2.79436341
-5.33966983,5.89340714,0.10068002,0.54501067,1.34171543,0.97761718,0.08860933,2.89447656
-5.33366683,6.12127626,0.10633638,0.57234498,1.38129674,1.01737494,0.09248219,2.99709274
-5.32766383,6.34938568,0.11166990,0.59872135,1.42183492,1.05624956,0.09653995,3.10166045
-5.32166083,6.57589302,0.11660114,0.62386265,1.46307228,1.09388659,0.10075083,3.20746012
-5.31565783,6.79870971,0.12105495,0.64749444,1.50466565,1.12991418,0.10507257,3.31360563
-5.30965483,7.01552584,0.12496220,0.66934902,1.54618879,1.16394839,0.10945287,3.41905333
-5.30365183,7.22384696,0.12826150,0.68916980,1.58713863,1.19559948,0.11383029,3.52261840
-5.29764882,7.42104208,0.13090066,0.70671596,1.62694530,1.22447931,0.11813566,3.62299808
-5.29164582,7.60440145,0.13283797,0.72176709,1.66498549,1.25020942,0.12229392,3.71880101
-5.28564282,7.77120222,0.13404318,0.73412790,1.70059888,1.27242965,0.12622629,3.80858173
-5.27963982,7.91877966,0.13449821,0.74363280,1.73310674,1.29080714,0.12985272,3.89087902
-5.27363682,8.04460143,0.13419747,0.75015010,1.76183236,1.30504517,0.13309460,3.96425687
-5.26763382,8.14634212,0.13314795,0.75358581,1.78612228,1.31489179,0.13587743,4.02734636
-5.26163082,8.22195520,0.13136890,0.75388671,1.80536763,1.32014776,0.13813361,4.07888723
-5.25562781,8.26973964,0.12889128,0.75104268,1.81902477,1.32067351,0.13980491,4.11776731
-5.24962481,8.28839864,0.12575682,0.74508800,1.82663446,1.31639498,0.14084489,4.14305870
-5.24362181,8.27708815,0.12201695,0.73610166,1.82783879,1.30730789,0.14122078,4.15404920
-5.23761881,8.23545338,0.11773146,0.72420648,1.82239541,1.29348045,0.14091510,4.15026805
-5.23161581,8.16365197,0.11296697,0.70956709,1.81018836,1.27505425,0.13992666,4.13150496
-5.22561281,8.06236282,0.10779537,0.69238679,1.79123527,1.25224326,0.13827114,4.09782202
-5.21960980,7.93278065,0.10229212,0.67290347,1.76569076,1.22533105,0.13598107,4.04955792
-5.21360680,7.77659636,0.09653456,0.65138453,1.73384573,1.19466623,0.13310529,3.98732459
-5.20760380,7.59596421,0.09060031,0.62812128,1.69612294,1.16065617,0.12970792,3.91199638
-5.20160080,7.39345714,0.08456565,0.60342276,1.65306886,1.12375946,0.12586687,3.82469220
-5.19559780,7.17201193,0.07850416,0.57760944,1.60534216,1.08447699,0.12167195,3.72675137
-5.18959480,6.93486623,0.07248537,0.55100693,1.55369941,1.04334226,0.11722270,3.61970394
-5.18359180,6.68548956,0.06657372,0.52393994,1.49897834,1.00091106,0.11262590,3.50523646
-5.17758879,6.42751067,0.06082767,0.49672679,1.44207928,0.95775078,0.10799307,3.38515438
-5.17158579,6.16464319,0.05529900,0.46967443,1.38394538,0.91442978,0.10343778,3.26134210
-5.16558279,5.90061183,0.05003242,0.44307427,1.32554220,0.87150702,0.09907299,3.13572189
-5.15957979,5.63908074,0.04506530,0.41719881,1.26783719,0.82952216,0.09500855,3.01021270
-5.15357679,5.38358579,0.04042767,0.39229894,1.21177957,0.78898639,0.09134870,2.88669008
-5.14757379,5.13747186,0.03614237,0.36860207,1.15828113,0.75037413,0.08818984,2.76694798
-5.14157079,4.90383621,0.03222538,0.34631079,1.10819838,0.71411570,0.08561845,2.65266352
-5.13556778,4.68547874,0.02868628,0.32560203,1.06231621,0.68059109,0.08370928,2.54536527
-5.12956478,4.48485937,0.02552879,0.30662656,1.02133356,0.65012476,0.08252374,2.44640581
