energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.32766383,5.87558720,0.00225113,1.08592162,0.48915355,0.27675700,3.39864970,2.50923599,0.14767585,1.41589254
-5.32166083,5.72419324,0.00205801,1.06650356,0.47289996,0.26183076,3.29293508,2.46374818,0.14394503,1.36434801
-5.31565783,5.56683269,0.00188451,1.04579262,0.45645122,0.24736287,3.18843135,2.41459542,0.13978656,1.31180280
-5.30965483,5.40463131,0.00172805,1.02418223,0.43975513,0.23333246,3.08612091,2.36250816,0.13520864,1.25824893
-5.30365183,5.23908271,0.00158630,1.00214451,0.42278891,0.21972463,2.98716546,2.30839804,0.13022961,1.20375036
-5.29764882,5.07203662,0.00145728,0.98022319,0.40556140,0.20653234,2.89288765,2.25334817,0.12487780,1.14844632
-5.29164582,4.90567181,0.00133927,0.95902357,0.38811391,0.19375757,2.80474539,2.19859655,0.11919104,1.09255132
-5.28564282,4.74245433,0.00123088,0.93919974,0.37051996,0.18141195,2.72429937,2.14551267,0.11321583,1.03635179
-5.27963982,4.58508208,0.00113099,0.92143931,0.35288386,0.16951665,2.65317445,2.09556793,0.10700607,0.98019954
-5.27363682,4.43641763,0.00103874,0.90644606,0.33533804,0.15810181,2.59301616,2.05030076,0.10062165,0.92450234
-5.26763382,4.29941167,0.00095347,0.89492109,0.31803940,0.14720544,2.54544346,2.01127740,0.09412671,0.86971227
-5.26163082,4.17701985,0.00087473,0.88754301,0.30116484,0.13687190,2.51199941,1.98004977,0.08758785,0.81631219
-5.25562781,4.07211620,0.00080220,0.88494776,0.28490596,0.12715015,2.49410126,1.95811175,0.08107224,0.76480120
-5.24962481,3.98740623,0.00073567,0.88770884,0.26946350,0.11809179,2.49299174,1.94685542,0.07464574,0.71567967
-5.24362181,3.92534297,0.00067503,0.89631846,0.25504133,0.10974910,2.50969296,1.94752863,0.06837122,0.66943452
-5.23761881,3.88804883,0.00062018,0.91117014,0.24184057,0.10217304,2.54496469,1.96119539,0.06230693,0.62652545
-5.23161581,3.87724599,0.00057107,0.93254352,0.23005392,0.09541156,2.59926808,1.98870011,0.05650522,0.58737257
-5.22561281,3.89419739,0.00052765,0.96059147,0.21986032,0.08950804,2.67273622,2.03063709,0.05101149,0.55234603
-5.21960980,3.93966033,0.00048985,0.99533018,0.21142029,0.08450007,2.76515210,2.08732575,0.04586341,0.52175780
-5.21360680,4.01385359,0.00045760,1.03663222,0.20487200,0.08041868,2.87593498,2.15879253,0.04109054,0.49585606
-5.20760380,4.11643911,0.00043078,1.08422291,0.20032813,0.07728789,3.00413522,2.24475985,0.03671417,0.47482209
-5.20160080,4.24651847,0.00040930,1.13767995,0.19787372,0.07512475,3.14843797,2.34464232,0.03274753,0.45876971
-5.19559780,4.40264395,0.00039303,1.19643649,0.19756499,0.07393978,3.30717552,2.45755044,0.02919616,0.44774724
-5.18959480,4.58284403,0.00038189,1.25978740,0.19942911,0.07373786,3.47834830,2.58230169,0.02605860,0.44174165
-5.18359180,4.78466242,0.00037579,1.32689885,0.20346494,0.07451950,3.65965402,2.71743885,0.02332720,0.44068474
-5.17758879,5.00520974,0.00037474,1.39682093,0.20964472,0.07628247,3.84852456,2.86125531,0.02098904,0.44446103
-5.17158579,5.24122695,0.00037880,1.46850323,0.21791658,0.07902375,4.04217013,3.01182713,0.01902691,0.45291689
-5.16558279,5.48915894,0.00038816,1.54081311,0.22820784,0.08274171,4.23762990,3.16705109,0.01742043,0.46587081
-5.15957979,5.74523718,0.00040318,1.61255654,0.24042889,0.08743854,4.43182847,3.32468852,0.01614699,0.48312417
-5.15357679,6.00556944,0.00042436,1.68250105,0.25447764,0.09312269,4.62163720,3.48241383,0.01518275,0.50447233
-5.14757379,6.26623503,0.00045247,1.74940051,0.27024426,0.09981144,4.80393933,3.63786712,0.01450358,0.52971553
-5.14157079,6.52338316,0.00048852,1.81202133,0.28761618,0.10753328,4.97569776,3.78870961,0.01408578,0.55866939
-5.13556778,6.77333227,0.00053381,1.86916948,0.30648295,0.11633018,5.13402398,3.93268067,0.01390680,0.59117453
-5.12956478,7.01266751,0.00058997,1.91971776,0.32674096,0.12625949,5.27624650,4.06765506,0.01394580,0.62710494
-5.12356178,7.23833358,0.00065901,1.96263257,0.34829771,0.13739542,5.39997711,4.19169855,0.01418404,0.66637487
-5.11755878,7.44771991,0.00074330,1.99699952,0.37107541,0.14983000,5.50317283,4.30312035,0.01460516,0.70894381
-5.11155578,7.63873497,0.00084561,2.02204694,0.39501379,0.16367321,5.58419165,4.40052028,0.01519537,0.75481936
-5.10555278,7.80986677,0.00096913,2.03716658,0.42007181,0.17905242,5.64183991,4.48282904,0.01594345,0.80405765
-5.09954977,7.96022668,0.00111740,2.04193065,0.44622830,0.19611083,5.67540940,4.54933961,0.01684065,0.85676114
-5.09354677,8.08957422,0.00129436,2.03610445,0.47348124,0.21500489,5.68470241,4.59972847,0.01788052,0.91307383
-5.08754377,8.19832082,0.00150424,2.01965403,0.50184585,0.23590068,5.67004317,4.63406515,0.01905861,0.97317365
-5.08154077,8.28751165,0.00175153,1.99274838,0.53135128,0.25896920,5.63227493,4.65280948,0.02037208,1.03726230
-5.07553777,8.35878521,0.00204087,1.95575598,0.56203618,0.28438060,5.57274185,4.65679612,0.02181927,1.10555278
-5.06953477,8.41431143,0.00237694,1.90923548,0.59394321,0.31229750,5.49325613,4.64720659,0.02339917,1.17825480
-5.06353177,8.45671013,0.00276434,1.85392097,0.62711273,0.34286754,5.39605099,4.62552961,0.02511094,1.25555886
-5.05752876,8.48895265,0.00320742,1.79070205,0.66157601,0.37621526,5.28372089,4.59351103,0.02695328,1.33761932
-5.05152576,8.51425030,0.00371011,1.72059955,0.69734823,0.41243384,5.15915118,4.55309543,0.02892394,1.42453752
-5.04552276,8.53593435,0.00427574,1.64473762,0.73442168,0.45157681,5.02543958,4.50636145,0.03101913,1.51634548
-5.03951976,8.55733239,0.00490683,1.56431333,0.77275956,0.49365019,4.88581259,4.45545380,0.03323309,1.61299129
-5.03351676,8.58164677,0.00560492,1.48056484,0.81229071,0.53860559,4.74354002,4.40251461,0.03555761,1.71432688
-5.02751376,8.61184046,0.00637035,1.39473937,0.85290571,0.58633447,4.60185113,4.34961720,0.03798175,1.82009926
-5.02151076,8.65053553,0.00720215,1.30806208,0.89445453,0.63666419,4.46385558,4.29870497,0.04049155,1.92994564
-5.01550775,8.69992910,0.00809785,1.22170706,0.93674611,0.68935617,4.33247223,4.25153813,0.04306998,2.04339339
-5.00950475,8.76173050,0.00905342,1.13677127,0.97954990,0.74410634,4.21036862,4.20965025,0.04569689,2.15986500
-5.00350175,8.83712256,0.01006320,1.05425236,1.02259952,0.80054835,4.09991298,4.17431645,0.04834928,2.27868837
-4.99749875,8.92674856,0.01111991,0.97503091,1.06559833,0.85825947,4.00314038,4.14653414,0.05100149,2.39911227
-4.99149575,9.03072523,0.01221475,0.89985746,1.10822701,0.91676922,3.92173360,4.12701682,0.05362577,2.52032666
-4.98549275,9.14868051,0.01333748,0.82934456,1.15015263,0.97557055,3.85701859,4.11620051,0.05619277,2.64148724
-4.97948974,9.27981381,0.01447666,0.76396369,1.19103907,1.03413326,3.80997370,4.11426200,0.05867227,2.76174320
-4.97348674,9.42297496,0.01561992,0.70404677,1.23055816,1.09191918,3.78125110,4.12114730,0.06103398,2.88026705
-4.96748374,9.57675719,0.01675423,0.64979186,1.26840130,1.14839845,3.77120804,4.13660827,0.06324835,2.99628522
-4.96148074,9.73959872,0.01786633,0.60127248,1.30429076,1.20306626,3.77994544,4.16024503,0.06528742,3.10910778
-4.95547774,9.90988688,0.01894308,0.55844971,1.33799036,1.25545920,3.80735066,4.19155145,0.06712571,3.21815572
-4.94947474,10.08605876,0.01997191,0.52118648,1.36931480,1.30517032,3.85314136,4.22996108,0.06874096,3.32298428
-4.94347174,10.26669236,0.02094122,0.48926319,1.39813726,1.35186230,3.91690722,4.27489063,0.07011487,3.42330083
-4.93746873,10.45058306,0.02184077,0.46239391,1.42439485,1.39527769,3.99814681,4.32577874,0.07123367,3.51897605
-4.93146573,10.63680075,0.02266207,0.44024247,1.44809142,1.43524582,4.09629699,4.38211786,0.07208851,3.61004742
-4.92546273,10.82472434,0.02339864,0.42243786,1.46929771,1.47168583,4.21075301,4.44347754,0.07267574,3.69671452
-4.91945973,11.01405172,0.02404631,0.40858836,1.48814851,1.50460556,4.34087812,4.50951811,0.07299694,3.77932589
-4.91345673,11.20478455,0.02460331,0.39829407,1.50483701,1.53409628,4.48600228,4.57999431,0.07305881,3.85835780
-4.90745373,11.39718902,0.02507037,0.39115752,1.51960641,1.56032348,4.64541029,4.65474894,0.07287281,3.93438567
-4.90145073,11.59173498,0.02545068,0.38679221,1.53273917,1.58351422,4.81832069,4.73369743,0.07245467,4.00804937
-4.89544772,11.78901739,0.02574977,0.38482905,1.54454423,1.60394154,5.00385722,4.81680455,0.07182379,4.08001400
-4.88944472,11.98966504,0.02597527,0.38492087,1.55534282,1.62190707,5.20101555,4.90405514,0.07100242,4.15092809
-4.88344172,12.19424226,0.02613664,0.38674490,1.56545351,1.63772245,5.40862821,4.99542098,0.07001490,4.22138136
-4.87743872,12.40314995,0.02624481,0.39000380,1.57517705,1.65169096,5.62533103,5.09082607,0.06888678,4.29186430
-4.87143572,12.61653217,0.02631176,0.39442517,1.58478189,1.66409013,5.84953448,5.19011291,0.06764394,4.36273172
-4.86543272,12.83419436,0.02635008,0.39976018,1.59449095,1.67515651,6.07940309,5.29301190,0.06631184,4.43417236
-4.85942971,13.05553848,0.02637253,0.40578139,1.60447036,1.68507328,6.31284564,5.39911610,0.06491479,4.50618630
-4.85342671,13.27951938,0.02639158,0.41228019,1.61482064,1.69396154,6.54751832,5.50786293,0.06347532,4.57857152
-4.84742371,13.50462541,0.02641899,0.41906423,1.62557088,1.70187563,6.78084234,5.61852430,0.06201377,4.65092043
-4.84142071,13.72888498,0.02646546,0.42595486,1.63667613,1.70880266,7.01003643,5.73020571,0.06054789,4.72262683
-4.83541771,13.94989909,0.02654030,0.43278510,1.64801817,1.71466629,7.23216384,5.84185474,0.05909273,4.79290285
-4.82941471,14.16489847,0.02665115,0.43939803,1.65940958,1.71933434,7.44419257,5.95227851,0.05766056,4.86080539
-4.82341171,14.37082271,0.02680385,0.44564587,1.67060104,1.72262974,7.64306656,6.06016941,0.05626098,4.92527058
-4.81740870,14.56441733,0.02700230,0.45138965,1.68129130,1.72434419,7.82578496,6.16413784,0.05490109,4.98515463
-4.81140570,14.74234406,0.02724846,0.45649959,1.69113958,1.72425347,7.98948599,6.26275050,0.05358580,5.03927921
-4.80540270,14.90129894,0.02754241,0.46085601,1.69977955,1.72213364,8.13153153,6.35457230,0.05231816,5.08647896
-4.79939970,15.03813256,0.02788244,0.46435077,1.70683446,1.71777716,8.24958847,6.43821031,0.05109968,5.12564908
-4.79339670,15.14996681,0.02826526,0.46688898,1.71193254,1.71100788,8.34170302,6.51235749,0.04993075,5.15579062
-4.78739370,15.23430273,0.02868620,0.46839096,1.71472207,1.70169430,8.40636441,6.57583466,0.04881094,5.17605148
-4.78139070,15.28911491,0.02913951,0.46879415,1.71488545,1.68976021,8.44255500,6.62762889,0.04773934,5.18576143
-4.77538769,15.31292842,0.02961862,0.46805492,1.71215163,1.67519226,8.44978457,6.66692676,0.04671478,5.18445948
-4.76938469,15.30487515,0.03011644,0.46615009,1.70630646,1.65804428,8.42810719,6.69314146,0.04573606,5.17191279
-4.76338169,15.26472772,0.03062566,0.46307793,1.69720055,1.63843792,8.37812011,6.70593250,0.04480202,5.14812632
-4.75737869,15.19290982,0.03113906,0.45885876,1.68475437,1.61655996,8.30094479,6.70521742,0.04391165,5.11334315
-4.75137569,15.09048297,0.03164972,0.45353477,1.66896060,1.59265636,8.19819118,6.69117518,0.04306409,5.06803560
-4.74537269,14.95911069,0.03215125,0.44716932,1.64988354,1.56702345,8.07190690,6.66424082,0.04225857,5.01288788
-4.73936968,14.80100172,0.03263801,0.43984547,1.62765592,1.53999692,7.92451366,6.62509162,0.04149432,4.94877107
-4.73336668,14.61883479,0.03310523,0.43166390,1.60247319,1.51193893,7.75873373,6.57462516,0.04077050,4.87671182
-4.72736368,14.41566803,0.03354905,0.42274022,1.57458581,1.48322437,7.57750953,6.51392971,0.04008604,4.79785613
-4.72136068,14.19483641,0.03396663,0.41320183,1.54428981,1.45422659,7.38391943,6.44424795,0.03943952,4.71342972
-4.71535768,13.95984128,0.03435612,0.40318434,1.51191613,1.42530353,7.18109304,6.36693501,0.03882909,4.62469682
-4.70935468,13.71423588,0.03471659,0.39282770,1.47781922,1.39678473,6.97212893,6.28341223,0.03825232,4.53291886
-4.70335168,13.46151111,0.03504793,0.38227232,1.44236544,1.36895979,6.76001749,6.19511814,0.03770620,4.43931475
-4.69734867,13.20498569,0.03535078,0.37165510,1.40592165,1.34206884,6.54757127,6.10345841,0.03718703,4.34502419
-4.69134567,12.94770454,0.03562636,0.36110571,1.36884448,1.31629529,6.33736474,6.00975657,0.03669044,4.25107538
-4.68534267,12.69234923,0.03587629,0.35074316,1.33147060,1.29176107,6.13168483,5.91520756,0.03621144,4.15835814
-4.67933967,12.44116361,0.03610245,0.34067279,1.29410840,1.26852468,5.93249327,5.82083596,0.03574446,4.06760335
-4.67333667,12.19589738,0.03630680,0.33098385,1.25703120,1.24658180,5.74140104,5.72746076,0.03528345,3.97936930
-4.66733367,11.95776956,0.03649120,0.32174770,1.22047229,1.22586858,5.55965506,5.63566835,0.03482201,3.89403514
-4.66133067,11.72745328,0.03665728,0.31301663,1.18462171,1.20626731,5.38813665,5.54579521,0.03435354,3.81180163
-4.65532766,11.50508225,0.03680632,0.30482348,1.14962494,1.18761409,5.22737087,5.45792111,0.03387141,3.73269866
-4.64932466,11.29027858,0.03693907,0.29718192,1.11558333,1.16970827,5.07754586,5.37187363,0.03336911,3.65659917
-4.64332166,11.08220070,0.03705571,0.29008739,1.08255622,1.15232311,4.93854063,5.28724394,0.03284053,3.58323865
