energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-5.75987994,1.07881404,0.26178830,0.17115304,0.07968270,0.00000000,0.05133530,0.41633678
-5.75387694,1.13189637,0.27849819,0.18226437,0.08005449,0.00000000,0.05662489,0.44364138
-5.74787394,1.18237500,0.29494130,0.19319664,0.07989385,0.00000000,0.06232038,0.47052300
-5.74187094,1.22984476,0.31096079,0.20384600,0.07920927,0.00000000,0.06844154,0.49672886
-5.73586793,1.27394183,0.32639592,0.21410730,0.07802005,0.00000000,0.07500869,0.52200418
-5.72986493,1.31434833,0.34108424,0.22387566,0.07635554,0.00000000,0.08204277,0.54609608
-5.72386193,1.35079586,0.35486387,0.23304805,0.07425400,0.00000000,0.08956546,0.56875771
-5.71785893,1.38306795,0.36757607,0.24152505,0.07176122,0.00000000,0.09759929,0.58975237
-5.71185593,1.41100178,0.37906802,0.24921258,0.06892890,0.00000000,0.10616769,0.60885780
-5.70585293,1.43448907,0.38919575,0.25602370,0.06581291,0.00000000,0.11529506,0.62587042
-5.69984992,1.45347653,0.39782721,0.26188041,0.06247147,0.00000000,0.12500673,0.64060944
-5.69384692,1.46796572,0.40484535,0.26671542,0.05896339,0.00000000,0.13532886,0.65292090
-5.68784392,1.47801267,0.41015126,0.27047376,0.05534641,0.00000000,0.14628827,0.66268133
-5.68184092,1.48372703,0.41366707,0.27311434,0.05167566,0.00000000,0.15791216,0.66980097
-5.67583792,1.48527089,0.41533866,0.27461124,0.04800241,0.00000000,0.17022772,0.67422656
-5.66983492,1.48285710,0.41513792,0.27495470,0.04437300,0.00000000,0.18326163,0.67594325
-5.66383192,1.47674705,0.41306457,0.27415186,0.04082809,0.00000000,0.19703952,0.67497584
-5.65782891,1.46724773,0.40914733,0.27222700,0.03740220,0.00000000,0.21158524,0.67138901
-5.65182591,1.45470792,0.40344434,0.26922141,0.03412348,0.00000000,0.22692007,0.66528651
-5.64582291,1.43951350,0.39604287,0.26519280,0.03101372,0.00000000,0.24306194,0.65680934
-5.63981991,1.42208169,0.38705811,0.26021423,0.02808867,0.00000000,0.26002441,0.64613279
-5.63381691,1.40285438,0.37663122,0.25437254,0.02535842,0.00000000,0.27781569,0.63346260
-5.62781391,1.38229041,0.36492650,0.24776644,0.02282796,0.00000000,0.29643755,0.61903006
-5.62181091,1.36085709,0.35212797,0.24050421,0.02049791,0.00000000,0.31588414,0.60308653
-5.61580790,1.33902119,0.33843520,0.23270113,0.01836514,0.00000000,0.33614073,0.58589728
-5.60980490,1.31723943,0.32405883,0.22447675,0.01642358,0.00000000,0.35718241,0.56773515
-5.60380190,1.29594914,0.30921574,0.21595204,0.01466485,0.00000000,0.37897267,0.54887412
-5.59779890,1.27555902,0.29412404,0.20724666,0.01307901,0.00000000,0.40146201,0.52958300
-5.59179590,1.25644071,0.27899827,0.19847629,0.01165509,0.00000000,0.42458645,0.51011970
-5.58579290,1.23892117,0.26404474,0.18975028,0.01038169,0.00000000,0.44826616,0.49072607
-5.57978989,1.22327631,0.24945727,0.18116953,0.00924740,0.00000000,0.47240417,0.47162355
-5.57378689,1.20972609,0.23541352,0.17282480,0.00824124,0.00000000,0.49688533,0.45300980
-5.56778389,1.19843112,0.22207189,0.16479545,0.00735293,0.00000000,0.52157549,0.43505630
-5.56178089,1.18949098,0.20956911,0.15714859,0.00657325,0.00000000,0.54632120,0.41790693
-5.55577789,1.18294416,0.19801863,0.14993859,0.00589419,0.00000000,0.57094992,0.40167750
-5.54977489,1.17876970,0.18750964,0.14320709,0.00530923,0.00000000,0.59527081,0.38645608
-5.54377189,1.17689028,0.17810689,0.13698328,0.00481354,0.00000000,0.61907638,0.37230414
-5.53776888,1.17717675,0.16985109,0.13128450,0.00440416,0.00000000,0.64214486,0.35925808
-5.53176588,1.17945399,0.16275999,0.12611703,0.00408026,0.00000000,0.66424340,0.34733130
-5.52576288,1.18350775,0.15682988,0.12147716,0.00384337,0.00000000,0.68513211,0.33651638
-5.51975988,1.18909253,0.15203763,0.11735223,0.00369770,0.00000000,0.70456886,0.32678748
-5.51375688,1.19594018,0.14834304,0.11372183,0.00365049,0.00000000,0.72231465,0.31810264
-5.50775388,1.20376918,0.14569151,0.11055905,0.00371234,0.00000000,0.73813947,0.31040608
-5.50175088,1.21229443,0.14401691,0.10783163,0.00389769,0.00000000,0.75182841,0.30363029
-5.49574787,1.22123732,0.14324466,0.10550317,0.00422523,0.00000000,0.76318772,0.29769812
-5.48974487,1.23033607,0.14329487,0.10353433,0.00471842,0.00000000,0.77205071,0.29252463
-5.48374187,1.23935603,0.14408552,0.10188396,0.00540591,0.00000000,0.77828306,0.28801899
-5.47773887,1.24809978,0.14553570,0.10051017,0.00632201,0.00000000,0.78178732,0.28408626
-5.47173587,1.25641684,0.14756869,0.09937151,0.00750710,0.00000000,0.78250657,0.28062921
-5.46573287,1.26421255,0.15011494,0.09842794,0.00900788,0.00000000,0.78042673,0.27755025
-5.45972986,1.27145600,0.15311488,0.09764195,0.01087757,0.00000000,0.77557775,0.27475337
-5.45372686,1.27818650,0.15652136,0.09697949,0.01317588,0.00000000,0.76803330,0.27214615
-5.44772386,1.28451836,0.16030180,0.09641090,0.01596873,0.00000000,0.75790922,0.26964189
-5.44172086,1.29064348,0.16443981,0.09591178,0.01932776,0.00000000,0.74536068,0.26716169
-5.43571786,1.29683165,0.16893639,0.09546366,0.02332945,0.00000000,0.73057815,0.26463653
-5.42971486,1.30342806,0.17381042,0.09505461,0.02805394,0.00000000,0.71378246,0.26200919
-5.42371186,1.31084800,0.17909856,0.09467962,0.03358344,0.00000000,0.69521907,0.25923602
-5.41770885,1.31956867,0.18485447,0.09434082,0.04000021,0.00000000,0.67515193,0.25628841
-5.41170585,1.33011809,0.19114734,0.09404746,0.04738425,0.00000000,0.65385699,0.25315393
-5.40570285,1.34306136,0.19805969,0.09381567,0.05581056,0.00000000,0.63161583,0.24983710
-5.39969985,1.35898462,0.20568472,0.09366803,0.06534611,0.00000000,0.60870947,0.24635967
-5.39369685,1.37847727,0.21412296,0.09363292,0.07604662,0.00000000,0.58541275,0.24276055
-5.38769385,1.40211300,0.22347868,0.09374366,0.08795323,0.00000000,0.56198928,0.23909518
-5.38169085,1.43043051,0.23385596,0.09403757,0.10108913,0.00000000,0.53868722,0.23543456
-5.37568784,1.46391468,0.24535477,0.09455489,0.11545651,0.00000000,0.51573600,0.23186391
-5.36968484,1.50297914,0.25806711,0.09533765,0.13103366,0.00000000,0.49334396,0.22848094
-5.36368184,1.54795118,0.27207345,0.09642853,0.14777275,0.00000000,0.47169696,0.22539395
-5.35767884,1.59905968,0.28743964,0.09786981,0.16559822,0.00000000,0.45095796,0.22271970
-5.35167584,1.65642692,0.30421449,0.09970233,0.18440595,0.00000000,0.43126751,0.22058122
-5.34567284,1.72006476,0.32242801,0.10196466,0.20406350,0.00000000,0.41274502,0.21910554
-5.33966983,1.78987541,0.34209050,0.10469234,0.22441131,0.00000000,0.39549078,0.21842147
-5.33366683,1.86565695,0.36319251,0.10791729,0.24526499,0.00000000,0.37958844,0.21865744
-5.32766383,1.94711327,0.38570552,0.11166742,0.26641871,0.00000000,0.36510806,0.21993946
-5.32166083,2.03386792,0.40958339,0.11596629,0.28764955,0.00000000,0.35210923,0.22238917
-5.31565783,2.12548097,0.43476439,0.12083296,0.30872271,0.00000000,0.34064439,0.22612206
-5.30965483,2.22146790,0.46117354,0.12628186,0.32939740,0.00000000,0.33076191,0.23124575
-5.30365183,2.32131905,0.48872516,0.13232268,0.34943314,0.00000000,0.32250893,0.23785845
-5.29764882,2.42451850,0.51732531,0.13896025,0.36859619,0.00000000,0.31593368,0.24604735
-5.29164582,2.53056061,0.54687389,0.14619435,0.38666588,0.00000000,0.31108703,0.25588720
-5.28564282,2.63896324,0.57726619,0.15401946,0.40344041,0.00000000,0.30802331,0.26743874
-5.27963982,2.74927613,0.60839368,0.16242425,0.41874196,0.00000000,0.30680005,0.28074716
-5.27363682,2.86108390,0.64014397,0.17139106,0.43242082,0.00000000,0.30747673,0.29584050
-5.26763382,2.97400294,0.67239977,0.18089520,0.44435828,0.00000000,0.31011230,0.31272790
-5.26163082,3.08767217,0.70503703,0.19090404,0.45446828,0.00000000,0.31476170,0.33139788
-5.25562781,3.20173823,0.73792225,0.20137621,0.46269761,0.00000000,0.32147130,0.35181651
-5.24962481,3.31583583,0.77090922,0.21226063,0.46902488,0.00000000,0.33027343,0.37392557
-5.24362181,3.42956473,0.80383551,0.22349566,0.47345816,0.00000000,0.34118031,0.39764079
-5.23761881,3.54246500,0.83651890,0.23500850,0.47603170,0.00000000,0.35417753,0.42285034
-5.23161581,3.65399265,0.86875426,0.24671465,0.47680175,0.00000000,0.36921756,0.44941347
-5.22561281,3.76349771,0.90031131,0.25851794,0.47584200,0.00000000,0.38621355,0.47715966
-5.21960980,3.87020680,0.93093335,0.27031081,0.47323874,0.00000000,0.40503390,0.50588828
-5.21360680,3.97321244,0.96033762,0.28197513,0.46908624,0.00000000,0.42549802,0.53536897
-5.20760380,4.07147034,0.98821729,0.29338367,0.46348240,0.00000000,0.44737365,0.56534283
-5.20160080,4.16380617,1.01424526,0.30440190,0.45652525,0.00000000,0.47037601,0.59552455
-5.19559780,4.24893230,1.03807987,0.31489056,0.44831010,0.00000000,0.49416922,0.62560556
-5.18959480,4.32547435,1.05937230,0.32470855,0.43892776,0.00000000,0.51836997,0.65525827
-5.18359180,4.39200716,1.07777554,0.33371628,0.42846368,0.00000000,0.54255364,0.68414134
-5.17758879,4.44709845,1.09295442,0.34177931,0.41699801,0.00000000,0.56626267,0.71190596
-5.17158579,4.48935860,1.10459647,0.34877218,0.40460656,0.00000000,0.58901713,0.73820303
-5.16558279,4.51749393,1.11242289,0.35458212,0.39136226,0.00000000,0.61032696,0.76269100
-5.15957979,4.53036084,1.11619926,0.35911270,0.37733722,0.00000000,0.62970563,0.78504419
-5.15357679,4.52701798,1.11574524,0.36228712,0.36260482,0.00000000,0.64668457,0.80496129
-5.14757379,4.50677355,1.11094297,0.36405095,0.34724188,0.00000000,0.66082771,0.82217371
-5.14157079,4.46922516,1.10174353,0.36437430,0.33133047,0.00000000,0.67174564,0.83645347
-5.13556778,4.41428987,1.08817118,0.36325323,0.31495932,0.00000000,0.67910855,0.84762016
-5.12956478,4.34222286,1.07032520,0.36071029,0.29822461,0.00000000,0.68265753,0.85554690
-5.12356178,4.25362339,1.04837908,0.35679427,0.28123007,0.00000000,0.68221356,0.86016465
-5.11755878,4.14942771,1.02257722,0.35157902,0.26408639,0.00000000,0.67768380,0.86146495
-5.11155578,4.03088912,0.99322930,0.34516148,0.24690994,0.00000000,0.66906488,0.85950069
-5.10555278,3.89954611,0.96070245,0.33765895,0.22982090,0.00000000,0.65644308,0.85438495
-5.09954977,3.75718004,0.92541177,0.32920568,0.21294093,0.00000000,0.63999135,0.84628784
-5.09354677,3.60576443,0.88780960,0.31994905,0.19639050,0.00000000,0.61996332,0.83543142
-5.08754377,3.44740821,0.84837395,0.31004530,0.18028618,0.00000000,0.59668464,0.82208297
-5.08154077,3.28429550,0.80759668,0.29965513,0.16473784,0.00000000,0.57054211,0.80654677
-5.07553777,3.11862472,0.76597195,0.28893936,0.14984615,0.00000000,0.54197101,0.78915478
-5.06953477,2.95254957,0.72398523,0.27805465,0.13570042,0.00000000,0.51144137,0.77025667
-5.06353177,2.78812433,0.68210343,0.26714962,0.12237684,0.00000000,0.47944360,0.75020953
-5.05752876,2.62725555,0.64076643,0.25636145,0.10993738,0.00000000,0.44647439,0.72936776
-5.05152576,2.47166202,0.60038006,0.24581303,0.09842914,0.00000000,0.41302313,0.70807360
-5.04552276,2.32284395,0.56131092,0.23561077,0.08788438,0.00000000,0.37955966,0.68664861
-5.03951976,2.18206243,0.52388287,0.22584321,0.07832102,0.00000000,0.34652355,0.66538657
-5.03351676,2.05032914,0.48837520,0.21658034,0.06974373,0.00000000,0.31431539,0.64454797
-5.02751376,1.92840630,0.45502249,0.20787363,0.06214530,0.00000000,0.28329026,0.62435631
-5.02151076,1.81681593,0.42401573,0.19975685,0.05550841,0.00000000,0.25375333,0.60499630
-5.01550775,1.71585758,0.39550479,0.19224748,0.04980759,0.00000000,0.22595780,0.58661396
-5.00950475,1.62563307,0.36960169,0.18534867,0.04501122,0.00000000,0.20010486,0.56931849
-5.00350175,1.54607655,0.34638468,0.17905167,0.04108363,0.00000000,0.17634553,0.55318572
-4.99749875,1.47698845,0.32590269,0.17333857,0.03798701,0.00000000,0.15478410,0.53826285
-4.99149575,1.41807120,0.30817998,0.16818516,0.03568328,0.00000000,0.13548276,0.52457422
-4.98549275,1.36896530,0.29322080,0.16356395,0.03413564,0.00000000,0.11846723,0.51212755
-4.97948974,1.32928393,0.28101379,0.15944699,0.03330998,0.00000000,0.10373276,0.50092050
-4.97348674,1.29864470,0.27153607,0.15580852,0.03317596,0.00000000,0.09125044,0.49094694
-4.96748374,1.27669739,0.26475674,0.15262735,0.03370784,0.00000000,0.08097318,0.48220269
-4.96148074,1.26314652,0.26063989,0.14988870,0.03488503,0.00000000,0.07284139,0.47469040
-4.95547774,1.25776818,0.25914695,0.14758568,0.03669244,0.00000000,0.06678787,0.46842319
-4.94947474,1.26042066,0.26023835,0.14572012,0.03912049,0.00000000,0.06274179,0.46342708
-4.94347174,1.27104861,0.26387450,0.14430296,0.04216497,0.00000000,0.06063176,0.45974186
-4.93746873,1.28968096,0.27001619,0.14335394,0.04582670,0.00000000,0.06038775,0.45742054
-4.93146573,1.31642278,0.27862430,0.14290088,0.05011095,0.00000000,0.06194196,0.45652740
-4.92546273,1.35144168,0.28965891,0.14297837,0.05502673,0.00000000,0.06522862,0.45713470
-4.91945973,1.39494934,0.30307790,0.14362608,0.06058588,0.00000000,0.07018295,0.45931832
-4.91345673,1.44717902,0.31883506,0.14488669,0.06680196,0.00000000,0.07673923,0.46315251
-4.90745373,1.50835993,0.33687769,0.14680353,0.07368905,0.00000000,0.08482826,0.46870402
-4.90145073,1.57868939,0.35714390,0.14941800,0.08126037,0.00000000,0.09437449,0.47602596
-4.89544772,1.65830385,0.37955950,0.15276699,0.08952662,0.00000000,0.10529285,0.48515157
-4.88944472,1.74724966,0.40403471,0.15688016,0.09849442,0.00000000,0.11748565,0.49608835
-4.88344172,1.84545483,0.43046076,0.16177737,0.10816441,0.00000000,0.13083979,0.50881260
-4.87743872,1.95270259,0.45870637,0.16746633,0.11852939,0.00000000,0.14522434,0.52326487
-4.87143572,2.06860795,0.48861441,0.17394037,0.12957245,0.00000000,0.16048891,0.53934633
-4.86543272,2.19259813,0.51999890,0.18117666,0.14126509,0.00000000,0.17646274,0.55691627
-4.85942971,2.32389769,0.55264232,0.18913477,0.15356547,0.00000000,0.19295485,0.57579101
-4.85342671,2.46151949,0.58629376,0.19775568,0.16641692,0.00000000,0.20975513,0.59574411
-4.84742371,2.60426183,0.62066778,0.20696137,0.17974673,0.00000000,0.22663660,0.61650810
-4.84142071,2.75071268,0.65544444,0.21665492,0.19346530,0.00000000,0.24335861,0.63777759
-4.83541771,2.89926116,0.69027050,0.22672116,0.20746587,0.00000000,0.25967106,0.65921388
-4.82941471,3.04811662,0.72476205,0.23702803,0.22162481,0.00000000,0.27531939,0.68045085
-4.82341171,3.19533517,0.75850861,0.24742847,0.23580248,0.00000000,0.29005029,0.70110214
-4.81740870,3.33885326,0.79107874,0.25776291,0.24984495,0.00000000,0.30361773,0.72076927
-4.81140570,3.47652786,0.82202715,0.26786229,0.26358620,0.00000000,0.31578927,0.73905073
-4.80540270,3.60618199,0.85090315,0.27755160,0.27685123,0.00000000,0.32635224,0.75555155
-4.79939970,3.72565466,0.87726038,0.28665377,0.28945957,0.00000000,0.33511956,0.76989324
-4.79339670,3.83285357,0.90066727,0.29499385,0.30122950,0.00000000,0.34193498,0.78172374
-4.78739370,3.92580892,0.92071825,0.30240342,0.31198261,0.00000000,0.34667755,0.79072705
-4.78139070,4.00272650,0.93704498,0.30872493,0.32154853,0.00000000,0.34926497,0.79663224
-4.77538769,4.06203820,0.94932742,0.31381600,0.32976994,0.00000000,0.34965589,0.79922155
-4.76938469,4.10244811,0.95730410,0.31755344,0.33650722,0.00000000,0.34785087,0.79833730
-4.76338169,4.12297233,0.96078132,0.31983686,0.34164305,0.00000000,0.34389220,0.79388731
-4.75737869,4.12297116,0.95964070,0.32059178,0.34508631,0.00000000,0.33786229,0.78584873
-4.75137569,4.10217228,0.95384494,0.31977204,0.34677545,0.00000000,0.32988106,0.77427014
-4.74537269,4.06068400,0.94344126,0.31736153,0.34668100,0.00000000,0.32010216,0.75927178
-4.73936968,3.99899822,0.92856262,0.31337512,0.34480713,0.00000000,0.30870843,0.74104403
-4.73336668,3.91798272,0.90942637,0.30785872,0.34119227,0.00000000,0.29590660,0.71984413
-4.72736368,3.81886341,0.88633060,0.30088861,0.33590858,0.00000000,0.28192168,0.69599137
-4.72136068,3.70319702,0.85964805,0.29256985,0.32906044,0.00000000,0.26699098,0.66986083
-4.71535768,3.57283534,0.82981808,0.28303410,0.32078196,0.00000000,0.25135829,0.64187602
-4.70935468,3.42988240,0.79733676,0.27243667,0.31123347,0.00000000,0.23526824,0.61250065
-4.70335168,3.27664619,0.76274560,0.26095313,0.30059734,0.00000000,0.21896109,0.58222972
-4.69734867,3.11558651,0.72661928,0.24877540,0.28907308,0.00000000,0.20266808,0.55158034
-4.69134567,2.94926083,0.68955276,0.23610767,0.27687204,0.00000000,0.18660753,0.52108238
-4.68534267,2.78026988,0.65214829,0.22316205,0.26421176,0.00000000,0.17098168,0.49126934
-4.67933967,2.61120448,0.61500270,0.21015420,0.25131039,0.00000000,0.15597438,0.46266939
-4.67333667,2.44459530,0.57869533,0.19729909,0.23838105,0.00000000,0.14174957,0.43579694
-4.66733367,2.28286654,0.54377693,0.18480684,0.22562666,0.00000000,0.12845058,0.41114466
-4.66133067,2.12829462,0.51075986,0.17287888,0.21323519,0.00000000,0.11620010,0.38917607
-4.65532766,1.98297261,0.48010964,0.16170441,0.20137553,0.00000000,0.10510083,0.37031868
-4.64932466,1.84878071,0.45223819,0.15145720,0.19019407,0.00000000,0.09523660,0.35495764
-4.64332166,1.72736302,0.42749856,0.14229278,0.17981220,0.00000000,0.08667385,0.34342997
-4.63731866,1.62011052,0.40618142,0.13434609,0.17032461,0.00000000,0.07946342,0.33601913
-4.63131566,1.52814988,0.38851298,0.12772950,0.16179847,0.00000000,0.07364242,0.33295021
-4.62531266,1.45233783,0.37465439,0.12253125,0.15427354,0.00000000,0.06923616,0.33438548
-4.61930965,1.39326050,0.36470251,0.11881429,0.14776302,0.00000000,0.06625988,0.34042052
-4.61330665,1.35123709,0.35869173,0.11661559,0.14225524,0.00000000,0.06472038,0.35108106
-4.60730365,1.32632745,0.35659675,0.11594580,0.13771591,0.00000000,0.06461736,0.36632046
-4.60130065,1.31834294,0.35833626,0.11678936,0.13409095,0.00000000,0.06594441,0.38601833
-4.59529765,1.32686005,0.36377708,0.11910503,0.13130965,0.00000000,0.06868969,0.40998021
-4.58929465,1.35123654,0.37273891,0.12282683,0.12928821,0.00000000,0.07283626,0.43793875
-4.58329165,1.39062961,0.38499936,0.12786552,0.12793332,0.00000000,0.07836203,0.46955644
-4.57728864,1.44401584,0.40029922,0.13411043,0.12714575,0.00000000,0.08523949,0.50443026
-4.57128564,1.51021292,0.41834786,0.14143181,0.12682385,0.00000000,0.09343509,0.54209812
-4.56528264,1.58790266,0.43882876,0.14968364,0.12686686,0.00000000,0.10290849,0.58204746
-4.55927964,1.67565533,0.46140497,0.15870683,0.12717780,0.00000000,0.11361163,0.62372562
-4.55327664,1.77195513,0.48572464,0.16833276,0.12766613,0.00000000,0.12548782,0.66655214
-4.54727364,1.87522628,0.51142635,0.17838718,0.12824981,0.00000000,0.13847080,0.70993237
-4.54127064,1.98385979,0.53814442,0.18869422,0.12885700,0.00000000,0.15248400,0.75327236
-4.53526763,2.09624009,0.56551404,0.19908059,0.12942726,0.00000000,0.16743990,0.79599414
-4.52926463,2.21077142,0.59317611,0.20937957,0.12991218,0.00000000,0.18323980,0.83755115
-4.52326163,2.32590316,0.62078190,0.21943497,0.13027563,0.00000000,0.19977383,0.87744288
-4.51725863,2.44015368,0.64799734,0.22910457,0.13049355,0.00000000,0.21692145,0.91522826
-4.51125563,2.55213209,0.67450694,0.23826320,0.13055328,0.00000000,0.23455239,0.95053707
-4.50525263,2.66055735,0.70001724,0.24680513,0.13045262,0.00000000,0.25252804,0.98307881
-4.49924962,2.76427421,0.72425984,0.25464570,0.13019857,0.00000000,0.27070339,1.01264847
-4.49324662,2.86226572,0.74699383,0.26172225,0.12980587,0.00000000,0.28892938,1.03912903
-4.48724362,2.95366191,0.76800776,0.26799409,0.12929541,0.00000000,0.30705569,1.06249038
-4.48124062,3.03774464,0.78712102,0.27344172,0.12869256,0.00000000,0.32493388,1.08278466
-4.47523762,3.11394871,0.80418473,0.27806525,0.12802555,0.00000000,0.34242076,1.10013835
-4.46923462,3.18185939,0.81908212,0.28188209,0.12732394,0.00000000,0.35938189,1.11474129
-4.46323162,3.24120672,0.83172853,0.28492409,0.12661725,0.00000000,0.37569495,1.12683341
-4.45722861,3.29185732,0.84207102,0.28723432,0.12593385,0.00000000,0.39125304,1.13668958
-4.45122561,3.33380396,0.85008772,0.28886355,0.12530013,0.00000000,0.40596752,1.14460362
-4.44522261,3.36715392,0.85578698,0.28986675,0.12474003,0.00000000,0.41977027,1.15087205
-4.43921961,3.39211660,0.85920646,0.29029972,0.12427491,0.00000000,0.43261538,1.15577867
-4.43321661,3.40899114,0.86041211,0.29021601,0.12392383,0.00000000,0.44447991,1.15958044
-4.42721361,3.41815473,0.85949724,0.28966447,0.12370415,0.00000000,0.45536386,1.16249576
-4.42121061,3.42005197,0.85658169,0.28868721,0.12363252,0.00000000,0.46528916,1.16469538
-4.41520760,3.41518588,0.85181099,0.28731843,0.12372606,0.00000000,0.47429783,1.16629660
-4.40920460,3.40411073,0.84535574,0.28558393,0.12400387,0.00000000,0.48244928,1.16736094
-4.40320160,3.38742668,0.83741093,0.28350133,0.12448849,0.00000000,0.48981700,1.16789536
-4.39719860,3.36577645,0.82819530,0.28108106,0.12520749,0.00000000,0.49648470,1.16785692
-4.39119560,3.33984348,0.81795058,0.27832795,0.12619484,0.00000000,0.50254235,1.16716067
-4.38519260,3.31035140,0.80694056,0.27524327,0.12749208,0.00000000,0.50808200,1.16569016
-4.37918959,3.27806421,0.79544967,0.27182718,0.12914910,0.00000000,0.51319404,1.16331017
-4.37318659,3.24378656,0.78378125,0.26808136,0.13122440,0.00000000,0.51796382,1.15988085
-4.36718359,3.20836337,0.77225495,0.26401169,0.13378475,0.00000000,0.52246894,1.15527255
-4.36118059,3.17267815,0.76120357,0.25963068,0.13690423,0.00000000,0.52677738,1.14938052
-4.35517759,3.13764907,0.75096874,0.25495969,0.14066245,0.00000000,0.53094651,1.14213875
-4.34917459,3.10422237,0.74189580,0.25003067,0.14514210,0.00000000,0.53502286,1.13353208
-4.34317159,3.07336223,0.73432749,0.24488726,0.15042576,0.00000000,0.53904280,1.12360594
-4.33716858,3.04603697,0.72859667,0.23958529,0.15659210,0.00000000,0.54303379,1.11247323
-4.33116558,3.02320116,0.72501804,0.23419254,0.16371152,0.00000000,0.54701608,1.10031767
-4.32516258,3.00577384,0.72387902,0.22878775,0.17184146,0.00000000,0.55100457,1.08739354
-4.31915958,2.99461317,0.72543017,0.22345893,0.18102157,0.00000000,0.55501066,1.07402156
-4.31315658,2.99048816,0.72987520,0.21830102,0.19126891,0.00000000,0.55904373,1.06058096
-4.30715358,2.99404847,0.73736118,0.21341295,0.20257353,0.00000000,0.56311219,1.04749804
