energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.88594297,3.91022145,0.03270812,0.21195141,0.61648764,0.85027866,0.41754937,2.41761273,0.00000000
-5.87993997,3.88261336,0.03256218,0.20899524,0.60579129,0.83993043,0.41535604,2.40361066,0.00000000
-5.87393697,3.85074878,0.03235431,0.20590300,0.59422024,0.82888083,0.41286991,2.38697674,0.00000000
-5.86793397,3.81612411,0.03209085,0.20280099,0.58209974,0.81754428,0.41025838,2.36858799,0.00000000
-5.86193097,3.78031256,0.03177945,0.19981872,0.56976438,0.80634723,0.40769607,2.34937115,0.00000000
-5.85592796,3.74492214,0.03142890,0.19708600,0.55755070,0.79571676,0.40536124,2.33027629,0.00000000
-5.84992496,3.71155046,0.03104892,0.19472976,0.54578965,0.78606868,0.40343185,2.31224854,0.00000000
-5.84392196,3.68173759,0.03064997,0.19287091,0.53479879,0.77779540,0.40208128,2.29619849,0.00000000
-5.83791896,3.65691811,0.03024295,0.19162104,0.52487454,0.77125391,0.40147371,2.28297223,0.00000000
-5.83191596,3.63837384,0.02983886,0.19107914,0.51628451,0.76675424,0.40175935,2.27332199,0.00000000
-5.82591296,3.62718899,0.02944856,0.19132859,0.50926033,0.76454883,0.40306964,2.26787838,0.00000000
-5.81990995,3.62420940,0.02908231,0.19243424,0.50399087,0.76482313,0.40551253,2.26712538,0.00000000
-5.81390695,3.63000777,0.02874958,0.19443998,0.50061650,0.76768801,0.40916823,2.27137933,0.00000000
-5.80790395,3.64485677,0.02845866,0.19736674,0.49922437,0.77317426,0.41408540,2.28077279,0.00000000
-5.80190095,3.66871139,0.02821647,0.20121110,0.49984509,0.78122957,0.42027827,2.29524458,0.00000000
-5.79589795,3.70120231,0.02802837,0.20594466,0.50245117,0.79171824,0.42772475,2.31453646,0.00000000
-5.78989495,3.74164092,0.02789807,0.21151411,0.50695711,0.80442386,0.43636582,2.33819737,0.00000000
-5.78389195,3.78903677,0.02782767,0.21784222,0.51322169,0.81905493,0.44610624,2.36559527,0.00000000
-5.77788894,3.84212742,0.02781770,0.22482967,0.52105219,0.83525347,0.45681680,2.39593655,0.00000000
-5.77188594,3.89942004,0.02786736,0.23235768,0.53021061,0.85260631,0.46833800,2.42829278,0.00000000
-5.76588294,3.95924352,0.02797479,0.24029145,0.54042189,0.87065876,0.48048519,2.46163365,0.00000000
-5.75987994,4.01980953,0.02813742,0.24848433,0.55138362,0.88893020,0.49305496,2.49486535,0.00000000
-5.75387694,4.07927993,0.02835239,0.25678240,0.56277716,0.90693103,0.50583258,2.52687252,0.00000000
-5.74787394,4.13583799,0.02861700,0.26502961,0.57427949,0.92418028,0.51860017,2.55656239,0.00000000
-5.74187094,4.18776028,0.02892909,0.27307288,0.58557554,0.94022316,0.53114530,2.58290892,0.00000000
-5.73586793,4.23348607,0.02928750,0.28076734,0.59637019,0.95464788,0.54326943,2.60499516,0.00000000
-5.72986493,4.27168092,0.02969235,0.28798121,0.60639960,0.96710093,0.55479610,2.62205175,0.00000000
-5.72386193,4.30129166,0.03014528,0.29460025,0.61544117,0.97730023,0.56557809,2.63348976,0.00000000
-5.71785893,4.32158983,0.03064961,0.30053149,0.62332173,0.98504552,0.57550342,2.63892629,0.00000000
-5.71185593,4.33220165,0.03121024,0.30570617,0.62992348,0.99022563,0.58449978,2.63820151,0.00000000
-5.70585293,4.33312289,0.03183354,0.31008169,0.63518745,0.99282218,0.59253708,2.63138625,0.00000000
-5.69984992,4.32471785,0.03252700,0.31364244,0.63911423,0.99290971,0.59962810,2.61877984,0.00000000
-5.69384692,4.30770248,0.03329881,0.31639960,0.64176195,0.99065221,0.60582702,2.60089809,0.00000000
-5.68784392,4.28311250,0.03415722,0.31838982,0.64324166,0.98629617,0.61122602,2.57845213,0.00000000
-5.68184092,4.25225794,0.03510995,0.31967288,0.64371034,0.98016064,0.61595003,2.55231903,0.00000000
-5.67583792,4.21666646,0.03616340,0.32032845,0.64336185,0.97262467,0.62014991,2.52350571,0.00000000
-5.66983492,4.17801822,0.03732200,0.32045212,0.64241634,0.96411280,0.62399450,2.49310785,0.00000000
-5.66383192,4.13807558,0.03858745,0.32015089,0.64110874,0.95507918,0.62766180,2.46226592,0.00000000
-5.65782891,4.09861099,0.03995812,0.31953830,0.63967680,0.94599120,0.63132989,2.43212031,0.00000000
-5.65182591,4.06133664,0.04142860,0.31872949,0.63834934,0.93731309,0.63516795,2.40376799,0.00000000
-5.64582291,4.02783926,0.04298935,0.31783644,0.63733532,0.92949053,0.63932797,2.37822242,0.00000000
-5.63981991,3.99952303,0.04462657,0.31696350,0.63681425,0.92293654,0.64393745,2.35637892,0.00000000
-5.63381691,3.97756315,0.04632231,0.31620347,0.63692833,0.91801940,0.64909357,2.33898668,0.00000000
-5.62781391,3.96287207,0.04805480,0.31563445,0.63777672,0.91505297,0.65485901,2.32662882,0.00000000
-5.62181091,3.95607945,0.04979899,0.31531749,0.63941212,0.91428966,0.66125972,2.31971097,0.00000000
-5.61580790,3.95752630,0.05152727,0.31529511,0.64183983,0.91591611,0.66828465,2.31845872,0.00000000
-5.60980490,3.96727295,0.05321046,0.31559078,0.64501913,0.92005177,0.67588734,2.32292344,0.00000000
-5.60380190,3.98511965,0.05481884,0.31620936,0.64886688,0.92675001,0.68398940,2.33299586,0.00000000
-5.59779890,4.01063807,0.05632327,0.31713826,0.65326317,0.93600158,0.69248553,2.34842620,0.00000000
-5.59179590,4.04321122,0.05769643,0.31834942,0.65805843,0.94774014,0.70124971,2.36884918,0.00000000
-5.58579290,4.08207915,0.05891387,0.31980187,0.66308181,0.96184916,0.71014235,2.39381233,0.00000000
-5.57978989,4.12638733,0.05995513,0.32144468,0.66815023,0.97816989,0.71901773,2.42280559,0.00000000
-5.57378689,4.17523466,0.06080454,0.32322023,0.67307759,0.99650981,0.72773157,2.45529033,0.00000000
-5.56778389,4.22771820,0.06145193,0.32506742,0.67768380,1.01665099,0.73614804,2.49072590,0.00000000
-5.56178089,4.28297205,0.06189305,0.32692493,0.68180295,1.03835795,0.74414599,2.52859227,0.00000000
-5.55577789,4.34019809,0.06212970,0.32873405,0.68529049,1.06138449,0.75162393,2.56840732,0.00000000
-5.54977489,4.39868721,0.06216962,0.33044122,0.68802890,1.08547938,0.75850364,2.60973793,0.00000000
-5.54377189,4.45782995,0.06202601,0.33199996,0.68993167,1.11039041,0.76473208,2.65220449,0.00000000
-5.53776888,4.51711655,0.06171693,0.33337227,0.69094556,1.13586699,0.77028167,2.69547871,0.00000000
-5.53176588,4.57612689,0.06126432,0.33452933,0.69105091,1.16166111,0.77514884,2.73927531,0.00000000
-5.52576288,4.63451163,0.06069294,0.33545164,0.69026028,1.18752695,0.77935108,2.78333851,0.00000000
-5.51975988,4.69196639,0.06002917,0.33612852,0.68861535,1.21321930,0.78292269,2.82742450,0.00000000
-5.51375688,4.74820138,0.05929970,0.33655712,0.68618260,1.23849125,0.78590953,2.87128158,0.00000000
-5.50775388,4.80290900,0.05853034,0.33674103,0.68304782,1.26309148,0.78836311,2.91462963,0.00000000
-5.50175088,4.85573244,0.05774475,0.33668860,0.67930999,1.28676168,0.79033455,2.95714088,0.00000000
-5.49574787,4.90623785,0.05696349,0.33641116,0.67507484,1.30923454,0.79186863,2.99842351,0.00000000
-5.48974487,4.95389286,0.05620311,0.33592124,0.67044859,1.33023276,0.79299861,3.03800994,0.00000000
-5.48374187,4.99805334,0.05547557,0.33523094,0.66553208,1.34946948,0.79374199,3.07535095,0.00000000
-5.47773887,5.03796035,0.05478788,0.33435069,0.66041585,1.36665041,0.79409758,3.10981664,0.00000000
-5.47173587,5.07274798,0.05414200,0.33328827,0.65517634,1.38147781,0.79404422,3.14070468,0.00000000
-5.46573287,5.10146240,0.05353507,0.33204849,0.64987336,1.39365644,0.79354120,3.16725597,0.00000000
-5.45972986,5.12309155,0.05295984,0.33063325,0.64454910,1.40290130,0.79253033,3.18867698,0.00000000
-5.45372686,5.13660428,0.05240535,0.32904229,0.63922865,1.40894691,0.79093978,3.20416809,0.00000000
-5.44772386,5.14099676,0.05185776,0.32727427,0.63392181,1.41155772,0.78868931,3.21295634,0.00000000
-5.44172086,5.13534376,0.05130138,0.32532839,0.62862624,1.41053928,0.78569667,3.21433089,0.00000000
-5.43571786,5.11885183,0.05071964,0.32320622,0.62333151,1.40574929,0.78188472,3.20767923,0.00000000
-5.42971486,5.09091113,0.05009620,0.32091374,0.61802377,1.39710812,0.77718890,3.19252208,0.00000000
-5.42371186,5.05114264,0.04941595,0.31846330,0.61269076,1.38460798,0.77156448,3.16854479,0.00000000
-5.41770885,4.99943778,0.04866589,0.31587541,0.60732652,1.36832017,0.76499310,3.13562335,0.00000000
-5.41170585,4.93598765,0.04783589,0.31318019,0.60193569,1.34839974,0.75748825,3.09384337,0.00000000
-5.40570285,4.86129971,0.04691930,0.31041824,0.59653685,1.32508720,0.74909904,3.04351058,0.00000000
-5.39969985,4.77620053,0.04591325,0.30764089,0.59116470,1.29870691,0.73991219,2.98515219,0.00000000
-5.39369685,4.68182375,0.04481886,0.30490975,0.58587079,1.26966201,0.73005186,2.91950850,0.00000000
-5.38769385,4.57958356,0.04364114,0.30229541,0.58072280,1.23842593,0.71967732,2.84751530,0.00000000
-5.38169085,4.47113464,0.04238871,0.29987543,0.57580230,1.20553082,0.70897840,2.77027740,0.00000000
-5.37568784,4.35832023,0.04107340,0.29773163,0.57120113,1.17155313,0.69816904,2.68903487,0.00000000
-5.36968484,4.24311108,0.03970963,0.29594678,0.56701669,1.13709712,0.68747915,2.60512336,0.00000000
-5.36368184,4.12753798,0.03831377,0.29460086,0.56334632,1.10277688,0.67714526,2.51993054,0.00000000
-5.35767884,4.01362150,0.03690336,0.29376709,0.56028135,1.06919776,0.66740031,2.43485089,0.00000000
-5.35167584,3.90330235,0.03549636,0.29350799,0.55790114,1.03693792,0.65846341,2.35124088,0.00000000
-5.34567284,3.79837585,0.03411049,0.29387162,0.55626758,1.00653101,0.65052985,2.27037686,0.00000000
-5.33966983,3.70043375,0.03276253,0.29488827,0.55542048,0.97845058,0.64376205,2.19341755,0.00000000
-5.33366683,3.61081620,0.03146779,0.29656781,0.55537427,0.95309709,0.63828203,2.12137288,0.00000000
-5.32766383,3.53057589,0.03023970,0.29889787,0.55611623,0.93078783,0.63416560,2.05508026,0.00000000
-5.32166083,3.46045600,0.02908954,0.30184299,0.55760638,0.91175037,0.63143880,1.99518943,0.00000000
-5.31565783,3.40088238,0.02802628,0.30534476,0.55977921,0.89611953,0.63007665,1.94215587,0.00000000
-5.30965483,3.35196987,0.02705657,0.30932305,0.56254707,0.88393795,0.63000432,1.89624282,0.00000000
-5.30365183,3.31354181,0.02618493,0.31367829,0.56580500,0.87516010,0.63110055,1.85753121,0.00000000
-5.29764882,3.28516102,0.02541390,0.31829460,0.56943670,0.86965924,0.63320325,1.82593637,0.00000000
-5.29164582,3.26616997,0.02474440,0.32304377,0.57332121,0.86723700,0.63611681,1.80123023,0.00000000
-5.28564282,3.25573755,0.02417608,0.32778982,0.57733980,0.86763474,0.63962078,1.78306730,0.00000000
-5.27963982,3.25290948,0.02370764,0.33239393,0.58138259,0.87054629,0.64347943,1.77101270,0.00000000
-5.27363682,3.25665928,0.02333726,0.33671952,0.58535432,0.87563111,0.64745165,1.76457050,0.00000000
-5.26763382,3.26593720,0.02306286,0.34063725,0.58917899,0.88252732,0.65130072,1.76321066,0.00000000
-5.26163082,3.27971427,0.02288241,0.34402965,0.59280276,0.89086395,0.65480345,1.76639314,0.00000000
-5.25562781,3.29701956,0.02279405,0.34679525,0.59619510,0.90027196,0.65775822,1.77358805,0.00000000
-5.24962481,3.31696904,0.02279620,0.34885201,0.59934797,0.91039347,0.65999164,1.78429086,0.00000000
-5.24362181,3.33878498,0.02288758,0.35013975,0.60227300,0.92088906,0.66136355,1.79803239,0.00000000
-5.23761881,3.36180581,0.02306708,0.35062183,0.60499704,0.93144303,0.66177017,1.81438350,0.00000000
-5.23161581,3.38548655,0.02333360,0.35028560,0.60755616,0.94176660,0.66114540,1.83295465,0.00000000
-5.22561281,3.40939087,0.02368587,0.34914201,0.60998875,0.95159925,0.65946033,1.85339114,0.00000000
-5.21960980,3.43317608,0.02412208,0.34722420,0.61232809,0.96070845,0.65672113,1.87536489,0.00000000
-5.21360680,3.45657284,0.02463969,0.34458524,0.61459496,0.96888817,0.65296544,1.89856383,0.00000000
-5.20760380,3.47936156,0.02523509,0.34129513,0.61679099,0.97595660,0.64825774,1.92268019,0.00000000
-5.20160080,3.50134760,0.02590336,0.33743732,0.61889306,0.98175341,0.64268384,1.94739878,0.00000000
-5.19559780,3.52233720,0.02663807,0.33310477,0.62084939,0.98613713,0.63634501,1.97238656,0.00000000
-5.18959480,3.54211607,0.02743113,0.32839591,0.62257756,0.98898282,0.62935193,1.99728447,0.00000000
-5.18359180,3.56043221,0.02827276,0.32341058,0.62396476,0.99018046,0.62181897,2.02170215,0.00000000
-5.17758879,3.57698401,0.02915149,0.31824624,0.62487019,0.98963420,0.61385886,2.04521639,0.00000000
-5.17158579,3.59141450,0.03005434,0.31299452,0.62512970,0.98726255,0.60557823,2.06737320,0.00000000
-5.16558279,3.60331201,0.03096698,0.30773830,0.62456227,0.98299945,0.59707397,2.08769387,0.00000000
-5.15957979,3.61221707,0.03187405,0.30254952,0.62297805,0.97679625,0.58843064,2.10568427,0.00000000
-5.15357679,3.61763504,0.03275954,0.29748761,0.62018749,0.96862415,0.57971903,2.12084730,0.00000000
-5.14757379,3.61905349,0.03360716,0.29259874,0.61601094,0.95847712,0.57099561,2.13269739,0.00000000
-5.14157079,3.61596330,0.03440084,0.28791584,0.61028821,0.94637465,0.56230313,2.14077648,0.00000000
-5.13556778,3.60788197,0.03512515,0.28345936,0.60288751,0.93236438,0.55367195,2.14467028,0.00000000
-5.12956478,3.59437782,0.03576575,0.27923861,0.59371322,0.91652394,0.54512220,2.14402418,0.00000000
-5.12356178,3.57509367,0.03630980,0.27525373,0.58271202,0.89896210,0.53666638,2.13855769,0.00000000
-5.11755878,3.54976862,0.03674634,0.27149811,0.56987712,0.87981867,0.52831242,2.12807671,0.00000000
-5.11155578,3.51825678,0.03706657,0.26796098,0.55525030,0.85926340,0.52006690,2.11248314,0.00000000
-5.10555278,3.48054208,0.03726412,0.26463034,0.53892167,0.83749353,0.51193826,2.09178112,0.00000000
-5.09954977,3.43674849,0.03733515,0.26149571,0.52102729,0.81473031,0.50393994,2.06607991,0.00000000
-5.09354677,3.38714514,0.03727845,0.25855084,0.50174470,0.79121448,0.49609323,2.03559318,0.00000000
-5.08754377,3.33214637,0.03709544,0.25579618,0.48128682,0.76720100,0.48842978,2.00063483,0.00000000
-5.08154077,3.27230671,0.03679005,0.25324095,0.45989442,0.74295334,0.48099368,1.96161167,0.00000000
-5.07553777,3.20831132,0.03636861,0.25090472,0.43782770,0.71873747,0.47384299,1.91901336,0.00000000
-5.06953477,3.14096218,0.03583959,0.24881859,0.41535740,0.69481606,0.46705088,1.87339997,0.00000000
-5.06353177,3.07116099,0.03521339,0.24702574,0.39275595,0.67144304,0.46070609,1.82538790,0.00000000
-5.05752876,2.99988932,0.03450204,0.24558145,0.37028898,0.64885885,0.45491294,1.77563467,0.00000000
-5.05152576,2.92818701,0.03371885,0.24455266,0.34820768,0.62728649,0.44979084,1.72482312,0.00000000
-5.04552276,2.85712944,0.03287814,0.24401688,0.32674217,0.60692865,0.44547323,1.67364567,0.00000000
-5.03951976,2.78780472,0.03199489,0.24406082,0.30609628,0.58796576,0.44210607,1.62278907,0.00000000
-5.03351676,2.72129119,0.03108438,0.24477847,0.28644367,0.57055525,0.43984593,1.57292022,0.00000000
-5.02751376,2.65863624,0.03016195,0.24626899,0.26792542,0.55483162,0.43885754,1.52467328,0.00000000
-5.02151076,2.60083662,0.02924262,0.24863425,0.25064911,0.54090747,0.43931107,1.47863849,0.00000000
-5.01550775,2.54882097,0.02834086,0.25197625,0.23468912,0.52887513,0.44137894,1.43535291,0.00000000
-5.00950475,2.50343471,0.02747033,0.25639442,0.22008811,0.51880880,0.44523236,1.39529318,0.00000000
-5.00350175,2.46542762,0.02664363,0.26198284,0.20685943,0.51076691,0.45103755,1.35887042,0.00000000
-4.99749875,2.43544404,0.02587208,0.26882754,0.19499022,0.50479458,0.45895172,1.32642725,0.00000000
-4.99149575,2.41401592,0.02516557,0.27700382,0.18444499,0.50092584,0.46911883,1.29823684,0.00000000
-4.98549275,2.40155843,0.02453239,0.28657366,0.17516946,0.49918567,0.48166528,1.27450397,0.00000000
-4.97948974,2.39836804,0.02397909,0.29758331,0.16709446,0.49959143,0.49669551,1.25536770,0.00000000
-4.97348674,2.40462278,0.02351046,0.31006103,0.16013966,0.50215388,0.51428760,1.24090563,0.00000000
-4.96748374,2.42038444,0.02312939,0.32401502,0.15421714,0.50687751,0.53448906,1.23113933,0.00000000
-4.96148074,2.44560217,0.02283693,0.33943160,0.14923445,0.51376029,0.55731282,1.22604067,0.00000000
-4.95547774,2.48011733,0.02263230,0.35627359,0.14509744,0.52279277,0.58273355,1.22553862,0.00000000
-4.94947474,2.52366898,0.02251296,0.37447907,0.14171249,0.53395673,0.61068454,1.22952628,0.00000000
-4.94347174,2.57589985,0.02247470,0.39396035,0.13898833,0.54722323,0.64105504,1.23786762,0.00000000
-4.93746873,2.63636219,0.02251181,0.41460337,0.13683742,0.56255042,0.67368847,1.25040375,0.00000000
-4.93146573,2.70452355,0.02261725,0.43626747,0.13517699,0.57988100,0.70838139,1.26695818,0.00000000
-4.92546273,2.77977201,0.02278288,0.45878573,0.13392962,0.59913969,0.74488348,1.28734112,0.00000000
-4.91945973,2.86142101,0.02299963,0.48196569,0.13302360,0.62023067,0.78289859,1.31135223,0.00000000
-4.91345673,2.94871365,0.02325784,0.50559079,0.13239303,0.64303524,0.82208698,1.33878217,0.00000000
-4.90745373,3.04082665,0.02354744,0.52942237,0.13197776,0.66740981,0.86206873,1.36941250,0.00000000
-4.90145073,3.13687425,0.02385821,0.55320240,0.13172314,0.69318444,0.90242847,1.40301430,0.00000000
-4.89544772,3.23591224,0.02418008,0.57665692,0.13157972,0.72016198,0.94272131,1.43934565,0.00000000
-4.88944472,3.33694266,0.02450333,0.59950012,0.13150294,0.74811794,0.98247992,1.47814809,0.00000000
-4.88344172,3.43891942,0.02481877,0.62143921,0.13145269,0.77680126,1.02122279,1.51914259,0.00000000
-4.87743872,3.54075530,0.02511797,0.64217984,0.13139302,0.80593601,1.05846325,1.56202534,0.00000000
-4.87143572,3.64133064,0.02539341,0.66143199,0.13129178,0.83522401,1.09371929,1.60646376,0.00000000
-4.86543272,3.73950402,0.02563856,0.67891635,0.13112033,0.86434848,1.12652380,1.65209328,0.00000000
-4.85942971,3.83412501,0.02584801,0.69437077,0.13085334,0.89297853,1.15643486,1.69851518,0.00000000
-4.85342671,3.92404890,0.02601746,0.70755676,0.13046861,0.92077455,1.18304591,1.74529593,0.00000000
-4.84742371,4.00815344,0.02614379,0.71826576,0.12994695,0.94739433,1.20599531,1.79196831,0.00000000
-4.84142071,4.08535707,0.02622499,0.72632487,0.12927218,0.97249962,1.22497497,1.83803442,0.00000000
-4.83541771,4.15463825,0.02626012,0.73160191,0.12843107,0.99576317,1.23973780,1.88297081,0.00000000
-4.82941471,4.21505531,0.02624925,0.73400945,0.12741345,1.01687584,1.25010355,1.92623553,0.00000000
-4.82341171,4.26576608,0.02619329,0.73350786,0.12621228,1.03555360,1.25596294,1.96727710,0.00000000
-4.81740870,4.30604671,0.02609396,0.73010684,0.12482375,1.05154427,1.25727984,2.00554504,0.00000000
-4.81140570,4.33530881,0.02595356,0.72386582,0.12324741,1.06463366,1.25409142,2.04050170,0.00000000
-4.80540270,4.35311436,0.02577487,0.71489273,0.12148632,1.07465106,1.24650637,2.07163492,0.00000000
-4.79939970,4.35918783,0.02556101,0.70334153,0.11954715,1.08147374,1.23470115,2.09847105,0.00000000
-4.79339670,4.35342496,0.02531525,0.68940841,0.11744026,1.08503054,1.21891466,2.12058799,0.00000000
-4.78739370,4.33589809,0.02504092,0.67332692,0.11517982,1.08530433,1.19944140,2.13762748,0.00000000
-4.78139070,4.30685776,0.02474125,0.65536217,0.11278384,1.08233336,1.17662362,2.14930659,0.00000000
-4.77538769,4.26673072,0.02441926,0.63580441,0.11027414,1.07621150,1.15084272,2.15542754,0.00000000
-4.76938469,4.21611446,0.02407773,0.61496231,0.10767638,1.06708744,1.12251038,2.15588595,0.00000000
-4.76338169,4.15576858,0.02371908,0.59315606,0.10501996,1.05516289,1.09205967,2.15067688,0.00000000
-4.75737869,4.08660344,0.02334539,0.57071080,0.10233788,1.04068988,1.05993660,2.13989870,0.00000000
-4.75137569,4.00966642,0.02295838,0.54795042,0.09966664,1.02396729,1.02659241,2.12375447,0.00000000
-4.74537269,3.92612626,0.02255946,0.52519203,0.09704593,1.00533668,0.99247660,2.10255092,0.00000000
-4.73936968,3.83725589,0.02214979,0.50274121,0.09451844,0.98517747,0.95803115,2.07669498,0.00000000
-4.73336668,3.74441416,0.02173036,0.48088818,0.09212939,0.96390169,0.92368576,2.04668787,0.00000000
-4.72736368,3.64902659,0.02130210,0.45990483,0.08992619,0.94194819,0.88985408,2.01311691,0.00000000
-4.72136068,3.55256550,0.02086600,0.44004262,0.08795780,0.91977645,0.85693099,1.97664522,0.00000000
-4.71535768,3.45652963,0.02042323,0.42153133,0.08627411,0.89786003,0.82529054,1.93799946,0.00000000
-4.70935468,3.36242321,0.01997525,0.40457839,0.08492510,0.87667959,0.79528459,1.89795580,0.00000000
-4.70335168,3.27173469,0.01952392,0.38936877,0.08395999,0.85671568,0.76724174,1.85732453,0.00000000
-4.69734867,3.18591510,0.01907156,0.37606528,0.08342608,0.83844112,0.74146642,1.81693334,0.00000000
-4.69134567,3.10635614,0.01862105,0.36480894,0.08336765,0.82231320,0.71823800,1.77760981,0.00000000
-4.68534267,3.03436814,0.01817577,0.35571959,0.08382460,0.80876574,0.69780970,1.74016339,0.00000000
-4.67933967,2.97115815,0.01773965,0.34889632,0.08483108,0.79820100,0.68040729,1.70536721,0.00000000
-4.67333667,2.91780854,0.01731704,0.34441785,0.08641409,0.79098186,0.66622744,1.67394019,0.00000000
-4.66733367,2.87525647,0.01691265,0.34234276,0.08859204,0.78742412,0.65543595,1.64652991,0.00000000
-4.66133067,2.84427477,0.01653140,0.34270952,0.09137342,0.78778942,0.64816570,1.62369665,0.00000000
-4.65532766,2.82545497,0.01617824,0.34553645,0.09475556,0.79227881,0.64451465,1.60589912,0.00000000
-4.64932466,2.81919293,0.01585795,0.35082155,0.09872363,0.80102738,0.64454395,1.59348236,0.00000000
-4.64332166,2.82567786,0.01557495,0.35854235,0.10324990,0.81409999,0.64827630,1.58666818,0.00000000
-4.63731866,2.84488522,0.01533310,0.36865583,0.10829336,0.83148847,0.65569477,1.58554856,0.00000000
-4.63131566,2.87657406,0.01513545,0.38109842,0.11379971,0.85311037,0.66674220,1.59008241,0.00000000
-4.62531266,2.92028906,0.01498415,0.39578621,0.11970182,0.87880945,0.68132114,1.60009574,0.00000000
-4.61930965,2.97536743,0.01488020,0.41261536,0.12592059,0.90835782,0.69929456,1.61528546,0.00000000
-4.61330665,3.04095071,0.01482344,0.43146265,0.13236639,0.94145988,0.72048716,1.63522682,0.00000000
-4.60730365,3.11600112,0.01481239,0.45218627,0.13894087,0.97775785,0.74468725,1.65938424,0.00000000
-4.60130065,3.19932193,0.01484433,0.47462665,0.14553913,1.01683872,0.77164910,1.68712521,0.00000000
-4.59529765,3.28958134,0.01491526,0.49860744,0.15205237,1.05824242,0.80109562,1.71773706,0.00000000
-4.58929465,3.38533889,0.01502004,0.52393639,0.15837066,1.10147093,0.83272122,1.75044571,0.00000000
-4.58329165,3.48507365,0.01515249,0.55040625,0.16438587,1.14599794,0.86619468,1.78443607,0.00000000
-4.57728864,3.58721312,0.01530558,0.57779554,0.16999468,1.19127876,0.90116194,1.81887322,0.00000000
-4.57128564,3.69016189,0.01547165,0.60586919,0.17510144,1.23676018,0.93724877,1.85292372,0.00000000
-4.56528264,3.79232944,0.01564263,0.63437919,0.17962085,1.28188996,0.97406320,1.88577622,0.00000000
-4.55927964,3.89215611,0.01581030,0.66306508,0.18348024,1.32612562,1.01119793,1.91666087,0.00000000
-4.55327664,3.98813691,0.01596654,0.69165470,0.18662150,1.36894255,1.04823259,1.94486675,0.00000000
-4.54727364,4.07884274,0.01610355,0.71986509,0.18900246,1.40984112,1.08473627,1.96975699,0.00000000
-4.54127064,4.16293907,0.01621416,0.74740375,0.19059774,1.44835290,1.12027034,1.99078109,0.00000000
-4.53526763,4.23920197,0.01629197,0.77397058,0.19139902,1.48404595,1.15439181,2.00748438,0.00000000
-4.52926463,4.30653189,0.01633157,0.79926041,0.19141475,1.51652942,1.18665761,2.01951437,0.00000000
-4.52326163,4.36396553,0.01632869,0.82296652,0.19066930,1.54545740,1.21662966,2.02662432,0.00000000
-4.51725863,4.41068612,0.01628030,0.84478503,0.18920174,1.57053245,1.24388117,2.02867395,0.00000000
-4.51125563,4.44603269,0.01618472,0.86442023,0.18706413,1.59150873,1.26800400,2.02562784,0.00000000
-4.50525263,4.46950841,0.01604161,0.88159089,0.18431962,1.60819504,1.28861712,2.01755171,0.00000000
-4.49924962,4.48078837,0.01585202,0.89603724,0.18104029,1.62045782,1.30537587,2.00460699,0.00000000
-4.49324662,4.47972668,0.01561829,0.90752858,0.17730502,1.62822403,1.31798189,1.98704421,0.00000000
