energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-5.78389195,2.65099102,0.00684365,0.10066083,1.61866054,0.81345367,0.30839564,0.47766910,0.01254824,1.29949285
-5.77788894,2.66916253,0.00704060,0.09672639,1.60267010,0.84204213,0.29799231,0.47413589,0.01263343,1.31539611
-5.77188594,2.68906401,0.00723634,0.09285260,1.58763105,0.87113289,0.28778293,0.47075193,0.01271345,1.33250429
-5.76588294,2.70958410,0.00742454,0.08904937,1.57313828,0.90016662,0.27777854,0.46738762,0.01278293,1.35019441
-5.75987994,2.72946303,0.00759867,0.08532276,1.55871191,0.92852966,0.26797681,0.46389307,0.01283612,1.36775950
-5.75387694,2.74734591,0.00775227,0.08167592,1.54382661,0.95557363,0.25836570,0.46010584,0.01286713,1.38443726
-5.74787394,2.76183992,0.00787921,0.07811002,1.52794183,0.98063735,0.24892719,0.45585906,0.01287018,1.39944130
-5.74187094,2.77157298,0.00797386,0.07462520,1.51053155,1.00307016,0.23964090,0.45098934,0.01283989,1.41199347
-5.73586793,2.77525131,0.00803136,0.07122127,1.49111228,1.02225550,0.23048735,0.44534442,0.01277142,1.42135592
-5.72986493,2.77171372,0.00804776,0.06789841,1.46926808,1.03763399,0.22145084,0.43879005,0.01266075,1.42686154
-5.72386193,2.75998012,0.00802017,0.06465768,1.44467176,1.04872476,0.21252182,0.43121598,0.01250479,1.42794153
-5.71785893,2.73929259,0.00794686,0.06150138,1.41710143,1.05514417,0.20369852,0.42254089,0.01230154,1.42414885
-5.71185593,2.70914714,0.00782727,0.05843326,1.38645184,1.05662110,0.19498810,0.41271599,0.01205014,1.41517670
-5.70585293,2.66931516,0.00766209,0.05545855,1.35274040,1.05300799,0.18640700,0.40172734,0.01175090,1.40087112
-5.69984992,2.61985385,0.00745313,0.05258391,1.31610773,1.04428730,0.17798078,0.38959680,0.01140532,1.38123757
-5.69384692,2.56110531,0.00720330,0.04981726,1.27681306,1.03057292,0.16974332,0.37638160,0.01101597,1.35644090
-5.68784392,2.49368476,0.00691646,0.04716742,1.23522481,1.01210665,0.16173558,0.36217277,0.01058649,1.32679925
-5.68184092,2.41845849,0.00659728,0.04464379,1.19180708,0.98924981,0.15400391,0.34709233,0.01012138,1.29277197
-5.67583792,2.33651297,0.00625105,0.04225595,1.14710274,0.96247055,0.14659808,0.33128955,0.00962590,1.25494240
-5.66983492,2.24911645,0.00588351,0.04001316,1.10171405,0.93232725,0.13956920,0.31493648,0.00910586,1.21399630
-5.66383192,2.15767505,0.00550066,0.03792393,1.05628169,0.89944909,0.13296747,0.29822287,0.00856751,1.17069706
-5.65782891,2.06368536,0.00510857,0.03599561,1.01146319,0.86451440,0.12684003,0.28135077,0.00801728,1.12585876
-5.65182591,1.96868558,0.00471320,0.03423398,0.96791178,0.82822799,0.12122899,0.26452900,0.00746168,1.08031837
-5.64582291,1.87420739,0.00432024,0.03264291,0.92625633,0.79129830,0.11616969,0.24796777,0.00690708,1.03490830
-5.63981991,1.78173032,0.00393501,0.03122410,0.88708336,0.75441542,0.11168932,0.23187347,0.00635961,0.99043040
-5.63381691,1.69264049,0.00356230,0.02997694,0.85092159,0.71823082,0.10780587,0.21644402,0.00582500,0.94763240
-5.62781391,1.60819516,0.00320632,0.02889838,0.81822962,0.68333950,0.10452765,0.20186473,0.00530849,0.90718775
-5.62181091,1.52949390,0.00287067,0.02798303,0.78938690,0.65026524,0.10185315,0.18830480,0.00481477,0.86967934
-5.61580790,1.45745747,0.00255827,0.02722322,0.76468821,0.61944931,0.09977147,0.17591461,0.00434790,0.83558765
-5.60980490,1.39281426,0.00227140,0.02660930,0.74434160,0.59124288,0.09826309,0.16482367,0.00391132,0.80528346
-5.60380190,1.33609449,0.00201171,0.02612993,0.72846939,0.56590312,0.09730115,0.15513927,0.00350780,0.77902499
-5.59779890,1.28763162,0.00178026,0.02577248,0.71711209,0.54359303,0.09685293,0.14694583,0.00313950,0.75695935
-5.59179590,1.24757004,0.00157760,0.02552353,0.71023453,0.52438443,0.09688171,0.14030470,0.00280796,0.73912775
-5.58579290,1.21587834,0.00140379,0.02536934,0.70773377,0.50826399,0.09734864,0.13525455,0.00251419,0.72547391
-5.57978989,1.19236662,0.00125856,0.02529643,0.70944818,0.49514144,0.09821480,0.13181200,0.00225869,0.71585490
-5.57378689,1.17670690,0.00114128,0.02529205,0.71516689,0.48485978,0.09944310,0.12997254,0.00204154,0.71005382
-5.56778389,1.16845513,0.00105114,0.02534471,0.72463940,0.47720647,0.10100007,0.12971160,0.00186245,0.70779336
-5.56178089,1.16707379,0.00098714,0.02544459,0.73758440,0.47192534,0.10285738,0.13098568,0.00172081,0.70874967
-5.55577789,1.17195382,0.00094825,0.02558393,0.75369785,0.46872840,0.10499305,0.13373345,0.00161582,0.71256576
-5.54977489,1.18243528,0.00093340,0.02575730,0.77265975,0.46730730,0.10739227,0.13787687,0.00154646,0.71886404
-5.54377189,1.19782584,0.00094162,0.02596171,0.79413965,0.46734383,0.11004771,0.14332221,0.00151165,0.72725746
-5.53776888,1.21741693,0.00097205,0.02619673,0.81780086,0.46851930,0.11295955,0.14996116,0.00151022,0.73735904
-5.53176588,1.24049735,0.00102403,0.02646436,0.84330358,0.47052256,0.11613489,0.15767187,0.00154102,0.74878980
-5.52576288,1.26636437,0.00109717,0.02676887,0.87030719,0.47305663,0.11958691,0.16632015,0.00160292,0.76118488
-5.51975988,1.29433280,0.00119139,0.02711650,0.89847212,0.47584380,0.12333360,0.17576082,0.00169492,0.77419829
-5.51375688,1.32374226,0.00130702,0.02751509,0.92746168,0.47862959,0.12739633,0.18583939,0.00181613,0.78750639
-5.50775388,1.35396342,0.00144480,0.02797366,0.95694429,0.48118535,0.13179813,0.19639393,0.00196583,0.80081042
-5.50175088,1.38440365,0.00160601,0.02850189,0.98659656,0.48331014,0.13656210,0.20725745,0.00214353,0.81383857
-5.49574787,1.41451258,0.00179247,0.02910970,1.01610749,0.48483167,0.14170975,0.21826065,0.00234900,0.82634777
-5.48974487,1.44378816,0.00200659,0.02980672,1.04518389,0.48560694,0.14725953,0.22923501,0.00258227,0.83812564
-5.48374187,1.47178338,0.00225144,0.03060191,1.07355728,0.48552242,0.15322571,0.24001632,0.00284370,0.84899267
-5.47773887,1.49811370,0.00253072,0.03150317,1.10099193,0.48449419,0.15961747,0.25044843,0.00313399,0.85880494
-5.47173587,1.52246528,0.00284877,0.03251713,1.12729381,0.48246802,0.16643847,0.26038712,0.00345418,0.86745718
-5.46573287,1.54460342,0.00321050,0.03364891,1.15231998,0.47941940,0.17368680,0.26970404,0.00380567,0.87488617
-5.45972986,1.56438088,0.00362138,0.03490209,1.17598781,0.47535356,0.18135522,0.27829034,0.00419017,0.88107419
-5.45372686,1.58174524,0.00408723,0.03627876,1.19828318,0.47030545,0.18943192,0.28605997,0.00460971,0.88605218
-5.44772386,1.59674465,0.00461416,0.03777957,1.21926704,0.46433940,0.19790132,0.29295231,0.00506652,0.88990220
-5.44172086,1.60953096,0.00520827,0.03940399,1.23907932,0.45754845,0.20674513,0.29893405,0.00556301,0.89275866
-5.43571786,1.62035951,0.00587547,0.04115046,1.25793963,0.45005310,0.21594344,0.30400008,0.00610160,0.89480804
-5.42971486,1.62958494,0.00662114,0.04301664,1.27614404,0.44199941,0.22547558,0.30817323,0.00668460,0.89628644
-5.42371186,1.63765227,0.00744985,0.04499958,1.29405754,0.43355616,0.23532084,0.31150294,0.00731408,0.89747489
-5.41770885,1.64508329,0.00836497,0.04709592,1.31210195,0.42491119,0.24545873,0.31406267,0.00799162,0.89869206
-5.41170585,1.65245799,0.00936835,0.04930185,1.33073949,0.41626668,0.25586879,0.31594621,0.00871819,0.90028436
-5.40570285,1.66039160,0.01045994,0.05161313,1.35045227,0.40783365,0.26652993,0.31726300,0.00949387,0.90261366
-5.39969985,1.66950784,0.01163746,0.05402485,1.37171846,0.39982556,0.27741909,0.31813257,0.01031774,0.90604292
-5.39369685,1.68040946,0.01289613,0.05653118,1.39498619,0.39245141,0.28850955,0.31867857,0.01118764,0.91092019
-5.38769385,1.69364740,0.01422844,0.05912491,1.42064628,0.38590847,0.29976871,0.31902231,0.01210004,0.91756175
-5.38169085,1.70968999,0.01562403,0.06179696,1.44900539,0.38037508,0.31115568,0.31927655,0.01304995,0.92623529
-5.37568784,1.72889413,0.01706960,0.06453587,1.48026096,0.37600377,0.32261870,0.31953953,0.01403086,0.93714382
-5.36968484,1.75147986,0.01854903,0.06732717,1.51447962,0.37291513,0.33409276,0.31988980,0.01503478,0.95041148
-5.36368184,1.77751023,0.02004359,0.07015293,1.55158051,0.37119280,0.34549752,0.32038197,0.01605228,0.96607216
-5.35767884,1.80687784,0.02153218,0.07299132,1.59132477,0.37087990,0.35673591,0.32104375,0.01707275,0.98406160
-5.35167584,1.83929915,0.02299187,0.07581634,1.63331236,0.37197713,0.36769341,0.32187446,0.01808458,1.00421394
-5.34567284,1.87431751,0.02439841,0.07859783,1.67698665,0.37444286,0.37823846,0.32284497,0.01907550,1.02626297
-5.33966983,1.91131517,0.02572685,0.08130159,1.72164737,0.37819509,0.38822390,0.32389934,0.02003303,1.04984845
-5.33366683,1.94953398,0.02695234,0.08388990,1.76647134,0.38311545,0.39748963,0.32495785,0.02094485,1.07452748
-5.32766383,1.98810433,0.02805083,0.08632222,1.81054066,0.38905502,0.40586637,0.32592138,0.02179933,1.09979044
-5.32166083,2.02608085,0.02899988,0.08855621,1.85287693,0.39584167,0.41318055,0.32667701,0.02258599,1.12508102
-5.31565783,2.06248333,0.02977941,0.09054898,1.89248014,0.40328866,0.41925998,0.32710424,0.02329603,1.14981940
-5.30965483,2.09634086,0.03037241,0.09225847,1.92837025,0.41120397,0.42394021,0.32708188,0.02392268,1.17342725
-5.30365183,2.12673660,0.03076551,0.09364503,1.95962941,0.41939986,0.42707118,0.32649488,0.02446165,1.19535361
-5.29764882,2.15285112,0.03094952,0.09467294,1.98544250,0.42770217,0.42852374,0.32524090,0.02491133,1.21509985
-5.29164582,2.17400146,0.03091970,0.09531199,2.00513390,0.43595870,0.42819587,0.32323630,0.02527303,1.23224260
-5.28564282,2.18967395,0.03067601,0.09553882,2.01819829,0.44404622,0.42601802,0.32042102,0.02555094,1.24645310
-5.27963982,2.19954862,0.03022307,0.09533813,2.02432388,0.45187570,0.42195742,0.31676230,0.02575207,1.25751197
-5.27363682,2.20351376,0.02957004,0.09470354,2.02340653,0.45939529,0.41602095,0.31225687,0.02588596,1.26531833
-5.26763382,2.20166978,0.02873025,0.09363808,2.01555406,0.46659089,0.40825642,0.30693166,0.02596435,1.26989276
-5.26163082,2.19432173,0.02772074,0.09215439,2.00108034,0.47348431,0.39875227,0.30084285,0.02600060,1.27137374
-5.25562781,2.18196116,0.02656170,0.09027439,1.98048943,0.48012887,0.38763537,0.29407344,0.02600916,1.27000781
-5.24962481,2.16523804,0.02527575,0.08802863,1.95445073,0.48660292,0.37506741,0.28672948,0.02600481,1.26613386
-5.24362181,2.14492437,0.02388722,0.08545527,1.92376636,0.49300153,0.36123968,0.27893520,0.02600199,1.26016248
-5.23761881,2.12187165,0.02242135,0.08259869,1.88933279,0.49942680,0.34636680,0.27082723,0.02601400,1.25255155
-5.23161581,2.09696452,0.02090355,0.07950792,1.85209872,0.50597751,0.33067948,0.26254844,0.02605240,1.24377945
-5.22561281,2.07107344,0.01935867,0.07623486,1.81302174,0.51273873,0.31441688,0.25424158,0.02612629,1.23431756
-5.21960980,2.04500897,0.01781037,0.07283251,1.77302601,0.51977200,0.29781886,0.24604318,0.02624182,1.22460352
-5.21360680,2.01948052,0.01628054,0.06935310,1.73296358,0.52710685,0.28111844,0.23807798,0.02640180,1.21501705
-5.20760380,1.99506177,0.01478884,0.06584648,1.69358111,0.53473409,0.26453500,0.23045422,0.02660548,1.20585958
-5.20160080,1.97216489,0.01335244,0.06235862,1.65549410,0.54260157,0.24826839,0.22326004,0.02684849,1.19733896
-5.19559780,1.95102476,0.01198576,0.05893038,1.61916966,0.55061249,0.23249423,0.21656107,0.02712295,1.18956021
-5.18959480,1.93169438,0.01070041,0.05559664,1.58491873,0.55862662,0.21736059,0.21039945,0.02741778,1.18252265
-5.18359180,1.91405116,0.00950529,0.05238571,1.55289792,0.56646441,0.20298614,0.20479408,0.02771920,1.17612374
-5.17758879,1.89781398,0.00840665,0.04931918,1.52312057,0.57391363,0.18945973,0.19974227,0.02801132,1.17016914
-5.17158579,1.88256970,0.00740841,0.04641201,1.49547623,0.58073853,0.17684137,0.19522251,0.02827687,1.16438856
-5.16558279,1.86780746,0.00651241,0.04367299,1.46975718,0.58669060,0.16516452,0.19119815,0.02849807,1.15845621
-5.15957979,1.85295880,0.00571882,0.04110549,1.44569024,0.59152079,0.15443931,0.18762186,0.02865740,1.15201479
-5.15357679,1.83744113,0.00502650,0.03870836,1.42297197,0.59499209,0.14465671,0.18444057,0.02873856,1.14470142
-5.14757379,1.82070215,0.00443342,0.03647699,1.40130511,0.59689206,0.13579311,0.18160049,0.02872725,1.13617418
-5.14157079,1.80226260,0.00393705,0.03440454,1.38043422,0.59704453,0.12781530,0.17905216,0.02861191,1.12613759
-5.13556778,1.78175522,0.00353477,0.03248303,1.36017845,0.59531973,0.12068538,0.17675510,0.02838441,1.11436577
-5.12956478,1.75895771,0.00322419,0.03070451,1.34045965,0.59164253,0.11436544,0.17468180,0.02804054,1.10072193
-5.12356178,1.73381807,0.00300348,0.02906210,1.32132438,0.58599816,0.10882179,0.17282112,0.02758035,1.08517322
-5.11755878,1.70647126,0.00287159,0.02755084,1.30295868,0.57843530,0.10402855,0.17118059,0.02700836,1.06780029
-5.11155578,1.67724632,0.00282847,0.02616840,1.28569477,0.56906633,0.09997046,0.16978785,0.02633354,1.04880110
-5.10555278,1.64666383,0.00287520,0.02491559,1.27000950,0.55806481,0.09664479,0.16869094,0.02556922,1.02848884
-5.09954977,1.61542411,0.00301404,0.02379662,1.25651449,0.54566049,0.09406241,0.16795760,0.02473269,1.00728433
-5.09354677,1.58438668,0.00324841,0.02281920,1.24593853,0.53213191,0.09224783,0.16767352,0.02384483,0.98570320
-5.08754377,1.55454221,0.00358283,0.02199438,1.23910288,0.51779722,0.09123842,0.16793970,0.02292949,0.96433861
-5.08154077,1.52697828,0.00402280,0.02133621,1.23689067,0.50300366,0.09108279,0.16886895,0.02201284,0.94384048
-5.07553777,1.50284049,0.00457452,0.02086128,1.24021165,0.48811610,0.09183837,0.17058171,0.02112263,0.92489208
-5.06953477,1.48329055,0.00524467,0.02058801,1.24996357,0.47350523,0.09356846,0.17320132,0.02028741,0.90818500
-5.06353177,1.46946304,0.00604008,0.02053597,1.26699196,0.45953595,0.09633866,0.17684891,0.01953578,0.89439370
-5.05752876,1.46242248,0.00696729,0.02072493,1.29204964,0.44655621,0.10021303,0.18163806,0.01889553,0.88415052
-5.05152576,1.46312217,0.00803221,0.02117403,1.32575774,0.43488694,0.10524994,0.18766941,0.01839293,0.87802200
-5.04552276,1.47236620,0.00923958,0.02190080,1.36856952,0.42481310,0.11149790,0.19502532,0.01805201,0.87648753
-5.03951976,1.49077588,0.01059258,0.02292023,1.42073857,0.41657627,0.11899150,0.20376495,0.01789387,0.87992079
-5.03351676,1.51876158,0.01209229,0.02424387,1.48229257,0.41036882,0.12774746,0.21391964,0.01793613,0.88857469
-5.02751376,1.55650076,0.01373730,0.02587895,1.55301382,0.40632970,0.13776120,0.22548903,0.01819239,0.90257018
-5.02151076,1.60392294,0.01552324,0.02782766,1.63242730,0.40454205,0.14900379,0.23843786,0.01867182,0.92188921
-5.01550775,1.66070209,0.01744248,0.03008648,1.71979718,0.40503224,0.16141971,0.25269378,0.01937884,0.94637195
-5.00950475,1.72625650,0.01948383,0.03264563,1.81413199,0.40777064,0.17492519,0.26814616,0.02031291,0.97571851
-5.00350175,1.79975659,0.02163236,0.03548881,1.91419881,0.41267373,0.18940758,0.28464608,0.02146839,1.00949477
-4.99749875,1.88014012,0.02386937,0.03859295,2.01854621,0.41960752,0.20472559,0.30200760,0.02283459,1.04714244
-4.99149575,1.96613493,0.02617247,0.04192829,2.12553549,0.42839216,0.22071052,0.32001030,0.02439588,1.08799290
-4.98549275,2.05628830,0.02851578,0.04545864,2.23337949,0.43880757,0.23716854,0.33840313,0.02613195,1.13128442
-4.97948974,2.14900254,0.03087032,0.04914182,2.34018787,0.45059989,0.25388390,0.35690955,0.02801817,1.17618235
-4.97348674,2.24257561,0.03320452,0.05293038,2.44401742,0.46348866,0.27062311,0.37523373,0.03002615,1.22180167
-4.96748374,2.33524585,0.03548489,0.05677248,2.54292578,0.47717453,0.28713992,0.39306784,0.03212433,1.26723122
-4.96148074,2.42523934,0.03767677,0.06061299,2.63502686,0.49134729,0.30318102,0.41010008,0.03427869,1.31155887
-4.95547774,2.51081846,0.03974523,0.06439470,2.71854582,0.50569412,0.31849212,0.42602319,0.03645360,1.35389690
-4.94947474,2.59033017,0.04165597,0.06805974,2.79187178,0.51990779,0.33282449,0.44054324,0.03861272,1.39340684
-4.94347174,2.66225224,0.04337634,0.07155095,2.85360629,0.53369465,0.34594144,0.45338824,0.04071984,1.42932273
-4.93746873,2.72523592,0.04487624,0.07481341,2.90260575,0.54678221,0.35762462,0.46431633,0.04273989,1.46097245
-4.93146573,2.77814358,0.04612910,0.07779581,2.93801615,0.55892605,0.36767999,0.47312314,0.04463978,1.48779598
-4.92546273,2.82007976,0.04711265,0.08045182,2.95929901,0.56991603,0.37594301,0.47964803,0.04638925,1.50936031
-4.91945973,2.85041484,0.04780966,0.08274131,2.96624750,0.57958137,0.38228307,0.48377897,0.04796158,1.52537044
-4.91345673,2.86880013,0.04820849,0.08463130,2.95899220,0.58779475,0.38660680,0.48545575,0.04933422,1.53567600
-4.90745373,2.87517419,0.04830342,0.08609681,2.93799657,0.59447504,0.38886033,0.48467146,0.05048921,1.54027356
-4.90145073,2.86976000,0.04809484,0.08712133,2.90404227,0.59958874,0.38903016,0.48147217,0.05141345,1.53930438
-4.89544772,2.85305338,0.04758922,0.08769711,2.85820512,0.60315006,0.38714291,0.47595476,0.05209881,1.53304801
-4.88944472,2.82580311,0.04679884,0.08782506,2.80182276,0.60521958,0.38326379,0.46826310,0.05254203,1.52191173
-4.88344172,2.78898368,0.04574137,0.08751449,2.73645522,0.60590161,0.37749390,0.45858264,0.05274445,1.50641663
-4.87743872,2.74376183,0.04443927,0.08678251,2.66384003,0.60534027,0.36996658,0.44713382,0.05271162,1.48718055
-4.87143572,2.69145827,0.04291902,0.08565326,2.58584327,0.60371443,0.36084295,0.43416449,0.05245275,1.46489872
-4.86543272,2.63350599,0.04121029,0.08415695,2.50440851,0.60123176,0.35030672,0.41994172,0.05198010,1.44032266
-4.85942971,2.57140680,0.03934503,0.08232876,2.42150494,0.59812184,0.33855878,0.40474335,0.05130830,1.41423813
-4.85342671,2.50668757,0.03735653,0.08020764,2.33907640,0.59462881,0.32581142,0.38884968,0.05045369,1.38744262
-4.84742371,2.44085764,0.03527847,0.07783517,2.25899272,0.59100355,0.31228275,0.37253558,0.04943362,1.36072325
-4.84142071,2.37536872,0.03314409,0.07525431,2.18300438,0.58749574,0.29819126,0.35606331,0.04826589,1.33483553
-4.83541771,2.31157834,0.03098540,0.07250837,2.11270173,0.58434595,0.28375087,0.33967638,0.04696825,1.31048355
-4.82941471,2.25071785,0.02883255,0.06963994,2.04947945,0.58177802,0.26916651,0.32359447,0.04555794,1.28830201
-4.82341171,2.19386554,0.02671321,0.06669001,1.99450700,0.57999192,0.25463033,0.30800967,0.04405144,1.26884058
-4.81740870,2.14192550,0.02465229,0.06369732,1.94870536,0.57915726,0.24031869,0.29308398,0.04246430,1.25255076
-4.81140570,2.09561221,0.02267163,0.06069767,1.91273054,0.57940771,0.22638983,0.27894810,0.04081106,1.23977556
-4.80540270,2.05544116,0.02078988,0.05772360,1.88696394,0.58083638,0.21298236,0.26570137,0.03910528,1.23074220
-4.79939970,2.02172514,0.01902259,0.05480408,1.87150947,0.58349242,0.20021431,0.25341278,0.03735968,1.22555782
-4.79339670,1.99457612,0.01738225,0.05196436,1.86619758,0.58737882,0.18818293,0.24212287,0.03558624,1.22420834
-4.78739370,1.97391212,0.01587855,0.04922598,1.87059566,0.59245162,0.17696490,0.23184625,0.03379644,1.22656043
-4.78139070,1.95946870,0.01451862,0.04660682,1.88402476,0.59862047,0.16661708,0.22257474,0.03200139,1.23236653
-4.77538769,1.95081454,0.01330733,0.04412120,1.90558195,0.60575060,0.15717753,0.21428070,0.03021201,1.24127269
-4.76938469,1.94737033,0.01224764,0.04178015,1.93416781,0.61366617,0.14866677,0.20692051,0.02843913,1.25282915
-4.76338169,1.94843044,0.01134084,0.03959151,1.96851830,0.62215484,0.14108922,0.20043800,0.02669354,1.26650326
-4.75737869,1.95318668,0.01058687,0.03756023,2.00724016,0.63097352,0.13443470,0.19476772,0.02498599,1.28169449
-4.75137569,1.96075340,0.00998453,0.03568856,2.04884889,0.63985512,0.12867990,0.18983791,0.02332708,1.29775101
-4.74537269,1.97019324,0.00953170,0.03397624,2.09180825,0.64851596,0.12378994,0.18557310,0.02172713,1.31398750
-4.73936968,1.98054290,0.00922542,0.03242075,2.13457015,0.65666379,0.11971969,0.18189636,0.02019600,1.32970351
-4.73336668,1.99083827,0.00906204,0.03101741,2.17561380,0.66400602,0.11641519,0.17873109,0.01874284,1.34420200
-4.72736368,2.00013816,0.00903721,0.02975967,2.21348297,0.67025787,0.11381490,0.17600243,0.01737584,1.35680740
-4.72136068,2.00754632,0.00914595,0.02863916,2.24682042,0.67515025,0.11185094,0.17363833,0.01610199,1.36688265
-4.71535768,2.01223105,0.00938260,0.02764595,2.27439834,0.67843708,0.11045027,0.17157027,0.01492683,1.37384476
-4.70935468,2.01344217,0.00974083,0.02676871,2.29514419,0.67990168,0.10953583,0.16973374,0.01385425,1.37717848
-4.70335168,2.01052496,0.01021363,0.02599488,2.30816131,0.67936225,0.10902778,0.16806846,0.01288633,1.37644761
-4.69734867,2.00293096,0.01079334,0.02531093,2.31274374,0.67667611,0.10884465,0.16651855,0.01202324,1.37130381
-4.69134567,1.99022555,0.01147166,0.02470260,2.30838529,0.67174266,0.10890464,0.16503258,0.01126323,1.36149263
-4.68534267,1.97209237,0.01223978,0.02415512,2.29478282,0.66450503,0.10912689,0.16356354,0.01060265,1.34685683
-4.67933967,1.94833471,0.01308845,0.02365356,2.27183392,0.65495042,0.10943281,0.16206890,0.01003605,1.32733693
-4.67333667,1.91887410,0.01400817,0.02318311,2.23962957,0.64310914,0.10974747,0.16051066,0.00955638,1.30296918
-4.66733367,1.88374644,0.01498940,0.02272939,2.19844225,0.62905264,0.11000094,0.15885550,0.00915521,1.27388128
-4.66133067,1.84309593,0.01602272,0.02227881,2.14871031,0.61289038,0.11012960,0.15707491,0.00882298,1.24028589
-4.65532766,1.79716716,0.01709909,0.02181880,2.09101926,0.59476604,0.11007740,0.15514550,0.00854935,1.20247260
-4.64932466,1.74629583,0.01821008,0.02133820,2.02608086,0.57485299,0.10979690,0.15304920,0.00832353,1.16079848
-4.64332166,1.69089820,0.01934804,0.02082743,1.95471069,0.55334938,0.10925023,0.15077356,0.00813457,1.11567767
