energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.78389195,0.52202319,0.04288193,0.00821391,0.29149283,0.09495772,0.23901666,0.00000000,0.20469804,0.03973240
-5.77788894,0.51573850,0.04191043,0.00727164,0.28331099,0.10190022,0.23815571,0.00000000,0.19679223,0.03835448
-5.77188594,0.51321572,0.04113325,0.00647463,0.27698053,0.10939140,0.23899794,0.00000000,0.19062263,0.03727177
-5.76588294,0.51452708,0.04055844,0.00582678,0.27251814,0.11741763,0.24155302,0.00000000,0.18620189,0.03649102
-5.75987994,0.51968487,0.04018840,0.00533203,0.26990595,0.12595999,0.24580320,0.00000000,0.18351822,0.03601361
-5.75387694,0.52865011,0.04002035,0.00499479,0.26909667,0.13499531,0.25170755,0.00000000,0.18254053,0.03583616
-5.74787394,0.54134298,0.04004707,0.00482037,0.27001955,0.14449744,0.25920697,0.00000000,0.18322413,0.03595128
-5.74187094,0.55765435,0.04025768,0.00481546,0.27258687,0.15443878,0.26822965,0.00000000,0.18551663,0.03634850
-5.73586793,0.57745788,0.04063863,0.00498840,0.27670066,0.16479190,0.27869689,0.00000000,0.18936391,0.03701519
-5.72986493,0.60062207,0.04117464,0.00534945,0.28225930,0.17553124,0.29052889,0.00000000,0.19471583,0.03793758
-5.72386193,0.62702156,0.04184976,0.00591102,0.28916383,0.18663466,0.30365024,0.00000000,0.20153136,0.03910167
-5.71785893,0.65654725,0.04264830,0.00668765,0.29732362,0.19808493,0.31799491,0.00000000,0.20978310,0.04049417
-5.71185593,0.68911433,0.04355569,0.00769598,0.30666111,0.20987083,0.33351037,0.00000000,0.21946067,0.04210316
-5.70585293,0.72466808,0.04455928,0.00895453,0.31711544,0.22198785,0.35016060,0.00000000,0.23057292,0.04391879
-5.69984992,0.76318666,0.04564884,0.01048337,0.32864481,0.23443832,0.36792787,0.00000000,0.24314880,0.04593355
-5.69384692,0.80468079,0.04681701,0.01230355,0.34122729,0.24723106,0.38681295,0.00000000,0.25723662,0.04814252
-5.68784392,0.84919007,0.04805942,0.01443651,0.35486018,0.26038018,0.40683379,0.00000000,0.27290170,0.05054328
-5.68184092,0.89677588,0.04937466,0.01690323,0.36955780,0.27390339,0.42802262,0.00000000,0.29022234,0.05313556
-5.67583792,0.94751122,0.05076396,0.01972325,0.38534773,0.28781955,0.45042142,0.00000000,0.30928429,0.05592076
-5.66983492,1.00146765,0.05223072,0.02291365,0.40226579,0.30214576,0.47407604,0.00000000,0.33017359,0.05890116
-5.66383192,1.05869995,0.05377986,0.02648786,0.42034987,0.31689398,0.49902913,0.00000000,0.35296835,0.06207904
-5.65782891,1.11922931,0.05541697,0.03045441,0.43963291,0.33206736,0.52531217,0.00000000,0.37772941,0.06545564
-5.65182591,1.18302574,0.05714742,0.03481571,0.46013545,0.34765662,0.55293709,0.00000000,0.40449061,0.06903004
-5.64582291,1.24999080,0.05897543,0.03956678,0.48185806,0.36363649,0.58188780,0.00000000,0.43324883,0.07279806
-5.63981991,1.31994158,0.06090314,0.04469420,0.50477413,0.37996255,0.61211212,0.00000000,0.46395456,0.07675122
-5.63381691,1.39259686,0.06292976,0.05017504,0.52882348,0.39656876,0.64351472,0.00000000,0.49650327,0.08087582
-5.62781391,1.46756662,0.06505090,0.05597617,0.55390708,0.41336565,0.67595133,0.00000000,0.53072843,0.08515216
-5.62181091,1.54434546,0.06725799,0.06205372,0.57988332,0.43023957,0.70922476,0.00000000,0.56639632,0.08955412
-5.61580790,1.62231076,0.06953804,0.06835294,0.60656613,0.44705297,0.74308301,0.00000000,0.60320349,0.09404888
-5.60980490,1.70072593,0.07187354,0.07480845,0.63372510,0.46364576,0.77721977,0.00000000,0.64077680,0.09859708
-5.60380190,1.77874907,0.07424269,0.08134487,0.66108766,0.47983785,0.81127735,0.00000000,0.67867674,0.10315319
-5.59779890,1.85544676,0.07661979,0.08787789,0.68834344,0.49543263,0.84485217,0.00000000,0.71640370,0.10766634
-5.59179590,1.92981286,0.07897599,0.09431584,0.71515051,0.51022146,0.87750255,0.00000000,0.75340759,0.11208128
-5.58579290,2.00079160,0.08128004,0.10056163,0.74114336,0.52398886,0.90875868,0.00000000,0.78910017,0.11633977
-5.57978989,2.06730410,0.08349937,0.10651505,0.76594234,0.53651818,0.93813444,0.00000000,0.82287016,0.12038205
-5.57378689,2.12827751,0.08560110,0.11207547,0.78916397,0.54759764,0.96514041,0.00000000,0.85410029,0.12414851
-5.56778389,2.18267530,0.08755317,0.11714465,0.81043193,0.55702637,0.98929790,0.00000000,0.88218585,0.12758141
-5.56178089,2.22952779,0.08932533,0.12162976,0.82938799,0.56462020,1.01015310,0.00000000,0.90655395,0.13062661
-5.55577789,2.26796145,0.09089014,0.12544639,0.84570260,0.57021712,1.02729108,0.00000000,0.92668270,0.13323515
-5.54977489,2.29722598,0.09222371,0.12852145,0.85908459,0.57368199,1.04034880,0.00000000,0.94211953,0.13536474
-5.54377189,2.31671787,0.09330635,0.13079580,0.86928969,0.57491051,1.04902682,0.00000000,0.95249782,0.13698102
-5.53776888,2.32599980,0.09412294,0.13222658,0.87612740,0.57383221,1.05309920,0.00000000,0.95755113,0.13805848
-5.53176588,2.32481500,0.09466312,0.13278906,0.87946620,0.57041251,1.05242113,0.00000000,0.95712444,0.13858118
-5.52576288,2.31309613,0.09492127,0.13247799,0.87923675,0.56465365,1.04693418,0.00000000,0.95118191,0.13854306
-5.51975988,2.29096856,0.09489627,0.13130828,0.87543327,0.55659463,1.03666893,0.00000000,0.93981074,0.13794798
-5.51375688,2.25874802,0.09459115,0.12931511,0.86811299,0.54631021,1.02174490,0.00000000,0.92322122,0.13680943
-5.50775388,2.21693289,0.09401256,0.12655341,0.85739387,0.53390890,1.00236794,0.00000000,0.90174272,0.13515000
-5.50175088,2.16619162,0.09317031,0.12309669,0.84345086,0.51953028,0.97882528,0.00000000,0.87581603,0.13300060
-5.49574787,2.10734597,0.09207668,0.11903534,0.82651091,0.50334157,0.95147827,0.00000000,0.84598239,0.13039947
-5.48974487,2.04135068,0.09074597,0.11447442,0.80684690,0.48553370,0.92075347,0.00000000,0.81286960,0.12739114
-5.48374187,1.96927061,0.08919397,0.10953107,0.78477100,0.46631696,0.88713217,0.00000000,0.77717594,0.12402524
-5.47773887,1.89225605,0.08743754,0.10433162,0.76062755,0.44591645,0.85113892,0.00000000,0.73965240,0.12035534
-5.47173587,1.81151705,0.08549439,0.09900847,0.73478565,0.42456734,0.81332933,0.00000000,0.70108405,0.11643779
-5.46573287,1.72829757,0.08338280,0.09369696,0.70763196,0.40251021,0.77427765,0.00000000,0.66227096,0.11233060
-5.45972986,1.64385009,0.08112163,0.08853213,0.67956337,0.37998640,0.73456440,0.00000000,0.62400949,0.10809244
-5.45372686,1.55941124,0.07873023,0.08364570,0.65098015,0.35723372,0.69476439,0.00000000,0.58707433,0.10378165
-5.44772386,1.47617878,0.07622854,0.07916313,0.62227923,0.33448230,0.65543534,0.00000000,0.55220173,0.09945542
-5.44172086,1.39529043,0.07363714,0.07520088,0.59384782,0.31195089,0.61710739,0.00000000,0.52007414,0.09516902
-5.43571786,1.31780447,0.07097731,0.07186402,0.56605735,0.28984361,0.58027352,0.00000000,0.49130674,0.09097503
-5.42971486,1.24468246,0.06827102,0.06924399,0.53925759,0.26834704,0.54538113,0.00000000,0.46643558,0.08692275
-5.42371186,1.17677399,0.06554086,0.06741675,0.51377116,0.24762791,0.51282469,0.00000000,0.44590775,0.08305752
-5.41770885,1.11480345,0.06280990,0.06644120,0.48988809,0.22783124,0.48293962,0.00000000,0.43007332,0.07942012
-5.41170585,1.05935899,0.06010135,0.06635784,0.46786082,0.20907898,0.45599731,0.00000000,0.41917916,0.07604621
-5.40570285,1.01088350,0.05743825,0.06718779,0.44789946,0.19146919,0.43220143,0.00000000,0.41336452,0.07296567
-5.39969985,0.96966788,0.05484294,0.06893212,0.43016746,0.17507568,0.41168532,0.00000000,0.41265844,0.07020210
-5.39369685,0.93584659,0.05233649,0.07157147,0.41477793,0.15994814,0.39451072,0.00000000,0.41697885,0.06777227
-5.38769385,0.90939577,0.04993816,0.07506602,0.40179063,0.14611269,0.38066771,0.00000000,0.42613360,0.06568565
-5.38169085,0.89013407,0.04766471,0.07935580,0.39120997,0.13357293,0.37007596,0.00000000,0.43982329,0.06394408
-5.37568784,0.87772649,0.04552989,0.08436150,0.38298408,0.12231123,0.36258730,0.00000000,0.45764620,0.06254150
-5.36968484,0.87169137,0.04354390,0.08998558,0.37700522,0.11229050,0.35798966,0.00000000,0.47910527,0.06146395
-5.36368184,0.87141082,0.04171299,0.09611390,0.37311173,0.10345621,0.35601242,0.00000000,0.50361725,0.06068966
-5.35767884,0.87614461,0.04003925,0.10261781,0.37109146,0.09573865,0.35633308,0.00000000,0.53052412,0.06018945
-5.35167584,0.88504747,0.03852052,0.10935673,0.37068692,0.08905536,0.35858526,0.00000000,0.55910673,0.05992735
-5.34567284,0.89718968,0.03715045,0.11618113,0.37160195,0.08331384,0.36236801,0.00000000,0.58860048,0.05986148
-5.33966983,0.91158065,0.03591889,0.12293590,0.37350997,0.07841415,0.36725599,0.00000000,0.61821288,0.05994513
-5.33366683,0.92719482,0.03481230,0.12946416,0.37606342,0.07425174,0.37281063,0.00000000,0.64714256,0.06012813
-5.32766383,0.94299941,0.03381443,0.13561112,0.37890428,0.07072006,0.37859182,0.00000000,0.67459941,0.06035831
-5.32166083,0.95798295,0.03290707,0.14122822,0.38167523,0.06771326,0.38416971,0.00000000,0.69982501,0.06058318
-5.31565783,0.97118389,0.03207099,0.14617714,0.38403105,0.06512856,0.38913648,0.00000000,0.72211294,0.06075155
-5.30965483,0.98171809,0.03128683,0.15033367,0.38564987,0.06286851,0.39311747,0.00000000,0.74082807,0.06081531
-5.30365183,0.98880416,0.03053612,0.15359120,0.38624377,0.06084297,0.39578141,0.00000000,0.75542415,0.06073099
-5.29764882,0.99178583,0.02980216,0.15586378,0.38556836,0.05897075,0.39684922,0.00000000,0.76545892,0.06046124
-5.29164582,0.99015017,0.02907092,0.15708854,0.38343089,0.05718089,0.39610129,0.00000000,0.77060624,0.05997612
-5.28564282,0.98354119,0.02833183,0.15722734,0.37969652,0.05541364,0.39338260,0.00000000,0.77066446,0.05925409
-5.27963982,0.97176808,0.02757834,0.15626768,0.37429271,0.05362093,0.38860589,0.00000000,0.76556084,0.05828268
-5.27363682,0.95480783,0.02680843,0.15422264,0.36721123,0.05176662,0.38175237,0.00000000,0.75535173,0.05705891
-5.26763382,0.93280227,0.02602491,0.15113011,0.35850804,0.04982617,0.37287031,0.00000000,0.74021851,0.05558926
-5.26163082,0.90604951,0.02523543,0.14705106,0.34830088,0.04778621,0.36207135,0.00000000,0.72045943,0.05388938
-5.25562781,0.87499040,0.02445250,0.14206712,0.33676484,0.04564357,0.34952484,0.00000000,0.69647774,0.05198341
-5.24962481,0.84019065,0.02369313,0.13627756,0.32412602,0.04340423,0.33545048,0.00000000,0.66876672,0.04990308
-5.24362181,0.80231924,0.02297841,0.12979572,0.31065362,0.04108197,0.32010953,0.00000000,0.63789212,0.04768655
-5.23761881,0.76212432,0.02233291,0.12274513,0.29665080,0.03869696,0.30379501,0.00000000,0.60447295,0.04537702
-5.23161581,0.72040744,0.02178396,0.11525547,0.28244466,0.03627417,0.28682133,0.00000000,0.56916134,0.04302123
-5.22561281,0.67799714,0.02136077,0.10745857,0.26837574,0.03384188,0.26951374,0.00000000,0.53262226,0.04066796
-5.21960980,0.63572301,0.02109352,0.09948452,0.25478735,0.03143016,0.25219795,0.00000000,0.49551402,0.03836642
-5.21360680,0.59439092,0.02101234,0.09145818,0.24201509,0.02906947,0.23519031,0.00000000,0.45847011,0.03616469
-5.20760380,0.55476033,0.02114624,0.08349602,0.23037696,0.02678935,0.21878892,0.00000000,0.42208306,0.03410837
-5.20160080,0.51752420,0.02152210,0.07570361,0.22016408,0.02461738,0.20326575,0.00000000,0.38689068,0.03223916
-5.19559780,0.48329206,0.02216355,0.06817364,0.21163253,0.02257820,0.18886012,0.00000000,0.35336519,0.03059380
-5.18959480,0.45257642,0.02308997,0.06098455,0.20499620,0.02069281,0.17577356,0.00000000,0.32190511,0.02920305
-5.18359180,0.42578268,0.02431552,0.05419978,0.20042093,0.01897810,0.16416604,0.00000000,0.29283018,0.02809094
-5.17758879,0.40320264,0.02584823,0.04786764,0.19801998,0.01744648,0.15415370,0.00000000,0.26637913,0.02727417
-5.17158579,0.38501143,0.02768924,0.04202166,0.19785091,0.01610579,0.14580791,0.00000000,0.24271000,0.02676179
-5.16558279,0.37126760,0.02983218,0.03668137,0.19991378,0.01495939,0.13915560,0.00000000,0.22190284,0.02655503
-5.15957979,0.36191637,0.03226274,0.03185356,0.20415090,0.01400633,0.13418079,0.00000000,0.20396442,0.02664732
-5.15357679,0.35679547,0.03495836,0.02753364,0.21044796,0.01324170,0.13082710,0.00000000,0.18883452,0.02702455
-5.14757379,0.35564351,0.03788831,0.02370733,0.21863657,0.01265715,0.12900123,0.00000000,0.17639351,0.02766549
-5.14157079,0.35811048,0.04101390,0.02035237,0.22849831,0.01224142,0.12857717,0.00000000,0.16647075,0.02854239
-5.13556778,0.36377013,0.04428900,0.01744029,0.23977003,0.01198104,0.12940107,0.00000000,0.15885367,0.02962171
-5.12956478,0.37213390,0.04766085,0.01493804,0.25215055,0.01186102,0.13129665,0.00000000,0.15329694,0.03086508
-5.12356178,0.38266619,0.05107119,0.01280964,0.26530857,0.01186567,0.13407099,0.00000000,0.14953179,0.03223029
-5.11755878,0.39480059,0.05445755,0.01101757,0.27889162,0.01197946,0.13752071,0.00000000,0.14727506,0.03367246
-5.11155578,0.40795690,0.05775487,0.00952410,0.29253595,0.01218787,0.14143825,0.00000000,0.14623785,0.03514532
-5.10555278,0.42155848,0.06089727,0.00829229,0.30587716,0.01247839,0.14561825,0.00000000,0.14613365,0.03660248
-5.09954977,0.43504962,0.06381994,0.00728696,0.31856115,0.01284146,0.14986398,0.00000000,0.14668593,0.03799879
-5.09354677,0.44791267,0.06646113,0.00647533,0.33025529,0.01327152,0.15399349,0.00000000,0.14763484,0.03929168
-5.08754377,0.45968437,0.06876415,0.00582761,0.34065935,0.01376799,0.15784559,0.00000000,0.14874325,0.04044244
-5.08154077,0.46997114,0.07067923,0.00531735,0.34951590,0.01433641,0.16128533,0.00000000,0.14980188,0.04141749
-5.07553777,0.47846280,0.07216528,0.00492172,0.35661975,0.01498943,0.16420898,0.00000000,0.15063353,0.04218939
-5.06953477,0.48494444,0.07319138,0.00462160,0.36182623,0.01574793,0.16654832,0.00000000,0.15109640,0.04273786
-5.06353177,0.48930604,0.07373801,0.00440166,0.36505786,0.01664203,0.16827417,0.00000000,0.15108637,0.04305049
-5.05752876,0.49154955,0.07379793,0.00425030,0.36630930,0.01771201,0.16939895,0.00000000,0.15053842,0.04312329
-5.05152576,0.49179320,0.07337658,0.00415959,0.36565020,0.01900925,0.16997837,0.00000000,0.14942700,0.04296098
-5.04552276,0.49027290,0.07249221,0.00412509,0.36322605,0.02059694,0.17011194,0.00000000,0.14776549,0.04257703
-5.03951976,0.48734059,0.07117552,0.00414573,0.35925682,0.02255060,0.16994246,0.00000000,0.14560469,0.04199348
-5.03351676,0.48345956,0.06946888,0.00422357,0.35403343,0.02495849,0.16965437,0.00000000,0.14303061,0.04124049
-5.02751376,0.47919692,0.06742529,0.00436358,0.34791230,0.02792154,0.16947098,0.00000000,0.14016127,0.04035566
-5.02151076,0.47521313,0.06510688,0.00457341,0.34130788,0.03155310,0.16965059,0.00000000,0.13714300,0.03938316
-5.01550775,0.47224904,0.06258330,0.00486309,0.33468374,0.03597820,0.17048163,0.00000000,0.13414604,0.03837265
-5.00950475,0.47111057,0.05992985,0.00524474,0.32854211,0.04133233,0.17227672,0.00000000,0.13135969,0.03737813
-5.00350175,0.47265126,0.05722547,0.00573223,0.32341242,0.04775970,0.17536593,0.00000000,0.12898708,0.03645658
-4.99749875,0.47775320,0.05455076,0.00634079,0.31983906,0.05541104,0.18008921,0.00000000,0.12723968,0.03566659
-4.99149575,0.48730651,0.05198596,0.00708660,0.31836866,0.06444066,0.18678813,0.00000000,0.12633162,0.03506694
-4.98549275,0.50218775,0.04960903,0.00798629,0.31953715,0.07500309,0.19579710,0.00000000,0.12647395,0.03471517
-4.97948974,0.52323773,0.04749384,0.00905647,0.32385698,0.08724904,0.20743427,0.00000000,0.12786900,0.03466616
-4.97348674,0.55123899,0.04570860,0.01031311,0.33180467,0.10132094,0.22199211,0.00000000,0.13070473,0.03497073
-4.96748374,0.58689353,0.04431437,0.01177100,0.34380901,0.11734805,0.23972809,0.00000000,0.13514940,0.03567444
-4.96148074,0.63080102,0.04336387,0.01344303,0.36024008,0.13544128,0.26085555,0.00000000,0.14134645,0.03681628
-4.95547774,0.68343818,0.04290051,0.01533957,0.38139933,0.15568784,0.28553506,0.00000000,0.14940984,0.03842769
-4.94947474,0.74513974,0.04295757,0.01746780,0.40751093,0.17814598,0.31386646,0.00000000,0.15941976,0.04053152
-4.94347174,0.81608147,0.04355767,0.01983105,0.43871451,0.20283994,0.34588196,0.00000000,0.17141894,0.04314128
-4.93746873,0.89626600,0.04471237,0.02242819,0.47505953,0.22975534,0.38154047,0.00000000,0.18540964,0.04626048
-4.93146573,0.98551173,0.04642208,0.02525309,0.51650134,0.25883528,0.42072353,0.00000000,0.20135134,0.04988216
-4.92546273,1.08344553,0.04867599,0.02829417,0.56289905,0.28997733,0.46323291,0.00000000,0.21915931,0.05398864
-4.91945973,1.18949967,0.05145234,0.03153405,0.61401541,0.32303150,0.50879030,0.00000000,0.23870416,0.05855145
-4.91345673,1.30291317,0.05471876,0.03494944,0.66951853,0.35779955,0.55703904,0.00000000,0.25981235,0.06353153
-4.90745373,1.42273806,0.05843276,0.03851106,0.72898558,0.39403561,0.60754803,0.00000000,0.28226785,0.06887962
-4.90145073,1.54785044,0.06254248,0.04218388,0.79190841,0.43144819,0.65981781,0.00000000,0.30581493,0.07453689
-4.89544772,1.67696644,0.06698752,0.04592750,0.85770084,0.46970364,0.71328876,0.00000000,0.33016205,0.08043587
-4.88944472,1.80866268,0.07169990,0.04969675,0.92570756,0.50843093,0.76735112,0.00000000,0.35498686,0.08650152
-4.88344172,1.94140093,0.07660531,0.05344247,0.99521447,0.54722775,0.82135667,0.00000000,0.37994224,0.09265259
-4.87743872,2.07355630,0.08162432,0.05711251,1.06546002,0.58566766,0.87463169,0.00000000,0.40466323,0.09880312
-4.87143572,2.20344827,0.08667384,0.06065288,1.13564738,0.62330812,0.92649074,0.00000000,0.42877469,0.10486411
-4.86543272,2.32937362,0.09166868,0.06400900,1.20495722,0.65969913,0.97625094,0.00000000,0.45189948,0.11074533
-4.85942971,2.44964050,0.09652315,0.06712705,1.27256065,0.69439230,1.02324615,0.00000000,0.47366693,0.11635717
-4.85342671,2.56260235,0.10115272,0.06995542,1.33763211,0.72694995,1.06684081,0.00000000,0.49372141,0.12161254
-4.84742371,2.66669115,0.10547573,0.07244603,1.39936205,0.75695401,1.10644274,0.00000000,0.51173057,0.12642871
-4.84142071,2.76044869,0.10941507,0.07455570,1.45696914,0.78401458,1.14151482,0.00000000,0.52739315,0.13072908
-4.83541771,2.84255531,0.11289974,0.07624737,1.50971183,0.80777776,1.17158510,0.00000000,0.54044602,0.13444481
-4.82941471,2.91185537,0.11586637,0.07749110,1.55689927,0.82793266,1.19625511,0.00000000,0.55067026,0.13751628
-4.82341171,2.96737882,0.11826050,0.07826498,1.59790146,0.84421749,1.21520641,0.00000000,0.55789602,0.13989432
-4.81740870,3.00835864,0.12003779,0.07855572,1.63215858,0.85642455,1.22820506,0.00000000,0.56200610,0.14154119
-4.81140570,3.03424376,0.12116483,0.07835900,1.65918949,0.86440407,1.23510431,0.00000000,0.56293810,0.14243124
-4.80540270,3.04470751,0.12161982,0.07767958,1.67859947,0.86806695,1.23584543,0.00000000,0.56068511,0.14255132
-4.79939970,3.03965144,0.12139294,0.07653109,1.69008695,0.86738638,1.23045683,0.00000000,0.55529495,0.14190093
-4.79339670,3.01920485,0.12048635,0.07493559,1.69344928,0.86239829,1.21905174,0.00000000,0.54686796,0.14049192
-4.78739370,2.98371998,0.11891402,0.07292288,1.68858745,0.85320081,1.20182441,0.00000000,0.53555361,0.13834812
-4.78139070,2.93376342,0.11670113,0.07052960,1.67550942,0.83995267,1.17904530,0.00000000,0.52154586,0.13550452
-4.77538769,2.87010369,0.11388335,0.06779816,1.65433204,0.82287071,1.15105516,0.00000000,0.50507764,0.13200633
-4.76938469,2.79369562,0.11050575,0.06477550,1.62528124,0.80222647,1.11825831,0.00000000,0.48641453,0.12790778
-4.76338169,2.70566168,0.10662156,0.06151185,1.58869027,0.77834191,1.08111519,0.00000000,0.46584793,0.12327081
-4.75737869,2.60727070,0.10229078,0.05805939,1.54499589,0.75158442,1.04013430,0.00000000,0.44368792,0.11816357
-4.75137569,2.49991441,0.09757864,0.05447090,1.49473220,0.72236108,0.99586362,0.00000000,0.42025597,0.11265890
-4.74537269,2.38508206,0.09255400,0.05079857,1.43852227,0.69111227,0.94888168,0.00000000,0.39587787,0.10683272
-4.73936968,2.26433381,0.08728770,0.04709281,1.37706738,0.65830477,0.89978824,0.00000000,0.37087693,0.10076243
-4.73336668,2.13927315,0.08185104,0.04340123,1.31113419,0.62442428,0.84919484,0.00000000,0.34556760,0.09452542
-4.72736368,2.01151905,0.07631421,0.03976776,1.24154003,0.58996772,0.79771526,0.00000000,0.32024984,0.08819753
-4.72136068,1.88267829,0.07074491,0.03623196,1.16913663,0.55543515,0.74595605,0.00000000,0.29520418,0.08185174
-4.71535768,1.75431859,0.06520715,0.03282851,1.09479299,0.52132170,0.69450727,0.00000000,0.27068754,0.07555693
-4.70935468,1.62794313,0.05976017,0.02958684,1.01937763,0.48810955,0.64393373,0.00000000,0.24693009,0.06937686
-4.70335168,1.50496708,0.05445761,0.02653100,0.94374113,0.45626001,0.59476676,0.00000000,0.22413285,0.06336928
-4.69734867,1.38669650,0.04934694,0.02367962,0.86869937,0.42620615,0.54749684,0.00000000,0.20246629,0.05758526
-4.69134567,1.27431030,0.04446900,0.02104609,0.79501825,0.39834584,0.50256718,0.00000000,0.18206976,0.05206878
-4.68534267,1.16884551,0.03985791,0.01863883,0.72340025,0.37303552,0.46036842,0.00000000,0.16305172,0.04685644
-4.67933967,1.07118619,0.03554112,0.01646162,0.65447345,0.35058480,0.42123466,0.00000000,0.14549068,0.04197739
-4.67333667,0.98205606,0.03153961,0.01451408,0.58878321,0.33125192,0.38544077,0.00000000,0.12943682,0.03745353
-4.66733367,0.90201513,0.02786837,0.01279216,0.52678685,0.31524034,0.35320111,0.00000000,0.11491409,0.03329977
-4.66133067,0.83145994,0.02453696,0.01128866,0.46885129,0.30269629,0.32466968,0.00000000,0.10192274,0.02952450
-4.65532766,0.77062749,0.02155017,0.00999377,0.41525355,0.29370753,0.29994158,0.00000000,0.09044217,0.02613018
-4.64932466,0.71960230,0.01890877,0.00889560,0.36618410,0.28830314,0.27905563,0.00000000,0.08043392,0.02311404
-4.64332166,0.67832648,0.01661034,0.00798069,0.32175238,0.28645447,0.26199818,0.00000000,0.07184479,0.02046880
