energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.88594297,1.58629924,0.02541875,0.06344362,0.47005420,0.18786198,0.03240074,0.84817696,0.85297072,0.08392366
-5.87993997,1.53755031,0.02392605,0.05774262,0.45855048,0.18049952,0.02953166,0.82871785,0.84058359,0.08076284
-5.87393697,1.49102893,0.02248202,0.05237368,0.44797626,0.17347398,0.02678325,0.80998200,0.82867737,0.07774689
-5.86793397,1.44643166,0.02109432,0.04737475,0.43809469,0.16678986,0.02418342,0.79171542,0.81690832,0.07486450
-5.86193097,1.40336113,0.01976800,0.04277399,0.42864809,0.16043711,0.02175480,0.77362394,0.80490395,0.07209869
-5.85592796,1.36135741,0.01850570,0.03858991,0.41937128,0.15439387,0.01951462,0.75539201,0.79228332,0.06942844
-5.84992496,1.31993063,0.01730801,0.03483196,0.41000456,0.14862961,0.01747482,0.73670197,0.77867742,0.06683029
-5.84392196,1.27859316,0.01617377,0.03150124,0.40030587,0.14310839,0.01564232,0.71725254,0.76374816,0.06428002
-5.83791896,1.23688952,0.01510051,0.02859137,0.39006142,0.13779191,0.01401935,0.69677580,0.74720539,0.06175424
-5.83191596,1.19442259,0.01408481,0.02608945,0.37909445,0.13264243,0.01260394,0.67505162,0.72882088,0.05923178
-5.82591296,1.15087482,0.01312270,0.02397709,0.36727183,0.12762519,0.01139044,0.65191907,0.70843881,0.05669488
-5.81990995,1.10602369,0.01221003,0.02223132,0.35450819,0.12271031,0.01037003,0.62728430,0.68598225,0.05413011
-5.81390695,1.05975086,0.01134278,0.02082563,0.34076761,0.11787419,0.00953132,0.60112458,0.66145568,0.05152893
-5.80790395,1.01204510,0.01051726,0.01973074,0.32606302,0.11310019,0.00886083,0.57348868,0.63494339,0.04888800
-5.80190095,0.96299909,0.00973037,0.01891547,0.31045329,0.10837881,0.00834355,0.54449363,0.60660421,0.04620914
-5.79589795,0.91280097,0.00897965,0.01834735,0.29403850,0.10370730,0.00796337,0.51431836,0.57666305,0.04349900
-5.78989495,0.86172133,0.00826342,0.01799328,0.27695375,0.09908889,0.00770347,0.48319467,0.54539983,0.04076853
-5.78389195,0.81009690,0.00758069,0.01782001,0.25936173,0.09453160,0.00754678,0.45139635,0.51313654,0.03803225
-5.77788894,0.75831203,0.00693123,0.01779462,0.24144478,0.09004694,0.00747621,0.41922685,0.48022324,0.03530736
-5.77188594,0.70677921,0.00631538,0.01788492,0.22339666,0.08564846,0.00747501,0.38700655,0.44702378,0.03261279
-5.76588294,0.65591976,0.00573406,0.01805979,0.20541456,0.08135034,0.00752698,0.35506013,0.41390191,0.02996827
-5.75987994,0.60614584,0.00518858,0.01828954,0.18769160,0.07716613,0.00761673,0.32370460,0.38120855,0.02739343
-5.75387694,0.55784448,0.00468056,0.01854623,0.17041034,0.07310770,0.00772984,0.29323875,0.34927062,0.02490691
-5.74787394,0.51136436,0.00421186,0.01880397,0.15373718,0.06918439,0.00785306,0.26393417,0.31838190,0.02252570
-5.74187094,0.46700583,0.00378440,0.01903919,0.13781815,0.06540258,0.00797444,0.23602820,0.28879617,0.02026455
-5.73586793,0.42501420,0.00340017,0.01923097,0.12277591,0.06176544,0.00808348,0.20971907,0.26072262,0.01813559
-5.72986493,0.38557636,0.00306114,0.01936125,0.10870802,0.05827308,0.00817126,0.18516296,0.23432369,0.01614806
-5.72386193,0.34882057,0.00276921,0.01941507,0.09568650,0.05492282,0.00823045,0.16247321,0.20971497,0.01430819
-5.71785893,0.31481889,0.00252622,0.01938073,0.08375836,0.05170982,0.00825544,0.14172118,0.18696703,0.01261933
-5.71185593,0.28359188,0.00233391,0.01924990,0.07294709,0.04862769,0.00824231,0.12293879,0.16610885,0.01108203
-5.70585293,0.25511506,0.00219394,0.01901770,0.06325488,0.04566932,0.00818885,0.10612212,0.14713240,0.00969436
-5.69984992,0.22932640,0.00210789,0.01868268,0.05466537,0.04282762,0.00809448,0.09123607,0.12999809,0.00845223
-5.69384692,0.20613448,0.00207723,0.01824670,0.04714663,0.04009635,0.00796018,0.07821942,0.11464067,0.00734975
-5.68784392,0.18542668,0.00210333,0.01771481,0.04065439,0.03747073,0.00778836,0.06699032,0.10097525,0.00637966
-5.68184092,0.16707707,0.00218741,0.01709502,0.03513520,0.03494809,0.00758268,0.05745164,0.08890318,0.00553371
-5.67583792,0.15095365,0.00233052,0.01639802,0.03052938,0.03252828,0.00734792,0.04949614,0.07831746,0.00480303
-5.66983492,0.13692474,0.00253342,0.01563689,0.02677379,0.03021409,0.00708969,0.04301123,0.06910768,0.00417851
-5.66383192,0.12486433,0.00279654,0.01482675,0.02380428,0.02801143,0.00681426,0.03788317,0.06116419,0.00365106
-5.65782891,0.11465646,0.00311983,0.01398447,0.02155766,0.02592953,0.00652834,0.03400074,0.05438164,0.00321189
-5.65182591,0.10619867,0.00350269,0.01312834,0.01997346,0.02398098,0.00623880,0.03125824,0.04866170,0.00285271
-5.64582291,0.09940454,0.00394376,0.01227783,0.01899528,0.02218185,0.00595251,0.02955793,0.04391519,0.00256591
-5.63981991,0.09420570,0.00444089,0.01145338,0.01857178,0.02055168,0.00567613,0.02881193,0.04006356,0.00234467
-5.63381691,0.09055320,0.00499093,0.01067627,0.01865750,0.01911366,0.00541596,0.02894369,0.03703989,0.00218305
-5.62781391,0.08841875,0.00558966,0.00996856,0.01921343,0.01789471,0.00517780,0.02988909,0.03478945,0.00207604
-5.62181091,0.08779572,0.00623172,0.00935312,0.02020748,0.01692573,0.00496693,0.03159723,0.03327000,0.00201962
-5.61580790,0.08870024,0.00691054,0.00885377,0.02161478,0.01624191,0.00478802,0.03403106,0.03245186,0.00201075
-5.60980490,0.09117236,0.00761838,0.00849543,0.02341805,0.01588304,0.00464521,0.03716788,0.03231778,0.00204744
-5.60380190,0.09527736,0.00834632,0.00830436,0.02560789,0.01589392,0.00454212,0.04099977,0.03286278,0.00212871
-5.59779890,0.10110712,0.00908443,0.00830844,0.02818302,0.01632478,0.00448205,0.04553388,0.03409387,0.00225462
-5.59179590,0.10878155,0.00982189,0.00853747,0.03115064,0.01723165,0.00446804,0.05079272,0.03602971,0.00242627
-5.58579290,0.11844973,0.01054722,0.00902339,0.03452664,0.01867656,0.00450314,0.05681427,0.03870006,0.00264582
-5.57978989,0.13029074,0.01124854,0.00980049,0.03833575,0.02072773,0.00459058,0.06365191,0.04214527,0.00291644
-5.57378689,0.14451377,0.01191385,0.01090554,0.04261165,0.02345943,0.00473399,0.07137404,0.04641528,0.00324234
-5.56778389,0.16135727,0.01253140,0.01237778,0.04739671,0.02695154,0.00493762,0.08006332,0.05156855,0.00362869
-5.56178089,0.18108690,0.01309003,0.01425871,0.05274165,0.03128886,0.00520659,0.08981538,0.05767051,0.00408157
-5.55577789,0.20399186,0.01357949,0.01659181,0.05870467,0.03655989,0.00554699,0.10073692,0.06479156,0.00460786
-5.54977489,0.23037957,0.01399080,0.01942190,0.06535031,0.04285528,0.00596608,0.11294313,0.07300466,0.00521508
-5.54377189,0.26056835,0.01431654,0.02279445,0.07274779,0.05026576,0.00647235,0.12655424,0.08238238,0.00591122
-5.53776888,0.29487817,0.01455110,0.02675451,0.08096883,0.05887962,0.00707549,0.14169142,0.09299345,0.00670448
-5.53176588,0.33361946,0.01469090,0.03134559,0.09008514,0.06877983,0.00778637,0.15847183,0.10489889,0.00760300
-5.52576288,0.37708022,0.01473446,0.03660818,0.10016532,0.08004072,0.00861685,0.17700301,0.11814780,0.00861449
-5.51975988,0.42551167,0.01468253,0.04257826,0.11127152,0.09272448,0.00957953,0.19737685,0.13277290,0.00974592
-5.51375688,0.47911303,0.01453795,0.04928562,0.12345585,0.10687748,0.01068742,0.21966317,0.14878604,0.01100303
-5.50775388,0.53801596,0.01430563,0.05675218,0.13675671,0.12252660,0.01195348,0.24390336,0.16617390,0.01239000
-5.50175088,0.60226943,0.01399230,0.06499027,0.15119527,0.13967579,0.01339012,0.27010438,0.18489406,0.01390899
-5.49574787,0.67182583,0.01360629,0.07400107,0.16677226,0.15830290,0.01500860,0.29823335,0.20487170,0.01555980
-5.48974487,0.74652914,0.01315721,0.08377322,0.18346534,0.17835723,0.01681843,0.32821331,0.22599729,0.01733951
-5.48374187,0.82610608,0.01265561,0.09428165,0.20122722,0.19975766,0.01882669,0.35992034,0.24812529,0.01924224
-5.47773887,0.91016100,0.01211263,0.10548678,0.21998476,0.22239177,0.02103739,0.39318252,0.27107431,0.02125902
-5.47173587,0.99817513,0.01153959,0.11733414,0.23963925,0.24611605,0.02345086,0.42778082,0.29462865,0.02337769
-5.46573287,1.08951084,0.01094771,0.12975446,0.26006780,0.27075714,0.02606322,0.46345227,0.31854149,0.02558303
-5.45972986,1.18342097,0.01034768,0.14266416,0.28112618,0.29611436,0.02886591,0.49989536,0.34253961,0.02785699
-5.45372686,1.27906346,0.00974947,0.15596648,0.30265271,0.32196332,0.03184546,0.53677759,0.36632964,0.03017902
-5.44772386,1.37552075,0.00916205,0.16955305,0.32447343,0.34806072,0.03498329,0.57374510,0.38960568,0.03252661
-5.44172086,1.47182359,0.00859321,0.18330587,0.34640801,0.37414996,0.03825580,0.61043378,0.41205785,0.03487587
-5.43571786,1.56697811,0.00804944,0.19709980,0.36827643,0.39996757,0.04163465,0.64648164,0.43338179,0.03720229
-5.42971486,1.65999521,0.00753591,0.21080526,0.38990577,0.42525009,0.04508718,0.68154168,0.45328827,0.03948145
-5.42371186,1.74992074,0.00705642,0.22429114,0.41113693,0.44974109,0.04857713,0.71529456,0.47151289,0.04168991
-5.41770885,1.83586508,0.00661351,0.23742789,0.43183079,0.47319802,0.05206549,0.74746055,0.48782498,0.04380590
-5.41170585,1.91703039,0.00620851,0.25009042,0.45187326,0.49539860,0.05551146,0.77780972,0.50203564,0.04581014
-5.40570285,1.99273426,0.00584169,0.26216094,0.47117907,0.51614632,0.05887368,0.80617003,0.51400414,0.04768638
-5.39969985,2.06242812,0.00551241,0.27353138,0.48969377,0.53527493,0.06211134,0.83243244,0.52364255,0.04942194
-5.39369685,2.12570949,0.00521929,0.28410548,0.50739377,0.55265148,0.06518545,0.85655286,0.53091818,0.05100800
-5.38769385,2.18232718,0.00496039,0.29380036,0.52428437,0.56817793,0.06805998,0.87855049,0.53585373,0.05243969
-5.38169085,2.23217904,0.00473331,0.30254746,0.54039568,0.58179123,0.07070293,0.89850259,0.53852509,0.05371601
-5.37568784,2.27530238,0.00453541,0.31029298,0.55577676,0.59346175,0.07308724,0.91653587,0.53905679,0.05483955
-5.36968484,2.31185744,0.00436390,0.31699768,0.57048807,0.60319036,0.07519147,0.93281484,0.53761545,0.05581593
-5.36368184,2.34210495,0.00421594,0.32263614,0.58459282,0.61100427,0.07700026,0.94752775,0.53440138,0.05665320
-5.35767884,2.36637908,0.00408873,0.32719559,0.59814769,0.61695188,0.07850446,0.96087097,0.52963901,0.05736100
-5.35167584,2.38505737,0.00397957,0.33067433,0.61119351,0.62109706,0.07970108,0.97303255,0.52356630,0.05794972
-5.34567284,2.39852964,0.00388586,0.33307998,0.62374660,0.62351317,0.08059288,0.98417625,0.51642408,0.05842958
-5.33966983,2.40716768,0.00380518,0.33442754,0.63579131,0.62427721,0.08118774,0.99442670,0.50844559,0.05880980
-5.33366683,2.41129774,0.00373522,0.33473756,0.64727437,0.62346457,0.08149785,1.00385696,0.49984686,0.05909780
-5.32766383,2.41117762,0.00367384,0.33403448,0.65810165,0.62114463,0.08153872,1.01247915,0.49081859,0.05929857
-5.32166083,2.40697979,0.00361902,0.33234522,0.66813743,0.61737744,0.08132810,1.02023888,0.48151962,0.05941421
-5.31565783,2.39878164,0.00356884,0.32969822,0.67720668,0.61221187,0.08088491,1.02701399,0.47207263,0.05944372
-5.30965483,2.38656369,0.00352150,0.32612286,0.68510011,0.60568519,0.08022817,1.03261766,0.46256204,0.05938296
-5.30365183,2.37021565,0.00347531,0.32164942,0.69158199,0.59782407,0.07937608,1.03680606,0.45303431,0.05922492
-5.29764882,2.34955029,0.00342867,0.31630955,0.69640026,0.58864705,0.07834526,1.03928992,0.44350049,0.05896010
-5.29164582,2.32432402,0.00338014,0.31013707,0.69929861,0.57816826,0.07715013,1.03974973,0.43394076,0.05857724
-5.28564282,2.29426322,0.00332839,0.30316926,0.70002975,0.56640198,0.07580267,1.03785354,0.42431090,0.05806405
-5.27963982,2.25909437,0.00327227,0.29544838,0.69836920,0.55336805,0.07431226,1.03327656,0.41454994,0.05740815
-5.27363682,2.21857655,0.00321084,0.28702333,0.69412889,0.53909743,0.07268587,1.02572145,0.40458889,0.05659804
-5.26763382,2.17253406,0.00314337,0.27795136,0.68716981,0.52363784,0.07092843,1.01493823,0.39435978,0.05562402
-5.26163082,2.12088737,0.00306942,0.26829974,0.67741295,0.50705900,0.06904336,1.00074264,0.38380473,0.05447911
-5.25562781,2.06368068,0.00298884,0.25814713,0.66484805,0.48945711,0.06703326,0.98303224,0.37288436,0.05315980
-5.24962481,2.00110431,0.00290177,0.24758465,0.64953957,0.47095842,0.06490062,0.96179910,0.36158540,0.05166668
-5.24362181,1.93351102,0.00280871,0.23671664,0.63162967,0.45172163,0.06264862,0.93713877,0.34992688,0.05000486
-5.23761881,1.86142506,0.00271048,0.22566081,0.61133798,0.43193896,0.06028182,0.90925489,0.33796477,0.04818416
-5.23161581,1.78554376,0.00260821,0.21454796,0.58895818,0.41183585,0.05780675,0.87845942,0.32579492,0.04621912
-5.22561281,1.70673159,0.00250337,0.20352113,0.56485170,0.39166930,0.05523243,0.84516851,0.31355406,0.04412873
-5.21960980,1.62600692,0.00239768,0.19273431,0.53943863,0.37172492,0.05257062,0.80989421,0.30141907,0.04193603
-5.21360680,1.54452234,0.00229310,0.18235055,0.51318657,0.35231280,0.04983595,0.77323261,0.28960441,0.03966748
-5.20760380,1.46353945,0.00219181,0.17253973,0.48659762,0.33376236,0.04704582,0.73584894,0.27835792,0.03735222
-5.20160080,1.38439916,0.00209609,0.16347585,0.46019437,0.31641631,0.04422014,0.69846029,0.26795529,0.03502124
-5.19559780,1.30848897,0.00200834,0.15533411,0.43450529,0.30062401,0.04138087,0.66181677,0.25869324,0.03270643
-5.18959480,1.23720831,0.00193095,0.14828759,0.41005005,0.28673438,0.03855144,0.62668181,0.25088181,0.03043970
-5.18359180,1.17193332,0.00186628,0.14250388,0.38732545,0.27508840,0.03575606,0.59381241,0.24483600,0.02825207
-5.17758879,1.11398211,0.00181662,0.13814147,0.36679228,0.26601166,0.03301899,0.56393980,0.24086696,0.02617286
-5.17158579,1.06458166,0.00178406,0.13534618,0.34886346,0.25980677,0.03036381,0.53775136,0.23927309,0.02422891
-5.16558279,1.02483706,0.00177053,0.13424751,0.33389381,0.25674608,0.02781265,0.51587394,0.24033115,0.02244398
-5.15957979,0.99570387,0.00177770,0.13495511,0.32217168,0.25706456,0.02538554,0.49885919,0.24428776,0.02083822
-5.15357679,0.97796412,0.00180695,0.13755539,0.31391251,0.26095315,0.02309984,0.48717106,0.25135139,0.01942778
-5.14757379,0.97220634,0.00185938,0.14210838,0.30925433,0.26855266,0.02096982,0.48117556,0.26168511,0.01822462
-5.14157079,0.97880995,0.00193576,0.14864483,0.30825541,0.27994832,0.01900626,0.48113306,0.27540023,0.01723633
-5.13556778,0.99793414,0.00203651,0.15716383,0.31089382,0.29516507,0.01721634,0.48719292,0.29255105,0.01646617
-5.12956478,1.02951148,0.00216174,0.16763079,0.31706891,0.31416393,0.01560356,0.49939064,0.31313082,0.01591318
-5.12356178,1.07324628,0.00231123,0.17997619,0.32660472,0.33683939,0.01416785,0.51764744,0.33706914,0.01557239
-5.11755878,1.12861769,0.00248445,0.19409491,0.33925502,0.36301815,0.01290575,0.54177211,0.36423087,0.01543508
-5.11155578,1.19488776,0.00268056,0.20984647,0.35470997,0.39245931,0.01181073,0.57146519,0.39441656,0.01548917
-5.10555278,1.27111404,0.00289848,0.22705606,0.37260416,0.42485607,0.01087359,0.60632528,0.42736462,0.01571962
-5.09954977,1.35616702,0.00313687,0.24551664,0.39252601,0.45983925,0.01008287,0.64585747,0.46275509,0.01610885
-5.09354677,1.44875170,0.00339418,0.26499186,0.41402800,0.49698240,0.00942538,0.68948355,0.50021503,0.01663723
-5.08754377,1.54743336,0.00366867,0.28522007,0.43663781,0.53580879,0.00888665,0.73655408,0.53932536,0.01728359
-5.08154077,1.65066669,0.00395844,0.30591917,0.45986985,0.57579999,0.00845147,0.78636182,0.57962909,0.01802569
-5.07553777,1.75682791,0.00426143,0.32679221,0.48323698,0.61640594,0.00810432,0.83815639,0.62064052,0.01884072
-5.06953477,1.86424887,0.00457546,0.34753380,0.50626204,0.65705630,0.00782983,0.89115980,0.66185534,0.01970578
-5.06353177,1.97125244,0.00489822,0.36783682,0.52848888,0.69717283,0.00761316,0.94458244,0.70276113,0.02059838
-5.05752876,2.07618796,0.00522726,0.38739952,0.54949247,0.73618224,0.00744035,0.99763905,0.74284802,0.02149681
-5.05152576,2.17746589,0.00556003,0.40593256,0.56888790,0.77352928,0.00729857,1.04956441,0.78161904,0.02238060
-5.04552276,2.27359049,0.00589381,0.42316587,0.58633781,0.80868950,0.00717633,1.09962812,0.81859996,0.02323081
-5.03951976,2.36318953,0.00622577,0.43885496,0.60155821,0.84118133,0.00706363,1.14714813,0.85334811,0.02403038
-5.03351676,2.44504009,0.00655291,0.45278657,0.61432240,0.87057686,0.00695207,1.19150269,0.88546010,0.02476433
-5.02751376,2.51808971,0.00687206,0.46478336,0.62446299,0.89651115,0.00683480,1.23214030,0.91457810,0.02541996
-5.02151076,2.58147232,0.00717992,0.47470744,0.63187195,0.91868957,0.00670657,1.26858752,0.94039462,0.02598696
-5.01550775,2.63451855,0.00747302,0.48246276,0.63649895,0.93689294,0.00656361,1.30045445,0.96265567,0.02645747
-5.00950475,2.67676032,0.00774779,0.48799613,0.63834797,0.95098044,0.00640351,1.32743785,0.98116247,0.02682604
-5.00350175,2.70792992,0.00800056,0.49129699,0.63747261,0.96089001,0.00622514,1.34932194,0.99577167,0.02708955
-4.99749875,2.72795376,0.00822766,0.49239581,0.63397035,0.96663653,0.00602840,1.36597705,1.00639423,0.02724714
-4.99149575,2.73694144,0.00842542,0.49136145,0.62797597,0.96830770,0.00581413,1.37735633,1.01299337,0.02729998
-4.98549275,2.73517092,0.00859034,0.48829736,0.61965477,0.96605800,0.00558386,1.38349076,1.01558150,0.02725109
-4.97948974,2.72307034,0.00871911,0.48333704,0.60919560,0.96010101,0.00533969,1.38448287,1.01421673,0.02710510
-4.97348674,2.70119763,0.00880877,0.47663877,0.59680427,0.95070033,0.00508409,1.38049938,1.00899879,0.02686799
-4.96748374,2.67021867,0.00885677,0.46837998,0.58269743,0.93815965,0.00481978,1.37176324,1.00006500,0.02654683
-4.96148074,2.63088481,0.00886110,0.45875140,0.56709722,0.92281227,0.00454953,1.35854526,0.98758601,0.02614952
-4.95547774,2.58401064,0.00882038,0.44795121,0.55022673,0.90501055,0.00427615,1.34115574,0.97176179,0.02568457
-4.94947474,2.53045264,0.00873397,0.43617949,0.53230647,0.88511556,0.00400228,1.31993630,0.95281778,0.02516080
-4.94347174,2.47108928,0.00860197,0.42363304,0.51355165,0.86348744,0.00373043,1.29525202,0.93100122,0.02458719
-4.93746873,2.40680302,0.00842531,0.41050077,0.49417039,0.84047662,0.00346285,1.26748425,0.90657774,0.02397265
-4.93146573,2.33846461,0.00820575,0.39695981,0.47436261,0.81641627,0.00320153,1.23702403,0.87982818,0.02332588
-4.92546273,2.26691975,0.00794584,0.38317237,0.45431959,0.79161605,0.00294819,1.20426625,0.85104551,0.02265523
-4.91945973,2.19297835,0.00764891,0.36928344,0.43422389,0.76635738,0.00270426,1.16960458,0.82053193,0.02196858
-4.91345673,2.11740624,0.00731895,0.35541931,0.41424960,0.74089020,0.00247093,1.13342713,0.78859597,0.02127331
-4.90745373,2.04091928,0.00696054,0.34168691,0.39456262,0.71543129,0.00224911,1.09611286,0.75554975,0.02057620
-4.90145073,1.96417974,0.00657872,0.32817391,0.37532098,0.69016395,0.00203950,1.05802866,0.72170609,0.01988343
-4.89544772,1.88779460,0.00617884,0.31494947,0.35667497,0.66523907,0.00184261,1.01952701,0.68737583,0.01920056
-4.88944472,1.81231559,0.00576645,0.30206557,0.33876702,0.64077726,0.00165877,0.98094415,0.65286503,0.01853257
-4.88344172,1.73824047,0.00534710,0.28955884,0.32173131,0.61687193,0.00148817,0.94259869,0.61847231,0.01788383
-4.87743872,1.66601547,0.00492623,0.27745259,0.30569309,0.59359305,0.00133087,0.90479054,0.58448627,0.01725818
-4.87143572,1.59603829,0.00450902,0.26575914,0.29076765,0.57099131,0.00118688,0.86780005,0.55118311,0.01665894
-4.86543272,1.52866148,0.00410029,0.25448218,0.27705908,0.54910241,0.00105609,0.83188729,0.51882430,0.01608898
-4.85942971,1.46419581,0.00370438,0.24361896,0.26465883,0.52795141,0.00093838,0.79729139,0.48765463,0.01555070
-4.85342671,1.40291343,0.00332510,0.23316247,0.25364421,0.50755657,0.00083357,0.76422987,0.45790042,0.01504614
-4.84742371,1.34505054,0.00296563,0.22310323,0.24407683,0.48793288,0.00074149,0.73289794,0.42976801,0.01457695
-4.84142071,1.29080953,0.00262858,0.21343083,0.23600118,0.46909486,0.00066192,0.70346769,0.40344258,0.01414443
-4.83541771,1.24036046,0.00231589,0.20413509,0.22944348,0.45105863,0.00059470,0.67608724,0.37908716,0.01374957
-4.82941471,1.19384188,0.00202892,0.19520684,0.22441079,0.43384331,0.00053965,0.65087995,0.35684200,0.01339301
-4.82341171,1.15136114,0.00176847,0.18663843,0.22089066,0.41747148,0.00049660,0.62794353,0.33682416,0.01307508
-4.81740870,1.11299438,0.00153481,0.17842387,0.21885121,0.40196913,0.00046544,0.60734947,0.31912725,0.01279582
-4.81140570,1.07878625,0.00132778,0.17055876,0.21824187,0.38736483,0.00044607,0.58914256,0.30382152,0.01255492
-4.80540270,1.04874980,0.00114684,0.16304009,0.21899482,0.37368860,0.00043841,0.57334081,0.29095400,0.01235176
-4.79939970,1.02286660,0.00099117,0.15586593,0.22102701,0.36097030,0.00044243,0.55993585,0.28054889,0.01218543
-4.79339670,1.00108747,0.00085971,0.14903515,0.22424289,0.34923796,0.00045809,0.54889369,0.27260803,0.01205472
-4.78739370,0.98333391,0.00075128,0.14254719,0.22853780,0.33851613,0.00048541,0.54015621,0.26711152,0.01195814
-4.78139070,0.96950036,0.00066460,0.13640207,0.23380181,0.32882428,0.00052438,0.53364308,0.26401852,0.01189398
-4.77538769,0.95945738,0.00059839,0.13060048,0.23992405,0.32017560,0.00057504,0.52925425,0.26326810,0.01186034
-4.76938469,0.95305566,0.00055141,0.12514415,0.24679733,0.31257601,0.00063737,0.52687288,0.26478024,0.01185516
-4.76338169,0.95013082,0.00052248,0.12003645,0.25432278,0.30602368,0.00071139,0.52636863,0.26845699,0.01187633
-4.75737869,0.95050864,0.00051054,0.11528313,0.26241448,0.30050896,0.00079704,0.52760108,0.27418374,0.01192170
-4.75137569,0.95401063,0.00051466,0.11089325,0.27100380,0.29601460,0.00089428,0.53042319,0.28183068,0.01198917
-4.74537269,0.96045949,0.00053404,0.10688015,0.28004320,0.29251646,0.00100301,0.53468461,0.29125437,0.01207673
-4.73936968,0.96968418,0.00056804,0.10326239,0.28950931,0.28998435,0.00112308,0.54023460,0.30229954,0.01218253
-4.73336668,0.98152420,0.00061615,0.10006467,0.29940518,0.28838307,0.00125433,0.54692445,0.31480104,0.01230491
-4.72736368,0.99583284,0.00067798,0.09731843,0.30976141,0.28767357,0.00139655,0.55460928,0.32858586,0.01244242
-4.72136068,1.01247907,0.00075328,0.09506225,0.32063616,0.28781395,0.00154950,0.56314909,0.34347546,0.01259378
-4.71535768,1.03134786,0.00084184,0.09334182,0.33211377,0.28876040,0.00171295,0.57240907,0.35928802,0.01275795
-4.70935468,1.05233893,0.00094352,0.09220949,0.34430221,0.29046787,0.00188666,0.58225916,0.37584081,0.01293401
-4.70335168,1.07536378,0.00105822,0.09172332,0.35732911,0.29289052,0.00207039,0.59257296,0.39295261,0.01312114
-4.69734867,1.10034119,0.00118579,0.09194562,0.37133665,0.29598180,0.00226398,0.60322604,0.41044590,0.01331856
-4.69134567,1.12719134,0.00132606,0.09294103,0.38647529,0.29969426,0.00246730,0.61409394,0.42814901,0.01352540
-4.68534267,1.15582885,0.00147875,0.09477409,0.40289665,0.30397904,0.00268030,0.62504997,0.44589797,0.01374068
-4.67933967,1.18615511,0.00164344,0.09750649,0.42074571,0.30878517,0.00290304,0.63596300,0.46353801,0.01396315
-4.67333667,1.21805040,0.00181958,0.10119401,0.44015267,0.31405863,0.00313570,0.64669557,0.48092473,0.01419126
-4.66733367,1.25136611,0.00200637,0.10588336,0.46122475,0.31974142,0.00337858,0.65710239,0.49792485,0.01442304
-4.66133067,1.28591784,0.00220281,0.11160890,0.48403842,0.32577058,0.00363213,0.66702955,0.51441645,0.01465609
-4.65532766,1.32147963,0.00240765,0.11838974,0.50863237,0.33207738,0.00389698,0.67631451,0.53028891,0.01488749
-4.64932466,1.35777998,0.00261933,0.12622697,0.53500158,0.33858672,0.00417394,0.68478694,0.54544241,0.01511384
-4.64332166,1.39450006,0.00283607,0.13510155,0.56309294,0.34521691,0.00446399,0.69227058,0.55978725,0.01533124
