energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Ta_p_up,Ta_d_up
-5.60380190,2.65349524,0.04959835,0.71326880,0.89048407,0.00000000,1.48592212,1.05986131
-5.59779890,2.41675998,0.04454570,0.65134295,0.81234426,0.00000000,1.35452808,0.96582339
-5.59179590,2.19087587,0.03973161,0.59129066,0.73933342,0.00000000,1.22818951,0.87758702
-5.58579290,1.97810420,0.03519332,0.53371522,0.67226493,0.00000000,1.10821617,0.79612094
-5.57978989,1.78032570,0.03095881,0.47912729,0.61181817,0.00000000,0.99570235,0.72223508
-5.57378689,1.59903735,0.02704715,0.42794211,0.55853858,0.00000000,0.89152284,0.65658057
-5.56778389,1.43536169,0.02346906,0.38048031,0.51284147,0.00000000,0.79633637,0.59965439
-5.56178089,1.29006647,0.02022775,0.33697179,0.47501864,0.00000000,0.71059555,0.55180768
-5.55577789,1.16359248,0.01731980,0.29756227,0.44524705,0.00000000,0.63456187,0.51325660
-5.54977489,1.05608697,0.01473627,0.26232177,0.42359852,0.00000000,0.56832453,0.48409485
-5.54377189,0.96744040,0.01246380,0.23125444,0.41005001,0.00000000,0.51182152,0.46430678
-5.53776888,0.89732425,0.01048568,0.20430923,0.40449346,0.00000000,0.46486187,0.45378029
-5.53176588,0.84522807,0.00878295,0.18139065,0.40674495,0.00000000,0.42714778,0.45231882
-5.52576288,0.81049410,0.00733535,0.16236931,0.41655260,0.00000000,0.39829575,0.45965196
-5.51975988,0.79234848,0.00612225,0.14709179,0.43360328,0.00000000,0.37785592,0.47544425
-5.51375688,0.78992818,0.00512340,0.13538942,0.45752772,0.00000000,0.36532924,0.49930228
-5.50775388,0.80230330,0.00431960,0.12708592,0.48790450,0.00000000,0.36018197,0.53077982
-5.50175088,0.82849478,0.00369321,0.12200367,0.52426287,0.00000000,0.36185771,0.56938145
-5.49574787,0.86748771,0.00322852,0.11996854,0.56608479,0.00000000,0.36978685,0.61456487
-5.48974487,0.91824094,0.00291210,0.12081340,0.61280661,0.00000000,0.38339368,0.66574232
-5.48374187,0.97969338,0.00273289,0.12438034,0.66382070,0.00000000,0.40210171,0.72228156
-5.47773887,1.05076801,0.00268228,0.13052165,0.71847746,0.00000000,0.42533734,0.78350689
-5.47173587,1.13037427,0.00275412,0.13909992,0.77608807,0.00000000,0.45253250,0.84870059
-5.46573287,1.21740970,0.00294458,0.14998718,0.83592824,0.00000000,0.48312661,0.91710527
-5.45972986,1.31076132,0.00325200,0.16306344,0.89724324,0.00000000,0.51656820,0.98792737
-5.45372686,1.40930764,0.00367664,0.17821474,0.95925430,0.00000000,0.55231668,1.06034203
-5.44772386,1.51192149,0.00422044,0.19533088,1.02116647,0.00000000,0.58984430,1.13349959
-5.44172086,1.61747404,0.00488667,0.21430295,1.08217780,0.00000000,0.62863860,1.20653353
-5.43571786,1.72484034,0.00567960,0.23502085,1.14148979,0.00000000,0.66820535,1.27857000
-5.42971486,1.83290606,0.00660413,0.25737090,1.19831887,0.00000000,0.70807208,1.34873857
-5.42371186,1.94057559,0.00766538,0.28123356,1.25190846,0.00000000,0.74779186,1.41618411
-5.41770885,2.04678116,0.00886828,0.30648140,1.30154152,0.00000000,0.78694746,1.48007930
-5.41170585,2.15049269,0.01021717,0.33297746,1.34655287,0.00000000,0.82515547,1.53963758
-5.40570285,2.25072794,0.01171539,0.36057380,1.38634122,0.00000000,0.86207020,1.59412598
-5.39969985,2.34656274,0.01336483,0.38911059,1.42038015,0.00000000,0.89738709,1.64287752
-5.39369685,2.43714072,0.01516560,0.41841550,1.44822797,0.00000000,0.93084548,1.68530268
-5.38769385,2.52168236,0.01711564,0.44830360,1.46953587,0.00000000,0.96223034,1.72089967
-5.38169085,2.59949293,0.01921038,0.47857771,1.48405422,0.00000000,0.99137298,1.74926312
-5.37568784,2.66996920,0.02144253,0.50902915,1.49163676,0.00000000,1.01815054,1.77009086
-5.36968484,2.73260453,0.02380181,0.53943907,1.49224248,0.00000000,1.04248422,1.78318874
-5.36368184,2.78699260,0.02627488,0.56958017,1.48593519,0.00000000,1.06433637,1.78847318
-5.35767884,2.83282931,0.02884526,0.59921896,1.47288074,0.00000000,1.08370643,1.78597153
-5.35167584,2.86991331,0.03149340,0.62811839,1.45334209,0.00000000,1.10062596,1.77582013
-5.34567284,2.89814488,0.03419685,0.65604095,1.42767218,0.00000000,1.11515303,1.75826026
-5.33966983,2.91752354,0.03693050,0.68275209,1.39630503,0.00000000,1.12736614,1.73363209
-5.33366683,2.92814439,0.03966698,0.70802389,1.35974527,0.00000000,1.13735796,1.70236664
-5.32766383,2.93019331,0.04237713,0.73163899,1.31855634,0.00000000,1.14522931,1.66497630
-5.32166083,2.92394121,0.04503058,0.75339448,1.27334780,0.00000000,1.15108340,1.62204383
-5.31565783,2.90973745,0.04759640,0.77310584,1.22476204,0.00000000,1.15502081,1.57421031
-5.30965483,2.88800233,0.05004385,0.79061057,1.17346075,0.00000000,1.15713520,1.52216222
-5.30365183,2.85921898,0.05234310,0.80577154,1.12011149,0.00000000,1.15751002,1.46661805
-5.29764882,2.82392449,0.05446606,0.81847980,1.06537467,0.00000000,1.15621609,1.40831452
-5.29164582,2.78270031,0.05638709,0.82865674,1.00989127,0.00000000,1.15331028,1.34799289
-5.28564282,2.73616205,0.05808373,0.83625544,0.95427154,0.00000000,1.14883506,1.28638554
-5.27963982,2.68494864,0.05953732,0.84126123,0.89908482,0.00000000,1.14281885,1.22420300
-5.27363682,2.62971098,0.06073351,0.84369124,0.84485092,0.00000000,1.13527715,1.16212186
-5.26763382,2.57110007,0.06166266,0.84359299,0.79203286,0.00000000,1.12621409,1.10077354
-5.26163082,2.50975505,0.06232000,0.84104212,0.74103142,0.00000000,1.11562449,1.04073440
-5.25562781,2.44629111,0.06270571,0.83613913,0.69218129,0.00000000,1.10349601,0.98251712
-5.24962481,2.38128780,0.06282477,0.82900553,0.64574898,0.00000000,1.08981160,0.92656375
-5.24362181,2.31527796,0.06268663,0.81977931,0.60193251,0.00000000,1.07455181,0.87324036
-5.23761881,2.24873771,0.06230473,0.80861013,0.56086264,0.00000000,1.05769715,0.82283361
-5.23161581,2.18207803,0.06169589,0.79565435,0.52260576,0.00000000,1.03923040,0.77554909
-5.22561281,2.11563811,0.06087959,0.78107014,0.48716808,0.00000000,1.01913873,0.73151173
-5.21960980,2.04968109,0.05987714,0.76501305,0.45450112,0.00000000,0.99741592,0.69076796
-5.21360680,1.98439235,0.05871087,0.74763208,0.42450820,0.00000000,0.97406436,0.65328982
-5.20760380,1.91988058,0.05740332,0.72906656,0.39705176,0.00000000,0.94909713,0.61898080
-5.20160080,1.85618177,0.05597645,0.70944395,0.37196117,0.00000000,0.92254000,0.58768317
-5.19559780,1.79326602,0.05445098,0.68887866,0.34904088,0.00000000,0.89443333,0.55918673
-5.18959480,1.73104695,0.05284584,0.66747191,0.32807863,0.00000000,0.86483397,0.53323857
-5.18359180,1.66939342,0.05117775,0.64531255,0.30885336,0.00000000,0.83381682,0.50955374
-5.17758879,1.60814301,0.04946102,0.62247883,0.29114281,0.00000000,0.80147627,0.48782617
-5.17158579,1.54711674,0.04770743,0.59904082,0.27473029,0.00000000,0.76792718,0.46773988
-5.16558279,1.48613422,0.04592633,0.57506349,0.25941080,0.00000000,0.73330534,0.44897979
-5.15957979,1.42502869,0.04412485,0.55060992,0.24499602,0.00000000,0.69776746,0.43124198
-5.15357679,1.36366108,0.04230824,0.52574470,0.23131834,0.00000000,0.66149033,0.41424305
-5.14757379,1.30193256,0.04048034,0.50053710,0.21823372,0.00000000,0.62466940,0.39772824
-5.14157079,1.23979492,0.03864399,0.47506380,0.20562340,0.00000000,0.58751651,0.38147811
-5.13556778,1.17725835,0.03680159,0.44941113,0.19339462,0.00000000,0.55025705,0.36531372
-5.12956478,1.11439643,0.03495556,0.42367650,0.18148021,0.00000000,0.51312645,0.34910001
-5.12356178,1.05134803,0.03310878,0.39796913,0.16983739,0.00000000,0.47636625,0.33274760
-5.11755878,0.98831641,0.03126495,0.37240994,0.15844578,0.00000000,0.44021986,0.31621291
-5.11155578,0.92556559,0.02942893,0.34713072,0.14730487,0.00000000,0.40492832,0.29949679
-5.10555278,0.86341436,0.02760685,0.32227267,0.13643102,0.00000000,0.37072615,0.28264183
-5.09954977,0.80222861,0.02580622,0.29798436,0.12585429,0.00000000,0.33783766,0.26572863
-5.09354677,0.74241229,0.02403595,0.27441943,0.11561519,0.00000000,0.30647384,0.24887129
-5.08754377,0.68439784,0.02230622,0.25173411,0.10576156,0.00000000,0.27683003,0.23221232
-5.08154077,0.62863664,0.02062828,0.23008480,0.09634564,0.00000000,0.24908456,0.21591743
-5.07553777,0.57558991,0.01901428,0.20962579,0.08742150,0.00000000,0.22339847,0.20017033
-5.06953477,0.52572077,0.01747696,0.19050744,0.07904297,0.00000000,0.19991625,0.18516778
-5.06353177,0.47948764,0.01602939,0.17287470,0.07126190,0.00000000,0.17876764,0.17111523
-5.05752876,0.43733925,0.01468466,0.15686625,0.06412710,0.00000000,0.16007052,0.15822298
-5.05152576,0.39971137,0.01345565,0.14261407,0.05768359,0.00000000,0.14393448,0.14670304
-5.04552276,0.36702513,0.01235472,0.13024357,0.05197246,0.00000000,0.13046511,0.13676673
-5.03951976,0.33968682,0.01139354,0.11987408,0.04703104,0.00000000,0.11976877,0.12862286
-5.03351676,0.31808862,0.01058285,0.11161958,0.04289340,0.00000000,0.11195731,0.12247646
-5.02751376,0.30261005,0.00993231,0.10558967,0.03959111,0.00000000,0.10715283,0.11852790
-5.02151076,0.29361949,0.00945032,0.10189027,0.03715419,0.00000000,0.10549190,0.11697219
-5.01550775,0.29147535,0.00914390,0.10062430,0.03561200,0.00000000,0.10712901,0.11799827
-5.00950475,0.29652626,0.00901854,0.10189179,0.03499423,0.00000000,0.11223906,0.12178807
-5.00350175,0.30910988,0.00907803,0.10578947,0.03533168,0.00000000,0.12101858,0.12851526
-4.99749875,0.32955002,0.00932435,0.11240971,0.03665687,0.00000000,0.13368540,0.13834334
-4.99149575,0.35815162,0.00975746,0.12183859,0.03900447,0.00000000,0.15047681,0.15142317
-4.98549275,0.39519366,0.01037517,0.13415326,0.04241130,0.00000000,0.17164585,0.16788977
-4.97948974,0.44091984,0.01117292,0.14941850,0.04691617,0.00000000,0.19745595,0.18785835
-4.97348674,0.49552738,0.01214364,0.16768257,0.05255925,0.00000000,0.22817376,0.21141978
-4.96748374,0.55915415,0.01327757,0.18897249,0.05938117,0.00000000,0.26406044,0.23863550
-4.96148074,0.63186464,0.01456218,0.21328902,0.06742182,0.00000000,0.30536149,0.26953208
-4.95547774,0.71363545,0.01598205,0.24060147,0.07671879,0.00000000,0.35229550,0.30409573
-4.94947474,0.80434086,0.01751892,0.27084263,0.08730565,0.00000000,0.40504204,0.34226694
-4.94347174,0.90373937,0.01915176,0.30390415,0.09920997,0.00000000,0.46372923,0.38393556
-4.93746873,1.01146192,0.02085696,0.33963267,0.11245123,0.00000000,0.52842138,0.42893665
-4.93146573,1.12700260,0.02260864,0.37782687,0.12703861,0.00000000,0.59910713,0.47704739
-4.92546273,1.24971243,0.02437902,0.41823586,0.14296888,0.00000000,0.67568877,0.52798521
-4.91945973,1.37879702,0.02613901,0.46055897,0.16022420,0.00000000,0.75797310,0.58140744
-4.91345673,1.51331834,0.02785874,0.50444721,0.17877023,0.00000000,0.84566436,0.63691271
-4.90745373,1.65220107,0.02950833,0.54950644,0.19855430,0.00000000,0.93835965,0.69404397
-4.90145073,1.79424356,0.03105861,0.59530229,0.21950403,0.00000000,1.03554724,0.75229340
-4.89544772,1.93813334,0.03248193,0.64136669,0.24152617,0.00000000,1.13660801,0.81110904
-4.88944472,2.08246695,0.03375289,0.68720602,0.26450600,0.00000000,1.24082019,0.86990304
-4.88344172,2.22577356,0.03484916,0.73231056,0.28830719,0.00000000,1.34736741,0.92806138
-4.87743872,2.36654186,0.03575209,0.77616493,0.31277225,0.00000000,1.45535007,0.98495481
-4.87143572,2.50324943,0.03644731,0.81825926,0.33772360,0.00000000,1.56379978,1.03995073
-4.86543272,2.63439369,0.03692514,0.85810078,0.36296539,0.00000000,1.67169656,1.09242572
-4.85942971,2.75852364,0.03718088,0.89522517,0.38828595,0.00000000,1.77798836,1.14177835
-4.85342671,2.87427131,0.03721491,0.92920761,0.41346104,0.00000000,1.88161248,1.18744202
-4.84742371,2.98038216,0.03703266,0.95967291,0.43825782,0.00000000,1.98151814,1.22889731
-4.84142071,3.07574334,0.03664430,0.98630442,0.46243948,0.00000000,2.07668983,1.26568379
-4.83541771,3.15940925,0.03606444,1.00885146,0.48577058,0.00000000,2.16617042,1.29741072
-4.82941471,3.23062350,0.03531153,1.02713504,0.50802285,0.00000000,2.24908380,1.32376659
-4.82341171,3.28883682,0.03440725,1.04105153,0.52898147,0.00000000,2.32465602,1.34452712
-4.81740870,3.33372037,0.03337577,1.05057445,0.54845156,0.00000000,2.39223454,1.35956156
-4.81140570,3.36517417,0.03224301,1.05575410,0.56626472,0.00000000,2.45130500,1.36883716
-4.80540270,3.38333056,0.03103586,1.05671525,0.58228537,0.00000000,2.50150492,1.37242162
-4.79939970,3.38855231,0.02978138,1.05365290,0.59641667,0.00000000,2.54263402,1.37048349
-4.79339670,3.38142582,0.02850615,1.04682642,0.60860569,0.00000000,2.57466076,1.36329029
-4.78739370,3.36274917,0.02723563,1.03655214,0.61884757,0.00000000,2.59772474,1.35120456
-4.78139070,3.33351550,0.02599358,1.02319478,0.62718840,0.00000000,2.61213502,1.33467765
-4.77538769,3.29489194,0.02480167,1.00715795,0.63372657,0.00000000,2.61836395,1.31424134
-4.76938469,3.24819437,0.02367912,0.98887404,0.63861236,0.00000000,2.61703683,1.29049743
-4.76338169,3.19485872,0.02264248,0.96879371,0.64204563,0.00000000,2.60891732,1.26410535
-4.75737869,3.13640905,0.02170552,0.94737546,0.64427148,0.00000000,2.59488883,1.23576806
-4.75137569,3.07442318,0.02087912,0.92507526,0.64557398,0.00000000,2.57593235,1.20621639
-4.74537269,3.01049661,0.02017134,0.90233674,0.64626787,0.00000000,2.55310106,1.17619224
-4.73936968,2.94620528,0.01958748,0.87958191,0.64668866,0.00000000,2.52749231,1.14643091
-4.73336668,2.88306825,0.01913016,0.85720284,0.64718120,0.00000000,2.50021781,1.11764307
-4.72736368,2.82251108,0.01879945,0.83555415,0.64808723,0.00000000,2.47237266,1.09049680
-4.72136068,2.76583090,0.01859302,0.81494667,0.64973236,0.00000000,2.44500432,1.06560025
-4.71535768,2.71416428,0.01850627,0.79564223,0.65241296,0.00000000,2.41908238,1.04348552
-4.70935468,2.66845882,0.01853243,0.77784975,0.65638360,0.00000000,2.39547031,1.02459426
-4.70335168,2.62944950,0.01866277,0.76172254,0.66184565,0.00000000,2.37490020,1.00926560
-4.69734867,2.59764082,0.01888665,0.74735701,0.66893747,0.00000000,2.35795146,0.99772691
-4.69134567,2.57329532,0.01919175,0.73479270,0.67772695,0.00000000,2.34503451,0.99008776
-4.68534267,2.55642932,0.01956416,0.72401361,0.68820663,0.00000000,2.33638014,0.98633752
-4.67933967,2.54681615,0.01998864,0.71495095,0.70029191,0.00000000,2.33203522,0.98634671
-4.67333667,2.54399702,0.02044879,0.70748699,0.71382241,0.00000000,2.33186495,0.98987227
-4.66733367,2.54729943,0.02092737,0.70146024,0.72856666,0.00000000,2.33556195,0.99656650
-4.66133067,2.55586250,0.02140656,0.69667150,0.74422989,0.00000000,2.34266161,1.00598961
-4.65532766,2.56866848,0.02186835,0.69289089,0.76046471,0.00000000,2.35256346,1.01762518
-4.64932466,2.58457931,0.02229489,0.68986550,0.77688423,0.00000000,2.36455747,1.03089822
-4.64332166,2.60237685,0.02266896,0.68732745,0.79307710,0.00000000,2.37785438,1.04519497
-4.63731866,2.62080514,0.02297434,0.68500219,0.80862363,0.00000000,2.39161850,1.05988368
-4.63131566,2.63861319,0.02319628,0.68261659,0.82311250,0.00000000,2.40500174,1.07433550
-4.62531266,2.65459628,0.02332190,0.67990682,0.83615710,0.00000000,2.41717729,1.08794474
-4.61930965,2.66763439,0.02334056,0.67662543,0.84741074,0.00000000,2.42737139,1.10014750
-4.61330665,2.67672608,0.02324418,0.67254770,0.85658022,0.00000000,2.43489186,1.11043818
-4.60730365,2.68101667,0.02302749,0.66747689,0.86343692,0.00000000,2.43915226,1.11838304
-4.60130065,2.67981969,0.02268817,0.66124829,0.86782505,0.00000000,2.43969060,1.12363059
-4.59529765,2.67263100,0.02222691,0.65373202,0.86966683,0.00000000,2.43618210,1.12591835
-4.58929465,2.65913550,0.02164741,0.64483461,0.86896421,0.00000000,2.42844555,1.12507609
-4.58329165,2.63920645,0.02095617,0.63449928,0.86579737,0.00000000,2.41644345,1.12102548
-4.57728864,2.61289799,0.02016232,0.62270519,0.86032015,0.00000000,2.40027607,1.11377660
-4.57128564,2.58043173,0.01927726,0.60946565,0.85275256,0.00000000,2.38017024,1.10342160
-4.56528264,2.54217845,0.01831428,0.59482572,0.84337105,0.00000000,2.35646359,1.09012611
-4.55927964,2.49863610,0.01728811,0.57885911,0.83249700,0.00000000,2.32958528,1.07411897
-4.55327664,2.45040544,0.01621448,0.56166484,0.82048397,0.00000000,2.30003429,1.05568090
-4.54727364,2.39816467,0.01510958,0.54336376,0.80770443,0.00000000,2.26835653,1.03513279
-4.54127064,2.34264409,0.01398964,0.52409505,0.79453648,0.00000000,2.23512169,1.01282403
-4.53526763,2.28460205,0.01287046,0.50401296,0.78135128,0.00000000,2.20090096,0.98912160
-4.52926463,2.22480290,0.01176703,0.48328373,0.76850149,0.00000000,2.16624643,0.96440006
-4.52326163,2.16399765,0.01069318,0.46208287,0.75631132,0.00000000,2.13167292,0.93903293
-4.51725863,2.10290783,0.00966134,0.44059264,0.74506839,0.00000000,2.09764280,0.91338557
-4.51125563,2.04221265,0.00868235,0.41899992,0.73501761,0.00000000,2.06455413,0.88780956
-4.50525263,1.98253958,0.00776532,0.39749417,0.72635733,0.00000000,2.03273232,0.86263878
-4.49924962,1.92445817,0.00691765,0.37626555,0.71923749,0.00000000,2.00242543,0.83818677
-4.49324662,1.86847694,0.00614502,0.35550316,0.71376000,0.00000000,1.97380295,0.81474555
-4.48724362,1.81504286,0.00545152,0.33539318,0.70998095,0.00000000,1.94695797,0.79258552
-4.48124062,1.76454330,0.00483977,0.31611708,0.70791449,0.00000000,1.92191231,0.77195623
-4.47523762,1.71730972,0.00431111,0.29784968,0.70753819,0.00000000,1.89862443,0.75308797
-4.46923462,1.67362310,0.00386585,0.28075725,0.70879936,0.00000000,1.87699960,0.73619373
-4.46323162,1.63372044,0.00350341,0.26499556,0.71162224,0.00000000,1.85690192,0.72147160
-4.45722861,1.59780220,0.00322264,0.25070810,0.71591551,0.00000000,1.83816770,0.70910727
-4.45122561,1.56604026,0.00302196,0.23802437,0.72157982,0.00000000,1.82061963,0.69927656
-4.44522261,1.53858623,0.00289958,0.22705847,0.72851517,0.00000000,1.80408141,0.69214787
-4.43921961,1.51557981,0.00285370,0.21790810,0.73662758,0.00000000,1.78839204,0.68788446
-4.43321661,1.49715693,0.00288262,0.21065392,0.74583508,0.00000000,1.77341956,0.68664649
-4.42721361,1.48345750,0.00298483,0.20535945,0.75607257,0.00000000,1.75907357,0.68859271
-4.42121061,1.47463265,0.00315912,0.20207148,0.76729555,0.00000000,1.74531615,0.69388187
-4.41520760,1.47085092,0.00340460,0.20082103,0.77948258,0.00000000,1.73217088,0.70267372
-4.40920460,1.47230368,0.00372066,0.20162478,0.79263639,0.00000000,1.71972954,0.71512956
-4.40320160,1.47920905,0.00410698,0.20448692,0.80678371,0.00000000,1.70815643,0.73141245
-4.39719860,1.49181456,0.00456342,0.20940129,0.82197382,0.00000000,1.69768997,0.75168678
-4.39119560,1.51039816,0.00508997,0.21635369,0.83827607,0.00000000,1.68864173,0.77611745
-4.38519260,1.53526733,0.00568660,0.22532425,0.85577624,0.00000000,1.68139284,0.80486846
-4.37918959,1.56675647,0.00635315,0.23628955,0.87457227,0.00000000,1.67638786,0.83810081
-4.37318659,1.60522202,0.00708918,0.24922457,0.89476925,0.00000000,1.67412631,0.87596985
-4.36718359,1.65103570,0.00789388,0.26410401,0.91647405,0.00000000,1.67515218,0.91862185
-4.36118059,1.70457538,0.00876588,0.28090312,0.93978966,0.00000000,1.68004150,0.96618987
-4.35517759,1.76621394,0.00970318,0.29959776,0.96480957,0.00000000,1.68938840,1.01878884
-4.34917459,1.83630599,0.01070306,0.32016365,0.99161229,0.00000000,1.70378988,1.07650988
-4.34317159,1.91517269,0.01176197,0.34257477,1.02025620,0.00000000,1.72382961,1.13941393
-4.33716858,2.00308476,0.01287549,0.36680100,1.05077482,0.00000000,1.75006109,1.20752467
-4.33116558,2.10024420,0.01403836,0.39280488,1.08317281,0.00000000,1.78299048,1.28082102
-4.32516258,2.20676494,0.01524442,0.42053777,1.11742263,0.00000000,1.82305932,1.35922919
-4.31915958,2.32265306,0.01648669,0.44993536,1.15346205,0.00000000,1.87062764,1.44261486
-4.31315658,2.44778722,0.01775745,0.48091298,1.19119255,0.00000000,1.92595774,1.53077545
-4.30715358,2.58190003,0.01904825,0.51336065,1.23047878,0.00000000,1.98919906,1.62343315
