energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,0.00045404,0.00015264,0.00000000,0.00000050,0.00006907,0.00017368,0.00003260
-5.99399700,0.00058411,0.00019726,0.00000000,0.00000034,0.00009064,0.00022606,0.00004134
-5.98799400,0.00075401,0.00025480,0.00000000,0.00000023,0.00011866,0.00029339,0.00005312
-5.98199100,0.00097206,0.00032795,0.00000000,0.00000016,0.00015471,0.00037896,0.00006856
-5.97598799,0.00124833,0.00041987,0.00000000,0.00000011,0.00020072,0.00048666,0.00008846
-5.96998499,0.00159483,0.00053423,0.00000000,0.00000007,0.00025902,0.00062102,0.00011380
-5.96398199,0.00202561,0.00067523,0.00000000,0.00000005,0.00033243,0.00078728,0.00014579
-5.95797899,0.00255691,0.00084754,0.00000000,0.00000003,0.00042433,0.00099137,0.00018587
-5.95197599,0.00320727,0.00105636,0.00000000,0.00000002,0.00053872,0.00123999,0.00023576
-5.94597299,0.00399762,0.00130728,0.00000000,0.00000001,0.00068033,0.00154055,0.00029751
-5.93996998,0.00495138,0.00160628,0.00000000,0.00000001,0.00085476,0.00190114,0.00037351
-5.93396698,0.00609446,0.00195956,0.00000000,0.00000001,0.00106855,0.00233055,0.00046658
-5.92796398,0.00745529,0.00237344,0.00000000,0.00000000,0.00132935,0.00283811,0.00058000
-5.92196098,0.00906474,0.00285418,0.00000000,0.00000000,0.00164603,0.00343364,0.00071756
-5.91595798,0.01095609,0.00340773,0.00000000,0.00000000,0.00202892,0.00412728,0.00088368
-5.90995498,0.01316485,0.00403955,0.00000000,0.00000000,0.00248990,0.00492937,0.00108340
-5.90395198,0.01572869,0.00475430,0.00000000,0.00000000,0.00304265,0.00585028,0.00132255
-5.89794897,0.01868718,0.00555554,0.00000000,0.00000000,0.00370283,0.00690015,0.00160773
-5.89194597,0.02208167,0.00644547,0.00000000,0.00000000,0.00448825,0.00808877,0.00194648
-5.88594297,0.02595507,0.00742465,0.00000000,0.00000000,0.00541912,0.00942534,0.00234730
-5.87993997,0.03035162,0.00849165,0.00000000,0.00000000,0.00651820,0.01091827,0.00281973
-5.87393697,0.03531667,0.00964290,0.00000000,0.00000000,0.00781091,0.01257503,0.00337441
-5.86793397,0.04089649,0.01087243,0.00000000,0.00000000,0.00932548,0.01440195,0.00402312
-5.86193097,0.04713796,0.01217177,0.00000000,0.00000000,0.01109295,0.01640417,0.00477874
-5.85592796,0.05408829,0.01352992,0.00000000,0.00000000,0.01314706,0.01858545,0.00565528
-5.84992496,0.06179461,0.01493334,0.00000000,0.00000000,0.01552413,0.02094821,0.00666772
-5.84392196,0.07030351,0.01636618,0.00000000,0.00000000,0.01826263,0.02349343,0.00783190
-5.83791896,0.07966036,0.01781043,0.00000000,0.00000000,0.02140275,0.02622069,0.00916428
-5.83191596,0.08990844,0.01924635,0.00000000,0.00000000,0.02498560,0.02912817,0.01068165
-5.82591296,0.10108791,0.02065287,0.00000000,0.00000001,0.02905238,0.03221264,0.01240071
-5.81990995,0.11323438,0.02200816,0.00000000,0.00000001,0.03364316,0.03546952,0.01433761
-5.81390695,0.12637726,0.02329020,0.00000000,0.00000001,0.03879554,0.03889280,0.01650737
-5.80790395,0.14053781,0.02447744,0.00000000,0.00000001,0.04454313,0.04247499,0.01892322
-5.80190095,0.15572682,0.02554946,0.00000000,0.00000002,0.05091377,0.04620703,0.02159588
-5.79589795,0.17194215,0.02648761,0.00000000,0.00000002,0.05792770,0.05007811,0.02453281
-5.78989495,0.18916604,0.02727562,0.00000000,0.00000004,0.06559564,0.05407542,0.02773739
-5.78389195,0.20736241,0.02790015,0.00000000,0.00000005,0.07391694,0.05818391,0.03120817
-5.77788894,0.22647422,0.02835122,0.00000000,0.00000007,0.08287776,0.06238599,0.03493815
-5.77188594,0.24642113,0.02862254,0.00000000,0.00000011,0.09244958,0.06666117,0.03891415
-5.76588294,0.26709760,0.02871172,0.00000000,0.00000016,0.10258792,0.07098583,0.04311630
-5.75987994,0.28837163,0.02862028,0.00000000,0.00000023,0.11323159,0.07533292,0.04751779
-5.75387694,0.31008436,0.02835362,0.00000000,0.00000034,0.12430241,0.07967192,0.05208478
-5.74787394,0.33205064,0.02792073,0.00000000,0.00000049,0.13570557,0.08396873,0.05677654
-5.74187094,0.35406083,0.02733389,0.00000000,0.00000071,0.14733061,0.08818592,0.06154598
-5.73586793,0.37588369,0.02660823,0.00000000,0.00000101,0.15905316,0.09228306,0.06634035
-5.72986493,0.39727067,0.02576117,0.00000000,0.00000144,0.17073727,0.09621734,0.07110229
-5.72386193,0.41796127,0.02481193,0.00000000,0.00000203,0.18223843,0.09994433,0.07577114
-5.71785893,0.43768955,0.02378090,0.00000000,0.00000286,0.19340713,0.10341905,0.08028441
-5.71185593,0.45619150,0.02268913,0.00000000,0.00000399,0.20409284,0.10659713,0.08457955
-5.70585293,0.47321296,0.02155785,0.00000000,0.00000552,0.21414818,0.10943621,0.08859568
-5.69984992,0.48851791,0.02040805,0.00000000,0.00000760,0.22343328,0.11189737,0.09227544
-5.69384692,0.50189661,0.01926019,0.00000000,0.00001038,0.23181997,0.11394660,0.09556678
-5.68784392,0.51317329,0.01813399,0.00000000,0.00001409,0.23919560,0.11555627,0.09842457
-5.68184092,0.52221308,0.01704843,0.00000000,0.00001898,0.24546647,0.11670641,0.10081205
-5.67583792,0.52892770,0.01602181,0.00000000,0.00002540,0.25056046,0.11738590,0.10270194
-5.66983492,0.53327972,0.01507193,0.00000000,0.00003375,0.25442890,0.11759337,0.10407726
-5.66383192,0.53528519,0.01421647,0.00000000,0.00004454,0.25704758,0.11733776,0.10493172
-5.65782891,0.53501447,0.01347336,0.00000000,0.00005835,0.25841667,0.11663864,0.10526976
-5.65182591,0.53259124,0.01286130,0.00000000,0.00007592,0.25855984,0.11552616,0.10510614
-5.64582291,0.52818977,0.01240030,0.00000000,0.00009809,0.25752241,0.11404057,0.10446521
-5.63981991,0.52203060,0.01211221,0.00000000,0.00012584,0.25536874,0.11223158,0.10337980
-5.63381691,0.51437485,0.01202126,0.00000000,0.00016032,0.25217905,0.11015728,0.10188993
-5.62781391,0.50551749,0.01215453,0.00000000,0.00020281,0.24804574,0.10788293,0.10004120
-5.62181091,0.49577981,0.01254232,0.00000000,0.00025478,0.24306957,0.10547951,0.09788324
-5.61580790,0.48550148,0.01321836,0.00000000,0.00031782,0.23735572,0.10302217,0.09546796
-5.60980490,0.47503256,0.01421993,0.00000000,0.00039371,0.23101018,0.10058861,0.09284803
-5.60380190,0.46472557,0.01558771,0.00000000,0.00048431,0.22413635,0.09825751,0.09007533
-5.59779890,0.45492810,0.01736543,0.00000000,0.00059160,0.21683231,0.09610691,0.08719970
-5.59179590,0.44597583,0.01959930,0.00000000,0.00071764,0.20918861,0.09421272,0.08426787
-5.58579290,0.43818633,0.02233711,0.00000000,0.00086446,0.20128678,0.09264732,0.08132265
-5.57978989,0.43185346,0.02562721,0.00000000,0.00103408,0.19319859,0.09147825,0.07840237
-5.57378689,0.42724250,0.02951708,0.00000000,0.00122838,0.18498584,0.09076704,0.07554059
-5.56778389,0.42458579,0.03405179,0.00000000,0.00144904,0.17670093,0.09056809,0.07276601
-5.56178089,0.42407897,0.03927220,0.00000000,0.00169746,0.16838774,0.09092769,0.07010257
-5.55577789,0.42587762,0.04521309,0.00000000,0.00197466,0.16008300,0.09188310,0.06756966
-5.54977489,0.43009421,0.05190111,0.00000000,0.00228120,0.15181778,0.09346173,0.06518248
-5.54377189,0.43679547,0.05935282,0.00000000,0.00261703,0.14361914,0.09568039,0.06295238
-5.53776888,0.44600010,0.06757276,0.00000000,0.00298149,0.13551172,0.09854464,0.06088727
-5.53176588,0.45767688,0.07655170,0.00000000,0.00337317,0.12751908,0.10204830,0.05899194
-5.52576288,0.47174342,0.08626524,0.00000000,0.00378987,0.11966496,0.10617311,0.05726836
-5.51975988,0.48806563,0.09667264,0.00000000,0.00422855,0.11197407,0.11088859,0.05571595
-5.51375688,0.50645815,0.10771625,0.00000000,0.00468537,0.10447267,0.11615222,0.05433174
-5.50775388,0.52668599,0.11932143,0.00000000,0.00515562,0.09718880,0.12190985,0.05311053
-5.50175088,0.54846748,0.13139703,0.00000000,0.00563384,0.09015215,0.12809656,0.05204497
-5.49574787,0.57147885,0.14383654,0.00000000,0.00611386,0.08339374,0.13463782,0.05112574
-5.48974487,0.59536037,0.15651989,0.00000000,0.00658894,0.07694546,0.14145117,0.05034158
-5.48374187,0.61972412,0.16931583,0.00000000,0.00705188,0.07083936,0.14844816,0.04967956
-5.47773887,0.64416332,0.18208489,0.00000000,0.00749524,0.06510701,0.15553680,0.04912523
-5.47173587,0.66826303,0.19468281,0.00000000,0.00791148,0.05977885,0.16262420,0.04866300
-5.46573287,0.69161174,0.20696425,0.00000000,0.00829321,0.05488356,0.16961953,0.04827644
-5.45972986,0.71381369,0.21878686,0.00000000,0.00863338,0.05044763,0.17643702,0.04794882
-5.45372686,0.73450125,0.23001523,0.00000000,0.00892552,0.04649496,0.18299899,0.04766354
-5.44772386,0.75334682,0.24052485,0.00000000,0.00916392,0.04304673,0.18923874,0.04740475
-5.44172086,0.77007386,0.25020565,0.00000000,0.00934383,0.04012127,0.19510307,0.04715785
-5.43571786,0.78446620,0.25896525,0.00000000,0.00946160,0.03773410,0.20055447,0.04691004
-5.42971486,0.79637542,0.26673140,0.00000000,0.00951483,0.03589810,0.20557265,0.04665081
-5.42371186,0.80572567,0.27345389,0.00000000,0.00950244,0.03462355,0.21015538,0.04637231
-5.41770885,0.81251575,0.27910548,0.00000000,0.00942470,0.03391835,0.21431866,0.04606962
-5.41170585,0.81681810,0.28368204,0.00000000,0.00928321,0.03378801,0.21809595,0.04574089
-5.40570285,0.81877484,0.28720184,0.00000000,0.00908088,0.03423565,0.22153669,0.04538735
-5.39969985,0.81859087,0.28970387,0.00000000,0.00882182,0.03526186,0.22470391,0.04501310
-5.39369685,0.81652431,0.29124547,0.00000000,0.00851117,0.03686436,0.22767118,0.04462478
-5.38769385,0.81287463,0.29189928,0.00000000,0.00815500,0.03903759,0.23051898,0.04423117
-5.38169085,0.80796909,0.29174962,0.00000000,0.00776005,0.04177206,0.23333049,0.04384252
-5.37568784,0.80214805,0.29088851,0.00000000,0.00733357,0.04505368,0.23618718,0.04346997
-5.36968484,0.79574973,0.28941152,0.00000000,0.00688309,0.04886296,0.23916425,0.04312476
-5.36368184,0.78909523,0.28741363,0.00000000,0.00641623,0.05317420,0.24232619,0.04281750
-5.35767884,0.78247446,0.28498525,0.00000000,0.00594048,0.05795463,0.24572268,0.04255748
-5.35167584,0.77613361,0.28220866,0.00000000,0.00546307,0.06316377,0.24938495,0.04235200
-5.34567284,0.77026469,0.27915492,0.00000000,0.00499078,0.06875288,0.25332288,0.04220577
-5.33966983,0.76499769,0.27588150,0.00000000,0.00452986,0.07466458,0.25752298,0.04212052
-5.33366683,0.76039566,0.27243066,0.00000000,0.00408595,0.08083288,0.26194734,0.04209466
-5.32766383,0.75645296,0.26882857,0.00000000,0.00366405,0.08718343,0.26653362,0.04212320
-5.32166083,0.75309663,0.26508542,0.00000000,0.00326852,0.09363425,0.27119618,0.04219776
-5.31565783,0.75019099,0.26119619,0.00000000,0.00290313,0.10009677,0.27582829,0.04230681
-5.30965483,0.74754506,0.25714234,0.00000000,0.00257116,0.10647728,0.28030532,0.04243603
-5.30365183,0.74492254,0.25289400,0.00000000,0.00227550,0.11267881,0.28448888,0.04256887
-5.29764882,0.74205390,0.24841285,0.00000000,0.00201881,0.11860331,0.28823171,0.04268717
-5.29164582,0.73864993,0.24365533,0.00000000,0.00180371,0.12415405,0.29138302,0.04277191
-5.28564282,0.73441618,0.23857602,0.00000000,0.00163297,0.12923825,0.29379428,0.04280401
-5.27963982,0.72906766,0.23313118,0.00000000,0.00150970,0.13376979,0.29532499,0.04276516
-5.27363682,0.72234306,0.22728206,0.00000000,0.00143764,0.13767190,0.29584827,0.04263854
-5.26763382,0.71401796,0.22099803,0.00000000,0.00142134,0.14087961,0.29525609,0.04240966
-5.26163082,0.70391631,0.21425916,0.00000000,0.00146637,0.14334207,0.29346374,0.04206690
-5.25562781,0.69191986,0.20705838,0.00000000,0.00157960,0.14502438,0.29041358,0.04160208
-5.24962481,0.67797506,0.19940290,0.00000000,0.00176933,0.14590897,0.28607762,0.04101084
-5.24362181,0.66209713,0.19131500,0.00000000,0.00204548,0.14599645,0.28045912,0.04029278
-5.23761881,0.64437136,0.18283216,0.00000000,0.00241969,0.14530582,0.27359298,0.03945158
-5.23161581,0.62495143,0.17400638,0.00000000,0.00290546,0.14387405,0.26554489,0.03849480
-5.22561281,0.60405508,0.16490304,0.00000000,0.00351808,0.14175502,0.25640945,0.03743361
-5.21960980,0.58195726,0.15559910,0.00000000,0.00427463,0.13901784,0.24630728,0.03628235
-5.21360680,0.55898128,0.14618091,0.00000000,0.00519385,0.13574466,0.23538123,0.03505797
-5.20760380,0.53548826,0.13674173,0.00000000,0.00629591,0.13202797,0.22379199,0.03377940
-5.20160080,0.51186552,0.12737904,0.00000000,0.00760211,0.12796765,0.21171321,0.03246681
-5.19559780,0.48851435,0.11819181,0.00000000,0.00913453,0.12366767,0.19932645,0.03114091
-5.18959480,0.46583775,0.10927784,0.00000000,0.01091555,0.11923283,0.18681607,0.02982223
-5.18359180,0.44422861,0.10073128,0.00000000,0.01296731,0.11476542,0.17436436,0.02853047
-5.17758879,0.42405880,0.09264047,0.00000000,0.01531114,0.11036219,0.16214710,0.02728387
-5.17158579,0.40566956,0.08508603,0.00000000,0.01796692,0.10611149,0.15032964,0.02609878
-5.16558279,0.38936345,0.07813942,0.00000000,0.02095249,0.10209091,0.13906360,0.02498921
-5.15957979,0.37539806,0.07186189,0.00000000,0.02428299,0.09836534,0.12848444,0.02396666
-5.15357679,0.36398168,0.06630378,0.00000000,0.02797035,0.09498559,0.11870964,0.02303993
-5.14757379,0.35527082,0.06150427,0.00000000,0.03202279,0.09198758,0.10983771,0.02221520
-5.14157079,0.34936958,0.05749143,0.00000000,0.03644448,0.08939210,0.10194796,0.02149610
-5.13556778,0.34633067,0.05428261,0.00000000,0.04123529,0.08720516,0.09510073,0.02088395
-5.12956478,0.34615801,0.05188500,0.00000000,0.04639074,0.08541882,0.08933833,0.02037810
-5.12356178,0.34881048,0.05029641,0.00000000,0.05190208,0.08401249,0.08468620,0.01997626
-5.11755878,0.35420665,0.04950621,0.00000000,0.05775656,0.08295467,0.08115444,0.01967488
-5.11155578,0.36223027,0.04949627,0.00000000,0.06393778,0.08220488,0.07873948,0.01946961
-5.10555278,0.37273598,0.05024193,0.00000000,0.07042621,0.08171593,0.07742576,0.01935563
-5.09954977,0.38555532,0.05171308,0.00000000,0.07719978,0.08143622,0.07718730,0.01932807
-5.09354677,0.40050248,0.05387504,0.00000000,0.08423442,0.08131205,0.07798922,0.01938222
-5.08754377,0.41737974,0.05668953,0.00000000,0.09150460,0.08128989,0.07978896,0.01951387
-5.08154077,0.43598238,0.06011554,0.00000000,0.09898379,0.08131851,0.08253732,0.01971938
-5.07553777,0.45610298,0.06411012,0.00000000,0.10664472,0.08135081,0.08617923,0.01999581
-5.06953477,0.47753484,0.06862920,0.00000000,0.11445943,0.08134543,0.09065430,0.02034092
-5.06353177,0.50007477,0.07362831,0.00000000,0.12239914,0.08126801,0.09589720,0.02075309
-5.05752876,0.52352502,0.07906326,0.00000000,0.13043376,0.08109204,0.10183782,0.02123119
-5.05152576,0.54769445,0.08489084,0.00000000,0.13853127,0.08079939,0.10840148,0.02177441
-5.04552276,0.57239908,0.09106942,0.00000000,0.14665683,0.08038047,0.11550901,0.02238204
-5.03951976,0.59746219,0.09755957,0.00000000,0.15477173,0.07983398,0.12307692,0.02305321
-5.03351676,0.62271386,0.10432461,0.00000000,0.16283234,0.07916642,0.13101777,0.02378668
-5.02751376,0.64799048,0.11133105,0.00000000,0.17078902,0.07839128,0.13924061,0.02458058
-5.02151076,0.67313408,0.11854900,0.00000000,0.17858531,0.07752805,0.14765170,0.02543224
-5.01550775,0.69799181,0.12595246,0.00000000,0.18615725,0.07660110,0.15615552,0.02633798
-5.00950475,0.72241565,0.13351941,0.00000000,0.19343323,0.07563843,0.16465591,0.02729306
-5.00350175,0.74626254,0.14123186,0.00000000,0.20033427,0.07467052,0.17305761,0.02829158
-4.99749875,0.76939490,0.14907558,0.00000000,0.20677485,0.07372918,0.18126786,0.02932654
-4.99149575,0.79168169,0.15703977,0.00000000,0.21266440,0.07284651,0.18919827,0.03038989
-4.98549275,0.81299991,0.16511644,0.00000000,0.21790938,0.07205414,0.19676666,0.03147267
-4.97948974,0.83323655,0.17329967,0.00000000,0.22241592,0.07138252,0.20389899,0.03256525
-4.97348674,0.85229085,0.18158461,0.00000000,0.22609295,0.07086058,0.21053112,0.03365753
-4.96748374,0.87007674,0.18996643,0.00000000,0.22885568,0.07051550,0.21661040,0.03473925
-4.96148074,0.88652529,0.19843904,0.00000000,0.23062930,0.07037278,0.22209691,0.03580026
-4.95547774,0.90158687,0.20699386,0.00000000,0.23135270,0.07045633,0.22696442,0.03683083
-4.94947474,0.91523310,0.21561849,0.00000000,0.23098195,0.07078885,0.23120076,0.03782194
-4.94347174,0.92745798,0.22429547,0.00000000,0.22949347,0.07139211,0.23480777,0.03876550
-4.93746873,0.93827852,0.23300112,0.00000000,0.22688663,0.07228731,0.23780071,0.03965457
-4.93146573,0.94773429,0.24170461,0.00000000,0.22318559,0.07349538,0.24020704,0.04048350
-4.92546273,0.95588617,0.25036717,0.00000000,0.21844029,0.07503704,0.24206483,0.04124801
-4.91945973,0.96281411,0.25894166,0.00000000,0.21272657,0.07693279,0.24342058,0.04194515
-4.91345673,0.96861390,0.26737243,0.00000000,0.20614526,0.07920265,0.24432680,0.04257330
-4.90745373,0.97339327,0.27559556,0.00000000,0.19882030,0.08186562,0.24483919,0.04313195
-4.90145073,0.97726718,0.28353939,0.00000000,0.19089601,0.08493894,0.24501385,0.04362154
-4.89544772,0.98035276,0.29112550,0.00000000,0.18253358,0.08843714,0.24490435,0.04404323
-4.88944472,0.98276401,0.29826998,0.00000000,0.17390679,0.09237090,0.24455903,0.04439855
-4.88344172,0.98460643,0.30488502,0.00000000,0.16519736,0.09674578,0.24401856,0.04468916
-4.87743872,0.98597207,0.31088080,0.00000000,0.15658991,0.10156092,0.24331393,0.04491654
-4.87143572,0.98693499,0.31616751,0.00000000,0.14826683,0.10680776,0.24246492,0.04508171
-4.86543272,0.98754752,0.32065762,0.00000000,0.14040311,0.11246892,0.24147917,0.04518503
-4.85942971,0.98783741,0.32426813,0.00000000,0.13316156,0.11851719,0.24035199,0.04522600
-4.85342671,0.98780610,0.32692288,0.00000000,0.12668819,0.12491492,0.23906673,0.04520321
-4.84742371,0.98742813,0.32855480,0.00000000,0.12110827,0.13161367,0.23759585,0.04511428
-4.84142071,0.98665174,0.32910795,0.00000000,0.11652291,0.13855429,0.23590267,0.04495597
-4.83541771,0.98540068,0.32853941,0.00000000,0.11300638,0.14566743,0.23394353,0.04472434
-4.82941471,0.98357726,0.32682098,0.00000000,0.11060414,0.15287454,0.23167050,0.04441496
-4.82341171,0.98106635,0.32394045,0.00000000,0.10933172,0.16008925,0.22903435,0.04402324
-4.81740870,0.97774043,0.31990263,0.00000000,0.10917436,0.16721928,0.22598763,0.04354476
-4.81140570,0.97346539,0.31473004,0.00000000,0.11008750,0.17416862,0.22248794,0.04297573
-4.80540270,0.96810705,0.30846316,0.00000000,0.11199804,0.18084018,0.21850090,0.04231335
-4.79939970,0.96153812,0.30116039,0.00000000,0.11480637,0.18713864,0.21400306,0.04155625
-4.79339670,0.95364552,0.29289763,0.00000000,0.11838912,0.19297351,0.20898431,0.04070491
-4.78739370,0.94433782,0.28376753,0.00000000,0.12260255,0.19826239,0.20344999,0.03976199
-4.78139070,0.93355267,0.27387844,0.00000000,0.12728650,0.20293420,0.19742237,0.03873269
-4.77538769,0.92126406,0.26335308,0.00000000,0.13226880,0.20693244,0.19094170,0.03762494
-4.76938469,0.90748920,0.25232700,0.00000000,0.13737011,0.21021834,0.18406661,0.03644964
-4.76338169,0.89229480,0.24094681,0.00000000,0.14240887,0.21277376,0.17687408,0.03522071
-4.75737869,0.87580269,0.22936826,0.00000000,0.14720640,0.21460395,0.16945879,0.03395511
-4.75137569,0.85819438,0.21775419,0.00000000,0.15159192,0.21573976,0.16193211,0.03267283
-4.74537269,0.83971458,0.20627240,0.00000000,0.15540728,0.21623964,0.15442067,0.03139669
-4.73936968,0.82067319,0.19509337,0.00000000,0.15851138,0.21619089,0.14706459,0.03015214
-4.73336668,0.80144572,0.18438799,0.00000000,0.16078389,0.21571049,0.14001547,0.02896699
-4.72736368,0.78247186,0.17432513,0.00000000,0.16212845,0.21494511,0.13343412,0.02787104
-4.72136068,0.76425193,0.16506927,0.00000000,0.16247494,0.21407036,0.12748818,0.02689568
-4.71535768,0.74734098,0.15677795,0.00000000,0.16178091,0.21328921,0.12234952,0.02607340
-4.70935468,0.73234062,0.14959918,0.00000000,0.16003204,0.21282945,0.11819156,0.02543724
-4.70335168,0.71988815,0.14366884,0.00000000,0.15724174,0.21294012,0.11518639,0.02502023
-4.69734867,0.71064325,0.13910794,0.00000000,0.15344971,0.21388698,0.11350181,0.02485469
-4.69134567,0.70527226,0.13601994,0.00000000,0.14871978,0.21594689,0.11329808,0.02497155
-4.68534267,0.70443014,0.13448797,0.00000000,0.14313699,0.21940121,0.11472456,0.02539959
-4.67933967,0.70874063,0.13457218,0.00000000,0.13680401,0.22452824,0.11791615,0.02616457
-4.67333667,0.71877494,0.13630721,0.00000000,0.12983728,0.23159490,0.12298952,0.02728843
-4.66733367,0.73502958,0.13969989,0.00000000,0.12236275,0.24084771,0.13003916,0.02878843
-4.66133067,0.75790418,0.14472730,0.00000000,0.11451171,0.25250339,0.13913344,0.03067621
-4.65532766,0.78767996,0.15133527,0.00000000,0.10641661,0.26673934,0.15031062,0.03295701
-4.64932466,0.82449986,0.15943753,0.00000000,0.09820721,0.28368431,0.16357503,0.03562887
-4.64332166,0.86835134,0.16891558,0.00000000,0.09000716,0.30340966,0.17889365,0.03868196
-4.63731866,0.91905265,0.17961939,0.00000000,0.08193110,0.32592162,0.19619314,0.04209802
-4.63131566,0.97624369,0.19136915,0.00000000,0.07408230,0.35115493,0.21535773,0.04585003
-4.62531266,1.03938207,0.20395791,0.00000000,0.06655100,0.37896833,0.23622797,0.04990209
-4.61930965,1.10774528,0.21715543,0.00000000,0.05941346,0.40914221,0.25860073,0.05420954
-4.61330665,1.18043923,0.23071285,0.00000000,0.05273144,0.44137880,0.28223060,0.05871939
-4.60730365,1.25641342,0.24436852,0.00000000,0.04655253,0.47530513,0.30683273,0.06337110
-4.60130065,1.33448277,0.25785444,0.00000000,0.04091070,0.51047891,0.33208727,0.06809758
-4.59529765,1.41335556,0.27090342,0.00000000,0.03582748,0.54639730,0.35764546,0.07282661
-4.58929465,1.49166688,0.28325652,0.00000000,0.03131332,0.58250853,0.38313712,0.07748248
-4.58329165,1.56801646,0.29467063,0.00000000,0.02736919,0.61822602,0.40817958,0.08198785
-4.57728864,1.64100960,0.30492576,0.00000000,0.02398831,0.65294467,0.43238758,0.08626586
-4.57128564,1.70929970,0.31383176,0.00000000,0.02115778,0.68605865,0.45538394,0.09024230
-4.56528264,1.77163053,0.32123417,0.00000000,0.01886027,0.71698017,0.47681059,0.09384778
-4.55927964,1.82687654,0.32701897,0.00000000,0.01707543,0.74515834,0.49633929,0.09701989
-4.55327664,1.87407940,0.33111578,0.00000000,0.01578117,0.77009736,0.51368188,0.09970518
